Time,broke
2022-04-02,78.0
2022-04-03,78.0
2022-04-04,75.0
2022-04-05,72.0
2022-04-06,75.0
2022-04-07,79.0
2022-04-08,79.0
2022-04-09,86.0
2022-04-10,79.0
2022-04-11,74.0
2022-04-12,76.0
2022-04-13,72.0
2022-04-14,81.0
2022-04-15,81.0
2022-04-16,80.0
2022-04-17,77.0
2022-04-18,76.0
2022-04-19,74.0
2022-04-20,74.0
2022-04-21,100.0
2022-04-22,80.0
2022-04-23,79.0
2022-04-24,80.0
2022-04-25,78.0
2022-04-26,76.0
2022-04-27,77.0
2022-04-28,77.0
2022-04-29,78.0
2022-04-30,77.0
2022-05-01,80.0
2022-05-02,76.0
2022-05-03,76.0
2022-05-04,73.0
2022-05-05,79.0
2022-05-06,75.0
2022-05-07,80.0
2022-05-08,85.0
2022-05-09,77.0
2022-05-10,79.0
2022-05-11,80.0
2022-05-12,76.0
2022-05-13,74.0
2022-05-14,73.0
2022-05-15,78.0
2022-05-16,75.0
2022-05-17,78.0
2022-05-18,76.0
2022-05-19,76.0
2022-05-20,73.0
2022-05-21,76.0
2022-05-22,78.0
2022-05-23,76.0
2022-05-24,75.0
2022-05-25,71.0
2022-05-26,69.0
2022-05-27,71.0
2022-05-28,77.0
2022-05-29,79.0
2022-05-30,77.0
2022-05-31,73.0
2022-06-01,74.0
2022-06-02,75.0
2022-06-03,77.0
2022-06-04,79.0
2022-06-05,78.0
2022-06-06,76.0
2022-06-07,76.0
2022-06-08,77.0
2022-06-09,74.0
2022-06-10,76.0
2022-06-11,77.0
2022-06-12,78.0
2022-06-13,72.0
2022-06-14,75.0
2022-06-15,82.0
2022-06-16,77.0
2022-06-17,78.0
2022-06-18,79.0
2022-06-19,78.0
2022-06-20,77.0
2022-06-21,75.0
2022-06-22,77.0
2022-06-23,78.0
2022-06-24,73.0
2022-06-25,73.0
2022-06-26,78.0
2022-06-27,74.0
2022-06-28,73.0
2022-06-29,74.0
2022-06-30,73.0
2022-07-01,70.0
2022-07-02,75.0
2022-07-03,80.0
2022-07-04,77.0
2022-07-05,73.0
2022-07-06,69.0
2022-07-07,71.0
2022-07-08,73.0
2022-07-09,77.0
2022-07-10,84.0
2022-07-11,73.0
2022-07-12,72.0
2022-07-13,74.0
2022-07-14,74.0
2022-07-15,80.0
2022-07-16,81.0
2022-07-17,82.0
2022-07-18,78.0
2022-07-19,82.0
2022-07-20,78.0
2022-07-21,74.0
2022-07-22,78.0
2022-07-23,79.0
2022-07-24,80.0
2022-07-25,80.0
2022-07-26,79.0
2022-07-27,75.0
2022-07-28,74.0
2022-07-29,78.0
2022-07-30,79.0
2022-07-31,84.0
2022-08-01,75.0
2022-08-02,73.0
2022-08-03,73.0
2022-08-04,79.0
2022-08-05,86.0
2022-08-06,88.0
2022-08-07,87.0
2022-08-08,80.0
2022-08-09,82.0
2022-08-10,74.0
2022-08-11,77.0
2022-08-12,76.0
2022-08-13,76.0
2022-08-14,79.0
2022-08-15,76.0
2022-08-16,75.0
2022-08-17,77.0
2022-08-18,72.0
2022-08-19,80.0
2022-08-20,82.0
2022-08-21,81.0
2022-08-22,75.0
2022-08-23,75.0
2022-08-24,76.0
2022-08-25,74.0
2022-08-26,72.0
2022-08-27,80.0
2022-08-28,78.0
2022-08-29,74.92105263157895
2022-08-30,71.52631578947368
2022-08-31,74.42105263157895
2022-09-01,72.0
2022-09-02,72.97368421052632
2022-09-03,72.97368421052632
2022-09-04,83.18421052631578
2022-09-05,86.10526315789474
2022-09-06,74.92105263157895
2022-09-07,72.97368421052632
2022-09-08,71.02631578947368
2022-09-09,71.02631578947368
2022-09-10,78.8157894736842
2022-09-11,87.07894736842104
2022-09-12,80.26315789473685
2022-09-13,78.8157894736842
2022-09-14,78.8157894736842
2022-09-15,77.34210526315789
2022-09-16,81.23684210526315
2022-09-17,86.10526315789474
2022-09-18,86.10526315789474
2022-09-19,85.13157894736841
2022-09-20,83.18421052631578
2022-09-21,77.84210526315789
2022-09-22,76.86842105263158
2022-09-23,81.23684210526315
2022-09-24,90.0
2022-09-25,86.60526315789474
2022-09-26,73.94736842105263
2022-09-27,70.10526315789474
2022-09-28,69.1578947368421
2022-09-29,73.89473684210526
2022-09-30,77.68421052631578
2022-10-01,79.57894736842105
2022-10-02,76.73684210526315
2022-10-03,72.94736842105263
2022-10-04,72.94736842105263
2022-10-05,73.89473684210526
2022-10-06,74.84210526315789
2022-10-07,82.42105263157895
2022-10-08,73.89473684210526
2022-10-09,78.63157894736841
2022-10-10,79.57894736842105
2022-10-11,75.78947368421052
2022-10-12,75.78947368421052
2022-10-13,80.52631578947368
2022-10-14,79.57894736842105
2022-10-15,73.89473684210526
2022-10-16,77.68421052631578
2022-10-17,76.73684210526315
2022-10-18,74.84210526315789
2022-10-19,75.78947368421052
2022-10-20,81.47368421052632
2022-10-21,76.73684210526315
2022-10-22,76.73684210526315
2022-10-23,80.52631578947368
2022-10-24,76.73684210526315
2022-10-25,80.52631578947368
2022-10-26,74.84210526315789
2022-10-27,72.94736842105263
2022-10-28,79.57894736842105
2022-10-29,74.84210526315789
2022-10-30,77.68421052631578
2022-10-31,75.78947368421052
2022-11-01,77.68421052631578
2022-11-02,73.89473684210526
2022-11-03,75.78947368421052
2022-11-04,90.94736842105263
2022-11-05,82.42105263157895
2022-11-06,79.57894736842105
2022-11-07,78.63157894736841
2022-11-08,73.89473684210526
2022-11-09,67.26315789473684
2022-11-10,75.78947368421052
2022-11-11,73.89473684210526
2022-11-12,70.10526315789474
2022-11-13,80.52631578947368
2022-11-14,73.89473684210526
2022-11-15,74.84210526315789
2022-11-16,75.78947368421052
2022-11-17,78.63157894736841
2022-11-18,77.68421052631578
2022-11-19,74.84210526315789
2022-11-20,75.78947368421052
2022-11-21,73.89473684210526
2022-11-22,72.0
2022-11-23,77.68421052631578
2022-11-24,70.10526315789474
2022-11-25,78.63157894736841
2022-11-26,70.10526315789474
2022-11-27,76.73684210526315
2022-11-28,72.94736842105263
2022-11-29,71.05263157894737
2022-11-30,74.84210526315789
2022-12-01,76.73684210526315
2022-12-02,74.84210526315789
2022-12-03,71.05263157894737
2022-12-04,78.63157894736841
2022-12-05,73.89473684210526
2022-12-06,76.73684210526315
2022-12-07,75.78947368421052
2022-12-08,74.84210526315789
2022-12-09,74.84210526315789
2022-12-10,72.94736842105263
2022-12-11,77.68421052631578
2022-12-12,73.89473684210526
2022-12-13,74.84210526315789
2022-12-14,75.78947368421052
2022-12-15,77.68421052631578
2022-12-16,76.73684210526315
2022-12-17,80.52631578947368
2022-12-18,81.47368421052632
2022-12-19,77.68421052631578
2022-12-20,79.57894736842105
2022-12-21,75.78947368421052
2022-12-22,73.89473684210526
2022-12-23,76.73684210526315
2022-12-24,79.57894736842105
2022-12-25,75.78947368421052
2022-12-26,77.68421052631578
2022-12-27,77.68421052631578
2022-12-28,78.63157894736841
2022-12-29,80.52631578947368
2022-12-30,83.36842105263158
2022-12-31,81.47368421052632
2023-01-01,77.68421052631578
2023-01-02,83.36842105263158
2023-01-03,76.73684210526315
2023-01-04,77.68421052631578
2023-01-05,77.68421052631578
2023-01-06,76.73684210526315
2023-01-07,82.42105263157895
2023-01-08,84.3157894736842
2023-01-09,77.68421052631578
2023-01-10,75.78947368421052
2023-01-11,77.68421052631578
2023-01-12,78.63157894736841
2023-01-13,77.68421052631578
2023-01-14,85.26315789473684
2023-01-15,79.57894736842105
2023-01-16,84.3157894736842
2023-01-17,84.3157894736842
2023-01-18,79.57894736842105
2023-01-19,80.52631578947368
2023-01-20,81.47368421052632
2023-01-21,82.42105263157895
2023-01-22,83.36842105263158
2023-01-23,79.57894736842105
2023-01-24,81.47368421052632
2023-01-25,79.57894736842105
2023-01-26,79.57894736842105
2023-01-27,81.47368421052632
2023-01-28,83.36842105263158
2023-01-29,81.47368421052632
2023-01-30,74.84210526315789
2023-01-31,78.63157894736841
2023-02-01,77.68421052631578
2023-02-02,83.36842105263158
2023-02-03,82.42105263157895
2023-02-04,80.52631578947368
2023-02-05,83.36842105263158
2023-02-06,85.26315789473684
2023-02-07,72.94736842105263
2023-02-08,83.36842105263158
2023-02-09,76.73684210526315
2023-02-10,94.73684210526315
2023-02-11,91.89473684210526
2023-02-12,91.89473684210526
2023-02-13,83.36842105263158
2023-02-14,83.36842105263158
2023-02-15,80.52631578947368
2023-02-16,82.42105263157895
2023-02-17,78.63157894736841
2023-02-18,75.78947368421052
2023-02-19,76.73684210526315
2023-02-20,78.63157894736841
2023-02-21,78.63157894736841
2023-02-22,72.94736842105263
2023-02-23,74.84210526315789
2023-02-24,76.73684210526315
2023-02-25,73.89473684210526
2023-02-26,82.42105263157895
2023-02-27,77.68421052631578
2023-02-28,72.0
2023-03-01,80.52631578947368
2023-03-02,74.84210526315789
2023-03-03,78.63157894736841
2023-03-04,80.52631578947368
2023-03-05,80.52631578947368
2023-03-06,74.84210526315789
2023-03-07,73.89473684210526
2023-03-08,77.68421052631578
2023-03-09,76.73684210526315
2023-03-10,74.84210526315789
2023-03-11,72.0
2023-03-12,78.63157894736841
2023-03-13,72.94736842105263
2023-03-14,75.78947368421052
2023-03-15,72.0
2023-03-16,75.78947368421052
2023-03-17,75.78947368421052
2023-03-18,72.94736842105263
2023-03-19,72.94736842105263
2023-03-20,73.89473684210526
2023-03-21,75.78947368421052
2023-03-22,72.94736842105263
2023-03-23,74.84210526315789
2023-03-24,76.73684210526315
2023-03-25,72.94736842105263
2023-03-26,77.68421052631578
2023-03-27,74.84210526315789
2023-03-28,72.94736842105263
2023-03-29,72.0
2023-03-30,75.78947368421052
2023-03-31,75.78947368421052
2023-04-01,74.84210526315789
2023-04-02,77.68421052631578
2023-04-03,72.94736842105263
2023-04-04,73.89473684210526
2023-04-05,73.89473684210526
2023-04-06,73.89473684210526
2023-04-07,74.84210526315789
2023-04-08,76.73684210526315
2023-04-09,90.0
2023-04-10,82.42105263157895
2023-04-11,77.68421052631578
2023-04-12,78.63157894736841
2023-04-13,74.84210526315789
2023-04-14,76.73684210526315
2023-04-15,78.63157894736841
2023-04-16,84.3157894736842
2023-04-17,76.73684210526315
2023-04-18,80.52631578947368
2023-04-19,76.73684210526315
2023-04-20,74.84210526315789
2023-04-21,72.94736842105263
2023-04-22,85.26315789473684
2023-04-23,81.47368421052632
2023-04-24,78.63157894736841
2023-04-25,75.78947368421052
2023-04-26,74.84210526315789
2023-04-27,73.91206675224646
2023-04-28,71.1219512195122
2023-04-29,71.1219512195122
2023-04-30,81.35237483953787
2023-05-01,79.49229781771501
2023-05-02,78.56225930680358
2023-05-03,73.91206675224646
2023-05-04,74.84210526315789
2023-05-05,73.43838254172016
2023-05-06,77.63222079589217
2023-05-07,76.22849807445442
2023-05-08,77.15853658536585
2023-05-09,72.05198973042363
2023-05-10,74.84210526315789
2023-05-11,75.77214377406932
2023-05-12,77.63222079589217
2023-05-13,74.84210526315789
2023-05-14,76.70218228498074
2023-05-15,76.22849807445442
2023-05-16,77.63222079589217
2023-05-17,76.22849807445442
2023-05-18,80.87869062901154
2023-05-19,76.70218228498074
2023-05-20,78.56225930680358
2023-05-21,84.14249037227214
2023-05-22,76.70218228498074
2023-05-23,74.84210526315789
2023-05-24,74.84210526315789
2023-05-25,75.7548138639281
2023-05-26,73.01668806161746
2023-05-27,81.23106546854942
2023-05-28,77.58023106546855
2023-05-29,88.53273427471116
2023-05-30,76.66752246469832
2023-05-31,79.40564826700898
2023-06-01,74.84210526315789
2023-06-02,71.19127086007703
2023-06-03,73.01668806161746
2023-06-04,84.8818998716303
2023-06-05,77.58023106546855
2023-06-06,68.45314505776636
2023-06-07,73.01668806161746
2023-06-08,68.45314505776636
2023-06-09,71.19127086007703
2023-06-10,78.49293966623877
2023-06-11,79.40564826700898
2023-06-12,75.7548138639281
2023-06-13,69.36585365853658
2023-06-14,70.2785622593068
2023-06-15,71.19127086007703
2023-06-16,70.2785622593068
2023-06-17,75.7548138639281
2023-06-18,76.66752246469832
2023-06-19,73.92939666238767
2023-06-20,73.92939666238767
2023-06-21,69.36585365853658
2023-06-22,63.889602053915276
2023-06-23,70.2785622593068
2023-06-24,73.92939666238767
2023-06-25,77.58023106546855
2023-06-26,73.01668806161746
2023-06-27,72.10397946084724
2023-06-28,67.54043645699615
2023-06-29,73.92939666238767
2023-06-30,64.8023106546855
2023-07-01,75.7548138639281
2023-07-02,78.49293966623877
2023-07-03,73.01668806161746
2023-07-04,79.40564826700898
2023-07-05,70.2785622593068
2023-07-06,71.19127086007703
2023-07-07,73.92939666238767
2023-07-08,75.7548138639281
2023-07-09,83.05648267008986
2023-07-10,73.92939666238767
2023-07-11,75.7548138639281
2023-07-12,83.96919127086008
2023-07-13,70.2785622593068
2023-07-14,76.66752246469832
2023-07-15,87.62002567394094
2023-07-16,83.05648267008986
2023-07-17,74.84210526315789
2023-07-18,74.84210526315789
2023-07-19,73.01668806161746
2023-07-20,73.01668806161746
2023-07-21,73.92939666238767
2023-07-22,80.3183568677792
2023-07-23,82.14377406931963
2023-07-24,75.7548138639281
2023-07-25,73.92939666238767
2023-07-26,74.84210526315789
2023-07-27,75.7548138639281
2023-07-28,75.7548138639281
2023-07-29,80.3183568677792
2023-07-30,85.79460847240051
2023-07-31,72.10397946084724
2023-08-01,77.58023106546855
2023-08-02,75.7548138639281
2023-08-03,74.84210526315789
2023-08-04,73.92939666238767
2023-08-05,81.23106546854942
2023-08-06,84.8818998716303
2023-08-07,78.49293966623877
2023-08-08,72.10397946084724
2023-08-09,69.36585365853658
2023-08-10,74.84210526315789
2023-08-11,77.58023106546855
2023-08-12,79.40564826700898
2023-08-13,81.23106546854942
2023-08-14,75.7548138639281
2023-08-15,73.92939666238767
2023-08-16,74.84210526315789
2023-08-17,74.84210526315789
2023-08-18,74.84210526315789
2023-08-19,81.23106546854942
2023-08-20,78.49293966623877
2023-08-21,73.01668806161746
2023-08-22,72.10397946084724
2023-08-23,73.92939666238767
2023-08-24,70.2785622593068
2023-08-25,73.92939666238767
2023-08-26,73.92939666238767
2023-08-27,79.40564826700898
2023-08-28,70.2785622593068
2023-08-29,71.19127086007703
2023-08-30,70.2785622593068
2023-08-31,70.2785622593068
2023-09-01,65.71501925545572
2023-09-02,71.19127086007703
2023-09-03,73.01668806161746
2023-09-04,79.40564826700898
2023-09-05,70.2785622593068
2023-09-06,71.19127086007703
2023-09-07,74.84210526315789
2023-09-08,74.84210526315789
2023-09-09,73.92939666238767
2023-09-10,82.14377406931963
2023-09-11,71.19127086007703
2023-09-12,73.01668806161746
2023-09-13,77.58023106546855
2023-09-14,77.58023106546855
2023-09-15,79.40564826700898
2023-09-16,76.66752246469832
2023-09-17,78.49293966623877
2023-09-18,77.58023106546855
2023-09-19,81.23106546854942
2023-09-20,72.10397946084724
2023-09-21,77.58023106546855
2023-09-22,74.84210526315789
2023-09-23,78.49293966623877
2023-09-24,82.14377406931963
2023-09-25,80.3183568677792
2023-09-26,76.66752246469832
2023-09-27,73.92939666238767
2023-09-28,78.49293966623877
2023-09-29,73.01668806161746
2023-09-30,83.96919127086008
2023-10-01,84.8818998716303
2023-10-02,82.14377406931963
2023-10-03,75.7548138639281
2023-10-04,76.66752246469832
2023-10-05,80.3183568677792
2023-10-06,81.23106546854942
2023-10-07,76.66752246469832
2023-10-08,79.40564826700898
2023-10-09,75.7548138639281
2023-10-10,74.84210526315789
2023-10-11,79.40564826700898
2023-10-12,81.23106546854942
2023-10-13,84.8818998716303
2023-10-14,78.49293966623877
2023-10-15,77.58023106546855
2023-10-16,74.84210526315789
2023-10-17,76.66752246469832
2023-10-18,73.01668806161746
2023-10-19,73.01668806161746
2023-10-20,73.92939666238767
2023-10-21,76.66752246469832
2023-10-22,75.7548138639281
2023-10-23,74.84210526315789
2023-10-24,76.66752246469832
2023-10-25,74.84210526315789
2023-10-26,75.7548138639281
2023-10-27,72.10397946084724
2023-10-28,70.2785622593068
2023-10-29,73.01668806161746
2023-10-30,76.66752246469832
2023-10-31,73.01668806161746
2023-11-01,70.2785622593068
2023-11-02,73.92939666238767
2023-11-03,76.66752246469832
2023-11-04,81.23106546854942
2023-11-05,74.84210526315789
2023-11-06,76.66752246469832
2023-11-07,73.92939666238767
2023-11-08,72.10397946084724
2023-11-09,75.7548138639281
2023-11-10,72.10397946084724
2023-11-11,77.58023106546855
2023-11-12,74.84210526315789
2023-11-13,77.58023106546855
2023-11-14,74.84210526315789
2023-11-15,74.84210526315789
2023-11-16,77.58023106546855
2023-11-17,88.53273427471116
2023-11-18,83.05648267008986
2023-11-19,85.79460847240051
2023-11-20,76.66752246469832
2023-11-21,77.58023106546855
2023-11-22,75.7548138639281
2023-11-23,69.36585365853658
2023-11-24,77.58023106546855
2023-11-25,78.49293966623877
2023-11-26,80.3183568677792
2023-11-27,76.66752246469832
2023-11-28,77.58023106546855
2023-11-29,77.58023106546855
2023-11-30,80.3183568677792
2023-12-01,79.40564826700898
2023-12-02,75.7548138639281
2023-12-03,78.49293966623877
2023-12-04,78.49293966623877
2023-12-05,74.84210526315789
2023-12-06,76.66752246469832
2023-12-07,74.84210526315789
2023-12-08,74.84210526315789
2023-12-09,74.84210526315789
2023-12-10,80.3183568677792
2023-12-11,73.01668806161746
2023-12-12,74.84210526315789
2023-12-13,71.19127086007703
2023-12-14,75.7548138639281
2023-12-15,73.92939666238767
2023-12-16,73.92939666238767
2023-12-17,73.01668806161746
2023-12-18,74.84210526315789
2023-12-19,74.84210526315789
2023-12-20,91.27086007702182
2023-12-21,89.44544287548139
2023-12-22,76.66752246469832
2023-12-23,73.76510911424903
2023-12-24,76.66752246469832
2023-12-25,76.66752246469832
2023-12-26,70.86269576379974
2023-12-27,74.27622593068035
2023-12-28,72.34128369704749
2023-12-29,74.27622593068035
2023-12-30,76.66752246469832
2023-12-31,74.73258023106547
2024-01-01,76.66752246469832
2024-01-02,69.89522464698331
2024-01-03,73.76510911424903
2024-01-04,71.83016688061616
2024-01-05,72.34128369704749
2024-01-06,82.47234916559691
2024-01-07,77.63499358151475
2024-01-08,70.86269576379974
2024-01-09,71.83016688061616
2024-01-10,75.7000513478819
2024-01-11,71.37381258023106
2024-01-12,74.27622593068035
2024-01-13,77.63499358151475
2024-01-14,80.99376123234916
2024-01-15,74.27622593068035
2024-01-16,72.7976379974326
2024-01-17,75.7000513478819
2024-01-18,72.34128369704749
2024-01-19,74.73258023106547
2024-01-20,77.68975609756096
2024-01-21,78.71198973042361
2024-01-22,78.71198973042361
2024-01-23,75.64528883183567
2024-01-24,73.60082156611038
2024-01-25,76.66752246469832
2024-01-26,74.62305519897303
2024-01-27,77.68975609756096
2024-01-28,82.80092426187419
2024-01-29,77.68975609756096
2024-01-30,72.57858793324775
2024-01-31,75.64528883183567
2024-02-01,71.5563543003851
2024-02-02,73.60082156611038
2024-02-03,77.68975609756096
2024-02-04,75.64528883183567
2024-02-05,76.66752246469832
2024-02-06,73.60082156611038
2024-02-07,78.71198973042361
2024-02-08,75.64528883183567
2024-02-09,73.60082156611038
2024-02-10,77.68975609756096
2024-02-11,79.73422336328625
2024-02-12,77.68975609756096
2024-02-13,73.60082156611038
2024-02-14,74.62305519897303
2024-02-15,74.62305519897303
2024-02-16,74.62305519897303
2024-02-17,78.71198973042361
2024-02-18,84.84539152759947
2024-02-19,77.68975609756096
2024-02-20,77.68975609756096
2024-02-21,74.62305519897303
2024-02-22,80.7564569961489
2024-02-23,77.68975609756096
2024-02-24,75.64528883183567
2024-02-25,78.71198973042361
2024-02-26,74.62305519897303
2024-02-27,76.66752246469832
2024-02-28,74.62305519897303
2024-02-29,77.68975609756096
2024-03-01,76.66752246469832
2024-03-02,73.60082156611038
2024-03-03,78.71198973042361
2024-03-04,77.68975609756096
2024-03-05,78.71198973042361
2024-03-06,71.5563543003851
2024-03-07,71.5563543003851
2024-03-08,72.57858793324775
2024-03-09,72.57858793324775
2024-03-10,77.68975609756096
2024-03-11,80.7564569961489
2024-03-12,78.71198973042361
2024-03-13,80.7564569961489
2024-03-14,75.64528883183567
2024-03-15,75.64528883183567
2024-03-16,82.80092426187419
2024-03-17,87.9120924261874
2024-03-18,85.86762516046211
2024-03-19,80.7564569961489
2024-03-20,80.7564569961489
2024-03-21,77.68975609756096
2024-03-22,81.77869062901154
2024-03-23,80.7564569961489
2024-03-24,81.77869062901154
2024-03-25,82.80092426187419
2024-03-26,76.66752246469832
2024-03-27,84.84539152759947
2024-03-28,73.60082156611038
2024-03-29,75.64528883183567
2024-03-30,79.73422336328625
2024-03-31,76.66752246469832
2024-04-01,76.66752246469832
2024-04-02,77.68975609756096
2024-04-03,74.62305519897303
2024-04-04,71.5563543003851
2024-04-05,72.57858793324775
2024-04-06,74.62305519897303
2024-04-07,77.68975609756096
2024-04-08,69.51188703465981
2024-04-09,74.62305519897303
2024-04-10,74.62305519897303
2024-04-11,75.64528883183567
2024-04-12,77.68975609756096
2024-04-13,78.71198973042361
2024-04-14,82.80092426187419
2024-04-15,76.66752246469832
2024-04-16,76.66752246469832
2024-04-17,81.77869062901154
2024-04-18,82.80092426187419
2024-04-19,85.86762516046211
2024-04-20,80.7564569961489
2024-04-21,83.82315789473682
2024-04-22,82.80092426187419
2024-04-23,78.71198973042361
2024-04-24,79.73422336328625
2024-04-25,79.73422336328625
2024-04-26,75.64528883183567
2024-04-27,76.66752246469832
2024-04-28,83.82315789473682
2024-04-29,80.7564569961489
2024-04-30,78.71198973042361
2024-05-01,70.53412066752246
2024-05-02,77.68975609756096
2024-05-03,77.68975609756096
2024-05-04,76.66752246469832
2024-05-05,79.73422336328625
2024-05-06,78.71198973042361
2024-05-07,76.66752246469832
2024-05-08,74.62305519897303
2024-05-09,75.64528883183567
2024-05-10,76.66752246469832
2024-05-11,78.71198973042361
2024-05-12,81.77869062901154
2024-05-13,78.71198973042361
2024-05-14,76.66752246469832
2024-05-15,72.57858793324775
2024-05-16,75.64528883183567
2024-05-17,78.71198973042361
2024-05-18,83.82315789473682
2024-05-19,81.77869062901154
2024-05-20,83.82315789473682
2024-05-21,72.57858793324775
2024-05-22,70.53412066752246
2024-05-23,77.68975609756096
2024-05-24,74.62305519897303
2024-05-25,79.73422336328625
2024-05-26,84.84539152759947
2024-05-27,80.7564569961489
2024-05-28,75.64528883183567
2024-05-29,74.62305519897303
2024-05-30,74.62305519897303
2024-05-31,74.62305519897303
2024-06-01,84.84539152759947
2024-06-02,81.77869062901154
2024-06-03,70.53412066752246
2024-06-04,69.51188703465981
2024-06-05,74.62305519897303
2024-06-06,74.62305519897303
2024-06-07,76.66752246469832
2024-06-08,78.71198973042361
2024-06-09,81.77869062901154
2024-06-10,74.62305519897303
2024-06-11,72.57858793324775
2024-06-12,76.66752246469832
2024-06-13,78.71198973042361
2024-06-14,75.64528883183567
2024-06-15,77.68975609756096
2024-06-16,81.77869062901154
2024-06-17,74.62305519897303
2024-06-18,73.60082156611038
2024-06-19,74.62305519897303
2024-06-20,74.62305519897303
2024-06-21,77.68975609756096
2024-06-22,81.77869062901154
2024-06-23,85.86762516046211
2024-06-24,78.71198973042361
2024-06-25,75.64528883183567
2024-06-26,75.64528883183567
2024-06-27,71.5563543003851
2024-06-28,76.66752246469832
2024-06-29,81.77869062901154
2024-06-30,83.82315789473682
2024-07-01,76.66752246469832
2024-07-02,71.5563543003851
2024-07-03,70.53412066752246
2024-07-04,78.71198973042361
2024-07-05,73.60082156611038
2024-07-06,78.71198973042361
2024-07-07,79.73422336328625
2024-07-08,73.60082156611038
2024-07-09,73.60082156611038
2024-07-10,72.57858793324775
2024-07-11,73.60082156611038
2024-07-12,71.5563543003851
2024-07-13,77.68975609756096
2024-07-14,82.80092426187419
2024-07-15,70.53412066752246
2024-07-16,74.62305519897303
2024-07-17,71.5563543003851
2024-07-18,74.62305519897303
2024-07-19,72.57858793324775
2024-07-20,78.71198973042361
2024-07-21,78.71198973042361
2024-07-22,70.53412066752246
2024-07-23,68.48965340179717
2024-07-24,68.48965340179717
2024-07-25,72.57858793324775
2024-07-26,66.44518613607188
2024-07-27,72.57858793324775
2024-07-28,81.77869062901154
2024-07-29,74.62305519897303
2024-07-30,71.5563543003851
2024-07-31,68.48965340179717
2024-08-01,67.46741976893452
2024-08-02,72.57858793324775
2024-08-03,76.66752246469832
2024-08-04,80.7564569961489
2024-08-05,71.5563543003851
2024-08-06,68.48965340179717
2024-08-07,69.51188703465981
2024-08-08,66.44518613607188
2024-08-09,72.57858793324775
2024-08-10,74.62305519897303
2024-08-11,81.77869062901154
2024-08-12,72.57858793324775
2024-08-13,70.53412066752246
2024-08-14,73.60082156611038
2024-08-15,74.62305519897303
2024-08-16,72.57858793324775
2024-08-17,80.7564569961489
2024-08-18,84.8198356867779
2024-08-19,75.92640308087289
2024-08-20,73.83082413350448
2024-08-21,77.48530937098843
2024-08-22,78.53309884467265
2024-08-23,76.43751989730421
2024-08-24,81.67646726572526
2024-08-25,97.90442618741974
2024-08-26,84.8198356867779
2024-08-27,86.91541463414632
2024-08-28,89.01099358151474
2024-08-29,92.15436200256737
2024-08-30,94.24994094993579
2024-08-31,97.39330937098842
2024-09-01,102.09558408215659
2024-09-02,98.44109884467264
2024-09-03,81.16535044929395
2024-09-04,82.72425673940948
2024-09-05,80.11756097560973
2024-09-06,82.72425673940948
2024-09-07,83.77204621309369
2024-09-08,85.8676251604621
2024-09-09,78.53309884467265
2024-09-10,78.53309884467265
2024-09-11,80.11756097560973
2024-09-12,85.8676251604621
2024-09-13,81.16535044929395
2024-09-14,90.05878305519894
2024-09-15,81.67646726572526
2024-09-16,80.50089858793322
2024-09-17,81.574243902439
2024-09-18,78.35420795892168
2024-09-19,80.50089858793322
2024-09-20,80.50089858793322
2024-09-21,85.8676251604621
2024-09-22,86.94097047496788
2024-09-23,83.72093453145055
2024-09-24,83.72093453145055
