Time,associate
2024-09-24,86.15196558164321
2024-09-25,83.21496675499628
2024-09-26,82.23596714611398
2024-09-27,69.50897223064395
2024-09-28,46.991981226350845
2024-09-29,46.01298161746853
2024-09-30,78.31996871058473
2024-10-01,80.27796792834936
2024-10-02,86.15196558164321
2024-10-03,82.23596714611398
2024-10-04,71.46697144840857
2024-10-05,49.928980052997765
2024-10-06,46.01298161746853
2024-10-07,76.36196949282012
2024-10-08,82.23596714611398
2024-10-09,79.29896831946705
2024-10-10,76.36196949282012
2024-10-11,68.52997262176164
2024-10-12,47.97098083523315
2024-10-13,44.05498239970392
2024-10-14,73.4249706661732
2024-10-15,82.23596714611398
2024-10-16,81.25696753723166
2024-10-17,78.31996871058473
2024-10-18,73.4249706661732
2024-10-19,51.88697927076239
2024-10-20,46.01298161746853
2024-10-21,77.34096910170243
2024-10-22,96.9209612793486
2024-10-23,85.1729659727609
2024-10-24,82.23596714611398
2024-10-25,75.3829698839378
2024-10-26,52.86597887964469
2024-10-27,49.928980052997765
2024-10-28,79.29896831946705
2024-10-29,82.23596714611398
2024-10-30,82.23596714611398
2024-10-31,76.36196949282012
2024-11-01,71.46697144840857
2024-11-02,48.94998044411546
2024-11-03,45.03398200858622
2024-11-04,75.3829698839378
2024-11-05,73.4249706661732
2024-11-06,61.67697535958548
2024-11-07,78.31996871058473
2024-11-08,71.46697144840857
2024-11-09,53.844978488527005
2024-11-10,45.03398200858622
2024-11-11,74.4039702750555
2024-11-12,81.25696753723166
2024-11-13,84.19396636387859
2024-11-14,82.23596714611398
2024-11-15,74.4039702750555
2024-11-16,46.01298161746853
2024-11-17,46.01298161746853
2024-11-18,78.31996871058473
2024-11-19,90.06796401717244
2024-11-20,83.21496675499628
2024-11-21,75.3829698839378
2024-11-22,71.46697144840857
2024-11-23,51.88697927076239
2024-11-24,44.05498239970392
2024-11-25,68.52997262176164
2024-11-26,69.50897223064395
2024-11-27,56.78197731517393
2024-11-28,33.28598670199851
2024-11-29,38.18098474641006
2024-11-30,40.13898396417468
2024-12-01,45.03398200858622
2024-12-02,73.4249706661732
2024-12-03,81.25696753723166
2024-12-04,80.27796792834936
2024-12-05,79.29896831946705
2024-12-06,71.46697144840857
2024-12-07,58.73997653293855
2024-12-08,46.991981226350845
2024-12-09,73.4249706661732
2024-12-10,81.25696753723166
2024-12-11,78.31996871058473
2024-12-12,72.44597105729088
2024-12-13,72.44597105729088
2024-12-14,48.94998044411546
2024-12-15,44.05498239970392
2024-12-16,72.44597105729088
2024-12-17,77.34096910170243
2024-12-18,73.4249706661732
2024-12-19,69.50897223064395
2024-12-20,63.6349745773501
2024-12-21,46.01298161746853
2024-12-22,42.096983181939294
2024-12-23,53.844978488527005
2024-12-24,41.11798357305699
2024-12-25,29.369988266469274
2024-12-26,48.94998044411546
2024-12-27,56.78197731517393
2024-12-28,46.991981226350845
2024-12-29,41.11798357305699
2024-12-30,56.78197731517393
2024-12-31,48.94998044411546
2025-01-01,42.096983181939294
2025-01-02,74.4039702750555
2025-01-03,72.44597105729088
2025-01-04,58.73997653293855
2025-01-05,49.928980052997765
2025-01-06,79.29896831946705
2025-01-07,88.10996479940783
2025-01-08,85.1729659727609
2025-01-09,86.15196558164321
2025-01-10,84.19396636387859
2025-01-11,60.69797575070317
2025-01-12,53.844978488527005
2025-01-13,90.06796401717244
2025-01-14,89.08896440829014
2025-01-15,91.04696362605476
2025-01-16,89.08896440829014
2025-01-17,83.21496675499628
2025-01-18,56.78197731517393
2025-01-19,50.90797966188008
2025-01-20,64.61397418623241
2025-01-21,84.19396636387859
2025-01-22,87.13096519052552
2025-01-23,91.04696362605476
2025-01-24,83.21496675499628
2025-01-25,60.69797575070317
2025-01-26,47.97098083523315
2025-01-27,88.10996479940783
2025-01-28,95.9419616704663
2025-01-29,91.04696362605476
2025-01-30,83.21496675499628
2025-01-31,80.27796792834936
2025-02-01,57.760976924056244
2025-02-02,56.78197731517393
2025-02-03,83.21496675499628
2025-02-04,87.13096519052552
2025-02-05,86.15196558164321
2025-02-06,93.00496284381937
2025-02-07,77.34096910170243
2025-02-08,59.71897614182086
2025-02-09,45.03398200858622
2025-02-10,75.3829698839378
2025-02-11,84.19396636387859
2025-02-12,84.19396636387859
2025-02-13,82.23596714611398
2025-02-14,72.44597105729088
2025-02-15,67.55097301287934
2025-02-16,63.6349745773501
2025-02-17,78.31996871058473
2025-02-18,97.89996088823092
2025-02-19,90.06796401717244
2025-02-20,89.08896440829014
2025-02-21,86.15196558164321
2025-02-22,75.3829698839378
2025-02-23,63.6349745773501
2025-02-24,93.98396245270169
2025-02-25,94.962962061584
2025-02-26,86.15196558164321
2025-02-27,84.19396636387859
2025-02-28,81.25696753723166
2025-03-01,63.6349745773501
2025-03-02,57.760976924056244
2025-03-03,87.13096519052552
2025-03-04,93.98396245270169
2025-03-05,91.04696362605476
2025-03-06,83.21496675499628
2025-03-07,78.31996871058473
2025-03-08,59.71897614182086
2025-03-09,53.844978488527005
2025-03-10,79.29896831946705
2025-03-11,85.1729659727609
2025-03-12,86.15196558164321
2025-03-13,83.21496675499628
2025-03-14,70.48797183952627
2025-03-15,57.760976924056244
2025-03-16,47.97098083523315
2025-03-17,81.25696753723166
2025-03-18,89.08896440829014
2025-03-19,88.10996479940783
2025-03-20,87.13096519052552
2025-03-21,81.25696753723166
2025-03-22,60.69797575070317
2025-03-23,54.82397809740932
2025-03-24,82.23596714611398
2025-03-25,90.06796401717244
2025-03-26,97.89996088823092
2025-03-27,82.23596714611398
2025-03-28,73.4249706661732
2025-03-29,54.82397809740932
2025-03-30,48.94998044411546
2025-03-31,79.29896831946705
2025-04-01,84.19396636387859
2025-04-02,83.21496675499628
2025-04-03,87.13096519052552
2025-04-04,77.34096910170243
2025-04-05,54.82397809740932
2025-04-06,53.844978488527005
2025-04-07,81.25696753723166
2025-04-08,86.15196558164321
2025-04-09,84.19396636387859
2025-04-10,81.25696753723166
2025-04-11,74.4039702750555
2025-04-12,57.760976924056244
2025-04-13,48.94998044411546
2025-04-14,83.21496675499628
2025-04-15,86.04165576655788
2025-04-16,82.3876431418563
2025-04-17,82.87714294629745
2025-04-18,62.98690441372378
2025-04-19,49.83935332824093
2025-04-20,46.18534070353936
2025-04-21,79.22313032159587
2025-04-22,88.15133098006483
2025-04-23,87.09649337331135
2025-04-24,84.49731835536323
2025-04-25,70.29492966312694
2025-04-26,54.54820355969599
2025-04-27,47.24017831029283
2025-04-28,82.3876431418563
2025-04-29,84.49731835536323
2025-04-30,81.33280553510282
2025-05-01,84.9868181598044
2025-05-02,79.22313032159587
2025-05-03,56.65787877320294
2025-05-04,58.767553986709885
2025-05-05,80.27796792834934
2025-05-06,90.26100619357177
2025-05-07,87.09649337331135
2025-05-08,83.44248074860977
2025-05-09,81.82230533954399
2025-05-10,57.712716379956404
2025-05-11,50.89419093499441
2025-05-12,82.3876431418563
2025-05-13,88.15133098006483
2025-05-14,85.93134595147254
2025-05-15,84.8006703468479
2025-05-16,75.75526550985079
2025-05-17,59.92580704510585
2025-05-18,54.27242902198266
2025-05-19,85.93134595147254
2025-05-20,90.45404836997109
2025-05-21,88.19269716072182
2025-05-22,85.93134595147254
2025-05-23,80.27796792834934
2025-05-24,58.795131440481214
2025-05-25,47.48837539423482
2025-05-26,54.27242902198266
2025-05-27,82.53931913759862
2025-05-28,88.19269716072182
2025-05-29,88.19269716072182
2025-05-30,81.40864353297398
2025-05-31,58.795131440481214
2025-06-01,58.795131440481214
2025-06-02,84.8006703468479
2025-06-03,101.76080441621748
2025-06-04,89.32337276534645
2025-06-05,88.19269716072182
2025-06-06,80.27796792834934
2025-06-07,59.92580704510585
2025-06-08,49.7497266034841
2025-06-09,81.40864353297398
2025-06-10,88.19269716072182
2025-06-11,91.58472397459573
2025-06-12,88.19269716072182
2025-06-13,75.75526550985079
2025-06-14,54.27242902198266
2025-06-15,49.7497266034841
2025-06-16,83.66999474222327
2025-06-17,85.93134595147254
2025-06-18,83.66999474222327
2025-06-19,74.62458990522616
2025-06-20,71.23256309135223
2025-06-21,57.66445583585657
2025-06-22,46.35769978961019
2025-06-23,82.53931913759862
2025-06-24,87.06202155609718
2025-06-25,91.58472397459573
2025-06-26,85.93134595147254
2025-06-27,80.27796792834934
2025-06-28,55.403104626607295
2025-06-29,48.619050998859464
2025-06-30,78.01661671910007
2025-07-01,85.93134595147254
2025-07-02,87.06202155609718
2025-07-03,71.23256309135223
2025-07-04,46.35769978961019
2025-07-05,48.619050998859464
2025-07-06,50.88040220810874
2025-07-07,82.53931913759862
2025-07-08,98.36877760234357
2025-07-09,96.10742639309429
2025-07-10,91.58472397459573
2025-07-11,88.19269716072182
2025-07-12,66.70986067285368
2025-07-13,57.66445583585657
2025-07-14,92.71539957922037
2025-07-15,94.97675078846964
2025-07-16,92.71539957922037
2025-07-17,105.1528312300914
2025-07-18,82.53931913759862
2025-07-19,74.62458990522616
2025-07-20,71.23256309135223
2025-07-21,101.76080441621748
2025-07-22,99.4994532069682
2025-07-23,96.10742639309429
2025-07-24,101.76080441621748
2025-07-25,91.58472397459573
2025-07-26,66.70986067285368
2025-07-27,65.57918506822904
2025-07-28,91.58472397459573
2025-07-29,101.76080441621748
2025-07-30,113.06756046246387
2025-07-31,113.06756046246387
2025-08-01,98.36877760234357
2025-08-02,56.53378023123194
2025-08-03,54.27242902198266
2025-08-04,84.8006703468479
2025-08-05,91.58472397459573
2025-08-06,102.89148002084212
2025-08-07,88.19269716072182
2025-08-08,88.19269716072182
2025-08-09,68.97121188210296
2025-08-10,61.05648264973049
2025-08-11,91.58472397459573
2025-08-12,98.36877760234357
2025-08-13,90.45404836997109
2025-08-14,87.06202155609718
2025-08-15,81.40864353297398
2025-08-16,62.187158254355126
2025-08-17,53.14175341735802
2025-08-18,89.32337276534645
2025-08-19,100.63012881159284
2025-08-20,92.71539957922037
2025-08-21,88.19269716072182
2025-08-22,81.40864353297398
2025-08-23,56.53378023123194
2025-08-24,58.795131440481214
2025-08-25,88.19269716072182
2025-08-26,93.84607518384502
2025-08-27,88.19269716072182
2025-08-28,84.8006703468479
2025-08-29,68.97121188210296
2025-08-30,52.011077812733376
2025-08-31,46.35769978961019
2025-09-01,59.92580704510585
2025-09-02,87.06202155609718
2025-09-03,93.84607518384502
2025-09-04,88.19269716072182
2025-09-05,76.88594111447543
2025-09-06,56.53378023123194
2025-09-07,49.7497266034841
2025-09-08,85.93134595147254
2025-09-09,88.19269716072182
2025-09-10,82.53931913759862
2025-09-11,80.27796792834934
2025-09-12,72.36323869597688
2025-09-13,53.14175341735802
2025-09-14,45.227024184985545
2025-09-15,99.4994532069682
2025-09-16,101.76080441621748
2025-09-17,94.97675078846964
2025-09-18,91.58472397459573
2025-09-19,81.40864353297398
2025-09-20,62.187158254355126
2025-09-21,55.403104626607295
2025-09-22,84.8006703468479
2025-09-23,98.36877760234357
2025-09-24,93.84607518384502
2025-09-25,90.45404836997109
2025-09-26,78.01661671910007
2025-09-27,57.66445583585657
2025-09-28,54.27242902198266
2025-09-29,99.4994532069682
2025-09-30,91.58472397459573
2025-10-01,91.58472397459573
2025-10-02,88.19269716072182
2025-10-03,73.49391430060152
2025-10-04,48.619050998859464
2025-10-05,46.35769978961019
2025-10-06,80.27796792834934
2025-10-07,87.06202155609718
2025-10-08,87.06202155609718
2025-10-09,87.06202155609718
2025-10-10,72.36323869597688
2025-10-11,54.27242902198266
2025-10-12,47.48837539423482
2025-10-13,83.66999474222327
2025-10-14,88.19269716072182
2025-10-15,87.06202155609718
2025-10-16,88.19269716072182
2025-10-17,76.88594111447543
2025-10-18,50.88040220810874
2025-10-19,53.14175341735802
2025-10-20,83.66999474222327
2025-10-21,97.23810199771893
2025-10-22,101.76080441621748
2025-10-23,83.66999474222327
2025-10-24,75.75526550985079
2025-10-25,50.88040220810874
2025-10-26,52.011077812733376
2025-10-27,83.66999474222327
2025-10-28,87.06202155609718
2025-10-29,87.06202155609718
2025-10-30,88.19269716072182
2025-10-31,75.75526550985079
2025-11-01,56.53378023123194
2025-11-02,56.53378023123194
2025-11-03,92.71539957922037
2025-11-04,102.89148002084212
2025-11-05,91.58472397459573
2025-11-06,93.84607518384502
2025-11-07,82.53931913759862
2025-11-08,59.92580704510585
2025-11-09,56.53378023123194
2025-11-10,90.45404836997109
2025-11-11,91.58472397459573
2025-11-12,93.84607518384502
2025-11-13,91.58472397459573
2025-11-14,87.06202155609718
2025-11-15,59.92580704510585
2025-11-16,57.66445583585657
2025-11-17,88.19269716072182
2025-11-18,93.84607518384502
2025-11-19,93.84607518384502
2025-11-20,89.32337276534645
2025-11-21,82.53931913759862
2025-11-22,56.53378023123194
2025-11-23,54.27242902198266
2025-11-24,79.14729232372471
2025-11-25,80.27796792834934
2025-11-26,71.23256309135223
2025-11-27,49.7497266034841
2025-11-28,48.619050998859464
2025-11-29,54.27242902198266
2025-11-30,57.66445583585657
2025-12-01,92.71539957922037
2025-12-02,97.23810199771893
2025-12-03,92.71539957922037
2025-12-04,105.1528312300914
2025-12-05,81.40864353297398
2025-12-06,62.187158254355126
2025-12-07,57.66445583585657
2025-12-08,84.8006703468479
2025-12-09,87.06202155609718
2025-12-10,93.84607518384502
2025-12-11,89.43644032580892
2025-12-12,80.16490036788687
2025-12-13,64.7877121449918
2025-12-14,61.05648264973049
2025-12-15,82.6523866980611
2025-12-16,86.3836161933224
2025-12-17,85.70521083054761
2025-12-18,88.19269716072182
2025-12-19,80.16490036788687
2025-12-20,58.56899631955629
2025-12-21,57.32525315446918
2025-12-22,75.86833307031326
2025-12-23,70.89336040996484
2025-12-24,61.05648264973049
2025-12-25,41.948064931574095
2025-12-26,58.56899631955629
2025-12-27,54.27242902198266
2025-12-28,54.27242902198266
2025-12-29,75.86833307031326
2025-12-30,74.62458990522616
2025-12-31,67.84053627747832
2026-01-01,48.73211855932193
2026-01-02,73.38084674013905
2026-01-03,61.05648264973049
2026-01-04,58.56899631955629
2026-01-05,89.43644032580892
2026-01-06,100.51706125113037
2026-01-07,101.76080441621748
2026-01-08,101.19546661390515
2026-01-09,99.04718296511835
2026-01-10,77.33821135632529
2026-01-11,67.84053627747832
2026-01-12,100.40399369066792
2026-01-13,112.61529022061401
2026-01-14,105.83123659286619
2026-01-15,103.11761514176706
2026-01-16,103.11761514176706
2026-01-17,73.2677791796766
2026-01-18,67.84053627747832
2026-01-19,84.12226498407313
2026-01-20,107.18804731841576
2026-01-21,120.75615457391142
2026-01-22,105.83123659286619
2026-01-23,93.6199400629201
2026-01-24,81.408643532974
2026-01-25,75.98140063077572
2026-01-26,103.11761514176706
2026-01-27,109.90166876951488
2026-01-28,109.90166876951488
2026-01-29,104.47442586731663
2026-01-30,109.90166876951488
2026-01-31,88.19269716072182
2026-02-01,86.83588643517226
2026-02-02,116.68572239726272
2026-02-03,115.32891167171316
2026-02-04,118.04253312281229
2026-02-05,111.25847949506445
2026-02-06,100.40399369066792
2026-02-07,85.47907570962269
2026-02-08,80.05183280742442
2026-02-09,93.6199400629201
2026-02-10,116.68572239726272
2026-02-11,118.04253312281229
2026-02-12,104.47442586731663
2026-02-13,97.69037223956879
2026-02-14,82.76545425852356
2026-02-15,77.33821135632529
2026-02-16,104.47442586731663
2026-02-17,108.54485804396532
2026-02-18,113.97210094616358
2026-02-19,101.76080441621748
2026-02-20,126.18339747610969
2026-02-21,80.05183280742442
2026-02-22,73.2677791796766
2026-02-23,100.40399369066792
2026-02-24,109.90166876951488
2026-02-25,100.40399369066792
2026-02-26,111.25847949506445
2026-02-27,116.68572239726272
2026-02-28,73.2677791796766
2026-03-01,69.19734700302789
2026-03-02,105.83123659286619
2026-03-03,111.25847949506445
2026-03-04,113.97210094616358
2026-03-05,105.83123659286619
2026-03-06,103.11761514176706
2026-03-07,86.83588643517226
2026-03-08,80.05183280742442
2026-03-09,103.11761514176706
2026-03-10,107.18804731841576
2026-03-11,111.25847949506445
2026-03-12,100.40399369066792
2026-03-13,92.26312933737051
2026-03-14,78.69502208187485
2026-03-15,70.55415772857745
2026-03-16,99.04718296511835
2026-03-17,105.83123659286619
2026-03-18,120.75615457391142
2026-03-19,118.04253312281229
2026-03-20,103.11761514176706
2026-03-21,82.76545425852356
2026-03-22,77.33821135632529
2026-03-23,103.11761514176706
2026-03-24,104.47442586731663
2026-03-25,111.25847949506445
2026-03-26,105.83123659286619
2026-03-27,93.6199400629201
2026-03-28,78.69502208187485
2026-03-29,73.2677791796766
2026-03-30,100.40399369066792
2026-03-31,109.90166876951488
2026-04-01,111.25847949506445
2026-04-02,103.11761514176706
2026-04-03,100.40399369066792
2026-04-04,69.19734700302789
2026-04-05,69.19734700302789
2026-04-06,104.47442586731663
2026-04-07,100.40399369066792
2026-04-08,109.90166876951488
2026-04-09,109.90166876951488
2026-04-10,97.69037223956879
2026-04-11,69.19734700302789
2026-04-12,66.48372555192876
2026-04-13,103.11761514176706
2026-04-14,105.83123659286619
2026-04-15,111.25847949506445
2026-04-16,107.18804731841576
2026-04-17,103.11761514176706
2026-04-18,75.98140063077572
2026-04-19,67.84053627747832
2026-04-20,99.04718296511835
2026-04-21,112.61529022061401
2026-04-22,107.18804731841576
2026-04-23,101.76080441621748
2026-04-24,100.40399369066792
2026-04-25,81.408643532974
2026-04-26,77.33821135632529
2026-04-27,103.11761514176706
2026-04-28,108.54485804396532
2026-04-29,101.76080441621748
2026-04-30,111.25847949506445
2026-05-01,94.97675078846966
2026-05-02,80.05183280742442
2026-05-03,74.62458990522616
2026-05-04,92.26312933737051
2026-05-05,107.18804731841576
2026-05-06,120.75615457391142
2026-05-07,108.54485804396532
2026-05-08,104.47442586731663
2026-05-09,85.47907570962269
2026-05-10,75.98140063077572
2026-05-11,104.47442586731663
2026-05-12,101.76080441621748
2026-05-13,105.83123659286619
2026-05-14,115.32891167171316
2026-05-15,109.90166876951488
2026-05-16,86.83588643517226
2026-05-17,78.69502208187485
2026-05-18,108.54485804396532
2026-05-19,113.97210094616358
2026-05-20,116.68572239726272
2026-05-21,108.54485804396532
2026-05-22,100.40399369066792
2026-05-23,89.54950788627139
2026-05-24,84.12226498407313
2026-05-25,89.54950788627139
2026-05-26,111.25847949506445
2026-05-27,135.68107255495664
2026-05-28,118.04253312281229
2026-05-29,120.75615457391142
2026-05-30,100.40399369066792
2026-05-31,105.83123659286619
