Time,paramount_plus
2024-09-28,30.77861431199767
2024-09-29,51.62864336206061
2024-09-30,24.82146315483683
2024-10-01,31.771472838191144
2024-10-02,29.7857557858042
2024-10-03,29.7857557858042
2024-10-04,24.82146315483683
2024-10-05,29.7857557858042
2024-10-06,46.66435073109324
2024-10-07,25.814321681030304
2024-10-08,23.828604628643358
2024-10-09,20.85002905006294
2024-10-10,21.842887576256413
2024-10-11,20.85002905006294
2024-10-12,28.792897259610726
2024-10-13,46.66435073109324
2024-10-14,28.792897259610726
2024-10-15,25.814321681030304
2024-10-16,22.835746102449885
2024-10-17,23.828604628643358
2024-10-18,26.807180207223777
2024-10-19,32.76433136438462
2024-10-20,41.70005810012588
2024-10-21,25.814321681030304
2024-10-22,29.7857557858042
2024-10-23,31.771472838191144
2024-10-24,26.807180207223777
2024-10-25,25.814321681030304
2024-10-26,30.77861431199767
2024-10-27,55.600077466834506
2024-10-28,30.77861431199767
2024-10-29,25.814321681030304
2024-10-30,28.792897259610726
2024-10-31,25.814321681030304
2024-11-01,29.7857557858042
2024-11-02,35.742906942965035
2024-11-03,50.635784835867135
2024-11-04,31.771472838191144
2024-11-05,31.771472838191144
2024-11-06,25.814321681030304
2024-11-07,30.77861431199767
2024-11-08,28.792897259610726
2024-11-09,39.71434104773893
2024-11-10,79.42868209547785
2024-11-11,99.28585261934732
2024-11-12,41.70005810012588
2024-11-13,32.76433136438462
2024-11-14,30.77861431199767
2024-11-15,29.7857557858042
2024-11-16,32.76433136438462
2024-11-17,56.59293599302798
2024-11-18,46.66435073109324
2024-11-19,33.75718989057809
2024-11-20,32.76433136438462
2024-11-21,31.771472838191144
2024-11-22,31.771472838191144
2024-11-23,38.721482521545454
2024-11-24,51.62864336206061
2024-11-25,45.67149220489977
2024-11-26,40.70719957393241
2024-11-27,51.62864336206061
2024-11-28,69.50009683354313
2024-11-29,54.607218940641026
2024-11-30,49.64292630967366
2024-12-01,65.52866272876923
2024-12-02,51.62864336206061
2024-12-03,40.70719957393241
2024-12-04,39.71434104773893
2024-12-05,31.771472838191144
2024-12-06,32.76433136438462
2024-12-07,38.721482521545454
2024-12-08,50.635784835867135
2024-12-09,37.72862399535198
2024-12-10,37.72862399535198
2024-12-11,37.72862399535198
2024-12-12,34.75004841677156
2024-12-13,33.75718989057809
2024-12-14,44.6786336787063
2024-12-15,59.5715115716084
2024-12-16,42.69291662631935
2024-12-17,34.75004841677156
2024-12-18,35.742906942965035
2024-12-19,41.70005810012588
2024-12-20,37.72862399535198
2024-12-21,41.70005810012588
2024-12-22,54.607218940641026
2024-12-23,41.70005810012588
2024-12-24,40.70719957393241
2024-12-25,48.65006778348019
2024-12-26,44.6786336787063
2024-12-27,41.70005810012588
2024-12-28,46.66435073109324
2024-12-29,50.635784835867135
2024-12-30,41.70005810012588
2024-12-31,42.69291662631935
2025-01-01,48.65006778348019
2025-01-02,42.69291662631935
2025-01-03,38.721482521545454
2025-01-04,43.685775152512825
2025-01-05,56.59293599302798
2025-01-06,51.62864336206061
2025-01-07,35.742906942965035
2025-01-08,32.76433136438462
2025-01-09,28.792897259610726
2025-01-10,30.77861431199767
2025-01-11,48.65006778348019
2025-01-12,51.62864336206061
2025-01-13,33.75718989057809
2025-01-14,29.7857557858042
2025-01-15,29.7857557858042
2025-01-16,28.792897259610726
2025-01-17,30.77861431199767
2025-01-18,38.721482521545454
2025-01-19,48.65006778348019
2025-01-20,43.685775152512825
2025-01-21,38.721482521545454
2025-01-22,40.70719957393241
2025-01-23,32.76433136438462
2025-01-24,31.771472838191144
2025-01-25,45.67149220489977
2025-01-26,65.52866272876923
2025-01-27,45.67149220489977
2025-01-28,30.77861431199767
2025-01-29,37.72862399535198
2025-01-30,31.771472838191144
2025-01-31,34.75004841677156
2025-02-01,41.70005810012588
2025-02-02,49.64292630967366
2025-02-03,64.53580420257576
2025-02-04,30.77861431199767
2025-02-05,30.77861431199767
2025-02-06,32.76433136438462
2025-02-07,29.7857557858042
2025-02-08,40.70719957393241
2025-02-09,50.635784835867135
2025-02-10,26.807180207223777
2025-02-11,34.75004841677156
2025-02-12,30.77861431199767
2025-02-13,33.75718989057809
2025-02-14,33.75718989057809
2025-02-15,45.67149220489977
2025-02-16,42.69291662631935
2025-02-17,36.73576546915851
2025-02-18,35.742906942965035
2025-02-19,38.721482521545454
2025-02-20,29.7857557858042
2025-02-21,31.771472838191144
2025-02-22,38.721482521545454
2025-02-23,46.66435073109324
2025-02-24,36.73576546915851
2025-02-25,30.77861431199767
2025-02-26,27.800038733417253
2025-02-27,29.7857557858042
2025-02-28,31.771472838191144
2025-03-01,36.73576546915851
2025-03-02,39.71434104773893
2025-03-03,31.771472838191144
2025-03-04,35.742906942965035
2025-03-05,34.75004841677156
2025-03-06,32.76433136438462
2025-03-07,29.7857557858042
2025-03-08,34.75004841677156
2025-03-09,40.70719957393241
2025-03-10,29.7857557858042
2025-03-11,35.742906942965035
2025-03-12,34.75004841677156
2025-03-13,29.7857557858042
2025-03-14,26.807180207223777
2025-03-15,34.75004841677156
2025-03-16,40.70719957393241
2025-03-17,27.800038733417253
2025-03-18,25.814321681030304
2025-03-19,24.82146315483683
2025-03-20,40.70719957393241
2025-03-21,41.70005810012588
2025-03-22,35.742906942965035
2025-03-23,41.70005810012588
2025-03-24,29.7857557858042
2025-03-25,24.82146315483683
2025-03-26,23.828604628643358
2025-03-27,27.800038733417253
2025-03-28,29.7857557858042
2025-03-29,34.75004841677156
2025-03-30,42.69291662631935
2025-03-31,29.7857557858042
2025-04-01,26.807180207223777
2025-04-02,25.814321681030304
2025-04-03,26.807180207223777
2025-04-04,25.814321681030304
2025-04-05,36.73576546915851
2025-04-06,40.70719957393241
2025-04-07,30.77861431199767
2025-04-08,41.70005810012588
2025-04-09,35.742906942965035
2025-04-10,33.75718989057809
2025-04-11,31.771472838191144
2025-04-12,36.73576546915851
2025-04-13,38.721482521545454
2025-04-14,25.814321681030304
2025-04-15,31.074335049046073
2025-04-16,36.5133071598692
2025-04-17,29.96280665288866
2025-04-18,25.82424263478935
2025-04-19,28.85127825673125
2025-04-20,30.766785482515736
2025-04-21,25.82424263478935
2025-04-22,23.60118584247452
2025-04-23,23.104756579377785
2025-04-24,24.712714238631936
2025-04-25,22.797207012847448
2025-04-26,27.739749860573838
2025-04-27,28.85127825673125
2025-04-28,28.047299427104175
2025-04-29,32.682292708300224
2025-04-30,29.158827823261586
2025-05-01,28.54372869020091
2025-05-02,25.82424263478935
2025-05-03,27.739749860573838
2025-05-04,30.766785482515736
2025-05-05,23.60118584247452
2025-05-06,32.682292708300224
2025-05-07,28.85127825673125
2025-05-08,25.51669306825901
2025-05-09,25.82424263478935
2025-05-10,26.93577103094676
2025-05-11,28.85127825673125
2025-05-12,24.712714238631936
2025-05-13,23.908735409004862
2025-05-14,22.797207012847448
2025-05-15,23.988866189366362
2025-05-16,26.449262721609067
2025-05-17,29.524758386912445
2025-05-18,31.98515491915515
2025-05-19,25.834163588548392
2025-05-20,25.219064455487715
2025-05-21,31.370055786094476
2025-05-22,25.834163588548392
2025-05-23,25.834163588548392
2025-05-24,28.90965925385177
2025-05-25,30.754956653033798
2025-05-26,35.67574971751921
2025-05-27,30.754956653033798
2025-05-28,28.294560120791097
2025-05-29,24.60396532242704
2025-05-30,28.90965925385177
2025-05-31,38.136146249761914
2025-06-01,32.600254052215824
2025-06-02,25.834163588548392
2025-06-03,24.60396532242704
2025-06-04,22.75866792324501
2025-06-05,20.913370524062984
2025-06-06,23.373767056305688
2025-06-07,24.60396532242704
2025-06-08,31.370055786094476
2025-06-09,25.834163588548392
2025-06-10,21.528469657123658
2025-06-11,20.298271391002306
2025-06-12,21.528469657123658
2025-06-13,19.68317225794163
2025-06-14,22.75866792324501
2025-06-15,23.988866189366362
2025-06-16,20.913370524062984
2025-06-17,19.68317225794163
2025-06-18,19.68317225794163
2025-06-19,20.913370524062984
2025-06-20,20.913370524062984
2025-06-21,23.988866189366362
2025-06-22,25.219064455487715
2025-06-23,19.68317225794163
2025-06-24,20.913370524062984
2025-06-25,18.45297399182028
2025-06-26,20.298271391002306
2025-06-27,22.143568790184336
2025-06-28,21.528469657123658
2025-06-29,23.373767056305688
2025-06-30,21.528469657123658
2025-07-01,20.913370524062984
2025-07-02,20.913370524062984
2025-07-03,22.143568790184336
2025-07-04,25.834163588548392
2025-07-05,25.834163588548392
2025-07-06,30.139857519973123
2025-07-07,23.988866189366362
2025-07-08,22.143568790184336
2025-07-09,22.75866792324501
2025-07-10,25.219064455487715
2025-07-11,33.83045231833718
2025-07-12,33.215353185276506
2025-07-13,33.215353185276506
2025-07-14,29.524758386912445
2025-07-15,26.449262721609067
2025-07-16,24.60396532242704
2025-07-17,26.449262721609067
2025-07-18,34.445551451397854
2025-07-19,33.215353185276506
2025-07-20,29.524758386912445
2025-07-21,26.449262721609067
2025-07-22,25.834163588548392
2025-07-23,25.834163588548392
2025-07-24,37.52104711670123
2025-07-25,40.59654278200461
2025-07-26,30.139857519973123
2025-07-27,28.90965925385177
2025-07-28,22.75866792324501
2025-07-29,20.913370524062984
2025-07-30,20.913370524062984
2025-07-31,25.834163588548392
2025-08-01,27.064361854669745
2025-08-02,25.219064455487715
2025-08-03,27.064361854669745
2025-08-04,22.75866792324501
2025-08-05,19.68317225794163
2025-08-06,24.60396532242704
2025-08-07,28.90965925385177
2025-08-08,24.60396532242704
2025-08-09,27.064361854669745
2025-08-10,27.67946098773042
2025-08-11,46.747534112611376
2025-08-12,28.294560120791097
2025-08-13,24.60396532242704
2025-08-14,23.988866189366362
2025-08-15,22.75866792324501
2025-08-16,30.754956653033798
2025-08-17,32.600254052215824
2025-08-18,21.528469657123658
2025-08-19,20.298271391002306
2025-08-20,19.068073124880957
2025-08-21,23.373767056305688
2025-08-22,23.373767056305688
2025-08-23,28.294560120791097
2025-08-24,26.449262721609067
2025-08-25,19.68317225794163
2025-08-26,19.68317225794163
2025-08-27,20.298271391002306
2025-08-28,17.837874858759605
2025-08-29,20.913370524062984
2025-08-30,26.449262721609067
2025-08-31,21.528469657123658
2025-09-01,21.528469657123658
2025-09-02,21.528469657123658
2025-09-03,20.913370524062984
2025-09-04,25.219064455487715
2025-09-05,26.449262721609067
2025-09-06,31.370055786094476
2025-09-07,61.509913306067595
2025-09-08,31.370055786094476
2025-09-09,22.143568790184336
2025-09-10,19.068073124880957
2025-09-11,20.298271391002306
2025-09-12,19.68317225794163
2025-09-13,25.834163588548392
2025-09-14,50.43812891097543
2025-09-15,23.373767056305688
2025-09-16,29.524758386912445
2025-09-17,26.449262721609067
2025-09-18,27.67946098773042
2025-09-19,21.528469657123658
2025-09-20,27.67946098773042
2025-09-21,39.98144364894394
2025-09-22,24.60396532242704
2025-09-23,20.298271391002306
2025-09-24,22.143568790184336
2025-09-25,23.988866189366362
2025-09-26,20.913370524062984
2025-09-27,28.294560120791097
2025-09-28,42.44184018118664
2025-09-29,22.143568790184336
2025-09-30,25.219064455487715
2025-10-01,26.449262721609067
2025-10-02,19.68317225794163
2025-10-03,19.068073124880957
2025-10-04,23.988866189366362
2025-10-05,38.136146249761914
2025-10-06,19.068073124880957
2025-10-07,19.068073124880957
2025-10-08,18.45297399182028
2025-10-09,15.377478326516899
2025-10-10,14.762379193456223
2025-10-11,20.913370524062984
2025-10-12,36.90594798364056
2025-10-13,21.528469657123658
2025-10-14,17.837874858759605
2025-10-15,19.68317225794163
2025-10-16,20.298271391002306
2025-10-17,22.143568790184336
2025-10-18,27.064361854669745
2025-10-19,37.52104711670123
2025-10-20,23.373767056305688
2025-10-21,22.75866792324501
2025-10-22,23.988866189366362
2025-10-23,19.068073124880957
2025-10-24,18.45297399182028
2025-10-25,23.373767056305688
2025-10-26,35.67574971751921
2025-10-27,20.913370524062984
2025-10-28,19.068073124880957
2025-10-29,20.913370524062984
2025-10-30,18.45297399182028
2025-10-31,19.068073124880957
2025-11-01,28.294560120791097
2025-11-02,40.59654278200461
2025-11-03,22.143568790184336
2025-11-04,26.449262721609067
2025-11-05,20.298271391002306
2025-11-06,19.068073124880957
2025-11-07,19.68317225794163
2025-11-08,25.834163588548392
2025-11-09,33.83045231833718
2025-11-10,20.913370524062984
2025-11-11,23.373767056305688
2025-11-12,19.68317225794163
2025-11-13,20.298271391002306
2025-11-14,20.298271391002306
2025-11-15,25.219064455487715
2025-11-16,60.89481417300692
2025-11-17,36.290848850579884
2025-11-18,27.064361854669745
2025-11-19,24.60396532242704
2025-11-20,23.988866189366362
2025-11-21,21.528469657123658
2025-11-22,29.524758386912445
2025-11-23,44.28713758036867
2025-11-24,30.139857519973123
2025-11-25,33.215353185276506
2025-11-26,37.52104711670123
2025-11-27,56.589120241582194
2025-11-28,48.592831511793406
2025-11-29,47.977732378732725
2025-11-30,49.823029777914755
2025-12-01,38.136146249761914
2025-12-02,29.524758386912445
2025-12-03,23.988866189366362
2025-12-04,21.528469657123658
2025-12-05,22.143568790184336
2025-12-06,29.524758386912445
2025-12-07,36.90594798364056
2025-12-08,27.064361854669745
2025-12-09,23.988866189366362
2025-12-10,23.988866189366362
2025-12-11,18.76052355835062
2025-12-12,18.76052355835062
2025-12-13,29.063434037116938
2025-12-14,43.056939314247316
2025-12-15,24.911514888957377
2025-12-16,20.14449660773714
2025-12-17,21.22092009059332
2025-12-18,21.528469657123658
2025-12-19,21.22092009059332
2025-12-20,27.371911421200082
2025-12-21,36.90594798364056
2025-12-22,27.679460987730415
2025-12-23,24.603965322427037
2025-12-24,24.911514888957377
2025-12-25,28.7558844705866
2025-12-26,29.063434037116938
2025-12-27,34.13800188486751
2025-12-28,41.05786713180012
2025-12-29,32.13892970242031
2025-12-30,27.987010554260756
2025-12-31,27.679460987730415
2026-01-01,36.90594798364056
2026-01-02,32.446479268950654
2026-01-03,37.2134975501709
2026-01-04,46.132434979550695
2026-01-05,27.371911421200082
2026-01-06,24.2964157558967
2026-01-07,21.22092009059332
2026-01-08,21.836019223654
2026-01-09,22.912442706510177
2026-01-10,27.679460987730415
2026-01-11,49.20793064485407
2026-01-12,30.754956653033794
2026-01-13,24.603965322427037
2026-01-14,23.066217489775347
2026-01-15,24.603965322427037
2026-01-16,29.217208820382105
2026-01-17,46.132434979550695
2026-01-18,43.056939314247316
2026-01-19,33.83045231833717
2026-01-20,29.217208820382105
2026-01-21,30.754956653033794
2026-01-22,27.679460987730415
2026-01-23,32.29270448568548
2026-01-24,92.26486995910139
2026-01-25,153.774783265169
2026-01-26,33.83045231833717
2026-01-27,26.141713155078726
2026-01-28,29.217208820382105
2026-01-29,23.066217489775347
2026-01-30,23.066217489775347
2026-01-31,43.056939314247316
2026-02-01,56.89666980811252
2026-02-02,43.056939314247316
2026-02-03,23.066217489775347
2026-02-04,18.45297399182028
2026-02-05,16.915226159168586
2026-02-06,18.45297399182028
2026-02-07,26.141713155078726
2026-02-08,36.90594798364056
2026-02-09,15.377478326516897
2026-02-10,13.839730493865208
2026-02-11,13.839730493865208
2026-02-12,13.839730493865208
2026-02-13,15.377478326516897
2026-02-14,18.45297399182028
2026-02-15,21.528469657123658
2026-02-16,16.915226159168586
2026-02-17,18.45297399182028
2026-02-18,16.915226159168586
2026-02-19,15.377478326516897
2026-02-20,15.377478326516897
2026-02-21,23.066217489775347
2026-02-22,29.217208820382105
2026-02-23,18.45297399182028
2026-02-24,18.45297399182028
2026-02-25,18.45297399182028
2026-02-26,21.528469657123658
2026-02-27,21.528469657123658
2026-02-28,27.679460987730415
2026-03-01,33.83045231833717
2026-03-02,38.44369581629225
2026-03-03,21.528469657123658
2026-03-04,19.99072182447197
2026-03-05,19.99072182447197
2026-03-06,19.99072182447197
2026-03-07,32.29270448568548
2026-03-08,55.35892197546083
2026-03-09,21.528469657123658
2026-03-10,23.066217489775347
2026-03-11,24.603965322427037
2026-03-12,19.99072182447197
2026-03-13,18.45297399182028
2026-03-14,29.217208820382105
2026-03-15,32.29270448568548
2026-03-16,21.528469657123658
2026-03-17,26.141713155078726
2026-03-18,24.603965322427037
2026-03-19,36.90594798364056
2026-03-20,26.141713155078726
2026-03-21,32.29270448568548
2026-03-22,33.83045231833717
2026-03-23,21.528469657123658
2026-03-24,19.99072182447197
2026-03-25,18.45297399182028
2026-03-26,21.528469657123658
2026-03-27,23.066217489775347
2026-03-28,27.679460987730415
2026-03-29,33.83045231833717
2026-03-30,19.99072182447197
2026-03-31,18.45297399182028
2026-04-01,18.45297399182028
2026-04-02,19.99072182447197
2026-04-03,18.45297399182028
2026-04-04,23.066217489775347
2026-04-05,23.066217489775347
2026-04-06,19.99072182447197
2026-04-07,23.066217489775347
2026-04-08,19.99072182447197
2026-04-09,18.45297399182028
2026-04-10,18.45297399182028
2026-04-11,29.217208820382105
2026-04-12,39.98144364894394
2026-04-13,18.45297399182028
2026-04-14,21.528469657123658
2026-04-15,23.066217489775347
2026-04-16,18.45297399182028
2026-04-17,16.915226159168586
2026-04-18,23.066217489775347
2026-04-19,26.141713155078726
2026-04-20,16.915226159168586
2026-04-21,16.915226159168586
2026-04-22,16.915226159168586
2026-04-23,15.377478326516897
2026-04-24,16.915226159168586
2026-04-25,19.99072182447197
2026-04-26,21.528469657123658
2026-04-27,16.915226159168586
2026-04-28,19.99072182447197
2026-04-29,16.915226159168586
2026-04-30,18.45297399182028
2026-05-01,16.915226159168586
2026-05-02,21.528469657123658
2026-05-03,21.528469657123658
2026-05-04,18.45297399182028
2026-05-05,18.45297399182028
2026-05-06,18.45297399182028
2026-05-07,16.915226159168586
2026-05-08,19.99072182447197
2026-05-09,36.90594798364056
2026-05-10,47.670182812202384
2026-05-11,18.45297399182028
2026-05-12,16.915226159168586
2026-05-13,18.45297399182028
2026-05-14,19.99072182447197
2026-05-15,24.603965322427037
2026-05-16,33.83045231833717
2026-05-17,30.754956653033794
2026-05-18,21.528469657123658
2026-05-19,18.45297399182028
2026-05-20,21.528469657123658
2026-05-21,24.603965322427037
2026-05-22,32.29270448568548
2026-05-23,35.36820015098886
2026-05-24,32.29270448568548
2026-05-25,30.754956653033794
2026-05-26,23.066217489775347
2026-05-27,19.99072182447197
2026-05-28,21.528469657123658
2026-05-29,23.066217489775347
2026-05-30,36.90594798364056
2026-05-31,26.141713155078726
