Time,paramount_plus
2022-06-16,29.0
2022-06-17,32.0
2022-06-18,36.0
2022-06-19,39.0
2022-06-20,34.0
2022-06-21,28.0
2022-06-22,28.0
2022-06-23,28.0
2022-06-24,30.0
2022-06-25,32.0
2022-06-26,36.0
2022-06-27,29.0
2022-06-28,27.0
2022-06-29,30.0
2022-06-30,32.0
2022-07-01,32.0
2022-07-02,33.0
2022-07-03,35.0
2022-07-04,38.0
2022-07-05,30.0
2022-07-06,31.0
2022-07-07,40.0
2022-07-08,32.0
2022-07-09,36.0
2022-07-10,39.0
2022-07-11,33.0
2022-07-12,30.0
2022-07-13,30.0
2022-07-14,33.0
2022-07-15,33.0
2022-07-16,34.0
2022-07-17,36.0
2022-07-18,32.0
2022-07-19,32.0
2022-07-20,37.0
2022-07-21,27.0
2022-07-22,27.0
2022-07-23,31.0
2022-07-24,34.0
2022-07-25,30.0
2022-07-26,26.0
2022-07-27,24.0
2022-07-28,27.0
2022-07-29,30.0
2022-07-30,29.0
2022-07-31,33.0
2022-08-01,28.0
2022-08-02,25.0
2022-08-03,24.0
2022-08-04,27.0
2022-08-05,30.0
2022-08-06,29.0
2022-08-07,33.0
2022-08-08,25.0
2022-08-09,24.0
2022-08-10,25.0
2022-08-11,24.0
2022-08-12,28.0
2022-08-13,34.0
2022-08-14,35.0
2022-08-15,29.0
2022-08-16,29.0
2022-08-17,27.0
2022-08-18,27.0
2022-08-19,32.0
2022-08-20,37.0
2022-08-21,41.0
2022-08-22,32.0
2022-08-23,32.0
2022-08-24,31.0
2022-08-25,30.0
2022-08-26,31.0
2022-08-27,35.0
2022-08-28,41.0
2022-08-29,33.84782608695652
2022-08-30,26.97826086956522
2022-08-31,26.97826086956522
2022-09-01,32.173913043478265
2022-09-02,31.0
2022-09-03,40.71739130434783
2022-09-04,41.391304347826086
2022-09-05,40.21739130434783
2022-09-06,45.913043478260875
2022-09-07,41.891304347826086
2022-09-08,37.869565217391305
2022-09-09,36.19565217391305
2022-09-10,41.391304347826086
2022-09-11,93.0
2022-09-12,31.0
2022-09-13,40.21739130434783
2022-09-14,37.869565217391305
2022-09-15,32.173913043478265
2022-09-16,28.152173913043477
2022-09-17,33.84782608695652
2022-09-18,66.02173913043478
2022-09-19,29.32608695652174
2022-09-20,28.152173913043477
2022-09-21,25.804347826086957
2022-09-22,30.5
2022-09-23,26.97826086956522
2022-09-24,32.673913043478265
2022-09-25,61.5
2022-09-26,25.804347826086957
2022-09-27,24.630434782608695
2022-09-28,25.608695652173914
2022-09-29,26.956521739130434
2022-09-30,28.304347826086957
2022-10-01,39.08695652173913
2022-10-02,55.26086956521739
2022-10-03,26.956521739130434
2022-10-04,32.34782608695652
2022-10-05,32.34782608695652
2022-10-06,29.652173913043477
2022-10-07,26.956521739130434
2022-10-08,35.04347826086956
2022-10-09,48.52173913043478
2022-10-10,29.652173913043477
2022-10-11,31.0
2022-10-12,32.34782608695652
2022-10-13,28.304347826086957
2022-10-14,26.956521739130434
2022-10-15,36.391304347826086
2022-10-16,53.91304347826087
2022-10-17,26.956521739130434
2022-10-18,24.26086956521739
2022-10-19,22.91304347826087
2022-10-20,24.26086956521739
2022-10-21,22.91304347826087
2022-10-22,28.304347826086957
2022-10-23,43.130434782608695
2022-10-24,24.26086956521739
2022-10-25,28.304347826086957
2022-10-26,28.304347826086957
2022-10-27,26.956521739130434
2022-10-28,22.91304347826087
2022-10-29,29.652173913043477
2022-10-30,39.08695652173913
2022-10-31,25.608695652173914
2022-11-01,29.652173913043477
2022-11-02,29.652173913043477
2022-11-03,29.652173913043477
2022-11-04,26.956521739130434
2022-11-05,36.391304347826086
2022-11-06,41.78260869565217
2022-11-07,29.652173913043477
2022-11-08,25.608695652173914
2022-11-09,22.91304347826087
2022-11-10,26.956521739130434
2022-11-11,32.34782608695652
2022-11-12,39.08695652173913
2022-11-13,105.13043478260869
2022-11-14,134.7826086956522
2022-11-15,51.21739130434783
2022-11-16,39.08695652173913
2022-11-17,33.69565217391305
2022-11-18,32.34782608695652
2022-11-19,47.17391304347826
2022-11-20,64.69565217391305
2022-11-21,52.565217391304344
2022-11-22,40.43478260869565
2022-11-23,41.78260869565217
2022-11-24,76.82608695652173
2022-11-25,66.04347826086956
2022-11-26,59.30434782608695
2022-11-27,71.43478260869566
2022-11-28,64.69565217391305
2022-11-29,41.78260869565217
2022-11-30,36.391304347826086
2022-12-01,35.04347826086956
2022-12-02,33.69565217391305
2022-12-03,39.08695652173913
2022-12-04,55.26086956521739
2022-12-05,40.43478260869565
2022-12-06,32.34782608695652
2022-12-07,31.0
2022-12-08,31.0
2022-12-09,31.0
2022-12-10,39.08695652173913
2022-12-11,51.21739130434783
2022-12-12,39.08695652173913
2022-12-13,32.34782608695652
2022-12-14,32.34782608695652
2022-12-15,33.69565217391305
2022-12-16,32.34782608695652
2022-12-17,41.78260869565217
2022-12-18,57.95652173913044
2022-12-19,60.65217391304348
2022-12-20,53.91304347826087
2022-12-21,41.78260869565217
2022-12-22,44.47826086956522
2022-12-23,48.52173913043478
2022-12-24,59.30434782608695
2022-12-25,60.65217391304348
2022-12-26,72.78260869565217
2022-12-27,53.91304347826087
2022-12-28,51.21739130434783
2022-12-29,45.82608695652174
2022-12-30,52.565217391304344
2022-12-31,51.21739130434783
2023-01-01,82.21739130434783
2023-01-02,86.26086956521739
2023-01-03,47.17391304347826
2023-01-04,43.130434782608695
2023-01-05,37.73913043478261
2023-01-06,37.73913043478261
2023-01-07,49.869565217391305
2023-01-08,70.08695652173913
2023-01-09,48.52173913043478
2023-01-10,39.08695652173913
2023-01-11,37.73913043478261
2023-01-12,36.391304347826086
2023-01-13,40.43478260869565
2023-01-14,51.21739130434783
2023-01-15,72.78260869565217
2023-01-16,51.21739130434783
2023-01-17,40.43478260869565
2023-01-18,37.73913043478261
2023-01-19,39.08695652173913
2023-01-20,35.04347826086956
2023-01-21,44.47826086956522
2023-01-22,74.13043478260869
2023-01-23,37.73913043478261
2023-01-24,36.391304347826086
2023-01-25,35.04347826086956
2023-01-26,37.73913043478261
2023-01-27,37.73913043478261
2023-01-28,47.17391304347826
2023-01-29,76.82608695652173
2023-01-30,56.608695652173914
2023-01-31,39.08695652173913
2023-02-01,37.73913043478261
2023-02-02,33.69565217391305
2023-02-03,36.391304347826086
2023-02-04,45.82608695652174
2023-02-05,52.565217391304344
2023-02-06,59.30434782608695
2023-02-07,36.391304347826086
2023-02-08,31.0
2023-02-09,31.0
2023-02-10,33.69565217391305
2023-02-11,43.130434782608695
2023-02-12,56.608695652173914
2023-02-13,32.34782608695652
2023-02-14,45.82608695652174
2023-02-15,39.08695652173913
2023-02-16,43.130434782608695
2023-02-17,36.391304347826086
2023-02-18,43.130434782608695
2023-02-19,44.47826086956522
2023-02-20,45.82608695652174
2023-02-21,45.82608695652174
2023-02-22,37.73913043478261
2023-02-23,40.43478260869565
2023-02-24,33.69565217391305
2023-02-25,37.73913043478261
2023-02-26,41.78260869565217
2023-02-27,37.73913043478261
2023-02-28,32.34782608695652
2023-03-01,36.391304347826086
2023-03-02,32.34782608695652
2023-03-03,33.69565217391305
2023-03-04,37.73913043478261
2023-03-05,40.43478260869565
2023-03-06,35.04347826086956
2023-03-07,35.04347826086956
2023-03-08,37.73913043478261
2023-03-09,37.73913043478261
2023-03-10,33.69565217391305
2023-03-11,40.43478260869565
2023-03-12,43.130434782608695
2023-03-13,36.391304347826086
2023-03-14,36.391304347826086
2023-03-15,40.43478260869565
2023-03-16,43.130434782608695
2023-03-17,36.391304347826086
2023-03-18,43.130434782608695
2023-03-19,44.47826086956522
2023-03-20,32.34782608695652
2023-03-21,28.304347826086957
2023-03-22,29.652173913043477
2023-03-23,31.0
2023-03-24,33.69565217391305
2023-03-25,39.08695652173913
2023-03-26,43.130434782608695
2023-03-27,32.34782608695652
2023-03-28,29.652173913043477
2023-03-29,28.304347826086957
2023-03-30,29.652173913043477
2023-03-31,29.652173913043477
2023-04-01,40.43478260869565
2023-04-02,39.08695652173913
2023-04-03,32.34782608695652
2023-04-04,32.34782608695652
2023-04-05,28.304347826086957
2023-04-06,33.69565217391305
2023-04-07,40.43478260869565
2023-04-08,36.391304347826086
2023-04-09,39.08695652173913
2023-04-10,28.304347826086957
2023-04-11,35.04347826086956
2023-04-12,33.69565217391305
2023-04-13,35.04347826086956
2023-04-14,29.652173913043477
2023-04-15,35.04347826086956
2023-04-16,35.04347826086956
2023-04-17,28.304347826086957
2023-04-18,32.34782608695652
2023-04-19,32.34782608695652
2023-04-20,31.0
2023-04-21,28.304347826086957
2023-04-22,36.391304347826086
2023-04-23,36.391304347826086
2023-04-24,28.304347826086957
2023-04-25,28.304347826086957
2023-04-26,30.978940217391305
2023-04-27,30.978940217391305
2023-04-28,30.536684782608695
2023-04-29,36.328125
2023-04-30,42.119565217391305
2023-05-01,31.421195652173914
2023-05-02,29.862771739130434
2023-05-03,27.862092391304348
2023-05-04,27.188179347826086
2023-05-05,25.62975543478261
2023-05-06,32.09510869565217
2023-05-07,34.095788043478265
2023-05-08,28.304347826086957
2023-05-09,33.653532608695656
2023-05-10,28.304347826086957
2023-05-11,26.07201086956522
2023-05-12,27.188179347826086
2023-05-13,32.53736413043478
2023-05-14,34.769701086956516
2023-05-15,26.745923913043477
2023-05-16,31.421195652173914
2023-05-17,34.769701086956516
2023-05-18,29.862771739130434
2023-05-19,30.978940217391305
2023-05-20,43.23573369565217
2023-05-21,40.56114130434783
2023-05-22,29.420516304347828
2023-05-23,28.304347826086957
2023-05-24,29.862771739130434
2023-05-25,30.978940217391305
2023-05-26,32.72690217391305
2023-05-27,37.14945652173913
2023-05-28,37.14945652173913
2023-05-29,37.14945652173913
2023-05-30,30.07336956521739
2023-05-31,31.842391304347828
2023-06-01,28.304347826086957
2023-06-02,28.304347826086957
2023-06-03,31.842391304347828
2023-06-04,36.264945652173914
2023-06-05,28.304347826086957
2023-06-06,27.41983695652174
2023-06-07,27.41983695652174
2023-06-08,26.535326086956523
2023-06-09,28.304347826086957
2023-06-10,43.341032608695656
2023-06-11,36.264945652173914
2023-06-12,39.80298913043478
2023-06-13,26.535326086956523
2023-06-14,27.41983695652174
2023-06-15,30.07336956521739
2023-06-16,39.80298913043478
2023-06-17,32.72690217391305
2023-06-18,39.80298913043478
2023-06-19,40.6875
2023-06-20,29.188858695652176
2023-06-21,28.304347826086957
2023-06-22,27.41983695652174
2023-06-23,29.188858695652176
2023-06-24,34.49592391304348
2023-06-25,37.14945652173913
2023-06-26,36.264945652173914
2023-06-27,42.45652173913044
2023-06-28,36.264945652173914
2023-06-29,30.95788043478261
2023-06-30,30.95788043478261
2023-07-01,33.61141304347826
2023-07-02,37.14945652173913
2023-07-03,32.72690217391305
2023-07-04,35.380434782608695
2023-07-05,28.304347826086957
2023-07-06,30.07336956521739
2023-07-07,30.95788043478261
2023-07-08,31.842391304347828
2023-07-09,38.03396739130435
2023-07-10,30.95788043478261
2023-07-11,28.304347826086957
2023-07-12,26.535326086956523
2023-07-13,30.07336956521739
2023-07-14,28.304347826086957
2023-07-15,32.72690217391305
2023-07-16,33.61141304347826
2023-07-17,29.188858695652176
2023-07-18,26.535326086956523
2023-07-19,26.535326086956523
2023-07-20,25.650815217391305
2023-07-21,27.41983695652174
2023-07-22,30.07336956521739
2023-07-23,38.03396739130435
2023-07-24,33.61141304347826
2023-07-25,32.72690217391305
2023-07-26,31.842391304347828
2023-07-27,36.264945652173914
2023-07-28,36.264945652173914
2023-07-29,40.6875
2023-07-30,43.341032608695656
2023-07-31,34.49592391304348
2023-08-01,33.61141304347826
2023-08-02,35.380434782608695
2023-08-03,43.341032608695656
2023-08-04,38.03396739130435
2023-08-05,38.91847826086956
2023-08-06,45.994565217391305
2023-08-07,40.6875
2023-08-08,35.380434782608695
2023-08-09,36.264945652173914
2023-08-10,34.49592391304348
2023-08-11,38.03396739130435
2023-08-12,41.57201086956522
2023-08-13,47.76358695652174
2023-08-14,37.14945652173913
2023-08-15,32.72690217391305
2023-08-16,32.72690217391305
2023-08-17,30.07336956521739
2023-08-18,33.61141304347826
2023-08-19,38.03396739130435
2023-08-20,42.45652173913044
2023-08-21,35.380434782608695
2023-08-22,30.95788043478261
2023-08-23,31.842391304347828
2023-08-24,30.07336956521739
2023-08-25,38.03396739130435
2023-08-26,36.264945652173914
2023-08-27,40.6875
2023-08-28,31.842391304347828
2023-08-29,28.304347826086957
2023-08-30,26.535326086956523
2023-08-31,28.304347826086957
2023-09-01,34.49592391304348
2023-09-02,37.14945652173913
2023-09-03,38.03396739130435
2023-09-04,38.03396739130435
2023-09-05,29.188858695652176
2023-09-06,27.41983695652174
2023-09-07,30.07336956521739
2023-09-08,32.72690217391305
2023-09-09,42.45652173913044
2023-09-10,88.45108695652173
2023-09-11,34.49592391304348
2023-09-12,36.264945652173914
2023-09-13,36.264945652173914
2023-09-14,29.188858695652176
2023-09-15,30.95788043478261
2023-09-16,43.341032608695656
2023-09-17,75.18342391304348
2023-09-18,34.49592391304348
2023-09-19,44.22554347826087
2023-09-20,45.994565217391305
2023-09-21,33.61141304347826
2023-09-22,30.95788043478261
2023-09-23,44.22554347826087
2023-09-24,61.03125
2023-09-25,33.61141304347826
2023-09-26,29.188858695652176
2023-09-27,28.304347826086957
2023-09-28,31.842391304347828
2023-09-29,32.72690217391305
2023-09-30,38.91847826086956
2023-10-01,54.83967391304348
2023-10-02,30.07336956521739
2023-10-03,37.14945652173913
2023-10-04,37.14945652173913
2023-10-05,33.61141304347826
2023-10-06,30.07336956521739
2023-10-07,36.264945652173914
2023-10-08,51.30163043478261
2023-10-09,30.95788043478261
2023-10-10,27.41983695652174
2023-10-11,26.535326086956523
2023-10-12,28.304347826086957
2023-10-13,30.07336956521739
2023-10-14,37.14945652173913
2023-10-15,47.76358695652174
2023-10-16,28.304347826086957
2023-10-17,26.535326086956523
2023-10-18,25.650815217391305
2023-10-19,26.535326086956523
2023-10-20,27.41983695652174
2023-10-21,33.61141304347826
2023-10-22,46.87907608695652
2023-10-23,28.304347826086957
2023-10-24,35.380434782608695
2023-10-25,32.72690217391305
2023-10-26,29.188858695652176
2023-10-27,30.95788043478261
2023-10-28,37.14945652173913
2023-10-29,53.955163043478265
2023-10-30,35.380434782608695
2023-10-31,28.304347826086957
2023-11-01,30.07336956521739
2023-11-02,30.07336956521739
2023-11-03,29.188858695652176
2023-11-04,38.91847826086956
2023-11-05,48.64809782608696
2023-11-06,33.61141304347826
2023-11-07,38.91847826086956
2023-11-08,34.49592391304348
2023-11-09,34.49592391304348
2023-11-10,33.61141304347826
2023-11-11,38.03396739130435
2023-11-12,48.64809782608696
2023-11-13,31.842391304347828
2023-11-14,28.304347826086957
2023-11-15,29.188858695652176
2023-11-16,29.188858695652176
2023-11-17,29.188858695652176
2023-11-18,37.14945652173913
2023-11-19,43.341032608695656
2023-11-20,32.72690217391305
2023-11-21,38.03396739130435
2023-11-22,45.994565217391305
2023-11-23,70.76086956521739
2023-11-24,59.26222826086956
2023-11-25,57.49320652173913
2023-11-26,66.33831521739131
2023-11-27,43.341032608695656
2023-11-28,39.80298913043478
2023-11-29,39.80298913043478
2023-11-30,33.61141304347826
2023-12-01,35.380434782608695
2023-12-02,51.30163043478261
2023-12-03,50.41711956521739
2023-12-04,33.61141304347826
2023-12-05,29.188858695652176
2023-12-06,29.188858695652176
2023-12-07,28.304347826086957
2023-12-08,27.41983695652174
2023-12-09,34.49592391304348
2023-12-10,43.341032608695656
2023-12-11,31.842391304347828
2023-12-12,35.380434782608695
2023-12-13,30.95788043478261
2023-12-14,30.95788043478261
2023-12-15,28.304347826086957
2023-12-16,36.264945652173914
2023-12-17,43.341032608695656
2023-12-18,30.07336956521739
2023-12-19,30.95788043478261
2023-12-20,30.95788043478261
2023-12-21,36.264945652173914
2023-12-22,33.39028532608695
2023-12-23,37.591711956521735
2023-12-24,43.341032608695656
2023-12-25,49.53260869565217
2023-12-26,40.024116847826086
2023-12-27,37.149456521739125
2023-12-28,34.71705163043478
2023-12-29,37.591711956521735
2023-12-30,37.149456521739125
2023-12-31,53.291779891304344
2024-01-01,49.09035326086956
2024-01-02,36.707201086956516
2024-01-03,31.842391304347828
2024-01-04,28.52547554347826
2024-01-05,30.95788043478261
2024-01-06,37.591711956521735
2024-01-07,52.407269021739125
2024-01-08,37.149456521739125
2024-01-09,30.95788043478261
2024-01-10,30.515625
2024-01-11,27.640964673913043
2024-01-12,31.40013586956522
2024-01-13,40.908627717391305
2024-01-14,45.7734375
2024-01-15,45.7734375
2024-01-16,30.95788043478261
2024-01-17,27.198709239130437
2024-01-18,25.208559782608695
2024-01-19,25.650815217391305
2024-01-20,37.149456521739125
2024-01-21,46.436820652173914
2024-01-22,40.24524456521739
2024-01-23,27.862092391304348
2024-01-24,27.862092391304348
2024-01-25,27.862092391304348
2024-01-26,27.862092391304348
2024-01-27,40.24524456521739
2024-01-28,105.25679347826086
2024-01-29,37.149456521739125
2024-01-30,30.95788043478261
2024-01-31,27.862092391304348
2024-02-01,27.862092391304348
2024-02-02,34.05366847826087
2024-02-03,40.24524456521739
2024-02-04,49.53260869565217
2024-02-05,61.91576086956522
2024-02-06,30.95788043478261
2024-02-07,30.95788043478261
2024-02-08,34.05366847826087
2024-02-09,43.34103260869565
2024-02-10,58.81997282608695
2024-02-11,309.57880434782606
2024-02-12,179.55570652173913
2024-02-13,55.724184782608695
2024-02-14,46.436820652173914
2024-02-15,40.24524456521739
2024-02-16,46.436820652173914
2024-02-17,52.62839673913043
2024-02-18,58.81997282608695
2024-02-19,58.81997282608695
2024-02-20,43.34103260869565
2024-02-21,37.149456521739125
2024-02-22,30.95788043478261
2024-02-23,34.05366847826087
2024-02-24,40.24524456521739
2024-02-25,43.34103260869565
2024-02-26,30.95788043478261
2024-02-27,30.95788043478261
2024-02-28,30.95788043478261
2024-02-29,30.95788043478261
2024-03-01,34.05366847826087
2024-03-02,40.24524456521739
2024-03-03,40.24524456521739
2024-03-04,30.95788043478261
2024-03-05,30.95788043478261
2024-03-06,34.05366847826087
2024-03-07,34.05366847826087
2024-03-08,30.95788043478261
2024-03-09,37.149456521739125
2024-03-10,43.34103260869565
2024-03-11,34.05366847826087
2024-03-12,37.149456521739125
2024-03-13,30.95788043478261
2024-03-14,30.95788043478261
2024-03-15,30.95788043478261
2024-03-16,30.95788043478261
2024-03-17,37.149456521739125
2024-03-18,27.862092391304348
2024-03-19,27.862092391304348
2024-03-20,27.862092391304348
2024-03-21,40.24524456521739
2024-03-22,37.149456521739125
2024-03-23,40.24524456521739
2024-03-24,40.24524456521739
2024-03-25,37.149456521739125
2024-03-26,24.766304347826086
2024-03-27,24.766304347826086
2024-03-28,27.862092391304348
2024-03-29,30.95788043478261
2024-03-30,34.05366847826087
2024-03-31,37.149456521739125
2024-04-01,30.95788043478261
2024-04-02,27.862092391304348
2024-04-03,24.766304347826086
2024-04-04,24.766304347826086
2024-04-05,27.862092391304348
2024-04-06,30.95788043478261
2024-04-07,30.95788043478261
2024-04-08,24.766304347826086
2024-04-09,43.34103260869565
2024-04-10,37.149456521739125
2024-04-11,34.05366847826087
2024-04-12,27.862092391304348
2024-04-13,34.05366847826087
2024-04-14,34.05366847826087
2024-04-15,27.862092391304348
2024-04-16,34.05366847826087
2024-04-17,43.34103260869565
2024-04-18,30.95788043478261
2024-04-19,27.862092391304348
2024-04-20,30.95788043478261
2024-04-21,30.95788043478261
2024-04-22,24.766304347826086
2024-04-23,24.766304347826086
2024-04-24,21.670516304347824
2024-04-25,24.766304347826086
2024-04-26,27.862092391304348
2024-04-27,34.05366847826087
2024-04-28,34.05366847826087
2024-04-29,24.766304347826086
2024-04-30,30.95788043478261
2024-05-01,27.862092391304348
2024-05-02,24.766304347826086
2024-05-03,24.766304347826086
2024-05-04,27.862092391304348
2024-05-05,30.95788043478261
2024-05-06,27.862092391304348
2024-05-07,34.05366847826087
2024-05-08,30.95788043478261
2024-05-09,27.862092391304348
2024-05-10,30.95788043478261
2024-05-11,34.05366847826087
2024-05-12,34.05366847826087
2024-05-13,30.95788043478261
2024-05-14,24.766304347826086
2024-05-15,24.766304347826086
2024-05-16,27.862092391304348
2024-05-17,34.05366847826087
2024-05-18,34.05366847826087
2024-05-19,37.149456521739125
2024-05-20,27.862092391304348
2024-05-21,27.862092391304348
2024-05-22,27.862092391304348
2024-05-23,27.862092391304348
2024-05-24,27.862092391304348
2024-05-25,37.149456521739125
2024-05-26,34.05366847826087
2024-05-27,37.149456521739125
2024-05-28,30.95788043478261
2024-05-29,27.862092391304348
2024-05-30,27.862092391304348
2024-05-31,27.862092391304348
2024-06-01,46.436820652173914
2024-06-02,37.149456521739125
2024-06-03,30.95788043478261
2024-06-04,27.862092391304348
2024-06-05,27.862092391304348
2024-06-06,27.862092391304348
2024-06-07,30.95788043478261
2024-06-08,30.95788043478261
2024-06-09,34.05366847826087
2024-06-10,27.862092391304348
2024-06-11,24.766304347826086
2024-06-12,24.766304347826086
2024-06-13,24.766304347826086
2024-06-14,24.766304347826086
2024-06-15,27.862092391304348
2024-06-16,34.05366847826087
2024-06-17,27.862092391304348
2024-06-18,24.766304347826086
2024-06-19,24.766304347826086
2024-06-20,24.766304347826086
2024-06-21,27.862092391304348
2024-06-22,27.862092391304348
2024-06-23,30.95788043478261
2024-06-24,27.862092391304348
2024-06-25,27.862092391304348
2024-06-26,24.766304347826086
2024-06-27,24.766304347826086
2024-06-28,27.862092391304348
2024-06-29,30.95788043478261
2024-06-30,30.95788043478261
2024-07-01,27.862092391304348
2024-07-02,24.766304347826086
2024-07-03,24.766304347826086
2024-07-04,24.766304347826086
2024-07-05,27.862092391304348
2024-07-06,30.95788043478261
2024-07-07,30.95788043478261
2024-07-08,24.766304347826086
2024-07-09,24.766304347826086
2024-07-10,24.766304347826086
2024-07-11,24.766304347826086
2024-07-12,34.05366847826087
2024-07-13,27.862092391304348
2024-07-14,30.95788043478261
2024-07-15,24.766304347826086
2024-07-16,24.766304347826086
2024-07-17,24.766304347826086
2024-07-18,27.862092391304348
2024-07-19,27.862092391304348
2024-07-20,30.95788043478261
2024-07-21,30.95788043478261
2024-07-22,24.766304347826086
2024-07-23,34.05366847826087
2024-07-24,24.766304347826086
2024-07-25,27.862092391304348
2024-07-26,27.862092391304348
2024-07-27,27.862092391304348
2024-07-28,27.862092391304348
2024-07-29,24.766304347826086
2024-07-30,24.766304347826086
2024-07-31,24.766304347826086
2024-08-01,24.766304347826086
2024-08-02,24.766304347826086
2024-08-03,24.766304347826086
2024-08-04,27.862092391304348
2024-08-05,24.766304347826086
2024-08-06,21.670516304347824
2024-08-07,21.670516304347824
2024-08-08,24.766304347826086
2024-08-09,24.766304347826086
2024-08-10,27.862092391304348
2024-08-11,30.95788043478261
2024-08-12,27.862092391304348
2024-08-13,24.766304347826086
2024-08-14,30.95788043478261
2024-08-15,27.862092391304348
2024-08-16,27.862092391304348
2024-08-17,30.95788043478261
2024-08-18,30.86824737339014
2024-08-19,24.793883751331457
2024-08-20,27.334636299264062
2024-08-21,25.290313014428193
2024-08-22,27.8310655623608
2024-08-23,27.334636299264062
2024-08-24,31.364676636486877
2024-08-25,33.408999921322746
2024-08-26,25.290313014428193
2024-08-27,21.75670194030212
2024-08-28,23.801025225137984
2024-08-29,25.290313014428193
2024-08-30,27.334636299264062
2024-08-31,34.40185844751622
2024-09-01,34.40185844751622
2024-09-02,34.40185844751622
2024-09-03,24.793883751331457
2024-09-04,24.29745448823472
2024-09-05,24.793883751331457
2024-09-06,27.8310655623608
2024-09-07,34.40185844751622
2024-09-08,73.3887927278009
2024-09-09,27.8310655623608
2024-09-10,23.801025225137984
2024-09-11,28.327494825457535
2024-09-12,33.905429184419475
2024-09-13,24.793883751331457
2024-09-14,34.40185844751622
2024-09-15,67.81085836883895
2024-09-16,33.905429184419475
2024-09-17,42.69291662631935
2024-09-18,36.73576546915851
2024-09-19,33.75718989057809
2024-09-20,25.814321681030304
2024-09-21,33.75718989057809
2024-09-22,49.64292630967366
2024-09-23,30.77861431199767
2024-09-24,26.807180207223777
2024-09-25,27.800038733417253
2024-09-26,27.800038733417253
2024-09-27,23.828604628643358
