Time,waste
2024-09-24,43.114959049400916
2024-09-25,45.510234552145405
2024-09-26,44.312596800773164
2024-09-27,41.91732129802867
2024-09-28,43.114959049400916
2024-09-29,29.94094378430619
2024-09-30,46.707872303517654
2024-10-01,46.707872303517654
2024-10-02,53.89369881175114
2024-10-03,44.312596800773164
2024-10-04,43.114959049400916
2024-10-05,45.510234552145405
2024-10-06,29.94094378430619
2024-10-07,47.9055100548899
2024-10-08,49.10314780626215
2024-10-09,44.312596800773164
2024-10-10,43.114959049400916
2024-10-11,46.707872303517654
2024-10-12,49.10314780626215
2024-10-13,33.53385703842293
2024-10-14,52.696061060378895
2024-10-15,52.696061060378895
2024-10-16,44.312596800773164
2024-10-17,41.91732129802867
2024-10-18,43.114959049400916
2024-10-19,44.312596800773164
2024-10-20,28.743306032933944
2024-10-21,47.9055100548899
2024-10-22,50.3007855576344
2024-10-23,43.114959049400916
2024-10-24,44.312596800773164
2024-10-25,43.114959049400916
2024-10-26,45.510234552145405
2024-10-27,29.94094378430619
2024-10-28,46.707872303517654
2024-10-29,44.312596800773164
2024-10-30,44.312596800773164
2024-10-31,39.52204579528417
2024-11-01,46.707872303517654
2024-11-02,46.707872303517654
2024-11-03,35.92913254116743
2024-11-04,43.114959049400916
2024-11-05,40.71968354665642
2024-11-06,31.138581535678437
2024-11-07,43.114959049400916
2024-11-08,44.312596800773164
2024-11-09,49.10314780626215
2024-11-10,35.92913254116743
2024-11-11,56.28897431449564
2024-11-12,57.48661206586789
2024-11-13,50.3007855576344
2024-11-14,44.312596800773164
2024-11-15,47.9055100548899
2024-11-16,47.9055100548899
2024-11-17,31.138581535678437
2024-11-18,46.707872303517654
2024-11-19,47.9055100548899
2024-11-20,45.510234552145405
2024-11-21,46.707872303517654
2024-11-22,49.10314780626215
2024-11-23,41.91732129802867
2024-11-24,31.138581535678437
2024-11-25,44.312596800773164
2024-11-26,43.114959049400916
2024-11-27,46.707872303517654
2024-11-28,32.33621928705068
2024-11-29,43.114959049400916
2024-11-30,44.312596800773164
2024-12-01,29.94094378430619
2024-12-02,52.696061060378895
2024-12-03,44.312596800773164
2024-12-04,49.10314780626215
2024-12-05,46.707872303517654
2024-12-06,43.114959049400916
2024-12-07,44.312596800773164
2024-12-08,29.94094378430619
2024-12-09,40.71968354665642
2024-12-10,43.114959049400916
2024-12-11,41.91732129802867
2024-12-12,43.114959049400916
2024-12-13,40.71968354665642
2024-12-14,43.114959049400916
2024-12-15,25.1503927788172
2024-12-16,41.91732129802867
2024-12-17,40.71968354665642
2024-12-18,43.114959049400916
2024-12-19,37.126770292539675
2024-12-20,40.71968354665642
2024-12-21,46.707872303517654
2024-12-22,26.348030530189448
2024-12-23,46.707872303517654
2024-12-24,45.510234552145405
2024-12-25,31.138581535678437
2024-12-26,62.277163071356874
2024-12-27,52.696061060378895
2024-12-28,49.10314780626215
2024-12-29,29.94094378430619
2024-12-30,47.9055100548899
2024-12-31,46.707872303517654
2025-01-01,43.114959049400916
2025-01-02,62.277163071356874
2025-01-03,52.696061060378895
2025-01-04,56.28897431449564
2025-01-05,32.33621928705068
2025-01-06,49.10314780626215
2025-01-07,51.49842330900665
2025-01-08,47.9055100548899
2025-01-09,50.3007855576344
2025-01-10,43.114959049400916
2025-01-11,44.312596800773164
2025-01-12,29.94094378430619
2025-01-13,49.10314780626215
2025-01-14,43.114959049400916
2025-01-15,45.510234552145405
2025-01-16,47.9055100548899
2025-01-17,46.707872303517654
2025-01-18,44.312596800773164
2025-01-19,43.114959049400916
2025-01-20,59.88188756861238
2025-01-21,58.68424981724013
2025-01-22,53.89369881175114
2025-01-23,55.09133656312339
2025-01-24,47.9055100548899
2025-01-25,52.696061060378895
2025-01-26,29.94094378430619
2025-01-27,46.707872303517654
2025-01-28,46.707872303517654
2025-01-29,47.9055100548899
2025-01-30,46.707872303517654
2025-01-31,51.49842330900665
2025-02-01,52.696061060378895
2025-02-02,41.91732129802867
2025-02-03,63.47480082272912
2025-02-04,69.46298957959036
2025-02-05,74.25354058507935
2025-02-06,97.00865786115206
2025-02-07,104.19448436938553
2025-02-08,119.76377513722475
2025-02-09,89.82283135291857
2025-02-10,62.277163071356874
2025-02-11,53.89369881175114
2025-02-12,53.89369881175114
2025-02-13,50.3007855576344
2025-02-14,44.312596800773164
2025-02-15,52.696061060378895
2025-02-16,37.126770292539675
2025-02-17,55.09133656312339
2025-02-18,53.89369881175114
2025-02-19,53.89369881175114
2025-02-20,53.89369881175114
2025-02-21,50.3007855576344
2025-02-22,50.3007855576344
2025-02-23,34.73149478979518
2025-02-24,50.3007855576344
2025-02-25,49.10314780626215
2025-02-26,46.707872303517654
2025-02-27,46.707872303517654
2025-02-28,49.10314780626215
2025-03-01,55.09133656312339
2025-03-02,40.71968354665642
2025-03-03,46.707872303517654
2025-03-04,50.3007855576344
2025-03-05,45.510234552145405
2025-03-06,47.9055100548899
2025-03-07,41.91732129802867
2025-03-08,53.89369881175114
2025-03-09,35.92913254116743
2025-03-10,51.49842330900665
2025-03-11,49.10314780626215
2025-03-12,47.9055100548899
2025-03-13,46.707872303517654
2025-03-14,49.10314780626215
2025-03-15,52.696061060378895
2025-03-16,34.73149478979518
2025-03-17,47.9055100548899
2025-03-18,46.707872303517654
2025-03-19,47.9055100548899
2025-03-20,44.312596800773164
2025-03-21,47.9055100548899
2025-03-22,52.696061060378895
2025-03-23,38.32440804391192
2025-03-24,50.3007855576344
2025-03-25,49.10314780626215
2025-03-26,52.696061060378895
2025-03-27,49.10314780626215
2025-03-28,45.510234552145405
2025-03-29,55.09133656312339
2025-03-30,37.126770292539675
2025-03-31,52.696061060378895
2025-04-01,55.09133656312339
2025-04-02,56.28897431449564
2025-04-03,52.696061060378895
2025-04-04,46.707872303517654
2025-04-05,56.28897431449564
2025-04-06,37.126770292539675
2025-04-07,52.696061060378895
2025-04-08,49.10314780626215
2025-04-09,49.10314780626215
2025-04-10,47.9055100548899
2025-04-11,46.707872303517654
2025-04-12,51.49842330900665
2025-04-13,37.126770292539675
2025-04-14,53.89369881175114
2025-04-15,51.301443415688844
2025-04-16,48.99283906600418
2025-04-17,53.980369964810976
2025-04-18,45.71509364119592
2025-04-19,54.35069216424844
2025-04-20,32.46228641877408
2025-04-21,52.640906690249906
2025-04-22,57.6284375890567
2025-04-23,52.640906690249906
2025-04-24,48.023697990880585
2025-04-25,45.34477144175845
2025-04-26,55.319833239372045
2025-04-27,34.40056856902127
2025-04-28,56.28897431449564
2025-04-29,49.36316126544165
2025-04-30,51.301443415688844
2025-05-01,53.01122888968738
2025-05-02,50.33230234056525
2025-05-03,54.94951103993457
2025-05-04,41.69670381751273
2025-05-05,61.27650521330243
2025-05-06,51.301443415688844
2025-05-07,50.33230234056525
2025-05-08,51.301443415688844
2025-05-09,46.68423471631952
2025-05-10,48.99283906600418
2025-05-11,38.048636193267
2025-05-12,53.980369964810976
2025-05-13,50.33230234056525
2025-05-14,47.401241527996326
2025-05-15,46.660597129121385
2025-05-16,46.660597129121385
2025-05-17,51.10446352237104
2025-05-18,33.328997949372415
2025-05-19,47.401241527996326
2025-05-20,52.585752320120925
2025-05-21,47.401241527996326
2025-05-22,45.91995273024644
2025-05-23,41.47608633699679
2025-05-24,52.585752320120925
2025-05-25,45.1793083313715
2025-05-26,59.251551909995406
2025-05-27,74.06443988749426
2025-05-28,62.21412950549518
2025-05-29,57.02961871337058
2025-05-30,51.84510792124598
2025-05-31,53.326396718995866
2025-06-01,37.77286434262207
2025-06-02,57.77026311224552
2025-06-03,46.660597129121385
2025-06-04,45.91995273024644
2025-06-05,42.21673073587173
2025-06-06,43.69801953362161
2025-06-07,50.3638191234961
2025-06-08,33.328997949372415
2025-06-09,49.62317472462115
2025-06-10,44.43866393249655
2025-06-11,44.43866393249655
2025-06-12,43.69801953362161
2025-06-13,43.69801953362161
2025-06-14,51.84510792124598
2025-06-15,30.36642035387265
2025-06-16,51.10446352237104
2025-06-17,43.69801953362161
2025-06-18,45.1793083313715
2025-06-19,50.3638191234961
2025-06-20,44.43866393249655
2025-06-21,51.10446352237104
2025-06-22,32.58835355049747
2025-06-23,45.91995273024644
2025-06-24,47.401241527996326
2025-06-25,49.62317472462115
2025-06-26,45.91995273024644
2025-06-27,44.43866393249655
2025-06-28,50.3638191234961
2025-06-29,34.069642348247356
2025-06-30,48.14188592687127
2025-07-01,49.62317472462115
2025-07-02,60.7328407077453
2025-07-03,57.02961871337058
2025-07-04,45.91995273024644
2025-07-05,57.77026311224552
2025-07-06,38.51350874149701
2025-07-07,47.401241527996326
2025-07-08,57.77026311224552
2025-07-09,54.06704111787081
2025-07-10,51.84510792124598
2025-07-11,49.62317472462115
2025-07-12,55.5483299156207
2025-07-13,37.77286434262207
2025-07-14,53.326396718995866
2025-07-15,49.62317472462115
2025-07-16,48.88253032574621
2025-07-17,53.326396718995866
2025-07-18,45.1793083313715
2025-07-19,62.95477390437012
2025-07-20,45.91995273024644
2025-07-21,63.69541830324506
2025-07-22,56.28897431449564
2025-07-23,54.06704111787081
2025-07-24,52.585752320120925
2025-07-25,48.88253032574621
2025-07-26,56.28897431449564
2025-07-27,42.95737513474667
2025-07-28,56.28897431449564
2025-07-29,63.69541830324506
2025-07-30,62.95477390437012
2025-07-31,61.47348510662024
2025-08-01,52.585752320120925
2025-08-02,51.10446352237104
2025-08-03,44.43866393249655
2025-08-04,48.88253032574621
2025-08-05,47.401241527996326
2025-08-06,54.06704111787081
2025-08-07,49.62317472462115
2025-08-08,45.91995273024644
2025-08-09,51.84510792124598
2025-08-10,42.95737513474667
2025-08-11,51.10446352237104
2025-08-12,48.14188592687127
2025-08-13,47.401241527996326
2025-08-14,42.95737513474667
2025-08-15,42.95737513474667
2025-08-16,51.10446352237104
2025-08-17,33.328997949372415
2025-08-18,44.43866393249655
2025-08-19,44.43866393249655
2025-08-20,42.95737513474667
2025-08-21,43.69801953362161
2025-08-22,39.9947975392469
2025-08-23,51.84510792124598
2025-08-24,34.069642348247356
2025-08-25,48.14188592687127
2025-08-26,45.1793083313715
2025-08-27,47.401241527996326
2025-08-28,45.1793083313715
2025-08-29,39.9947975392469
2025-08-30,47.401241527996326
2025-08-31,39.9947975392469
2025-09-01,57.77026311224552
2025-09-02,71.1018622919945
2025-09-03,65.9173514998699
2025-09-04,55.5483299156207
2025-09-05,49.62317472462115
2025-09-06,48.88253032574621
2025-09-07,34.069642348247356
2025-09-08,48.88253032574621
2025-09-09,46.660597129121385
2025-09-10,42.21673073587173
2025-09-11,46.660597129121385
2025-09-12,41.47608633699679
2025-09-13,42.21673073587173
2025-09-14,38.51350874149701
2025-09-15,52.585752320120925
2025-09-16,50.3638191234961
2025-09-17,53.326396718995866
2025-09-18,44.43866393249655
2025-09-19,43.69801953362161
2025-09-20,47.401241527996326
2025-09-21,47.401241527996326
2025-09-22,53.326396718995866
2025-09-23,46.660597129121385
2025-09-24,45.1793083313715
2025-09-25,43.69801953362161
2025-09-26,43.69801953362161
2025-09-27,45.1793083313715
2025-09-28,33.328997949372415
2025-09-29,48.14188592687127
2025-09-30,46.660597129121385
2025-10-01,45.1793083313715
2025-10-02,46.660597129121385
2025-10-03,45.91995273024644
2025-10-04,41.47608633699679
2025-10-05,30.36642035387265
2025-10-06,44.43866393249655
2025-10-07,46.660597129121385
2025-10-08,46.660597129121385
2025-10-09,46.660597129121385
2025-10-10,47.401241527996326
2025-10-11,42.95737513474667
2025-10-12,33.328997949372415
2025-10-13,51.10446352237104
2025-10-14,52.585752320120925
2025-10-15,60.7328407077453
2025-10-16,53.326396718995866
2025-10-17,44.43866393249655
2025-10-18,37.77286434262207
2025-10-19,31.84770915162253
2025-10-20,46.660597129121385
2025-10-21,45.91995273024644
2025-10-22,50.3638191234961
2025-10-23,53.326396718995866
2025-10-24,43.69801953362161
2025-10-25,36.29157554487219
2025-10-26,31.84770915162253
2025-10-27,47.401241527996326
2025-10-28,45.91995273024644
2025-10-29,46.660597129121385
2025-10-30,55.5483299156207
2025-10-31,48.14188592687127
2025-11-01,41.47608633699679
2025-11-02,40.735441938121845
2025-11-03,55.5483299156207
2025-11-04,52.585752320120925
2025-11-05,49.62317472462115
2025-11-06,51.10446352237104
2025-11-07,46.660597129121385
2025-11-08,39.254153140371955
2025-11-09,36.29157554487219
2025-11-10,57.02961871337058
2025-11-11,64.43606270212001
2025-11-12,58.510907511120465
2025-11-13,55.5483299156207
2025-11-14,47.401241527996326
2025-11-15,39.9947975392469
2025-11-16,38.51350874149701
2025-11-17,55.5483299156207
2025-11-18,53.326396718995866
2025-11-19,52.585752320120925
2025-11-20,57.77026311224552
2025-11-21,48.88253032574621
2025-11-22,39.9947975392469
2025-11-23,40.735441938121845
2025-11-24,52.585752320120925
2025-11-25,56.28897431449564
2025-11-26,54.80768551674575
2025-11-27,43.69801953362161
2025-11-28,54.80768551674575
2025-11-29,42.21673073587173
2025-11-30,37.03221994374713
2025-12-01,57.02961871337058
2025-12-02,57.77026311224552
2025-12-03,58.510907511120465
2025-12-04,56.28897431449564
2025-12-05,49.62317472462115
2025-12-06,39.254153140371955
2025-12-07,34.069642348247356
2025-12-08,59.99219630887035
2025-12-09,54.80768551674575
2025-12-10,48.14188592687127
2025-12-11,54.456853959383935
2025-12-12,48.22959381621172
2025-12-13,36.428010039401784
2025-12-14,31.224008605201526
2025-12-15,49.62317472462115
2025-12-16,48.22959381621172
2025-12-17,49.993496924058626
2025-12-18,49.62317472462115
2025-12-19,43.395914581448935
2025-12-20,36.428010039401784
2025-12-21,30.200749896229567
2025-12-22,47.20633510723976
2025-12-23,47.85927161677425
2025-12-24,51.016755633030584
2025-12-25,35.40475133042982
2025-12-26,61.42475850143109
2025-12-27,42.65527018257399
2025-12-28,39.21517185622064
2025-12-29,51.016755633030584
2025-12-30,57.2440157762028
2025-12-31,56.220757067230835
2026-01-01,49.252852525183684
2026-01-02,62.81833940984052
2026-01-03,41.632011473602034
2026-01-04,37.82159094781121
2026-01-05,50.64643343359312
2026-01-06,57.61433797564027
2026-01-07,54.456853959383935
2026-01-08,57.61433797564027
2026-01-09,58.76428585810399
2026-01-10,44.399682648345234
2026-01-11,36.56444453393137
2026-01-12,54.846666800897054
2026-01-13,57.45841283903501
2026-01-14,58.76428585810399
2026-01-15,60.07015887717297
2026-01-16,57.45841283903501
2026-01-17,45.70555566741422
2026-01-18,43.09380962927626
2026-01-19,74.43476208693173
2026-01-20,69.21127001065581
2026-01-21,74.43476208693173
2026-01-22,66.59952397251786
2026-01-23,58.76428585810399
2026-01-24,44.399682648345234
2026-01-25,48.31730170555217
2026-01-26,74.43476208693173
2026-01-27,71.82301604879376
2026-01-28,69.21127001065581
2026-01-29,77.04650812506968
2026-01-30,77.04650812506968
2026-01-31,53.54079378182808
2026-02-01,61.37603189624195
2026-02-02,83.57587322041456
2026-02-03,90.10523831575945
2026-02-04,99.2463494492423
2026-02-05,130.58730190689775
2026-02-06,114.91682567807003
2026-02-07,117.52857171620798
2026-02-08,117.52857171620798
2026-02-09,84.88174623948355
2026-02-10,75.7406351060007
2026-02-11,66.59952397251786
2026-02-12,65.29365095344887
2026-02-13,66.59952397251786
2026-02-14,50.92904774369013
2026-02-15,54.846666800897054
2026-02-16,80.96412718227661
2026-02-17,79.65825416320763
2026-02-18,73.12888906786274
2026-02-19,69.21127001065581
2026-02-20,62.68190491531092
2026-02-21,49.62317472462115
2026-02-22,45.70555566741422
2026-02-23,70.51714302972479
2026-02-24,67.90539699158683
2026-02-25,80.96412718227661
2026-02-26,78.35238114413866
2026-02-27,79.65825416320763
2026-02-28,40.482063591138306
2026-03-01,37.87031755300035
2026-03-02,70.51714302972479
2026-03-03,71.82301604879376
2026-03-04,65.29365095344887
2026-03-05,62.68190491531092
2026-03-06,54.846666800897054
2026-03-07,49.62317472462115
2026-03-08,39.17619057206933
2026-03-09,63.9877779343799
2026-03-10,69.21127001065581
2026-03-11,57.45841283903501
2026-03-12,57.45841283903501
2026-03-13,53.54079378182808
2026-03-14,44.399682648345234
2026-03-15,43.09380962927626
2026-03-16,60.07015887717297
2026-03-17,60.07015887717297
2026-03-18,62.68190491531092
2026-03-19,67.90539699158683
2026-03-20,62.68190491531092
2026-03-21,48.31730170555217
2026-03-22,48.31730170555217
2026-03-23,73.12888906786274
2026-03-24,62.68190491531092
2026-03-25,67.90539699158683
2026-03-26,65.29365095344887
2026-03-27,62.68190491531092
2026-03-28,47.01142868648319
2026-03-29,48.31730170555217
2026-03-30,66.59952397251786
2026-03-31,69.21127001065581
2026-04-01,73.12888906786274
2026-04-02,66.59952397251786
2026-04-03,70.51714302972479
2026-04-04,47.01142868648319
2026-04-05,41.78793661020728
2026-04-06,75.7406351060007
2026-04-07,71.82301604879376
2026-04-08,83.57587322041456
2026-04-09,70.51714302972479
2026-04-10,78.35238114413866
2026-04-11,53.54079378182808
2026-04-12,47.01142868648319
2026-04-13,69.21127001065581
2026-04-14,82.27000020134558
2026-04-15,71.82301604879376
2026-04-16,70.51714302972479
2026-04-17,73.12888906786274
2026-04-18,49.62317472462115
2026-04-19,45.70555566741422
2026-04-20,71.82301604879376
2026-04-21,71.82301604879376
2026-04-22,83.57587322041456
2026-04-23,73.12888906786274
2026-04-24,63.9877779343799
2026-04-25,49.62317472462115
2026-04-26,45.70555566741422
2026-04-27,70.51714302972479
2026-04-28,65.29365095344887
2026-04-29,78.35238114413866
2026-04-30,67.90539699158683
2026-05-01,60.07015887717297
2026-05-02,50.92904774369013
2026-05-03,50.92904774369013
2026-05-04,70.51714302972479
2026-05-05,69.21127001065581
2026-05-06,80.96412718227661
2026-05-07,74.43476208693173
2026-05-08,66.59952397251786
2026-05-09,45.70555566741422
2026-05-10,44.399682648345234
2026-05-11,70.51714302972479
2026-05-12,66.59952397251786
2026-05-13,78.35238114413866
2026-05-14,70.51714302972479
2026-05-15,66.59952397251786
2026-05-16,49.62317472462115
2026-05-17,47.01142868648319
2026-05-18,65.29365095344887
2026-05-19,69.21127001065581
2026-05-20,75.7406351060007
2026-05-21,65.29365095344887
2026-05-22,60.07015887717297
2026-05-23,49.62317472462115
2026-05-24,50.92904774369013
2026-05-25,77.04650812506968
2026-05-26,80.96412718227661
2026-05-27,86.18761925855252
2026-05-28,79.65825416320763
2026-05-29,75.7406351060007
2026-05-30,53.54079378182808
2026-05-31,53.54079378182808
