Time,waste
2022-12-10,38.24999999999999
2022-12-11,26.659090909090907
2022-12-12,40.56818181818181
2022-12-13,39.40909090909091
2022-12-14,39.40909090909091
2022-12-15,45.204545454545446
2022-12-16,37.090909090909086
2022-12-17,37.090909090909086
2022-12-18,20.86363636363636
2022-12-19,38.24999999999999
2022-12-20,39.40909090909091
2022-12-21,38.24999999999999
2022-12-22,39.40909090909091
2022-12-23,38.24999999999999
2022-12-24,38.24999999999999
2022-12-25,31.295454545454543
2022-12-26,79.97727272727272
2022-12-27,62.590909090909086
2022-12-28,55.636363636363626
2022-12-29,49.840909090909086
2022-12-30,46.36363636363636
2022-12-31,44.04545454545454
2023-01-01,32.45454545454545
2023-01-02,60.272727272727266
2023-01-03,52.1590909090909
2023-01-04,55.636363636363626
2023-01-05,48.68181818181817
2023-01-06,47.522727272727266
2023-01-07,44.04545454545454
2023-01-08,26.659090909090907
2023-01-09,42.88636363636363
2023-01-10,45.204545454545446
2023-01-11,44.04545454545454
2023-01-12,41.72727272727272
2023-01-13,41.72727272727272
2023-01-14,38.24999999999999
2023-01-15,33.61363636363636
2023-01-16,56.79545454545454
2023-01-17,53.31818181818181
2023-01-18,49.840909090909086
2023-01-19,46.36363636363636
2023-01-20,42.88636363636363
2023-01-21,39.40909090909091
2023-01-22,26.659090909090907
2023-01-23,45.204545454545446
2023-01-24,42.88636363636363
2023-01-25,41.72727272727272
2023-01-26,42.88636363636363
2023-01-27,41.72727272727272
2023-01-28,44.04545454545454
2023-01-29,27.818181818181813
2023-01-30,42.88636363636363
2023-01-31,45.204545454545446
2023-02-01,50.99999999999999
2023-02-02,49.840909090909086
2023-02-03,46.36363636363636
2023-02-04,42.88636363636363
2023-02-05,33.61363636363636
2023-02-06,60.272727272727266
2023-02-07,63.74999999999999
2023-02-08,67.22727272727272
2023-02-09,86.93181818181817
2023-02-10,91.56818181818181
2023-02-11,115.90909090909089
2023-02-12,112.43181818181817
2023-02-13,62.590909090909086
2023-02-14,46.36363636363636
2023-02-15,46.36363636363636
2023-02-16,45.204545454545446
2023-02-17,47.522727272727266
2023-02-18,40.56818181818181
2023-02-19,37.090909090909086
2023-02-20,55.636363636363626
2023-02-21,48.68181818181817
2023-02-22,46.36363636363636
2023-02-23,48.68181818181817
2023-02-24,44.04545454545454
2023-02-25,38.24999999999999
2023-02-26,28.977272727272723
2023-02-27,49.840909090909086
2023-02-28,46.36363636363636
2023-03-01,47.522727272727266
2023-03-02,48.68181818181817
2023-03-03,44.04545454545454
2023-03-04,38.24999999999999
2023-03-05,32.45454545454545
2023-03-06,48.68181818181817
2023-03-07,47.522727272727266
2023-03-08,42.88636363636363
2023-03-09,40.56818181818181
2023-03-10,40.56818181818181
2023-03-11,38.24999999999999
2023-03-12,26.659090909090907
2023-03-13,42.88636363636363
2023-03-14,40.56818181818181
2023-03-15,39.40909090909091
2023-03-16,41.72727272727272
2023-03-17,37.090909090909086
2023-03-18,41.72727272727272
2023-03-19,27.818181818181813
2023-03-20,45.204545454545446
2023-03-21,44.04545454545454
2023-03-22,44.04545454545454
2023-03-23,45.204545454545446
2023-03-24,38.24999999999999
2023-03-25,37.090909090909086
2023-03-26,31.295454545454543
2023-03-27,48.68181818181817
2023-03-28,47.522727272727266
2023-03-29,46.36363636363636
2023-03-30,49.840909090909086
2023-03-31,41.72727272727272
2023-04-01,37.090909090909086
2023-04-02,33.61363636363636
2023-04-03,55.636363636363626
2023-04-04,48.68181818181817
2023-04-05,46.36363636363636
2023-04-06,46.36363636363636
2023-04-07,42.88636363636363
2023-04-08,40.56818181818181
2023-04-09,31.295454545454543
2023-04-10,52.1590909090909
2023-04-11,50.99999999999999
2023-04-12,50.99999999999999
2023-04-13,50.99999999999999
2023-04-14,46.36363636363636
2023-04-15,39.40909090909091
2023-04-16,31.295454545454543
2023-04-17,49.840909090909086
2023-04-18,48.68181818181817
2023-04-19,47.522727272727266
2023-04-20,46.36363636363636
2023-04-21,42.88636363636363
2023-04-22,37.090909090909086
2023-04-23,32.45454545454545
2023-04-24,55.636363636363626
2023-04-25,49.840909090909086
2023-04-26,47.68260188087773
2023-04-27,46.343652037617545
2023-04-28,43.66575235109717
2023-04-29,40.40830721003134
2023-04-30,29.876567398119118
2023-05-01,53.238244514106576
2023-05-02,49.02155172413792
2023-05-03,45.38440438871473
2023-05-04,48.64184952978056
2023-05-05,43.086206896551715
2023-05-06,33.89341692789968
2023-05-07,28.917319749216297
2023-05-08,51.89929467084639
2023-05-09,48.64184952978056
2023-05-10,47.68260188087773
2023-05-11,45.00470219435736
2023-05-12,41.74725705329153
2023-05-13,37.15086206896551
2023-05-14,24.32092476489028
2023-05-15,49.980799373040746
2023-05-16,50.94004702194356
2023-05-17,46.343652037617545
2023-05-18,44.04545454545453
2023-05-19,39.44905956112852
2023-05-20,35.81191222570533
2023-05-21,30.256269592476485
2023-05-22,49.02155172413792
2023-05-23,44.04545454545453
2023-05-24,45.38440438871473
2023-05-25,41.767241379310335
2023-05-26,41.767241379310335
2023-05-27,38.7296238244514
2023-05-28,39.48902821316614
2023-05-29,55.43652037617554
2023-05-30,67.58699059561127
2023-05-31,61.5117554858934
2023-06-01,56.19592476489027
2023-06-02,50.120689655172406
2023-06-03,37.21081504702194
2023-06-04,31.8949843260188
2023-06-05,48.601880877742936
2023-06-06,44.04545454545453
2023-06-07,41.0078369905956
2023-06-08,39.48902821316614
2023-06-09,41.0078369905956
2023-06-10,35.69200626959247
2023-06-11,28.097962382445136
2023-06-12,46.32366771159874
2023-06-13,41.0078369905956
2023-06-14,41.767241379310335
2023-06-15,39.48902821316614
2023-06-16,38.7296238244514
2023-06-17,38.7296238244514
2023-06-18,31.8949843260188
2023-06-19,56.19592476489027
2023-06-20,48.601880877742936
2023-06-21,44.80485893416927
2023-06-22,40.24843260188087
2023-06-23,39.48902821316614
2023-06-24,37.21081504702194
2023-06-25,27.3385579937304
2023-06-26,45.564263322884
2023-06-27,44.80485893416927
2023-06-28,43.286050156739805
2023-06-29,38.7296238244514
2023-06-30,37.21081504702194
2023-07-01,37.21081504702194
2023-07-02,37.97021943573667
2023-07-03,69.10579937304074
2023-07-04,50.120689655172406
2023-07-05,65.30877742946707
2023-07-06,56.19592476489027
2023-07-07,47.8424764890282
2023-07-08,35.69200626959247
2023-07-09,31.13557993730407
2023-07-10,47.083072100313466
2023-07-11,44.04545454545453
2023-07-12,43.286050156739805
2023-07-13,39.48902821316614
2023-07-14,41.0078369905956
2023-07-15,42.52664576802507
2023-07-16,27.3385579937304
2023-07-17,42.52664576802507
2023-07-18,40.24843260188087
2023-07-19,42.52664576802507
2023-07-20,40.24843260188087
2023-07-21,39.48902821316614
2023-07-22,47.8424764890282
2023-07-23,27.3385579937304
2023-07-24,41.0078369905956
2023-07-25,44.04545454545453
2023-07-26,39.48902821316614
2023-07-27,38.7296238244514
2023-07-28,41.0078369905956
2023-07-29,41.0078369905956
2023-07-30,28.097962382445136
2023-07-31,43.286050156739805
2023-08-01,41.767241379310335
2023-08-02,41.0078369905956
2023-08-03,40.24843260188087
2023-08-04,38.7296238244514
2023-08-05,41.767241379310335
2023-08-06,27.3385579937304
2023-08-07,41.0078369905956
2023-08-08,41.767241379310335
2023-08-09,38.7296238244514
2023-08-10,39.48902821316614
2023-08-11,34.93260188087773
2023-08-12,41.0078369905956
2023-08-13,26.57915360501567
2023-08-14,41.767241379310335
2023-08-15,38.7296238244514
2023-08-16,39.48902821316614
2023-08-17,39.48902821316614
2023-08-18,41.767241379310335
2023-08-19,38.7296238244514
2023-08-20,26.57915360501567
2023-08-21,41.0078369905956
2023-08-22,42.52664576802507
2023-08-23,41.0078369905956
2023-08-24,40.24843260188087
2023-08-25,39.48902821316614
2023-08-26,41.0078369905956
2023-08-27,29.616771159874602
2023-08-28,44.04545454545453
2023-08-29,39.48902821316614
2023-08-30,43.286050156739805
2023-08-31,41.767241379310335
2023-09-01,41.767241379310335
2023-09-02,47.8424764890282
2023-09-03,40.24843260188087
2023-09-04,50.880094043887134
2023-09-05,59.99294670846393
2023-09-06,54.6771159874608
2023-09-07,48.601880877742936
2023-09-08,47.083072100313466
2023-09-09,42.52664576802507
2023-09-10,27.3385579937304
2023-09-11,44.80485893416927
2023-09-12,42.52664576802507
2023-09-13,40.24843260188087
2023-09-14,37.97021943573667
2023-09-15,39.48902821316614
2023-09-16,41.0078369905956
2023-09-17,27.3385579937304
2023-09-18,43.286050156739805
2023-09-19,41.0078369905956
2023-09-20,41.0078369905956
2023-09-21,44.04545454545453
2023-09-22,37.21081504702194
2023-09-23,37.21081504702194
2023-09-24,26.57915360501567
2023-09-25,44.04545454545453
2023-09-26,44.04545454545453
2023-09-27,44.04545454545453
2023-09-28,45.564263322884
2023-09-29,41.767241379310335
2023-09-30,39.48902821316614
2023-10-01,28.857366771159867
2023-10-02,48.601880877742936
2023-10-03,45.564263322884
2023-10-04,43.286050156739805
2023-10-05,41.767241379310335
2023-10-06,38.7296238244514
2023-10-07,41.0078369905956
2023-10-08,31.8949843260188
2023-10-09,50.120689655172406
2023-10-10,44.80485893416927
2023-10-11,43.286050156739805
2023-10-12,44.04545454545453
2023-10-13,40.24843260188087
2023-10-14,40.24843260188087
2023-10-15,28.857366771159867
2023-10-16,39.48902821316614
2023-10-17,41.767241379310335
2023-10-18,41.0078369905956
2023-10-19,40.24843260188087
2023-10-20,38.7296238244514
2023-10-21,44.80485893416927
2023-10-22,28.857366771159867
2023-10-23,45.564263322884
2023-10-24,41.0078369905956
2023-10-25,44.04545454545453
2023-10-26,40.24843260188087
2023-10-27,39.48902821316614
2023-10-28,34.173197492163
2023-10-29,28.097962382445136
2023-10-30,44.80485893416927
2023-10-31,42.52664576802507
2023-11-01,41.767241379310335
2023-11-02,47.8424764890282
2023-11-03,44.04545454545453
2023-11-04,51.63949843260187
2023-11-05,30.376175548589334
2023-11-06,48.601880877742936
2023-11-07,47.083072100313466
2023-11-08,42.52664576802507
2023-11-09,40.24843260188087
2023-11-10,44.04545454545453
2023-11-11,41.0078369905956
2023-11-12,28.857366771159867
2023-11-13,43.286050156739805
2023-11-14,47.083072100313466
2023-11-15,46.32366771159874
2023-11-16,46.32366771159874
2023-11-17,42.52664576802507
2023-11-18,39.48902821316614
2023-11-19,28.857366771159867
2023-11-20,43.286050156739805
2023-11-21,44.04545454545453
2023-11-22,42.52664576802507
2023-11-23,31.13557993730407
2023-11-24,47.8424764890282
2023-11-25,37.97021943573667
2023-11-26,28.097962382445136
2023-11-27,46.32366771159874
2023-11-28,44.04545454545453
2023-11-29,43.286050156739805
2023-11-30,44.04545454545453
2023-12-01,42.52664576802507
2023-12-02,37.97021943573667
2023-12-03,28.097962382445136
2023-12-04,43.286050156739805
2023-12-05,46.32366771159874
2023-12-06,40.24843260188087
2023-12-07,40.24843260188087
2023-12-08,42.52664576802507
2023-12-09,38.7296238244514
2023-12-10,24.300940438871468
2023-12-11,41.767241379310335
2023-12-12,40.24843260188087
2023-12-13,40.24843260188087
2023-12-14,41.0078369905956
2023-12-15,38.7296238244514
2023-12-16,38.7296238244514
2023-12-17,22.782131661442
2023-12-18,36.4514106583072
2023-12-19,39.48902821316614
2023-12-20,40.24843260188087
2023-12-21,37.21081504702194
2023-12-22,40.83524508406953
2023-12-23,40.83524508406953
2023-12-24,24.611605870618405
2023-12-25,34.13867911085779
2023-12-26,76.00947563408377
2023-12-27,61.58079224850384
2023-12-28,53.84867483613564
2023-12-29,51.018167569108
2023-12-30,45.73685522941008
2023-12-31,34.13867911085779
2024-01-01,45.73685522941008
2024-01-02,65.82655314904531
2024-01-03,60.16553861499001
2024-01-04,57.71473354231974
2024-01-05,53.84867483613564
2024-01-06,43.286050156739805
2024-01-07,28.85736677115987
2024-01-08,43.286050156739805
2024-01-09,43.286050156739805
2024-01-10,46.116557423767446
2024-01-11,44.701303790253625
2024-01-12,42.90634796238244
2024-01-13,44.701303790253625
2024-01-14,36.58948418352807
2024-01-15,61.960494442861204
2024-01-16,61.58079224850384
2024-01-17,56.679182103163285
2024-01-18,60.16553861499001
2024-01-19,51.018167569108
2024-01-20,43.28605015673981
2024-01-21,31.480763750356225
2024-01-22,48.53284411513251
2024-01-23,48.53284411513251
2024-01-24,48.53284411513251
2024-01-25,47.221145625534334
2024-01-26,44.59774864633798
2024-01-27,45.90944713593616
2024-01-28,30.16906526075805
2024-01-29,48.53284411513251
2024-01-30,48.53284411513251
2024-01-31,48.53284411513251
2024-02-01,48.53284411513251
2024-02-02,49.84454260473069
2024-02-03,51.15624109432886
2024-02-04,34.104160729552575
2024-02-05,64.27322599031062
2024-02-06,68.20832145910515
2024-02-07,66.89662296950698
2024-02-08,97.06568823026502
2024-02-09,98.3773867198632
2024-02-10,127.23475349102307
2024-02-11,131.1698489598176
2024-02-12,93.1305927614705
2024-02-13,59.02643203191792
2024-02-14,48.53284411513251
2024-02-15,49.84454260473069
2024-02-16,41.97435166714163
2024-02-17,44.59774864633798
2024-02-18,32.7924622399544
2024-02-19,48.53284411513251
2024-02-20,48.53284411513251
2024-02-21,47.221145625534334
2024-02-22,44.59774864633798
2024-02-23,43.28605015673981
2024-02-24,45.90944713593616
2024-02-25,35.415859219150754
2024-02-26,45.90944713593616
2024-02-27,44.59774864633798
2024-02-28,43.28605015673981
2024-02-29,45.90944713593616
2024-03-01,41.97435166714163
2024-03-02,45.90944713593616
2024-03-03,30.16906526075805
2024-03-04,44.59774864633798
2024-03-05,41.97435166714163
2024-03-06,44.59774864633798
2024-03-07,44.59774864633798
2024-03-08,39.35095468794528
2024-03-09,44.59774864633798
2024-03-10,28.857366771159874
2024-03-11,43.28605015673981
2024-03-12,41.97435166714163
2024-03-13,49.84454260473069
2024-03-14,45.90944713593616
2024-03-15,43.28605015673981
2024-03-16,45.90944713593616
2024-03-17,31.480763750356225
2024-03-18,45.90944713593616
2024-03-19,44.59774864633798
2024-03-20,45.90944713593616
2024-03-21,43.28605015673981
2024-03-22,39.35095468794528
2024-03-23,40.662653177543454
2024-03-24,31.480763750356225
2024-03-25,45.90944713593616
2024-03-26,43.28605015673981
2024-03-27,41.97435166714163
2024-03-28,41.97435166714163
2024-03-29,41.97435166714163
2024-03-30,44.59774864633798
2024-03-31,30.16906526075805
2024-04-01,49.84454260473069
2024-04-02,49.84454260473069
2024-04-03,45.90944713593616
2024-04-04,48.53284411513251
2024-04-05,43.28605015673981
2024-04-06,53.77963807352522
2024-04-07,32.7924622399544
2024-04-08,43.28605015673981
2024-04-09,48.53284411513251
2024-04-10,48.53284411513251
2024-04-11,47.221145625534334
2024-04-12,45.90944713593616
2024-04-13,56.40303505272157
2024-04-14,35.415859219150754
2024-04-15,47.221145625534334
2024-04-16,48.53284411513251
2024-04-17,48.53284411513251
2024-04-18,47.221145625534334
2024-04-19,49.84454260473069
2024-04-20,48.53284411513251
2024-04-21,32.7924622399544
2024-04-22,56.40303505272157
2024-04-23,51.15624109432886
2024-04-24,51.15624109432886
2024-04-25,48.53284411513251
2024-04-26,41.97435166714163
2024-04-27,44.59774864633798
2024-04-28,32.7924622399544
2024-04-29,49.84454260473069
2024-04-30,49.84454260473069
2024-05-01,51.15624109432886
2024-05-02,53.77963807352522
2024-05-03,49.84454260473069
2024-05-04,45.90944713593616
2024-05-05,35.415859219150754
2024-05-06,49.84454260473069
2024-05-07,48.53284411513251
2024-05-08,47.221145625534334
2024-05-09,45.90944713593616
2024-05-10,43.28605015673981
2024-05-11,49.84454260473069
2024-05-12,27.545668281561696
2024-05-13,47.221145625534334
2024-05-14,40.662653177543454
2024-05-15,44.59774864633798
2024-05-16,45.90944713593616
2024-05-17,43.28605015673981
2024-05-18,43.28605015673981
2024-05-19,28.857366771159874
2024-05-20,52.46793958392704
2024-05-21,47.221145625534334
2024-05-22,43.28605015673981
2024-05-23,44.59774864633798
2024-05-24,43.28605015673981
2024-05-25,48.53284411513251
2024-05-26,40.662653177543454
2024-05-27,56.40303505272157
2024-05-28,68.20832145910515
2024-05-29,57.71473354231975
2024-05-30,53.77963807352522
2024-05-31,49.84454260473069
2024-06-01,47.221145625534334
2024-06-02,31.480763750356225
2024-06-03,51.15624109432886
2024-06-04,49.84454260473069
2024-06-05,45.90944713593616
2024-06-06,44.59774864633798
2024-06-07,41.97435166714163
2024-06-08,48.53284411513251
2024-06-09,30.16906526075805
2024-06-10,52.46793958392704
2024-06-11,47.221145625534334
2024-06-12,47.221145625534334
2024-06-13,43.28605015673981
2024-06-14,40.662653177543454
2024-06-15,47.221145625534334
2024-06-16,27.545668281561696
2024-06-17,44.59774864633798
2024-06-18,43.28605015673981
2024-06-19,48.53284411513251
2024-06-20,45.90944713593616
2024-06-21,44.59774864633798
2024-06-22,47.221145625534334
2024-06-23,28.857366771159874
2024-06-24,48.53284411513251
2024-06-25,45.90944713593616
2024-06-26,39.35095468794528
2024-06-27,43.28605015673981
2024-06-28,41.97435166714163
2024-06-29,53.77963807352522
2024-06-30,30.16906526075805
2024-07-01,49.84454260473069
2024-07-02,52.46793958392704
2024-07-03,56.40303505272157
2024-07-04,47.221145625534334
2024-07-05,53.77963807352522
2024-07-06,49.84454260473069
2024-07-07,31.480763750356225
2024-07-08,44.59774864633798
2024-07-09,44.59774864633798
2024-07-10,45.90944713593616
2024-07-11,43.28605015673981
2024-07-12,40.662653177543454
2024-07-13,45.90944713593616
2024-07-14,26.23396979196352
2024-07-15,40.662653177543454
2024-07-16,43.28605015673981
2024-07-17,41.97435166714163
2024-07-18,43.28605015673981
2024-07-19,40.662653177543454
2024-07-20,43.28605015673981
2024-07-21,35.415859219150754
2024-07-22,48.53284411513251
2024-07-23,45.90944713593616
2024-07-24,41.97435166714163
2024-07-25,41.97435166714163
2024-07-26,40.662653177543454
2024-07-27,49.84454260473069
2024-07-28,26.23396979196352
2024-07-29,40.662653177543454
2024-07-30,39.35095468794528
2024-07-31,39.35095468794528
2024-08-01,36.72755770874893
2024-08-02,39.35095468794528
2024-08-03,45.90944713593616
2024-08-04,27.545668281561696
2024-08-05,43.28605015673981
2024-08-06,44.59774864633798
2024-08-07,43.28605015673981
2024-08-08,43.28605015673981
2024-08-09,39.35095468794528
2024-08-10,45.90944713593616
2024-08-11,28.857366771159874
2024-08-12,43.28605015673981
2024-08-13,41.97435166714163
2024-08-14,41.97435166714163
2024-08-15,43.28605015673981
2024-08-16,38.039256198347104
2024-08-17,51.15624109432886
2024-08-18,27.545668281561696
2024-08-19,40.69116836209994
2024-08-20,40.69116836209994
2024-08-21,43.200504603070364
2024-08-22,41.94583648258515
2024-08-23,37.58301324544339
2024-08-24,47.56332784021212
2024-08-25,28.80033640204691
2024-08-26,43.200504603070364
2024-08-27,43.200504603070364
2024-08-28,42.54465535827127
2024-08-29,38.18183212112952
2024-08-30,39.43650024161472
2024-08-31,45.709840844040784
2024-09-01,38.8376813659286
2024-09-02,50.072664081182545
2024-09-03,66.98216852317643
2024-09-04,58.855340924579025
2024-09-05,48.21917708501121
2024-09-06,44.45517272355558
2024-09-07,47.56332784021212
2024-09-08,27.545668281561696
2024-09-09,41.94583648258515
2024-09-10,39.43650024161472
2024-09-11,40.69116836209994
2024-09-12,43.79932347875649
2024-09-13,38.18183212112952
2024-09-14,45.709840844040784
2024-09-15,28.80033640204691
2024-09-16,47.9055100548899
2024-09-17,45.510234552145405
2024-09-18,44.312596800773164
2024-09-19,40.71968354665642
2024-09-20,40.71968354665642
2024-09-21,50.3007855576344
2024-09-22,31.138581535678437
2024-09-23,41.91732129802867
