Time,radical
2022-08-12,43.0
2022-08-13,34.0
2022-08-14,37.0
2022-08-15,45.0
2022-08-16,48.0
2022-08-17,47.0
2022-08-18,52.0
2022-08-19,49.0
2022-08-20,34.0
2022-08-21,41.0
2022-08-22,48.0
2022-08-23,58.0
2022-08-24,63.0
2022-08-25,65.0
2022-08-26,56.0
2022-08-27,40.0
2022-08-28,47.0
2022-08-29,61.74324324324324
2022-08-30,68.05405405405406
2022-08-31,72.91891891891892
2022-09-01,70.0
2022-09-02,65.13513513513513
2022-09-03,42.78378378378378
2022-09-04,38.89189189189189
2022-09-05,46.67567567567568
2022-09-06,68.05405405405406
2022-09-07,68.05405405405406
2022-09-08,75.83783783783784
2022-09-09,70.0
2022-09-10,42.78378378378378
2022-09-11,46.17567567567568
2022-09-12,78.25675675675676
2022-09-13,75.33783783783784
2022-09-14,73.8918918918919
2022-09-15,76.3108108108108
2022-09-16,70.97297297297297
2022-09-17,38.89189189189189
2022-09-18,47.148648648648646
2022-09-19,76.8108108108108
2022-09-20,72.91891891891892
2022-09-21,75.33783783783784
2022-09-22,72.91891891891892
2022-09-23,67.08108108108108
2022-09-24,40.83783783783784
2022-09-25,44.229729729729726
2022-09-26,64.16216216216216
2022-09-27,66.21621621621621
2022-09-28,68.10810810810811
2022-09-29,68.10810810810811
2022-09-30,64.32432432432432
2022-10-01,42.567567567567565
2022-10-02,44.45945945945946
2022-10-03,70.94594594594595
2022-10-04,69.05405405405405
2022-10-05,67.16216216216216
2022-10-06,71.89189189189189
2022-10-07,61.486486486486484
2022-10-08,35.945945945945944
2022-10-09,38.78378378378378
2022-10-10,58.648648648648646
2022-10-11,65.27027027027027
2022-10-12,67.16216216216216
2022-10-13,66.21621621621621
2022-10-14,54.86486486486486
2022-10-15,38.78378378378378
2022-10-16,39.729729729729726
2022-10-17,67.16216216216216
2022-10-18,69.05405405405405
2022-10-19,70.94594594594595
2022-10-20,70.0
2022-10-21,62.432432432432435
2022-10-22,39.729729729729726
2022-10-23,43.513513513513516
2022-10-24,66.21621621621621
2022-10-25,70.0
2022-10-26,67.16216216216216
2022-10-27,68.10810810810811
2022-10-28,63.37837837837838
2022-10-29,35.945945945945944
2022-10-30,40.67567567567568
2022-10-31,64.32432432432432
2022-11-01,68.10810810810811
2022-11-02,70.94594594594595
2022-11-03,76.62162162162163
2022-11-04,70.0
2022-11-05,41.62162162162162
2022-11-06,38.78378378378378
2022-11-07,66.21621621621621
2022-11-08,62.432432432432435
2022-11-09,65.27027027027027
2022-11-10,68.10810810810811
2022-11-11,53.91891891891892
2022-11-12,41.62162162162162
2022-11-13,44.45945945945946
2022-11-14,73.78378378378379
2022-11-15,78.51351351351352
2022-11-16,77.56756756756756
2022-11-17,81.35135135135135
2022-11-18,69.05405405405405
2022-11-19,38.78378378378378
2022-11-20,41.62162162162162
2022-11-21,58.648648648648646
2022-11-22,50.13513513513514
2022-11-23,38.78378378378378
2022-11-24,34.054054054054056
2022-11-25,34.054054054054056
2022-11-26,36.891891891891895
2022-11-27,39.729729729729726
2022-11-28,66.21621621621621
2022-11-29,70.94594594594595
2022-11-30,80.4054054054054
2022-12-01,78.51351351351352
2022-12-02,71.89189189189189
2022-12-03,43.513513513513516
2022-12-04,44.45945945945946
2022-12-05,74.72972972972973
2022-12-06,84.1891891891892
2022-12-07,84.1891891891892
2022-12-08,87.02702702702703
2022-12-09,75.67567567567568
2022-12-10,42.567567567567565
2022-12-11,44.45945945945946
2022-12-12,75.67567567567568
2022-12-13,75.67567567567568
2022-12-14,73.78378378378379
2022-12-15,73.78378378378379
2022-12-16,61.486486486486484
2022-12-17,36.891891891891895
2022-12-18,37.83783783783784
2022-12-19,54.86486486486486
2022-12-20,52.972972972972975
2022-12-21,44.45945945945946
2022-12-22,36.891891891891895
2022-12-23,29.324324324324323
2022-12-24,26.486486486486488
2022-12-25,27.43243243243243
2022-12-26,31.216216216216218
2022-12-27,31.216216216216218
2022-12-28,35.0
2022-12-29,32.16216216216216
2022-12-30,30.27027027027027
2022-12-31,30.27027027027027
2023-01-01,28.37837837837838
2023-01-02,36.891891891891895
2023-01-03,46.351351351351354
2023-01-04,58.648648648648646
2023-01-05,70.94594594594595
2023-01-06,67.16216216216216
2023-01-07,37.83783783783784
2023-01-08,37.83783783783784
2023-01-09,70.0
2023-01-10,84.1891891891892
2023-01-11,84.1891891891892
2023-01-12,85.13513513513513
2023-01-13,75.67567567567568
2023-01-14,38.78378378378378
2023-01-15,40.67567567567568
2023-01-16,49.189189189189186
2023-01-17,83.24324324324324
2023-01-18,89.86486486486487
2023-01-19,90.8108108108108
2023-01-20,81.35135135135135
2023-01-21,46.351351351351354
2023-01-22,46.351351351351354
2023-01-23,87.02702702702703
2023-01-24,89.86486486486487
2023-01-25,86.08108108108108
2023-01-26,90.8108108108108
2023-01-27,83.24324324324324
2023-01-28,45.4054054054054
2023-01-29,47.2972972972973
2023-01-30,83.24324324324324
2023-01-31,82.29729729729729
2023-02-01,85.13513513513513
2023-02-02,88.91891891891892
2023-02-03,83.24324324324324
2023-02-04,44.45945945945946
2023-02-05,48.24324324324324
2023-02-06,84.1891891891892
2023-02-07,93.64864864864865
2023-02-08,88.91891891891892
2023-02-09,91.75675675675676
2023-02-10,88.91891891891892
2023-02-11,45.4054054054054
2023-02-12,43.513513513513516
2023-02-13,80.4054054054054
2023-02-14,85.13513513513513
2023-02-15,94.5945945945946
2023-02-16,93.64864864864865
2023-02-17,81.35135135135135
2023-02-18,41.62162162162162
2023-02-19,43.513513513513516
2023-02-20,57.7027027027027
2023-02-21,76.62162162162163
2023-02-22,82.29729729729729
2023-02-23,86.08108108108108
2023-02-24,77.56756756756756
2023-02-25,46.351351351351354
2023-02-26,50.13513513513514
2023-02-27,87.97297297297297
2023-02-28,85.13513513513513
2023-03-01,90.8108108108108
2023-03-02,94.5945945945946
2023-03-03,79.45945945945945
2023-03-04,46.351351351351354
2023-03-05,49.189189189189186
2023-03-06,81.35135135135135
2023-03-07,93.64864864864865
2023-03-08,84.1891891891892
2023-03-09,87.97297297297297
2023-03-10,79.45945945945945
2023-03-11,39.729729729729726
2023-03-12,44.45945945945946
2023-03-13,66.21621621621621
2023-03-14,69.05405405405405
2023-03-15,79.45945945945945
2023-03-16,82.29729729729729
2023-03-17,62.432432432432435
2023-03-18,39.729729729729726
2023-03-19,41.62162162162162
2023-03-20,73.78378378378379
2023-03-21,84.1891891891892
2023-03-22,79.45945945945945
2023-03-23,81.35135135135135
2023-03-24,72.83783783783784
2023-03-25,39.729729729729726
2023-03-26,42.567567567567565
2023-03-27,82.29729729729729
2023-03-28,78.51351351351352
2023-03-29,87.97297297297297
2023-03-30,77.56756756756756
2023-03-31,72.83783783783784
2023-04-01,42.567567567567565
2023-04-02,42.567567567567565
2023-04-03,72.83783783783784
2023-04-04,77.56756756756756
2023-04-05,75.67567567567568
2023-04-06,70.0
2023-04-07,49.189189189189186
2023-04-08,41.62162162162162
2023-04-09,43.513513513513516
2023-04-10,67.16216216216216
2023-04-11,73.78378378378379
2023-04-12,78.51351351351352
2023-04-13,75.67567567567568
2023-04-14,71.89189189189189
2023-04-15,38.78378378378378
2023-04-16,44.45945945945946
2023-04-17,82.29729729729729
2023-04-18,77.56756756756756
2023-04-19,78.51351351351352
2023-04-20,85.13513513513513
2023-04-21,69.05405405405405
2023-04-22,43.513513513513516
2023-04-23,45.4054054054054
2023-04-24,79.45945945945945
2023-04-25,83.24324324324324
2023-04-26,81.64318573893043
2023-04-27,79.30851063829788
2023-04-28,70.88556641748131
2023-04-29,40.47441058079356
2023-04-30,48.42438182863715
2023-05-01,79.30851063829788
2023-05-02,82.1161587119034
2023-05-03,76.50086256469237
2023-05-04,77.66820011500863
2023-05-05,68.0779183438758
2023-05-06,36.49942495687176
2023-05-07,44.449396204715356
2023-05-08,74.86055204140311
2023-05-09,74.86055204140311
2023-05-10,76.50086256469237
2023-05-11,76.02788959171939
2023-05-12,68.0779183438758
2023-05-13,38.834100057504315
2023-05-14,38.834100057504315
2023-05-15,77.66820011500863
2023-05-16,70.41259344450833
2023-05-17,77.66820011500863
2023-05-18,72.52587694077056
2023-05-19,65.27027027027027
2023-05-20,36.026451983898795
2023-05-21,37.19378953421507
2023-05-22,64.102932719954
2023-05-23,64.79729729729729
2023-05-24,64.102932719954
2023-05-25,59.71535365152387
2023-05-26,48.605520414031055
2023-05-27,31.940770557791836
2023-05-28,34.71822886716504
2023-05-29,38.88441633122485
2023-05-30,56.93789534215067
2023-05-31,55.54916618746407
2023-06-01,56.93789534215067
2023-06-02,48.605520414031055
2023-06-03,37.49568717653825
2023-06-04,38.88441633122485
2023-06-05,49.994249568717656
2023-06-06,58.32662449683727
2023-06-07,52.771707878090865
2023-06-08,48.605520414031055
2023-06-09,45.82806210465785
2023-06-10,34.71822886716504
2023-06-11,38.88441633122485
2023-06-12,48.605520414031055
2023-06-13,47.216791259344454
2023-06-14,47.216791259344454
2023-06-15,45.82806210465785
2023-06-16,44.43933294997125
2023-06-17,36.10695802185164
2023-06-18,37.49568717653825
2023-06-19,43.05060379528465
2023-06-20,43.05060379528465
2023-06-21,41.66187464059805
2023-06-22,41.66187464059805
2023-06-23,34.71822886716504
2023-06-24,31.940770557791836
2023-06-25,33.32949971247844
2023-06-26,40.27314548591145
2023-06-27,41.66187464059805
2023-06-28,41.66187464059805
2023-06-29,40.27314548591145
2023-06-30,38.88441633122485
2023-07-01,31.940770557791836
2023-07-02,33.32949971247844
2023-07-03,38.88441633122485
2023-07-04,34.71822886716504
2023-07-05,38.88441633122485
2023-07-06,40.27314548591145
2023-07-07,37.49568717653825
2023-07-08,33.32949971247844
2023-07-09,37.49568717653825
2023-07-10,41.66187464059805
2023-07-11,41.66187464059805
2023-07-12,41.66187464059805
2023-07-13,40.27314548591145
2023-07-14,38.88441633122485
2023-07-15,36.10695802185164
2023-07-16,36.10695802185164
2023-07-17,40.27314548591145
2023-07-18,40.27314548591145
2023-07-19,41.66187464059805
2023-07-20,40.27314548591145
2023-07-21,38.88441633122485
2023-07-22,33.32949971247844
2023-07-23,36.10695802185164
2023-07-24,38.88441633122485
2023-07-25,38.88441633122485
2023-07-26,40.27314548591145
2023-07-27,41.66187464059805
2023-07-28,36.10695802185164
2023-07-29,33.32949971247844
2023-07-30,34.71822886716504
2023-07-31,37.49568717653825
2023-08-01,40.27314548591145
2023-08-02,38.88441633122485
2023-08-03,49.994249568717656
2023-08-04,47.216791259344454
2023-08-05,40.27314548591145
2023-08-06,43.05060379528465
2023-08-07,49.994249568717656
2023-08-08,48.605520414031055
2023-08-09,43.05060379528465
2023-08-10,47.216791259344454
2023-08-11,44.43933294997125
2023-08-12,38.88441633122485
2023-08-13,43.05060379528465
2023-08-14,49.994249568717656
2023-08-15,48.605520414031055
2023-08-16,48.605520414031055
2023-08-17,54.160437032777466
2023-08-18,51.38297872340426
2023-08-19,37.49568717653825
2023-08-20,47.216791259344454
2023-08-21,58.32662449683727
2023-08-22,63.88154111558367
2023-08-23,65.27027027027027
2023-08-24,63.88154111558367
2023-08-25,62.49281196089707
2023-08-26,43.05060379528465
2023-08-27,51.38297872340426
2023-08-28,68.04772857964348
2023-08-29,65.27027027027027
2023-08-30,70.82518688901668
2023-08-31,72.21391604370328
2023-09-01,65.27027027027027
2023-09-02,41.66187464059805
2023-09-03,44.43933294997125
2023-09-04,52.771707878090865
2023-09-05,69.43645773433008
2023-09-06,74.9913743530765
2023-09-07,79.1575618171363
2023-09-08,68.04772857964348
2023-09-09,44.43933294997125
2023-09-10,48.605520414031055
2023-09-11,77.7688326624497
2023-09-12,87.4899367452559
2023-09-13,80.5462909718229
2023-09-14,77.7688326624497
2023-09-15,74.9913743530765
2023-09-16,44.43933294997125
2023-09-17,49.994249568717656
2023-09-18,77.7688326624497
2023-09-19,86.1012075905693
2023-09-20,86.1012075905693
2023-09-21,80.5462909718229
2023-09-22,69.43645773433008
2023-09-23,44.43933294997125
2023-09-24,49.994249568717656
2023-09-25,70.82518688901668
2023-09-26,74.9913743530765
2023-09-27,79.1575618171363
2023-09-28,79.1575618171363
2023-09-29,72.21391604370328
2023-09-30,45.82806210465785
2023-10-01,49.994249568717656
2023-10-02,77.7688326624497
2023-10-03,80.5462909718229
2023-10-04,81.9350201265095
2023-10-05,76.3801035077631
2023-10-06,72.21391604370328
2023-10-07,43.05060379528465
2023-10-08,49.994249568717656
2023-10-09,69.43645773433008
2023-10-10,76.3801035077631
2023-10-11,79.1575618171363
2023-10-12,84.7124784358827
2023-10-13,72.21391604370328
2023-10-14,48.605520414031055
2023-10-15,52.771707878090865
2023-10-16,80.5462909718229
2023-10-17,84.7124784358827
2023-10-18,91.6561242093157
2023-10-19,98.59976998274871
2023-10-20,83.3237492811961
2023-10-21,74.9913743530765
2023-10-22,70.82518688901668
2023-10-23,90.2673950546291
2023-10-24,91.6561242093157
2023-10-25,91.6561242093157
2023-10-26,93.04485336400231
2023-10-27,84.7124784358827
2023-10-28,59.71535365152387
2023-10-29,66.65899942495687
2023-10-30,91.6561242093157
2023-10-31,87.4899367452559
2023-11-01,91.6561242093157
2023-11-02,115.26451983898794
2023-11-03,127.76308223116735
2023-11-04,138.87291546866015
2023-11-05,138.87291546866015
2023-11-06,134.70672800460036
2023-11-07,122.20816561242094
2023-11-08,111.09833237492813
2023-11-09,104.15468660149513
2023-11-10,99.98849913743531
2023-11-11,105.54341575618173
2023-11-12,112.48706152961473
2023-11-13,109.70960322024153
2023-11-14,97.21104082806211
2023-11-15,113.87579068430134
2023-11-16,104.15468660149513
2023-11-17,97.21104082806211
2023-11-18,81.9350201265095
2023-11-19,91.6561242093157
2023-11-20,88.8786658999425
2023-11-21,77.7688326624497
2023-11-22,63.88154111558367
2023-11-23,56.93789534215067
2023-11-24,72.21391604370328
2023-11-25,73.60264519838988
2023-11-26,86.1012075905693
2023-11-27,87.4899367452559
2023-11-28,95.82231167337551
2023-11-29,95.82231167337551
2023-11-30,97.21104082806211
2023-12-01,88.8786658999425
2023-12-02,63.88154111558367
2023-12-03,63.88154111558367
2023-12-04,99.98849913743531
2023-12-05,93.04485336400231
2023-12-06,94.43358251868891
2023-12-07,94.43358251868891
2023-12-08,94.43358251868891
2023-12-09,55.54916618746407
2023-12-10,68.04772857964348
2023-12-11,94.43358251868891
2023-12-12,84.7124784358827
2023-12-13,87.4899367452559
2023-12-14,90.2673950546291
2023-12-15,69.43645773433008
2023-12-16,47.216791259344454
2023-12-17,54.160437032777466
2023-12-18,70.82518688901668
2023-12-19,68.04772857964348
2023-12-20,56.93789534215067
2023-12-21,52.771707878090865
2023-12-22,43.513513513513516
2023-12-23,40.38887291546867
2023-12-24,39.11587119033928
2023-12-25,46.05951696377228
2023-12-26,45.4808798159862
2023-12-27,42.93487636572743
2023-12-28,41.66187464059805
2023-12-29,41.66187464059805
2023-12-30,38.537234042553195
2023-12-31,40.38887291546867
2024-01-01,44.786515238642906
2024-01-02,48.605520414031055
2024-01-03,55.54916618746407
2024-01-04,70.01509488211616
2024-01-05,62.49281196089707
2024-01-06,47.33251868890167
2024-01-07,51.73016101207591
2024-01-08,71.28809660724555
2024-01-09,76.3801035077631
2024-01-10,84.59675100632549
2024-01-11,87.14275445658424
2024-01-12,80.77774583093733
2024-01-13,47.33251868890167
2024-01-14,48.605520414031055
2024-01-15,53.0031627372053
2024-01-16,77.65310523289247
2024-01-17,85.86975273145487
2024-01-18,92.81339850488787
2024-01-19,82.05074755606671
2024-01-20,49.76279470960322
2024-01-21,52.07734330074756
2024-01-22,89.11012075905694
2024-01-23,90.2673950546291
2024-01-24,90.2673950546291
2024-01-25,90.2673950546291
2024-01-26,86.7955721679126
2024-01-27,61.33553766532491
2024-01-28,72.90828062104659
2024-01-29,96.05376653248995
2024-01-30,98.36831512363428
2024-01-31,98.36831512363428
2024-02-01,97.21104082806211
2024-02-02,89.11012075905694
2024-02-03,53.23461759631973
2024-02-04,63.65008625646924
2024-02-05,97.21104082806211
2024-02-06,90.2673950546291
2024-02-07,97.21104082806211
2024-02-08,97.21104082806211
2024-02-09,83.3237492811961
2024-02-10,53.23461759631973
2024-02-11,60.178263369752734
2024-02-12,78.69465209890743
2024-02-13,92.58194364577344
2024-02-14,90.2673950546291
2024-02-15,92.58194364577344
2024-02-16,78.69465209890743
2024-02-17,52.07734330074756
2024-02-18,53.23461759631973
2024-02-19,65.96463484761358
2024-02-20,93.7392179413456
2024-02-21,86.7955721679126
2024-02-22,90.2673950546291
2024-02-23,82.16647498562392
2024-02-24,50.92006900517539
2024-02-25,56.70644048303623
2024-02-26,91.42466935020127
2024-02-27,92.58194364577344
2024-02-28,92.58194364577344
2024-02-29,92.58194364577344
2024-03-01,85.63829787234043
2024-03-02,49.76279470960322
2024-03-03,53.23461759631973
2024-03-04,87.95284646348476
2024-03-05,96.05376653248995
2024-03-06,96.05376653248995
2024-03-07,91.42466935020127
2024-03-08,77.53737780333526
2024-03-09,47.44824611845889
2024-03-10,48.605520414031055
2024-03-11,72.90828062104659
2024-03-12,76.38010350776308
2024-03-13,89.11012075905694
2024-03-14,82.16647498562392
2024-03-15,68.27918343875791
2024-03-16,45.13369752731455
2024-03-17,52.07734330074756
2024-03-18,78.69465209890743
2024-03-19,89.11012075905694
2024-03-20,82.16647498562392
2024-03-21,82.16647498562392
2024-03-22,71.75100632547442
2024-03-23,49.76279470960322
2024-03-24,55.54916618746407
2024-03-25,82.16647498562392
2024-03-26,78.69465209890743
2024-03-27,81.00920069005176
2024-03-28,78.69465209890743
2024-03-29,53.23461759631973
2024-03-30,45.13369752731455
2024-03-31,48.605520414031055
2024-04-01,67.12190914318575
2024-04-02,74.06555491661875
2024-04-03,75.22282921219092
2024-04-04,76.38010350776308
2024-04-05,72.90828062104659
2024-04-06,43.97642323174238
2024-04-07,48.605520414031055
2024-04-08,70.59373202990224
2024-04-09,79.85192639447959
2024-04-10,79.85192639447959
2024-04-11,84.48102357676827
2024-04-12,77.53737780333526
2024-04-13,48.605520414031055
2024-04-14,52.07734330074756
2024-04-15,84.48102357676827
2024-04-16,84.48102357676827
2024-04-17,83.3237492811961
2024-04-18,93.7392179413456
2024-04-19,85.63829787234043
2024-04-20,50.92006900517539
2024-04-21,57.8637147786084
2024-04-22,87.95284646348476
2024-04-23,89.11012075905694
2024-04-24,89.11012075905694
2024-04-25,91.42466935020127
2024-04-26,84.48102357676827
2024-04-27,46.29097182288672
2024-04-28,54.391891891891895
2024-04-29,93.7392179413456
2024-04-30,90.2673950546291
2024-05-01,93.7392179413456
2024-05-02,92.58194364577344
2024-05-03,115.7274295572168
2024-05-04,62.49281196089707
2024-05-05,70.59373202990224
2024-05-06,91.42466935020127
2024-05-07,91.42466935020127
2024-05-08,94.89649223691778
2024-05-09,91.42466935020127
2024-05-10,77.53737780333526
2024-05-11,43.97642323174238
2024-05-12,54.391891891891895
2024-05-13,81.00920069005176
2024-05-14,82.16647498562392
2024-05-15,77.53737780333526
2024-05-16,77.53737780333526
2024-05-17,71.75100632547442
2024-05-18,43.97642323174238
2024-05-19,50.92006900517539
2024-05-20,74.06555491661875
2024-05-21,75.22282921219092
2024-05-22,69.43645773433008
2024-05-23,65.96463484761358
2024-05-24,54.391891891891895
2024-05-25,42.819148936170215
2024-05-26,38.19005175388154
2024-05-27,43.97642323174238
2024-05-28,62.49281196089707
2024-05-29,65.96463484761358
2024-05-30,63.65008625646924
2024-05-31,53.23461759631973
2024-06-01,41.66187464059805
2024-06-02,45.13369752731455
2024-06-03,56.70644048303623
2024-06-04,64.8073605520414
2024-06-05,64.8073605520414
2024-06-06,56.70644048303623
2024-06-07,54.391891891891895
2024-06-08,43.97642323174238
2024-06-09,43.97642323174238
2024-06-10,56.70644048303623
2024-06-11,54.391891891891895
2024-06-12,55.54916618746407
2024-06-13,47.44824611845889
2024-06-14,46.29097182288672
2024-06-15,34.71822886716504
2024-06-16,42.819148936170215
2024-06-17,47.44824611845889
2024-06-18,47.44824611845889
2024-06-19,40.50460034502588
2024-06-20,46.29097182288672
2024-06-21,43.97642323174238
2024-06-22,38.19005175388154
2024-06-23,42.819148936170215
2024-06-24,43.97642323174238
2024-06-25,43.97642323174238
2024-06-26,43.97642323174238
2024-06-27,43.97642323174238
2024-06-28,45.13369752731455
2024-06-29,37.032777458309376
2024-06-30,42.819148936170215
2024-07-01,41.66187464059805
2024-07-02,43.97642323174238
2024-07-03,40.50460034502588
2024-07-04,39.34732604945371
2024-07-05,42.819148936170215
2024-07-06,34.71822886716504
2024-07-07,38.19005175388154
2024-07-08,43.97642323174238
2024-07-09,46.29097182288672
2024-07-10,43.97642323174238
2024-07-11,43.97642323174238
2024-07-12,41.66187464059805
2024-07-13,38.19005175388154
2024-07-14,47.44824611845889
2024-07-15,42.819148936170215
2024-07-16,45.13369752731455
2024-07-17,41.66187464059805
2024-07-18,46.29097182288672
2024-07-19,41.66187464059805
2024-07-20,39.34732604945371
2024-07-21,41.66187464059805
2024-07-22,41.66187464059805
2024-07-23,40.50460034502588
2024-07-24,47.44824611845889
2024-07-25,49.76279470960322
2024-07-26,47.44824611845889
2024-07-27,39.34732604945371
2024-07-28,40.50460034502588
2024-07-29,41.66187464059805
2024-07-30,47.44824611845889
2024-07-31,46.29097182288672
2024-08-01,45.13369752731455
2024-08-02,38.19005175388154
2024-08-03,38.19005175388154
2024-08-04,38.19005175388154
2024-08-05,39.34732604945371
2024-08-06,52.07734330074756
2024-08-07,54.391891891891895
2024-08-08,48.605520414031055
2024-08-09,47.44824611845889
2024-08-10,39.34732604945371
2024-08-11,45.13369752731455
2024-08-12,47.44824611845889
2024-08-13,50.92006900517539
2024-08-14,54.391891891891895
2024-08-15,56.70644048303623
2024-08-16,54.391891891891895
2024-08-17,38.19005175388154
2024-08-18,40.620327774583096
2024-08-19,54.56548303622772
2024-08-20,61.21981023576769
2024-08-21,61.21981023576769
2024-08-22,64.86522426682001
2024-08-23,56.99575905692927
2024-08-24,41.835465784933874
2024-08-25,49.12629384703853
2024-08-26,62.434948246118466
2024-08-27,69.08927544565843
2024-08-28,67.29550028752158
2024-08-29,72.73468947671077
2024-08-30,62.434948246118466
2024-08-31,41.835465784933874
2024-09-01,44.26574180563543
2024-09-02,49.704930994824615
2024-09-03,69.08927544565843
2024-09-04,78.17387866589995
2024-09-05,82.45579355951696
2024-09-06,71.51955146635999
2024-09-07,45.4808798159862
2024-09-08,53.35034502587695
2024-09-09,76.3801035077631
2024-09-10,80.6041546866015
2024-09-11,86.67984473835537
2024-09-12,87.31634560092007
2024-09-13,80.02551753881542
2024-09-14,43.62924094307073
2024-09-15,47.27465497412307
2024-09-16,84.0181138585394
2024-09-17,82.74511213341002
2024-09-18,85.29111558366878
2024-09-19,80.19910868315124
2024-09-20,73.83410005750432
2024-09-21,45.82806210465785
2024-09-22,49.64706728004601
2024-09-23,86.56411730879816
2024-09-24,77.65310523289247
