Time,weather_radar
2024-09-28,23.51255081146269
2024-09-29,15.675033874308461
2024-09-30,11.756275405731346
2024-10-01,10.776585788587067
2024-10-02,6.857827320009951
2024-10-03,7.837516937154231
2024-10-04,11.756275405731346
2024-10-05,11.756275405731346
2024-10-06,17.63441310859702
2024-10-07,24.49224042860697
2024-10-08,23.51255081146269
2024-10-09,48.98448085721394
2024-10-10,33.30944698290548
2024-10-11,6.857827320009951
2024-10-12,9.79689617144279
2024-10-13,11.756275405731346
2024-10-14,7.837516937154231
2024-10-15,7.837516937154231
2024-10-16,5.878137702865673
2024-10-17,3.9187584685771153
2024-10-18,5.878137702865673
2024-10-19,4.898448085721395
2024-10-20,4.898448085721395
2024-10-21,4.898448085721395
2024-10-22,5.878137702865673
2024-10-23,3.9187584685771153
2024-10-24,4.898448085721395
2024-10-25,7.837516937154231
2024-10-26,5.878137702865673
2024-10-27,3.9187584685771153
2024-10-28,3.9187584685771153
2024-10-29,7.837516937154231
2024-10-30,17.63441310859702
2024-10-31,27.431309280039805
2024-11-01,9.79689617144279
2024-11-02,15.675033874308461
2024-11-03,25.47193004575125
2024-11-04,34.28913660004976
2024-11-05,19.59379234288558
2024-11-06,8.81720655429851
2024-11-07,11.756275405731346
2024-11-08,15.675033874308461
2024-11-09,12.735965022875625
2024-11-10,14.695344257164182
2024-11-11,7.837516937154231
2024-11-12,3.9187584685771153
2024-11-13,10.776585788587067
2024-11-14,11.756275405731346
2024-11-15,4.898448085721395
2024-11-16,3.9187584685771153
2024-11-17,8.81720655429851
2024-11-18,19.59379234288558
2024-11-19,15.675033874308461
2024-11-20,15.675033874308461
2024-11-21,13.715654640019903
2024-11-22,10.776585788587067
2024-11-23,5.878137702865673
2024-11-24,3.9187584685771153
2024-11-25,7.837516937154231
2024-11-26,7.837516937154231
2024-11-27,6.857827320009951
2024-11-28,11.756275405731346
2024-11-29,9.79689617144279
2024-11-30,9.79689617144279
2024-12-01,7.837516937154231
2024-12-02,6.857827320009951
2024-12-03,5.878137702865673
2024-12-04,11.756275405731346
2024-12-05,12.735965022875625
2024-12-06,4.898448085721395
2024-12-07,6.857827320009951
2024-12-08,7.837516937154231
2024-12-09,8.81720655429851
2024-12-10,9.79689617144279
2024-12-11,16.65472349145274
2024-12-12,8.81720655429851
2024-12-13,7.837516937154231
2024-12-14,14.695344257164182
2024-12-15,10.776585788587067
2024-12-16,10.776585788587067
2024-12-17,7.837516937154231
2024-12-18,12.735965022875625
2024-12-19,10.776585788587067
2024-12-20,9.79689617144279
2024-12-21,5.878137702865673
2024-12-22,3.9187584685771153
2024-12-23,6.857827320009951
2024-12-24,11.756275405731346
2024-12-25,9.79689617144279
2024-12-26,16.65472349145274
2024-12-27,14.695344257164182
2024-12-28,26.451619662895528
2024-12-29,29.390688514328364
2024-12-30,7.837516937154231
2024-12-31,10.776585788587067
2025-01-01,8.81720655429851
2025-01-02,8.81720655429851
2025-01-03,14.695344257164182
2025-01-04,22.532861194318414
2025-01-05,56.82199779436817
2025-01-06,41.14696392005971
2025-01-07,11.756275405731346
2025-01-08,14.695344257164182
2025-01-09,33.30944698290548
2025-01-10,50.9438600915025
2025-01-11,16.65472349145274
2025-01-12,7.837516937154231
2025-01-13,6.857827320009951
2025-01-14,7.837516937154231
2025-01-15,5.878137702865673
2025-01-16,7.837516937154231
2025-01-17,8.81720655429851
2025-01-18,13.715654640019903
2025-01-19,22.532861194318414
2025-01-20,16.65472349145274
2025-01-21,36.24851583433831
2025-01-22,13.715654640019903
2025-01-23,6.857827320009951
2025-01-24,3.9187584685771153
2025-01-25,4.898448085721395
2025-01-26,7.837516937154231
2025-01-27,6.857827320009951
2025-01-28,4.898448085721395
2025-01-29,6.857827320009951
2025-01-30,12.735965022875625
2025-01-31,11.756275405731346
2025-02-01,6.857827320009951
2025-02-02,6.857827320009951
2025-02-03,5.878137702865673
2025-02-04,5.878137702865673
2025-02-05,13.715654640019903
2025-02-06,17.63441310859702
2025-02-07,8.81720655429851
2025-02-08,15.675033874308461
2025-02-09,8.81720655429851
2025-02-10,7.837516937154231
2025-02-11,22.532861194318414
2025-02-12,35.26882621719404
2025-02-13,19.59379234288558
2025-02-14,14.695344257164182
2025-02-15,25.47193004575125
2025-02-16,45.06572238863683
2025-02-17,13.715654640019903
2025-02-18,24.49224042860697
2025-02-19,25.47193004575125
2025-02-20,11.756275405731346
2025-02-21,4.898448085721395
2025-02-22,4.898448085721395
2025-02-23,5.878137702865673
2025-02-24,7.837516937154231
2025-02-25,4.898448085721395
2025-02-26,3.9187584685771153
2025-02-27,5.878137702865673
2025-02-28,2.9390688514328365
2025-03-01,3.9187584685771153
2025-03-02,4.898448085721395
2025-03-03,6.857827320009951
2025-03-04,32.3297573657612
2025-03-05,31.350067748616922
2025-03-06,7.837516937154231
2025-03-07,7.837516937154231
2025-03-08,10.776585788587067
2025-03-09,9.79689617144279
2025-03-10,9.79689617144279
2025-03-11,3.9187584685771153
2025-03-12,7.837516937154231
2025-03-13,12.735965022875625
2025-03-14,25.47193004575125
2025-03-15,97.96896171442788
2025-03-16,57.801687411512454
2025-03-17,9.79689617144279
2025-03-18,4.898448085721395
2025-03-19,21.553171577174133
2025-03-20,14.695344257164182
2025-03-21,3.9187584685771153
2025-03-22,4.898448085721395
2025-03-23,13.715654640019903
2025-03-24,15.675033874308461
2025-03-25,5.878137702865673
2025-03-26,11.756275405731346
2025-03-27,15.675033874308461
2025-03-28,17.63441310859702
2025-03-29,23.51255081146269
2025-03-30,64.6595147315224
2025-03-31,45.06572238863683
2025-04-01,16.65472349145274
2025-04-02,62.700135497233845
2025-04-03,66.61889396581095
2025-04-04,35.26882621719404
2025-04-05,47.02510162292538
2025-04-06,28.410998897184086
2025-04-07,15.675033874308461
2025-04-08,7.837516937154231
2025-04-09,5.878137702865673
2025-04-10,13.715654640019903
2025-04-11,12.735965022875625
2025-04-12,6.857827320009951
2025-04-13,4.898448085721395
2025-04-14,6.857827320009951
2025-04-15,8.607273064910451
2025-04-16,3.9187584685771153
2025-04-17,12.036186724915426
2025-04-18,17.77436876818906
2025-04-19,24.562218258402993
2025-04-20,26.661553152283588
2025-04-21,16.72470132124876
2025-04-22,12.805942852671645
2025-04-23,19.59379234288558
2025-04-24,23.512550811462695
2025-04-25,22.182972045338317
2025-04-26,20.363548470641796
2025-04-27,12.526031533487565
2025-04-28,36.31849366413434
2025-04-29,39.957340813527374
2025-04-30,27.431309280039805
2025-05-01,29.250732854736327
2025-05-02,43.87609928210449
2025-05-03,35.26882621719404
2025-05-04,26.381641833099508
2025-05-05,22.742794683706475
2025-05-06,33.16949132331344
2025-05-07,17.77436876818906
2025-05-08,19.59379234288558
2025-05-09,19.87370366206966
2025-05-10,19.87370366206966
2025-05-11,17.49445744900498
2025-05-12,23.512550811462695
2025-05-13,18.54412489594528
2025-05-14,18.54412489594528
2025-05-15,31.909890386985083
2025-05-16,55.42244119844778
2025-05-17,48.144746899661705
2025-05-18,27.43130928003981
2025-05-19,43.106343154348274
2025-05-20,40.86705260087563
2025-05-21,25.192018726567174
2025-05-22,17.9143244277811
2025-05-23,15.115211235940302
2025-05-24,21.273260257990056
2025-05-25,29.110777195144287
2025-05-26,34.149180940457725
2025-05-27,29.670599833512448
2025-05-28,29.110777195144287
2025-05-29,23.512550811462695
2025-05-30,36.38847149393036
2025-05-31,20.15361498125374
2025-06-01,16.23485651267662
2025-06-02,16.23485651267662
2025-06-03,30.790245110248765
2025-06-04,35.8286488555622
2025-06-05,23.512550811462695
2025-06-06,30.790245110248765
2025-06-07,36.38847149393036
2025-06-08,41.42687523924379
2025-06-09,40.86705260087563
2025-06-10,22.952728173094535
2025-06-11,24.072373449830852
2025-06-12,30.790245110248765
2025-06-13,33.029535663721404
2025-06-14,41.42687523924379
2025-06-15,32.46971302535324
2025-06-16,27.99113191840797
2025-06-17,34.149180940457725
2025-06-18,55.98226383681594
2025-06-19,40.86705260087563
2025-06-20,20.713437619621896
2025-06-21,18.47414706614926
2025-06-22,19.033969704517418
2025-06-23,15.675033874308463
2025-06-24,20.713437619621896
2025-06-25,33.589358302089565
2025-06-26,39.18758468577116
2025-06-27,36.94829413229852
2025-06-28,35.8286488555622
2025-06-29,39.74740732413932
2025-06-30,36.38847149393036
2025-07-01,34.70900357882588
2025-07-02,23.512550811462695
2025-07-03,26.871486641671652
2025-07-04,33.589358302089565
2025-07-05,34.70900357882588
2025-07-06,38.067939409034835
2025-07-07,31.350067748616926
2025-07-08,35.8286488555622
2025-07-09,39.74740732413932
2025-07-10,31.350067748616926
2025-07-11,34.149180940457725
2025-07-12,44.22598843108459
2025-07-13,37.508116770666675
2025-07-14,35.26882621719404
2025-07-15,27.99113191840797
2025-07-16,46.46527898455723
2025-07-17,33.589358302089565
2025-07-18,25.192018726567174
2025-07-19,41.98669787761195
2025-07-20,30.230422471880605
2025-07-21,20.713437619621896
2025-07-22,19.033969704517418
2025-07-23,20.15361498125374
2025-07-24,21.833082896358217
2025-07-25,31.909890386985083
2025-07-26,31.350067748616926
2025-07-27,30.790245110248765
2025-07-28,25.75184136493533
2025-07-29,22.392905534726374
2025-07-30,26.871486641671652
2025-07-31,38.627762047402996
2025-08-01,21.833082896358217
2025-08-02,21.273260257990056
2025-08-03,18.47414706614926
2025-08-04,17.35450178941294
2025-08-05,16.23485651267662
2025-08-06,16.794679151044782
2025-08-07,15.675033874308463
2025-08-08,17.9143244277811
2025-08-09,22.952728173094535
2025-08-10,27.99113191840797
2025-08-11,20.15361498125374
2025-08-12,29.110777195144287
2025-08-13,30.230422471880605
2025-08-14,20.713437619621896
2025-08-15,22.952728173094535
2025-08-16,34.70900357882588
2025-08-17,31.909890386985083
2025-08-18,24.072373449830852
2025-08-19,29.670599833512448
2025-08-20,22.392905534726374
2025-08-21,20.713437619621896
2025-08-22,21.273260257990056
2025-08-23,22.392905534726374
2025-08-24,19.59379234288558
2025-08-25,15.675033874308463
2025-08-26,13.995565959203985
2025-08-27,12.875920682467665
2025-08-28,16.794679151044782
2025-08-29,17.9143244277811
2025-08-30,17.9143244277811
2025-08-31,20.15361498125374
2025-09-01,15.675033874308463
2025-09-02,11.756275405731348
2025-09-03,15.675033874308463
2025-09-04,19.59379234288558
2025-09-05,17.9143244277811
2025-09-06,39.18758468577116
2025-09-07,17.9143244277811
2025-09-08,10.07680749062687
2025-09-09,10.636630128995028
2025-09-10,7.8375169371542315
2025-09-11,6.158049022049753
2025-09-12,7.8375169371542315
2025-09-13,13.995565959203985
2025-09-14,8.95716221389055
2025-09-15,7.8375169371542315
2025-09-16,10.636630128995028
2025-09-17,15.115211235940302
2025-09-18,13.435743320835826
2025-09-19,13.435743320835826
2025-09-20,18.47414706614926
2025-09-21,22.952728173094535
2025-09-22,25.192018726567174
2025-09-23,23.512550811462695
2025-09-24,24.072373449830852
2025-09-25,22.952728173094535
2025-09-26,16.23485651267662
2025-09-27,17.35450178941294
2025-09-28,11.756275405731348
2025-09-29,11.196452767363187
2025-09-30,7.277694298786072
2025-10-01,5.038403745313435
2025-10-02,6.158049022049753
2025-10-03,6.717871660417913
2025-10-04,8.95716221389055
2025-10-05,11.196452767363187
2025-10-06,15.675033874308463
2025-10-07,16.794679151044782
2025-10-08,10.636630128995028
2025-10-09,9.516984852258709
2025-10-10,14.555388597572144
2025-10-11,15.675033874308463
2025-10-12,20.15361498125374
2025-10-13,15.675033874308463
2025-10-14,10.636630128995028
2025-10-15,6.158049022049753
2025-10-16,5.038403745313435
2025-10-17,6.158049022049753
2025-10-18,26.31166400330349
2025-10-19,25.192018726567174
2025-10-20,7.8375169371542315
2025-10-21,9.516984852258709
2025-10-22,7.8375169371542315
2025-10-23,6.717871660417913
2025-10-24,15.115211235940302
2025-10-25,27.43130928003981
2025-10-26,21.273260257990056
2025-10-27,16.794679151044782
2025-10-28,18.47414706614926
2025-10-29,12.316098044099506
2025-10-30,11.196452767363187
2025-10-31,5.5982263836815935
2025-11-01,8.397339575522391
2025-11-02,6.158049022049753
2025-11-03,3.9187584685771157
2025-11-04,3.3589358302089565
2025-11-05,5.038403745313435
2025-11-06,4.478581106945275
2025-11-07,10.636630128995028
2025-11-08,11.196452767363187
2025-11-09,16.23485651267662
2025-11-10,12.316098044099506
2025-11-11,6.158049022049753
2025-11-12,3.9187584685771157
2025-11-13,5.5982263836815935
2025-11-14,5.5982263836815935
2025-11-15,9.516984852258709
2025-11-16,8.95716221389055
2025-11-17,6.158049022049753
2025-11-18,12.316098044099506
2025-11-19,8.95716221389055
2025-11-20,17.9143244277811
2025-11-21,12.875920682467665
2025-11-22,9.516984852258709
2025-11-23,7.277694298786072
2025-11-24,15.115211235940302
2025-11-25,17.9143244277811
2025-11-26,11.756275405731348
2025-11-27,8.397339575522391
2025-11-28,12.875920682467665
2025-11-29,26.871486641671652
2025-11-30,20.15361498125374
2025-12-01,18.47414706614926
2025-12-02,18.47414706614926
2025-12-03,7.8375169371542315
2025-12-04,13.435743320835826
2025-12-05,10.07680749062687
2025-12-06,9.516984852258709
2025-12-07,12.316098044099506
2025-12-08,11.756275405731348
2025-12-09,11.196452767363187
2025-12-10,13.435743320835826
2025-12-11,10.07680749062687
2025-12-12,9.79689617144279
2025-12-13,16.794679151044782
2025-12-14,13.715654640019906
2025-12-15,5.738182043273634
2025-12-16,3.638847149393036
2025-12-17,6.717871660417913
2025-12-18,14.835299916756224
2025-12-19,12.735965022875625
2025-12-20,4.338625447353236
2025-12-21,4.338625447353236
2025-12-22,5.738182043273634
2025-12-23,7.417649958378112
2025-12-24,8.397339575522391
2025-12-25,8.397339575522391
2025-12-26,15.115211235940304
2025-12-27,9.377029192666669
2025-12-28,18.47414706614926
2025-12-29,17.774368768189063
2025-12-30,7.417649958378112
2025-12-31,9.377029192666669
2026-01-01,9.09711787348259
2026-01-02,6.717871660417913
2026-01-03,9.79689617144279
2026-01-04,7.417649958378112
2026-01-05,5.038403745313435
2026-01-06,5.738182043273634
2026-01-07,5.038403745313435
2026-01-08,11.756275405731348
2026-01-09,15.814989533900503
2026-01-10,15.115211235940304
2026-01-11,6.717871660417913
2026-01-12,4.198669787761196
2026-01-13,5.038403745313435
2026-01-14,10.07680749062687
2026-01-15,9.23707353307463
2026-01-16,9.23707353307463
2026-01-17,12.596009363283587
2026-01-18,15.954945193492543
2026-01-19,9.23707353307463
2026-01-20,8.397339575522391
2026-01-21,18.47414706614926
2026-01-22,19.313881023701498
2026-01-23,34.429092259641806
2026-01-24,73.89658826459704
2026-01-25,83.97339575522392
2026-01-26,19.313881023701498
2026-01-27,8.397339575522391
2026-01-28,5.878137702865674
2026-01-29,6.717871660417913
2026-01-30,11.756275405731348
2026-01-31,26.03175268411941
2026-02-01,10.916541448179109
2026-02-02,5.878137702865674
2026-02-03,7.557605617970152
2026-02-04,7.557605617970152
2026-02-05,7.557605617970152
2026-02-06,7.557605617970152
2026-02-07,6.717871660417913
2026-02-08,5.038403745313435
2026-02-09,4.198669787761196
2026-02-10,5.878137702865674
2026-02-11,7.557605617970152
2026-02-12,3.3589358302089565
2026-02-13,5.038403745313435
2026-02-14,14.275477278388065
2026-02-15,17.634413108597023
2026-02-16,9.23707353307463
2026-02-17,9.23707353307463
2026-02-18,10.916541448179109
2026-02-19,15.115211235940304
2026-02-20,14.275477278388065
2026-02-21,10.916541448179109
2026-02-22,17.634413108597023
2026-02-23,14.275477278388065
2026-02-24,5.038403745313435
2026-02-25,5.878137702865674
2026-02-26,7.557605617970152
2026-02-27,9.23707353307463
2026-02-28,7.557605617970152
2026-03-01,6.717871660417913
2026-03-02,5.878137702865674
2026-03-03,8.397339575522391
2026-03-04,11.756275405731348
2026-03-05,15.954945193492543
2026-03-06,20.99334893880598
2026-03-07,45.34563370782091
2026-03-08,16.794679151044782
2026-03-09,8.397339575522391
2026-03-10,22.672816853910454
2026-03-11,56.26217515600002
2026-03-12,20.99334893880598
2026-03-13,12.596009363283587
2026-03-14,13.435743320835826
2026-03-15,42.82643183516419
2026-03-16,68.01845056173137
2026-03-17,11.756275405731348
2026-03-18,5.038403745313435
2026-03-19,4.198669787761196
2026-03-20,5.878137702865674
2026-03-21,5.038403745313435
2026-03-22,9.23707353307463
2026-03-23,10.07680749062687
2026-03-24,4.198669787761196
2026-03-25,4.198669787761196
2026-03-26,14.275477278388065
2026-03-27,13.435743320835826
2026-03-28,5.878137702865674
2026-03-29,5.878137702865674
2026-03-30,6.717871660417913
2026-03-31,18.47414706614926
2026-04-01,19.313881023701498
2026-04-02,21.833082896358217
2026-04-03,20.15361498125374
2026-04-04,29.390688514328367
2026-04-05,15.954945193492543
2026-04-06,7.557605617970152
2026-04-07,8.397339575522391
2026-04-08,8.397339575522391
2026-04-09,10.916541448179109
2026-04-10,15.954945193492543
2026-04-11,15.115211235940304
2026-04-12,20.15361498125374
2026-04-13,18.47414706614926
2026-04-14,26.03175268411941
2026-04-15,36.10856017474628
2026-04-16,18.47414706614926
2026-04-17,33.589358302089565
2026-04-18,34.429092259641806
2026-04-19,13.435743320835826
2026-04-20,8.397339575522391
2026-04-21,10.916541448179109
2026-04-22,10.916541448179109
2026-04-23,15.115211235940304
2026-04-24,25.192018726567174
2026-04-25,22.672816853910454
2026-04-26,26.871486641671652
2026-04-27,39.46749600495524
2026-04-28,42.82643183516419
2026-04-29,22.672816853910454
2026-04-30,16.794679151044782
2026-05-01,17.634413108597023
2026-05-02,15.115211235940304
2026-05-03,8.397339575522391
2026-05-04,10.916541448179109
2026-05-05,18.47414706614926
2026-05-06,19.313881023701498
2026-05-07,15.115211235940304
2026-05-08,15.954945193492543
2026-05-09,21.833082896358217
2026-05-10,19.313881023701498
2026-05-11,15.115211235940304
2026-05-12,12.596009363283587
2026-05-13,10.916541448179109
2026-05-14,9.23707353307463
2026-05-15,10.916541448179109
2026-05-16,21.833082896358217
2026-05-17,25.192018726567174
2026-05-18,36.10856017474628
2026-05-19,35.26882621719405
2026-05-20,26.871486641671652
2026-05-21,23.512550811462695
2026-05-22,26.03175268411941
2026-05-23,39.46749600495524
2026-05-24,33.589358302089565
2026-05-25,24.352284769014936
2026-05-26,20.15361498125374
2026-05-27,26.871486641671652
2026-05-28,18.47414706614926
2026-05-29,16.794679151044782
2026-05-30,21.833082896358217
2026-05-31,17.634413108597023
