Time,weather_radar
2023-04-17,18.90909090909091
2023-04-18,11.818181818181818
2023-04-19,18.90909090909091
2023-04-20,54.36363636363637
2023-04-21,39.0
2023-04-22,37.81818181818182
2023-04-23,27.181818181818183
2023-04-24,16.545454545454547
2023-04-25,21.272727272727273
2023-04-26,39.45590880083542
2023-04-27,46.42237628357603
2023-04-28,55.71099959389685
2023-04-29,58.03315542147706
2023-04-30,41.207895805534605
2023-05-01,15.664181702152348
2023-05-02,13.932934965481234
2023-05-03,12.771857051691129
2023-05-04,18.577246620641645
2023-05-05,28.436038753843476
2023-05-06,42.93914254220572
2023-05-07,66.16070081800777
2023-05-08,48.174363288275224
2023-05-09,44.69112954690492
2023-05-10,36.5635841503742
2023-05-11,38.8857399779544
2023-05-12,60.355311249057266
2023-05-13,84.14703834774033
2023-05-14,48.74453211115623
2023-05-15,34.24142832279399
2023-05-16,37.7246620641643
2023-05-17,22.630649184892967
2023-05-18,23.791727098683065
2023-05-19,41.207895805534605
2023-05-20,45.26129836978593
2023-05-21,20.89940244822185
2023-05-22,16.255090793061438
2023-05-23,19.738324534431747
2023-05-24,31.919272495213782
2023-05-25,19.147415443522654
2023-05-26,19.3857399779544
2023-05-27,21.66641526947845
2023-05-28,25.087428206764518
2023-05-29,23.947090561002494
2023-05-30,21.66641526947845
2023-05-31,31.929454081336658
2023-06-01,34.210129372860706
2023-06-02,38.7714799559088
2023-06-03,50.174856413529035
2023-06-04,51.31519405929106
2023-06-05,31.929454081336658
2023-06-06,31.929454081336658
2023-06-07,30.789116435574638
2023-06-08,34.210129372860706
2023-06-09,26.22776585252654
2023-06-10,54.73620699657713
2023-06-11,70.70093403724546
2023-06-12,57.01688228810118
2023-06-13,43.3328305389569
2023-06-14,54.73620699657713
2023-06-15,58.1572199338632
2023-06-16,75.26228462029356
2023-06-17,57.01688228810118
2023-06-18,76.40262226605557
2023-06-19,55.876544642339155
2023-06-20,49.03451876776701
2023-06-21,54.73620699657713
2023-06-22,58.1572199338632
2023-06-23,60.43789522538725
2023-06-24,62.7185705169113
2023-06-25,110.61275163891628
2023-06-26,72.98160932876951
2023-06-27,50.174856413529035
2023-06-28,31.929454081336658
2023-06-29,58.1572199338632
2023-06-30,43.3328305389569
2023-07-01,100.34971282705807
2023-07-02,103.77072576434415
2023-07-03,67.2799210999594
2023-07-04,84.38498578638975
2023-07-05,68.42025874572141
2023-07-06,54.73620699657713
2023-07-07,53.59586935081511
2023-07-08,77.5429599118176
2023-07-09,66.13958345419736
2023-07-10,37.63114231014678
2023-07-11,35.35046701862273
2023-07-12,50.174856413529035
2023-07-13,54.73620699657713
2023-07-14,82.1043104948657
2023-07-15,91.22701166096189
2023-07-16,72.98160932876951
2023-07-17,42.192492893194874
2023-07-18,50.174856413529035
2023-07-19,45.613505830480946
2023-07-20,60.43789522538725
2023-07-21,50.174856413529035
2023-07-22,49.03451876776701
2023-07-23,50.174856413529035
2023-07-24,41.05215524743285
2023-07-25,35.35046701862273
2023-07-26,57.01688228810118
2023-07-27,51.31519405929106
2023-07-28,64.99924580843535
2023-07-29,106.0514010558682
2023-07-30,39.911817601670826
2023-07-31,34.210129372860706
2023-08-01,22.806752915240473
2023-08-02,23.947090561002494
2023-08-03,36.490804664384754
2023-08-04,42.192492893194874
2023-08-05,52.45553170505308
2023-08-06,71.84127168300749
2023-08-07,94.64802459824796
2023-08-08,44.47316818471892
2023-08-09,45.613505830480946
2023-08-10,52.45553170505308
2023-08-11,47.89418112200499
2023-08-12,80.96397284910367
2023-08-13,55.876544642339155
2023-08-14,59.29755757962523
2023-08-15,46.75384347624296
2023-08-16,25.087428206764518
2023-08-17,43.3328305389569
2023-08-18,30.789116435574638
2023-08-19,26.22776585252654
2023-08-20,50.174856413529035
2023-08-21,27.368103498288566
2023-08-22,27.368103498288566
2023-08-23,22.806752915240473
2023-08-24,39.911817601670826
2023-08-25,49.03451876776701
2023-08-26,39.911817601670826
2023-08-27,44.47316818471892
2023-08-28,47.89418112200499
2023-08-29,60.43789522538725
2023-08-30,77.5429599118176
2023-08-31,21.66641526947845
2023-09-01,20.526077623716425
2023-09-02,19.3857399779544
2023-09-03,18.245402332192377
2023-09-04,18.245402332192377
2023-09-05,17.105064686430353
2023-09-06,28.50844114405059
2023-09-07,28.50844114405059
2023-09-08,38.7714799559088
2023-09-09,57.01688228810118
2023-09-10,37.63114231014678
2023-09-11,34.210129372860706
2023-09-12,35.35046701862273
2023-09-13,31.929454081336658
2023-09-14,23.947090561002494
2023-09-15,26.22776585252654
2023-09-16,45.613505830480946
2023-09-17,27.368103498288566
2023-09-18,13.684051749144283
2023-09-19,18.245402332192377
2023-09-20,20.526077623716425
2023-09-21,20.526077623716425
2023-09-22,28.50844114405059
2023-09-23,46.75384347624296
2023-09-24,36.490804664384754
2023-09-25,37.63114231014678
2023-09-26,26.22776585252654
2023-09-27,28.50844114405059
2023-09-28,19.3857399779544
2023-09-29,19.3857399779544
2023-09-30,20.526077623716425
2023-10-01,14.824389394906307
2023-10-02,10.263038811858213
2023-10-03,15.964727040668329
2023-10-04,28.50844114405059
2023-10-05,38.7714799559088
2023-10-06,19.3857399779544
2023-10-07,19.3857399779544
2023-10-08,9.122701166096189
2023-10-09,7.9823635203341645
2023-10-10,10.263038811858213
2023-10-11,23.947090561002494
2023-10-12,28.50844114405059
2023-10-13,22.806752915240473
2023-10-14,26.22776585252654
2023-10-15,12.543714103382259
2023-10-16,9.122701166096189
2023-10-17,5.701688228810118
2023-10-18,7.9823635203341645
2023-10-19,13.684051749144283
2023-10-20,19.3857399779544
2023-10-21,13.684051749144283
2023-10-22,7.9823635203341645
2023-10-23,13.684051749144283
2023-10-24,22.806752915240473
2023-10-25,21.66641526947845
2023-10-26,26.22776585252654
2023-10-27,18.245402332192377
2023-10-28,23.947090561002494
2023-10-29,20.526077623716425
2023-10-30,15.964727040668329
2023-10-31,11.403376457620237
2023-11-01,7.9823635203341645
2023-11-02,4.561350583048094
2023-11-03,5.701688228810118
2023-11-04,6.842025874572141
2023-11-05,5.701688228810118
2023-11-06,6.842025874572141
2023-11-07,5.701688228810118
2023-11-08,9.122701166096189
2023-11-09,18.245402332192377
2023-11-10,17.105064686430353
2023-11-11,12.543714103382259
2023-11-12,7.9823635203341645
2023-11-13,10.263038811858213
2023-11-14,10.263038811858213
2023-11-15,14.824389394906307
2023-11-16,14.824389394906307
2023-11-17,15.964727040668329
2023-11-18,11.403376457620237
2023-11-19,11.403376457620237
2023-11-20,17.105064686430353
2023-11-21,25.087428206764518
2023-11-22,13.684051749144283
2023-11-23,5.701688228810118
2023-11-24,9.122701166096189
2023-11-25,13.684051749144283
2023-11-26,23.947090561002494
2023-11-27,9.122701166096189
2023-11-28,9.122701166096189
2023-11-29,6.842025874572141
2023-11-30,18.245402332192377
2023-12-01,19.3857399779544
2023-12-02,21.66641526947845
2023-12-03,17.105064686430353
2023-12-04,7.9823635203341645
2023-12-05,7.9823635203341645
2023-12-06,6.842025874572141
2023-12-07,5.701688228810118
2023-12-08,10.263038811858213
2023-12-09,34.210129372860706
2023-12-10,50.174856413529035
2023-12-11,12.543714103382259
2023-12-12,4.561350583048094
2023-12-13,7.9823635203341645
2023-12-14,7.9823635203341645
2023-12-15,13.684051749144283
2023-12-16,25.087428206764518
2023-12-17,31.929454081336658
2023-12-18,19.3857399779544
2023-12-19,7.9823635203341645
2023-12-20,7.9823635203341645
2023-12-21,10.263038811858213
2023-12-22,13.684051749144283
2023-12-23,14.824389394906307
2023-12-24,20.526077623716425
2023-12-25,23.947090561002494
2023-12-26,18.245402332192377
2023-12-27,14.824389394906307
2023-12-28,17.105064686430353
2023-12-29,10.263038811858213
2023-12-30,9.122701166096189
2023-12-31,7.9823635203341645
2024-01-01,6.842025874572141
2024-01-02,7.9823635203341645
2024-01-03,13.684051749144283
2024-01-04,11.403376457620237
2024-01-05,18.245402332192377
2024-01-06,39.911817601670826
2024-01-07,22.806752915240473
2024-01-08,54.73620699657713
2024-01-09,114.03376457620236
2024-01-10,28.50844114405059
2024-01-11,23.947090561002494
2024-01-12,79.82363520334165
2024-01-13,37.63114231014678
2024-01-14,39.911817601670826
2024-01-15,47.89418112200499
2024-01-16,34.210129372860706
2024-01-17,15.964727040668329
2024-01-18,23.947090561002494
2024-01-19,30.789116435574638
2024-01-20,13.684051749144283
2024-01-21,14.824389394906307
2024-01-22,28.50844114405059
2024-01-23,23.947090561002494
2024-01-24,23.947090561002494
2024-01-25,20.526077623716425
2024-01-26,12.543714103382259
2024-01-27,15.964727040668329
2024-01-28,12.543714103382259
2024-01-29,4.561350583048094
2024-01-30,5.701688228810118
2024-01-31,5.701688228810118
2024-02-01,7.9823635203341645
2024-02-02,10.263038811858213
2024-02-03,15.964727040668329
2024-02-04,21.66641526947845
2024-02-05,14.824389394906307
2024-02-06,9.122701166096189
2024-02-07,7.9823635203341645
2024-02-08,10.263038811858213
2024-02-09,10.263038811858213
2024-02-10,18.245402332192377
2024-02-11,15.964727040668329
2024-02-12,15.964727040668329
2024-02-13,12.543714103382259
2024-02-14,4.561350583048094
2024-02-15,9.122701166096189
2024-02-16,15.964727040668329
2024-02-17,17.105064686430353
2024-02-18,12.543714103382259
2024-02-19,7.9823635203341645
2024-02-20,4.561350583048094
2024-02-21,4.561350583048094
2024-02-22,9.122701166096189
2024-02-23,9.122701166096189
2024-02-24,5.701688228810118
2024-02-25,3.4210129372860707
2024-02-26,5.701688228810118
2024-02-27,17.105064686430353
2024-02-28,41.05215524743285
2024-02-29,9.122701166096189
2024-03-01,13.684051749144283
2024-03-02,12.543714103382259
2024-03-03,13.684051749144283
2024-03-04,12.543714103382259
2024-03-05,20.526077623716425
2024-03-06,17.105064686430353
2024-03-07,18.245402332192377
2024-03-08,21.66641526947845
2024-03-09,17.105064686430353
2024-03-10,9.122701166096189
2024-03-11,3.4210129372860707
2024-03-12,3.4210129372860707
2024-03-13,9.122701166096189
2024-03-14,44.47316818471892
2024-03-15,47.89418112200499
2024-03-16,18.245402332192377
2024-03-17,17.105064686430353
2024-03-18,9.122701166096189
2024-03-19,4.561350583048094
2024-03-20,5.701688228810118
2024-03-21,15.964727040668329
2024-03-22,28.50844114405059
2024-03-23,21.66641526947845
2024-03-24,20.526077623716425
2024-03-25,21.66641526947845
2024-03-26,19.3857399779544
2024-03-27,14.824389394906307
2024-03-28,10.263038811858213
2024-03-29,4.561350583048094
2024-03-30,12.543714103382259
2024-03-31,13.684051749144283
2024-04-01,34.210129372860706
2024-04-02,90.08667401519986
2024-04-03,42.192492893194874
2024-04-04,13.684051749144283
2024-04-05,7.9823635203341645
2024-04-06,7.9823635203341645
2024-04-07,14.824389394906307
2024-04-08,18.245402332192377
2024-04-09,25.087428206764518
2024-04-10,41.05215524743285
2024-04-11,31.929454081336658
2024-04-12,14.824389394906307
2024-04-13,6.842025874572141
2024-04-14,9.122701166096189
2024-04-15,12.543714103382259
2024-04-16,28.50844114405059
2024-04-17,26.22776585252654
2024-04-18,21.66641526947845
2024-04-19,17.105064686430353
2024-04-20,22.806752915240473
2024-04-21,17.105064686430353
2024-04-22,5.701688228810118
2024-04-23,11.403376457620237
2024-04-24,9.122701166096189
2024-04-25,11.403376457620237
2024-04-26,37.63114231014678
2024-04-27,49.03451876776701
2024-04-28,54.73620699657713
2024-04-29,22.806752915240473
2024-04-30,20.526077623716425
2024-05-01,19.3857399779544
2024-05-02,31.929454081336658
2024-05-03,27.368103498288566
2024-05-04,41.05215524743285
2024-05-05,37.63114231014678
2024-05-06,29.648778789812614
2024-05-07,57.01688228810118
2024-05-08,66.13958345419736
2024-05-09,58.1572199338632
2024-05-10,27.368103498288566
2024-05-11,21.66641526947845
2024-05-12,23.947090561002494
2024-05-13,42.192492893194874
2024-05-14,31.929454081336658
2024-05-15,25.087428206764518
2024-05-16,36.490804664384754
2024-05-17,35.35046701862273
2024-05-18,29.648778789812614
2024-05-19,21.66641526947845
2024-05-20,22.806752915240473
2024-05-21,45.613505830480946
2024-05-22,49.03451876776701
2024-05-23,34.210129372860706
2024-05-24,46.75384347624296
2024-05-25,43.3328305389569
2024-05-26,83.24464814062772
2024-05-27,67.2799210999594
2024-05-28,55.876544642339155
2024-05-29,26.22776585252654
2024-05-30,26.22776585252654
2024-05-31,31.929454081336658
2024-06-01,38.7714799559088
2024-06-02,35.35046701862273
2024-06-03,33.06979172709868
2024-06-04,31.929454081336658
2024-06-05,49.03451876776701
2024-06-06,25.087428206764518
2024-06-07,15.964727040668329
2024-06-08,22.806752915240473
2024-06-09,22.806752915240473
2024-06-10,20.526077623716425
2024-06-11,22.806752915240473
2024-06-12,23.947090561002494
2024-06-13,27.368103498288566
2024-06-14,27.368103498288566
2024-06-15,21.66641526947845
2024-06-16,25.087428206764518
2024-06-17,30.789116435574638
2024-06-18,36.490804664384754
2024-06-19,42.192492893194874
2024-06-20,28.50844114405059
2024-06-21,26.22776585252654
2024-06-22,37.63114231014678
2024-06-23,50.174856413529035
2024-06-24,19.3857399779544
2024-06-25,39.911817601670826
2024-06-26,42.192492893194874
2024-06-27,28.50844114405059
2024-06-28,26.22776585252654
2024-06-29,46.75384347624296
2024-06-30,52.45553170505308
2024-07-01,20.526077623716425
2024-07-02,21.66641526947845
2024-07-03,27.368103498288566
2024-07-04,51.31519405929106
2024-07-05,53.59586935081511
2024-07-06,41.05215524743285
2024-07-07,49.03451876776701
2024-07-08,64.99924580843535
2024-07-09,43.3328305389569
2024-07-10,44.47316818471892
2024-07-11,25.087428206764518
2024-07-12,27.368103498288566
2024-07-13,30.789116435574638
2024-07-14,34.210129372860706
2024-07-15,42.192492893194874
2024-07-16,60.43789522538725
2024-07-17,47.89418112200499
2024-07-18,29.648778789812614
2024-07-19,21.66641526947845
2024-07-20,28.50844114405059
2024-07-21,36.490804664384754
2024-07-22,36.490804664384754
2024-07-23,39.911817601670826
2024-07-24,35.35046701862273
2024-07-25,27.368103498288566
2024-07-26,21.66641526947845
2024-07-27,21.66641526947845
2024-07-28,30.789116435574638
2024-07-29,35.35046701862273
2024-07-30,35.35046701862273
2024-07-31,39.911817601670826
2024-08-01,36.490804664384754
2024-08-02,43.3328305389569
2024-08-03,47.89418112200499
2024-08-04,59.29755757962523
2024-08-05,55.876544642339155
2024-08-06,52.45553170505308
2024-08-07,34.210129372860706
2024-08-08,36.490804664384754
2024-08-09,33.06979172709868
2024-08-10,18.245402332192377
2024-08-11,18.245402332192377
2024-08-12,14.824389394906307
2024-08-13,13.684051749144283
2024-08-14,15.964727040668329
2024-08-15,23.947090561002494
2024-08-16,26.22776585252654
2024-08-17,42.192492893194874
2024-08-18,38.97953232083998
2024-08-19,21.60979342332629
2024-08-20,11.579825931675792
2024-08-21,11.579825931675792
2024-08-22,14.759866826035244
2024-08-23,13.699853194582094
2024-08-24,13.699853194582094
2024-08-25,13.699853194582094
2024-08-26,20.549779791873142
2024-08-27,29.51973365207049
2024-08-28,24.789834317685745
2024-08-29,32.129605723548934
2024-08-30,35.309646617908385
2024-08-31,31.63976091497679
2024-09-01,29.51973365207049
2024-09-02,18.429752528966837
2024-09-03,14.759866826035244
2024-09-04,14.759866826035244
2024-09-05,17.369738897513685
2024-09-06,21.60979342332629
2024-09-07,20.549779791873142
2024-09-08,10.0299674916505
2024-09-09,13.210008386009953
2024-09-10,16.879894088941548
2024-09-11,21.60979342332629
2024-09-12,24.21966549480473
2024-09-13,17.369738897513685
2024-09-14,17.369738897513685
2024-09-15,13.699853194582094
2024-09-16,14.759866826035244
2024-09-17,13.715654640019903
2024-09-18,10.776585788587067
2024-09-19,13.715654640019903
2024-09-20,12.735965022875625
2024-09-21,21.553171577174133
2024-09-22,23.51255081146269
2024-09-23,18.614102725741297
2024-09-24,31.350067748616922
2024-09-25,46.0454120057811
2024-09-26,75.43610052010946
2024-09-27,78.37516937154231
