Time,breakfast_near_me
2023-11-26,47.398407712850826
2023-11-27,20.313603305507495
2023-11-28,18.378974419268687
2023-11-29,19.346288862388093
2023-11-30,19.346288862388093
2023-12-01,25.15017552110452
2023-12-02,45.463778826612014
2023-12-03,52.23497992844785
2023-12-04,20.313603305507495
2023-12-05,19.346288862388093
2023-12-06,19.346288862388093
2023-12-07,20.313603305507495
2023-12-08,26.117489964223925
2023-12-09,50.30035104220904
2023-12-10,56.10423770092547
2023-12-11,21.2809177486269
2023-12-12,20.313603305507495
2023-12-13,20.313603305507495
2023-12-14,20.313603305507495
2023-12-15,26.117489964223925
2023-12-16,48.36572215597023
2023-12-17,52.23497992844785
2023-12-18,23.21554663486571
2023-12-19,21.2809177486269
2023-12-20,24.182861077985116
2023-12-21,25.15017552110452
2023-12-22,32.81253352470958
2023-12-23,40.773838295107126
2023-12-24,42.42316057121319
2023-12-25,37.95885096445471
2023-12-26,32.81253352470958
2023-12-27,31.163211248603524
2023-12-28,33.97819857925594
2023-12-29,37.95885096445471
2023-12-30,48.39413914901134
2023-12-31,49.21880028706437
2024-01-01,61.16075744266068
2024-01-02,22.03624142365962
2024-01-03,20.386919147553563
2024-01-04,21.211580285606594
2024-01-05,24.02656761625901
2024-01-06,46.403812956411954
2024-01-07,41.93950334965348
2024-01-08,18.396592954954176
2024-01-09,17.57193181690115
2024-01-10,17.57193181690115
2024-01-11,17.57193181690115
2024-01-12,25.19223267080536
2024-01-13,41.93950334965348
2024-01-14,51.20912647966375
2024-01-15,28.83188113951081
2024-01-16,14.415940569755405
2024-01-17,16.40626676235479
2024-01-18,17.23092790040782
2024-01-19,19.221254093007204
2024-01-20,38.44250818601441
2024-01-21,42.966493478159215
2024-01-22,17.050195824666357
2024-01-23,15.004172325706394
2024-01-24,17.050195824666357
2024-01-25,17.73220365765301
2024-01-26,21.824250655572936
2024-01-27,42.284485645172566
2024-01-28,47.740548309065794
2024-01-29,16.3681879916797
2024-01-30,15.004172325706394
2024-01-31,16.3681879916797
2024-02-01,17.73220365765301
2024-02-02,22.506258488559588
2024-02-03,45.012516977119176
2024-02-04,53.19661097295903
2024-02-05,17.050195824666357
2024-02-06,15.004172325706394
2024-02-07,16.3681879916797
2024-02-08,17.73220365765301
2024-02-09,22.506258488559588
2024-02-10,45.012516977119176
2024-02-11,49.104563975039106
2024-02-12,15.686180158693048
2024-02-13,16.3681879916797
2024-02-14,21.824250655572936
2024-02-15,20.460234989599627
2024-02-16,25.91629765349286
2024-02-17,47.058540476079145
2024-02-18,61.38070496879888
2024-02-19,30.008344651412788
2024-02-20,17.73220365765301
2024-02-21,18.414211490639666
2024-02-22,19.778227156612974
2024-02-23,25.91629765349286
2024-02-24,49.104563975039106
2024-02-25,58.65267363685226
2024-02-26,18.414211490639666
2024-02-27,17.73220365765301
2024-02-28,18.414211490639666
2024-02-29,19.09621932362632
2024-03-01,25.234289820506206
2024-03-02,47.058540476079145
2024-03-03,57.28865797087896
2024-03-04,21.142242822586283
2024-03-05,18.414211490639666
2024-03-06,18.414211490639666
2024-03-07,20.460234989599627
2024-03-08,26.598305486479514
2024-03-09,54.56062663893234
2024-03-10,51.15058747399907
2024-03-11,21.142242822586283
2024-03-12,19.778227156612974
2024-03-13,19.09621932362632
2024-03-14,21.142242822586283
2024-03-15,26.598305486479514
2024-03-16,49.78657180802576
2024-03-17,57.97066580386561
2024-03-18,20.460234989599627
2024-03-19,17.73220365765301
2024-03-20,18.414211490639666
2024-03-21,20.460234989599627
2024-03-22,25.91629765349286
2024-03-23,48.42255614205245
2024-03-24,55.24263447191899
2024-03-25,22.506258488559588
2024-03-26,20.460234989599627
2024-03-27,21.142242822586283
2024-03-28,23.870274154532897
2024-03-29,34.78239948231936
2024-03-30,45.69452481010583
2024-03-31,51.15058747399907
2024-04-01,21.824250655572936
2024-04-02,19.09621932362632
2024-04-03,21.142242822586283
2024-04-04,22.506258488559588
2024-04-05,27.28031331946617
2024-04-06,46.37653264309249
2024-04-07,53.19661097295903
2024-04-08,19.778227156612974
2024-04-09,19.09621932362632
2024-04-10,18.414211490639666
2024-04-11,18.414211490639666
2024-04-12,24.552281987519553
2024-04-13,49.104563975039106
2024-04-14,54.56062663893234
2024-04-15,19.09621932362632
2024-04-16,17.050195824666357
2024-04-17,18.414211490639666
2024-04-18,21.824250655572936
2024-04-19,26.598305486479514
2024-04-20,52.51460313997238
2024-04-21,62.74472063477219
2024-04-22,23.188266321546244
2024-04-23,19.778227156612974
2024-04-24,18.414211490639666
2024-04-25,20.460234989599627
2024-04-26,26.598305486479514
2024-04-27,47.740548309065794
2024-04-28,56.6066501378923
2024-04-29,19.778227156612974
2024-04-30,17.73220365765301
2024-05-01,17.73220365765301
2024-05-02,20.460234989599627
2024-05-03,25.234289820506206
2024-05-04,52.51460313997238
2024-05-05,53.19661097295903
2024-05-06,21.824250655572936
2024-05-07,19.09621932362632
2024-05-08,20.460234989599627
2024-05-09,21.824250655572936
2024-05-10,29.32633681842613
2024-05-11,47.740548309065794
2024-05-12,68.20078329866543
2024-05-13,20.460234989599627
2024-05-14,19.09621932362632
2024-05-15,19.09621932362632
2024-05-16,21.824250655572936
2024-05-17,26.598305486479514
2024-05-18,50.46857964101241
2024-05-19,54.56062663893234
2024-05-20,20.460234989599627
2024-05-21,19.09621932362632
2024-05-22,21.824250655572936
2024-05-23,23.870274154532897
2024-05-24,31.372360317386097
2024-05-25,51.83259530698572
2024-05-26,62.06271280178554
2024-05-27,50.46857964101241
2024-05-28,21.142242822586283
2024-05-29,19.778227156612974
2024-05-30,21.142242822586283
2024-05-31,29.32633681842613
2024-06-01,52.51460313997238
2024-06-02,53.19661097295903
2024-06-03,21.824250655572936
2024-06-04,19.778227156612974
2024-06-05,21.824250655572936
2024-06-06,21.824250655572936
2024-06-07,27.28031331946617
2024-06-08,49.104563975039106
2024-06-09,54.56062663893234
2024-06-10,24.552281987519553
2024-06-11,20.460234989599627
2024-06-12,21.824250655572936
2024-06-13,23.870274154532897
2024-06-14,29.32633681842613
2024-06-15,51.15058747399907
2024-06-16,61.38070496879888
2024-06-17,23.870274154532897
2024-06-18,22.506258488559588
2024-06-19,29.32633681842613
2024-06-20,23.870274154532897
2024-06-21,30.008344651412788
2024-06-22,50.46857964101241
2024-06-23,56.6066501378923
2024-06-24,23.870274154532897
2024-06-25,21.824250655572936
2024-06-26,23.188266321546244
2024-06-27,25.234289820506206
2024-06-28,28.64432898543948
2024-06-29,49.104563975039106
2024-06-30,51.83259530698572
2024-07-01,25.91629765349286
2024-07-02,23.870274154532897
2024-07-03,26.598305486479514
2024-07-04,51.15058747399907
2024-07-05,42.966493478159215
2024-07-06,49.78657180802576
2024-07-07,51.15058747399907
2024-07-08,22.506258488559588
2024-07-09,21.142242822586283
2024-07-10,22.506258488559588
2024-07-11,23.870274154532897
2024-07-12,30.008344651412788
2024-07-13,50.46857964101241
2024-07-14,55.924642304905646
2024-07-15,23.188266321546244
2024-07-16,21.824250655572936
2024-07-17,23.188266321546244
2024-07-18,23.870274154532897
2024-07-19,31.372360317386097
2024-07-20,53.878618805945685
2024-07-21,55.924642304905646
2024-07-22,24.552281987519553
2024-07-23,23.870274154532897
2024-07-24,23.188266321546244
2024-07-25,25.91629765349286
2024-07-26,30.69035248439944
2024-07-27,51.83259530698572
2024-07-28,55.24263447191899
2024-07-29,24.552281987519553
2024-07-30,21.824250655572936
2024-07-31,21.142242822586283
2024-08-01,24.552281987519553
2024-08-02,30.69035248439944
2024-08-03,47.058540476079145
2024-08-04,57.97066580386561
2024-08-05,24.552281987519553
2024-08-06,22.506258488559588
2024-08-07,23.188266321546244
2024-08-08,23.870274154532897
2024-08-09,29.32633681842613
2024-08-10,47.058540476079145
2024-08-11,55.24263447191899
2024-08-12,23.870274154532897
2024-08-13,22.506258488559588
2024-08-14,23.188266321546244
2024-08-15,23.870274154532897
2024-08-16,29.32633681842613
2024-08-17,51.83259530698572
2024-08-18,59.808929236004886
2024-08-19,22.5111278651257
2024-08-20,21.839006342136905
2024-08-21,21.16688481914811
2024-08-22,22.5111278651257
2024-08-23,29.232343095013647
2024-08-24,51.07134943715055
2024-08-25,55.10407857508332
2024-08-26,21.839006342136905
2024-08-27,18.478398727192932
2024-08-28,18.478398727192932
2024-08-29,20.494763296159313
2024-08-30,30.57658614099124
2024-08-31,47.71074182220658
2024-09-01,60.48105075899368
2024-09-02,53.08771400611694
2024-09-03,17.806277204204136
2024-09-04,17.475159597708668
2024-09-05,18.478398727192932
2024-09-06,23.52425330460782
2024-09-07,47.71074182220658
2024-09-08,49.05498486818417
2024-09-09,18.478398727192932
2024-09-10,17.806277204204136
2024-09-11,17.13415568121534
2024-09-12,19.150520250181724
2024-09-13,25.199613957080878
2024-09-14,46.366498776228994
2024-09-15,53.75983552910573
2024-09-16,19.150520250181724
2024-09-17,17.218115537764326
2024-09-18,17.88035075075526
2024-09-19,18.542585963746195
2024-09-20,26.489408519637422
2024-09-21,50.3298761873111
2024-09-22,52.31658182628391
