Time,breakfast_near_me
2024-09-23,23.178232454682746
2024-09-24,17.218115537764326
2024-09-25,17.88035075075526
2024-09-26,20.529291602719002
2024-09-27,25.16493809365555
2024-09-28,50.992111400302036
2024-09-29,52.978817039274844
2024-09-30,19.20482117673713
2024-10-01,17.218115537764326
2024-10-02,17.88035075075526
2024-10-03,21.19152681570994
2024-10-04,26.489408519637422
2024-10-05,49.005405761329236
2024-10-06,54.303287465256716
2024-10-07,19.867056389728067
2024-10-08,17.88035075075526
2024-10-09,19.20482117673713
2024-10-10,21.853762028700874
2024-10-11,30.462819797583037
2024-10-12,53.64105225226578
2024-10-13,62.91234523413888
2024-10-14,27.813878945619294
2024-10-15,17.88035075075526
2024-10-16,19.867056389728067
2024-10-17,21.853762028700874
2024-10-18,29.138349371601166
2024-10-19,52.31658182628391
2024-10-20,52.978817039274844
2024-10-21,21.19152681570994
2024-10-22,17.88035075075526
2024-10-23,19.867056389728067
2024-10-24,19.867056389728067
2024-10-25,28.47611415861023
2024-10-26,50.992111400302036
2024-10-27,58.93893395619327
2024-10-28,19.20482117673713
2024-10-29,17.218115537764326
2024-10-30,16.55588032477339
2024-10-31,19.20482117673713
2024-11-01,26.489408519637422
2024-11-02,48.3431705483383
2024-11-03,66.22352129909356
2024-11-04,21.19152681570994
2024-11-05,20.529291602719002
2024-11-06,13.244704259818711
2024-11-07,19.20482117673713
2024-11-08,25.16493809365555
2024-11-09,50.992111400302036
2024-11-10,60.26340438217514
2024-11-11,30.462819797583037
2024-11-12,17.88035075075526
2024-11-13,17.218115537764326
2024-11-14,19.20482117673713
2024-11-15,23.178232454682746
2024-11-16,42.38305363141988
2024-11-17,52.978817039274844
2024-11-18,17.88035075075526
2024-11-19,16.55588032477339
2024-11-20,17.88035075075526
2024-11-21,17.88035075075526
2024-11-22,21.853762028700874
2024-11-23,45.694229696374556
2024-11-24,48.3431705483383
2024-11-25,21.19152681570994
2024-11-26,21.853762028700874
2024-11-27,24.502702880664618
2024-11-28,30.462819797583037
2024-11-29,35.76070150151052
2024-11-30,40.39634799244707
2024-12-01,43.70752405740175
2024-12-02,13.906939472809647
2024-12-03,15.893645111782455
2024-12-04,15.231409898791519
2024-12-05,16.55588032477339
2024-12-06,21.853762028700874
2024-12-07,43.04528884441081
2024-12-08,46.35646490936549
2024-12-09,16.55588032477339
2024-12-10,15.893645111782455
2024-12-11,15.231409898791519
2024-12-12,18.542585963746195
2024-12-13,23.178232454682746
2024-12-14,43.70752405740175
2024-12-15,47.680935335347364
2024-12-16,18.542585963746195
2024-12-17,17.218115537764326
2024-12-18,15.893645111782455
2024-12-19,19.20482117673713
2024-12-20,23.840467667673682
2024-12-21,40.39634799244707
2024-12-22,45.694229696374556
2024-12-23,29.8005845845921
2024-12-24,30.462819797583037
2024-12-25,33.77399586253772
2024-12-26,29.138349371601166
2024-12-27,30.462819797583037
2024-12-28,41.058583205438005
2024-12-29,47.01870012235643
2024-12-30,29.138349371601166
2024-12-31,30.462819797583037
2025-01-01,54.303287465256716
2025-01-02,20.529291602719002
2025-01-03,24.502702880664618
2025-01-04,36.42293671450145
2025-01-05,37.747407140483325
2025-01-06,14.569174685800583
2025-01-07,13.906939472809647
2025-01-08,15.231409898791519
2025-01-09,15.231409898791519
2025-01-10,16.55588032477339
2025-01-11,34.43623107552865
2025-01-12,41.058583205438005
2025-01-13,15.231409898791519
2025-01-14,13.906939472809647
2025-01-15,16.55588032477339
2025-01-16,15.893645111782455
2025-01-17,21.19152681570994
2025-01-18,41.058583205438005
2025-01-19,43.04528884441081
2025-01-20,25.16493809365555
2025-01-21,13.906939472809647
2025-01-22,13.906939472809647
2025-01-23,20.529291602719002
2025-01-24,19.867056389728067
2025-01-25,38.40964235347426
2025-01-26,42.38305363141988
2025-01-27,15.231409898791519
2025-01-28,14.569174685800583
2025-01-29,14.569174685800583
2025-01-30,16.55588032477339
2025-01-31,20.529291602719002
2025-02-01,40.39634799244707
2025-02-02,45.03199448338362
2025-02-03,15.231409898791519
2025-02-04,14.569174685800583
2025-02-05,15.893645111782455
2025-02-06,16.55588032477339
2025-02-07,19.867056389728067
2025-02-08,39.0718775664652
2025-02-09,40.39634799244707
2025-02-10,15.231409898791519
2025-02-11,14.569174685800583
2025-02-12,15.893645111782455
2025-02-13,17.218115537764326
2025-02-14,29.8005845845921
2025-02-15,48.3431705483383
2025-02-16,58.27669874320233
2025-02-17,26.489408519637422
2025-02-18,16.55588032477339
2025-02-19,17.88035075075526
2025-02-20,17.218115537764326
2025-02-21,23.840467667673682
2025-02-22,43.70752405740175
2025-02-23,54.96552267824765
2025-02-24,17.218115537764326
2025-02-25,16.55588032477339
2025-02-26,16.55588032477339
2025-02-27,17.88035075075526
2025-02-28,23.840467667673682
2025-03-01,45.03199448338362
2025-03-02,54.303287465256716
2025-03-03,17.88035075075526
2025-03-04,17.88035075075526
2025-03-05,15.893645111782455
2025-03-06,17.88035075075526
2025-03-07,23.178232454682746
2025-03-08,44.369759270392684
2025-03-09,46.35646490936549
2025-03-10,17.88035075075526
2025-03-11,17.218115537764326
2025-03-12,17.88035075075526
2025-03-13,19.20482117673713
2025-03-14,24.502702880664618
2025-03-15,47.01870012235643
2025-03-16,52.31658182628391
2025-03-17,19.867056389728067
2025-03-18,18.542585963746195
2025-03-19,19.20482117673713
2025-03-20,20.529291602719002
2025-03-21,25.16493809365555
2025-03-22,45.03199448338362
2025-03-23,55.62775789123859
2025-03-24,18.542585963746195
2025-03-25,17.88035075075526
2025-03-26,19.20482117673713
2025-03-27,19.20482117673713
2025-03-28,26.489408519637422
2025-03-29,45.694229696374556
2025-03-30,55.62775789123859
2025-03-31,19.867056389728067
2025-04-01,18.542585963746195
2025-04-02,15.893645111782455
2025-04-03,19.867056389728067
2025-04-04,23.840467667673682
2025-04-05,48.3431705483383
2025-04-06,50.992111400302036
2025-04-07,17.88035075075526
2025-04-08,17.218115537764326
2025-04-09,17.218115537764326
2025-04-10,19.867056389728067
2025-04-11,25.827173306646486
2025-04-12,48.3431705483383
2025-04-13,50.992111400302036
2025-04-14,18.542585963746195
2025-04-15,18.987567607607428
2025-04-16,18.65645000111196
2025-04-17,22.319076536377423
2025-04-18,31.98248571619193
2025-04-19,52.96895868106135
2025-04-20,46.30594082352137
2025-04-21,19.98905357261996
2025-04-22,16.657544643849967
2025-04-23,21.652774750623422
2025-04-24,19.653869393361425
2025-04-25,24.653166072897946
2025-04-26,47.96966200152484
2025-04-27,56.300467609831344
2025-04-28,18.32126582185343
2025-04-29,17.990148215357962
2025-04-30,17.32384642960396
2025-05-01,20.655355358373953
2025-05-02,23.98686428714395
2025-05-03,45.63963903776737
2025-05-04,51.63635510955336
2025-05-05,19.322751786865958
2025-05-06,18.32126582185343
2025-05-07,17.990148215357962
2025-05-08,20.320171179115427
2025-05-09,25.319467858651947
2025-05-10,49.96856735878683
2025-05-11,59.631976538601336
2025-05-12,18.987567607607428
2025-05-13,17.990148215357962
2025-05-14,17.65496403609943
2025-05-15,18.770314038477725
2025-05-16,25.47399762364834
2025-05-17,46.255416737677244
2025-05-18,50.94799524729668
2025-05-19,18.770314038477725
2025-05-20,18.099945679960662
2025-05-21,18.770314038477725
2025-05-22,19.440682396994784
2025-05-23,30.16657613326777
2025-05-24,48.26652181322843
2025-05-25,56.98131047395023
2025-05-26,48.26652181322843
2025-05-27,18.099945679960662
2025-05-28,18.099945679960662
2025-05-29,19.440682396994784
2025-05-30,25.47399762364834
2025-05-31,42.23320658657488
2025-06-01,52.95910032284786
2025-06-02,18.770314038477725
2025-06-03,18.770314038477725
2025-06-04,18.770314038477725
2025-06-05,20.111050755511847
2025-06-06,28.155471057716586
2025-06-07,41.562838228057814
2025-06-08,47.59615345471137
2025-06-09,20.111050755511847
2025-06-10,18.770314038477725
2025-06-11,20.111050755511847
2025-06-12,22.792524189580092
2025-06-13,28.82583941623365
2025-06-14,47.59615345471137
2025-06-15,60.33315226653554
2025-06-16,20.111050755511847
2025-06-17,20.111050755511847
2025-06-18,19.440682396994784
2025-06-19,25.47399762364834
2025-06-20,30.83694449178483
2025-06-21,43.573943303609
2025-06-22,48.936890171745496
2025-06-23,24.133260906614215
2025-06-24,20.781419114028907
2025-06-25,18.099945679960662
2025-06-26,20.781419114028907
2025-06-27,27.485102699199523
2025-06-28,44.914680020643125
2025-06-29,46.92578509619431
2025-06-30,22.792524189580092
2025-07-01,24.133260906614215
2025-07-02,22.792524189580092
2025-07-03,26.814734340682463
2025-07-04,48.936890171745496
2025-07-05,55.64057375691611
2025-07-06,55.64057375691611
2025-07-07,22.122155831063033
2025-07-08,19.440682396994784
2025-07-09,20.111050755511847
2025-07-10,23.462892548097155
2025-07-11,27.485102699199523
2025-07-12,48.26652181322843
2025-07-13,58.992415549501416
2025-07-14,23.462892548097155
2025-07-15,22.122155831063033
2025-07-16,22.122155831063033
2025-07-17,23.462892548097155
2025-07-18,30.83694449178483
2025-07-19,45.585048379160185
2025-07-20,62.34425734208673
2025-07-21,23.462892548097155
2025-07-22,22.792524189580092
2025-07-23,25.47399762364834
2025-07-24,22.792524189580092
2025-07-25,30.83694449178483
2025-07-26,44.914680020643125
2025-07-27,59.662783908018476
2025-07-28,21.45178747254597
2025-07-29,20.781419114028907
2025-07-30,20.781419114028907
2025-07-31,23.462892548097155
2025-08-01,30.83694449178483
2025-08-02,49.607258530262555
2025-08-03,52.2887319643308
2025-08-04,22.792524189580092
2025-08-05,23.462892548097155
2025-08-06,26.814734340682463
2025-08-07,24.133260906614215
2025-08-08,29.496207774750708
2025-08-09,50.94799524729668
2025-08-10,58.992415549501416
2025-08-11,23.462892548097155
2025-08-12,21.45178747254597
2025-08-13,22.792524189580092
2025-08-14,24.133260906614215
2025-08-15,30.83694449178483
2025-08-16,50.94799524729668
2025-08-17,67.03683585170616
2025-08-18,22.122155831063033
2025-08-19,22.792524189580092
2025-08-20,22.122155831063033
2025-08-21,22.792524189580092
2025-08-22,28.155471057716586
2025-08-23,50.277626888779615
2025-08-24,58.992415549501416
2025-08-25,20.781419114028907
2025-08-26,19.440682396994784
2025-08-27,18.099945679960662
2025-08-28,20.111050755511847
2025-08-29,26.1443659821654
2025-08-30,50.277626888779615
2025-08-31,64.3553624176379
2025-09-01,50.277626888779615
2025-09-02,17.4295773214436
2025-09-03,15.418472245892415
2025-09-04,16.75920896292654
2025-09-05,22.122155831063033
2025-09-06,44.914680020643125
2025-09-07,45.585048379160185
2025-09-08,18.099945679960662
2025-09-09,18.099945679960662
2025-09-10,17.4295773214436
2025-09-11,16.75920896292654
2025-09-12,23.462892548097155
2025-09-13,42.90357494509194
2025-09-14,52.2887319643308
2025-09-15,18.099945679960662
2025-09-16,18.099945679960662
2025-09-17,17.4295773214436
2025-09-18,17.4295773214436
2025-09-19,25.47399762364834
2025-09-20,46.255416737677244
2025-09-21,56.31094211543317
2025-09-22,18.770314038477725
2025-09-23,22.792524189580092
2025-09-24,18.099945679960662
2025-09-25,18.770314038477725
2025-09-26,23.462892548097155
2025-09-27,46.92578509619431
2025-09-28,48.936890171745496
2025-09-29,24.133260906614215
2025-09-30,19.440682396994784
2025-10-01,18.099945679960662
2025-10-02,18.770314038477725
2025-10-03,24.803629265131278
2025-10-04,46.92578509619431
2025-10-05,56.31094211543317
2025-10-06,18.770314038477725
2025-10-07,18.770314038477725
2025-10-08,18.099945679960662
2025-10-09,19.440682396994784
2025-10-10,30.16657613326777
2025-10-11,50.277626888779615
2025-10-12,56.98131047395023
2025-10-13,25.47399762364834
2025-10-14,18.770314038477725
2025-10-15,19.440682396994784
2025-10-16,20.781419114028907
2025-10-17,28.155471057716586
2025-10-18,49.607258530262555
2025-10-19,50.277626888779615
2025-10-20,20.781419114028907
2025-10-21,22.122155831063033
2025-10-22,18.099945679960662
2025-10-23,22.792524189580092
2025-10-24,26.814734340682463
2025-10-25,48.26652181322843
2025-10-26,56.31094211543317
2025-10-27,18.099945679960662
2025-10-28,16.75920896292654
2025-10-29,16.75920896292654
2025-10-30,17.4295773214436
2025-10-31,24.803629265131278
2025-11-01,50.277626888779615
2025-11-02,62.34425734208673
2025-11-03,19.440682396994784
2025-11-04,17.4295773214436
2025-11-05,18.099945679960662
2025-11-06,18.770314038477725
2025-11-07,25.47399762364834
2025-11-08,48.936890171745496
2025-11-09,49.607258530262555
2025-11-10,20.781419114028907
2025-11-11,27.485102699199523
2025-11-12,16.75920896292654
2025-11-13,16.088840604409476
2025-11-14,22.792524189580092
2025-11-15,42.90357494509194
2025-11-16,50.277626888779615
2025-11-17,16.088840604409476
2025-11-18,16.75920896292654
2025-11-19,16.088840604409476
2025-11-20,20.781419114028907
2025-11-21,25.47399762364834
2025-11-22,43.573943303609
2025-11-23,52.95910032284786
2025-11-24,20.111050755511847
2025-11-25,20.111050755511847
2025-11-26,24.133260906614215
2025-11-27,28.155471057716586
2025-11-28,35.529523001404264
2025-11-29,36.199891359921324
2025-11-30,45.585048379160185
2025-12-01,16.088840604409476
2025-12-02,16.75920896292654
2025-12-03,17.4295773214436
2025-12-04,17.4295773214436
2025-12-05,22.122155831063033
2025-12-06,40.892469869540754
2025-12-07,42.23320658657488
2025-12-08,18.770314038477725
2025-12-09,22.792524189580092
2025-12-10,18.099945679960662
2025-12-11,19.45339803353722
2025-12-12,24.973679711158745
2025-12-13,46.24371835205821
2025-12-14,51.764000029679735
2025-12-15,20.93485446164093
2025-12-16,18.712669819485363
2025-12-17,19.118213854278686
2025-12-18,20.5293104268476
2025-12-19,24.23295149710689
2025-12-20,40.72343667443668
2025-12-21,45.50299013800635
2025-12-22,24.23295149710689
2025-12-23,29.347689139935092
2025-12-24,30.829145568038804
2025-12-25,34.86797081755662
2025-12-26,33.386514389452906
2025-12-27,36.34942724566034
2025-12-28,46.24371835205821
2025-12-29,27.531048532572846
2025-12-30,26.79032031852099
2025-12-31,30.088417353986948
2026-01-01,55.06209706514569
2026-01-02,27.531048532572846
2026-01-03,37.09015545971219
2026-01-04,40.38825249517815
2026-01-05,17.231213391381644
2026-01-06,17.971941605433503
2026-01-07,17.971941605433503
2026-01-08,21.27003864089946
2026-01-09,25.7144079252106
2026-01-10,44.60984382726586
2026-01-11,45.420931896852515
2026-01-12,20.2772017396663
2026-01-13,22.710465948426258
2026-01-14,22.710465948426258
2026-01-15,25.143730157186212
2026-01-16,23.52155401801291
2026-01-17,41.36549154891925
2026-01-18,47.854196105612466
2026-01-19,33.25461085305273
2026-01-20,21.899377878839605
2026-01-21,21.088289809252952
2026-01-22,20.2772017396663
2026-01-23,26.765906296359518
2026-01-24,33.25461085305273
2026-01-25,38.9322273401593
2026-01-26,21.088289809252952
2026-01-27,19.46611367007965
2026-01-28,18.655025600492998
2026-01-29,24.33264208759956
2026-01-30,27.57699436594617
2026-01-31,39.74331540974595
2026-02-01,52.72072452313238
2026-02-02,24.33264208759956
2026-02-03,24.33264208759956
2026-02-04,28.38808243553282
2026-02-05,33.25461085305273
2026-02-06,35.68787506181269
2026-02-07,47.04310803602582
2026-02-08,60.02051714941225
2026-02-09,34.87678699222604
2026-02-10,37.310051200985995
2026-02-11,26.765906296359518
2026-02-12,23.52155401801291
2026-02-13,38.9322273401593
2026-02-14,70.56466205403872
2026-02-15,81.1088069586652
2026-02-16,47.04310803602582
2026-02-17,44.60984382726586
2026-02-18,32.44352278346608
2026-02-19,30.821346644292777
2026-02-20,31.63243471387943
2026-02-21,48.66528417519912
2026-02-22,49.47637224478577
2026-02-23,34.87678699222604
2026-02-24,25.954818226772865
2026-02-25,28.38808243553282
2026-02-26,35.68787506181269
2026-02-27,36.49896313139934
2026-02-28,43.79875575767921
2026-03-01,51.09854838395908
2026-03-02,20.2772017396663
2026-03-03,21.088289809252952
2026-03-04,20.2772017396663
2026-03-05,21.088289809252952
2026-03-06,26.765906296359518
2026-03-07,43.79875575767921
2026-03-08,48.66528417519912
2026-03-09,20.2772017396663
2026-03-10,17.843937530906345
2026-03-11,18.655025600492998
2026-03-12,21.088289809252952
2026-03-13,24.33264208759956
2026-03-14,42.98766768809256
2026-03-15,47.04310803602582
2026-03-16,21.088289809252952
2026-03-17,21.899377878839605
2026-03-18,22.710465948426258
2026-03-19,23.52155401801291
2026-03-20,33.25461085305273
2026-03-21,47.04310803602582
2026-03-22,49.47637224478577
2026-03-23,25.954818226772865
2026-03-24,17.843937530906345
2026-03-25,19.46611367007965
2026-03-26,21.088289809252952
2026-03-27,25.143730157186212
2026-03-28,45.420931896852515
2026-03-29,56.77616487106564
2026-03-30,21.088289809252952
2026-03-31,21.088289809252952
2026-04-01,21.899377878839605
2026-04-02,22.710465948426258
2026-04-03,32.44352278346608
2026-04-04,42.176579618505905
2026-04-05,48.66528417519912
2026-04-06,22.710465948426258
2026-04-07,21.088289809252952
2026-04-08,26.765906296359518
2026-04-09,28.38808243553282
2026-04-10,30.010258574706125
2026-04-11,45.420931896852515
2026-04-12,51.90963645354573
2026-04-13,18.655025600492998
2026-04-14,20.2772017396663
2026-04-15,21.088289809252952
2026-04-16,21.088289809252952
2026-04-17,27.57699436594617
2026-04-18,49.47637224478577
2026-04-19,56.77616487106564
2026-04-20,22.710465948426258
2026-04-21,21.899377878839605
2026-04-22,20.2772017396663
2026-04-23,27.57699436594617
2026-04-24,27.57699436594617
2026-04-25,47.854196105612466
2026-04-26,57.58725294065229
2026-04-27,22.710465948426258
2026-04-28,21.899377878839605
2026-04-29,21.899377878839605
2026-04-30,25.143730157186212
2026-05-01,34.065698922639385
2026-05-02,52.72072452313238
2026-05-03,58.398341010238944
2026-05-04,26.765906296359518
2026-05-05,24.33264208759956
2026-05-06,25.954818226772865
2026-05-07,25.143730157186212
2026-05-08,31.63243471387943
2026-05-09,45.420931896852515
2026-05-10,62.45378135817221
2026-05-11,22.710465948426258
2026-05-12,21.899377878839605
2026-05-13,22.710465948426258
2026-05-14,23.52155401801291
2026-05-15,30.010258574706125
2026-05-16,48.66528417519912
2026-05-17,53.531812592719035
2026-05-18,22.710465948426258
2026-05-19,21.899377878839605
2026-05-20,25.143730157186212
2026-05-21,25.143730157186212
2026-05-22,31.63243471387943
2026-05-23,56.77616487106564
2026-05-24,65.69813363651882
2026-05-25,50.287460314372424
2026-05-26,23.52155401801291
2026-05-27,25.954818226772865
2026-05-28,26.765906296359518
2026-05-29,32.44352278346608
2026-05-30,52.72072452313238
2026-05-31,55.96507680147899
