Time,pbs_kids
2024-09-23,56.79650454108299
2024-09-24,60.273841553802356
2024-09-25,63.75117856652172
2024-09-26,64.91029090409485
2024-09-27,77.66052661739919
2024-09-28,26.65958376418181
2024-09-29,24.341359089035567
2024-09-30,49.841830515644254
2024-10-01,56.79650454108299
2024-10-02,54.47827986593675
2024-10-03,61.43295389137548
2024-10-04,86.93342531798417
2024-10-05,24.341359089035567
2024-10-06,23.182246751462444
2024-10-07,48.682718178071134
2024-10-08,49.841830515644254
2024-10-09,56.79650454108299
2024-10-10,55.63739220350987
2024-10-11,73.0240772671067
2024-10-12,25.50047142660869
2024-10-13,24.341359089035567
2024-10-14,35.93248246476679
2024-10-15,51.00094285321738
2024-10-16,52.1600551907905
2024-10-17,57.955616878656116
2024-10-18,77.66052661739919
2024-10-19,23.182246751462444
2024-10-20,24.341359089035567
2024-10-21,48.682718178071134
2024-10-22,56.79650454108299
2024-10-23,57.955616878656116
2024-10-24,61.43295389137548
2024-10-25,83.4560883052648
2024-10-26,24.341359089035567
2024-10-27,23.182246751462444
2024-10-28,52.1600551907905
2024-10-29,54.47827986593675
2024-10-30,62.5920662289486
2024-10-31,75.34230194225294
2024-11-01,89.25164999313041
2024-11-02,26.65958376418181
2024-11-03,23.182246751462444
2024-11-04,53.31916752836362
2024-11-05,44.04626882777865
2024-11-06,46.36449350292489
2024-11-07,62.5920662289486
2024-11-08,86.93342531798417
2024-11-09,27.818696101754934
2024-11-10,23.182246751462444
2024-11-11,42.88715649020553
2024-11-12,53.31916752836362
2024-11-13,60.273841553802356
2024-11-14,70.70585259196046
2024-11-15,92.72898700584977
2024-11-16,25.50047142660869
2024-11-17,25.50047142660869
2024-11-18,52.1600551907905
2024-11-19,62.5920662289486
2024-11-20,67.22851557924109
2024-11-21,71.86496492953358
2024-11-22,93.88809934342291
2024-11-23,27.818696101754934
2024-11-24,23.182246751462444
2024-11-25,39.40981947748616
2024-11-26,46.36449350292489
2024-11-27,28.977808439328058
2024-11-28,22.023134413889323
2024-11-29,20.8640220763162
2024-11-30,20.8640220763162
2024-12-01,19.70490973874308
2024-12-02,49.841830515644254
2024-12-03,57.955616878656116
2024-12-04,62.5920662289486
2024-12-05,62.5920662289486
2024-12-06,92.72898700584977
2024-12-07,24.341359089035567
2024-12-08,23.182246751462444
2024-12-09,56.79650454108299
2024-12-10,69.54674025438733
2024-12-11,68.38762791681421
2024-12-12,74.18318960467982
2024-12-13,89.25164999313041
2024-12-14,25.50047142660869
2024-12-15,24.341359089035567
2024-12-16,66.06940324166797
2024-12-17,73.0240772671067
2024-12-18,85.77431298041105
2024-12-19,96.20632401856915
2024-12-20,86.93342531798417
2024-12-21,24.341359089035567
2024-12-22,24.341359089035567
2024-12-23,23.182246751462444
2024-12-24,22.023134413889323
2024-12-25,19.70490973874308
2024-12-26,18.545797401169956
2024-12-27,19.70490973874308
2024-12-28,18.545797401169956
2024-12-29,16.227572726023713
2024-12-30,17.386685063596833
2024-12-31,19.70490973874308
2025-01-01,19.70490973874308
2025-01-02,23.182246751462444
2025-01-03,24.341359089035567
2025-01-04,19.70490973874308
2025-01-05,18.545797401169956
2025-01-06,33.614257789620545
2025-01-07,51.00094285321738
2025-01-08,60.273841553802356
2025-01-09,62.5920662289486
2025-01-10,69.54674025438733
2025-01-11,24.341359089035567
2025-01-12,22.023134413889323
2025-01-13,57.955616878656116
2025-01-14,67.22851557924109
2025-01-15,67.22851557924109
2025-01-16,66.06940324166797
2025-01-17,85.77431298041105
2025-01-18,25.50047142660869
2025-01-19,23.182246751462444
2025-01-20,24.341359089035567
2025-01-21,49.841830515644254
2025-01-22,51.00094285321738
2025-01-23,60.273841553802356
2025-01-24,76.50141427982607
2025-01-25,23.182246751462444
2025-01-26,23.182246751462444
2025-01-27,56.79650454108299
2025-01-28,61.43295389137548
2025-01-29,59.114729216229236
2025-01-30,68.38762791681421
2025-01-31,92.72898700584977
2025-02-01,24.341359089035567
2025-02-02,25.50047142660869
2025-02-03,53.31916752836362
2025-02-04,60.273841553802356
2025-02-05,64.91029090409485
2025-02-06,68.38762791681421
2025-02-07,90.41076233070353
2025-02-08,26.65958376418181
2025-02-09,23.182246751462444
2025-02-10,52.1600551907905
2025-02-11,67.22851557924109
2025-02-12,69.54674025438733
2025-02-13,76.50141427982607
2025-02-14,74.18318960467982
2025-02-15,24.341359089035567
2025-02-16,23.182246751462444
2025-02-17,31.2960331144743
2025-02-18,55.63739220350987
2025-02-19,62.5920662289486
2025-02-20,63.75117856652172
2025-02-21,84.61520064283792
2025-02-22,25.50047142660869
2025-02-23,25.50047142660869
2025-02-24,51.00094285321738
2025-02-25,60.273841553802356
2025-02-26,57.955616878656116
2025-02-27,62.5920662289486
2025-02-28,88.0925376555573
2025-03-01,25.50047142660869
2025-03-02,23.182246751462444
2025-03-03,57.955616878656116
2025-03-04,62.5920662289486
2025-03-05,75.34230194225294
2025-03-06,73.0240772671067
2025-03-07,86.93342531798417
2025-03-08,25.50047142660869
2025-03-09,23.182246751462444
2025-03-10,48.682718178071134
2025-03-11,52.1600551907905
2025-03-12,55.63739220350987
2025-03-13,62.5920662289486
2025-03-14,75.34230194225294
2025-03-15,23.182246751462444
2025-03-16,20.8640220763162
2025-03-17,47.523605840498014
2025-03-18,51.00094285321738
2025-03-19,52.1600551907905
2025-03-20,57.955616878656116
2025-03-21,73.0240772671067
2025-03-22,24.341359089035567
2025-03-23,22.023134413889323
2025-03-24,48.682718178071134
2025-03-25,51.00094285321738
2025-03-26,54.47827986593675
2025-03-27,63.75117856652172
2025-03-28,83.4560883052648
2025-03-29,24.341359089035567
2025-03-30,25.50047142660869
2025-03-31,49.841830515644254
2025-04-01,55.63739220350987
2025-04-02,59.114729216229236
2025-04-03,67.22851557924109
2025-04-04,86.93342531798417
2025-04-05,24.341359089035567
2025-04-06,23.182246751462444
2025-04-07,54.47827986593675
2025-04-08,60.273841553802356
2025-04-09,61.43295389137548
2025-04-10,68.38762791681421
2025-04-11,93.88809934342291
2025-04-12,24.341359089035567
2025-04-13,23.182246751462444
2025-04-14,52.1600551907905
2025-04-15,63.75117856652172
2025-04-16,61.43295389137548
2025-04-17,74.18318960467982
2025-04-18,38.25070713991303
2025-04-19,20.8640220763162
2025-04-20,18.545797401169956
2025-04-21,42.88715649020553
2025-04-22,60.273841553802356
2025-04-23,69.54674025438733
2025-04-24,71.86496492953358
2025-04-25,84.61520064283792
2025-04-26,20.8640220763162
2025-04-27,20.8640220763162
2025-04-28,57.955616878656116
2025-04-29,70.70585259196046
2025-04-30,75.34230194225294
2025-05-01,83.4560883052648
2025-05-02,113.59300908216598
2025-05-03,28.977808439328058
2025-05-04,30.136920776901178
2025-05-05,82.29697596769168
2025-05-06,88.0925376555573
2025-05-07,100.84277336886164
2025-05-08,98.52454869371539
2025-05-09,115.91123375731223
2025-05-10,26.65958376418181
2025-05-11,26.65958376418181
2025-05-12,84.61520064283792
2025-05-13,93.88809934342291
2025-05-14,100.84277336886164
2025-05-15,98.52454869371539
2025-05-16,107.79744739430038
2025-05-17,23.182246751462444
2025-05-18,23.182246751462444
2025-05-19,90.41076233070353
2025-05-20,92.72898700584977
2025-05-21,90.41076233070353
2025-05-22,83.4560883052648
2025-05-23,75.34230194225294
2025-05-24,22.023134413889323
2025-05-25,20.8640220763162
2025-05-26,20.8640220763162
2025-05-27,55.63739220350987
2025-05-28,62.5920662289486
2025-05-29,55.63739220350987
2025-05-30,51.00094285321738
2025-05-31,22.023134413889323
2025-06-01,22.023134413889323
2025-06-02,38.25070713991303
2025-06-03,45.20538116535177
2025-06-04,41.7280441526324
2025-06-05,44.04626882777865
2025-06-06,39.40981947748616
2025-06-07,19.70490973874308
2025-06-08,18.545797401169956
2025-06-09,34.773370127193665
2025-06-10,34.773370127193665
2025-06-11,34.773370127193665
2025-06-12,37.09159480233991
2025-06-13,31.2960331144743
2025-06-14,18.545797401169956
2025-06-15,20.8640220763162
2025-06-16,27.818696101754934
2025-06-17,26.65958376418181
2025-06-18,27.818696101754934
2025-06-19,20.8640220763162
2025-06-20,24.341359089035567
2025-06-21,15.068460388450589
2025-06-22,18.545797401169956
2025-06-23,22.023134413889323
2025-06-24,23.182246751462444
2025-06-25,22.023134413889323
2025-06-26,20.8640220763162
2025-06-27,20.8640220763162
2025-06-28,16.227572726023713
2025-06-29,17.386685063596833
2025-06-30,16.227572726023713
2025-07-01,19.70490973874308
2025-07-02,18.545797401169956
2025-07-03,18.545797401169956
2025-07-04,18.545797401169956
2025-07-05,17.386685063596833
2025-07-06,17.386685063596833
2025-07-07,18.545797401169956
2025-07-08,18.545797401169956
2025-07-09,19.70490973874308
2025-07-10,19.70490973874308
2025-07-11,19.70490973874308
2025-07-12,17.386685063596833
2025-07-13,18.545797401169956
2025-07-14,17.386685063596833
2025-07-15,19.70490973874308
2025-07-16,20.8640220763162
2025-07-17,19.70490973874308
2025-07-18,19.70490973874308
2025-07-19,22.023134413889323
2025-07-20,22.023134413889323
2025-07-21,19.70490973874308
2025-07-22,19.70490973874308
2025-07-23,20.8640220763162
2025-07-24,20.8640220763162
2025-07-25,20.8640220763162
2025-07-26,17.386685063596833
2025-07-27,17.386685063596833
2025-07-28,18.545797401169956
2025-07-29,18.545797401169956
2025-07-30,19.70490973874308
2025-07-31,19.70490973874308
2025-08-01,23.182246751462444
2025-08-02,30.136920776901178
2025-08-03,23.182246751462444
2025-08-04,24.341359089035567
2025-08-05,28.977808439328058
2025-08-06,33.614257789620545
2025-08-07,37.09159480233991
2025-08-08,40.56893181505928
2025-08-09,30.136920776901178
2025-08-10,26.65958376418181
2025-08-11,38.25070713991303
2025-08-12,44.04626882777865
2025-08-13,48.682718178071134
2025-08-14,51.00094285321738
2025-08-15,70.70585259196046
2025-08-16,28.977808439328058
2025-08-17,30.136920776901178
2025-08-18,48.682718178071134
2025-08-19,53.31916752836362
2025-08-20,60.273841553802356
2025-08-21,59.114729216229236
2025-08-22,82.29697596769168
2025-08-23,25.50047142660869
2025-08-24,23.182246751462444
2025-08-25,49.841830515644254
2025-08-26,57.955616878656116
2025-08-27,60.273841553802356
2025-08-28,66.06940324166797
2025-08-29,83.4560883052648
2025-08-30,22.023134413889323
2025-08-31,24.341359089035567
2025-09-01,24.341359089035567
2025-09-02,49.841830515644254
2025-09-03,61.43295389137548
2025-09-04,64.91029090409485
2025-09-05,89.25164999313041
2025-09-06,24.341359089035567
2025-09-07,23.182246751462444
2025-09-08,57.955616878656116
2025-09-09,63.75117856652172
2025-09-10,60.273841553802356
2025-09-11,67.22851557924109
2025-09-12,90.41076233070353
2025-09-13,26.65958376418181
2025-09-14,20.8640220763162
2025-09-15,54.47827986593675
2025-09-16,61.43295389137548
2025-09-17,61.43295389137548
2025-09-18,67.22851557924109
2025-09-19,100.84277336886164
2025-09-20,26.65958376418181
2025-09-21,24.341359089035567
2025-09-22,56.79650454108299
2025-09-23,61.43295389137548
2025-09-24,64.91029090409485
2025-09-25,67.22851557924109
2025-09-26,91.56987466827665
2025-09-27,28.977808439328058
2025-09-28,23.182246751462444
2025-09-29,59.114729216229236
2025-09-30,62.5920662289486
2025-10-01,63.75117856652172
2025-10-02,64.91029090409485
2025-10-03,95.04721168099603
2025-10-04,26.65958376418181
2025-10-05,25.50047142660869
2025-10-06,52.1600551907905
2025-10-07,59.114729216229236
2025-10-08,63.75117856652172
2025-10-09,70.70585259196046
2025-10-10,79.97875129254544
2025-10-11,25.50047142660869
2025-10-12,25.50047142660869
2025-10-13,42.88715649020553
2025-10-14,57.955616878656116
2025-10-15,60.273841553802356
2025-10-16,61.43295389137548
2025-10-17,77.66052661739919
2025-10-18,24.341359089035567
2025-10-19,23.182246751462444
2025-10-20,55.63739220350987
2025-10-21,56.79650454108299
2025-10-22,57.955616878656116
2025-10-23,64.91029090409485
2025-10-24,93.88809934342291
2025-10-25,24.341359089035567
2025-10-26,24.341359089035567
2025-10-27,56.79650454108299
2025-10-28,62.5920662289486
2025-10-29,68.38762791681421
2025-10-30,73.0240772671067
2025-10-31,85.77431298041105
2025-11-01,23.182246751462444
2025-11-02,23.182246751462444
2025-11-03,48.682718178071134
2025-11-04,46.36449350292489
2025-11-05,59.114729216229236
2025-11-06,60.273841553802356
2025-11-07,97.36543635614227
2025-11-08,26.65958376418181
2025-11-09,23.182246751462444
2025-11-10,55.63739220350987
2025-11-11,51.00094285321738
2025-11-12,62.5920662289486
2025-11-13,67.22851557924109
2025-11-14,92.72898700584977
2025-11-15,24.341359089035567
2025-11-16,24.341359089035567
2025-11-17,55.63739220350987
2025-11-18,62.5920662289486
2025-11-19,66.06940324166797
2025-11-20,81.13786363011856
2025-11-21,107.79744739430038
2025-11-22,26.65958376418181
2025-11-23,23.182246751462444
2025-11-24,41.7280441526324
2025-11-25,47.523605840498014
2025-11-26,27.818696101754934
2025-11-27,24.341359089035567
2025-11-28,20.8640220763162
2025-11-29,22.023134413889323
2025-11-30,20.8640220763162
2025-12-01,51.00094285321738
2025-12-02,68.38762791681421
2025-12-03,62.5920662289486
2025-12-04,75.34230194225294
2025-12-05,92.72898700584977
2025-12-06,24.341359089035567
2025-12-07,24.341359089035567
2025-12-08,61.43295389137548
2025-12-09,66.06940324166797
2025-12-10,70.70585259196046
2025-12-11,74.67749350812232
2025-12-12,90.14165424598959
2025-12-13,25.438124583131493
2025-12-14,25.438124583131493
2025-12-15,68.02818427794617
2025-12-16,79.63902836448256
2025-12-17,82.96368297957062
2025-12-18,96.21140730737918
2025-12-19,91.24987245101894
2025-12-20,23.221688173072774
2025-12-21,22.113469968043418
2025-12-22,26.54634278816085
2025-12-23,26.54634278816085
2025-12-24,22.113469968043418
2025-12-25,18.78881535295534
2025-12-26,17.68059714792598
2025-12-27,19.3683715217419
2025-12-28,18.78881535295534
2025-12-29,19.8970335579847
2025-12-30,21.00525176301406
2025-12-31,22.113469968043418
2026-01-01,22.693026136829978
2026-01-02,18.78881535295534
2026-01-03,19.8970335579847
2026-01-04,18.78881535295534
2026-01-05,31.507877644521088
2026-01-06,47.551594551174915
2026-01-07,51.98446737129235
2026-01-08,60.27065684274066
2026-01-09,87.92521783593087
2026-01-10,24.3184536671687
2026-01-11,22.20380552219751
2026-01-12,50.75155547930859
2026-01-13,59.21014805919336
2026-01-14,66.61141656659252
2026-01-15,67.66874063907812
2026-01-16,90.92987023376122
2026-01-17,25.375777739654296
2026-01-18,22.20380552219751
2026-01-19,24.3184536671687
2026-01-20,57.09549991422217
2026-01-21,64.49676842162134
2026-01-22,70.8407128565349
2026-01-23,87.75789801630444
2026-01-24,33.83437031953906
2026-01-25,27.490425884625488
2026-01-26,39.120990681967044
2026-01-27,53.923527696765376
2026-01-28,57.09549991422217
2026-01-29,60.26747213167896
2026-01-30,81.41395358139087
2026-01-31,27.490425884625488
2026-02-01,24.3184536671687
2026-02-02,48.6369073343374
2026-02-03,57.09549991422217
2026-02-04,60.26747213167896
2026-02-05,62.38212027665014
2026-02-06,86.70057394381885
2026-02-07,26.433101812139892
2026-02-08,23.261129594683105
2026-02-09,46.52225918936621
2026-02-10,61.32479620416455
2026-02-11,61.32479620416455
2026-02-12,64.49676842162134
2026-02-13,71.8980369290205
2026-02-14,21.146481449711914
2026-02-15,24.3184536671687
2026-02-16,26.433101812139892
2026-02-17,42.29296289942383
2026-02-18,50.75155547930859
2026-02-19,56.038175841736575
2026-02-20,77.18465729144849
2026-02-21,26.433101812139892
2026-02-22,22.20380552219751
2026-02-23,50.75155547930859
2026-02-24,59.21014805919336
2026-02-25,53.923527696765376
2026-02-26,63.43944434913574
2026-02-27,87.75789801630444
2026-02-28,22.20380552219751
2026-03-01,21.146481449711914
2026-03-02,54.980851769250975
2026-03-03,61.32479620416455
2026-03-04,63.43944434913574
2026-03-05,66.61141656659252
2026-03-06,88.81522208879004
2026-03-07,25.375777739654296
2026-03-08,26.433101812139892
2026-03-09,50.75155547930859
2026-03-10,52.866203624279784
2026-03-11,62.38212027665014
2026-03-12,68.72606471156372
2026-03-13,75.07000914647729
2026-03-14,24.3184536671687
2026-03-15,20.089157377226318
2026-03-16,44.40761104439502
2026-03-17,48.6369073343374
2026-03-18,51.80887955179419
2026-03-19,53.923527696765376
2026-03-20,62.38212027665014
2026-03-21,23.261129594683105
2026-03-22,21.146481449711914
2026-03-23,46.52225918936621
2026-03-24,54.980851769250975
2026-03-25,57.09549991422217
2026-03-26,60.26747213167896
2026-03-27,82.47127765387646
2026-03-28,22.20380552219751
2026-03-29,22.20380552219751
2026-03-30,47.57958326185181
2026-03-31,48.6369073343374
2026-04-01,52.866203624279784
2026-04-02,64.49676842162134
2026-04-03,37.006342536995845
2026-04-04,23.261129594683105
2026-04-05,20.089157377226318
2026-04-06,34.89169439202466
2026-04-07,45.46493511688061
2026-04-08,49.69423140682299
2026-04-09,50.75155547930859
2026-04-10,70.8407128565349
2026-04-11,20.089157377226318
2026-04-12,19.031833304740722
2026-04-13,50.75155547930859
2026-04-14,53.923527696765376
2026-04-15,56.038175841736575
2026-04-16,65.55409249410692
2026-04-17,84.58592579884765
2026-04-18,22.20380552219751
2026-04-19,22.20380552219751
2026-04-20,53.923527696765376
2026-04-21,65.55409249410692
2026-04-22,64.49676842162134
2026-04-23,71.8980369290205
2026-04-24,84.58592579884765
2026-04-25,22.20380552219751
2026-04-26,21.146481449711914
2026-04-27,59.21014805919336
2026-04-28,66.61141656659252
2026-04-29,67.66874063907812
2026-04-30,76.12733321896289
2026-05-01,105.73240724855957
2026-05-02,23.261129594683105
2026-05-03,21.146481449711914
2026-05-04,61.32479620416455
2026-05-05,71.8980369290205
2026-05-06,78.24198136393409
2026-05-07,91.98719430624682
2026-05-08,105.73240724855957
2026-05-09,23.261129594683105
2026-05-10,20.089157377226318
2026-05-11,71.8980369290205
2026-05-12,85.64324987133325
2026-05-13,84.58592579884765
2026-05-14,90.92987023376122
2026-05-15,96.2164905961892
2026-05-16,20.089157377226318
2026-05-17,20.089157377226318
2026-05-18,75.07000914647729
2026-05-19,83.52860172636206
2026-05-20,82.47127765387646
2026-05-21,80.35662950890527
2026-05-22,68.72606471156372
2026-05-23,22.20380552219751
2026-05-24,21.146481449711914
2026-05-25,21.146481449711914
2026-05-26,50.75155547930859
2026-05-27,49.69423140682299
2026-05-28,48.6369073343374
2026-05-29,48.6369073343374
2026-05-30,19.031833304740722
2026-05-31,21.146481449711914
