Time,google_docs
2024-09-23,61.04023208405279
2024-09-24,63.00927182869965
2024-09-25,57.75849917630802
2024-09-26,61.69657866560175
2024-09-27,46.60060728997579
2024-09-28,20.346744028017596
2024-09-29,26.910209843507143
2024-09-30,61.69657866560175
2024-10-01,61.69657866560175
2024-10-02,64.32196499179757
2024-10-03,58.41484575785697
2024-10-04,49.22599361617161
2024-10-05,21.003090609566552
2024-10-06,25.597516680409235
2024-10-07,60.38388550250384
2024-10-08,59.071192339405926
2024-10-09,57.75849917630802
2024-10-10,55.78945943166116
2024-10-11,43.97522096377997
2024-10-12,19.03405086491969
2024-10-13,22.31578377266446
2024-10-14,49.88234019772056
2024-10-15,59.071192339405926
2024-10-16,58.41484575785697
2024-10-17,56.44580601321011
2024-10-18,47.913300453073695
2024-10-19,19.690397446468644
2024-10-20,24.94117009886028
2024-10-21,62.3529252471507
2024-10-22,64.97831157334652
2024-10-23,65.63465815489548
2024-10-24,61.69657866560175
2024-10-25,49.22599361617161
2024-10-26,19.690397446468644
2024-10-27,24.94117009886028
2024-10-28,60.38388550250384
2024-10-29,63.00927182869965
2024-10-30,60.38388550250384
2024-10-31,55.1331128501122
2024-11-01,44.63156754532892
2024-11-02,19.03405086491969
2024-11-03,22.31578377266446
2024-11-04,57.10215259475906
2024-11-05,46.60060728997579
2024-11-06,41.34983463758415
2024-11-07,55.1331128501122
2024-11-08,49.22599361617161
2024-11-09,19.690397446468644
2024-11-10,21.659437191115508
2024-11-11,49.22599361617161
2024-11-12,62.3529252471507
2024-11-13,63.00927182869965
2024-11-14,59.727538920954885
2024-11-15,51.19503336081847
2024-11-16,19.690397446468644
2024-11-17,25.597516680409235
2024-11-18,63.00927182869965
2024-11-19,61.69657866560175
2024-11-20,63.66561841024861
2024-11-21,61.69657866560175
2024-11-22,49.22599361617161
2024-11-23,20.346744028017596
2024-11-24,21.659437191115508
2024-11-25,43.97522096377997
2024-11-26,39.38079489293729
2024-11-27,25.597516680409235
2024-11-28,17.065011120272825
2024-11-29,15.752317957174913
2024-11-30,17.065011120272825
2024-12-01,24.284823517311327
2024-12-02,59.071192339405926
2024-12-03,64.32196499179757
2024-12-04,63.66561841024861
2024-12-05,60.38388550250384
2024-12-06,54.476766268563246
2024-12-07,26.25386326195819
2024-12-08,30.19194275125192
2024-12-09,65.63465815489548
2024-12-10,61.69657866560175
2024-12-11,58.41484575785697
2024-12-12,56.44580601321011
2024-12-13,47.913300453073695
2024-12-14,22.972130354213416
2024-12-15,19.690397446468644
2024-12-16,49.88234019772056
2024-12-17,47.25695387152474
2024-12-18,43.318874382231016
2024-12-19,39.38079489293729
2024-12-20,28.87924958815401
2024-12-21,12.47058504943014
2024-12-22,11.15789188633223
2024-12-23,15.09597137562596
2024-12-24,11.814238467881186
2024-12-25,9.188852141685366
2024-12-26,11.814238467881186
2024-12-27,12.47058504943014
2024-12-28,10.501545304783276
2024-12-29,11.15789188633223
2024-12-30,14.439624794077005
2024-12-31,13.78327821252805
2025-01-01,11.15789188633223
2025-01-02,19.690397446468644
2025-01-03,18.377704283370733
2025-01-04,13.78327821252805
2025-01-05,15.09597137562596
2025-01-06,30.848289332800874
2025-01-07,38.06810172983938
2025-01-08,40.03714147448624
2025-01-09,39.38079489293729
2025-01-10,36.755408566741465
2025-01-11,16.40866453872387
2025-01-12,17.721357701821777
2025-01-13,46.60060728997579
2025-01-14,48.569647034622655
2025-01-15,51.19503336081847
2025-01-16,48.569647034622655
2025-01-17,45.94426070842683
2025-01-18,17.721357701821777
2025-01-19,15.752317957174913
2025-01-20,24.284823517311327
2025-01-21,45.94426070842683
2025-01-22,47.913300453073695
2025-01-23,52.50772652391638
2025-01-24,48.569647034622655
2025-01-25,19.03405086491969
2025-01-26,22.31578377266446
2025-01-27,53.82041968701429
2025-01-28,58.41484575785697
2025-01-29,57.75849917630802
2025-01-30,56.44580601321011
2025-01-31,51.85137994236742
2025-02-01,21.003090609566552
2025-02-02,24.284823517311327
2025-02-03,57.10215259475906
2025-02-04,60.38388550250384
2025-02-05,57.10215259475906
2025-02-06,56.44580601321011
2025-02-07,49.88234019772056
2025-02-08,21.659437191115508
2025-02-09,22.972130354213416
2025-02-10,52.50772652391638
2025-02-11,57.75849917630802
2025-02-12,55.1331128501122
2025-02-13,55.1331128501122
2025-02-14,42.66252780068206
2025-02-15,19.03405086491969
2025-02-16,23.62847693576237
2025-02-17,36.755408566741465
2025-02-18,53.164073105465334
2025-02-19,52.50772652391638
2025-02-20,51.85137994236742
2025-02-21,45.94426070842683
2025-02-22,20.346744028017596
2025-02-23,27.5665564250561
2025-02-24,61.04023208405279
2025-02-25,57.10215259475906
2025-02-26,59.727538920954885
2025-02-27,58.41484575785697
2025-02-28,51.85137994236742
2025-03-01,21.659437191115508
2025-03-02,25.597516680409235
2025-03-03,57.75849917630802
2025-03-04,57.75849917630802
2025-03-05,52.50772652391638
2025-03-06,57.10215259475906
2025-03-07,47.25695387152474
2025-03-08,20.346744028017596
2025-03-09,22.972130354213416
2025-03-10,53.164073105465334
2025-03-11,52.50772652391638
2025-03-12,50.53868677926952
2025-03-13,49.88234019772056
2025-03-14,42.006181219133104
2025-03-15,19.690397446468644
2025-03-16,21.003090609566552
2025-03-17,46.60060728997579
2025-03-18,47.913300453073695
2025-03-19,47.913300453073695
2025-03-20,47.25695387152474
2025-03-21,38.06810172983938
2025-03-22,17.721357701821777
2025-03-23,20.346744028017596
2025-03-24,49.88234019772056
2025-03-25,49.88234019772056
2025-03-26,47.913300453073695
2025-03-27,49.22599361617161
2025-03-28,42.006181219133104
2025-03-29,18.377704283370733
2025-03-30,21.659437191115508
2025-03-31,47.913300453073695
2025-04-01,53.164073105465334
2025-04-02,47.913300453073695
2025-04-03,49.22599361617161
2025-04-04,42.66252780068206
2025-04-05,18.377704283370733
2025-04-06,22.972130354213416
2025-04-07,51.85137994236742
2025-04-08,53.164073105465334
2025-04-09,49.88234019772056
2025-04-10,50.53868677926952
2025-04-11,44.63156754532892
2025-04-12,20.346744028017596
2025-04-13,21.003090609566552
2025-04-14,49.88234019772056
2025-04-15,49.232924902234146
2025-04-16,47.89269142918107
2025-04-17,43.20187427349531
2025-04-18,31.48171646176969
2025-04-19,17.081091703937922
2025-04-20,19.091441913517535
2025-04-21,45.88234121960146
2025-04-22,50.57315837528723
2025-04-23,50.57315837528723
2025-04-24,49.90304163876068
2025-04-25,42.203584246194296
2025-04-26,19.419615204292015
2025-04-27,25.450665833030854
2025-04-28,55.263975530972985
2025-04-29,56.93238229480054
2025-04-30,51.9133918483403
2025-05-01,51.24327511181376
2025-05-02,45.21222448307492
2025-05-03,20.759848677345087
2025-05-04,23.44031562345124
2025-05-05,53.92374205791991
2025-05-06,51.24327511181376
2025-05-07,48.562808165707615
2025-05-08,47.89269142918107
2025-05-09,41.86164080044223
2025-05-10,18.421325176990997
2025-05-11,18.421325176990997
2025-05-12,50.57315837528723
2025-05-13,47.22257469265453
2025-05-14,43.871991010021844
2025-05-15,45.13653483927197
2025-05-16,37.61377903272664
2025-05-17,16.4132853960989
2025-05-18,17.09717228760302
2025-05-19,42.40098727325549
2025-05-20,41.03321349024724
2025-05-21,38.98155281573488
2025-05-22,34.878231466710155
2025-05-23,30.774910117685433
2025-05-24,14.361624721586535
2025-05-25,13.677737830082414
2025-05-26,15.045511613090657
2025-05-27,35.56211835821428
2025-05-28,34.878231466710155
2025-05-29,36.2460052497184
2025-05-30,31.458797009189553
2025-05-31,15.045511613090657
2025-06-01,15.729398504594776
2025-06-02,32.142683900693676
2025-06-03,32.8265707921978
2025-06-04,31.458797009189553
2025-06-05,28.03936255166895
2025-06-06,23.936041202644226
2025-06-07,14.361624721586535
2025-06-08,15.045511613090657
2025-06-09,28.03936255166895
2025-06-10,25.30381498565247
2025-06-11,25.98770187715659
2025-06-12,23.252154311140107
2025-06-13,19.8327198536195
2025-06-14,12.309964047074173
2025-06-15,13.677737830082414
2025-06-16,22.568267419635983
2025-06-17,21.884380528131864
2025-06-18,20.51660674512362
2025-06-19,15.729398504594776
2025-06-20,16.4132853960989
2025-06-21,12.309964047074173
2025-06-22,13.677737830082414
2025-06-23,19.8327198536195
2025-06-24,21.200493636627744
2025-06-25,19.14883296211538
2025-06-26,20.51660674512362
2025-06-27,17.78105917910714
2025-06-28,12.993850938578294
2025-06-29,13.677737830082414
2025-06-30,20.51660674512362
2025-07-01,19.14883296211538
2025-07-02,19.14883296211538
2025-07-03,17.78105917910714
2025-07-04,12.309964047074173
2025-07-05,10.942190264065932
2025-07-06,15.045511613090657
2025-07-07,24.619928094148346
2025-07-08,22.568267419635983
2025-07-09,21.884380528131864
2025-07-10,21.200493636627744
2025-07-11,18.46494607061126
2025-07-12,13.677737830082414
2025-07-13,15.045511613090657
2025-07-14,23.936041202644226
2025-07-15,21.884380528131864
2025-07-16,21.884380528131864
2025-07-17,20.51660674512362
2025-07-18,17.78105917910714
2025-07-19,12.993850938578294
2025-07-20,14.361624721586535
2025-07-21,21.884380528131864
2025-07-22,20.51660674512362
2025-07-23,21.200493636627744
2025-07-24,20.51660674512362
2025-07-25,16.4132853960989
2025-07-26,12.993850938578294
2025-07-27,13.677737830082414
2025-07-28,21.884380528131864
2025-07-29,21.884380528131864
2025-07-30,21.884380528131864
2025-07-31,22.568267419635983
2025-08-01,19.8327198536195
2025-08-02,13.677737830082414
2025-08-03,14.361624721586535
2025-08-04,23.252154311140107
2025-08-05,24.619928094148346
2025-08-06,24.619928094148346
2025-08-07,25.30381498565247
2025-08-08,22.568267419635983
2025-08-09,13.677737830082414
2025-08-10,14.361624721586535
2025-08-11,26.67158876866071
2025-08-12,27.355475660164828
2025-08-13,29.40713633467719
2025-08-14,30.091023226181314
2025-08-15,30.091023226181314
2025-08-16,14.361624721586535
2025-08-17,16.4132853960989
2025-08-18,34.878231466710155
2025-08-19,37.61377903272664
2025-08-20,39.665439707239
2025-08-21,38.98155281573488
2025-08-22,36.2460052497184
2025-08-23,15.729398504594776
2025-08-24,17.78105917910714
2025-08-25,47.18819551378433
2025-08-26,49.23985618829669
2025-08-27,50.60762997130494
2025-08-28,49.923743079800815
2025-08-29,39.665439707239
2025-08-30,16.4132853960989
2025-08-31,16.4132853960989
2025-09-01,23.252154311140107
2025-09-02,51.97540375431318
2025-09-03,57.44649888634614
2025-09-04,57.44649888634614
2025-09-05,48.555969296792576
2025-09-06,19.14883296211538
2025-09-07,25.98770187715659
2025-09-08,62.917594018379106
2025-09-09,61.549820235370866
2025-09-10,55.39483821183378
2025-09-11,56.76261199484202
2025-09-12,48.555969296792576
2025-09-13,19.14883296211538
2025-09-14,23.936041202644226
2025-09-15,58.130385777850265
2025-09-16,58.130385777850265
2025-09-17,58.81427266935438
2025-09-18,57.44649888634614
2025-09-19,48.555969296792576
2025-09-20,19.14883296211538
2025-09-21,24.619928094148346
2025-09-22,59.498159560858504
2025-09-23,55.39483821183378
2025-09-24,58.81427266935438
2025-09-25,56.76261199484202
2025-09-26,49.923743079800815
2025-09-27,18.46494607061126
2025-09-28,25.98770187715659
2025-09-29,61.549820235370866
2025-09-30,63.60148090988323
2025-10-01,60.18204645236263
2025-10-02,54.710951320329656
2025-10-03,47.87208240528845
2025-10-04,19.8327198536195
2025-10-05,25.30381498565247
2025-10-06,60.86593334386674
2025-10-07,59.498159560858504
2025-10-08,58.81427266935438
2025-10-09,58.81427266935438
2025-10-10,44.45264794776785
2025-10-11,19.8327198536195
2025-10-12,21.884380528131864
2025-10-13,49.23985618829669
2025-10-14,56.76261199484202
2025-10-15,59.498159560858504
2025-10-16,56.76261199484202
2025-10-17,47.87208240528845
2025-10-18,19.8327198536195
2025-10-19,27.355475660164828
2025-10-20,59.498159560858504
2025-10-21,59.498159560858504
2025-10-22,60.86593334386674
2025-10-23,60.18204645236263
2025-10-24,49.923743079800815
2025-10-25,20.51660674512362
2025-10-26,25.98770187715659
2025-10-27,63.60148090988323
2025-10-28,61.549820235370866
2025-10-29,61.549820235370866
2025-10-30,57.44649888634614
2025-10-31,44.45264794776785
2025-11-01,19.8327198536195
2025-11-02,24.619928094148346
2025-11-03,60.18204645236263
2025-11-04,56.0787251033379
2025-11-05,58.130385777850265
2025-11-06,57.44649888634614
2025-11-07,49.23985618829669
2025-11-08,21.884380528131864
2025-11-09,23.936041202644226
2025-11-10,56.76261199484202
2025-11-11,48.555969296792576
2025-11-12,68.38868915041208
2025-11-13,57.44649888634614
2025-11-14,50.60762997130494
2025-11-15,23.252154311140107
2025-11-16,26.67158876866071
2025-11-17,62.23370712687499
2025-11-18,51.97540375431318
2025-11-19,48.555969296792576
2025-11-20,50.60762997130494
2025-11-21,41.717100381751365
2025-11-22,17.78105917910714
2025-11-23,18.46494607061126
2025-11-24,37.61377903272664
2025-11-25,33.510457683701915
2025-11-26,21.200493636627744
2025-11-27,12.993850938578294
2025-11-28,15.045511613090657
2025-11-29,16.4132853960989
2025-11-30,21.200493636627744
2025-12-01,49.923743079800815
2025-12-02,52.6592906458173
2025-12-03,49.923743079800815
2025-12-04,50.60762997130494
2025-12-05,43.76876105626373
2025-12-06,23.252154311140107
2025-12-07,23.936041202644226
2025-12-08,51.97540375431318
2025-12-09,50.60762997130494
2025-12-10,47.87208240528845
2025-12-11,47.89327875710921
2025-12-12,41.72453128670002
2025-12-13,18.506242411227557
2025-12-14,18.248637706340837
2025-12-15,42.3240794373388
2025-12-16,38.21158112373268
2025-12-17,36.75488011756839
2025-12-18,32.64238180396227
2025-12-19,24.67498988163674
2025-12-20,12.33749494081837
2025-12-21,11.737946790179592
2025-12-22,15.850445103785715
2025-12-23,15.850445103785715
2025-12-24,10.88079393465409
2025-12-25,7.967391922325528
2025-12-26,10.28124578401531
2025-12-27,10.28124578401531
2025-12-28,9.68169763337653
2025-12-29,13.536591242095932
2025-12-30,13.536591242095932
2025-12-31,12.079890235931652
2026-01-01,10.28124578401531
2026-01-02,13.194647796343872
2026-01-03,12.33749494081837
2026-01-04,13.536591242095932
2026-01-05,26.473634333553086
2026-01-06,32.64238180396227
2026-01-07,35.555783816290834
2026-01-08,38.81112927437145
2026-01-09,34.95623566565205
2026-01-10,15.456282293203213
2026-01-11,15.456282293203213
2026-01-12,38.12549632323459
2026-01-13,41.216752781875236
2026-01-14,40.186333962328355
2026-01-15,40.701543372101796
2026-01-16,37.09507750368771
2026-01-17,14.941072883429772
2026-01-18,14.425863473656332
2026-01-19,22.15400462025794
2026-01-20,41.216752781875236
2026-01-21,46.36884687960964
2026-01-22,44.30800924051588
2026-01-23,38.12549632323459
2026-01-24,17.001910522523534
2026-01-25,17.001910522523534
2026-01-26,36.06465868414083
2026-01-27,41.216752781875236
2026-01-28,41.73196219164868
2026-01-29,44.82321865028932
2026-01-30,40.186333962328355
2026-01-31,19.577957571390737
2026-02-01,21.6387952104845
2026-02-02,46.88405628938308
2026-02-03,46.36884687960964
2026-02-04,46.36884687960964
2026-02-05,46.36884687960964
2026-02-06,40.186333962328355
2026-02-07,18.547538751843856
2026-02-08,19.062748161617296
2026-02-09,41.73196219164868
2026-02-10,48.429684518703404
2026-02-11,48.944893928476844
2026-02-12,47.39926569915652
2026-02-13,36.57986809391427
2026-02-14,15.971491702976653
2026-02-15,18.032329342070415
2026-02-16,33.48861163527363
2026-02-17,39.671124552554915
2026-02-18,42.24717160142212
2026-02-19,43.79279983074244
2026-02-20,37.61028691346115
2026-02-21,19.577957571390737
2026-02-22,20.608376390937618
2026-02-23,45.33842806006276
2026-02-24,46.88405628938308
2026-02-25,48.944893928476844
2026-02-26,48.944893928476844
2026-02-27,41.216752781875236
2026-02-28,22.15400462025794
2026-03-01,22.15400462025794
2026-03-02,49.46010333825028
2026-03-03,48.944893928476844
2026-03-04,47.39926569915652
2026-03-05,47.39926569915652
2026-03-06,44.30800924051588
2026-03-07,21.12358580071106
2026-03-08,22.15400462025794
2026-03-09,51.0057315675706
2026-03-10,51.0057315675706
2026-03-11,47.91447510892996
2026-03-12,46.88405628938308
2026-03-13,39.671124552554915
2026-03-14,20.093166981164178
2026-03-15,22.66921403003138
2026-03-16,44.30800924051588
2026-03-17,43.79279983074244
2026-03-18,44.82321865028932
2026-03-19,45.33842806006276
2026-03-20,34.51903045482051
2026-03-21,19.062748161617296
2026-03-22,23.69963284957826
2026-03-23,48.944893928476844
2026-03-24,49.46010333825028
2026-03-25,49.97531274802372
2026-03-26,49.46010333825028
2026-03-27,42.24717160142212
2026-03-28,23.69963284957826
2026-03-29,28.851726947312663
2026-03-30,51.52094097734404
2026-03-31,51.52094097734404
2026-04-01,45.8536374698362
2026-04-02,38.12549632323459
2026-04-03,27.30609871799234
2026-04-04,19.062748161617296
2026-04-05,17.517119932296975
2026-04-06,40.701543372101796
2026-04-07,43.277590420969
2026-04-08,45.33842806006276
2026-04-09,46.36884687960964
2026-04-10,37.61028691346115
2026-04-11,19.062748161617296
2026-04-12,23.18442343980482
2026-04-13,49.46010333825028
2026-04-14,45.8536374698362
2026-04-15,44.82321865028932
2026-04-16,46.88405628938308
2026-04-17,40.701543372101796
2026-04-18,20.608376390937618
2026-04-19,23.69963284957826
2026-04-20,49.97531274802372
2026-04-21,47.91447510892996
2026-04-22,47.39926569915652
2026-04-23,47.39926569915652
2026-04-24,39.671124552554915
2026-04-25,21.12358580071106
2026-04-26,27.30609871799234
2026-04-27,48.944893928476844
2026-04-28,48.429684518703404
2026-04-29,44.82321865028932
2026-04-30,47.91447510892996
2026-05-01,40.701543372101796
2026-05-02,22.15400462025794
2026-05-03,26.7908893082189
2026-05-04,47.91447510892996
2026-05-05,43.79279983074244
2026-05-06,45.8536374698362
2026-05-07,42.24717160142212
2026-05-08,38.64070573300803
2026-05-09,18.032329342070415
2026-05-10,19.577957571390737
2026-05-11,43.277590420969
2026-05-12,42.76238101119556
2026-05-13,42.76238101119556
2026-05-14,40.701543372101796
2026-05-15,37.09507750368771
2026-05-16,20.608376390937618
2026-05-17,20.608376390937618
2026-05-18,37.09507750368771
2026-05-19,41.216752781875236
2026-05-20,39.155915142781474
2026-05-21,37.09507750368771
2026-05-22,31.942983405953306
2026-05-23,18.547538751843856
2026-05-24,19.062748161617296
2026-05-25,23.18442343980482
2026-05-26,38.64070573300803
2026-05-27,36.06465868414083
2026-05-28,37.61028691346115
2026-05-29,37.61028691346115
2026-05-30,23.69963284957826
2026-05-31,26.27567989844546
