Time,nasdaq
2022-06-24,38.0
2022-06-25,9.0
2022-06-26,7.0
2022-06-27,35.0
2022-06-28,35.0
2022-06-29,35.0
2022-06-30,37.0
2022-07-01,33.0
2022-07-02,8.0
2022-07-03,6.0
2022-07-04,8.0
2022-07-05,36.0
2022-07-06,35.0
2022-07-07,32.0
2022-07-08,32.0
2022-07-09,7.0
2022-07-10,6.0
2022-07-11,34.0
2022-07-12,32.0
2022-07-13,36.0
2022-07-14,33.0
2022-07-15,32.0
2022-07-16,8.0
2022-07-17,6.0
2022-07-18,34.0
2022-07-19,33.0
2022-07-20,41.0
2022-07-21,37.0
2022-07-22,35.0
2022-07-23,8.0
2022-07-24,5.0
2022-07-25,34.0
2022-07-26,34.0
2022-07-27,40.0
2022-07-28,43.0
2022-07-29,39.0
2022-07-30,9.0
2022-07-31,7.0
2022-08-01,36.0
2022-08-02,35.0
2022-08-03,37.0
2022-08-04,37.0
2022-08-05,36.0
2022-08-06,8.0
2022-08-07,7.0
2022-08-08,34.0
2022-08-09,33.0
2022-08-10,39.0
2022-08-11,42.0
2022-08-12,34.0
2022-08-13,9.0
2022-08-14,7.0
2022-08-15,36.0
2022-08-16,39.0
2022-08-17,35.0
2022-08-18,33.0
2022-08-19,34.0
2022-08-20,7.0
2022-08-21,6.0
2022-08-22,32.0
2022-08-23,33.0
2022-08-24,30.0
2022-08-25,31.0
2022-08-26,36.0
2022-08-27,10.0
2022-08-28,7.0
2022-08-29,34.07911957168352
2022-08-30,32.04402141582391
2022-08-31,30.767697798929206
2022-09-01,35.09666864961332
2022-09-02,31.285246876859013
2022-09-03,7.881618084473527
2022-09-04,5.846519928613921
2022-09-05,7.881618084473527
2022-09-06,29.250148720999405
2022-09-07,30.267697798929206
2022-09-08,27.973825104104698
2022-09-09,29.750148720999405
2022-09-10,7.122843545508625
2022-09-11,6.8640690065437235
2022-09-12,28.9913741820345
2022-09-13,42.97828673408685
2022-09-14,38.908090422367636
2022-09-15,34.07911957168352
2022-09-16,30.767697798929206
2022-09-17,8.14039262343843
2022-09-18,5.846519928613921
2022-09-19,30.008923259964305
2022-09-20,31.02647233789411
2022-09-21,38.149315883402735
2022-09-22,37.131766805472935
2022-09-23,39.925639500297436
2022-09-24,9.157941701368234
2022-09-25,6.8640690065437235
2022-09-26,35.09666864961332
2022-09-27,34.83789411064842
2022-09-28,35.71088637715645
2022-09-29,36.745984533016056
2022-09-30,36.228435455086256
2022-10-01,8.798334324806662
2022-10-02,6.728138013087447
2022-10-03,31.570493753718022
2022-10-04,35.19333729922665
2022-10-05,33.640690065437234
2022-10-06,30.535395597858415
2022-10-07,33.12314098750743
2022-10-08,9.315883402736466
2022-10-09,6.728138013087447
2022-10-10,34.67578822129684
2022-10-11,37.26353361094586
2022-10-12,33.12314098750743
2022-10-13,39.85127900059488
2022-10-14,34.15823914336704
2022-10-15,9.315883402736466
2022-10-16,6.728138013087447
2022-10-17,31.05294467578822
2022-10-18,35.71088637715645
2022-10-19,32.60559190957763
2022-10-20,30.535395597858415
2022-10-21,31.05294467578822
2022-10-22,7.763236168947055
2022-10-23,5.6930398572278405
2022-10-24,31.05294467578822
2022-10-25,32.088042831647826
2022-10-26,37.781082688875664
2022-10-27,40.368828078524686
2022-10-28,38.81618084473527
2022-10-29,9.315883402736466
2022-10-30,5.6930398572278405
2022-10-31,32.088042831647826
2022-11-01,31.05294467578822
2022-11-02,34.15823914336704
2022-11-03,33.640690065437234
2022-11-04,33.640690065437234
2022-11-05,8.798334324806662
2022-11-06,5.175490779298037
2022-11-07,29.500297441998807
2022-11-08,31.05294467578822
2022-11-09,30.01784651992861
2022-11-10,46.57941701368233
2022-11-11,42.4390243902439
2022-11-12,10.868530636525877
2022-11-13,6.210588935157643
2022-11-14,32.60559190957763
2022-11-15,36.745984533016056
2022-11-16,34.15823914336704
2022-11-17,32.60559190957763
2022-11-18,33.12314098750743
2022-11-19,7.763236168947055
2022-11-20,4.657941701368233
2022-11-21,27.947650208209396
2022-11-22,30.01784651992861
2022-11-23,28.982748364069003
2022-11-24,9.315883402736466
2022-11-25,22.254610350981558
2022-11-26,6.210588935157643
2022-11-27,4.657941701368233
2022-11-28,23.80725758477097
2022-11-29,25.359904818560377
2022-11-30,31.05294467578822
2022-12-01,31.570493753718022
2022-12-02,29.500297441998807
2022-12-03,8.280785246876858
2022-12-04,5.6930398572278405
2022-12-05,24.842355740630573
2022-12-06,27.430101130279592
2022-12-07,27.430101130279592
2022-12-08,28.4651992861392
2022-12-09,24.842355740630573
2022-12-10,10.350981558596073
2022-12-11,5.175490779298037
2022-12-12,27.947650208209396
2022-12-13,33.12314098750743
2022-12-14,30.01784651992861
2022-12-15,29.500297441998807
2022-12-16,27.947650208209396
2022-12-17,8.280785246876858
2022-12-18,4.140392623438429
2022-12-19,26.91255205234979
2022-12-20,30.01784651992861
2022-12-21,31.05294467578822
2022-12-22,31.570493753718022
2022-12-23,26.91255205234979
2022-12-24,7.763236168947055
2022-12-25,5.175490779298037
2022-12-26,10.868530636525877
2022-12-27,27.947650208209396
2022-12-28,30.01784651992861
2022-12-29,31.05294467578822
2022-12-30,27.947650208209396
2022-12-31,9.315883402736466
2023-01-01,6.210588935157643
2023-01-02,10.868530636525877
2023-01-03,27.947650208209396
2023-01-04,32.088042831647826
2023-01-05,30.01784651992861
2023-01-06,33.12314098750743
2023-01-07,8.798334324806662
2023-01-08,5.6930398572278405
2023-01-09,31.570493753718022
2023-01-10,30.535395597858415
2023-01-11,32.088042831647826
2023-01-12,33.12314098750743
2023-01-13,32.088042831647826
2023-01-14,9.315883402736466
2023-01-15,5.175490779298037
2023-01-16,11.903628792385485
2023-01-17,28.4651992861392
2023-01-18,30.535395597858415
2023-01-19,30.535395597858415
2023-01-20,31.570493753718022
2023-01-21,9.315883402736466
2023-01-22,6.210588935157643
2023-01-23,33.12314098750743
2023-01-24,36.745984533016056
2023-01-25,33.640690065437234
2023-01-26,35.19333729922665
2023-01-27,34.67578822129684
2023-01-28,9.315883402736466
2023-01-29,5.6930398572278405
2023-01-30,29.500297441998807
2023-01-31,33.640690065437234
2023-02-01,39.85127900059488
2023-02-02,51.75490779298036
2023-02-03,45.026769779892916
2023-02-04,9.83343248066627
2023-02-05,7.245687091017251
2023-02-06,34.15823914336704
2023-02-07,36.745984533016056
2023-02-08,36.228435455086256
2023-02-09,35.19333729922665
2023-02-10,33.12314098750743
2023-02-11,9.315883402736466
2023-02-12,5.6930398572278405
2023-02-13,28.982748364069003
2023-02-14,36.228435455086256
2023-02-15,35.71088637715645
2023-02-16,33.12314098750743
2023-02-17,32.60559190957763
2023-02-18,8.798334324806662
2023-02-19,5.175490779298037
2023-02-20,11.903628792385485
2023-02-21,30.01784651992861
2023-02-22,31.570493753718022
2023-02-23,32.60559190957763
2023-02-24,30.01784651992861
2023-02-25,8.280785246876858
2023-02-26,5.6930398572278405
2023-02-27,27.947650208209396
2023-02-28,28.4651992861392
2023-03-01,30.535395597858415
2023-03-02,31.570493753718022
2023-03-03,29.500297441998807
2023-03-04,8.280785246876858
2023-03-05,5.6930398572278405
2023-03-06,30.535395597858415
2023-03-07,28.4651992861392
2023-03-08,28.4651992861392
2023-03-09,30.535395597858415
2023-03-10,36.228435455086256
2023-03-11,10.350981558596073
2023-03-12,8.798334324806662
2023-03-13,44.509220701963116
2023-03-14,37.26353361094586
2023-03-15,37.781082688875664
2023-03-16,36.745984533016056
2023-03-17,31.05294467578822
2023-03-18,8.280785246876858
2023-03-19,6.728138013087447
2023-03-20,32.60559190957763
2023-03-21,33.640690065437234
2023-03-22,34.67578822129684
2023-03-23,34.67578822129684
2023-03-24,30.535395597858415
2023-03-25,8.280785246876858
2023-03-26,6.210588935157643
2023-03-27,31.570493753718022
2023-03-28,28.4651992861392
2023-03-29,30.535395597858415
2023-03-30,30.535395597858415
2023-03-31,32.60559190957763
2023-04-01,9.315883402736466
2023-04-02,6.210588935157643
2023-04-03,34.67578822129684
2023-04-04,28.982748364069003
2023-04-05,30.01784651992861
2023-04-06,28.982748364069003
2023-04-07,18.114217727543128
2023-04-08,5.6930398572278405
2023-04-09,5.175490779298037
2023-04-10,30.01784651992861
2023-04-11,32.088042831647826
2023-04-12,31.05294467578822
2023-04-13,31.570493753718022
2023-04-14,29.500297441998807
2023-04-15,7.245687091017251
2023-04-16,5.6930398572278405
2023-04-17,26.91255205234979
2023-04-18,28.4651992861392
2023-04-19,29.500297441998807
2023-04-20,26.395002974419985
2023-04-21,26.91255205234979
2023-04-22,7.245687091017251
2023-04-23,5.175490779298037
2023-04-24,26.395002974419985
2023-04-25,30.535395597858415
2023-04-26,36.26426626369186
2023-04-27,30.594405451677027
2023-04-28,29.932296500797708
2023-04-29,7.713294997660482
2023-04-30,5.669860812014834
2023-05-01,28.349304060074168
2023-05-02,29.01141301095349
2023-05-03,29.01141301095349
2023-05-04,27.88886231515206
2023-05-05,27.42842057022995
2023-05-06,6.7924115078162615
2023-05-07,5.209419067092725
2023-05-08,26.96797882530784
2023-05-09,25.643760923549202
2023-05-10,28.550971266031375
2023-05-11,27.42842057022995
2023-05-12,24.722877433704983
2023-05-13,6.590744301859054
2023-05-14,4.748977322170614
2023-05-15,25.84542812950641
2023-05-16,26.96797882530784
2023-05-17,28.349304060074168
2023-05-18,31.054847196599134
2023-05-19,27.88886231515206
2023-05-20,7.2528532527383724
2023-05-21,4.748977322170614
2023-05-22,28.550971266031375
2023-05-23,26.50753708038573
2023-05-24,26.30586987442852
2023-05-25,34.479606617011115
2023-05-26,32.670087365067715
2023-05-27,9.680025885945991
2023-05-28,6.45335059063066
2023-05-29,8.873357062117158
2023-05-30,32.2667529531533
2023-05-31,28.23340883400914
2023-06-01,32.2667529531533
2023-06-02,34.28342501272538
2023-06-03,9.276691474031574
2023-06-04,7.260019414459493
2023-06-05,31.863418541238886
2023-06-06,31.056749717410053
2023-06-07,32.2667529531533
2023-06-08,33.880090600810966
2023-06-09,31.056749717410053
2023-06-10,7.663353826373909
2023-06-11,6.45335059063066
2023-06-12,36.70343148421188
2023-06-13,36.70343148421188
2023-06-14,36.30009707229746
2023-06-15,36.70343148421188
2023-06-16,33.880090600810966
2023-06-17,7.260019414459493
2023-06-18,6.050016178716244
2023-06-19,13.713370005090153
2023-06-20,31.056749717410053
2023-06-21,31.056749717410053
2023-06-22,30.25008089358122
2023-06-23,27.02340559826589
2023-06-24,6.856685002545077
2023-06-25,5.646681766801827
2023-06-26,29.443412069752387
2023-06-27,30.653415305495635
2023-06-28,29.040077657837973
2023-06-29,30.25008089358122
2023-06-30,30.653415305495635
2023-07-01,8.066688238288325
2023-07-02,6.856685002545077
2023-07-03,27.02340559826589
2023-07-04,8.066688238288325
2023-07-05,28.23340883400914
2023-07-06,27.83007442209472
2023-07-07,27.83007442209472
2023-07-08,7.260019414459493
2023-07-09,5.646681766801827
2023-07-10,29.040077657837973
2023-07-11,31.056749717410053
2023-07-12,32.670087365067715
2023-07-13,35.89676266038305
2023-07-14,36.70343148421188
2023-07-15,9.680025885945991
2023-07-16,6.856685002545077
2023-07-17,33.07342177698214
2023-07-18,35.09009383655422
2023-07-19,35.89676266038305
2023-07-20,40.33344119144163
2023-07-21,38.31676913186955
2023-07-22,8.873357062117158
2023-07-23,6.45335059063066
2023-07-24,32.2667529531533
2023-07-25,33.07342177698214
2023-07-26,34.686759424639796
2023-07-27,35.49342824846863
2023-07-28,34.28342501272538
2023-07-29,8.066688238288325
2023-07-30,6.45335059063066
2023-07-31,30.25008089358122
2023-08-01,32.670087365067715
2023-08-02,33.07342177698214
2023-08-03,33.880090600810966
2023-08-04,30.25008089358122
2023-08-05,7.663353826373909
2023-08-06,5.646681766801827
2023-08-07,31.460084129324468
2023-08-08,28.636743245923554
2023-08-09,29.040077657837973
2023-08-10,30.25008089358122
2023-08-11,28.23340883400914
2023-08-12,7.260019414459493
2023-08-13,5.646681766801827
2023-08-14,28.23340883400914
2023-08-15,27.426740010180307
2023-08-16,29.443412069752387
2023-08-17,30.25008089358122
2023-08-18,29.040077657837973
2023-08-19,6.856685002545077
2023-08-20,5.646681766801827
2023-08-21,29.443412069752387
2023-08-22,29.846746481666806
2023-08-23,32.2667529531533
2023-08-24,31.460084129324468
2023-08-25,30.25008089358122
2023-08-26,7.260019414459493
2023-08-27,5.646681766801827
2023-08-28,26.216736774437056
2023-08-29,29.443412069752387
2023-08-30,29.443412069752387
2023-08-31,29.040077657837973
2023-09-01,28.636743245923554
2023-09-02,6.45335059063066
2023-09-03,5.646681766801827
2023-09-04,7.260019414459493
2023-09-05,25.81340236252264
2023-09-06,24.603399126779394
2023-09-07,26.216736774437056
2023-09-08,25.00673353869381
2023-09-09,6.45335059063066
2023-09-10,4.8400129429729954
2023-09-11,26.216736774437056
2023-09-12,26.620071186351474
2023-09-13,26.620071186351474
2023-09-14,30.25008089358122
2023-09-15,28.23340883400914
2023-09-16,7.663353826373909
2023-09-17,5.243347354887412
2023-09-18,25.00673353869381
2023-09-19,27.02340559826589
2023-09-20,27.02340559826589
2023-09-21,27.83007442209472
2023-09-22,25.410067950608227
2023-09-23,6.45335059063066
2023-09-24,5.243347354887412
2023-09-25,24.200064714864975
2023-09-26,26.620071186351474
2023-09-27,28.23340883400914
2023-09-28,26.216736774437056
2023-09-29,25.00673353869381
2023-09-30,7.663353826373909
2023-10-01,6.050016178716244
2023-10-02,24.200064714864975
2023-10-03,27.83007442209472
2023-10-04,30.25008089358122
2023-10-05,26.216736774437056
2023-10-06,27.02340559826589
2023-10-07,7.260019414459493
2023-10-08,6.45335059063066
2023-10-09,26.620071186351474
2023-10-10,25.81340236252264
2023-10-11,26.216736774437056
2023-10-12,27.02340559826589
2023-10-13,25.81340236252264
2023-10-14,6.45335059063066
2023-10-15,5.243347354887412
2023-10-16,25.410067950608227
2023-10-17,26.620071186351474
2023-10-18,25.410067950608227
2023-10-19,24.200064714864975
2023-10-20,25.00673353869381
2023-10-21,6.45335059063066
2023-10-22,5.243347354887412
2023-10-23,26.216736774437056
2023-10-24,27.02340559826589
2023-10-25,31.460084129324468
2023-10-26,35.49342824846863
2023-10-27,29.846746481666806
2023-10-28,8.066688238288325
2023-10-29,5.243347354887412
2023-10-30,26.216736774437056
2023-10-31,28.636743245923554
2023-11-01,27.83007442209472
2023-11-02,29.443412069752387
2023-11-03,29.846746481666806
2023-11-04,7.260019414459493
2023-11-05,5.646681766801827
2023-11-06,28.23340883400914
2023-11-07,30.25008089358122
2023-11-08,29.443412069752387
2023-11-09,27.02340559826589
2023-11-10,27.426740010180307
2023-11-11,8.066688238288325
2023-11-12,5.646681766801827
2023-11-13,26.216736774437056
2023-11-14,32.2667529531533
2023-11-15,33.880090600810966
2023-11-16,30.653415305495635
2023-11-17,27.02340559826589
2023-11-18,7.260019414459493
2023-11-19,5.646681766801827
2023-11-20,28.636743245923554
2023-11-21,29.040077657837973
2023-11-22,27.426740010180307
2023-11-23,8.066688238288325
2023-11-24,19.360051771891982
2023-11-25,6.050016178716244
2023-11-26,4.8400129429729954
2023-11-27,24.200064714864975
2023-11-28,26.620071186351474
2023-11-29,28.636743245923554
2023-11-30,31.056749717410053
2023-12-01,31.056749717410053
2023-12-02,9.680025885945991
2023-12-03,5.646681766801827
2023-12-04,27.83007442209472
2023-12-05,26.216736774437056
2023-12-06,27.02340559826589
2023-12-07,27.83007442209472
2023-12-08,32.2667529531533
2023-12-09,8.873357062117158
2023-12-10,6.050016178716244
2023-12-11,30.25008089358122
2023-12-12,31.460084129324468
2023-12-13,35.09009383655422
2023-12-14,37.1067658961263
2023-12-15,34.28342501272538
2023-12-16,9.276691474031574
2023-12-17,6.45335059063066
2023-12-18,29.846746481666806
2023-12-19,32.2667529531533
2023-12-20,35.09009383655422
2023-12-21,33.47675618889655
2023-12-22,33.275088982939344
2023-12-23,8.252222067768958
2023-12-24,5.098146966598222
2023-12-25,6.372683708247777
2023-12-26,29.451478757990678
2023-12-27,31.129349911554648
2023-12-28,33.47675618889655
2023-12-29,33.47675618889655
2023-12-30,10.59962834511086
2023-12-31,6.5743509142049845
2024-01-01,6.977685326119401
2024-01-02,34.952960136503314
2024-01-03,34.7512929305461
2024-01-04,31.129349911554648
2024-01-05,30.524348293683023
2024-01-06,8.252222067768958
2024-01-07,5.7031485844698455
2024-01-08,30.92768270559744
2024-01-09,32.00055224128979
2024-01-10,30.524348293683023
2024-01-11,31.129349911554648
2024-01-12,28.37860922229833
2024-01-13,8.050554861811749
2024-01-14,5.29981417255543
2024-01-15,10.801295551068067
2024-01-16,25.426201327084804
2024-01-17,26.499070862777145
2024-01-18,30.524348293683023
2024-01-19,33.47675618889655
2024-01-20,10.801295551068067
2024-01-21,8.034421485335173
2024-01-22,30.798615693784825
2024-01-23,30.798615693784825
2024-01-24,33.47675618889655
2024-01-25,33.47675618889655
2024-01-26,28.120475198673102
2024-01-27,8.034421485335173
2024-01-28,6.69535123777931
2024-01-29,26.78140495111724
2024-01-30,32.13768594134069
2024-01-31,30.798615693784825
2024-02-01,28.120475198673102
2024-02-02,32.13768594134069
2024-02-03,10.712561980446896
2024-02-04,8.034421485335173
2024-02-05,24.103264456005515
2024-02-06,26.78140495111724
2024-02-07,28.120475198673102
2024-02-08,26.78140495111724
2024-02-09,33.47675618889655
2024-02-10,9.373491732891035
2024-02-11,8.034421485335173
2024-02-12,26.78140495111724
2024-02-13,29.459545446228965
2024-02-14,30.798615693784825
2024-02-15,32.13768594134069
2024-02-16,28.120475198673102
2024-02-17,8.034421485335173
2024-02-18,5.356280990223448
2024-02-19,12.051632228002758
2024-02-20,28.120475198673102
2024-02-21,26.78140495111724
2024-02-22,37.49396693156414
2024-02-23,33.47675618889655
2024-02-24,9.373491732891035
2024-02-25,6.69535123777931
2024-02-26,28.120475198673102
2024-02-27,28.120475198673102
2024-02-28,28.120475198673102
2024-02-29,29.459545446228965
2024-03-01,32.13768594134069
2024-03-02,9.373491732891035
2024-03-03,6.69535123777931
2024-03-04,25.44233470356138
2024-03-05,29.459545446228965
2024-03-06,30.798615693784825
2024-03-07,30.798615693784825
2024-03-08,33.47675618889655
2024-03-09,8.034421485335173
2024-03-10,8.034421485335173
2024-03-11,26.78140495111724
2024-03-12,32.13768594134069
2024-03-13,30.798615693784825
2024-03-14,28.120475198673102
2024-03-15,24.103264456005515
2024-03-16,8.034421485335173
2024-03-17,6.69535123777931
2024-03-18,29.459545446228965
2024-03-19,29.459545446228965
2024-03-20,32.13768594134069
2024-03-21,32.13768594134069
2024-03-22,28.120475198673102
2024-03-23,8.034421485335173
2024-03-24,6.69535123777931
2024-03-25,25.44233470356138
2024-03-26,42.850247921787584
2024-03-27,44.189318169343444
2024-03-28,37.49396693156414
2024-03-29,21.425123960893792
2024-03-30,6.69535123777931
2024-03-31,6.69535123777931
2024-04-01,36.15489668400827
2024-04-02,36.15489668400827
2024-04-03,33.47675618889655
2024-04-04,33.47675618889655
2024-04-05,34.81582643645241
2024-04-06,8.034421485335173
2024-04-07,6.69535123777931
2024-04-08,28.120475198673102
2024-04-09,32.13768594134069
2024-04-10,32.13768594134069
2024-04-11,30.798615693784825
2024-04-12,33.47675618889655
2024-04-13,9.373491732891035
2024-04-14,9.373491732891035
2024-04-15,40.17210742667586
2024-04-16,44.189318169343444
2024-04-17,37.49396693156414
2024-04-18,33.47675618889655
2024-04-19,41.511177674231725
2024-04-20,12.051632228002758
2024-04-21,6.69535123777931
2024-04-22,32.13768594134069
2024-04-23,34.81582643645241
2024-04-24,33.47675618889655
2024-04-25,33.47675618889655
2024-04-26,29.459545446228965
2024-04-27,8.034421485335173
2024-04-28,6.69535123777931
2024-04-29,28.120475198673102
2024-04-30,28.120475198673102
2024-05-01,30.798615693784825
2024-05-02,28.120475198673102
2024-05-03,32.13768594134069
2024-05-04,8.034421485335173
2024-05-05,5.356280990223448
2024-05-06,28.120475198673102
2024-05-07,29.459545446228965
2024-05-08,28.120475198673102
2024-05-09,28.120475198673102
2024-05-10,28.120475198673102
2024-05-11,6.69535123777931
2024-05-12,5.356280990223448
2024-05-13,26.78140495111724
2024-05-14,28.120475198673102
2024-05-15,29.459545446228965
2024-05-16,30.798615693784825
2024-05-17,28.120475198673102
2024-05-18,8.034421485335173
2024-05-19,6.69535123777931
2024-05-20,26.78140495111724
2024-05-21,29.459545446228965
2024-05-22,29.459545446228965
2024-05-23,30.798615693784825
2024-05-24,26.78140495111724
2024-05-25,8.034421485335173
2024-05-26,5.356280990223448
2024-05-27,6.69535123777931
2024-05-28,29.459545446228965
2024-05-29,29.459545446228965
2024-05-30,28.120475198673102
2024-05-31,30.798615693784825
2024-06-01,8.034421485335173
2024-06-02,5.356280990223448
2024-06-03,28.120475198673102
2024-06-04,29.459545446228965
2024-06-05,33.47675618889655
2024-06-06,32.13768594134069
2024-06-07,30.798615693784825
2024-06-08,8.034421485335173
2024-06-09,5.356280990223448
2024-06-10,28.120475198673102
2024-06-11,29.459545446228965
2024-06-12,36.15489668400827
2024-06-13,36.15489668400827
2024-06-14,32.13768594134069
2024-06-15,9.373491732891035
2024-06-16,5.356280990223448
2024-06-17,32.13768594134069
2024-06-18,32.13768594134069
2024-06-19,20.08605371333793
2024-06-20,34.81582643645241
2024-06-21,32.13768594134069
2024-06-22,8.034421485335173
2024-06-23,6.69535123777931
2024-06-24,32.13768594134069
2024-06-25,32.13768594134069
2024-06-26,32.13768594134069
2024-06-27,29.459545446228965
2024-06-28,29.459545446228965
2024-06-29,8.034421485335173
2024-06-30,5.356280990223448
2024-07-01,28.120475198673102
2024-07-02,28.120475198673102
2024-07-03,28.120475198673102
2024-07-04,9.373491732891035
2024-07-05,28.120475198673102
2024-07-06,8.034421485335173
2024-07-07,6.69535123777931
2024-07-08,29.459545446228965
2024-07-09,32.13768594134069
2024-07-10,33.47675618889655
2024-07-11,42.850247921787584
2024-07-12,34.81582643645241
2024-07-13,8.034421485335173
2024-07-14,6.69535123777931
2024-07-15,32.13768594134069
2024-07-16,34.81582643645241
2024-07-17,53.56280990223448
2024-07-18,41.511177674231725
2024-07-19,38.83303717912
2024-07-20,9.373491732891035
2024-07-21,8.034421485335173
2024-07-22,33.47675618889655
2024-07-23,33.47675618889655
2024-07-24,45.52838841689931
2024-07-25,46.86745866445517
2024-07-26,37.49396693156414
2024-07-27,9.373491732891035
2024-07-28,6.69535123777931
2024-07-29,34.81582643645241
2024-07-30,36.15489668400827
2024-07-31,41.511177674231725
2024-08-01,41.511177674231725
2024-08-02,50.88466940712276
2024-08-03,14.729772723114483
2024-08-04,10.712561980446896
2024-08-05,133.9070247555862
2024-08-06,72.30979336801654
2024-08-07,54.901880149790344
2024-08-08,48.20652891201103
2024-08-09,40.17210742667586
2024-08-10,9.373491732891035
2024-08-11,8.034421485335173
2024-08-12,37.49396693156414
2024-08-13,34.81582643645241
2024-08-14,40.17210742667586
2024-08-15,40.17210742667586
2024-08-16,36.15489668400827
2024-08-17,9.373491732891035
2024-08-18,6.333920772731046
2024-08-19,35.325384141274554
2024-08-20,35.99491926505249
2024-08-21,35.325384141274554
2024-08-22,33.66043396621616
2024-08-23,37.65986944011088
2024-08-24,7.998870947789442
2024-08-25,6.333920772731046
2024-08-26,35.99491926505249
2024-08-27,35.325384141274554
2024-08-28,38.329404563888815
2024-08-29,35.99491926505249
2024-08-30,33.66043396621616
2024-08-31,7.998870947789442
2024-09-01,6.333920772731046
2024-09-02,7.998870947789442
2024-09-03,35.99491926505249
2024-09-04,37.65986944011088
2024-09-05,33.66043396621616
2024-09-06,35.99491926505249
2024-09-07,9.663821122847835
2024-09-08,6.333920772731046
2024-09-09,33.66043396621616
2024-09-10,33.66043396621616
2024-09-11,35.325384141274554
2024-09-12,35.325384141274554
2024-09-13,34.329969089994094
2024-09-14,10.333356246625767
2024-09-15,7.32933582401151
2024-09-16,33.66043396621616
2024-09-17,33.84411174353577
2024-09-18,43.79826225634041
2024-09-19,41.80743215377948
2024-09-20,37.825771948657625
2024-09-21,9.954150512804638
