Time,news
2022-10-27,41.026298909557404
2022-10-28,39.44836433611289
2022-10-29,35.5035279025016
2022-10-30,34.71456061577934
2022-10-31,40.23733162283515
2022-11-01,41.815266196279666
2022-11-02,40.23733162283515
2022-11-03,37.08146247594612
2022-11-04,39.44836433611289
2022-11-05,34.71456061577934
2022-11-06,32.34765875561257
2022-11-07,39.44836433611289
2022-11-08,46.54906991661321
2022-11-09,78.89672867222578
2022-11-10,51.28287363694675
2022-11-11,44.182168056446436
2022-11-12,39.44836433611289
2022-11-13,41.026298909557404
2022-11-14,41.026298909557404
2022-11-15,45.76010262989095
2022-11-16,49.704939063502245
2022-11-17,44.182168056446436
2022-11-18,42.60423348300192
2022-11-19,37.08146247594612
2022-11-20,36.29249518922386
2022-11-21,37.08146247594612
2022-11-22,38.659397049390634
2022-11-23,38.659397049390634
2022-11-24,31.558691468890313
2022-11-25,33.92559332905709
2022-11-26,30.769724182168055
2022-11-27,33.136626042334825
2022-11-28,35.5035279025016
2022-11-29,36.29249518922386
2022-11-30,37.87042976266837
2022-12-01,38.659397049390634
2022-12-02,36.29249518922386
2022-12-03,33.136626042334825
2022-12-04,33.92559332905709
2022-12-05,38.659397049390634
2022-12-06,39.44836433611289
2022-12-07,43.39320076972418
2022-12-08,41.815266196279666
2022-12-09,37.87042976266837
2022-12-10,32.34765875561257
2022-12-11,33.136626042334825
2022-12-12,37.87042976266837
2022-12-13,40.23733162283515
2022-12-14,37.87042976266837
2022-12-15,42.60423348300192
2022-12-16,38.659397049390634
2022-12-17,33.136626042334825
2022-12-18,31.558691468890313
2022-12-19,39.44836433611289
2022-12-20,43.39320076972418
2022-12-21,40.23733162283515
2022-12-22,41.026298909557404
2022-12-23,42.60423348300192
2022-12-24,37.87042976266837
2022-12-25,35.5035279025016
2022-12-26,36.29249518922386
2022-12-27,39.44836433611289
2022-12-28,38.659397049390634
2022-12-29,37.87042976266837
2022-12-30,39.44836433611289
2022-12-31,34.71456061577934
2023-01-01,39.44836433611289
2023-01-02,37.87042976266837
2023-01-03,51.28287363694675
2023-01-04,44.9711353431687
2023-01-05,44.9711353431687
2023-01-06,43.39320076972418
2023-01-07,37.87042976266837
2023-01-08,36.29249518922386
2023-01-09,40.23733162283515
2023-01-10,41.026298909557404
2023-01-11,44.182168056446436
2023-01-12,41.815266196279666
2023-01-13,40.23733162283515
2023-01-14,35.5035279025016
2023-01-15,33.136626042334825
2023-01-16,36.29249518922386
2023-01-17,40.23733162283515
2023-01-18,40.23733162283515
2023-01-19,39.44836433611289
2023-01-20,38.659397049390634
2023-01-21,32.34765875561257
2023-01-22,35.5035279025016
2023-01-23,40.23733162283515
2023-01-24,42.60423348300192
2023-01-25,41.815266196279666
2023-01-26,40.23733162283515
2023-01-27,39.44836433611289
2023-01-28,38.659397049390634
2023-01-29,34.71456061577934
2023-01-30,40.23733162283515
2023-01-31,42.60423348300192
2023-02-01,40.23733162283515
2023-02-02,39.44836433611289
2023-02-03,37.87042976266837
2023-02-04,37.08146247594612
2023-02-05,36.29249518922386
2023-02-06,40.23733162283515
2023-02-07,41.026298909557404
2023-02-08,40.23733162283515
2023-02-09,44.182168056446436
2023-02-10,39.44836433611289
2023-02-11,35.5035279025016
2023-02-12,36.29249518922386
2023-02-13,40.23733162283515
2023-02-14,42.60423348300192
2023-02-15,42.60423348300192
2023-02-16,43.39320076972418
2023-02-17,41.026298909557404
2023-02-18,36.29249518922386
2023-02-19,35.5035279025016
2023-02-20,38.659397049390634
2023-02-21,41.026298909557404
2023-02-22,40.23733162283515
2023-02-23,42.60423348300192
2023-02-24,39.44836433611289
2023-02-25,34.71456061577934
2023-02-26,35.5035279025016
2023-02-27,42.60423348300192
2023-02-28,41.815266196279666
2023-03-01,41.026298909557404
2023-03-02,40.23733162283515
2023-03-03,40.23733162283515
2023-03-04,35.5035279025016
2023-03-05,33.136626042334825
2023-03-06,37.87042976266837
2023-03-07,39.44836433611289
2023-03-08,39.44836433611289
2023-03-09,43.39320076972418
2023-03-10,41.815266196279666
2023-03-11,36.29249518922386
2023-03-12,37.08146247594612
2023-03-13,45.76010262989095
2023-03-14,44.9711353431687
2023-03-15,44.182168056446436
2023-03-16,44.182168056446436
2023-03-17,41.026298909557404
2023-03-18,35.5035279025016
2023-03-19,37.08146247594612
2023-03-20,43.39320076972418
2023-03-21,47.33803720333547
2023-03-22,45.76010262989095
2023-03-23,44.182168056446436
2023-03-24,41.026298909557404
2023-03-25,37.87042976266837
2023-03-26,36.29249518922386
2023-03-27,46.54906991661321
2023-03-28,44.9711353431687
2023-03-29,41.815266196279666
2023-03-30,44.182168056446436
2023-03-31,44.9711353431687
2023-04-01,41.815266196279666
2023-04-02,36.29249518922386
2023-04-03,40.23733162283515
2023-04-04,47.33803720333547
2023-04-05,46.54906991661321
2023-04-06,41.815266196279666
2023-04-07,40.23733162283515
2023-04-08,36.29249518922386
2023-04-09,33.92559332905709
2023-04-10,41.815266196279666
2023-04-11,41.026298909557404
2023-04-12,41.815266196279666
2023-04-13,39.44836433611289
2023-04-14,37.87042976266837
2023-04-15,36.29249518922386
2023-04-16,36.29249518922386
2023-04-17,39.44836433611289
2023-04-18,42.60423348300192
2023-04-19,41.815266196279666
2023-04-20,42.60423348300192
2023-04-21,40.23733162283515
2023-04-22,35.5035279025016
2023-04-23,35.5035279025016
2023-04-24,48.91597177677998
2023-04-25,45.76010262989095
2023-04-26,42.430687008086096
2023-04-27,40.83936895174668
2023-04-28,38.191633352145956
2023-04-29,37.26224919570672
2023-04-30,35.403480882828255
2023-05-01,38.58611699550708
2023-05-02,38.58611699550708
2023-05-03,40.1774350518465
2023-05-04,39.51550115194632
2023-05-05,37.92418309560691
2023-05-06,35.403480882828255
2023-05-07,36.99479893916767
2023-05-08,38.85356725204614
2023-05-09,42.430687008086096
2023-05-10,41.76875310818592
2023-05-11,41.106819208285735
2023-05-12,39.51550115194632
2023-05-13,35.403480882828255
2023-05-14,34.47409672638902
2023-05-15,38.58611699550708
2023-05-16,39.51550115194632
2023-05-17,39.51550115194632
2023-05-18,38.85356725204614
2023-05-19,37.65673283906785
2023-05-20,33.812162826488844
2023-05-21,32.488295026688476
2023-05-22,36.33286503926749
2023-05-23,39.51550115194632
2023-05-24,39.51550115194632
2023-05-25,39.51550115194632
2023-05-26,36.37323488931112
2023-05-27,32.62893129776439
2023-05-28,35.30343386315491
2023-05-29,34.2336328369987
2023-05-30,38.51283694162354
2023-05-31,39.582637967779746
2023-06-01,39.582637967779746
2023-06-02,36.90813540238923
2023-06-03,33.163831810842495
2023-06-04,32.62893129776439
2023-06-05,39.04773745470165
2023-06-06,40.11753848085785
2023-06-07,41.187339507014066
2023-06-08,40.11753848085785
2023-06-09,43.32694155932648
2023-06-10,36.90813540238923
2023-06-11,34.2336328369987
2023-06-12,39.582637967779746
2023-06-13,45.4665436116389
2023-06-14,41.187339507014066
2023-06-15,39.582637967779746
2023-06-16,40.11753848085785
2023-06-17,34.76853335007681
2023-06-18,36.37323488931112
2023-06-19,41.187339507014066
2023-06-20,42.25714053317027
2023-06-21,48.67594669010753
2023-06-22,53.49005130781047
2023-06-23,44.9316430985608
2023-06-24,43.861842072404585
2023-06-25,40.11753848085785
2023-06-26,43.32694155932648
2023-06-27,44.9316430985608
2023-06-28,40.65243899393596
2023-06-29,41.722240020092165
2023-06-30,40.11753848085785
2023-07-01,37.97793642854543
2023-07-02,39.04773745470165
2023-07-03,39.04773745470165
2023-07-04,39.04773745470165
2023-07-05,42.25714053317027
2023-07-06,40.65243899393596
2023-07-07,38.51283694162354
2023-07-08,34.76853335007681
2023-07-09,33.163831810842495
2023-07-10,39.04773745470165
2023-07-11,37.44303591546733
2023-07-12,36.90813540238923
2023-07-13,39.04773745470165
2023-07-14,41.187339507014066
2023-07-15,34.2336328369987
2023-07-16,35.838334376233014
2023-07-17,40.65243899393596
2023-07-18,40.65243899393596
2023-07-19,41.187339507014066
2023-07-20,41.187339507014066
2023-07-21,38.51283694162354
2023-07-22,32.62893129776439
2023-07-23,34.2336328369987
2023-07-24,37.97793642854543
2023-07-25,39.582637967779746
2023-07-26,40.65243899393596
2023-07-27,39.582637967779746
2023-07-28,39.582637967779746
2023-07-29,37.44303591546733
2023-07-30,34.2336328369987
2023-07-31,40.65243899393596
2023-08-01,42.25714053317027
2023-08-02,40.11753848085785
2023-08-03,41.722240020092165
2023-08-04,38.51283694162354
2023-08-05,36.90813540238923
2023-08-06,35.30343386315491
2023-08-07,43.32694155932648
2023-08-08,41.722240020092165
2023-08-09,43.32694155932648
2023-08-10,40.65243899393596
2023-08-11,41.187339507014066
2023-08-12,34.2336328369987
2023-08-13,35.30343386315491
2023-08-14,37.97793642854543
2023-08-15,42.25714053317027
2023-08-16,40.65243899393596
2023-08-17,41.187339507014066
2023-08-18,38.51283694162354
2023-08-19,35.838334376233014
2023-08-20,38.51283694162354
2023-08-21,42.25714053317027
2023-08-22,41.187339507014066
2023-08-23,42.79204104624838
2023-08-24,47.60614566395132
2023-08-25,43.32694155932648
2023-08-26,35.838334376233014
2023-08-27,37.44303591546733
2023-08-28,43.861842072404585
2023-08-29,43.861842072404585
2023-08-30,42.79204104624838
2023-08-31,41.187339507014066
2023-09-01,35.30343386315491
2023-09-02,32.62893129776439
2023-09-03,33.163831810842495
2023-09-04,33.698732323920595
2023-09-05,38.51283694162354
2023-09-06,36.90813540238923
2023-09-07,36.90813540238923
2023-09-08,36.37323488931112
2023-09-09,32.09403078468628
2023-09-10,32.09403078468628
2023-09-11,39.582637967779746
2023-09-12,39.04773745470165
2023-09-13,40.65243899393596
2023-09-14,37.97793642854543
2023-09-15,38.51283694162354
2023-09-16,31.55913027160818
2023-09-17,31.024229758530073
2023-09-18,37.97793642854543
2023-09-19,37.97793642854543
2023-09-20,39.582637967779746
2023-09-21,37.97793642854543
2023-09-22,35.838334376233014
2023-09-23,31.024229758530073
2023-09-24,32.62893129776439
2023-09-25,34.2336328369987
2023-09-26,37.97793642854543
2023-09-27,37.97793642854543
2023-09-28,38.51283694162354
2023-09-29,37.44303591546733
2023-09-30,32.62893129776439
2023-10-01,32.62893129776439
2023-10-02,36.37323488931112
2023-10-03,39.582637967779746
2023-10-04,42.25714053317027
2023-10-05,37.97793642854543
2023-10-06,35.30343386315491
2023-10-07,43.861842072404585
2023-10-08,48.14104617702942
2023-10-09,53.49005130781047
2023-10-10,50.28064822934184
2023-10-11,50.28064822934184
2023-10-12,49.745747716263736
2023-10-13,51.885349768576155
2023-10-14,41.187339507014066
2023-10-15,41.187339507014066
2023-10-16,44.39674258548269
2023-10-17,43.861842072404585
2023-10-18,44.9316430985608
2023-10-19,43.32694155932648
2023-10-20,43.861842072404585
2023-10-21,35.30343386315491
2023-10-22,37.97793642854543
2023-10-23,40.65243899393596
2023-10-24,41.722240020092165
2023-10-25,39.582637967779746
2023-10-26,52.42025028165426
2023-10-27,44.9316430985608
2023-10-28,37.44303591546733
2023-10-29,37.44303591546733
2023-10-30,41.722240020092165
2023-10-31,42.25714053317027
2023-11-01,43.32694155932648
2023-11-02,39.04773745470165
2023-11-03,38.51283694162354
2023-11-04,32.62893129776439
2023-11-05,33.163831810842495
2023-11-06,39.04773745470165
2023-11-07,41.722240020092165
2023-11-08,44.9316430985608
2023-11-09,39.582637967779746
2023-11-10,34.76853335007681
2023-11-11,32.62893129776439
2023-11-12,32.62893129776439
2023-11-13,37.44303591546733
2023-11-14,37.97793642854543
2023-11-15,39.04773745470165
2023-11-16,37.97793642854543
2023-11-17,35.30343386315491
2023-11-18,32.09403078468628
2023-11-19,32.62893129776439
2023-11-20,34.2336328369987
2023-11-21,36.90813540238923
2023-11-22,36.90813540238923
2023-11-23,31.024229758530073
2023-11-24,31.55913027160818
2023-11-25,31.55913027160818
2023-11-26,32.09403078468628
2023-11-27,32.62893129776439
2023-11-28,34.2336328369987
2023-11-29,35.838334376233014
2023-11-30,35.838334376233014
2023-12-01,35.30343386315491
2023-12-02,27.814826680061444
2023-12-03,29.954428732373863
2023-12-04,35.30343386315491
2023-12-05,35.838334376233014
2023-12-06,37.97793642854543
2023-12-07,37.44303591546733
2023-12-08,36.90813540238923
2023-12-09,33.698732323920595
2023-12-10,33.163831810842495
2023-12-11,35.838334376233014
2023-12-12,36.37323488931112
2023-12-13,37.44303591546733
2023-12-14,35.838334376233014
2023-12-15,33.698732323920595
2023-12-16,31.55913027160818
2023-12-17,32.09403078468628
2023-12-18,37.44303591546733
2023-12-19,37.44303591546733
2023-12-20,37.44303591546733
2023-12-21,36.37323488931112
2023-12-22,36.04285516064523
2023-12-23,31.90524236830577
2023-12-24,31.63779211176672
2023-12-25,31.63779211176672
2023-12-26,34.10777389274503
2023-12-27,33.19529654690591
2023-12-28,36.31030541718428
2023-12-29,34.10777389274503
2023-12-30,30.992765022466653
2023-12-31,32.282819201066786
2024-01-01,37.86780985232347
2024-01-02,36.95533250648435
2024-01-03,38.51283694162353
2024-01-04,37.86780985232347
2024-01-05,37.60035959578441
2024-01-06,32.55026945760584
2024-01-07,32.282819201066786
2024-01-08,37.86780985232347
2024-01-09,45.38788177148035
2024-01-10,42.27287290120198
2024-01-11,39.157864030923605
2024-01-12,41.36039555536286
2024-01-13,34.10777389274503
2024-01-14,33.19529654690591
2024-01-15,39.80289112022367
2024-01-16,43.1853502470411
2024-01-17,38.51283694162353
2024-01-18,36.95533250648435
2024-01-19,38.51283694162353
2024-01-20,31.90524236830577
2024-01-21,32.4716076174473
2024-01-22,37.7576832761015
2024-01-23,37.00252961057947
2024-01-24,39.26799060714556
2024-01-25,37.00252961057947
2024-01-26,33.98191494849136
2024-01-27,30.206146620881206
2024-01-28,29.450992955359176
2024-01-29,33.22676128296933
2024-01-30,34.73706861401339
2024-01-31,31.716453951925264
2024-02-01,34.73706861401339
2024-02-02,32.4716076174473
2024-02-03,27.940685624315115
2024-02-04,27.940685624315115
2024-02-05,31.716453951925264
2024-02-06,36.24737594505744
2024-02-07,33.22676128296933
2024-02-08,35.49222227953542
2024-02-09,34.73706861401339
2024-02-10,29.450992955359176
2024-02-11,26.430378293271055
2024-02-12,33.22676128296933
2024-02-13,31.716453951925264
2024-02-14,34.73706861401339
2024-02-15,35.49222227953542
2024-02-16,34.73706861401339
2024-02-17,27.940685624315115
2024-02-18,27.940685624315115
2024-02-19,30.961300286403233
2024-02-20,31.716453951925264
2024-02-21,32.4716076174473
2024-02-22,33.98191494849136
2024-02-23,33.22676128296933
2024-02-24,27.185531958793085
2024-02-25,28.695839289837146
2024-02-26,31.716453951925264
2024-02-27,31.716453951925264
2024-02-28,33.22676128296933
2024-02-29,30.961300286403233
2024-03-01,30.961300286403233
2024-03-02,27.185531958793085
2024-03-03,27.185531958793085
2024-03-04,30.961300286403233
2024-03-05,33.98191494849136
2024-03-06,35.49222227953542
2024-03-07,32.4716076174473
2024-03-08,34.73706861401339
2024-03-09,26.430378293271055
2024-03-10,27.185531958793085
2024-03-11,35.49222227953542
2024-03-12,37.00252961057947
2024-03-13,35.49222227953542
2024-03-14,37.00252961057947
2024-03-15,37.00252961057947
2024-03-16,30.206146620881206
2024-03-17,30.961300286403233
2024-03-18,35.49222227953542
2024-03-19,32.4716076174473
2024-03-20,33.22676128296933
2024-03-21,32.4716076174473
2024-03-22,40.778297938189624
2024-03-23,33.22676128296933
2024-03-24,30.206146620881206
2024-03-25,33.22676128296933
2024-03-26,43.043758934755715
2024-03-27,37.00252961057947
2024-03-28,34.73706861401339
2024-03-29,31.716453951925264
2024-03-30,27.940685624315115
2024-03-31,30.206146620881206
2024-04-01,35.49222227953542
2024-04-02,33.98191494849136
2024-04-03,33.98191494849136
2024-04-04,32.4716076174473
2024-04-05,35.49222227953542
2024-04-06,26.430378293271055
2024-04-07,27.185531958793085
2024-04-08,36.24737594505744
2024-04-09,31.716453951925264
2024-04-10,30.961300286403233
2024-04-11,33.22676128296933
2024-04-12,30.961300286403233
2024-04-13,30.961300286403233
2024-04-14,38.51283694162353
2024-04-15,34.73706861401339
2024-04-16,34.73706861401339
2024-04-17,32.4716076174473
2024-04-18,33.22676128296933
2024-04-19,34.73706861401339
2024-04-20,27.185531958793085
2024-04-21,27.185531958793085
2024-04-22,31.716453951925264
2024-04-23,32.4716076174473
2024-04-24,33.22676128296933
2024-04-25,32.4716076174473
2024-04-26,33.98191494849136
2024-04-27,29.450992955359176
2024-04-28,30.206146620881206
2024-04-29,31.716453951925264
2024-04-30,33.98191494849136
2024-05-01,33.22676128296933
2024-05-02,31.716453951925264
2024-05-03,30.961300286403233
2024-05-04,26.430378293271055
2024-05-05,26.430378293271055
2024-05-06,32.4716076174473
2024-05-07,33.22676128296933
2024-05-08,32.4716076174473
2024-05-09,32.4716076174473
2024-05-10,30.961300286403233
2024-05-11,27.185531958793085
2024-05-12,24.920070962226994
2024-05-13,30.206146620881206
2024-05-14,31.716453951925264
2024-05-15,30.206146620881206
2024-05-16,30.206146620881206
2024-05-17,30.961300286403233
2024-05-18,27.185531958793085
2024-05-19,27.940685624315115
2024-05-20,33.22676128296933
2024-05-21,31.716453951925264
2024-05-22,31.716453951925264
2024-05-23,30.961300286403233
2024-05-24,28.695839289837146
2024-05-25,25.675224627749024
2024-05-26,27.940685624315115
2024-05-27,27.185531958793085
2024-05-28,34.73706861401339
2024-05-29,36.24737594505744
2024-05-30,47.5746809278879
2024-05-31,38.51283694162353
2024-06-01,27.940685624315115
2024-06-02,28.695839289837146
2024-06-03,30.961300286403233
2024-06-04,32.4716076174473
2024-06-05,30.961300286403233
2024-06-06,31.716453951925264
2024-06-07,30.206146620881206
2024-06-08,26.430378293271055
2024-06-09,27.940685624315115
2024-06-10,31.716453951925264
2024-06-11,33.22676128296933
2024-06-12,31.716453951925264
2024-06-13,31.716453951925264
2024-06-14,29.450992955359176
2024-06-15,25.675224627749024
2024-06-16,26.430378293271055
2024-06-17,30.961300286403233
2024-06-18,31.716453951925264
2024-06-19,33.22676128296933
2024-06-20,30.961300286403233
2024-06-21,30.206146620881206
2024-06-22,27.185531958793085
2024-06-23,27.185531958793085
2024-06-24,32.4716076174473
2024-06-25,33.22676128296933
2024-06-26,32.4716076174473
2024-06-27,32.4716076174473
2024-06-28,40.023144272667594
2024-06-29,29.450992955359176
2024-06-30,28.695839289837146
2024-07-01,37.00252961057947
2024-07-02,33.98191494849136
2024-07-03,34.73706861401339
2024-07-04,30.961300286403233
2024-07-05,33.98191494849136
2024-07-06,30.961300286403233
2024-07-07,30.961300286403233
2024-07-08,32.4716076174473
2024-07-09,33.22676128296933
2024-07-10,30.961300286403233
2024-07-11,35.49222227953542
2024-07-12,31.716453951925264
2024-07-13,59.65713957624038
2024-07-14,75.515366552203
2024-07-15,40.023144272667594
2024-07-16,38.51283694162353
2024-07-17,33.22676128296933
2024-07-18,37.00252961057947
2024-07-19,43.798912600277745
2024-07-20,31.716453951925264
2024-07-21,58.90198591071835
2024-07-22,40.778297938189624
2024-07-23,38.51283694162353
2024-07-24,36.24737594505744
2024-07-25,36.24737594505744
2024-07-26,33.98191494849136
2024-07-27,28.695839289837146
2024-07-28,30.206146620881206
2024-07-29,35.49222227953542
2024-07-30,35.49222227953542
2024-07-31,33.98191494849136
2024-08-01,35.49222227953542
2024-08-02,33.22676128296933
2024-08-03,29.450992955359176
2024-08-04,30.961300286403233
2024-08-05,43.798912600277745
2024-08-06,40.023144272667594
2024-08-07,38.51283694162353
2024-08-08,37.7576832761015
2024-08-09,33.98191494849136
2024-08-10,27.940685624315115
2024-08-11,29.450992955359176
2024-08-12,32.4716076174473
2024-08-13,33.98191494849136
2024-08-14,35.49222227953542
2024-08-15,35.49222227953542
2024-08-16,31.716453951925264
2024-08-17,28.695839289837146
2024-08-18,29.44020504585172
2024-08-19,33.226761282969335
2024-08-20,34.4565829668195
2024-08-21,34.079006134058474
2024-08-22,34.079006134058474
2024-08-23,33.226761282969335
2024-08-24,28.587960194762573
2024-08-25,30.29244989694087
2024-08-26,32.37451643188018
2024-08-27,34.079006134058474
2024-08-28,33.226761282969335
2024-08-29,33.226761282969335
2024-08-30,32.37451643188018
2024-08-31,27.35813851091241
2024-09-01,30.67002672970188
2024-09-02,28.587960194762573
2024-09-03,32.37451643188018
2024-09-04,34.93125098514763
2024-09-05,31.144694748030016
2024-09-06,29.44020504585172
2024-09-07,25.65364880873411
2024-09-08,27.735715343673427
2024-09-09,32.37451643188018
2024-09-10,33.226761282969335
2024-09-11,45.4386748454113
2024-09-12,37.013317520086936
2024-09-13,32.37451643188018
2024-09-14,27.35813851091241
2024-09-15,34.079006134058474
2024-09-16,37.013317520086936
2024-09-17,35.12543335628187
2024-09-18,34.1760973196256
2024-09-19,34.1760973196256
2024-09-20,33.226761282969335
2024-09-21,29.429417136344266
2024-09-22,28.480081099688
