Time,you
2023-01-14,85.72727272727272
2023-01-15,85.72727272727272
2023-01-16,85.72727272727272
2023-01-17,84.79545454545455
2023-01-18,83.86363636363636
2023-01-19,84.79545454545455
2023-01-20,82.93181818181817
2023-01-21,84.79545454545455
2023-01-22,86.6590909090909
2023-01-23,89.45454545454545
2023-01-24,85.72727272727272
2023-01-25,92.25
2023-01-26,86.6590909090909
2023-01-27,85.72727272727272
2023-01-28,88.52272727272727
2023-01-29,88.52272727272727
2023-01-30,85.72727272727272
2023-01-31,89.45454545454545
2023-02-01,88.52272727272727
2023-02-02,85.72727272727272
2023-02-03,82.0
2023-02-04,87.59090909090908
2023-02-05,91.31818181818181
2023-02-06,88.52272727272727
2023-02-07,87.59090909090908
2023-02-08,88.52272727272727
2023-02-09,86.6590909090909
2023-02-10,87.59090909090908
2023-02-11,91.31818181818181
2023-02-12,93.18181818181817
2023-02-13,77.3409090909091
2023-02-14,87.59090909090908
2023-02-15,83.86363636363636
2023-02-16,88.52272727272727
2023-02-17,87.59090909090908
2023-02-18,88.52272727272727
2023-02-19,85.72727272727272
2023-02-20,88.52272727272727
2023-02-21,87.59090909090908
2023-02-22,91.31818181818181
2023-02-23,85.72727272727272
2023-02-24,82.0
2023-02-25,84.79545454545455
2023-02-26,88.52272727272727
2023-02-27,84.79545454545455
2023-02-28,84.79545454545455
2023-03-01,87.59090909090908
2023-03-02,83.86363636363636
2023-03-03,78.27272727272727
2023-03-04,85.72727272727272
2023-03-05,90.38636363636363
2023-03-06,84.79545454545455
2023-03-07,89.45454545454545
2023-03-08,83.86363636363636
2023-03-09,85.72727272727272
2023-03-10,85.72727272727272
2023-03-11,83.86363636363636
2023-03-12,87.59090909090908
2023-03-13,82.93181818181817
2023-03-14,82.0
2023-03-15,85.72727272727272
2023-03-16,85.72727272727272
2023-03-17,80.13636363636363
2023-03-18,84.79545454545455
2023-03-19,87.59090909090908
2023-03-20,93.18181818181817
2023-03-21,88.52272727272727
2023-03-22,86.6590909090909
2023-03-23,87.59090909090908
2023-03-24,83.86363636363636
2023-03-25,88.52272727272727
2023-03-26,91.31818181818181
2023-03-27,87.59090909090908
2023-03-28,87.59090909090908
2023-03-29,85.72727272727272
2023-03-30,85.72727272727272
2023-03-31,85.72727272727272
2023-04-01,82.93181818181817
2023-04-02,86.6590909090909
2023-04-03,83.86363636363636
2023-04-04,84.79545454545455
2023-04-05,83.86363636363636
2023-04-06,86.6590909090909
2023-04-07,83.86363636363636
2023-04-08,82.93181818181817
2023-04-09,89.45454545454545
2023-04-10,82.0
2023-04-11,88.52272727272727
2023-04-12,85.72727272727272
2023-04-13,87.59090909090908
2023-04-14,89.45454545454545
2023-04-15,90.38636363636363
2023-04-16,88.52272727272727
2023-04-17,88.52272727272727
2023-04-18,85.72727272727272
2023-04-19,89.45454545454545
2023-04-20,84.79545454545455
2023-04-21,83.86363636363636
2023-04-22,86.6590909090909
2023-04-23,85.72727272727272
2023-04-24,90.38636363636363
2023-04-25,87.59090909090908
2023-04-26,84.79545454545455
2023-04-27,82.01519268774703
2023-04-28,82.9419466403162
2023-04-29,83.86870059288538
2023-04-30,84.79545454545455
2023-05-01,86.64896245059288
2023-05-02,88.50247035573122
2023-05-03,88.50247035573122
2023-05-04,92.2094861660079
2023-05-05,82.9419466403162
2023-05-06,82.9419466403162
2023-05-07,84.79545454545455
2023-05-08,85.72220849802372
2023-05-09,84.79545454545455
2023-05-10,83.86870059288538
2023-05-11,86.64896245059288
2023-05-12,82.9419466403162
2023-05-13,85.72220849802372
2023-05-14,88.9633152173913
2023-05-15,88.9633152173913
2023-05-16,84.79545454545455
2023-05-17,85.72220849802372
2023-05-18,87.10980731225297
2023-05-19,84.79545454545455
2023-05-20,83.86870059288538
2023-05-21,86.64896245059288
2023-05-22,85.72220849802372
2023-05-23,83.86870059288538
2023-05-24,82.9419466403162
2023-05-25,85.72220849802372
2023-05-26,88.48221343873517
2023-05-27,82.03038537549406
2023-05-28,83.87376482213439
2023-05-29,90.32559288537549
2023-05-30,80.18700592885375
2023-05-31,82.95207509881423
2023-06-01,84.79545454545455
2023-06-02,84.79545454545455
2023-06-03,85.7171442687747
2023-06-04,84.79545454545455
2023-06-05,83.87376482213439
2023-06-06,79.2653162055336
2023-06-07,84.79545454545455
2023-06-08,83.87376482213439
2023-06-09,82.95207509881423
2023-06-10,87.56052371541502
2023-06-11,84.79545454545455
2023-06-12,83.87376482213439
2023-06-13,82.95207509881423
2023-06-14,84.79545454545455
2023-06-15,86.63883399209486
2023-06-16,83.87376482213439
2023-06-17,84.79545454545455
2023-06-18,85.7171442687747
2023-06-19,82.03038537549406
2023-06-20,83.87376482213439
2023-06-21,82.03038537549406
2023-06-22,82.95207509881423
2023-06-23,83.87376482213439
2023-06-24,83.87376482213439
2023-06-25,89.40390316205533
2023-06-26,86.63883399209486
2023-06-27,88.48221343873517
2023-06-28,84.79545454545455
2023-06-29,85.7171442687747
2023-06-30,82.03038537549406
2023-07-01,84.79545454545455
2023-07-02,85.7171442687747
2023-07-03,84.79545454545455
2023-07-04,86.63883399209486
2023-07-05,81.1086956521739
2023-07-06,84.79545454545455
2023-07-07,82.95207509881423
2023-07-08,86.63883399209486
2023-07-09,88.48221343873517
2023-07-10,83.87376482213439
2023-07-11,83.87376482213439
2023-07-12,82.03038537549406
2023-07-13,83.87376482213439
2023-07-14,83.87376482213439
2023-07-15,83.87376482213439
2023-07-16,82.03038537549406
2023-07-17,86.63883399209486
2023-07-18,80.18700592885375
2023-07-19,82.03038537549406
2023-07-20,81.1086956521739
2023-07-21,82.03038537549406
2023-07-22,82.95207509881423
2023-07-23,84.79545454545455
2023-07-24,82.03038537549406
2023-07-25,84.79545454545455
2023-07-26,85.7171442687747
2023-07-27,80.18700592885375
2023-07-28,79.2653162055336
2023-07-29,82.95207509881423
2023-07-30,83.87376482213439
2023-07-31,81.1086956521739
2023-08-01,80.18700592885375
2023-08-02,80.18700592885375
2023-08-03,74.6568675889328
2023-08-04,83.87376482213439
2023-08-05,79.2653162055336
2023-08-06,84.79545454545455
2023-08-07,82.03038537549406
2023-08-08,82.95207509881423
2023-08-09,87.56052371541502
2023-08-10,77.42193675889328
2023-08-11,82.03038537549406
2023-08-12,82.03038537549406
2023-08-13,89.40390316205533
2023-08-14,81.1086956521739
2023-08-15,82.95207509881423
2023-08-16,83.87376482213439
2023-08-17,82.03038537549406
2023-08-18,79.2653162055336
2023-08-19,82.95207509881423
2023-08-20,84.79545454545455
2023-08-21,80.18700592885375
2023-08-22,82.95207509881423
2023-08-23,86.63883399209486
2023-08-24,80.18700592885375
2023-08-25,80.18700592885375
2023-08-26,82.95207509881423
2023-08-27,88.48221343873517
2023-08-28,81.1086956521739
2023-08-29,81.1086956521739
2023-08-30,85.7171442687747
2023-08-31,83.87376482213439
2023-09-01,80.18700592885375
2023-09-02,80.18700592885375
2023-09-03,80.18700592885375
2023-09-04,85.7171442687747
2023-09-05,82.03038537549406
2023-09-06,82.03038537549406
2023-09-07,82.95207509881423
2023-09-08,90.32559288537549
2023-09-09,81.1086956521739
2023-09-10,83.87376482213439
2023-09-11,84.79545454545455
2023-09-12,83.87376482213439
2023-09-13,85.7171442687747
2023-09-14,82.03038537549406
2023-09-15,82.03038537549406
2023-09-16,81.1086956521739
2023-09-17,83.87376482213439
2023-09-18,82.03038537549406
2023-09-19,86.63883399209486
2023-09-20,87.56052371541502
2023-09-21,88.48221343873517
2023-09-22,82.03038537549406
2023-09-23,90.32559288537549
2023-09-24,85.7171442687747
2023-09-25,84.79545454545455
2023-09-26,82.95207509881423
2023-09-27,84.79545454545455
2023-09-28,84.79545454545455
2023-09-29,81.1086956521739
2023-09-30,82.03038537549406
2023-10-01,82.95207509881423
2023-10-02,82.03038537549406
2023-10-03,89.40390316205533
2023-10-04,88.48221343873517
2023-10-05,85.7171442687747
2023-10-06,79.2653162055336
2023-10-07,82.03038537549406
2023-10-08,82.95207509881423
2023-10-09,81.1086956521739
2023-10-10,82.95207509881423
2023-10-11,85.7171442687747
2023-10-12,83.87376482213439
2023-10-13,78.34362648221344
2023-10-14,81.1086956521739
2023-10-15,82.03038537549406
2023-10-16,84.79545454545455
2023-10-17,81.1086956521739
2023-10-18,82.95207509881423
2023-10-19,82.95207509881423
2023-10-20,82.95207509881423
2023-10-21,80.18700592885375
2023-10-22,81.1086956521739
2023-10-23,86.63883399209486
2023-10-24,86.63883399209486
2023-10-25,84.79545454545455
2023-10-26,84.79545454545455
2023-10-27,82.95207509881423
2023-10-28,76.50024703557312
2023-10-29,74.6568675889328
2023-10-30,81.1086956521739
2023-10-31,82.03038537549406
2023-11-01,80.18700592885375
2023-11-02,84.79545454545455
2023-11-03,81.1086956521739
2023-11-04,81.1086956521739
2023-11-05,79.2653162055336
2023-11-06,82.03038537549406
2023-11-07,87.56052371541502
2023-11-08,82.95207509881423
2023-11-09,85.7171442687747
2023-11-10,79.2653162055336
2023-11-11,80.18700592885375
2023-11-12,81.1086956521739
2023-11-13,86.63883399209486
2023-11-14,89.40390316205533
2023-11-15,86.63883399209486
2023-11-16,90.32559288537549
2023-11-17,82.95207509881423
2023-11-18,80.18700592885375
2023-11-19,85.7171442687747
2023-11-20,82.95207509881423
2023-11-21,81.1086956521739
2023-11-22,84.79545454545455
2023-11-23,89.40390316205533
2023-11-24,70.04841897233202
2023-11-25,78.34362648221344
2023-11-26,81.1086956521739
2023-11-27,82.95207509881423
2023-11-28,82.95207509881423
2023-11-29,85.7171442687747
2023-11-30,84.79545454545455
2023-12-01,82.95207509881423
2023-12-02,82.03038537549406
2023-12-03,75.57855731225297
2023-12-04,80.18700592885375
2023-12-05,82.95207509881423
2023-12-06,86.63883399209486
2023-12-07,82.95207509881423
2023-12-08,82.95207509881423
2023-12-09,82.95207509881423
2023-12-10,82.95207509881423
2023-12-11,80.18700592885375
2023-12-12,82.95207509881423
2023-12-13,87.56052371541502
2023-12-14,81.1086956521739
2023-12-15,79.2653162055336
2023-12-16,81.1086956521739
2023-12-17,82.03038537549406
2023-12-18,74.6568675889328
2023-12-19,81.1086956521739
2023-12-20,82.95207509881423
2023-12-21,85.7171442687747
2023-12-22,82.9328643357066
2023-12-23,85.8138384430832
2023-12-24,84.85351374062432
2023-12-25,85.8138384430832
2023-12-26,82.9328643357066
2023-12-27,87.73448784800092
2023-12-28,86.27468330474326
2023-12-29,88.195332709661
2023-12-30,88.195332709661
2023-12-31,86.77416314554205
2024-01-01,89.65513725291865
2024-01-02,84.85351374062432
2024-01-03,91.07630681703762
2024-01-04,85.8138384430832
2024-01-05,89.65513725291865
2024-01-06,88.6948125504598
2024-01-07,90.11598211457874
2024-01-08,86.27468330474326
2024-01-09,83.89318903816545
2024-01-10,86.77416314554205
2024-01-11,87.23500800720214
2024-01-12,86.77416314554205
2024-01-13,85.3143586022844
2024-01-14,86.77416314554205
2024-01-15,85.8138384430832
2024-01-16,84.35403389982554
2024-01-17,90.11598211457874
2024-01-18,85.3143586022844
2024-01-19,88.195332709661
2024-01-20,90.11598211457874
2024-01-21,85.91053261739168
2024-01-22,85.91053261739168
2024-01-23,86.90949229898925
2024-01-24,92.90325038857472
2024-01-25,86.90949229898925
2024-01-26,85.91053261739168
2024-01-27,88.90741166218442
2024-01-28,96.89908911496504
2024-01-29,88.90741166218442
2024-01-30,93.9022100701723
2024-01-31,94.90116975176987
2024-02-01,90.90533102537957
2024-02-02,88.90741166218442
2024-02-03,89.90637134378198
2024-02-04,89.90637134378198
2024-02-05,86.90949229898925
2024-02-06,87.90845198058683
2024-02-07,86.90949229898925
2024-02-08,91.90429070697715
2024-02-09,90.90533102537957
2024-02-10,89.90637134378198
2024-02-11,87.90845198058683
2024-02-12,79.91677452780621
2024-02-13,90.90533102537957
2024-02-14,88.90741166218442
2024-02-15,92.90325038857472
2024-02-16,87.90845198058683
2024-02-17,86.90949229898925
2024-02-18,89.90637134378198
2024-02-19,86.90949229898925
2024-02-20,87.90845198058683
2024-02-21,88.90741166218442
2024-02-22,89.90637134378198
2024-02-23,88.90741166218442
2024-02-24,86.90949229898925
2024-02-25,89.90637134378198
2024-02-26,90.90533102537957
2024-02-27,88.90741166218442
2024-02-28,85.91053261739168
2024-02-29,87.90845198058683
2024-03-01,84.9115729357941
2024-03-02,84.9115729357941
2024-03-03,91.90429070697715
2024-03-04,88.90741166218442
2024-03-05,90.90533102537957
2024-03-06,87.90845198058683
2024-03-07,91.90429070697715
2024-03-08,86.90949229898925
2024-03-09,83.91261325419651
2024-03-10,90.90533102537957
2024-03-11,87.90845198058683
2024-03-12,82.91365357259895
2024-03-13,89.90637134378198
2024-03-14,85.91053261739168
2024-03-15,81.91469389100136
2024-03-16,87.90845198058683
2024-03-17,92.90325038857472
2024-03-18,87.90845198058683
2024-03-19,84.9115729357941
2024-03-20,88.90741166218442
2024-03-21,86.90949229898925
2024-03-22,86.90949229898925
2024-03-23,81.91469389100136
2024-03-24,86.90949229898925
2024-03-25,88.90741166218442
2024-03-26,82.91365357259895
2024-03-27,88.90741166218442
2024-03-28,90.90533102537957
2024-03-29,87.90845198058683
2024-03-30,85.91053261739168
2024-03-31,87.90845198058683
2024-04-01,87.90845198058683
2024-04-02,87.90845198058683
2024-04-03,84.9115729357941
2024-04-04,86.90949229898925
2024-04-05,83.91261325419651
2024-04-06,87.90845198058683
2024-04-07,91.90429070697715
2024-04-08,99.89596815975776
2024-04-09,87.90845198058683
2024-04-10,88.90741166218442
2024-04-11,86.90949229898925
2024-04-12,95.90012943336745
2024-04-13,86.90949229898925
2024-04-14,94.90116975176987
2024-04-15,91.90429070697715
2024-04-16,88.90741166218442
2024-04-17,85.91053261739168
2024-04-18,88.90741166218442
2024-04-19,94.90116975176987
2024-04-20,86.90949229898925
2024-04-21,94.90116975176987
2024-04-22,92.90325038857472
2024-04-23,86.90949229898925
2024-04-24,87.90845198058683
2024-04-25,87.90845198058683
2024-04-26,85.91053261739168
2024-04-27,86.90949229898925
2024-04-28,87.90845198058683
2024-04-29,88.90741166218442
2024-04-30,86.90949229898925
2024-05-01,92.90325038857472
2024-05-02,85.91053261739168
2024-05-03,85.91053261739168
2024-05-04,89.90637134378198
2024-05-05,91.90429070697715
2024-05-06,90.90533102537957
2024-05-07,88.90741166218442
2024-05-08,86.90949229898925
2024-05-09,89.90637134378198
2024-05-10,89.90637134378198
2024-05-11,87.90845198058683
2024-05-12,88.90741166218442
2024-05-13,87.90845198058683
2024-05-14,87.90845198058683
2024-05-15,91.90429070697715
2024-05-16,84.9115729357941
2024-05-17,84.9115729357941
2024-05-18,84.9115729357941
2024-05-19,88.90741166218442
2024-05-20,88.90741166218442
2024-05-21,90.90533102537957
2024-05-22,85.91053261739168
2024-05-23,84.9115729357941
2024-05-24,85.91053261739168
2024-05-25,84.9115729357941
2024-05-26,86.90949229898925
2024-05-27,88.90741166218442
2024-05-28,83.91261325419651
2024-05-29,88.90741166218442
2024-05-30,85.91053261739168
2024-05-31,83.91261325419651
2024-06-01,84.9115729357941
2024-06-02,89.90637134378198
2024-06-03,84.9115729357941
2024-06-04,85.91053261739168
2024-06-05,86.90949229898925
2024-06-06,85.91053261739168
2024-06-07,83.91261325419651
2024-06-08,85.91053261739168
2024-06-09,90.90533102537957
2024-06-10,85.91053261739168
2024-06-11,83.91261325419651
2024-06-12,83.91261325419651
2024-06-13,87.90845198058683
2024-06-14,82.91365357259895
2024-06-15,85.91053261739168
2024-06-16,91.90429070697715
2024-06-17,88.90741166218442
2024-06-18,86.90949229898925
2024-06-19,85.91053261739168
2024-06-20,88.90741166218442
2024-06-21,86.90949229898925
2024-06-22,84.9115729357941
2024-06-23,89.90637134378198
2024-06-24,86.90949229898925
2024-06-25,84.9115729357941
2024-06-26,80.9157342094038
2024-06-27,86.90949229898925
2024-06-28,83.91261325419651
2024-06-29,87.90845198058683
2024-06-30,81.91469389100136
2024-07-01,83.91261325419651
2024-07-02,84.9115729357941
2024-07-03,86.90949229898925
2024-07-04,85.91053261739168
2024-07-05,78.91781484620863
2024-07-06,83.91261325419651
2024-07-07,92.90325038857472
2024-07-08,82.91365357259895
2024-07-09,85.91053261739168
2024-07-10,82.91365357259895
2024-07-11,85.91053261739168
2024-07-12,88.90741166218442
2024-07-13,77.91885516461106
2024-07-14,82.91365357259895
2024-07-15,84.9115729357941
2024-07-16,83.91261325419651
2024-07-17,84.9115729357941
2024-07-18,84.9115729357941
2024-07-19,82.91365357259895
2024-07-20,85.91053261739168
2024-07-21,86.90949229898925
2024-07-22,86.90949229898925
2024-07-23,82.91365357259895
2024-07-24,86.90949229898925
2024-07-25,83.91261325419651
2024-07-26,81.91469389100136
2024-07-27,83.91261325419651
2024-07-28,82.91365357259895
2024-07-29,84.9115729357941
2024-07-30,85.91053261739168
2024-07-31,82.91365357259895
2024-08-01,82.91365357259895
2024-08-02,82.91365357259895
2024-08-03,81.91469389100136
2024-08-04,83.91261325419651
2024-08-05,82.91365357259895
2024-08-06,77.91885516461106
2024-08-07,80.9157342094038
2024-08-08,78.91781484620863
2024-08-09,84.9115729357941
2024-08-10,85.91053261739168
2024-08-11,84.9115729357941
2024-08-12,82.91365357259895
2024-08-13,80.9157342094038
2024-08-14,84.9115729357941
2024-08-15,86.90949229898925
2024-08-16,82.91365357259895
2024-08-17,86.90949229898925
2024-08-18,83.82893363126499
2024-08-19,82.30656611211533
2024-08-20,82.80604595291413
2024-08-21,84.85182130961587
2024-08-22,84.85182130961587
2024-08-23,82.80604595291413
2024-08-24,83.3294537904662
2024-08-25,94.05781041477373
2024-08-26,85.37522914716794
2024-08-27,87.4210045038697
2024-08-28,86.89759666631761
2024-08-29,83.82893363126499
2024-08-30,83.82893363126499
2024-08-31,82.30656611211533
2024-09-01,87.9204843446685
2024-09-02,85.37522914716794
2024-09-03,79.73738291786151
2024-09-04,86.39811682551883
2024-09-05,81.78315827456325
2024-09-06,85.37522914716794
2024-09-07,83.82893363126499
2024-09-08,87.9204843446685
2024-09-09,84.35234146881709
2024-09-10,84.85182130961587
2024-09-11,84.85182130961587
2024-09-12,86.39811682551883
2024-09-13,78.21501539871184
2024-09-14,82.30656611211533
2024-09-15,86.89759666631761
2024-09-16,85.87470898796674
2024-09-17,90.02614805895848
2024-09-18,87.93251670875014
2024-09-19,83.74525400833348
2024-09-20,85.8388853585418
2024-09-21,84.79206968343765
2024-09-22,87.93251670875014
2024-09-23,85.8388853585418
2024-09-24,84.79206968343765
2024-09-25,83.74525400833348
2024-09-26,82.6984383332293
2024-09-27,82.6984383332293
2024-09-28,80.60480698302096
2024-09-29,83.74525400833348
2024-09-30,82.6984383332293
