Time,gold
2024-09-28,87.34999642422943
2024-09-29,83.5521704927412
2024-09-30,79.75434456125296
2024-10-01,81.0202865384157
2024-10-02,81.0202865384157
2024-10-03,83.5521704927412
2024-10-04,81.0202865384157
2024-10-05,87.34999642422943
2024-10-06,82.28622851557844
2024-10-07,82.28622851557844
2024-10-08,78.48840258409021
2024-10-09,74.69057665260198
2024-10-10,79.75434456125296
2024-10-11,86.08405444706669
2024-10-12,87.34999642422943
2024-10-13,82.28622851557844
2024-10-14,81.0202865384157
2024-10-15,81.0202865384157
2024-10-16,81.0202865384157
2024-10-17,82.28622851557844
2024-10-18,87.34999642422943
2024-10-19,88.61593840139217
2024-10-20,86.08405444706669
2024-10-21,89.88188037855492
2024-10-22,88.61593840139217
2024-10-23,91.14782235571766
2024-10-24,88.61593840139217
2024-10-25,86.08405444706669
2024-10-26,87.34999642422943
2024-10-27,86.08405444706669
2024-10-28,86.08405444706669
2024-10-29,87.34999642422943
2024-10-30,84.81811246990394
2024-10-31,82.28622851557844
2024-11-01,86.08405444706669
2024-11-02,86.08405444706669
2024-11-03,93.67970631004316
2024-11-04,91.14782235571766
2024-11-05,77.22246060692747
2024-11-06,67.09492478962551
2024-11-07,87.34999642422943
2024-11-08,91.14782235571766
2024-11-09,96.21159026436865
2024-11-10,97.47753224153139
2024-11-11,98.74347421869413
2024-11-12,91.14782235571766
2024-11-13,94.9456482872059
2024-11-14,91.14782235571766
2024-11-15,88.61593840139217
2024-11-16,89.88188037855492
2024-11-17,96.21159026436865
2024-11-18,97.47753224153139
2024-11-19,92.41376433288042
2024-11-20,89.88188037855492
2024-11-21,91.14782235571766
2024-11-22,96.21159026436865
2024-11-23,96.21159026436865
2024-11-24,100.00941619585689
2024-11-25,93.67970631004316
2024-11-26,91.14782235571766
2024-11-27,91.14782235571766
2024-11-28,89.88188037855492
2024-11-29,108.87101003599611
2024-11-30,112.66883596748434
2024-12-01,100.00941619585689
2024-12-02,97.47753224153139
2024-12-03,97.47753224153139
2024-12-04,89.88188037855492
2024-12-05,92.41376433288042
2024-12-06,92.41376433288042
2024-12-07,103.80724212734512
2024-12-08,101.27535817301963
2024-12-09,93.67970631004316
2024-12-10,93.67970631004316
2024-12-11,94.9456482872059
2024-12-12,96.21159026436865
2024-12-13,94.9456482872059
2024-12-14,102.54130015018238
2024-12-15,103.80724212734512
2024-12-16,100.00941619585689
2024-12-17,96.21159026436865
2024-12-18,98.74347421869413
2024-12-19,96.21159026436865
2024-12-20,94.9456482872059
2024-12-21,100.00941619585689
2024-12-22,96.21159026436865
2024-12-23,97.47753224153139
2024-12-24,94.9456482872059
2024-12-25,100.00941619585689
2024-12-26,105.07318410450786
2024-12-27,103.80724212734512
2024-12-28,102.54130015018238
2024-12-29,97.47753224153139
2024-12-30,96.21159026436865
2024-12-31,92.41376433288042
2025-01-01,83.5521704927412
2025-01-02,83.5521704927412
2025-01-03,94.9456482872059
2025-01-04,100.00941619585689
2025-01-05,96.21159026436865
2025-01-06,87.34999642422943
2025-01-07,89.88188037855492
2025-01-08,77.22246060692747
2025-01-09,74.69057665260198
2025-01-10,81.0202865384157
2025-01-11,88.61593840139217
2025-01-12,92.41376433288042
2025-01-13,82.28622851557844
2025-01-14,79.75434456125296
2025-01-15,83.5521704927412
2025-01-16,83.5521704927412
2025-01-17,81.0202865384157
2025-01-18,97.47753224153139
2025-01-19,87.34999642422943
2025-01-20,83.5521704927412
2025-01-21,81.0202865384157
2025-01-22,83.5521704927412
2025-01-23,83.5521704927412
2025-01-24,83.5521704927412
2025-01-25,89.88188037855492
2025-01-26,89.88188037855492
2025-01-27,89.88188037855492
2025-01-28,83.5521704927412
2025-01-29,83.5521704927412
2025-01-30,86.08405444706669
2025-01-31,88.61593840139217
2025-02-01,94.9456482872059
2025-02-02,98.74347421869413
2025-02-03,88.61593840139217
2025-02-04,91.14782235571766
2025-02-05,91.14782235571766
2025-02-06,89.88188037855492
2025-02-07,94.9456482872059
2025-02-08,96.21159026436865
2025-02-09,88.61593840139217
2025-02-10,86.08405444706669
2025-02-11,93.67970631004316
2025-02-12,91.14782235571766
2025-02-13,93.67970631004316
2025-02-14,93.67970631004316
2025-02-15,102.54130015018238
2025-02-16,100.00941619585689
2025-02-17,97.47753224153139
2025-02-18,98.74347421869413
2025-02-19,96.21159026436865
2025-02-20,98.74347421869413
2025-02-21,97.47753224153139
2025-02-22,106.33912608167061
2025-02-23,105.07318410450786
2025-02-24,97.47753224153139
2025-02-25,94.9456482872059
2025-02-26,117.73260387613531
2025-02-27,100.00941619585689
2025-02-28,93.67970631004316
2025-03-01,101.27535817301963
2025-03-02,98.74347421869413
2025-03-03,96.21159026436865
2025-03-04,92.41376433288042
2025-03-05,93.67970631004316
2025-03-06,93.67970631004316
2025-03-07,91.14782235571766
2025-03-08,93.67970631004316
2025-03-09,94.9456482872059
2025-03-10,92.41376433288042
2025-03-11,93.67970631004316
2025-03-12,93.67970631004316
2025-03-13,93.67970631004316
2025-03-14,102.54130015018238
2025-03-15,103.80724212734512
2025-03-16,108.87101003599611
2025-03-17,102.54130015018238
2025-03-18,94.9456482872059
2025-03-19,97.47753224153139
2025-03-20,93.67970631004316
2025-03-21,89.88188037855492
2025-03-22,101.27535817301963
2025-03-23,106.33912608167061
2025-03-24,93.67970631004316
2025-03-25,96.21159026436865
2025-03-26,91.14782235571766
2025-03-27,96.21159026436865
2025-03-28,93.67970631004316
2025-03-29,103.80724212734512
2025-03-30,100.00941619585689
2025-03-31,100.00941619585689
2025-04-01,97.47753224153139
2025-04-02,96.21159026436865
2025-04-03,106.33912608167061
2025-04-04,107.60506805883335
2025-04-05,108.87101003599611
2025-04-06,110.13695201315885
2025-04-07,110.13695201315885
2025-04-08,97.47753224153139
2025-04-09,101.27535817301963
2025-04-10,106.33912608167061
2025-04-11,126.59419771627454
2025-04-12,110.13695201315885
2025-04-13,100.00941619585689
2025-04-14,98.74347421869413
2025-04-15,102.76803602668915
2025-04-16,108.91824667693501
2025-04-17,106.90596577293752
2025-04-18,106.15962684610275
2025-04-19,104.78031693068664
2025-04-20,108.28527568835364
2025-04-21,114.4354863385995
2025-04-22,116.44776724259701
2025-04-23,107.53893676151888
2025-04-24,101.388726111273
2025-04-25,101.388726111273
2025-04-26,98.63010628044076
2025-04-27,103.40100701527051
2025-04-28,108.91824667693501
2025-04-29,97.9971352918594
2025-04-30,100.00941619585689
2025-05-01,102.76803602668915
2025-05-02,100.00941619585689
2025-05-03,106.15962684610275
2025-05-04,105.52665585752138
2025-05-05,97.25079636502463
2025-05-06,102.02169709985438
2025-05-07,101.388726111273
2025-05-08,97.25079636502463
2025-05-09,100.00941619585689
2025-05-10,103.40100701527051
2025-05-11,104.14734594210526
2025-05-12,102.76803602668915
2025-05-13,100.00941619585689
2025-05-14,98.51673834218738
2025-05-15,91.05334907383985
2025-05-16,92.54602692750936
2025-05-17,98.51673834218738
2025-05-18,95.53138263484837
2025-05-19,91.05334907383985
2025-05-20,92.54602692750936
2025-05-21,92.54602692750936
2025-05-22,94.03870478117886
2025-05-23,91.05334907383985
2025-05-24,94.03870478117886
2025-05-25,95.53138263484837
2025-05-26,95.53138263484837
2025-05-27,95.53138263484837
2025-05-28,98.51673834218738
2025-05-29,92.54602692750936
2025-05-30,92.54602692750936
2025-05-31,98.51673834218738
2025-06-01,100.00941619585689
2025-06-02,97.02406048851788
2025-06-03,95.53138263484837
2025-06-04,94.03870478117886
2025-06-05,97.02406048851788
2025-06-06,97.02406048851788
2025-06-07,101.50209404952639
2025-06-08,94.03870478117886
2025-06-09,91.05334907383985
2025-06-10,86.57531551283134
2025-06-11,98.51673834218738
2025-06-12,94.03870478117886
2025-06-13,102.9947719031959
2025-06-14,104.4874497568654
2025-06-15,116.42887258622144
2025-06-16,114.93619473255194
2025-06-17,105.98012761053491
2025-06-18,110.45816117154342
2025-06-19,110.45816117154342
2025-06-20,108.96548331787392
2025-06-21,105.98012761053491
2025-06-22,116.42887258622144
2025-06-23,117.92155043989095
2025-06-24,97.02406048851788
2025-06-25,108.96548331787392
2025-06-26,97.02406048851788
2025-06-27,102.9947719031959
2025-06-28,105.98012761053491
2025-06-29,146.28242965961158
2025-06-30,122.39958400089948
2025-07-01,98.51673834218738
2025-07-02,116.42887258622144
2025-07-03,140.31171824493353
2025-07-04,104.4874497568654
2025-07-05,101.50209404952639
2025-07-06,143.29707395227257
2025-07-07,125.38493970823849
2025-07-08,98.51673834218738
2025-07-09,97.02406048851788
2025-07-10,92.54602692750936
2025-07-11,100.00941619585689
2025-07-12,101.50209404952639
2025-07-13,101.50209404952639
2025-07-14,100.00941619585689
2025-07-15,95.53138263484837
2025-07-16,95.53138263484837
2025-07-17,108.96548331787392
2025-07-18,100.00941619585689
2025-07-19,129.862973269247
2025-07-20,126.877617561908
2025-07-21,126.877617561908
2025-07-22,113.44351687888243
2025-07-23,110.45816117154342
2025-07-24,110.45816117154342
2025-07-25,105.98012761053491
2025-07-26,120.90690614722998
2025-07-27,120.90690614722998
2025-07-28,113.44351687888243
2025-07-29,125.38493970823849
2025-07-30,144.78975180594207
2025-07-31,143.29707395227257
2025-08-01,119.41422829356046
2025-08-02,101.50209404952639
2025-08-03,104.4874497568654
2025-08-04,92.54602692750936
2025-08-05,102.9947719031959
2025-08-06,98.51673834218738
2025-08-07,105.98012761053491
2025-08-08,111.95083902521293
2025-08-09,111.95083902521293
2025-08-10,116.42887258622144
2025-08-11,113.44351687888243
2025-08-12,100.00941619585689
2025-08-13,91.05334907383985
2025-08-14,92.54602692750936
2025-08-15,92.54602692750936
2025-08-16,101.50209404952639
2025-08-17,95.53138263484837
2025-08-18,89.56067122017035
2025-08-19,89.56067122017035
2025-08-20,92.54602692750936
2025-08-21,88.06799336650084
2025-08-22,92.54602692750936
2025-08-23,95.53138263484837
2025-08-24,95.53138263484837
2025-08-25,92.54602692750936
2025-08-26,89.56067122017035
2025-08-27,92.54602692750936
2025-08-28,91.05334907383985
2025-08-29,91.05334907383985
2025-08-30,95.53138263484837
2025-08-31,98.51673834218738
2025-09-01,98.51673834218738
2025-09-02,102.9947719031959
2025-09-03,104.4874497568654
2025-09-04,98.51673834218738
2025-09-05,101.50209404952639
2025-09-06,102.9947719031959
2025-09-07,98.51673834218738
2025-09-08,101.50209404952639
2025-09-09,102.9947719031959
2025-09-10,92.54602692750936
2025-09-11,86.57531551283134
2025-09-12,89.56067122017035
2025-09-13,94.03870478117886
2025-09-14,89.56067122017035
2025-09-15,97.02406048851788
2025-09-16,100.00941619585689
2025-09-17,97.02406048851788
2025-09-18,100.00941619585689
2025-09-19,104.4874497568654
2025-09-20,111.95083902521293
2025-09-21,101.50209404952639
2025-09-22,108.96548331787392
2025-09-23,108.96548331787392
2025-09-24,104.4874497568654
2025-09-25,102.9947719031959
2025-09-26,101.50209404952639
2025-09-27,104.4874497568654
2025-09-28,97.02406048851788
2025-09-29,105.98012761053491
2025-09-30,107.47280546420441
2025-10-01,105.98012761053491
2025-10-02,108.96548331787392
2025-10-03,101.50209404952639
2025-10-04,102.9947719031959
2025-10-05,101.50209404952639
2025-10-06,108.96548331787392
2025-10-07,122.39958400089948
2025-10-08,138.81904039126402
2025-10-09,132.848328976586
2025-10-10,117.92155043989095
2025-10-11,111.95083902521293
2025-10-12,105.98012761053491
2025-10-13,125.38493970823849
2025-10-14,120.90690614722998
2025-10-15,122.39958400089948
2025-10-16,128.3702954155775
2025-10-17,135.83368468392501
2025-10-18,122.39958400089948
2025-10-19,116.42887258622144
2025-10-20,129.862973269247
2025-10-21,135.83368468392501
2025-10-22,141.80439609860304
2025-10-23,129.862973269247
2025-10-24,116.42887258622144
2025-10-25,105.98012761053491
2025-10-26,107.47280546420441
2025-10-27,114.93619473255194
2025-10-28,108.96548331787392
2025-10-29,110.45816117154342
2025-10-30,116.42887258622144
2025-10-31,104.4874497568654
2025-11-01,107.47280546420441
2025-11-02,107.47280546420441
2025-11-03,116.42887258622144
2025-11-04,110.45816117154342
2025-11-05,104.4874497568654
2025-11-06,110.45816117154342
2025-11-07,110.45816117154342
2025-11-08,117.92155043989095
2025-11-09,108.96548331787392
2025-11-10,113.44351687888243
2025-11-11,123.89226185456899
2025-11-12,113.44351687888243
2025-11-13,119.41422829356046
2025-11-14,114.93619473255194
2025-11-15,113.44351687888243
2025-11-16,111.95083902521293
2025-11-17,111.95083902521293
2025-11-18,104.4874497568654
2025-11-19,114.93619473255194
2025-11-20,120.90690614722998
2025-11-21,113.44351687888243
2025-11-22,113.44351687888243
2025-11-23,116.42887258622144
2025-11-24,119.41422829356046
2025-11-25,116.42887258622144
2025-11-26,119.41422829356046
2025-11-27,113.44351687888243
2025-11-28,138.81904039126402
2025-11-29,137.32636253759452
2025-11-30,123.89226185456899
2025-12-01,128.3702954155775
2025-12-02,128.3702954155775
2025-12-03,119.41422829356046
2025-12-04,116.42887258622144
2025-12-05,113.44351687888243
2025-12-06,126.877617561908
2025-12-07,122.39958400089948
2025-12-08,119.41422829356046
2025-12-09,120.90690614722998
2025-12-10,122.39958400089948
2025-12-11,131.46760196194174
2025-12-12,128.44492930826095
2025-12-13,131.46760196194174
2025-12-14,119.37691134721872
2025-12-15,122.39958400089948
2025-12-16,116.35423869353798
2025-12-17,125.42225665458022
2025-12-18,122.39958400089948
2025-12-19,119.37691134721872
2025-12-20,126.16859558141499
2025-12-21,117.10057762037273
2025-12-22,132.21394088877648
2025-12-23,131.46760196194174
2025-12-24,133.7439356887877
2025-12-25,129.19126823509572
2025-12-26,149.60363788402623
2025-12-27,141.28195884981872
2025-12-28,129.19126823509572
2025-12-29,140.53561992298398
2025-12-30,140.53561992298398
2025-12-31,133.7439356887877
2026-01-01,111.05523231301123
2026-01-02,132.21394088877648
2026-01-03,129.19126823509572
2026-01-04,125.42225665458022
2026-01-05,126.16859558141499
2026-01-06,122.39958400089948
2026-01-07,118.63057242038397
2026-01-08,118.63057242038397
2026-01-09,119.33959440087699
2026-01-10,125.45957360092197
2026-01-11,119.33959440087699
2026-01-12,140.7595216010344
2026-01-13,131.57955280096695
2026-01-14,134.63954240098943
2026-01-15,128.51956320094445
2026-01-16,119.33959440087699
2026-01-17,119.33959440087699
2026-01-18,128.51956320094445
2026-01-19,131.57955280096695
2026-01-20,137.69953200101193
2026-01-21,156.05946960114684
2026-01-22,140.7595216010344
2026-01-23,159.11945920116932
2026-01-24,143.81951120105688
2026-01-25,134.63954240098943
2026-01-26,171.35941760125928
2026-01-27,162.17944880119182
2026-01-28,177.47939680130426
2026-01-29,229.49922000168652
2026-01-30,241.73917840177648
2026-01-31,201.95931360148415
2026-02-01,186.65936560137172
2026-02-02,205.01930320150663
2026-02-03,183.5993760013492
2026-02-04,171.35941760125928
2026-02-05,168.29942800123678
2026-02-06,171.35941760125928
2026-02-07,180.53938640132674
2026-02-08,192.7793448014167
2026-02-09,180.53938640132674
2026-02-10,186.65936560137172
2026-02-11,162.17944880119182
2026-02-12,159.11945920116932
2026-02-13,174.41940720128176
2026-02-14,186.65936560137172
2026-02-15,168.29942800123678
2026-02-16,177.47939680130426
2026-02-17,168.29942800123678
2026-02-18,165.2394384012143
2026-02-19,189.7193552013942
2026-02-20,198.89932400146165
2026-02-21,220.31925120161907
2026-02-22,305.99896000224874
2026-02-23,195.83933440143917
2026-02-24,152.99948000112437
2026-02-25,149.93949040110186
2026-02-26,159.11945920116932
2026-02-27,162.17944880119182
2026-02-28,134.63954240098943
2026-03-01,137.69953200101193
2026-03-02,156.05946960114684
2026-03-03,152.99948000112437
2026-03-04,137.69953200101193
2026-03-05,146.8795008010794
2026-03-06,131.57955280096695
2026-03-07,128.51956320094445
2026-03-08,131.57955280096695
2026-03-09,137.69953200101193
2026-03-10,128.51956320094445
2026-03-11,122.39958400089948
2026-03-12,128.51956320094445
2026-03-13,131.57955280096695
2026-03-14,128.51956320094445
2026-03-15,134.63954240098943
2026-03-16,131.57955280096695
2026-03-17,131.57955280096695
2026-03-18,134.63954240098943
2026-03-19,159.11945920116932
2026-03-20,159.11945920116932
2026-03-21,162.17944880119182
2026-03-22,152.99948000112437
2026-03-23,183.5993760013492
2026-03-24,168.29942800123678
2026-03-25,152.99948000112437
2026-03-26,149.93949040110186
2026-03-27,168.29942800123678
2026-03-28,177.47939680130426
2026-03-29,174.41940720128176
2026-03-30,171.35941760125928
2026-03-31,189.7193552013942
2026-04-01,208.07929280152914
2026-04-02,198.89932400146165
2026-04-03,192.7793448014167
2026-04-04,201.95931360148415
2026-04-05,192.7793448014167
2026-04-06,198.89932400146165
2026-04-07,211.1392824015516
2026-04-08,226.43923040166405
2026-04-09,220.31925120161907
2026-04-10,214.1992720015741
2026-04-11,247.85915760182147
2026-04-12,250.91914720184394
2026-04-13,205.01930320150663
2026-04-14,205.01930320150663
2026-04-15,223.37924080164157
2026-04-16,220.31925120161907
2026-04-17,232.55920960170903
2026-04-18,235.6191992017315
2026-04-19,214.1992720015741
2026-04-20,205.01930320150663
2026-04-21,201.95931360148415
2026-04-22,195.83933440143917
2026-04-23,183.5993760013492
2026-04-24,171.35941760125928
2026-04-25,180.53938640132674
2026-04-26,189.7193552013942
2026-04-27,174.41940720128176
2026-04-28,168.29942800123678
2026-04-29,152.99948000112437
2026-04-30,162.17944880119182
2026-05-01,156.05946960114684
2026-05-02,168.29942800123678
2026-05-03,165.2394384012143
2026-05-04,159.11945920116932
2026-05-05,156.05946960114684
2026-05-06,171.35941760125928
2026-05-07,192.7793448014167
2026-05-08,183.5993760013492
2026-05-09,192.7793448014167
2026-05-10,195.83933440143917
2026-05-11,168.29942800123678
2026-05-12,156.05946960114684
2026-05-13,211.1392824015516
2026-05-14,217.2592616015966
2026-05-15,195.83933440143917
2026-05-16,198.89932400146165
2026-05-17,205.01930320150663
2026-05-18,180.53938640132674
2026-05-19,180.53938640132674
2026-05-20,162.17944880119182
2026-05-21,152.99948000112437
2026-05-22,168.29942800123678
2026-05-23,146.8795008010794
2026-05-24,152.99948000112437
2026-05-25,146.8795008010794
2026-05-26,140.7595216010344
2026-05-27,140.7595216010344
2026-05-28,152.99948000112437
2026-05-29,146.8795008010794
2026-05-30,143.81951120105688
2026-05-31,156.05946960114684
