Time,donation
2024-10-27,59.82512385343601
2024-10-28,69.43987590130966
2024-10-29,70.50818168440674
2024-10-30,74.78140481679502
2024-10-31,64.0983469858243
2024-11-01,65.16665276892137
2024-11-02,67.30326433511551
2024-11-03,61.96173541963016
2024-11-04,71.57648746750381
2024-11-05,61.96173541963016
2024-11-06,47.00545445627115
2024-11-07,65.16665276892137
2024-11-08,68.37157011821259
2024-11-09,67.30326433511551
2024-11-10,67.30326433511551
2024-11-11,75.84971059989209
2024-11-12,72.64479325060087
2024-11-13,71.57648746750381
2024-11-14,71.57648746750381
2024-11-15,63.03004120272723
2024-11-16,63.03004120272723
2024-11-17,66.23495855201844
2024-11-18,73.71309903369794
2024-11-19,72.64479325060087
2024-11-20,72.64479325060087
2024-11-21,68.37157011821259
2024-11-22,63.03004120272723
2024-11-23,64.0983469858243
2024-11-24,60.893429636533085
2024-11-25,71.57648746750381
2024-11-26,73.71309903369794
2024-11-27,67.30326433511551
2024-11-28,37.39070240839751
2024-11-29,51.27867758865944
2024-11-30,60.893429636533085
2024-12-01,64.0983469858243
2024-12-02,67.30326433511551
2024-12-03,81.19123951537745
2024-12-04,76.91801638298917
2024-12-05,67.30326433511551
2024-12-06,66.23495855201844
2024-12-07,61.96173541963016
2024-12-08,63.03004120272723
2024-12-09,69.43987590130966
2024-12-10,71.57648746750381
2024-12-11,70.50818168440674
2024-12-12,70.50818168440674
2024-12-13,68.37157011821259
2024-12-14,68.37157011821259
2024-12-15,59.82512385343601
2024-12-16,65.16665276892137
2024-12-17,71.57648746750381
2024-12-18,73.71309903369794
2024-12-19,65.16665276892137
2024-12-20,67.30326433511551
2024-12-21,65.16665276892137
2024-12-22,57.68851228724187
2024-12-23,68.37157011821259
2024-12-24,51.27867758865944
2024-12-25,35.25409084220337
2024-12-26,65.16665276892137
2024-12-27,73.71309903369794
2024-12-28,77.98632216608624
2024-12-29,74.78140481679502
2024-12-30,92.94260312944523
2024-12-31,89.73768578015402
2025-01-01,59.82512385343601
2025-01-02,71.57648746750381
2025-01-03,71.57648746750381
2025-01-04,76.91801638298917
2025-01-05,70.50818168440674
2025-01-06,68.37157011821259
2025-01-07,67.30326433511551
2025-01-08,66.23495855201844
2025-01-09,74.78140481679502
2025-01-10,82.25954529847452
2025-01-11,99.35243782802766
2025-01-12,106.83057830970716
2025-01-13,96.14752047873645
2025-01-14,92.94260312944523
2025-01-15,95.07921469563938
2025-01-16,81.19123951537745
2025-01-17,80.12293373228037
2025-01-18,83.3278510815716
2025-01-19,71.57648746750381
2025-01-20,74.78140481679502
2025-01-21,65.16665276892137
2025-01-22,73.71309903369794
2025-01-23,75.84971059989209
2025-01-24,70.50818168440674
2025-01-25,71.57648746750381
2025-01-26,66.23495855201844
2025-01-27,72.64479325060087
2025-01-28,72.64479325060087
2025-01-29,72.64479325060087
2025-01-30,67.30326433511551
2025-01-31,71.57648746750381
2025-02-01,71.57648746750381
2025-02-02,69.43987590130966
2025-02-03,72.64479325060087
2025-02-04,72.64479325060087
2025-02-05,71.57648746750381
2025-02-06,69.43987590130966
2025-02-07,67.30326433511551
2025-02-08,66.23495855201844
2025-02-09,55.55190072104773
2025-02-10,60.893429636533085
2025-02-11,69.43987590130966
2025-02-12,63.03004120272723
2025-02-13,61.96173541963016
2025-02-14,56.6202065041448
2025-02-15,59.82512385343601
2025-02-16,64.0983469858243
2025-02-17,71.57648746750381
2025-02-18,72.64479325060087
2025-02-19,71.57648746750381
2025-02-20,68.37157011821259
2025-02-21,66.23495855201844
2025-02-22,69.43987590130966
2025-02-23,67.30326433511551
2025-02-24,71.57648746750381
2025-02-25,73.71309903369794
2025-02-26,68.37157011821259
2025-02-27,64.0983469858243
2025-02-28,67.30326433511551
2025-03-01,72.64479325060087
2025-03-02,66.23495855201844
2025-03-03,69.43987590130966
2025-03-04,69.43987590130966
2025-03-05,69.43987590130966
2025-03-06,70.50818168440674
2025-03-07,65.16665276892137
2025-03-08,71.57648746750381
2025-03-09,68.37157011821259
2025-03-10,75.84971059989209
2025-03-11,70.50818168440674
2025-03-12,71.57648746750381
2025-03-13,66.23495855201844
2025-03-14,65.16665276892137
2025-03-15,67.30326433511551
2025-03-16,68.37157011821259
2025-03-17,69.43987590130966
2025-03-18,67.30326433511551
2025-03-19,74.78140481679502
2025-03-20,68.37157011821259
2025-03-21,67.30326433511551
2025-03-22,72.64479325060087
2025-03-23,70.50818168440674
2025-03-24,71.57648746750381
2025-03-25,69.43987590130966
2025-03-26,71.57648746750381
2025-03-27,72.64479325060087
2025-03-28,71.57648746750381
2025-03-29,74.78140481679502
2025-03-30,69.43987590130966
2025-03-31,73.71309903369794
2025-04-01,70.50818168440674
2025-04-02,70.50818168440674
2025-04-03,69.43987590130966
2025-04-04,64.0983469858243
2025-04-05,70.50818168440674
2025-04-06,70.50818168440674
2025-04-07,72.64479325060087
2025-04-08,70.50818168440674
2025-04-09,69.43987590130966
2025-04-10,66.23495855201844
2025-04-11,67.30326433511551
2025-04-12,72.64479325060087
2025-04-13,69.43987590130966
2025-04-14,75.84971059989209
2025-04-15,80.20727366252487
2025-04-16,71.80139394815582
2025-04-17,63.929667125335286
2025-04-18,62.80513472207521
2025-04-19,63.929667125335286
2025-04-20,50.491504906377386
2025-04-21,69.55232914163567
2025-04-22,69.55232914163567
2025-04-23,69.55232914163567
2025-04-24,68.42779673837559
2025-04-25,61.1464494272666
2025-04-26,63.395514233786756
2025-04-27,63.929667125335286
2025-04-28,66.17873193185544
2025-04-29,68.42779673837559
2025-04-30,63.929667125335286
2025-05-01,69.55232914163567
2025-05-02,64.52004663704683
2025-05-03,80.74142655407341
2025-05-04,74.05045875467596
2025-05-05,71.21101443644429
2025-05-06,63.929667125335286
2025-05-07,65.05419952859536
2025-05-08,65.05419952859536
2025-05-09,58.89738462074645
2025-05-10,62.80513472207521
2025-05-11,55.52378741096622
2025-05-12,65.05419952859536
2025-05-13,67.30326433511551
2025-05-14,63.76098726484627
2025-05-15,60.218710194577035
2025-05-16,59.037951171153956
2025-05-17,63.76098726484627
2025-05-18,62.58022824142319
2025-05-19,66.12250531169244
2025-05-20,66.12250531169244
2025-05-21,63.76098726484627
2025-05-22,62.58022824142319
2025-05-23,62.58022824142319
2025-05-24,64.94174628826936
2025-05-25,60.218710194577035
2025-05-26,63.76098726484627
2025-05-27,68.4840233585386
2025-05-28,70.84554140538475
2025-05-29,67.30326433511551
2025-05-30,63.76098726484627
2025-05-31,68.4840233585386
2025-06-01,67.30326433511551
2025-06-02,69.66478238196167
2025-06-03,67.30326433511551
2025-06-04,69.66478238196167
2025-06-05,81.47237261619246
2025-06-06,89.73768578015401
2025-06-07,67.30326433511551
2025-06-08,66.12250531169244
2025-06-09,68.4840233585386
2025-06-10,70.84554140538475
2025-06-11,70.84554140538475
2025-06-12,66.12250531169244
2025-06-13,64.94174628826936
2025-06-14,64.94174628826936
2025-06-15,59.037951171153956
2025-06-16,72.02630042880783
2025-06-17,72.02630042880783
2025-06-18,70.84554140538475
2025-06-19,69.66478238196167
2025-06-20,69.66478238196167
2025-06-21,75.56857749907707
2025-06-22,64.94174628826936
2025-06-23,73.20705945223091
2025-06-24,73.20705945223091
2025-06-25,76.74933652250014
2025-06-26,74.38781847565399
2025-06-27,75.56857749907707
2025-06-28,73.20705945223091
2025-06-29,74.38781847565399
2025-06-30,81.47237261619246
2025-07-01,77.93009554592322
2025-07-02,77.93009554592322
2025-07-03,76.74933652250014
2025-07-04,56.6764331243078
2025-07-05,68.4840233585386
2025-07-06,74.38781847565399
2025-07-07,100.36451699096173
2025-07-08,95.64148089726942
2025-07-09,89.73768578015401
2025-07-10,88.55692675673093
2025-07-11,82.65313163961554
2025-07-12,89.73768578015401
2025-07-13,85.0146496864617
2025-07-14,90.91844480357709
2025-07-15,89.73768578015401
2025-07-16,90.91844480357709
2025-07-17,88.55692675673093
2025-07-18,83.83389066303862
2025-07-19,94.46072187384632
2025-07-20,105.08755308465405
2025-07-21,101.54527601438481
2025-07-22,100.36451699096173
2025-07-23,95.64148089726942
2025-07-24,101.54527601438481
2025-07-25,88.55692675673093
2025-07-26,96.8222399206925
2025-07-27,93.27996285042325
2025-07-28,101.54527601438481
2025-07-29,105.08755308465405
2025-07-30,109.81058917834636
2025-07-31,96.8222399206925
2025-08-01,96.8222399206925
2025-08-02,82.65313163961554
2025-08-03,72.02630042880783
2025-08-04,81.47237261619246
2025-08-05,87.37616773330785
2025-08-06,86.19540870988477
2025-08-07,94.46072187384632
2025-08-08,87.37616773330785
2025-08-09,86.19540870988477
2025-08-10,87.37616773330785
2025-08-11,88.55692675673093
2025-08-12,79.1108545693463
2025-08-13,81.47237261619246
2025-08-14,80.29161359276938
2025-08-15,79.1108545693463
2025-08-16,80.29161359276938
2025-08-17,77.93009554592322
2025-08-18,85.0146496864617
2025-08-19,77.93009554592322
2025-08-20,77.93009554592322
2025-08-21,77.93009554592322
2025-08-22,72.02630042880783
2025-08-23,75.56857749907707
2025-08-24,72.02630042880783
2025-08-25,79.1108545693463
2025-08-26,77.93009554592322
2025-08-27,74.38781847565399
2025-08-28,73.20705945223091
2025-08-29,70.84554140538475
2025-08-30,68.4840233585386
2025-08-31,68.4840233585386
2025-09-01,77.93009554592322
2025-09-02,75.56857749907707
2025-09-03,118.07590234230791
2025-09-04,77.93009554592322
2025-09-05,70.84554140538475
2025-09-06,73.20705945223091
2025-09-07,66.12250531169244
2025-09-08,76.74933652250014
2025-09-09,79.1108545693463
2025-09-10,77.93009554592322
2025-09-11,80.29161359276938
2025-09-12,80.29161359276938
2025-09-13,80.29161359276938
2025-09-14,70.84554140538475
2025-09-15,98.00299894411557
2025-09-16,89.73768578015401
2025-09-17,80.29161359276938
2025-09-18,79.1108545693463
2025-09-19,79.1108545693463
2025-09-20,80.29161359276938
2025-09-21,70.84554140538475
2025-09-22,83.83389066303862
2025-09-23,81.47237261619246
2025-09-24,81.47237261619246
2025-09-25,72.02630042880783
2025-09-26,76.74933652250014
2025-09-27,72.02630042880783
2025-09-28,67.30326433511551
2025-09-29,80.29161359276938
2025-09-30,85.0146496864617
2025-10-01,76.74933652250014
2025-10-02,74.38781847565399
2025-10-03,68.4840233585386
2025-10-04,68.4840233585386
2025-10-05,61.399469218000114
2025-10-06,72.02630042880783
2025-10-07,77.93009554592322
2025-10-08,79.1108545693463
2025-10-09,75.56857749907707
2025-10-10,70.84554140538475
2025-10-11,72.02630042880783
2025-10-12,64.94174628826936
2025-10-13,77.93009554592322
2025-10-14,79.1108545693463
2025-10-15,76.74933652250014
2025-10-16,75.56857749907707
2025-10-17,73.20705945223091
2025-10-18,69.66478238196167
2025-10-19,67.30326433511551
2025-10-20,79.1108545693463
2025-10-21,79.1108545693463
2025-10-22,86.19540870988477
2025-10-23,75.56857749907707
2025-10-24,83.83389066303862
2025-10-25,75.56857749907707
2025-10-26,73.20705945223091
2025-10-27,88.55692675673093
2025-10-28,90.91844480357709
2025-10-29,87.37616773330785
2025-10-30,83.83389066303862
2025-10-31,85.0146496864617
2025-11-01,90.91844480357709
2025-11-02,85.0146496864617
2025-11-03,96.8222399206925
2025-11-04,101.54527601438481
2025-11-05,90.91844480357709
2025-11-06,88.55692675673093
2025-11-07,86.19540870988477
2025-11-08,90.91844480357709
2025-11-09,79.1108545693463
2025-11-10,89.73768578015401
2025-11-11,96.8222399206925
2025-11-12,94.46072187384632
2025-11-13,88.55692675673093
2025-11-14,81.47237261619246
2025-11-15,85.0146496864617
2025-11-16,82.65313163961554
2025-11-17,93.27996285042325
2025-11-18,88.55692675673093
2025-11-19,90.91844480357709
2025-11-20,90.91844480357709
2025-11-21,86.19540870988477
2025-11-22,85.0146496864617
2025-11-23,81.47237261619246
2025-11-24,88.55692675673093
2025-11-25,86.19540870988477
2025-11-26,80.29161359276938
2025-11-27,51.953397030615484
2025-11-28,67.30326433511551
2025-11-29,76.74933652250014
2025-11-30,79.1108545693463
2025-12-01,85.0146496864617
2025-12-02,110.99134820176944
2025-12-03,110.99134820176944
2025-12-04,95.64148089726942
2025-12-05,96.8222399206925
2025-12-06,94.46072187384632
2025-12-07,87.37616773330785
2025-12-08,110.99134820176944
2025-12-09,90.91844480357709
2025-12-10,99.18375796753865
2025-12-11,93.77809556342986
2025-12-12,90.57713164836886
2025-12-13,89.31335050611133
2025-12-14,76.75856120237063
2025-12-15,93.10469393288389
2025-12-16,86.19540870988477
2025-12-17,89.31335050611133
2025-12-18,89.98675213665732
2025-12-19,80.54990462914319
2025-12-20,81.81368577140069
2025-12-21,78.02234234462816
2025-12-22,89.31335050611133
2025-12-23,82.40406528311223
2025-12-24,67.3217136948565
2025-12-25,50.975580964343244
2025-12-26,78.02234234462816
2025-12-27,88.7229709943998
2025-12-28,84.93162756762726
2025-12-29,106.33288486717058
2025-12-30,94.36847507514139
2025-12-31,100.01397915588299
2026-01-01,69.84927597937153
2026-01-02,93.10469393288389
2026-01-03,90.57713164836886
2026-01-04,83.07746691365821
2026-01-05,89.31335050611133
2026-01-06,86.19540870988477
2026-01-07,86.19540870988477
2026-01-08,81.81368577140069
2026-01-09,105.05065436517206
2026-01-10,92.92942501534452
2026-01-11,83.50180218770087
2026-01-12,105.05065436517206
2026-01-13,95.62303153752842
2026-01-14,90.23581849316062
2026-01-15,91.58262175425257
2026-01-16,88.88901523206867
2026-01-17,90.23581849316062
2026-01-18,79.46139240442503
2026-01-19,95.62303153752842
2026-01-20,94.27622827643647
2026-01-21,88.88901523206867
2026-01-22,90.23581849316062
2026-01-23,82.15499892660893
2026-01-24,82.15499892660893
2026-01-25,83.50180218770087
2026-01-26,86.19540870988477
2026-01-27,91.58262175425257
2026-01-28,87.54221197097672
2026-01-29,87.54221197097672
2026-01-30,95.62303153752842
2026-01-31,94.27622827643647
2026-02-01,96.96983479862037
2026-02-02,101.01024458189622
2026-02-03,102.35704784298817
2026-02-04,94.27622827643647
2026-02-05,92.92942501534452
2026-02-06,94.27622827643647
2026-02-07,87.54221197097672
2026-02-08,80.80819566551698
2026-02-09,83.50180218770087
2026-02-10,90.23581849316062
2026-02-11,87.54221197097672
2026-02-12,88.88901523206867
2026-02-13,88.88901523206867
2026-02-14,88.88901523206867
2026-02-15,96.96983479862037
2026-02-16,110.43786740953986
2026-02-17,98.31663805971232
2026-02-18,90.23581849316062
2026-02-19,95.62303153752842
2026-02-20,94.27622827643647
2026-02-21,98.31663805971232
2026-02-22,87.54221197097672
2026-02-23,96.96983479862037
2026-02-24,90.23581849316062
2026-02-25,96.96983479862037
2026-02-26,99.66344132080427
2026-02-27,96.96983479862037
2026-02-28,90.23581849316062
2026-03-01,86.19540870988477
2026-03-02,94.27622827643647
2026-03-03,98.31663805971232
2026-03-04,88.88901523206867
2026-03-05,91.58262175425257
2026-03-06,84.84860544879282
2026-03-07,92.92942501534452
2026-03-08,87.54221197097672
2026-03-09,86.19540870988477
2026-03-10,90.23581849316062
2026-03-11,86.19540870988477
2026-03-12,83.50180218770087
2026-03-13,82.15499892660893
2026-03-14,91.58262175425257
2026-03-15,88.88901523206867
2026-03-16,88.88901523206867
2026-03-17,94.27622827643647
2026-03-18,99.66344132080427
2026-03-19,98.31663805971232
2026-03-20,94.27622827643647
2026-03-21,98.31663805971232
2026-03-22,95.62303153752842
2026-03-23,99.66344132080427
2026-03-24,94.27622827643647
2026-03-25,102.35704784298817
2026-03-26,92.92942501534452
2026-03-27,86.19540870988477
2026-03-28,92.92942501534452
2026-03-29,94.27622827643647
2026-03-30,90.23581849316062
2026-03-31,91.58262175425257
2026-04-01,83.50180218770087
2026-04-02,86.19540870988477
2026-04-03,86.19540870988477
2026-04-04,90.23581849316062
2026-04-05,78.11458914333308
2026-04-06,94.27622827643647
2026-04-07,94.27622827643647
2026-04-08,95.62303153752842
2026-04-09,92.92942501534452
2026-04-10,94.27622827643647
2026-04-11,134.68032610919497
2026-04-12,88.88901523206867
2026-04-13,95.62303153752842
2026-04-14,94.27622827643647
2026-04-15,103.70385110408012
2026-04-16,88.88901523206867
2026-04-17,92.92942501534452
2026-04-18,95.62303153752842
2026-04-19,88.88901523206867
2026-04-20,82.15499892660893
2026-04-21,87.54221197097672
2026-04-22,96.96983479862037
2026-04-23,84.84860544879282
2026-04-24,83.50180218770087
2026-04-25,83.50180218770087
2026-04-26,87.54221197097672
2026-04-27,79.46139240442503
2026-04-28,82.15499892660893
2026-04-29,82.15499892660893
2026-04-30,95.62303153752842
2026-05-01,90.23581849316062
2026-05-02,84.84860544879282
2026-05-03,87.54221197097672
2026-05-04,80.80819566551698
2026-05-05,91.58262175425257
2026-05-06,106.39745762626401
2026-05-07,95.62303153752842
2026-05-08,83.50180218770087
2026-05-09,84.84860544879282
2026-05-10,75.42098262114918
2026-05-11,83.50180218770087
2026-05-12,86.19540870988477
2026-05-13,86.19540870988477
2026-05-14,83.50180218770087
2026-05-15,88.88901523206867
2026-05-16,87.54221197097672
2026-05-17,88.88901523206867
2026-05-18,86.19540870988477
2026-05-19,83.50180218770087
2026-05-20,87.54221197097672
2026-05-21,82.15499892660893
2026-05-22,94.27622827643647
2026-05-23,99.66344132080427
2026-05-24,86.19540870988477
2026-05-25,88.88901523206867
2026-05-26,86.19540870988477
2026-05-27,98.31663805971232
2026-05-28,92.92942501534452
2026-05-29,88.88901523206867
2026-05-30,94.27622827643647
2026-05-31,98.31663805971232
