Time,desmos
2023-11-16,83.31147540983608
2023-11-17,64.91803278688525
2023-11-18,9.737704918032788
2023-11-19,11.901639344262296
2023-11-20,45.442622950819676
2023-11-21,38.95081967213115
2023-11-22,12.983606557377051
2023-11-23,5.409836065573771
2023-11-24,6.491803278688526
2023-11-25,6.491803278688526
2023-11-26,11.901639344262296
2023-11-27,64.91803278688525
2023-11-28,83.31147540983608
2023-11-29,86.55737704918033
2023-11-30,82.22950819672131
2023-12-01,81.14754098360656
2023-12-02,14.065573770491804
2023-12-03,15.147540983606559
2023-12-04,76.81967213114754
2023-12-05,81.14754098360656
2023-12-06,82.22950819672131
2023-12-07,82.22950819672131
2023-12-08,72.49180327868854
2023-12-09,16.229508196721312
2023-12-10,18.393442622950822
2023-12-11,74.65573770491804
2023-12-12,76.81967213114754
2023-12-13,73.57377049180329
2023-12-14,67.08196721311477
2023-12-15,50.852459016393446
2023-12-16,9.737704918032788
2023-12-17,10.819672131147541
2023-12-18,46.52459016393443
2023-12-19,42.196721311475414
2023-12-20,34.622950819672134
2023-12-21,23.803278688524593
2023-12-22,9.905789582901019
2023-12-23,3.301929860967006
2023-12-24,2.742270180535381
2023-12-25,2.201286573978004
2023-12-26,3.301929860967006
2023-12-27,3.301929860967006
2023-12-28,3.842913467524383
2023-12-29,3.301929860967006
2023-12-30,2.742270180535381
2023-12-31,3.301929860967006
2024-01-01,3.842913467524383
2024-01-02,15.409006017846028
2024-01-03,30.258352355260428
2024-01-04,42.90641211869683
2024-01-05,43.46607179912845
2024-01-06,5.50321643494501
2024-01-07,8.245486615480392
2024-01-08,50.61091512761984
2024-01-09,50.61091512761984
2024-01-10,67.12056443245487
2024-01-11,78.12699730234489
2024-01-12,62.717991284498865
2024-01-13,9.905789582901019
2024-01-14,7.704503008923014
2024-01-15,13.748703050425402
2024-01-16,45.10769869267483
2024-01-17,60.516704710520855
2024-01-18,74.82506744137788
2024-01-19,61.61734799750986
2024-01-20,13.748703050425402
2024-01-21,14.551151691222246
2024-01-22,66.03984229093173
2024-01-23,78.35235526042747
2024-01-24,78.35235526042747
2024-01-25,83.94895206474372
2024-01-26,72.75575845611122
2024-01-27,14.551151691222246
2024-01-28,15.670471052085496
2024-01-29,78.35235526042747
2024-01-30,98.50010375596597
2024-01-31,91.78418759078647
2024-02-01,95.14214567337622
2024-02-02,87.30691014733347
2024-02-03,15.670471052085496
2024-02-04,17.909109773811995
2024-02-05,77.23303589956423
2024-02-06,92.90350695164972
2024-02-07,87.30691014733347
2024-02-08,92.90350695164972
2024-02-09,78.35235526042747
2024-02-10,15.670471052085496
2024-02-11,16.789790412948744
2024-02-12,67.15916165179497
2024-02-13,82.82963270388048
2024-02-14,83.94895206474372
2024-02-15,85.06827142560698
2024-02-16,59.32392612575223
2024-02-17,12.312512969495746
2024-02-18,13.431832330358997
2024-02-19,29.102303382444493
2024-02-20,71.63643909524798
2024-02-21,80.59099398215398
2024-02-22,80.59099398215398
2024-02-23,68.27848101265823
2024-02-24,15.670471052085496
2024-02-25,17.909109773811995
2024-02-26,83.94895206474372
2024-02-27,87.30691014733347
2024-02-28,87.30691014733347
2024-02-29,87.30691014733347
2024-03-01,72.75575845611122
2024-03-02,15.670471052085496
2024-03-03,16.789790412948744
2024-03-04,76.11371653870098
2024-03-05,78.35235526042747
2024-03-06,86.18759078647022
2024-03-07,81.71031334301723
2024-03-08,63.801203569205235
2024-03-09,13.431832330358997
2024-03-10,13.431832330358997
2024-03-11,58.204606764888986
2024-03-12,68.27848101265823
2024-03-13,63.801203569205235
2024-03-14,63.801203569205235
2024-03-15,49.25005187798298
2024-03-16,11.193193608632496
2024-03-17,13.431832330358997
2024-03-18,71.63643909524798
2024-03-19,80.59099398215398
2024-03-20,81.71031334301723
2024-03-21,73.87507781697448
2024-03-22,63.801203569205235
2024-03-23,11.193193608632496
2024-03-24,14.551151691222246
2024-03-25,54.84664868229923
2024-03-26,62.681884208341984
2024-03-27,60.44324548661548
2024-03-28,55.96596804316248
2024-03-29,24.62502593899149
2024-03-30,8.954554886905997
2024-03-31,10.073874247769247
2024-04-01,38.05685826935049
2024-04-02,49.25005187798298
2024-04-03,54.84664868229923
2024-04-04,55.96596804316248
2024-04-05,47.01141315625649
2024-04-06,11.193193608632496
2024-04-07,14.551151691222246
2024-04-08,55.96596804316248
2024-04-09,74.99439717783773
2024-04-10,72.75575845611122
2024-04-11,80.59099398215398
2024-04-12,73.87507781697448
2024-04-13,12.312512969495746
2024-04-14,15.670471052085496
2024-04-15,76.11371653870098
2024-04-16,80.59099398215398
2024-04-17,82.82963270388048
2024-04-18,80.59099398215398
2024-04-19,68.27848101265823
2024-04-20,13.431832330358997
2024-04-21,17.909109773811995
2024-04-22,81.71031334301723
2024-04-23,81.71031334301723
2024-04-24,80.59099398215398
2024-04-25,80.59099398215398
2024-04-26,63.801203569205235
2024-04-27,12.312512969495746
2024-04-28,15.670471052085496
2024-04-29,76.11371653870098
2024-04-30,81.71031334301723
2024-05-01,77.23303589956423
2024-05-02,73.87507781697448
2024-05-03,59.32392612575223
2024-05-04,12.312512969495746
2024-05-05,15.670471052085496
2024-05-06,70.51711973438474
2024-05-07,68.27848101265823
2024-05-08,67.15916165179497
2024-05-09,67.15916165179497
2024-05-10,57.085287404025735
2024-05-11,11.193193608632496
2024-05-12,13.431832330358997
2024-05-13,66.03984229093173
2024-05-14,61.56256484747873
2024-05-15,63.801203569205235
2024-05-16,59.32392612575223
2024-05-17,48.13073251711974
2024-05-18,11.193193608632496
2024-05-19,13.431832330358997
2024-05-20,51.488690599709486
2024-05-21,51.488690599709486
2024-05-22,48.13073251711974
2024-05-23,43.653455073666734
2024-05-24,32.46026146503424
2024-05-25,7.835235526042748
2024-05-26,7.835235526042748
2024-05-27,10.073874247769247
2024-05-28,35.81821954762399
2024-05-29,36.93753890848724
2024-05-30,36.93753890848724
2024-05-31,27.98298402158124
2024-06-01,8.954554886905997
2024-06-02,8.954554886905997
2024-06-03,29.102303382444493
2024-06-04,29.102303382444493
2024-06-05,27.98298402158124
2024-06-06,24.62502593899149
2024-06-07,17.909109773811995
2024-06-08,6.7159161651794985
2024-06-09,7.835235526042748
2024-06-10,20.147748495538494
2024-06-11,20.147748495538494
2024-06-12,19.028429134675246
2024-06-13,15.670471052085496
2024-06-14,11.193193608632496
2024-06-15,6.7159161651794985
2024-06-16,6.7159161651794985
2024-06-17,13.431832330358997
2024-06-18,13.431832330358997
2024-06-19,7.835235526042748
2024-06-20,11.193193608632496
2024-06-21,10.073874247769247
2024-06-22,6.7159161651794985
2024-06-23,6.7159161651794985
2024-06-24,12.312512969495746
2024-06-25,13.431832330358997
2024-06-26,12.312512969495746
2024-06-27,10.073874247769247
2024-06-28,7.835235526042748
2024-06-29,4.477277443452999
2024-06-30,6.7159161651794985
2024-07-01,10.073874247769247
2024-07-02,8.954554886905997
2024-07-03,8.954554886905997
2024-07-04,5.596596804316248
2024-07-05,5.596596804316248
2024-07-06,5.596596804316248
2024-07-07,6.7159161651794985
2024-07-08,10.073874247769247
2024-07-09,10.073874247769247
2024-07-10,11.193193608632496
2024-07-11,10.073874247769247
2024-07-12,7.835235526042748
2024-07-13,6.7159161651794985
2024-07-14,5.596596804316248
2024-07-15,10.073874247769247
2024-07-16,11.193193608632496
2024-07-17,11.193193608632496
2024-07-18,10.073874247769247
2024-07-19,7.835235526042748
2024-07-20,5.596596804316248
2024-07-21,5.596596804316248
2024-07-22,8.954554886905997
2024-07-23,10.073874247769247
2024-07-24,8.954554886905997
2024-07-25,8.954554886905997
2024-07-26,7.835235526042748
2024-07-27,5.596596804316248
2024-07-28,5.596596804316248
2024-07-29,8.954554886905997
2024-07-30,8.954554886905997
2024-07-31,10.073874247769247
2024-08-01,10.073874247769247
2024-08-02,10.073874247769247
2024-08-03,5.596596804316248
2024-08-04,5.596596804316248
2024-08-05,11.193193608632496
2024-08-06,14.551151691222246
2024-08-07,20.147748495538494
2024-08-08,21.267067856401745
2024-08-09,21.267067856401745
2024-08-10,5.596596804316248
2024-08-11,7.835235526042748
2024-08-12,29.102303382444493
2024-08-13,33.57958082589749
2024-08-14,41.41481635194024
2024-08-15,48.13073251711974
2024-08-16,50.369371238846234
2024-08-17,8.954554886905997
2024-08-18,11.193193608632496
2024-08-19,52.60800996057274
2024-08-20,66.03984229093173
2024-08-21,73.87507781697448
2024-08-22,78.35235526042747
2024-08-23,78.35235526042747
2024-08-24,15.670471052085496
2024-08-25,17.909109773811995
2024-08-26,83.94895206474372
2024-08-27,97.38078439510272
2024-08-28,102.97738119941897
2024-08-29,99.61942311682922
2024-08-30,76.11371653870098
2024-08-31,13.431832330358997
2024-09-01,15.670471052085496
2024-09-02,22.386387217264993
2024-09-03,88.42622950819673
2024-09-04,107.45465864287198
2024-09-05,111.93193608632497
2024-09-06,104.09670056028222
2024-09-07,17.909109773811995
2024-09-08,26.863664660717994
2024-09-09,105.21601992114547
2024-09-10,107.45465864287198
2024-09-11,109.69329736459846
2024-09-12,109.69329736459846
2024-09-13,94.02282631251298
2024-09-14,19.028429134675246
2024-09-15,22.386387217264993
2024-09-16,99.61942311682922
2024-09-17,109.69329736459846
2024-09-18,102.97738119941897
2024-09-19,102.97738119941897
2024-09-20,88.42622950819673
2024-09-21,16.789790412948744
2024-09-22,21.267067856401745
2024-09-23,98.50010375596597
2024-09-24,102.97738119941897
2024-09-25,99.61942311682922
2024-09-26,92.90350695164972
2024-09-27,67.15916165179497
2024-09-28,17.909109773811995
2024-09-29,21.267067856401745
2024-09-30,87.30691014733347
2024-10-01,92.90350695164972
2024-10-02,95.14214567337622
2024-10-03,87.30691014733347
2024-10-04,78.35235526042747
2024-10-05,17.909109773811995
2024-10-06,20.147748495538494
2024-10-07,83.94895206474372
2024-10-08,88.42622950819673
2024-10-09,80.59099398215398
2024-10-10,80.59099398215398
2024-10-11,60.44324548661548
2024-10-12,13.431832330358997
2024-10-13,16.789790412948744
2024-10-14,54.84664868229923
2024-10-15,79.47167462129073
2024-10-16,83.94895206474372
2024-10-17,90.66486822992323
2024-10-18,71.63643909524798
2024-10-19,15.670471052085496
2024-10-20,17.909109773811995
2024-10-21,87.30691014733347
2024-10-22,97.38078439510272
2024-10-23,96.26146503423948
2024-10-24,95.14214567337622
2024-10-25,83.94895206474372
2024-10-26,13.431832330358997
2024-10-27,19.028429134675246
2024-10-28,89.54554886905997
2024-10-29,94.02282631251298
2024-10-30,95.14214567337622
2024-10-31,86.18759078647022
2024-11-01,69.39780037352148
2024-11-02,15.670471052085496
2024-11-03,15.670471052085496
2024-11-04,69.39780037352148
2024-11-05,50.369371238846234
2024-11-06,70.51711973438474
2024-11-07,86.18759078647022
2024-11-08,76.11371653870098
2024-11-09,13.431832330358997
2024-11-10,15.670471052085496
2024-11-11,57.085287404025735
2024-11-12,87.30691014733347
2024-11-13,94.02282631251298
2024-11-14,92.90350695164972
2024-11-15,85.06827142560698
2024-11-16,12.312512969495746
2024-11-17,16.789790412948744
2024-11-18,91.78418759078647
2024-11-19,91.78418759078647
2024-11-20,95.14214567337622
2024-11-21,94.02282631251298
2024-11-22,68.27848101265823
2024-11-23,12.312512969495746
2024-11-24,12.312512969495746
