Time,depreciation
2024-09-30,54.93184824225549
2024-10-01,56.73289244691961
2024-10-02,53.130804037591375
2024-10-03,50.429237730595204
2024-10-04,47.727671423599034
2024-10-05,31.518273581622
2024-10-06,38.72245040027846
2024-10-07,54.93184824225549
2024-10-08,51.32975983292726
2024-10-09,51.32975983292726
2024-10-10,55.832370344587545
2024-10-11,44.1255830142708
2024-10-12,35.12036199095023
2024-10-13,37.8219282979464
2024-10-14,58.533936651583716
2024-10-15,63.036547163244
2024-10-16,49.52871562826314
2024-10-17,47.727671423599034
2024-10-18,45.026105116602864
2024-10-19,30.617751479289947
2024-10-20,31.518273581622
2024-10-21,51.32975983292726
2024-10-22,50.429237730595204
2024-10-23,50.429237730595204
2024-10-24,45.026105116602864
2024-10-25,45.026105116602864
2024-10-26,31.518273581622
2024-10-27,32.41879568395406
2024-10-28,55.832370344587545
2024-10-29,54.93184824225549
2024-10-30,54.03132613992343
2024-10-31,48.62819352593109
2024-11-01,41.42401670727463
2024-11-02,29.71722937695789
2024-11-03,34.219839888618175
2024-11-04,56.73289244691961
2024-11-05,48.62819352593109
2024-11-06,39.622972502610516
2024-11-07,51.32975983292726
2024-11-08,46.82714932126697
2024-11-09,32.41879568395406
2024-11-10,35.12036199095023
2024-11-11,55.832370344587545
2024-11-12,53.130804037591375
2024-11-13,55.832370344587545
2024-11-14,53.130804037591375
2024-11-15,50.429237730595204
2024-11-16,28.81670727462583
2024-11-17,36.02088409328229
2024-11-18,55.832370344587545
2024-11-19,56.73289244691961
2024-11-20,56.73289244691961
2024-11-21,55.832370344587545
2024-11-22,45.92662721893492
2024-11-23,29.71722937695789
2024-11-24,35.12036199095023
2024-11-25,52.23028193525932
2024-11-26,42.324538809606686
2024-11-27,32.41879568395406
2024-11-28,20.712008353637316
2024-11-29,21.612530455969374
2024-11-30,25.214618865297602
2024-12-01,28.81670727462583
2024-12-02,51.32975983292726
2024-12-03,53.130804037591375
2024-12-04,53.130804037591375
2024-12-05,57.63341454925166
2024-12-06,55.832370344587545
2024-12-07,34.219839888618175
2024-12-08,37.8219282979464
2024-12-09,58.533936651583716
2024-12-10,63.93706926557606
2024-12-11,55.832370344587545
2024-12-12,57.63341454925166
2024-12-13,44.1255830142708
2024-12-14,31.518273581622
2024-12-15,27.916185172293773
2024-12-16,49.52871562826314
2024-12-17,46.82714932126697
2024-12-18,42.324538809606686
2024-12-19,38.72245040027846
2024-12-20,36.02088409328229
2024-12-21,17.109919944309087
2024-12-22,20.712008353637316
2024-12-23,31.518273581622
2024-12-24,18.9109641489732
2024-12-25,15.308875739644973
2024-12-26,24.314096762965544
2024-12-27,28.81670727462583
2024-12-28,21.612530455969374
2024-12-29,20.712008353637316
2024-12-30,33.31931778628611
2024-12-31,32.41879568395406
2025-01-01,15.308875739644973
2025-01-02,29.71722937695789
2025-01-03,28.81670727462583
2025-01-04,21.612530455969374
2025-01-05,19.811486251305258
2025-01-06,32.41879568395406
2025-01-07,36.02088409328229
2025-01-08,36.02088409328229
2025-01-09,32.41879568395406
2025-01-10,36.921406195614345
2025-01-11,26.11514096762966
2025-01-12,25.214618865297602
2025-01-13,36.921406195614345
2025-01-14,44.1255830142708
2025-01-15,43.22506091193875
2025-01-16,44.1255830142708
2025-01-17,44.1255830142708
2025-01-18,27.916185172293773
2025-01-19,25.214618865297602
2025-01-20,41.42401670727463
2025-01-21,47.727671423599034
2025-01-22,52.23028193525932
2025-01-23,51.32975983292726
2025-01-24,46.82714932126697
2025-01-25,36.921406195614345
2025-01-26,37.8219282979464
2025-01-27,55.832370344587545
2025-01-28,57.63341454925166
2025-01-29,56.73289244691961
2025-01-30,56.73289244691961
2025-01-31,51.32975983292726
2025-02-01,42.324538809606686
2025-02-02,49.52871562826314
2025-02-03,59.43445875391578
2025-02-04,64.83759136790812
2025-02-05,63.93706926557606
2025-02-06,63.93706926557606
2025-02-07,58.533936651583716
2025-02-08,47.727671423599034
2025-02-09,45.92662721893492
2025-02-10,57.63341454925166
2025-02-11,72.04176818656458
2025-02-12,73.84281239122869
2025-02-13,74.74333449356075
2025-02-14,57.63341454925166
2025-02-15,49.52871562826314
2025-02-16,52.23028193525932
2025-02-17,72.04176818656458
2025-02-18,63.93706926557606
2025-02-19,63.93706926557606
2025-02-20,65.73811347024018
2025-02-21,63.036547163244
2025-02-22,53.130804037591375
2025-02-23,55.832370344587545
2025-02-24,66.63863557257223
2025-02-25,66.63863557257223
2025-02-26,72.94229028889663
2025-02-27,70.24072398190046
2025-02-28,58.533936651583716
2025-03-01,47.727671423599034
2025-03-02,48.62819352593109
2025-03-03,62.13602506091195
2025-03-04,64.83759136790812
2025-03-05,66.63863557257223
2025-03-06,63.036547163244
2025-03-07,50.429237730595204
2025-03-08,49.52871562826314
2025-03-09,48.62819352593109
2025-03-10,61.23550295857989
2025-03-11,65.73811347024018
2025-03-12,65.73811347024018
2025-03-13,61.23550295857989
2025-03-14,54.03132613992343
2025-03-15,50.429237730595204
2025-03-16,46.82714932126697
2025-03-17,63.036547163244
2025-03-18,60.33498085624783
2025-03-19,62.13602506091195
2025-03-20,60.33498085624783
2025-03-21,54.03132613992343
2025-03-22,50.429237730595204
2025-03-23,45.92662721893492
2025-03-24,59.43445875391578
2025-03-25,65.73811347024018
2025-03-26,62.13602506091195
2025-03-27,65.73811347024018
2025-03-28,58.533936651583716
2025-03-29,49.52871562826314
2025-03-30,55.832370344587545
2025-03-31,73.84281239122869
2025-04-01,64.83759136790812
2025-04-02,63.036547163244
2025-04-03,63.93706926557606
2025-04-04,60.33498085624783
2025-04-05,54.03132613992343
2025-04-06,54.93184824225549
2025-04-07,68.43967977723635
2025-04-08,71.14124608423252
2025-04-09,72.94229028889663
2025-04-10,67.53915767490429
2025-04-11,68.43967977723635
2025-04-12,59.43445875391578
2025-04-13,68.43967977723635
2025-04-14,85.54959972154543
2025-04-15,90.25032509571878
2025-04-16,59.38042742777586
2025-04-17,44.88202158022973
2025-04-18,39.74904559693701
2025-04-19,29.44707274625827
2025-04-20,29.933354681517585
2025-04-21,47.69165053950576
2025-04-22,48.628193525931096
2025-04-23,51.43782248520711
2025-04-24,48.628193525931096
2025-04-25,45.368303515489046
2025-04-26,28.996811695092244
2025-04-27,30.869897667942922
2025-04-28,53.31090845805779
2025-04-29,48.628193525931096
2025-04-30,46.755107553080414
2025-05-01,46.755107553080414
2025-05-02,40.685588583362346
2025-05-03,25.250639749390885
2025-05-04,35.06633066481031
2025-05-05,47.69165053950576
2025-05-06,48.628193525931096
2025-05-07,47.69165053950576
2025-05-08,44.43176052906371
2025-05-09,40.19930664810304
2025-05-10,26.187182735816226
2025-05-11,26.187182735816226
2025-05-12,45.81856456665507
2025-05-13,51.43782248520711
2025-05-14,44.73793804385661
2025-05-15,41.82024643230074
2025-05-16,37.929990950226255
2025-05-17,23.341532892446928
2025-05-18,24.314096762965548
2025-05-19,39.8751186912635
2025-05-20,41.82024643230074
2025-05-21,42.79281030281936
2025-05-22,43.76537417333799
2025-05-23,37.929990950226255
2025-05-24,24.314096762965548
2025-05-25,24.314096762965548
2025-05-26,24.314096762965548
2025-05-27,36.957427079707635
2025-05-28,42.79281030281936
2025-05-29,38.902554820744875
2025-05-30,35.98486320918901
2025-05-31,24.314096762965548
2025-06-01,27.231788374521415
2025-06-02,36.957427079707635
2025-06-03,40.84768256178212
2025-06-04,41.82024643230074
2025-06-05,40.84768256178212
2025-06-06,38.902554820744875
2025-06-07,28.204352245040035
2025-06-08,28.204352245040035
2025-06-09,43.76537417333799
2025-06-10,44.73793804385661
2025-06-11,42.79281030281936
2025-06-12,45.71050191437523
2025-06-13,36.957427079707635
2025-06-14,25.28666063348417
2025-06-15,22.368969021928304
2025-06-16,43.76537417333799
2025-06-17,46.683065784893856
2025-06-18,41.82024643230074
2025-06-19,39.8751186912635
2025-06-20,35.98486320918901
2025-06-21,25.28666063348417
2025-06-22,26.25922450400279
2025-06-23,43.76537417333799
2025-06-24,40.84768256178212
2025-06-25,45.71050191437523
2025-06-26,39.8751186912635
2025-06-27,41.82024643230074
2025-06-28,30.149479986077278
2025-06-29,35.98486320918901
2025-06-30,45.71050191437523
2025-07-01,48.628193525931096
2025-07-02,47.655629655412476
2025-07-03,52.51844900800558
2025-07-04,60.298959972154556
2025-07-05,42.79281030281936
2025-07-06,41.82024643230074
2025-07-07,59.326396101635936
2025-07-08,67.10690706578491
2025-07-09,65.16177932474767
2025-07-10,53.4910128785242
2025-07-11,47.655629655412476
2025-07-12,35.98486320918901
2025-07-13,34.03973546815177
2025-07-14,55.43614061956145
2025-07-15,51.54588513748696
2025-07-16,49.600757396449715
2025-07-17,66.1343431952663
2025-07-18,46.683065784893856
2025-07-19,54.46357674904283
2025-07-20,59.326396101635936
2025-07-21,64.18921545422904
2025-07-22,60.298959972154556
2025-07-23,67.10690706578491
2025-07-24,63.21665158371042
2025-07-25,54.46357674904283
2025-07-26,48.628193525931096
2025-07-27,52.51844900800558
2025-07-28,57.381268360598696
2025-07-29,78.77767351200838
2025-07-30,96.28382318134356
2025-07-31,97.25638705186219
2025-08-01,59.326396101635936
2025-08-02,25.28666063348417
2025-08-03,28.204352245040035
2025-08-04,42.79281030281936
2025-08-05,47.655629655412476
2025-08-06,51.54588513748696
2025-08-07,48.628193525931096
2025-08-08,49.600757396449715
2025-08-09,42.79281030281936
2025-08-10,37.929990950226255
2025-08-11,50.57332126696834
2025-08-12,47.655629655412476
2025-08-13,42.79281030281936
2025-08-14,44.73793804385661
2025-08-15,43.76537417333799
2025-08-16,21.39640515140968
2025-08-17,24.314096762965548
2025-08-18,42.79281030281936
2025-08-19,47.655629655412476
2025-08-20,44.73793804385661
2025-08-21,44.73793804385661
2025-08-22,35.01229933867039
2025-08-23,25.28666063348417
2025-08-24,25.28666063348417
2025-08-25,40.84768256178212
2025-08-26,47.655629655412476
2025-08-27,53.4910128785242
2025-08-28,45.71050191437523
2025-08-29,43.76537417333799
2025-08-30,27.231788374521415
2025-08-31,28.204352245040035
2025-09-01,33.06717159763315
2025-09-02,50.57332126696834
2025-09-03,54.46357674904283
2025-09-04,52.51844900800558
2025-09-05,47.655629655412476
2025-09-06,30.149479986077278
2025-09-07,35.98486320918901
2025-09-08,53.4910128785242
2025-09-09,57.381268360598696
2025-09-10,52.51844900800558
2025-09-11,46.683065784893856
2025-09-12,40.84768256178212
2025-09-13,33.06717159763315
2025-09-14,30.149479986077278
2025-09-15,56.40870449008007
2025-09-16,60.298959972154556
2025-09-17,55.43614061956145
2025-09-18,52.51844900800558
2025-09-19,51.54588513748696
2025-09-20,37.929990950226255
2025-09-21,42.79281030281936
2025-09-22,63.21665158371042
2025-09-23,57.381268360598696
2025-09-24,62.2440877131918
2025-09-25,57.381268360598696
2025-09-26,49.600757396449715
2025-09-27,38.902554820744875
2025-09-28,35.01229933867039
2025-09-29,59.326396101635936
2025-09-30,58.353832231117316
2025-10-01,50.57332126696834
2025-10-02,56.40870449008007
2025-10-03,47.655629655412476
2025-10-04,27.231788374521415
2025-10-05,32.09460772711452
2025-10-06,54.46357674904283
2025-10-07,62.2440877131918
2025-10-08,56.40870449008007
2025-10-09,54.46357674904283
2025-10-10,47.655629655412476
2025-10-11,34.03973546815177
2025-10-12,35.01229933867039
2025-10-13,57.381268360598696
2025-10-14,56.40870449008007
2025-10-15,64.18921545422904
2025-10-16,51.54588513748696
2025-10-17,39.8751186912635
2025-10-18,29.176916115558658
2025-10-19,34.03973546815177
2025-10-20,48.628193525931096
2025-10-21,51.54588513748696
2025-10-22,53.4910128785242
2025-10-23,51.54588513748696
2025-10-24,43.76537417333799
2025-10-25,29.176916115558658
2025-10-26,36.957427079707635
2025-10-27,57.381268360598696
2025-10-28,55.43614061956145
2025-10-29,57.381268360598696
2025-10-30,64.18921545422904
2025-10-31,54.46357674904283
2025-11-01,40.84768256178212
2025-11-02,45.71050191437523
2025-11-03,61.27152384267318
2025-11-04,62.2440877131918
2025-11-05,54.46357674904283
2025-11-06,59.326396101635936
2025-11-07,55.43614061956145
2025-11-08,41.82024643230074
2025-11-09,45.71050191437523
2025-11-10,64.18921545422904
2025-11-11,69.05203480682215
2025-11-12,76.83254577097114
2025-11-13,70.9971625478594
2025-11-14,56.40870449008007
2025-11-15,38.902554820744875
2025-11-16,44.73793804385661
2025-11-17,64.18921545422904
2025-11-18,65.16177932474767
2025-11-19,68.07947093630354
2025-11-20,72.94229028889664
2025-11-21,60.298959972154556
2025-11-22,41.82024643230074
2025-11-23,48.628193525931096
2025-11-24,55.43614061956145
2025-11-25,58.353832231117316
2025-11-26,60.298959972154556
2025-11-27,44.73793804385661
2025-11-28,45.71050191437523
2025-11-29,53.4910128785242
2025-11-30,52.51844900800558
2025-12-01,73.91485415941527
2025-12-02,82.66792899408286
2025-12-03,79.750237382527
2025-12-04,84.61305673512011
2025-12-05,74.88741802993388
2025-12-06,61.27152384267318
2025-12-07,58.353832231117316
2025-12-08,83.64049286460148
2025-12-09,89.47587608771322
2025-12-10,82.66792899408286
2025-12-11,69.83756716377951
2025-12-12,57.830143993145754
2025-12-13,51.35885362392569
2025-12-14,43.91499938418701
2025-12-15,60.710429301989365
2025-12-16,65.27399823288444
2025-12-17,73.91485415941527
2025-12-18,61.19671123724868
2025-12-19,60.710429301989365
2025-12-20,46.795284693030624
2025-12-21,42.71799769739486
2025-12-22,53.752856997509994
2025-12-23,51.35885362392569
2025-12-24,42.71799769739486
2025-12-25,29.51357283996895
2025-12-26,41.52099601060271
2025-12-27,45.11200107097916
2025-12-28,42.71799769739486
2025-12-29,55.436140619561456
2025-12-30,58.31642592840507
2025-12-31,54.23913893276931
2026-01-01,36.957427079707635
2026-01-02,44.40128131944632
2026-01-03,42.71799769739486
2026-01-04,39.35143045329194
2026-01-05,45.59828300623847
2026-01-06,49.67557000187423
2026-01-07,52.555855310717845
2026-01-08,53.752856997509994
2026-01-09,52.5932616134301
2026-01-10,45.48606409810171
2026-01-11,38.37886658277331
2026-01-12,58.27901962569281
2026-01-13,66.80765664408688
2026-01-14,68.22909614715256
2026-01-15,103.76508372379452
2026-01-16,61.121898631824166
2026-01-17,55.436140619561456
2026-01-18,52.5932616134301
2026-01-19,63.96477763795553
2026-01-20,69.65053565021825
2026-01-21,82.44349117780935
2026-01-22,73.91485415941527
2026-01-23,63.96477763795553
2026-01-24,54.01470111649578
2026-01-25,63.96477763795553
2026-01-26,63.96477763795553
2026-01-27,81.02205167474366
2026-01-28,76.75773316554663
2026-01-29,89.55068869313773
2026-01-30,89.55068869313773
2026-01-31,73.91485415941527
2026-02-01,95.23644670540045
2026-02-02,98.07932571153181
2026-02-03,95.23644670540045
2026-02-04,105.1865232268602
2026-02-05,115.13659974831995
2026-02-06,89.55068869313773
2026-02-07,71.07197515328392
2026-02-08,79.600612171678
2026-02-09,100.92220471766316
2026-02-10,108.02940223299156
2026-02-11,88.12924919007206
2026-02-12,96.65788620846612
2026-02-13,110.87228123912291
2026-02-14,102.34364422072883
2026-02-15,120.82235776058266
2026-02-16,136.45819229430512
2026-02-17,130.7724342820424
2026-02-18,117.9794787544513
2026-02-19,110.87228123912291
2026-02-20,98.07932571153181
2026-02-21,102.34364422072883
2026-02-22,95.23644670540045
2026-02-23,115.13659974831995
2026-02-24,112.29372074218858
2026-02-25,112.29372074218858
2026-02-26,122.24379726364833
2026-02-27,130.7724342820424
2026-02-28,71.07197515328392
2026-03-01,62.54333813488985
2026-03-02,106.60796272992587
2026-03-03,108.02940223299156
2026-03-04,102.34364422072883
2026-03-05,115.13659974831995
2026-03-06,92.3935676992691
2026-03-07,88.12924919007206
2026-03-08,83.86493068087502
2026-03-09,98.07932571153181
2026-03-10,98.07932571153181
2026-03-11,105.1865232268602
2026-03-12,93.81500720233477
2026-03-13,88.12924919007206
2026-03-14,89.55068869313773
2026-03-15,85.2863701839407
2026-03-16,99.50076521459748
2026-03-17,95.23644670540045
2026-03-18,108.02940223299156
2026-03-19,125.0866762697797
2026-03-20,103.76508372379452
2026-03-21,103.76508372379452
2026-03-22,92.3935676992691
2026-03-23,106.60796272992587
2026-03-24,99.50076521459748
2026-03-25,98.07932571153181
2026-03-26,92.3935676992691
2026-03-27,93.81500720233477
2026-03-28,90.97212819620341
2026-03-29,96.65788620846612
2026-03-30,115.13659974831995
2026-03-31,115.13659974831995
2026-04-01,105.1865232268602
2026-04-02,96.65788620846612
2026-04-03,100.92220471766316
2026-04-04,72.4934146563496
2026-04-05,86.70780968700637
2026-04-06,108.02940223299156
2026-04-07,115.13659974831995
2026-04-08,120.82235776058266
2026-04-09,123.66523676671402
2026-04-10,99.50076521459748
2026-04-11,92.3935676992691
2026-04-12,92.3935676992691
2026-04-13,106.60796272992587
2026-04-14,136.45819229430512
2026-04-15,142.14395030656783
2026-04-16,92.3935676992691
2026-04-17,93.81500720233477
2026-04-18,72.4934146563496
2026-04-19,68.22909614715256
2026-04-20,81.02205167474366
2026-04-21,83.86493068087502
2026-04-22,89.55068869313773
2026-04-23,81.02205167474366
2026-04-24,75.33629366248095
2026-04-25,56.857580122627134
2026-04-26,73.91485415941527
2026-04-27,85.2863701839407
2026-04-28,78.17917266861231
2026-04-29,81.02205167474366
2026-04-30,82.44349117780935
2026-05-01,71.07197515328392
2026-05-02,63.96477763795553
2026-05-03,73.91485415941527
2026-05-04,72.4934146563496
2026-05-05,81.02205167474366
2026-05-06,83.86493068087502
2026-05-07,82.44349117780935
2026-05-08,72.4934146563496
2026-05-09,51.17182211036442
2026-05-10,55.436140619561456
2026-05-11,65.3862171410212
2026-05-12,65.3862171410212
2026-05-13,66.80765664408688
2026-05-14,72.4934146563496
2026-05-15,59.70045912875849
2026-05-16,55.436140619561456
2026-05-17,58.27901962569281
2026-05-18,65.3862171410212
2026-05-19,72.4934146563496
2026-05-20,73.91485415941527
2026-05-21,58.27901962569281
2026-05-22,65.3862171410212
2026-05-23,62.54333813488985
2026-05-24,58.27901962569281
2026-05-25,66.80765664408688
2026-05-26,81.02205167474366
2026-05-27,75.33629366248095
2026-05-28,81.02205167474366
2026-05-29,68.22909614715256
2026-05-30,59.70045912875849
2026-05-31,79.600612171678
