Time,bankruptcy
2022-08-12,54.0
2022-08-13,39.0
2022-08-14,41.0
2022-08-15,59.0
2022-08-16,66.0
2022-08-17,66.0
2022-08-18,67.0
2022-08-19,66.0
2022-08-20,41.0
2022-08-21,38.0
2022-08-22,65.0
2022-08-23,73.0
2022-08-24,75.0
2022-08-25,82.0
2022-08-26,72.0
2022-08-27,46.0
2022-08-28,42.0
2022-08-29,70.01851851851852
2022-08-30,68.95370370370371
2022-08-31,63.62962962962963
2022-09-01,64.19444444444446
2022-09-02,51.98148148148148
2022-09-03,35.50925925925926
2022-09-04,32.87962962962963
2022-09-05,38.20370370370371
2022-09-06,61.0
2022-09-07,68.95370370370371
2022-09-08,66.82407407407408
2022-09-09,53.0462962962963
2022-09-10,37.13888888888889
2022-09-11,30.75
2022-09-12,56.74074074074075
2022-09-13,62.56481481481482
2022-09-14,62.06481481481482
2022-09-15,63.62962962962963
2022-09-16,54.111111111111114
2022-09-17,32.37962962962963
2022-09-18,37.13888888888889
2022-09-19,64.69444444444446
2022-09-20,64.19444444444446
2022-09-21,64.19444444444446
2022-09-22,58.870370370370374
2022-09-23,54.111111111111114
2022-09-24,37.63888888888889
2022-09-25,36.074074074074076
2022-09-26,56.24074074074075
2022-09-27,57.611111111111114
2022-09-28,56.48148148148149
2022-09-29,55.35185185185186
2022-09-30,49.70370370370371
2022-10-01,35.01851851851852
2022-10-02,31.629629629629633
2022-10-03,63.25925925925927
2022-10-04,64.3888888888889
2022-10-05,58.74074074074075
2022-10-06,65.51851851851853
2022-10-07,56.48148148148149
2022-10-08,36.14814814814815
2022-10-09,32.75925925925927
2022-10-10,55.35185185185186
2022-10-11,67.77777777777779
2022-10-12,70.03703703703704
2022-10-13,70.03703703703704
2022-10-14,67.77777777777779
2022-10-15,48.574074074074076
2022-10-16,38.40740740740741
2022-10-17,67.77777777777779
2022-10-18,71.16666666666667
2022-10-19,71.16666666666667
2022-10-20,64.3888888888889
2022-10-21,58.74074074074075
2022-10-22,39.53703703703704
2022-10-23,32.75925925925927
2022-10-24,59.87037037037038
2022-10-25,65.51851851851853
2022-10-26,65.51851851851853
2022-10-27,64.3888888888889
2022-10-28,53.092592592592595
2022-10-29,33.88888888888889
2022-10-30,29.370370370370374
2022-10-31,58.74074074074075
2022-11-01,62.12962962962963
2022-11-02,63.25925925925927
2022-11-03,63.25925925925927
2022-11-04,55.35185185185186
2022-11-05,36.14814814814815
2022-11-06,31.629629629629633
2022-11-07,59.87037037037038
2022-11-08,55.35185185185186
2022-11-09,58.74074074074075
2022-11-10,67.77777777777779
2022-11-11,110.70370370370372
2022-11-12,80.20370370370371
2022-11-13,57.611111111111114
2022-11-14,79.07407407407408
2022-11-15,73.42592592592594
2022-11-16,72.2962962962963
2022-11-17,74.55555555555557
2022-11-18,75.68518518518519
2022-11-19,42.92592592592593
2022-11-20,36.14814814814815
2022-11-21,58.74074074074075
2022-11-22,59.87037037037038
2022-11-23,48.574074074074076
2022-11-24,31.629629629629633
2022-11-25,32.75925925925927
2022-11-26,30.500000000000004
2022-11-27,33.88888888888889
2022-11-28,67.77777777777779
2022-11-29,66.64814814814815
2022-11-30,64.3888888888889
2022-12-01,65.51851851851853
2022-12-02,74.55555555555557
2022-12-03,41.796296296296305
2022-12-04,38.40740740740741
2022-12-05,62.12962962962963
2022-12-06,68.90740740740742
2022-12-07,71.16666666666667
2022-12-08,65.51851851851853
2022-12-09,64.3888888888889
2022-12-10,41.796296296296305
2022-12-11,37.277777777777786
2022-12-12,65.51851851851853
2022-12-13,70.03703703703704
2022-12-14,66.64814814814815
2022-12-15,62.12962962962963
2022-12-16,58.74074074074075
2022-12-17,37.277777777777786
2022-12-18,33.88888888888889
2022-12-19,56.48148148148149
2022-12-20,61.00000000000001
2022-12-21,56.48148148148149
2022-12-22,54.22222222222223
2022-12-23,37.277777777777786
2022-12-24,29.370370370370374
2022-12-25,22.592592592592595
2022-12-26,35.01851851851852
2022-12-27,57.611111111111114
2022-12-28,61.00000000000001
2022-12-29,58.74074074074075
2022-12-30,55.35185185185186
2022-12-31,33.88888888888889
2023-01-01,28.240740740740744
2023-01-02,42.92592592592593
2023-01-03,61.00000000000001
2023-01-04,65.51851851851853
2023-01-05,72.2962962962963
2023-01-06,67.77777777777779
2023-01-07,45.18518518518519
2023-01-08,37.277777777777786
2023-01-09,70.03703703703704
2023-01-10,71.16666666666667
2023-01-11,67.77777777777779
2023-01-12,68.90740740740742
2023-01-13,61.00000000000001
2023-01-14,40.66666666666667
2023-01-15,46.314814814814824
2023-01-16,49.70370370370371
2023-01-17,67.77777777777779
2023-01-18,82.46296296296298
2023-01-19,77.94444444444446
2023-01-20,74.55555555555557
2023-01-21,44.05555555555556
2023-01-22,37.277777777777786
2023-01-23,64.3888888888889
2023-01-24,72.2962962962963
2023-01-25,67.77777777777779
2023-01-26,70.03703703703704
2023-01-27,68.90740740740742
2023-01-28,48.574074074074076
2023-01-29,38.40740740740741
2023-01-30,67.77777777777779
2023-01-31,75.68518518518519
2023-02-01,74.55555555555557
2023-02-02,68.90740740740742
2023-02-03,66.64814814814815
2023-02-04,42.92592592592593
2023-02-05,42.92592592592593
2023-02-06,72.2962962962963
2023-02-07,71.16666666666667
2023-02-08,68.90740740740742
2023-02-09,70.03703703703704
2023-02-10,64.3888888888889
2023-02-11,40.66666666666667
2023-02-12,35.01851851851852
2023-02-13,62.12962962962963
2023-02-14,65.51851851851853
2023-02-15,71.16666666666667
2023-02-16,71.16666666666667
2023-02-17,63.25925925925927
2023-02-18,41.796296296296305
2023-02-19,36.14814814814815
2023-02-20,51.96296296296297
2023-02-21,67.77777777777779
2023-02-22,71.16666666666667
2023-02-23,68.90740740740742
2023-02-24,65.51851851851853
2023-02-25,41.796296296296305
2023-02-26,37.277777777777786
2023-02-27,70.03703703703704
2023-02-28,67.77777777777779
2023-03-01,68.90740740740742
2023-03-02,70.03703703703704
2023-03-03,65.51851851851853
2023-03-04,50.83333333333334
2023-03-05,41.796296296296305
2023-03-06,68.90740740740742
2023-03-07,66.64814814814815
2023-03-08,68.90740740740742
2023-03-09,65.51851851851853
2023-03-10,64.3888888888889
2023-03-11,49.70370370370371
2023-03-12,41.796296296296305
2023-03-13,72.2962962962963
2023-03-14,73.42592592592594
2023-03-15,82.46296296296298
2023-03-16,73.42592592592594
2023-03-17,73.42592592592594
2023-03-18,45.18518518518519
2023-03-19,44.05555555555556
2023-03-20,72.2962962962963
2023-03-21,74.55555555555557
2023-03-22,68.90740740740742
2023-03-23,70.03703703703704
2023-03-24,64.3888888888889
2023-03-25,37.277777777777786
2023-03-26,36.14814814814815
2023-03-27,65.51851851851853
2023-03-28,68.90740740740742
2023-03-29,72.2962962962963
2023-03-30,66.64814814814815
2023-03-31,56.48148148148149
2023-04-01,36.14814814814815
2023-04-02,37.277777777777786
2023-04-03,65.51851851851853
2023-04-04,67.77777777777779
2023-04-05,62.12962962962963
2023-04-06,62.12962962962963
2023-04-07,53.092592592592595
2023-04-08,31.629629629629633
2023-04-09,27.111111111111114
2023-04-10,66.64814814814815
2023-04-11,65.51851851851853
2023-04-12,65.51851851851853
2023-04-13,66.64814814814815
2023-04-14,58.74074074074075
2023-04-15,35.01851851851852
2023-04-16,31.629629629629633
2023-04-17,71.16666666666667
2023-04-18,86.9814814814815
2023-04-19,71.16666666666667
2023-04-20,77.94444444444446
2023-04-21,64.3888888888889
2023-04-22,39.53703703703704
2023-04-23,92.62962962962965
2023-04-24,112.96296296296298
2023-04-25,91.50000000000001
2023-04-26,83.59259259259261
2023-04-27,74.43004115226339
2023-04-28,66.99331275720166
2023-04-29,42.94161522633746
2023-04-30,41.796296296296305
2023-05-01,79.011316872428
2023-05-02,89.31918724279836
2023-05-03,81.88245884773664
2023-05-04,74.43004115226339
2023-05-05,69.84876543209877
2023-05-06,42.94161522633746
2023-05-07,40.65097736625515
2023-05-08,73.28472222222223
2023-05-09,75.57536008230454
2023-05-10,75.57536008230454
2023-05-11,72.13940329218109
2023-05-12,65.26748971193418
2023-05-13,40.08616255144034
2023-05-14,34.92438271604939
2023-05-15,90.46450617283952
2023-05-16,87.02854938271606
2023-05-17,76.15586419753087
2023-05-18,72.71990740740742
2023-05-19,63.5573559670782
2023-05-20,41.796296296296305
2023-05-21,38.94084362139918
2023-05-22,65.84799382716051
2023-05-23,72.13940329218109
2023-05-24,69.84876543209877
2023-05-25,67.33847736625516
2023-05-26,60.37242798353911
2023-05-27,40.63528806584363
2023-05-28,34.830246913580254
2023-05-29,40.63528806584363
2023-05-30,69.66049382716051
2023-05-31,74.30452674897121
2023-06-01,74.30452674897121
2023-06-02,63.85545267489714
2023-06-03,38.31327160493828
2023-06-04,39.47427983539096
2023-06-05,73.14351851851853
2023-06-06,68.49948559670784
2023-06-07,71.98251028806587
2023-06-08,69.66049382716051
2023-06-09,60.37242798353911
2023-06-10,37.15226337448561
2023-06-11,33.66923868312758
2023-06-12,68.49948559670784
2023-06-13,74.30452674897121
2023-06-14,80.10956790123458
2023-06-15,77.78755144032924
2023-06-16,71.98251028806587
2023-06-17,44.11831275720166
2023-06-18,40.63528806584363
2023-06-19,54.56738683127573
2023-06-20,69.66049382716051
2023-06-21,71.98251028806587
2023-06-22,66.17746913580248
2023-06-23,66.17746913580248
2023-06-24,37.15226337448561
2023-06-25,35.991255144032934
2023-06-26,70.82150205761319
2023-06-27,77.78755144032924
2023-06-28,71.98251028806587
2023-06-29,74.30452674897121
2023-06-30,68.49948559670784
2023-07-01,44.11831275720166
2023-07-02,39.47427983539096
2023-07-03,56.889403292181086
2023-07-04,41.796296296296305
2023-07-05,74.30452674897121
2023-07-06,76.62654320987656
2023-07-07,70.82150205761319
2023-07-08,45.27932098765433
2023-07-09,41.796296296296305
2023-07-10,71.98251028806587
2023-07-11,82.43158436213994
2023-07-12,76.62654320987656
2023-07-13,73.14351851851853
2023-07-14,65.01646090534982
2023-07-15,40.63528806584363
2023-07-16,39.47427983539096
2023-07-17,73.14351851851853
2023-07-18,76.62654320987656
2023-07-19,71.98251028806587
2023-07-20,70.82150205761319
2023-07-21,59.21141975308644
2023-07-22,41.796296296296305
2023-07-23,39.47427983539096
2023-07-24,76.62654320987656
2023-07-25,76.62654320987656
2023-07-26,81.27057613168726
2023-07-27,80.10956790123458
2023-07-28,73.14351851851853
2023-07-29,47.60133744855968
2023-07-30,42.957304526748985
2023-07-31,88.23662551440331
2023-08-01,85.91460905349797
2023-08-02,82.43158436213994
2023-08-03,78.94855967078192
2023-08-04,71.98251028806587
2023-08-05,46.44032921810701
2023-08-06,38.31327160493828
2023-08-07,84.75360082304529
2023-08-08,78.94855967078192
2023-08-09,83.59259259259261
2023-08-10,75.4655349794239
2023-08-11,66.17746913580248
2023-08-12,42.957304526748985
2023-08-13,42.957304526748985
2023-08-14,71.98251028806587
2023-08-15,75.4655349794239
2023-08-16,77.78755144032924
2023-08-17,74.30452674897121
2023-08-18,78.94855967078192
2023-08-19,46.44032921810701
2023-08-20,37.15226337448561
2023-08-21,74.30452674897121
2023-08-22,77.78755144032924
2023-08-23,80.10956790123458
2023-08-24,70.82150205761319
2023-08-25,68.49948559670784
2023-08-26,44.11831275720166
2023-08-27,44.11831275720166
2023-08-28,73.14351851851853
2023-08-29,74.30452674897121
2023-08-30,69.66049382716051
2023-08-31,69.66049382716051
2023-09-01,58.05041152263376
2023-09-02,37.15226337448561
2023-09-03,33.66923868312758
2023-09-04,39.47427983539096
2023-09-05,68.49948559670784
2023-09-06,70.82150205761319
2023-09-07,70.82150205761319
2023-09-08,63.85545267489714
2023-09-09,39.47427983539096
2023-09-10,34.830246913580254
2023-09-11,68.49948559670784
2023-09-12,69.66049382716051
2023-09-13,69.66049382716051
2023-09-14,69.66049382716051
2023-09-15,59.21141975308644
2023-09-16,35.991255144032934
2023-09-17,35.991255144032934
2023-09-18,63.85545267489714
2023-09-19,73.14351851851853
2023-09-20,70.82150205761319
2023-09-21,66.17746913580248
2023-09-22,58.05041152263376
2023-09-23,37.15226337448561
2023-09-24,37.15226337448561
2023-09-25,65.01646090534982
2023-09-26,75.4655349794239
2023-09-27,76.62654320987656
2023-09-28,70.82150205761319
2023-09-29,62.694444444444464
2023-09-30,42.957304526748985
2023-10-01,38.31327160493828
2023-10-02,75.4655349794239
2023-10-03,80.10956790123458
2023-10-04,74.30452674897121
2023-10-05,74.30452674897121
2023-10-06,68.49948559670784
2023-10-07,44.11831275720166
2023-10-08,34.830246913580254
2023-10-09,58.05041152263376
2023-10-10,71.98251028806587
2023-10-11,73.14351851851853
2023-10-12,74.30452674897121
2023-10-13,61.533436213991784
2023-10-14,40.63528806584363
2023-10-15,37.15226337448561
2023-10-16,116.10082304526752
2023-10-17,99.84670781893007
2023-10-18,89.397633744856
2023-10-19,80.10956790123458
2023-10-20,77.78755144032924
2023-10-21,46.44032921810701
2023-10-22,44.11831275720166
2023-10-23,76.62654320987656
2023-10-24,83.59259259259261
2023-10-25,78.94855967078192
2023-10-26,74.30452674897121
2023-10-27,68.49948559670784
2023-10-28,42.957304526748985
2023-10-29,38.31327160493828
2023-10-30,74.30452674897121
2023-10-31,74.30452674897121
2023-11-01,83.59259259259261
2023-11-02,76.62654320987656
2023-11-03,68.49948559670784
2023-11-04,44.11831275720166
2023-11-05,38.31327160493828
2023-11-06,76.62654320987656
2023-11-07,103.3297325102881
2023-11-08,90.55864197530866
2023-11-09,78.94855967078192
2023-11-10,70.82150205761319
2023-11-11,41.796296296296305
2023-11-12,39.47427983539096
2023-11-13,71.98251028806587
2023-11-14,83.59259259259261
2023-11-15,75.4655349794239
2023-11-16,70.82150205761319
2023-11-17,71.98251028806587
2023-11-18,46.44032921810701
2023-11-19,39.47427983539096
2023-11-20,66.17746913580248
2023-11-21,67.33847736625516
2023-11-22,55.728395061728406
2023-11-23,31.347222222222232
2023-11-24,40.63528806584363
2023-11-25,35.991255144032934
2023-11-26,38.31327160493828
2023-11-27,75.4655349794239
2023-11-28,73.14351851851853
2023-11-29,73.14351851851853
2023-11-30,70.82150205761319
2023-12-01,65.01646090534982
2023-12-02,42.957304526748985
2023-12-03,35.991255144032934
2023-12-04,69.66049382716051
2023-12-05,75.4655349794239
2023-12-06,74.30452674897121
2023-12-07,71.98251028806587
2023-12-08,66.17746913580248
2023-12-09,40.63528806584363
2023-12-10,37.15226337448561
2023-12-11,67.33847736625516
2023-12-12,75.4655349794239
2023-12-13,74.30452674897121
2023-12-14,73.14351851851853
2023-12-15,62.694444444444464
2023-12-16,47.60133744855968
2023-12-17,38.31327160493828
2023-12-18,60.37242798353911
2023-12-19,70.82150205761319
2023-12-20,74.30452674897121
2023-12-21,97.52469135802471
2023-12-22,69.61801791629028
2023-12-23,39.61586620495835
2023-12-24,30.002151711331933
2023-12-25,27.736769798253544
2023-12-26,49.810084813811116
2023-12-27,62.82187217705512
2023-12-28,62.82187217705512
2023-12-29,58.29110835089834
2023-12-30,44.14663003111514
2023-12-31,32.267533624410326
2024-01-01,34.53291553748872
2024-01-02,62.82187217705512
2024-01-03,78.67954556860386
2024-01-04,76.96635049683832
2024-01-05,70.75070887282948
2024-01-06,43.59444318980228
2024-01-07,38.48317524841916
2024-01-08,74.14878174244707
2024-01-09,74.70096858375993
2024-01-10,78.09904145337751
2024-01-11,74.70096858375993
2024-01-12,69.61801791629028
2024-01-13,45.27932098765433
2024-01-14,33.95241142226238
2024-01-15,52.0754667268895
2024-01-16,66.2199450466727
2024-01-17,76.96635049683832
2024-01-18,73.01609078590786
2024-01-19,71.88339982936868
2024-01-20,48.59244203553148
2024-01-21,39.75745257452575
2024-01-22,72.88866305329721
2024-01-23,79.5149051490515
2024-01-24,80.61927883167722
2024-01-25,76.20178410117435
2024-01-26,72.88866305329721
2024-01-27,47.488068352905756
2024-01-28,38.65307889190004
2024-01-29,71.7842893706715
2024-01-30,75.09741041854865
2024-01-31,72.88866305329721
2024-02-01,78.4105314664258
2024-02-02,71.7842893706715
2024-02-03,49.69681571815719
2024-02-04,43.0705736224029
2024-02-05,73.99303673592293
2024-02-06,77.30615778380007
2024-02-07,77.30615778380007
2024-02-08,78.4105314664258
2024-02-09,69.57554200542006
2024-02-10,47.488068352905756
2024-02-11,37.548705209274324
2024-02-12,62.949299909665775
2024-02-13,78.4105314664258
2024-02-14,73.99303673592293
2024-02-15,79.5149051490515
2024-02-16,73.99303673592293
2024-02-17,56.32305781391148
2024-02-18,44.17494730502861
2024-02-19,64.05367359229149
2024-02-20,75.09741041854865
2024-02-21,80.61927883167722
2024-02-22,79.5149051490515
2024-02-23,71.7842893706715
2024-02-24,48.59244203553148
2024-02-25,43.0705736224029
2024-02-26,77.30615778380007
2024-02-27,78.4105314664258
2024-02-28,77.30615778380007
2024-02-29,76.20178410117435
2024-03-01,72.88866305329721
2024-03-02,46.38369467028004
2024-03-03,45.27932098765433
2024-03-04,80.61927883167722
2024-03-05,82.82802619692865
2024-03-06,76.20178410117435
2024-03-07,75.09741041854865
2024-03-08,71.7842893706715
2024-03-09,46.38369467028004
2024-03-10,43.0705736224029
2024-03-11,73.99303673592293
2024-03-12,76.20178410117435
2024-03-13,77.30615778380007
2024-03-14,79.5149051490515
2024-03-15,65.15804727491721
2024-03-16,50.8011894007829
2024-03-17,39.75745257452575
2024-03-18,102.70675248419153
2024-03-19,106.01987353206867
2024-03-20,94.97613670581151
2024-03-21,87.24552092743151
2024-03-22,75.09741041854865
2024-03-23,47.488068352905756
2024-03-24,47.488068352905756
2024-03-25,80.61927883167722
2024-03-26,75.09741041854865
2024-03-27,81.72365251430294
2024-03-28,77.30615778380007
2024-03-29,64.05367359229149
2024-03-30,47.488068352905756
2024-03-31,39.75745257452575
2024-04-01,78.4105314664258
2024-04-02,77.30615778380007
2024-04-03,78.4105314664258
2024-04-04,72.88866305329721
2024-04-05,75.09741041854865
2024-04-06,46.38369467028004
2024-04-07,43.0705736224029
2024-04-08,67.36679464016864
2024-04-09,76.20178410117435
2024-04-10,79.5149051490515
2024-04-11,75.09741041854865
2024-04-12,65.15804727491721
2024-04-13,45.27932098765433
2024-04-14,47.488068352905756
2024-04-15,76.20178410117435
2024-04-16,87.24552092743151
2024-04-17,86.1411472448058
2024-04-18,87.24552092743151
2024-04-19,75.09741041854865
2024-04-20,46.38369467028004
2024-04-21,44.17494730502861
2024-04-22,92.76738934056009
2024-04-23,92.76738934056009
2024-04-24,88.34989461005722
2024-04-25,78.4105314664258
2024-04-26,70.67991568804578
2024-04-27,47.488068352905756
2024-04-28,45.27932098765433
2024-04-29,75.09741041854865
2024-04-30,78.4105314664258
2024-05-01,76.20178410117435
2024-05-02,80.61927883167722
2024-05-03,78.4105314664258
2024-05-04,49.69681571815719
2024-05-05,46.38369467028004
2024-05-06,81.72365251430294
2024-05-07,79.5149051490515
2024-05-08,79.5149051490515
2024-05-09,72.88866305329721
2024-05-10,66.26242095754291
2024-05-11,44.17494730502861
2024-05-12,36.444331526648604
2024-05-13,75.09741041854865
2024-05-14,79.5149051490515
2024-05-15,80.61927883167722
2024-05-16,73.99303673592293
2024-05-17,64.05367359229149
2024-05-18,43.0705736224029
2024-05-19,37.548705209274324
2024-05-20,90.55864197530866
2024-05-21,101.6023788015658
2024-05-22,91.66301565793437
2024-05-23,83.93239987955437
2024-05-24,68.47116832279436
2024-05-25,54.11431044866005
2024-05-26,44.17494730502861
2024-05-27,44.17494730502861
2024-05-28,77.30615778380007
2024-05-29,82.82802619692865
2024-05-30,77.30615778380007
2024-05-31,68.47116832279436
2024-06-01,47.488068352905756
2024-06-02,40.86182625715147
2024-06-03,75.09741041854865
2024-06-04,78.4105314664258
2024-06-05,78.4105314664258
2024-06-06,82.82802619692865
2024-06-07,72.88866305329721
2024-06-08,47.488068352905756
2024-06-09,40.86182625715147
2024-06-10,75.09741041854865
2024-06-11,78.4105314664258
2024-06-12,91.66301565793437
2024-06-13,110.43736826257154
2024-06-14,87.24552092743151
2024-06-15,56.32305781391148
2024-06-16,46.38369467028004
2024-06-17,80.61927883167722
2024-06-18,89.45426829268294
2024-06-19,80.61927883167722
2024-06-20,81.72365251430294
2024-06-21,80.61927883167722
2024-06-22,44.17494730502861
2024-06-23,45.27932098765433
2024-06-24,83.93239987955437
2024-06-25,91.66301565793437
2024-06-26,87.24552092743151
2024-06-27,89.45426829268294
2024-06-28,78.4105314664258
2024-06-29,56.32305781391148
2024-06-30,41.966199939777184
2024-07-01,83.93239987955437
2024-07-02,85.03677356218009
2024-07-03,73.99303673592293
2024-07-04,43.0705736224029
2024-07-05,56.32305781391148
2024-07-06,50.8011894007829
2024-07-07,47.488068352905756
2024-07-08,81.72365251430294
2024-07-09,90.55864197530866
2024-07-10,88.34989461005722
2024-07-11,81.72365251430294
2024-07-12,79.5149051490515
2024-07-13,54.11431044866005
2024-07-14,43.0705736224029
2024-07-15,71.7842893706715
2024-07-16,82.82802619692865
2024-07-17,76.20178410117435
2024-07-18,82.82802619692865
2024-07-19,68.47116832279436
2024-07-20,50.8011894007829
2024-07-21,41.966199939777184
2024-07-22,76.20178410117435
2024-07-23,81.72365251430294
2024-07-24,81.72365251430294
2024-07-25,87.24552092743151
2024-07-26,76.20178410117435
2024-07-27,47.488068352905756
2024-07-28,41.966199939777184
2024-07-29,81.72365251430294
2024-07-30,82.82802619692865
2024-07-31,81.72365251430294
2024-08-01,77.30615778380007
2024-08-02,68.47116832279436
2024-08-03,48.59244203553148
2024-08-04,43.0705736224029
2024-08-05,78.4105314664258
2024-08-06,82.82802619692865
2024-08-07,83.93239987955437
2024-08-08,72.88866305329721
2024-08-09,70.67991568804578
2024-08-10,50.8011894007829
2024-08-11,41.966199939777184
2024-08-12,82.82802619692865
2024-08-13,91.66301565793437
2024-08-14,89.45426829268294
2024-08-15,81.72365251430294
2024-08-16,68.47116832279436
2024-08-17,55.21868413128577
2024-08-18,44.56244684279201
2024-08-19,83.26396317691248
2024-08-20,88.34989461005722
2024-08-21,83.26396317691248
2024-08-22,82.48896410138566
2024-08-23,72.31710123509617
2024-08-24,45.114633684104874
2024-08-25,45.114633684104874
2024-08-26,80.05740450192027
2024-08-27,80.05740450192027
2024-08-28,79.28240542639345
2024-08-29,77.40303266824091
2024-08-30,74.74866083456158
2024-08-31,46.441819600944555
2024-09-01,40.580889092273
2024-09-02,41.908075009112665
2024-09-03,81.9367772600728
2024-09-04,88.34989461005722
2024-09-05,80.60959134323312
2024-09-06,72.86928807640903
2024-09-07,54.18212286776864
2024-09-08,43.7874477672652
2024-09-09,94.76301196004164
2024-09-10,84.59114909375216
2024-09-11,94.76301196004164
2024-09-12,85.14333593506501
2024-09-13,78.73021858508059
2024-09-14,59.26805430091339
2024-09-15,44.56244684279201
2024-09-16,83.6999001568963
2024-09-17,82.14990200584268
2024-09-18,97.64988351637903
2024-09-19,83.6999001568963
2024-09-20,79.0499057037354
2024-09-21,57.34993158898451
2024-09-22,46.49994453160906
