Time,avatar_2
2022-12-29,355.1681195516812
2022-12-30,324.28393524283933
2022-12-31,339.7260273972603
2023-01-01,332.0049813200498
2023-01-02,347.4470734744707
2023-01-03,239.35242839352426
2023-01-04,185.30510585305106
2023-01-05,146.69987546699875
2023-01-06,169.86301369863014
2023-01-07,262.51556662515566
2023-01-08,285.678704856787
2023-01-09,162.14196762141967
2023-01-10,115.81569115815691
2023-01-11,108.09464508094645
2023-01-12,92.65255292652553
2023-01-13,92.65255292652553
2023-01-14,177.5840597758406
2023-01-15,193.0261519302615
2023-01-16,162.14196762141967
2023-01-17,92.65255292652553
2023-01-18,77.21046077210461
2023-01-19,69.48941469489415
2023-01-20,77.21046077210461
2023-01-21,123.53673723536737
2023-01-22,138.9788293897883
2023-01-23,84.93150684931507
2023-01-24,61.768368617683684
2023-01-25,69.48941469489415
2023-01-26,61.768368617683684
2023-01-27,69.48941469489415
2023-01-28,100.37359900373599
2023-01-29,115.81569115815691
2023-01-30,69.48941469489415
2023-01-31,54.047322540473225
2023-02-01,54.047322540473225
2023-02-02,54.047322540473225
2023-02-03,61.768368617683684
2023-02-04,92.65255292652553
2023-02-05,92.65255292652553
2023-02-06,54.047322540473225
2023-02-07,38.605230386052305
2023-02-08,38.605230386052305
2023-02-09,38.605230386052305
2023-02-10,38.605230386052305
2023-02-11,69.48941469489415
2023-02-12,77.21046077210461
2023-02-13,46.326276463262765
2023-02-14,38.605230386052305
2023-02-15,38.605230386052305
2023-02-16,38.605230386052305
2023-02-17,38.605230386052305
2023-02-18,77.21046077210461
2023-02-19,77.21046077210461
2023-02-20,61.768368617683684
2023-02-21,38.605230386052305
2023-02-22,30.884184308841842
2023-02-23,30.884184308841842
2023-02-24,30.884184308841842
2023-02-25,61.768368617683684
2023-02-26,61.768368617683684
2023-02-27,30.884184308841842
2023-02-28,23.163138231631383
2023-03-01,23.163138231631383
2023-03-02,23.163138231631383
2023-03-03,30.884184308841842
2023-03-04,54.047322540473225
2023-03-05,54.047322540473225
2023-03-06,30.884184308841842
2023-03-07,30.884184308841842
2023-03-08,23.163138231631383
2023-03-09,23.163138231631383
2023-03-10,30.884184308841842
2023-03-11,46.326276463262765
2023-03-12,54.047322540473225
2023-03-13,54.047322540473225
2023-03-14,30.884184308841842
2023-03-15,30.884184308841842
2023-03-16,23.163138231631383
2023-03-17,30.884184308841842
2023-03-18,46.326276463262765
2023-03-19,46.326276463262765
2023-03-20,30.884184308841842
2023-03-21,23.163138231631383
2023-03-22,23.163138231631383
2023-03-23,30.884184308841842
2023-03-24,38.605230386052305
2023-03-25,54.047322540473225
2023-03-26,54.047322540473225
2023-03-27,38.605230386052305
2023-03-28,77.21046077210461
2023-03-29,84.93150684931507
2023-03-30,69.48941469489415
2023-03-31,77.21046077210461
2023-04-01,100.37359900373599
2023-04-02,100.37359900373599
2023-04-03,54.047322540473225
2023-04-04,46.326276463262765
2023-04-05,38.605230386052305
2023-04-06,38.605230386052305
2023-04-07,54.047322540473225
2023-04-08,69.48941469489415
2023-04-09,69.48941469489415
2023-04-10,46.326276463262765
2023-04-11,30.884184308841842
2023-04-12,23.163138231631383
2023-04-13,23.163138231631383
2023-04-14,23.163138231631383
2023-04-15,38.605230386052305
2023-04-16,46.326276463262765
2023-04-17,23.163138231631383
2023-04-18,15.442092154420921
2023-04-19,15.442092154420921
2023-04-20,23.163138231631383
2023-04-21,23.163138231631383
2023-04-22,46.326276463262765
2023-04-23,46.326276463262765
2023-04-24,23.163138231631383
2023-04-25,15.442092154420921
2023-04-26,15.606369730531782
2023-04-27,16.263480034975224
2023-04-28,16.92059033941867
2023-04-29,30.55562915662012
2023-04-30,37.04459341299912
2023-05-01,16.92059033941867
2023-05-02,15.606369730531782
2023-05-03,14.94925942608834
2023-05-04,15.606369730531782
2023-05-05,16.263480034975224
2023-05-06,29.89851885217668
2023-05-07,31.212739461063563
2023-05-08,16.92059033941867
2023-05-09,15.606369730531782
2023-05-10,15.606369730531782
2023-05-11,14.94925942608834
2023-05-12,14.94925942608834
2023-05-13,22.75244429135423
2023-05-14,31.212739461063563
2023-05-15,21.438223682467342
2023-05-16,15.606369730531782
2023-05-17,14.292149121644893
2023-05-18,13.635038817201451
2023-05-19,14.94925942608834
2023-05-20,16.92059033941867
2023-05-21,22.095333986910788
2023-05-22,14.292149121644893
2023-05-23,13.635038817201451
2023-05-24,8.460295169709335
2023-05-25,13.635038817201451
2023-05-26,14.456426697755756
2023-05-27,18.399088524416417
2023-05-28,22.341750351077078
2023-05-29,21.02752974219019
2023-05-30,14.456426697755756
2023-05-31,11.827985479981981
2023-06-01,11.827985479981981
2023-06-02,13.142206088868868
2023-06-03,18.399088524416417
2023-06-04,22.341750351077078
2023-06-05,17.08486791552953
2023-06-06,17.08486791552953
2023-06-07,55.19726557324925
2023-06-08,80.1674571421001
2023-06-09,69.653692271005
2023-06-10,101.19498688429029
2023-06-11,131.4220608886887
2023-06-12,81.48167775098699
2023-06-13,52.56882435547547
2023-06-14,45.99772131104104
2023-06-15,36.798177048832834
2023-06-16,34.16973583105906
2023-06-17,42.05505948438038
2023-06-18,52.56882435547547
2023-06-19,40.740838875493495
2023-06-20,32.85551522217217
2023-06-21,30.227074004398396
2023-06-22,26.284412177737735
2023-06-23,26.284412177737735
2023-06-24,43.369280093267264
2023-06-25,53.88304496436236
2023-06-26,31.541294613285284
2023-06-27,23.655970959963962
2023-06-28,17.08486791552953
2023-06-29,15.770647306642642
2023-06-30,15.770647306642642
2023-07-01,23.655970959963962
2023-07-02,28.91285339551151
2023-07-03,19.7133091333033
2023-07-04,24.97019156885085
2023-07-05,15.770647306642642
2023-07-06,14.456426697755756
2023-07-07,13.142206088868868
2023-07-08,18.399088524416417
2023-07-09,24.97019156885085
2023-07-10,14.456426697755756
2023-07-11,11.827985479981981
2023-07-12,11.827985479981981
2023-07-13,10.513764871095095
2023-07-14,11.827985479981981
2023-07-15,17.08486791552953
2023-07-16,22.341750351077078
2023-07-17,13.142206088868868
2023-07-18,10.513764871095095
2023-07-19,9.199544262208208
2023-07-20,10.513764871095095
2023-07-21,11.827985479981981
2023-07-22,14.456426697755756
2023-07-23,17.08486791552953
2023-07-24,11.827985479981981
2023-07-25,10.513764871095095
2023-07-26,9.199544262208208
2023-07-27,10.513764871095095
2023-07-28,10.513764871095095
2023-07-29,13.142206088868868
2023-07-30,14.456426697755756
2023-07-31,10.513764871095095
2023-08-01,6.571103044434434
2023-08-02,6.571103044434434
2023-08-03,7.885323653321321
2023-08-04,7.885323653321321
2023-08-05,10.513764871095095
2023-08-06,11.827985479981981
2023-08-07,9.199544262208208
2023-08-08,6.571103044434434
2023-08-09,6.571103044434434
2023-08-10,7.885323653321321
2023-08-11,6.571103044434434
2023-08-12,10.513764871095095
2023-08-13,10.513764871095095
2023-08-14,7.885323653321321
2023-08-15,6.571103044434434
2023-08-16,5.256882435547547
2023-08-17,6.571103044434434
2023-08-18,5.256882435547547
2023-08-19,9.199544262208208
2023-08-20,11.827985479981981
2023-08-21,7.885323653321321
2023-08-22,6.571103044434434
2023-08-23,5.256882435547547
2023-08-24,5.256882435547547
2023-08-25,6.571103044434434
2023-08-26,7.885323653321321
2023-08-27,10.513764871095095
2023-08-28,6.571103044434434
2023-08-29,6.571103044434434
2023-08-30,5.256882435547547
2023-08-31,5.256882435547547
2023-09-01,5.256882435547547
2023-09-02,6.571103044434434
2023-09-03,7.885323653321321
2023-09-04,9.199544262208208
2023-09-05,5.256882435547547
2023-09-06,5.256882435547547
2023-09-07,3.9426618266606606
2023-09-08,3.9426618266606606
2023-09-09,6.571103044434434
2023-09-10,6.571103044434434
2023-09-11,5.256882435547547
2023-09-12,5.256882435547547
2023-09-13,5.256882435547547
2023-09-14,3.9426618266606606
2023-09-15,3.9426618266606606
2023-09-16,5.256882435547547
2023-09-17,9.199544262208208
2023-09-18,5.256882435547547
2023-09-19,3.9426618266606606
2023-09-20,3.9426618266606606
2023-09-21,3.9426618266606606
2023-09-22,3.9426618266606606
2023-09-23,5.256882435547547
2023-09-24,6.571103044434434
2023-09-25,5.256882435547547
2023-09-26,3.9426618266606606
2023-09-27,3.9426618266606606
2023-09-28,3.9426618266606606
2023-09-29,3.9426618266606606
2023-09-30,5.256882435547547
2023-10-01,5.256882435547547
2023-10-02,3.9426618266606606
2023-10-03,3.9426618266606606
2023-10-04,3.9426618266606606
2023-10-05,3.9426618266606606
2023-10-06,3.9426618266606606
2023-10-07,5.256882435547547
2023-10-08,5.256882435547547
2023-10-09,5.256882435547547
2023-10-10,3.9426618266606606
2023-10-11,3.9426618266606606
2023-10-12,3.9426618266606606
2023-10-13,3.9426618266606606
2023-10-14,5.256882435547547
2023-10-15,6.571103044434434
2023-10-16,3.9426618266606606
2023-10-17,3.9426618266606606
2023-10-18,3.9426618266606606
2023-10-19,3.9426618266606606
2023-10-20,3.9426618266606606
2023-10-21,5.256882435547547
2023-10-22,5.256882435547547
2023-10-23,3.9426618266606606
2023-10-24,3.9426618266606606
2023-10-25,3.9426618266606606
2023-10-26,3.9426618266606606
2023-10-27,3.9426618266606606
2023-10-28,5.256882435547547
2023-10-29,5.256882435547547
2023-10-30,3.9426618266606606
2023-10-31,3.9426618266606606
2023-11-01,3.9426618266606606
2023-11-02,3.9426618266606606
2023-11-03,3.9426618266606606
2023-11-04,5.256882435547547
2023-11-05,5.256882435547547
2023-11-06,3.9426618266606606
2023-11-07,3.9426618266606606
2023-11-08,3.9426618266606606
2023-11-09,3.9426618266606606
2023-11-10,5.256882435547547
2023-11-11,6.571103044434434
2023-11-12,5.256882435547547
2023-11-13,3.9426618266606606
2023-11-14,3.9426618266606606
2023-11-15,3.9426618266606606
2023-11-16,3.9426618266606606
2023-11-17,3.9426618266606606
2023-11-18,6.571103044434434
2023-11-19,5.256882435547547
2023-11-20,5.256882435547547
2023-11-21,5.256882435547547
2023-11-22,5.256882435547547
2023-11-23,7.885323653321321
2023-11-24,6.571103044434434
2023-11-25,6.571103044434434
2023-11-26,6.571103044434434
2023-11-27,5.256882435547547
2023-11-28,3.9426618266606606
2023-11-29,3.9426618266606606
2023-11-30,3.9426618266606606
2023-12-01,5.256882435547547
2023-12-02,5.256882435547547
2023-12-03,6.571103044434434
2023-12-04,5.256882435547547
2023-12-05,5.256882435547547
2023-12-06,3.9426618266606606
2023-12-07,5.256882435547547
2023-12-08,5.256882435547547
2023-12-09,7.885323653321321
2023-12-10,7.885323653321321
2023-12-11,6.571103044434434
2023-12-12,5.256882435547547
2023-12-13,6.571103044434434
2023-12-14,5.256882435547547
2023-12-15,5.256882435547547
2023-12-16,7.885323653321321
2023-12-17,7.885323653321321
2023-12-18,5.256882435547547
2023-12-19,5.256882435547547
2023-12-20,5.256882435547547
2023-12-21,5.256882435547547
2023-12-22,6.592861663786866
2023-12-23,6.418792708967411
2023-12-24,6.592861663786866
2023-12-25,8.120316742327587
2023-12-26,7.772178832688676
2023-12-27,6.592861663786866
2023-12-28,6.766930618606321
2023-12-29,6.766930618606321
2023-12-30,7.59810987786922
2023-12-31,7.946247787508131
2024-01-01,10.30488212531175
2024-01-02,6.766930618606321
2024-01-03,5.587613449704513
2024-01-04,5.239475540065602
2024-01-05,5.065406585246147
2024-01-06,6.418792708967411
2024-01-07,6.766930618606321
2024-01-08,5.413544494885057
2024-01-09,5.065406585246147
2024-01-10,5.239475540065602
2024-01-11,5.065406585246147
2024-01-12,5.065406585246147
2024-01-13,5.587613449704513
2024-01-14,7.59810987786922
2024-01-15,5.065406585246147
2024-01-16,4.060158371163793
2024-01-17,4.234227325983248
2024-01-18,4.234227325983248
2024-01-19,5.239475540065602
2024-01-20,7.59810987786922
2024-01-21,6.614620283139298
2024-01-22,4.525792825305836
2024-01-23,5.222068644583657
2024-01-24,4.525792825305836
2024-01-25,4.177654915666926
2024-01-26,3.829517006028015
2024-01-27,5.9183444638614775
2024-01-28,5.9183444638614775
2024-01-29,3.829517006028015
2024-01-30,4.177654915666926
2024-01-31,4.177654915666926
2024-02-01,3.829517006028015
2024-02-02,4.177654915666926
2024-02-03,4.525792825305836
2024-02-04,6.614620283139298
2024-02-05,4.525792825305836
2024-02-06,3.829517006028015
2024-02-07,3.829517006028015
2024-02-08,4.177654915666926
2024-02-09,3.4813790963891043
2024-02-10,5.570206554222567
2024-02-11,6.614620283139298
2024-02-12,3.829517006028015
2024-02-13,3.4813790963891043
2024-02-14,3.133241186750194
2024-02-15,3.829517006028015
2024-02-16,4.177654915666926
2024-02-17,6.266482373500388
2024-02-18,5.9183444638614775
2024-02-19,6.9627581927782085
2024-02-20,4.525792825305836
2024-02-21,4.525792825305836
2024-02-22,10.444137289167314
2024-02-23,21.23641248797354
2024-02-24,28.547308590390656
2024-02-25,34.813790963891044
2024-02-26,26.806619042196104
2024-02-27,19.147585030140075
2024-02-28,17.755033391584433
2024-02-29,16.362481753028792
2024-03-01,15.66620593375097
2024-03-02,20.540136668695716
2024-03-03,22.28082621689027
2024-03-04,16.01434384338988
2024-03-05,12.881102656639687
2024-03-06,14.273654295195328
2024-03-07,11.488551018084046
2024-03-08,10.444137289167314
2024-03-09,12.184826837361866
2024-03-10,13.925516385556417
2024-03-11,10.095999379528402
2024-03-12,8.703447740972761
2024-03-13,8.355309831333852
2024-03-14,7.31089610241712
2024-03-15,8.00717192169494
2024-03-16,8.00717192169494
2024-03-17,11.140413108445134
2024-03-18,7.65903401205603
2024-03-19,6.266482373500388
2024-03-20,6.266482373500388
2024-03-21,4.8739307349447465
2024-03-22,6.266482373500388
2024-03-23,8.00717192169494
2024-03-24,9.051585650611672
2024-03-25,6.266482373500388
2024-03-26,5.222068644583657
2024-03-27,4.8739307349447465
2024-03-28,5.570206554222567
2024-03-29,5.9183444638614775
2024-03-30,6.266482373500388
2024-03-31,8.00717192169494
2024-04-01,6.9627581927782085
2024-04-02,4.525792825305836
2024-04-03,5.570206554222567
2024-04-04,5.222068644583657
2024-04-05,5.222068644583657
2024-04-06,5.570206554222567
2024-04-07,6.9627581927782085
2024-04-08,4.8739307349447465
2024-04-09,4.177654915666926
2024-04-10,4.8739307349447465
2024-04-11,4.525792825305836
2024-04-12,5.222068644583657
2024-04-13,5.9183444638614775
2024-04-14,8.355309831333852
2024-04-15,6.614620283139298
2024-04-16,4.8739307349447465
2024-04-17,4.525792825305836
2024-04-18,5.222068644583657
2024-04-19,4.525792825305836
2024-04-20,5.9183444638614775
2024-04-21,5.9183444638614775
2024-04-22,5.570206554222567
2024-04-23,5.222068644583657
2024-04-24,5.222068644583657
2024-04-25,4.177654915666926
2024-04-26,3.829517006028015
2024-04-27,5.222068644583657
2024-04-28,5.9183444638614775
2024-04-29,4.525792825305836
2024-04-30,3.829517006028015
2024-05-01,3.4813790963891043
2024-05-02,3.829517006028015
2024-05-03,4.525792825305836
2024-05-04,5.222068644583657
2024-05-05,4.8739307349447465
2024-05-06,3.829517006028015
2024-05-07,3.4813790963891043
2024-05-08,3.133241186750194
2024-05-09,3.4813790963891043
2024-05-10,3.133241186750194
2024-05-11,5.222068644583657
2024-05-12,5.222068644583657
2024-05-13,4.177654915666926
2024-05-14,3.133241186750194
2024-05-15,3.829517006028015
2024-05-16,3.4813790963891043
2024-05-17,4.177654915666926
2024-05-18,4.177654915666926
2024-05-19,5.570206554222567
2024-05-20,3.829517006028015
2024-05-21,3.829517006028015
2024-05-22,3.4813790963891043
2024-05-23,2.7851032771112836
2024-05-24,3.133241186750194
2024-05-25,4.177654915666926
2024-05-26,5.222068644583657
2024-05-27,4.8739307349447465
2024-05-28,3.4813790963891043
2024-05-29,3.133241186750194
2024-05-30,3.829517006028015
2024-05-31,3.4813790963891043
2024-06-01,3.829517006028015
2024-06-02,4.525792825305836
2024-06-03,4.177654915666926
2024-06-04,3.829517006028015
2024-06-05,3.4813790963891043
2024-06-06,3.829517006028015
2024-06-07,2.7851032771112836
2024-06-08,3.4813790963891043
2024-06-09,4.8739307349447465
2024-06-10,3.133241186750194
2024-06-11,3.4813790963891043
2024-06-12,3.829517006028015
2024-06-13,3.829517006028015
2024-06-14,3.829517006028015
2024-06-15,3.829517006028015
2024-06-16,4.8739307349447465
2024-06-17,3.829517006028015
2024-06-18,2.7851032771112836
2024-06-19,4.177654915666926
2024-06-20,3.133241186750194
2024-06-21,3.829517006028015
2024-06-22,3.829517006028015
2024-06-23,3.829517006028015
2024-06-24,3.829517006028015
2024-06-25,3.829517006028015
2024-06-26,3.4813790963891043
2024-06-27,3.133241186750194
2024-06-28,3.4813790963891043
2024-06-29,3.829517006028015
2024-06-30,3.4813790963891043
2024-07-01,3.4813790963891043
2024-07-02,2.7851032771112836
2024-07-03,3.133241186750194
2024-07-04,4.525792825305836
2024-07-05,4.525792825305836
2024-07-06,4.525792825305836
2024-07-07,5.222068644583657
2024-07-08,3.829517006028015
2024-07-09,3.133241186750194
2024-07-10,3.829517006028015
2024-07-11,3.4813790963891043
2024-07-12,3.4813790963891043
2024-07-13,3.4813790963891043
2024-07-14,4.525792825305836
2024-07-15,2.4369653674723732
2024-07-16,3.133241186750194
2024-07-17,2.4369653674723732
2024-07-18,2.4369653674723732
2024-07-19,3.133241186750194
2024-07-20,3.829517006028015
2024-07-21,4.177654915666926
2024-07-22,3.133241186750194
2024-07-23,3.4813790963891043
2024-07-24,3.4813790963891043
2024-07-25,3.133241186750194
2024-07-26,2.088827457833463
2024-07-27,4.177654915666926
2024-07-28,3.4813790963891043
2024-07-29,3.829517006028015
2024-07-30,3.133241186750194
2024-07-31,2.4369653674723732
2024-08-01,2.088827457833463
2024-08-02,2.7851032771112836
2024-08-03,3.4813790963891043
2024-08-04,3.4813790963891043
2024-08-05,3.133241186750194
2024-08-06,3.133241186750194
2024-08-07,3.4813790963891043
2024-08-08,3.133241186750194
2024-08-09,3.133241186750194
2024-08-10,7.31089610241712
2024-08-11,6.614620283139298
2024-08-12,4.8739307349447465
2024-08-13,4.177654915666926
2024-08-14,3.829517006028015
2024-08-15,4.177654915666926
2024-08-16,3.133241186750194
2024-08-17,4.525792825305836
2024-08-18,5.52103656079934
2024-08-19,3.1300110411968434
2024-08-20,3.8689965627911906
2024-08-21,3.0589478390231273
2024-08-22,3.0589478390231273
2024-08-23,3.726870158443759
2024-08-24,3.8689965627911906
2024-08-25,5.204841201632453
2024-08-26,3.165542642283701
2024-08-27,2.813815682029957
2024-08-28,2.49762032286307
2024-08-29,3.8334649617043324
2024-08-30,3.201074243370559
2024-08-31,4.114128719784361
2024-09-01,3.797933360617475
2024-09-02,4.1851919219580775
2024-09-03,3.201074243370559
2024-09-04,2.49762032286307
2024-09-05,2.49762032286307
2024-09-06,2.391025519602496
2024-09-07,2.813815682029957
2024-09-08,4.149660320871219
2024-09-09,2.707220878769383
2024-09-10,2.813815682029957
2024-09-11,2.181424963696183
2024-09-12,2.462088721776212
2024-09-13,1.723103200181865
2024-09-14,3.0589478390231273
