Time,google
2022-05-17,58.0
2022-05-18,57.0
2022-05-19,59.0
2022-05-20,53.0
2022-05-21,34.0
2022-05-22,34.0
2022-05-23,54.0
2022-05-24,54.0
2022-05-25,52.0
2022-05-26,51.0
2022-05-27,47.0
2022-05-28,33.0
2022-05-29,32.0
2022-05-30,33.0
2022-05-31,51.0
2022-06-01,52.0
2022-06-02,47.0
2022-06-03,47.0
2022-06-04,32.0
2022-06-05,35.0
2022-06-06,48.0
2022-06-07,47.0
2022-06-08,48.0
2022-06-09,44.0
2022-06-10,43.0
2022-06-11,33.0
2022-06-12,32.0
2022-06-13,44.0
2022-06-14,45.0
2022-06-15,43.0
2022-06-16,44.0
2022-06-17,39.0
2022-06-18,31.0
2022-06-19,30.0
2022-06-20,38.0
2022-06-21,42.0
2022-06-22,41.0
2022-06-23,42.0
2022-06-24,38.0
2022-06-25,32.0
2022-06-26,31.0
2022-06-27,40.0
2022-06-28,40.0
2022-06-29,41.0
2022-06-30,40.0
2022-07-01,38.0
2022-07-02,31.0
2022-07-03,30.0
2022-07-04,31.0
2022-07-05,37.0
2022-07-06,39.0
2022-07-07,39.0
2022-07-08,39.0
2022-07-09,31.0
2022-07-10,32.0
2022-07-11,41.0
2022-07-12,39.0
2022-07-13,40.0
2022-07-14,39.0
2022-07-15,38.0
2022-07-16,32.0
2022-07-17,31.0
2022-07-18,40.0
2022-07-19,40.0
2022-07-20,43.0
2022-07-21,41.0
2022-07-22,38.0
2022-07-23,31.0
2022-07-24,32.0
2022-07-25,40.0
2022-07-26,43.0
2022-07-27,40.0
2022-07-28,41.0
2022-07-29,39.0
2022-07-30,30.0
2022-07-31,33.0
2022-08-01,39.0
2022-08-02,42.0
2022-08-03,42.0
2022-08-04,41.0
2022-08-05,40.0
2022-08-06,31.0
2022-08-07,31.0
2022-08-08,42.0
2022-08-09,44.0
2022-08-10,44.0
2022-08-11,44.0
2022-08-12,43.0
2022-08-13,31.0
2022-08-14,33.0
2022-08-15,47.0
2022-08-16,100.0
2022-08-17,60.0
2022-08-18,51.0
2022-08-19,49.0
2022-08-20,32.0
2022-08-21,33.0
2022-08-22,52.0
2022-08-23,54.0
2022-08-24,54.0
2022-08-25,55.0
2022-08-26,52.0
2022-08-27,33.0
2022-08-28,34.0
2022-08-29,55.75992438563327
2022-08-30,56.071833648393195
2022-08-31,54.13610586011342
2022-09-01,56.071833648393195
2022-09-02,51.88846880907372
2022-09-03,32.21928166351607
2022-09-04,31.907372400756145
2022-09-05,33.843100189035916
2022-09-06,56.88374291115312
2022-09-07,58.81947069943289
2022-09-08,59.63137996219281
2022-09-09,56.88374291115312
2022-09-10,32.21928166351607
2022-09-11,34.15500945179584
2022-09-12,59.943289224952736
2022-09-13,62.19092627599244
2022-09-14,58.81947069943289
2022-09-15,61.06710775047259
2022-09-16,56.88374291115312
2022-09-17,33.843100189035916
2022-09-18,33.843100189035916
2022-09-19,58.31947069943289
2022-09-20,61.06710775047259
2022-09-21,61.06710775047259
2022-09-22,59.13137996219281
2022-09-23,55.75992438563327
2022-09-24,33.843100189035916
2022-09-25,33.03119092627599
2022-09-26,54.13610586011342
2022-09-27,59.13137996219281
2022-09-28,58.63894139886578
2022-09-29,56.767485822306234
2022-09-30,54.89603024574669
2022-10-01,33.06238185255198
2022-10-02,33.06238185255198
2022-10-03,57.391304347826086
2022-10-04,58.63894139886578
2022-10-05,57.391304347826086
2022-10-06,60.51039697542533
2022-10-07,53.64839319470699
2022-10-08,33.68620037807183
2022-10-09,34.31001890359168
2022-10-10,51.77693761814744
2022-10-11,57.391304347826086
2022-10-12,54.27221172022684
2022-10-13,58.01512287334593
2022-10-14,51.1531190926276
2022-10-15,33.06238185255198
2022-10-16,33.06238185255198
2022-10-17,54.27221172022684
2022-10-18,58.63894139886578
2022-10-19,58.63894139886578
2022-10-20,58.63894139886578
2022-10-21,52.400756143667294
2022-10-22,31.814744801512287
2022-10-23,33.68620037807183
2022-10-24,55.51984877126654
2022-10-25,57.391304347826086
2022-10-26,55.51984877126654
2022-10-27,58.63894139886578
2022-10-28,51.77693761814744
2022-10-29,32.438563327032135
2022-10-30,33.06238185255198
2022-10-31,54.27221172022684
2022-11-01,56.767485822306234
2022-11-02,56.14366729678638
2022-11-03,58.01512287334593
2022-11-04,54.89603024574669
2022-11-05,31.190926275992435
2022-11-06,31.190926275992435
2022-11-07,55.51984877126654
2022-11-08,49.28166351606805
2022-11-09,53.02457466918714
2022-11-10,56.14366729678638
2022-11-11,44.29111531190926
2022-11-12,33.06238185255198
2022-11-13,31.814744801512287
2022-11-14,53.64839319470699
2022-11-15,55.51984877126654
2022-11-16,56.767485822306234
2022-11-17,53.64839319470699
2022-11-18,50.52930056710775
2022-11-19,31.814744801512287
2022-11-20,32.438563327032135
2022-11-21,46.78638941398866
2022-11-22,44.91493383742911
2022-11-23,38.05293005671077
2022-11-24,27.448015122873343
2022-11-25,31.190926275992435
2022-11-26,29.31947069943289
2022-11-27,31.190926275992435
2022-11-28,49.9054820415879
2022-11-29,55.51984877126654
2022-11-30,56.767485822306234
2022-12-01,59.26275992438563
2022-12-02,53.64839319470699
2022-12-03,33.06238185255198
2022-12-04,31.814744801512287
2022-12-05,54.27221172022684
2022-12-06,56.767485822306234
2022-12-07,57.391304347826086
2022-12-08,54.89603024574669
2022-12-09,51.1531190926276
2022-12-10,32.438563327032135
2022-12-11,31.814744801512287
2022-12-12,55.51984877126654
2022-12-13,53.02457466918714
2022-12-14,53.02457466918714
2022-12-15,51.1531190926276
2022-12-16,45.538752362948955
2022-12-17,30.567107750472587
2022-12-18,27.448015122873343
2022-12-19,43.667296786389414
2022-12-20,42.41965973534971
2022-12-21,39.92438563327032
2022-12-22,36.805293005671075
2022-12-23,33.06238185255198
2022-12-24,27.448015122873343
2022-12-25,28.07183364839319
2022-12-26,28.695652173913043
2022-12-27,33.68620037807183
2022-12-28,32.438563327032135
2022-12-29,31.190926275992435
2022-12-30,30.567107750472587
2022-12-31,27.448015122873343
2023-01-01,26.200378071833647
2023-01-02,31.814744801512287
2023-01-03,40.54820415879017
2023-01-04,44.29111531190926
2023-01-05,46.78638941398866
2023-01-06,47.4102079395085
2023-01-07,31.814744801512287
2023-01-08,30.567107750472587
2023-01-09,50.52930056710775
2023-01-10,53.64839319470699
2023-01-11,53.02457466918714
2023-01-12,53.02457466918714
2023-01-13,48.034026465028354
2023-01-14,31.190926275992435
2023-01-15,29.31947069943289
2023-01-16,36.18147448015122
2023-01-17,54.27221172022684
2023-01-18,54.27221172022684
2023-01-19,53.02457466918714
2023-01-20,52.400756143667294
2023-01-21,30.567107750472587
2023-01-22,32.438563327032135
2023-01-23,54.27221172022684
2023-01-24,54.89603024574669
2023-01-25,53.02457466918714
2023-01-26,57.391304347826086
2023-01-27,51.77693761814744
2023-01-28,31.814744801512287
2023-01-29,31.814744801512287
2023-01-30,55.51984877126654
2023-01-31,58.63894139886578
2023-02-01,53.02457466918714
2023-02-02,54.27221172022684
2023-02-03,51.1531190926276
2023-02-04,33.68620037807183
2023-02-05,32.438563327032135
2023-02-06,54.27221172022684
2023-02-07,57.391304347826086
2023-02-08,58.01512287334593
2023-02-09,56.767485822306234
2023-02-10,53.02457466918714
2023-02-11,33.06238185255198
2023-02-12,33.68620037807183
2023-02-13,49.9054820415879
2023-02-14,55.51984877126654
2023-02-15,54.27221172022684
2023-02-16,54.89603024574669
2023-02-17,49.28166351606805
2023-02-18,31.814744801512287
2023-02-19,31.814744801512287
2023-02-20,39.30056710775047
2023-02-21,52.400756143667294
2023-02-22,52.400756143667294
2023-02-23,49.9054820415879
2023-02-24,51.1531190926276
2023-02-25,31.814744801512287
2023-02-26,33.06238185255198
2023-02-27,54.27221172022684
2023-02-28,51.77693761814744
2023-03-01,53.02457466918714
2023-03-02,56.14366729678638
2023-03-03,51.1531190926276
2023-03-04,33.06238185255198
2023-03-05,32.438563327032135
2023-03-06,54.27221172022684
2023-03-07,53.64839319470699
2023-03-08,54.27221172022684
2023-03-09,51.1531190926276
2023-03-10,49.9054820415879
2023-03-11,31.814744801512287
2023-03-12,31.190926275992435
2023-03-13,48.6578449905482
2023-03-14,48.034026465028354
2023-03-15,49.28166351606805
2023-03-16,51.1531190926276
2023-03-17,46.16257088846881
2023-03-18,31.814744801512287
2023-03-19,33.06238185255198
2023-03-20,52.400756143667294
2023-03-21,54.89603024574669
2023-03-22,54.89603024574669
2023-03-23,52.400756143667294
2023-03-24,50.52930056710775
2023-03-25,33.06238185255198
2023-03-26,33.06238185255198
2023-03-27,51.1531190926276
2023-03-28,53.64839319470699
2023-03-29,51.1531190926276
2023-03-30,50.52930056710775
2023-03-31,48.6578449905482
2023-04-01,31.190926275992435
2023-04-02,31.814744801512287
2023-04-03,49.9054820415879
2023-04-04,49.28166351606805
2023-04-05,48.6578449905482
2023-04-06,47.4102079395085
2023-04-07,37.42911153119093
2023-04-08,29.31947069943289
2023-04-09,29.94328922495274
2023-04-10,46.16257088846881
2023-04-11,51.1531190926276
2023-04-12,49.9054820415879
2023-04-13,49.9054820415879
2023-04-14,48.6578449905482
2023-04-15,28.695652173913043
2023-04-16,32.438563327032135
2023-04-17,53.64839319470699
2023-04-18,52.400756143667294
2023-04-19,53.02457466918714
2023-04-20,53.02457466918714
2023-04-21,46.78638941398866
2023-04-22,32.438563327032135
2023-04-23,32.438563327032135
2023-04-24,52.400756143667294
2023-04-25,53.02457466918714
2023-04-26,50.46900100170632
2023-04-27,51.45302628361697
2023-04-28,48.861157194275805
2023-04-29,31.702098850798336
2023-04-30,32.35006612313363
2023-05-01,53.3727793538074
2023-05-02,50.46900100170632
2023-05-03,52.41290281871218
2023-05-04,51.45302628361697
2023-05-05,49.5091244666111
2023-05-06,31.39018958803841
2023-05-07,32.038156860373704
2023-05-08,53.06087009104748
2023-05-09,53.06087009104748
2023-05-10,53.06087009104748
2023-05-11,55.31668117081327
2023-05-12,51.116968274041604
2023-05-13,30.742222315703124
2023-05-14,31.702098850798336
2023-05-15,53.06087009104748
2023-05-16,55.00477190805334
2023-05-17,52.41290281871218
2023-05-18,51.76493554637689
2023-05-19,49.17306645703573
2023-05-20,31.054131578463046
2023-05-21,32.35006612313363
2023-05-22,50.15709173894639
2023-05-23,51.116968274041604
2023-05-24,47.87713191236516
2023-05-25,47.229164640029865
2023-05-26,41.67119318734537
2023-05-27,30.245220861782926
2023-05-28,28.22887280433073
2023-05-29,31.58945290008439
2023-05-30,46.37600532140049
2023-05-31,47.04812134055122
2023-06-01,45.03177328309903
2023-06-02,41.67119318734537
2023-06-03,30.917336880933657
2023-06-04,30.917336880933657
2023-06-05,45.03177328309903
2023-06-06,67.21160191507317
2023-06-07,48.39235337885268
2023-06-08,40.3269611490439
2023-06-09,36.96638105329024
2023-06-10,28.900988823481462
2023-06-11,29.573104842632194
2023-06-12,39.65484512989317
2023-06-13,40.99907716819463
2023-06-14,40.3269611490439
2023-06-15,39.65484512989317
2023-06-16,37.63849707244098
2023-06-17,30.245220861782926
2023-06-18,29.573104842632194
2023-06-19,35.62214901498878
2023-06-20,39.65484512989317
2023-06-21,38.310613091591705
2023-06-22,38.98272911074244
2023-06-23,35.62214901498878
2023-06-24,28.900988823481462
2023-06-25,31.58945290008439
2023-06-26,38.98272911074244
2023-06-27,38.310613091591705
2023-06-28,38.310613091591705
2023-06-29,36.96638105329024
2023-06-30,34.95003299583805
2023-07-01,27.55675678518
2023-07-02,28.22887280433073
2023-07-03,34.277916976687315
2023-07-04,30.917336880933657
2023-07-05,37.63849707244098
2023-07-06,38.310613091591705
2023-07-07,38.310613091591705
2023-07-08,30.245220861782926
2023-07-09,28.22887280433073
2023-07-10,36.294265034139514
2023-07-11,37.63849707244098
2023-07-12,37.63849707244098
2023-07-13,37.63849707244098
2023-07-14,35.62214901498878
2023-07-15,28.900988823481462
2023-07-16,28.900988823481462
2023-07-17,36.96638105329024
2023-07-18,34.95003299583805
2023-07-19,33.60580095753659
2023-07-20,35.62214901498878
2023-07-21,32.93368493838585
2023-07-22,28.22887280433073
2023-07-23,27.55675678518
2023-07-24,32.93368493838585
2023-07-25,36.294265034139514
2023-07-26,33.60580095753659
2023-07-27,33.60580095753659
2023-07-28,31.58945290008439
2023-07-29,27.55675678518
2023-07-30,25.540408727727804
2023-07-31,34.277916976687315
2023-08-01,33.60580095753659
2023-08-02,32.261568919235124
2023-08-03,34.95003299583805
2023-08-04,33.60580095753659
2023-08-05,26.884640766029268
2023-08-06,26.884640766029268
2023-08-07,36.96638105329024
2023-08-08,34.95003299583805
2023-08-09,37.63849707244098
2023-08-10,36.96638105329024
2023-08-11,36.294265034139514
2023-08-12,27.55675678518
2023-08-13,26.884640766029268
2023-08-14,38.310613091591705
2023-08-15,39.65484512989317
2023-08-16,41.67119318734537
2023-08-17,40.99907716819463
2023-08-18,39.65484512989317
2023-08-19,26.212524746878536
2023-08-20,28.22887280433073
2023-08-21,42.343309206496095
2023-08-22,46.37600532140049
2023-08-23,45.703889302249756
2023-08-24,46.37600532140049
2023-08-25,42.343309206496095
2023-08-26,27.55675678518
2023-08-27,27.55675678518
2023-08-28,45.703889302249756
2023-08-29,50.40870143630488
2023-08-30,48.39235337885268
2023-08-31,48.39235337885268
2023-09-01,42.343309206496095
2023-09-02,25.540408727727804
2023-09-03,26.212524746878536
2023-09-04,29.573104842632194
2023-09-05,48.39235337885268
2023-09-06,49.736585417154146
2023-09-07,49.06446939800342
2023-09-08,46.37600532140049
2023-09-09,27.55675678518
2023-09-10,29.573104842632194
2023-09-11,49.736585417154146
2023-09-12,49.06446939800342
2023-09-13,49.736585417154146
2023-09-14,51.08081745545561
2023-09-15,48.39235337885268
2023-09-16,28.900988823481462
2023-09-17,30.245220861782926
2023-09-18,48.39235337885268
2023-09-19,51.08081745545561
2023-09-20,49.736585417154146
2023-09-21,50.40870143630488
2023-09-22,47.04812134055122
2023-09-23,28.900988823481462
2023-09-24,28.900988823481462
2023-09-25,47.720237359701954
2023-09-26,51.08081745545561
2023-09-27,55.11351357036
2023-09-28,51.752933474606344
2023-09-29,47.720237359701954
2023-09-30,28.22887280433073
2023-10-01,29.573104842632194
2023-10-02,49.736585417154146
2023-10-03,49.06446939800342
2023-10-04,50.40870143630488
2023-10-05,51.752933474606344
2023-10-06,46.37600532140049
2023-10-07,28.22887280433073
2023-10-08,26.884640766029268
2023-10-09,40.99907716819463
2023-10-10,48.39235337885268
2023-10-11,48.39235337885268
2023-10-12,49.06446939800342
2023-10-13,43.687541244797565
2023-10-14,28.22887280433073
2023-10-15,29.573104842632194
2023-10-16,45.03177328309903
2023-10-17,49.736585417154146
2023-10-18,49.06446939800342
2023-10-19,49.06446939800342
2023-10-20,47.04812134055122
2023-10-21,28.22887280433073
2023-10-22,28.22887280433073
2023-10-23,47.720237359701954
2023-10-24,49.06446939800342
2023-10-25,47.720237359701954
2023-10-26,46.37600532140049
2023-10-27,43.01542522564683
2023-10-28,26.884640766029268
2023-10-29,26.884640766029268
2023-10-30,47.720237359701954
2023-10-31,48.39235337885268
2023-11-01,49.06446939800342
2023-11-02,48.39235337885268
2023-11-03,43.687541244797565
2023-11-04,28.22887280433073
2023-11-05,28.22887280433073
2023-11-06,46.37600532140049
2023-11-07,45.703889302249756
2023-11-08,49.06446939800342
2023-11-09,45.703889302249756
2023-11-10,38.98272911074244
2023-11-11,28.22887280433073
2023-11-12,28.900988823481462
2023-11-13,46.37600532140049
2023-11-14,47.720237359701954
2023-11-15,48.39235337885268
2023-11-16,48.39235337885268
2023-11-17,43.687541244797565
2023-11-18,27.55675678518
2023-11-19,27.55675678518
2023-11-20,40.99907716819463
2023-11-21,41.67119318734537
2023-11-22,34.277916976687315
2023-11-23,26.884640766029268
2023-11-24,28.22887280433073
2023-11-25,28.22887280433073
2023-11-26,28.22887280433073
2023-11-27,45.703889302249756
2023-11-28,47.04812134055122
2023-11-29,49.736585417154146
2023-11-30,49.06446939800342
2023-12-01,45.03177328309903
2023-12-02,29.573104842632194
2023-12-03,28.900988823481462
2023-12-04,48.39235337885268
2023-12-05,49.736585417154146
2023-12-06,49.06446939800342
2023-12-07,51.08081745545561
2023-12-08,49.736585417154146
2023-12-09,30.917336880933657
2023-12-10,31.58945290008439
2023-12-11,49.06446939800342
2023-12-12,52.42504949375707
2023-12-13,51.752933474606344
2023-12-14,45.703889302249756
2023-12-15,43.01542522564683
2023-12-16,27.55675678518
2023-12-17,26.884640766029268
2023-12-18,39.65484512989317
2023-12-19,40.99907716819463
2023-12-20,39.65484512989317
2023-12-21,36.96638105329024
2023-12-22,31.048228208677884
2023-12-23,25.76150417070645
2023-12-24,25.47280861944328
2023-12-25,25.47280861944328
2023-12-26,28.885271974899116
2023-12-27,29.173967526162286
2023-12-28,28.885271974899116
2023-12-29,30.42347464783935
2023-12-30,25.76150417070645
2023-12-31,24.84805505860475
2024-01-01,24.84805505860475
2024-01-02,35.08544512497225
2024-01-03,37.248401358751025
2024-01-04,40.37216916294369
2024-01-05,39.12266204126662
2024-01-06,26.097562180281813
2024-01-07,27.347069301958882
2024-01-08,42.53512539672246
2024-01-09,43.15987895756099
2024-01-10,45.65889320091513
2024-01-11,45.034139640076596
2024-01-12,42.24642984545929
2024-01-13,27.347069301958882
2024-01-14,26.097562180281813
2024-01-15,30.13477909657618
2024-01-16,39.74741560210516
2024-01-17,45.034139640076596
2024-01-18,43.49593696713636
2024-01-19,40.99692272378222
2024-01-20,28.260518414060584
2024-01-21,27.7147729212641
2024-01-22,45.036505997054164
2024-01-23,43.881723792001495
2024-01-24,46.76867930463317
2024-01-25,46.19128820210683
2024-01-26,45.6138970995805
2024-01-27,28.292164023790434
2024-01-28,27.7147729212641
2024-01-29,46.76867930463317
2024-01-30,49.65563481726485
2024-01-31,48.50085261221217
2024-02-01,48.50085261221217
2024-02-02,46.19128820210683
2024-02-03,28.292164023790434
2024-02-04,30.02433733136944
2024-02-05,46.76867930463317
2024-02-06,48.50085261221217
2024-02-07,50.810417022317516
2024-02-08,47.923461509685836
2024-02-09,45.6138970995805
2024-02-10,30.02433733136944
2024-02-11,28.86955512631677
2024-02-12,45.036505997054164
2024-02-13,48.50085261221217
2024-02-14,50.23302591979118
2024-02-15,50.23302591979118
2024-02-16,43.881723792001495
2024-02-17,29.446946228843107
2024-02-18,27.7147729212641
2024-02-19,37.5304216642118
2024-02-20,46.76867930463317
2024-02-21,50.810417022317516
2024-02-22,48.50085261221217
2024-02-23,46.76867930463317
2024-02-24,28.86955512631677
2024-02-25,31.179119536422114
2024-02-26,48.50085261221217
2024-02-27,47.3460704071595
2024-02-28,46.19128820210683
2024-02-29,47.923461509685836
2024-03-01,44.45911489452783
2024-03-02,29.446946228843107
2024-03-03,28.86955512631677
2024-03-04,47.3460704071595
2024-03-05,49.65563481726485
2024-03-06,48.50085261221217
2024-03-07,46.76867930463317
2024-03-08,45.6138970995805
2024-03-09,27.7147729212641
2024-03-10,29.446946228843107
2024-03-11,44.45911489452783
2024-03-12,42.149550484422484
2024-03-13,44.45911489452783
2024-03-14,42.72694158694882
2024-03-15,39.839986074317146
2024-03-16,28.292164023790434
2024-03-17,29.446946228843107
2024-03-18,44.45911489452783
2024-03-19,46.76867930463317
2024-03-20,44.45911489452783
2024-03-21,45.6138970995805
2024-03-22,40.41737717684348
2024-03-23,28.86955512631677
2024-03-24,27.7147729212641
2024-03-25,40.41737717684348
2024-03-26,44.45911489452783
2024-03-27,43.30433268947515
2024-03-28,41.57215938189615
2024-03-29,33.48868394652745
2024-03-30,25.405208511158758
2024-03-31,25.982599613685093
2024-04-01,36.953030561685466
2024-04-02,42.149550484422484
2024-04-03,43.30433268947515
2024-04-04,41.57215938189615
2024-04-05,39.262594971790804
2024-04-06,25.982599613685093
2024-04-07,26.55999071621143
2024-04-08,40.994768279369815
2024-04-09,45.6138970995805
2024-04-10,44.45911489452783
2024-04-11,43.881723792001495
2024-04-12,42.149550484422484
2024-04-13,26.55999071621143
2024-04-14,28.86955512631677
2024-04-15,45.6138970995805
2024-04-16,45.036505997054164
2024-04-17,45.036505997054164
2024-04-18,46.76867930463317
2024-04-19,42.72694158694882
2024-04-20,27.7147729212641
2024-04-21,28.86955512631677
2024-04-22,44.45911489452783
2024-04-23,44.45911489452783
2024-04-24,43.881723792001495
2024-04-25,43.881723792001495
2024-04-26,41.57215938189615
2024-04-27,27.7147729212641
2024-04-28,27.7147729212641
2024-04-29,44.45911489452783
2024-04-30,45.036505997054164
2024-05-01,46.19128820210683
2024-05-02,46.76867930463317
2024-05-03,41.57215938189615
2024-05-04,28.292164023790434
2024-05-05,27.137381818737765
2024-05-06,46.76867930463317
2024-05-07,44.45911489452783
2024-05-08,46.19128820210683
2024-05-09,45.036505997054164
2024-05-10,42.72694158694882
2024-05-11,25.982599613685093
2024-05-12,27.7147729212641
2024-05-13,45.6138970995805
2024-05-14,44.45911489452783
2024-05-15,43.881723792001495
2024-05-16,45.036505997054164
2024-05-17,41.57215938189615
2024-05-18,27.7147729212641
2024-05-19,26.55999071621143
2024-05-20,42.149550484422484
2024-05-21,42.72694158694882
2024-05-22,39.839986074317146
2024-05-23,41.57215938189615
2024-05-24,37.5304216642118
2024-05-25,25.982599613685093
2024-05-26,26.55999071621143
2024-05-27,27.7147729212641
2024-05-28,39.839986074317146
2024-05-29,41.57215938189615
2024-05-30,39.839986074317146
2024-05-31,37.5304216642118
2024-06-01,27.7147729212641
2024-06-02,27.7147729212641
2024-06-03,38.107812766738135
2024-06-04,38.107812766738135
2024-06-05,36.953030561685466
2024-06-06,39.262594971790804
2024-06-07,34.64346615158013
2024-06-08,27.7147729212641
2024-06-09,27.137381818737765
2024-06-10,36.37563945915913
2024-06-11,36.37563945915913
2024-06-12,34.64346615158013
2024-06-13,36.953030561685466
2024-06-14,31.179119536422114
2024-06-15,25.405208511158758
2024-06-16,26.55999071621143
2024-06-17,32.91129284400112
2024-06-18,34.64346615158013
2024-06-19,33.48868394652745
2024-06-20,32.33390174147478
2024-06-21,31.75651063894845
2024-06-22,26.55999071621143
2024-06-23,27.137381818737765
2024-06-24,33.48868394652745
2024-06-25,32.91129284400112
2024-06-26,57.73911025263354
2024-06-27,40.994768279369815
2024-06-28,32.33390174147478
2024-06-29,24.827817408632423
2024-06-30,26.55999071621143
2024-07-01,32.91129284400112
2024-07-02,32.33390174147478
2024-07-03,32.33390174147478
2024-07-04,27.137381818737765
2024-07-05,27.7147729212641
2024-07-06,24.250426306106085
2024-07-07,25.405208511158758
2024-07-08,33.48868394652745
2024-07-09,32.91129284400112
2024-07-10,32.91129284400112
2024-07-11,33.48868394652745
2024-07-12,31.75651063894845
2024-07-13,25.982599613685093
2024-07-14,25.982599613685093
2024-07-15,31.75651063894845
2024-07-16,34.06607504905379
2024-07-17,34.64346615158013
2024-07-18,34.64346615158013
2024-07-19,31.75651063894845
2024-07-20,27.137381818737765
2024-07-21,26.55999071621143
2024-07-22,32.91129284400112
2024-07-23,33.48868394652745
2024-07-24,33.48868394652745
2024-07-25,32.91129284400112
2024-07-26,30.601728433895776
2024-07-27,25.405208511158758
2024-07-28,25.982599613685093
2024-07-29,33.48868394652745
2024-07-30,32.33390174147478
2024-07-31,32.91129284400112
2024-08-01,33.48868394652745
2024-08-02,34.64346615158013
2024-08-03,25.405208511158758
2024-08-04,27.137381818737765
2024-08-05,33.48868394652745
2024-08-06,36.953030561685466
2024-08-07,35.22085725410646
2024-08-08,35.22085725410646
2024-08-09,34.06607504905379
2024-08-10,27.137381818737765
2024-08-11,26.55999071621143
2024-08-12,36.953030561685466
2024-08-13,38.68520386926447
2024-08-14,39.839986074317146
2024-08-15,40.41737717684348
2024-08-16,38.68520386926447
2024-08-17,28.86955512631677
2024-08-18,27.584334307069398
2024-08-19,41.59790384522405
2024-08-20,43.638295588756556
2024-08-21,42.6180997169903
2024-08-22,42.32940416572714
2024-08-23,41.59790384522405
2024-08-24,27.29563875580623
2024-08-25,29.336030499338733
2024-08-26,42.6180997169903
2024-08-27,43.638295588756556
2024-08-28,44.08110035799647
2024-08-29,46.12149210152897
2024-08-30,42.6180997169903
2024-08-31,27.29563875580623
2024-09-01,26.852833986566317
2024-09-02,30.067530819841814
2024-09-03,46.12149210152897
2024-09-04,46.12149210152897
2024-09-05,45.389991781025884
2024-09-06,43.34960003749339
2024-09-07,27.584334307069398
2024-09-08,28.315834627572478
2024-09-09,47.8731882937983
2024-09-10,49.62488448606763
2024-09-11,45.101296229762724
2024-09-12,48.60468861430138
2024-09-13,44.08110035799647
2024-09-14,28.315834627572478
2024-09-15,30.067530819841814
2024-09-16,45.101296229762724
2024-09-17,45.16608646247128
2024-09-18,45.16608646247128
2024-09-19,47.822915077910764
2024-09-20,43.39486738551162
2024-09-21,26.56828615439487
2024-09-22,28.339505231354526
2024-09-23,46.93730553943093
