Time,piety
2022-01-01,0.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,0.0
2022-01-13,1.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,0.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,0.0
2022-01-20,1.0
2022-01-21,1.0
2022-01-22,0.0
2022-01-23,0.0
2022-01-24,1.0
2022-01-25,1.0
2022-01-26,1.0
2022-01-27,1.0
2022-01-28,1.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,0.0
2022-02-01,1.0
2022-02-02,0.0
2022-02-03,1.0
2022-02-04,1.0
2022-02-05,0.0
2022-02-06,1.0
2022-02-07,1.0
2022-02-08,1.0
2022-02-09,1.0
2022-02-10,1.0
2022-02-11,0.0
2022-02-12,0.0
2022-02-13,0.0
2022-02-14,1.0
2022-02-15,1.0
2022-02-16,1.0
2022-02-17,1.0
2022-02-18,1.0
2022-02-19,0.0
2022-02-20,0.0
2022-02-21,1.0
2022-02-22,1.0
2022-02-23,1.0
2022-02-24,0.0
2022-02-25,1.0
2022-02-26,0.0
2022-02-27,1.0
2022-02-28,0.0
2022-03-01,0.0
2022-03-02,0.0
2022-03-03,1.0
2022-03-04,1.0
2022-03-05,0.0
2022-03-06,0.0
2022-03-07,1.0
2022-03-08,0.0
2022-03-09,0.0
2022-03-10,0.0
2022-03-11,0.0
2022-03-12,0.0
2022-03-13,0.0
2022-03-14,1.0
2022-03-15,0.0
2022-03-16,0.0
2022-03-17,0.0
2022-03-18,1.0
2022-03-19,0.0
2022-03-20,1.0
2022-03-21,0.0
2022-03-22,1.0
2022-03-23,1.0
2022-03-24,0.0
2022-03-25,1.0
2022-03-26,0.0
2022-03-27,0.0
2022-03-28,1.0
2022-03-29,1.0
2022-03-30,1.0
2022-03-31,1.0
2022-04-01,1.0
2022-04-02,1.0
2022-04-03,0.0
2022-04-04,1.0
2022-04-05,1.0
2022-04-06,1.0
2022-04-07,1.0
2022-04-08,0.0
2022-04-09,0.0
2022-04-10,0.0
2022-04-11,1.0
2022-04-12,0.0
2022-04-13,1.0
2022-04-14,1.0
2022-04-15,0.0
2022-04-16,0.0
2022-04-17,0.0
2022-04-18,1.0
2022-04-19,1.0
2022-04-20,0.0
2022-04-21,1.0
2022-04-22,0.0
2022-04-23,1.0
2022-04-24,0.0
2022-04-25,1.0
2022-04-26,1.0
2022-04-27,1.0
2022-04-28,1.0
2022-04-29,0.0
2022-04-30,1.0
2022-05-01,1.0
2022-05-02,1.0
2022-05-03,1.0
2022-05-04,1.0
2022-05-05,0.0
2022-05-06,1.0
2022-05-07,0.0
2022-05-08,0.0
2022-05-09,1.0
2022-05-10,1.0
2022-05-11,1.0
2022-05-12,1.0
2022-05-13,0.0
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,0.0
2022-05-17,1.0
2022-05-18,0.0
2022-05-19,0.0
2022-05-20,1.0
2022-05-21,0.0
2022-05-22,0.0
2022-05-23,0.0
2022-05-24,0.0
2022-05-25,0.0
2022-05-26,0.0
2022-05-27,0.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,0.0
2022-06-01,0.0
2022-06-02,0.0
2022-06-03,0.0
2022-06-04,0.0
2022-06-05,1.0
2022-06-06,0.0
2022-06-07,0.0
2022-06-08,0.0
2022-06-09,0.0
2022-06-10,100.0
2022-06-11,20.0
2022-06-12,1.0
2022-06-13,1.0
2022-06-14,1.0
2022-06-15,1.0
2022-06-16,0.0
2022-06-17,0.0
2022-06-18,1.0
2022-06-19,1.0
2022-06-20,0.0
2022-06-21,0.0
2022-06-22,0.0
2022-06-23,0.0
2022-06-24,0.0
2022-06-25,0.0
2022-06-26,1.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.0
2022-07-01,0.0
2022-07-02,0.0
2022-07-03,1.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,0.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,0.0
2022-07-17,0.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,0.0
2022-08-16,0.0
2022-08-17,1.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,1.0
2022-08-26,1.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,0.9394904458598726
2022-08-30,0.9840764331210191
2022-08-31,0.9968152866242038
2022-09-01,1.0350318471337578
2022-09-02,0.9076433121019108
2022-09-03,0.267515923566879
2022-09-04,0.27388535031847133
2022-09-05,0.8184713375796179
2022-09-06,1.0286624203821657
2022-09-07,1.0414012738853504
2022-09-08,1.0350318471337578
2022-09-09,0.9522292993630573
2022-09-10,0.29936305732484075
2022-09-11,0.8757961783439491
2022-09-12,1.0987261146496814
2022-09-13,1.1114649681528663
2022-09-14,1.1369426751592357
2022-09-15,1.1114649681528663
2022-09-16,0.9777070063694268
2022-09-17,0.28662420382165604
2022-09-18,0.9267515923566879
2022-09-19,1.073248407643312
2022-09-20,1.073248407643312
2022-09-21,1.0796178343949046
2022-09-22,1.0605095541401273
2022-09-23,1.0031847133757963
2022-09-24,0.28662420382165604
2022-09-25,0.9012738853503185
2022-09-26,0.9076433121019108
2022-09-27,0.9777070063694268
2022-09-28,0.9426751592356688
2022-09-29,1.070063694267516
2022-09-30,0.9554140127388535
2022-10-01,0.535031847133758
2022-10-02,0.6624203821656052
2022-10-03,0.9681528662420382
2022-10-04,0.9808917197452229
2022-10-05,0.9299363057324841
2022-10-06,0.9808917197452229
2022-10-07,0.7643312101910829
2022-10-08,0.4840764331210191
2022-10-09,0.7261146496815287
2022-10-10,0.9681528662420382
2022-10-11,1.0445859872611465
2022-10-12,0.9681528662420382
2022-10-13,0.89171974522293
2022-10-14,0.8535031847133758
2022-10-15,0.5859872611464968
2022-10-16,0.6751592356687899
2022-10-17,1.0318471337579618
2022-10-18,0.8535031847133758
2022-10-19,0.9299363057324841
2022-10-20,0.8662420382165605
2022-10-21,0.8662420382165605
2022-10-22,0.5095541401273885
2022-10-23,0.6114649681528663
2022-10-24,1.019108280254777
2022-10-25,1.0445859872611465
2022-10-26,1.0955414012738853
2022-10-27,0.8662420382165605
2022-10-28,0.7261146496815287
2022-10-29,0.535031847133758
2022-10-30,0.6751592356687899
2022-10-31,1.0063694267515924
2022-11-01,1.1592356687898089
2022-11-02,1.1210191082802548
2022-11-03,0.9554140127388535
2022-11-04,0.8280254777070064
2022-11-05,0.5477707006369427
2022-11-06,0.6496815286624205
2022-11-07,0.8407643312101911
2022-11-08,0.8407643312101911
2022-11-09,0.8280254777070064
2022-11-10,0.8789808917197452
2022-11-11,0.6624203821656052
2022-11-12,0.4840764331210191
2022-11-13,0.5987261146496815
2022-11-14,1.0063694267515924
2022-11-15,0.9299363057324841
2022-11-16,0.8662420382165605
2022-11-17,0.9171974522292994
2022-11-18,0.7515923566878981
2022-11-19,0.4713375796178344
2022-11-20,0.6751592356687899
2022-11-21,0.7515923566878981
2022-11-22,0.6496815286624205
2022-11-23,0.40764331210191085
2022-11-24,0.3694267515923567
2022-11-25,0.25477707006369427
2022-11-26,0.5222929936305732
2022-11-27,0.713375796178344
2022-11-28,0.7515923566878981
2022-11-29,0.8280254777070064
2022-11-30,0.89171974522293
2022-12-01,0.8535031847133758
2022-12-02,0.6878980891719746
2022-12-03,0.4968152866242038
2022-12-04,0.5477707006369427
2022-12-05,0.7643312101910829
2022-12-06,0.7643312101910829
2022-12-07,0.9044585987261147
2022-12-08,0.9044585987261147
2022-12-09,0.7515923566878981
2022-12-10,0.535031847133758
2022-12-11,0.4840764331210191
2022-12-12,0.9044585987261147
2022-12-13,0.7770700636942676
2022-12-14,0.8152866242038217
2022-12-15,0.6878980891719746
2022-12-16,0.5987261146496815
2022-12-17,0.39490445859872614
2022-12-18,0.4585987261146497
2022-12-19,0.5732484076433121
2022-12-20,0.43312101910828027
2022-12-21,0.3312101910828026
2022-12-22,0.43312101910828027
2022-12-23,0.3312101910828026
2022-12-24,0.2929936305732484
2022-12-25,0.267515923566879
2022-12-26,0.3439490445859873
2022-12-27,0.1910828025477707
2022-12-28,0.39490445859872614
2022-12-29,0.40764331210191085
2022-12-30,0.2802547770700637
2022-12-31,0.2802547770700637
2023-01-01,0.40764331210191085
2023-01-02,0.4713375796178344
2023-01-03,0.43312101910828027
2023-01-04,0.624203821656051
2023-01-05,0.802547770700637
2023-01-06,0.7388535031847134
2023-01-07,0.40764331210191085
2023-01-08,0.5732484076433121
2023-01-09,0.7643312101910829
2023-01-10,0.7261146496815287
2023-01-11,0.7643312101910829
2023-01-12,0.6114649681528663
2023-01-13,0.7388535031847134
2023-01-14,0.3694267515923567
2023-01-15,0.4713375796178344
2023-01-16,0.5987261146496815
2023-01-17,0.9171974522292994
2023-01-18,0.9299363057324841
2023-01-19,0.8407643312101911
2023-01-20,0.7898089171974523
2023-01-21,0.5605095541401274
2023-01-22,0.5732484076433121
2023-01-23,0.89171974522293
2023-01-24,1.0063694267515924
2023-01-25,0.9808917197452229
2023-01-26,0.9681528662420382
2023-01-27,0.7770700636942676
2023-01-28,0.4968152866242038
2023-01-29,0.6114649681528663
2023-01-30,0.7515923566878981
2023-01-31,0.89171974522293
2023-02-01,0.802547770700637
2023-02-02,0.8662420382165605
2023-02-03,0.6624203821656052
2023-02-04,0.5732484076433121
2023-02-05,0.4840764331210191
2023-02-06,0.89171974522293
2023-02-07,0.89171974522293
2023-02-08,0.6751592356687899
2023-02-09,0.7898089171974523
2023-02-10,0.7898089171974523
2023-02-11,0.7515923566878981
2023-02-12,0.7515923566878981
2023-02-13,0.8407643312101911
2023-02-14,0.7388535031847134
2023-02-15,0.7515923566878981
2023-02-16,0.7770700636942676
2023-02-17,0.5859872611464968
2023-02-18,0.5222929936305732
2023-02-19,0.713375796178344
2023-02-20,0.6878980891719746
2023-02-21,0.7770700636942676
2023-02-22,0.8535031847133758
2023-02-23,0.8152866242038217
2023-02-24,0.7515923566878981
2023-02-25,0.7388535031847134
2023-02-26,0.7388535031847134
2023-02-27,0.8535031847133758
2023-02-28,0.8662420382165605
2023-03-01,0.6624203821656052
2023-03-02,0.7898089171974523
2023-03-03,0.7261146496815287
2023-03-04,0.535031847133758
2023-03-05,0.5477707006369427
2023-03-06,0.9554140127388535
2023-03-07,0.8789808917197452
2023-03-08,0.8280254777070064
2023-03-09,0.7261146496815287
2023-03-10,0.6369426751592357
2023-03-11,0.4840764331210191
2023-03-12,0.4968152866242038
2023-03-13,0.7515923566878981
2023-03-14,0.7006369426751593
2023-03-15,0.713375796178344
2023-03-16,0.7770700636942676
2023-03-17,0.5222929936305732
2023-03-18,0.40764331210191085
2023-03-19,0.5095541401273885
2023-03-20,0.5732484076433121
2023-03-21,0.7515923566878981
2023-03-22,0.8407643312101911
2023-03-23,0.7388535031847134
2023-03-24,0.6496815286624205
2023-03-25,0.4968152866242038
2023-03-26,0.445859872611465
2023-03-27,0.7388535031847134
2023-03-28,0.89171974522293
2023-03-29,0.7770700636942676
2023-03-30,0.6878980891719746
2023-03-31,0.6369426751592357
2023-04-01,0.5605095541401274
2023-04-02,0.5732484076433121
2023-04-03,0.802547770700637
2023-04-04,0.6624203821656052
2023-04-05,0.7515923566878981
2023-04-06,0.6751592356687899
2023-04-07,0.535031847133758
2023-04-08,0.4968152866242038
2023-04-09,0.43312101910828027
2023-04-10,0.8407643312101911
2023-04-11,0.8152866242038217
2023-04-12,0.7643312101910829
2023-04-13,0.8280254777070064
2023-04-14,0.7261146496815287
2023-04-15,0.5222929936305732
2023-04-16,0.8280254777070064
2023-04-17,0.7770700636942676
2023-04-18,0.6369426751592357
2023-04-19,0.7770700636942676
2023-04-20,0.7898089171974523
2023-04-21,0.5732484076433121
2023-04-22,0.43312101910828027
2023-04-23,0.6751592356687899
2023-04-24,0.8789808917197452
2023-04-25,0.89171974522293
2023-04-26,0.7733216008869299
2023-04-27,0.8126818058280121
2023-04-28,0.6751116959394793
2023-04-29,0.5375415860509465
2023-04-30,0.6226314226847032
2023-05-01,0.9832426939060346
2023-05-02,0.8194324473901138
2023-05-03,0.7538321058216435
2023-05-04,0.6425021325604989
2023-05-05,0.6293820642468049
2023-05-06,0.47194124448247626
2023-05-07,0.5900218593057227
2023-05-08,0.6751116959394793
2023-05-09,0.9570025572786465
2023-05-10,0.9045222840238704
2023-05-11,0.9307624206512585
2023-05-12,0.6226314226847032
2023-05-13,0.5244215177372524
2023-05-14,0.570151149429927
2023-05-15,0.6882317642531733
2023-05-16,0.6357514909983972
2023-05-17,0.5113014494235584
2023-05-18,0.583271217743621
2023-05-19,0.6095113543710091
2023-05-20,0.4457011078550882
2023-05-21,0.4262116127898018
2023-05-22,0.5375415860509465
2023-05-23,0.6357514909983972
2023-05-24,0.43258103954139415
2023-05-25,0.5963912860573151
2023-05-26,0.540051324968135
2023-05-27,0.5130487587197282
2023-05-28,0.6345603068375586
2023-05-29,0.648061589961762
2023-05-30,0.4725449093471181
2023-05-31,0.540051324968135
2023-06-01,0.4455423430987114
2023-06-02,0.4455423430987114
2023-06-03,0.432041059974508
2023-06-04,0.40503849372610123
2023-06-05,0.4185397768503046
2023-06-06,0.49954747559552487
2023-06-07,0.4590436262229147
2023-06-08,0.5805551743407451
2023-06-09,0.48604619247132147
2023-06-10,0.4725449093471181
2023-06-11,0.5535526080923383
2023-06-12,0.540051324968135
2023-06-13,0.4725449093471181
2023-06-14,0.5265500418439316
2023-06-15,0.4590436262229147
2023-06-16,0.3645346443534911
2023-06-17,0.4455423430987114
2023-06-18,0.4185397768503046
2023-06-19,0.39153721060189783
2023-06-20,0.4455423430987114
2023-06-21,0.324030794980881
2023-06-22,0.4590436262229147
2023-06-23,0.35103336122928774
2023-06-24,0.5130487587197282
2023-06-25,0.4590436262229147
2023-06-26,0.33753207810508434
2023-06-27,0.3105295118566776
2023-06-28,0.28352694560827085
2023-06-29,0.3645346443534911
2023-06-30,0.3780359274776945
2023-07-01,0.40503849372610123
2023-07-02,0.48604619247132147
2023-07-03,0.39153721060189783
2023-07-04,0.33753207810508434
2023-07-05,0.35103336122928774
2023-07-06,0.4185397768503046
2023-07-07,0.3780359274776945
2023-07-08,0.2700256624840675
2023-07-09,0.4185397768503046
2023-07-10,0.4455423430987114
2023-07-11,0.29702822873247425
2023-07-12,0.2565243793598641
2023-07-13,0.324030794980881
2023-07-14,0.35103336122928774
2023-07-15,0.3105295118566776
2023-07-16,0.5265500418439316
2023-07-17,0.4725449093471181
2023-07-18,0.4455423430987114
2023-07-19,0.33753207810508434
2023-07-20,0.39153721060189783
2023-07-21,0.2565243793598641
2023-07-22,0.3780359274776945
2023-07-23,0.3780359274776945
2023-07-24,0.39153721060189783
2023-07-25,0.48604619247132147
2023-07-26,0.3645346443534911
2023-07-27,0.3105295118566776
2023-07-28,0.432041059974508
2023-07-29,0.2700256624840675
2023-07-30,0.5265500418439316
2023-07-31,0.432041059974508
2023-08-01,0.48604619247132147
2023-08-02,0.432041059974508
2023-08-03,0.33753207810508434
2023-08-04,0.2700256624840675
2023-08-05,0.33753207810508434
2023-08-06,0.5670538912165417
2023-08-07,0.49954747559552487
2023-08-08,0.5535526080923383
2023-08-09,0.4455423430987114
2023-08-10,0.6615628730859654
2023-08-11,0.48604619247132147
2023-08-12,0.3645346443534911
2023-08-13,0.540051324968135
2023-08-14,0.3780359274776945
2023-08-15,0.6210590237133552
2023-08-16,0.6210590237133552
2023-08-17,0.5670538912165417
2023-08-18,0.5805551743407451
2023-08-19,0.49954747559552487
2023-08-20,0.6750641562101687
2023-08-21,0.6750641562101687
2023-08-22,0.7965757043279991
2023-08-23,1.012596234315253
2023-08-24,0.8775834030732194
2023-08-25,0.8100769874522025
2023-08-26,0.6345603068375586
2023-08-27,0.756071854955389
2023-08-28,0.9855936680668463
2023-08-29,0.9450898186942362
2023-08-30,0.9315885355700328
2023-08-31,1.012596234315253
2023-09-01,1.0666013668120666
2023-09-02,0.5130487587197282
2023-09-03,0.648061589961762
2023-09-04,0.6345603068375586
2023-09-05,1.1341077824330834
2023-09-06,1.1611103486814902
2023-09-07,1.1611103486814902
2023-09-08,0.9315885355700328
2023-09-09,0.49954747559552487
2023-09-10,0.7695731380795924
2023-09-11,1.188112914929897
2023-09-12,1.3501283124203374
2023-09-13,1.2826218967993206
2023-09-14,1.188112914929897
2023-09-15,1.08010264993627
2023-09-16,0.49954747559552487
2023-09-17,0.648061589961762
2023-09-18,1.2691206136751172
2023-09-19,1.2556193305509138
2023-09-20,1.3096244630477274
2023-09-21,1.0260975174394564
2023-09-22,1.012596234315253
2023-09-23,0.48604619247132147
2023-09-24,0.6885654393343721
2023-09-25,1.0666013668120666
2023-09-26,1.2556193305509138
2023-09-27,1.1071052161846766
