Time,sixers
2023-01-24,8.0
2023-01-25,12.0
2023-01-26,32.0
2023-01-27,10.0
2023-01-28,32.0
2023-01-29,16.0
2023-01-30,12.0
2023-01-31,20.0
2023-02-01,12.0
2023-02-02,18.0
2023-02-03,10.0
2023-02-04,20.0
2023-02-05,20.0
2023-02-06,20.0
2023-02-07,10.0
2023-02-08,12.0
2023-02-09,36.0
2023-02-10,18.0
2023-02-11,28.0
2023-02-12,20.0
2023-02-13,12.0
2023-02-14,20.0
2023-02-15,14.0
2023-02-16,22.0
2023-02-17,8.0
2023-02-18,10.0
2023-02-19,12.0
2023-02-20,8.0
2023-02-21,8.0
2023-02-22,8.0
2023-02-23,12.0
2023-02-24,32.0
2023-02-25,18.0
2023-02-26,42.0
2023-02-27,14.0
2023-02-28,20.0
2023-03-01,10.0
2023-03-02,22.0
2023-03-03,20.0
2023-03-04,12.0
2023-03-05,32.0
2023-03-06,12.0
2023-03-07,26.0
2023-03-08,22.0
2023-03-09,10.0
2023-03-10,14.0
2023-03-11,30.0
2023-03-12,20.0
2023-03-13,16.0
2023-03-14,10.0
2023-03-15,12.0
2023-03-16,24.0
2023-03-17,12.0
2023-03-18,24.0
2023-03-19,24.0
2023-03-20,18.0
2023-03-21,22.0
2023-03-22,12.0
2023-03-23,22.0
2023-03-24,10.0
2023-03-25,26.0
2023-03-26,22.0
2023-03-27,12.0
2023-03-28,22.0
2023-03-29,14.0
2023-03-30,22.0
2023-03-31,12.0
2023-04-01,20.0
2023-04-02,14.0
2023-04-03,20.0
2023-04-04,12.0
2023-04-05,32.0
2023-04-06,16.0
2023-04-07,24.0
2023-04-08,22.0
2023-04-09,24.0
2023-04-10,14.0
2023-04-11,10.0
2023-04-12,10.0
2023-04-13,8.0
2023-04-14,10.0
2023-04-15,62.0
2023-04-16,22.0
2023-04-17,28.0
2023-04-18,44.0
2023-04-19,18.0
2023-04-20,24.0
2023-04-21,54.0
2023-04-22,62.0
2023-04-23,22.0
2023-04-24,14.0
2023-04-25,18.0
2023-04-26,22.0
2023-04-27,22.0
2023-04-28,20.0
2023-04-29,14.0
2023-04-30,18.0
2023-05-01,34.0
2023-05-02,88.0
2023-05-03,40.0
2023-05-04,78.0
2023-05-05,38.0
2023-05-06,98.0
2023-05-07,128.0
2023-05-08,38.0
2023-05-09,42.0
2023-05-10,106.0
2023-05-11,58.0
2023-05-12,156.0
2023-05-13,54.0
2023-05-14,200.0
2023-05-15,44.0
2023-05-16,24.0
2023-05-17,14.0
2023-05-18,10.0
2023-05-19,8.0
2023-05-20,8.0
2023-05-21,6.0
2023-05-22,8.0
2023-05-23,6.0
2023-05-24,6.0
2023-05-25,6.0
2023-05-26,6.0
2023-05-27,4.0
2023-05-28,6.0
2023-05-29,10.0
2023-05-30,10.0
2023-05-31,6.0
2023-06-01,6.0
2023-06-02,6.0
2023-06-03,4.0
2023-06-04,4.0
2023-06-05,4.0
2023-06-06,4.0
2023-06-07,4.0
2023-06-08,4.0
2023-06-09,4.0
2023-06-10,4.0
2023-06-11,4.0
2023-06-12,4.0
2023-06-13,6.0
2023-06-14,4.0
2023-06-15,4.0
2023-06-16,4.0
2023-06-17,4.0
2023-06-18,6.0
2023-06-19,6.0
2023-06-20,6.0
2023-06-21,6.0
2023-06-22,10.0
2023-06-23,22.0
2023-06-24,8.0
2023-06-25,8.0
2023-06-26,6.0
2023-06-27,6.0
2023-06-28,6.0
2023-06-29,10.0
2023-06-30,16.0
2023-07-01,26.0
2023-07-02,18.0
2023-07-03,14.0
2023-07-04,12.0
2023-07-05,10.0
2023-07-06,14.0
2023-07-07,10.0
2023-07-08,10.0
2023-07-09,10.0
2023-07-10,10.0
2023-07-11,8.0
2023-07-12,6.0
2023-07-13,8.0
2023-07-14,6.0
2023-07-15,6.0
2023-07-16,6.0
2023-07-17,6.0
2023-07-18,6.0
2023-07-19,6.0
2023-07-20,6.0
2023-07-21,6.0
2023-07-22,6.0
2023-07-23,6.0
2023-07-24,4.0
2023-07-25,6.0
2023-07-26,4.0
2023-07-27,6.0
2023-07-28,4.0
2023-07-29,4.0
2023-07-30,4.0
2023-07-31,4.0
2023-08-01,4.0
2023-08-02,4.0
2023-08-03,4.0
2023-08-04,4.0
2023-08-05,4.0
2023-08-06,4.0
2023-08-07,4.0
2023-08-08,4.0
2023-08-09,4.0
2023-08-10,4.0
2023-08-11,4.0
2023-08-12,4.0
2023-08-13,4.0
2023-08-14,8.0
2023-08-15,6.0
2023-08-16,6.0
2023-08-17,6.0
2023-08-18,4.0
2023-08-19,6.0
2023-08-20,4.0
2023-08-21,4.0
2023-08-22,4.0
2023-08-23,4.0
2023-08-24,4.0
2023-08-25,4.0
2023-08-26,4.0
2023-08-27,4.0
2023-08-28,4.0
2023-08-29,4.0
2023-08-30,4.0
2023-08-31,4.0
2023-09-01,4.0
2023-09-02,4.0
2023-09-03,4.0
2023-09-04,4.0
2023-09-05,2.0
2023-09-06,4.0
2023-09-07,4.0
2023-09-08,4.0
2023-09-09,2.0
2023-09-10,4.0
2023-09-11,4.0
2023-09-12,4.0
2023-09-13,4.0
2023-09-14,4.0
2023-09-15,2.0
2023-09-16,2.0
2023-09-17,4.0
2023-09-18,4.0
2023-09-19,4.0
2023-09-20,4.0
2023-09-21,4.0
2023-09-22,4.0
2023-09-23,4.0
2023-09-24,4.0
2023-09-25,4.0
2023-09-26,4.0
2023-09-27,6.0
2023-09-28,6.0
2023-09-29,6.0
2023-09-30,6.0
2023-10-01,6.0
2023-10-02,6.0
2023-10-03,6.0
2023-10-04,6.0
2023-10-05,6.0
2023-10-06,8.0
2023-10-07,6.0
2023-10-08,8.0
2023-10-09,8.0
2023-10-10,6.0
2023-10-11,8.0
2023-10-12,8.0
2023-10-13,6.0
2023-10-14,6.0
2023-10-15,6.0
2023-10-16,6.0
2023-10-17,8.0
2023-10-18,6.0
2023-10-19,8.0
2023-10-20,8.0
2023-10-21,10.0
2023-10-22,6.0
2023-10-23,6.0
2023-10-24,10.0
2023-10-25,10.0
2023-10-26,20.0
2023-10-27,38.0
2023-10-28,14.0
2023-10-29,26.0
2023-10-30,22.0
2023-10-31,28.0
2023-11-01,16.0
2023-11-02,20.0
2023-11-03,26.0
2023-11-04,32.0
2023-11-05,14.0
2023-11-06,14.0
2023-11-07,28.0
2023-11-08,18.0
2023-11-09,40.0
2023-11-10,16.0
2023-11-11,30.0
2023-11-12,24.0
2023-11-13,32.0
2023-11-14,18.0
2023-11-15,40.0
2023-11-16,32.0
2023-11-17,12.0
2023-11-18,26.0
2023-11-19,22.0
2023-11-20,12.0
2023-11-21,16.0
2023-11-22,32.0
2023-11-23,18.0
2023-11-24,10.0
2023-11-25,18.0
2023-11-26,18.0
2023-11-27,14.0
2023-11-28,26.0
2023-11-29,14.0
2023-11-30,18.0
2023-12-01,10.0
2023-12-02,26.0
2023-12-03,8.0
2023-12-04,6.0
2023-12-05,8.0
2023-12-06,10.0
2023-12-07,18.0
2023-12-08,12.0
2023-12-09,20.0
2023-12-10,8.0
2023-12-11,10.0
2023-12-12,18.0
2023-12-13,12.0
2023-12-14,16.0
2023-12-15,10.0
2023-12-16,22.0
2023-12-17,20.0
2023-12-18,10.0
2023-12-19,18.0
2023-12-20,12.0
2023-12-21,26.0
2023-12-22,16.0
2023-12-23,28.0
2023-12-24,12.0
2023-12-25,13.666666666666666
2023-12-26,25.666666666666664
2023-12-27,12.0
2023-12-28,17.666666666666664
2023-12-29,12.0
2023-12-30,24.0
2023-12-31,17.666666666666664
2024-01-01,8.666666666666666
2024-01-02,12.0
2024-01-03,22.333333333333332
2024-01-04,10.333333333333332
2024-01-05,13.666666666666666
2024-01-06,28.666666666666664
2024-01-07,17.666666666666664
2024-01-08,8.0
2024-01-09,8.666666666666666
2024-01-10,9.666666666666666
2024-01-11,18.333333333333332
2024-01-12,11.333333333333332
2024-01-13,20.0
2024-01-14,8.0
2024-01-15,17.666666666666664
2024-01-16,14.333333333333332
2024-01-17,28.0
2024-01-18,10.333333333333332
2024-01-19,12.0
2024-01-20,24.0
2024-01-21,17.333333333333332
2024-01-22,12.0
2024-01-23,40.0
2024-01-24,13.333333333333332
2024-01-25,14.666666666666666
2024-01-26,18.666666666666664
2024-01-27,21.333333333333332
2024-01-28,20.0
2024-01-29,10.666666666666666
2024-01-30,18.666666666666664
2024-01-31,20.0
2024-02-01,10.666666666666666
2024-02-02,20.0
2024-02-03,16.0
2024-02-04,16.0
2024-02-05,10.666666666666666
2024-02-06,13.333333333333332
2024-02-07,13.333333333333332
2024-02-08,40.0
2024-02-09,20.0
2024-02-10,24.0
2024-02-11,18.666666666666664
2024-02-12,10.666666666666666
2024-02-13,17.333333333333332
2024-02-14,12.0
2024-02-15,14.666666666666666
2024-02-16,6.666666666666666
2024-02-17,6.666666666666666
2024-02-18,5.333333333333333
2024-02-19,6.666666666666666
2024-02-20,6.666666666666666
2024-02-21,8.0
2024-02-22,10.666666666666666
2024-02-23,20.0
2024-02-24,22.666666666666664
2024-02-25,21.333333333333332
2024-02-26,6.666666666666666
2024-02-27,8.0
2024-02-28,13.333333333333332
2024-02-29,6.666666666666666
2024-03-01,9.333333333333332
2024-03-02,14.666666666666666
2024-03-03,18.666666666666664
2024-03-04,8.0
2024-03-05,8.0
2024-03-06,14.666666666666666
2024-03-07,12.0
2024-03-08,8.0
2024-03-09,13.333333333333332
2024-03-10,10.666666666666666
2024-03-11,12.0
2024-03-12,9.333333333333332
2024-03-13,10.666666666666666
2024-03-14,6.666666666666666
2024-03-15,10.666666666666666
2024-03-16,9.333333333333332
2024-03-17,12.0
2024-03-18,9.333333333333332
2024-03-19,13.333333333333332
2024-03-20,8.0
2024-03-21,10.666666666666666
2024-03-22,6.666666666666666
2024-03-23,12.0
2024-03-24,13.333333333333332
2024-03-25,8.0
2024-03-26,9.333333333333332
2024-03-27,9.333333333333332
2024-03-28,16.0
2024-03-29,6.666666666666666
2024-03-30,10.666666666666666
2024-03-31,9.333333333333332
2024-04-01,10.666666666666666
2024-04-02,13.333333333333332
2024-04-03,24.0
2024-04-04,10.666666666666666
2024-04-05,21.333333333333332
2024-04-06,13.333333333333332
2024-04-07,24.0
2024-04-08,20.0
2024-04-09,13.333333333333332
2024-04-10,20.0
2024-04-11,13.333333333333332
2024-04-12,18.666666666666664
2024-04-13,33.33333333333333
2024-04-14,38.666666666666664
2024-04-15,14.666666666666666
2024-04-16,10.666666666666666
2024-04-17,34.666666666666664
2024-04-18,72.0
2024-04-19,16.0
2024-04-20,49.33333333333333
2024-04-21,57.33333333333333
2024-04-22,32.0
2024-04-23,57.33333333333333
2024-04-24,20.0
2024-04-25,30.666666666666664
2024-04-26,62.666666666666664
2024-04-27,22.666666666666664
2024-04-28,94.66666666666666
2024-04-29,20.0
2024-04-30,33.33333333333333
2024-05-01,93.33333333333333
2024-05-02,41.33333333333333
2024-05-03,133.33333333333331
2024-05-04,10.666666666666666
2024-05-05,6.666666666666666
2024-05-06,6.666666666666666
2024-05-07,5.333333333333333
2024-05-08,4.0
2024-05-09,5.333333333333333
2024-05-10,4.0
2024-05-11,4.0
2024-05-12,5.333333333333333
2024-05-13,4.0
2024-05-14,4.0
2024-05-15,4.0
2024-05-16,2.6666666666666665
2024-05-17,2.6666666666666665
2024-05-18,4.0
2024-05-19,4.0
2024-05-20,4.0
2024-05-21,2.6666666666666665
2024-05-22,4.0
2024-05-23,2.6666666666666665
2024-05-24,2.6666666666666665
2024-05-25,2.6666666666666665
2024-05-26,4.0
2024-05-27,2.6666666666666665
2024-05-28,4.0
2024-05-29,4.0
2024-05-30,4.0
2024-05-31,4.0
2024-06-01,4.0
2024-06-02,4.0
2024-06-03,2.6666666666666665
2024-06-04,2.6666666666666665
2024-06-05,2.6666666666666665
2024-06-06,2.6666666666666665
2024-06-07,2.6666666666666665
2024-06-08,2.6666666666666665
2024-06-09,2.6666666666666665
2024-06-10,2.6666666666666665
2024-06-11,2.6666666666666665
2024-06-12,2.6666666666666665
2024-06-13,2.6666666666666665
2024-06-14,2.6666666666666665
2024-06-15,4.0
2024-06-16,2.6666666666666665
2024-06-17,4.0
2024-06-18,5.333333333333333
2024-06-19,4.0
2024-06-20,4.0
2024-06-21,5.333333333333333
2024-06-22,4.0
2024-06-23,5.333333333333333
2024-06-24,5.333333333333333
2024-06-25,5.333333333333333
2024-06-26,12.0
2024-06-27,28.0
2024-06-28,12.0
2024-06-29,12.0
2024-06-30,16.0
2024-07-01,45.33333333333333
2024-07-02,18.666666666666664
2024-07-03,14.666666666666666
2024-07-04,12.0
2024-07-05,10.666666666666666
2024-07-06,14.666666666666666
2024-07-07,13.333333333333332
2024-07-08,14.666666666666666
2024-07-09,16.0
2024-07-10,10.666666666666666
2024-07-11,8.0
2024-07-12,8.0
2024-07-13,9.333333333333332
2024-07-14,6.666666666666666
2024-07-15,5.333333333333333
2024-07-16,5.333333333333333
2024-07-17,5.333333333333333
2024-07-18,5.333333333333333
2024-07-19,5.333333333333333
2024-07-20,6.666666666666666
2024-07-21,5.333333333333333
2024-07-22,4.0
2024-07-23,5.333333333333333
2024-07-24,5.333333333333333
2024-07-25,4.0
2024-07-26,4.0
2024-07-27,4.0
2024-07-28,4.0
2024-07-29,2.6666666666666665
2024-07-30,4.0
2024-07-31,4.0
2024-08-01,2.6666666666666665
2024-08-02,2.6666666666666665
2024-08-03,2.6666666666666665
2024-08-04,2.6666666666666665
2024-08-05,2.6666666666666665
2024-08-06,2.6666666666666665
2024-08-07,4.0
2024-08-08,2.6666666666666665
2024-08-09,2.6666666666666665
2024-08-10,2.6666666666666665
2024-08-11,2.6666666666666665
2024-08-12,2.6666666666666665
2024-08-13,2.6666666666666665
2024-08-14,2.6666666666666665
2024-08-15,4.0
2024-08-16,4.0
2024-08-17,2.6666666666666665
2024-08-18,5.185185185185185
2024-08-19,4.222222222222222
2024-08-20,3.7777777777777777
2024-08-21,2.814814814814815
2024-08-22,2.814814814814815
2024-08-23,2.6666666666666665
2024-08-24,2.6666666666666665
2024-08-25,2.814814814814815
2024-08-26,2.814814814814815
2024-08-27,2.962962962962963
2024-08-28,2.518518518518518
2024-08-29,2.814814814814815
2024-08-30,2.518518518518518
2024-08-31,2.6666666666666665
2024-09-01,2.814814814814815
2024-09-02,2.6666666666666665
2024-09-03,2.6666666666666665
2024-09-04,3.7777777777777777
2024-09-05,2.814814814814815
2024-09-06,2.6666666666666665
2024-09-07,2.518518518518518
2024-09-08,2.6666666666666665
2024-09-09,2.518518518518518
2024-09-10,1.7037037037037037
2024-09-11,1.7037037037037037
2024-09-12,2.814814814814815
2024-09-13,2.814814814814815
2024-09-14,2.6666666666666665
2024-09-15,2.518518518518518
2024-09-16,1.7037037037037037
2024-09-17,2.962962962962963
2024-09-18,5.925925925925926
2024-09-19,5.333333333333333
2024-09-20,4.7407407407407405
2024-09-21,2.962962962962963
2024-09-22,2.962962962962963
2024-09-23,2.6666666666666665
2024-09-24,2.6666666666666665
2024-09-25,2.962962962962963
2024-09-26,3.259259259259259
2024-09-27,3.259259259259259
2024-09-28,3.8518518518518516
2024-09-29,2.962962962962963
2024-09-30,4.7407407407407405
2024-10-01,4.148148148148148
2024-10-02,4.148148148148148
2024-10-03,3.5555555555555554
2024-10-04,3.8518518518518516
2024-10-05,4.148148148148148
2024-10-06,4.148148148148148
2024-10-07,7.4074074074074066
2024-10-08,8.592592592592592
2024-10-09,4.444444444444445
2024-10-10,5.62962962962963
2024-10-11,8.592592592592592
2024-10-12,10.37037037037037
2024-10-13,7.4074074074074066
2024-10-14,6.814814814814815
2024-10-15,8.0
2024-10-16,7.111111111111111
2024-10-17,7.4074074074074066
2024-10-18,5.62962962962963
2024-10-19,6.518518518518518
2024-10-20,5.62962962962963
2024-10-21,6.814814814814815
2024-10-22,9.777777777777777
2024-10-23,19.555555555555554
2024-10-24,27.85185185185185
2024-10-25,10.666666666666666
2024-10-26,16.0
2024-10-27,18.666666666666664
2024-10-28,10.074074074074073
2024-10-29,9.185185185185185
2024-10-30,11.555555555555555
2024-10-31,14.222222222222221
2024-11-01,9.481481481481481
2024-11-02,13.037037037037036
2024-11-03,13.925925925925926
2024-11-04,7.703703703703703
2024-11-05,14.518518518518517
2024-11-06,5.925925925925926
2024-11-07,15.407407407407407
2024-11-08,8.0
2024-11-09,17.48148148148148
2024-11-10,9.481481481481481
2024-11-11,16.88888888888889
2024-11-12,13.333333333333332
2024-11-13,29.629629629629626
2024-11-14,21.925925925925924
2024-11-15,10.666666666666666
2024-11-16,18.962962962962962
2024-11-17,9.185185185185185
2024-11-18,9.777777777777777
2024-11-19,20.148148148148145
2024-11-20,11.851851851851851
2024-11-21,26.37037037037037
2024-11-22,13.925925925925926
2024-11-23,26.666666666666664
2024-11-24,14.814814814814813
2024-11-25,15.703703703703702
2024-11-26,9.185185185185185
2024-11-27,11.25925925925926
2024-11-28,19.85185185185185
2024-11-29,8.0
2024-11-30,10.074074074074073
2024-12-01,14.222222222222221
2024-12-02,8.0
2024-12-03,9.481481481481481
2024-12-04,19.85185185185185
2024-12-05,16.0
2024-12-06,9.777777777777777
2024-12-07,18.37037037037037
2024-12-08,16.59259259259259
2024-12-09,7.4074074074074066
2024-12-10,7.111111111111111
2024-12-11,8.0
2024-12-12,8.0
2024-12-13,9.777777777777777
2024-12-14,19.555555555555554
2024-12-15,7.111111111111111
2024-12-16,7.111111111111111
2024-12-17,10.962962962962962
2024-12-18,6.518518518518518
2024-12-19,7.703703703703703
2024-12-20,10.074074074074073
2024-12-21,17.48148148148148
2024-12-22,11.555555555555555
2024-12-23,8.592592592592592
2024-12-24,20.444444444444443
2024-12-25,21.62962962962963
2024-12-26,21.333333333333332
2024-12-27,8.296296296296296
2024-12-28,8.88888888888889
2024-12-29,17.48148148148148
2024-12-30,8.592592592592592
2024-12-31,17.185185185185183
2025-01-01,8.88888888888889
2025-01-02,16.59259259259259
2025-01-03,15.407407407407407
2025-01-04,10.37037037037037
2025-01-05,12.444444444444443
2025-01-06,9.185185185185185
2025-01-07,14.222222222222221
2025-01-08,8.0
2025-01-09,11.851851851851851
2025-01-10,9.481481481481481
2025-01-11,12.444444444444443
2025-01-12,17.48148148148148
2025-01-13,13.925925925925926
2025-01-14,10.074074074074073
2025-01-15,16.88888888888889
2025-01-16,15.407407407407407
2025-01-17,7.111111111111111
2025-01-18,7.111111111111111
2025-01-19,9.777777777777777
2025-01-20,7.703703703703703
2025-01-21,8.0
2025-01-22,10.962962962962962
2025-01-23,6.222222222222221
2025-01-24,8.88888888888889
2025-01-25,16.59259259259259
2025-01-26,10.37037037037037
2025-01-27,6.222222222222221
2025-01-28,11.25925925925926
2025-01-29,21.037037037037035
2025-01-30,12.444444444444443
2025-01-31,10.074074074074073
2025-02-01,15.407407407407407
2025-02-02,15.703703703703702
2025-02-03,16.59259259259259
2025-02-04,16.0
2025-02-05,25.48148148148148
2025-02-06,21.62962962962963
2025-02-07,9.777777777777777
2025-02-08,15.703703703703702
2025-02-09,12.74074074074074
2025-02-10,5.925925925925926
2025-02-11,9.185185185185185
2025-02-12,16.0
2025-02-13,10.074074074074073
2025-02-14,6.222222222222221
2025-02-15,5.037037037037036
2025-02-16,5.037037037037036
2025-02-17,4.7407407407407405
2025-02-18,5.037037037037036
2025-02-19,5.333333333333333
