Time,messi
2025-02-15,51.57142857142858
2025-02-16,44.785714285714285
2025-02-17,44.785714285714285
2025-02-18,50.214285714285715
2025-02-19,55.642857142857146
2025-02-20,78.71428571428572
2025-02-21,57.0
2025-02-22,50.214285714285715
2025-02-23,63.78571428571429
2025-02-24,55.642857142857146
2025-02-25,57.0
2025-02-26,70.57142857142857
2025-02-27,57.0
2025-02-28,61.07142857142858
2025-03-01,47.5
2025-03-02,61.07142857142858
2025-03-03,62.42857142857143
2025-03-04,52.92857142857143
2025-03-05,50.214285714285715
2025-03-06,52.92857142857143
2025-03-07,58.35714285714286
2025-03-08,47.5
2025-03-09,62.42857142857143
2025-03-10,50.214285714285715
2025-03-11,50.214285714285715
2025-03-12,58.35714285714286
2025-03-13,59.714285714285715
2025-03-14,61.07142857142858
2025-03-15,51.57142857142858
2025-03-16,65.14285714285714
2025-03-17,65.14285714285714
2025-03-18,55.642857142857146
2025-03-19,51.57142857142858
2025-03-20,52.92857142857143
2025-03-21,55.642857142857146
2025-03-22,51.57142857142858
2025-03-23,50.214285714285715
2025-03-24,57.0
2025-03-25,58.35714285714286
2025-03-26,76.0
2025-03-27,57.0
2025-03-28,57.0
2025-03-29,62.42857142857143
2025-03-30,65.14285714285714
2025-03-31,51.57142857142858
2025-04-01,55.642857142857146
2025-04-02,57.0
2025-04-03,61.07142857142858
2025-04-04,54.28571428571429
2025-04-05,50.214285714285715
2025-04-06,52.92857142857143
2025-04-07,55.642857142857146
2025-04-08,51.57142857142858
2025-04-09,57.0
2025-04-10,71.92857142857143
2025-04-11,58.35714285714286
2025-04-12,57.0
2025-04-13,80.07142857142857
2025-04-14,52.92857142857143
2025-04-15,51.46703296703298
2025-04-16,52.858974358974365
2025-04-17,54.25091575091576
2025-04-18,57.03479853479854
2025-04-19,70.95421245421247
2025-04-20,63.28113553113554
2025-04-21,49.39652014652015
2025-04-22,51.46703296703298
2025-04-23,51.46703296703298
2025-04-24,54.25091575091576
2025-04-25,52.858974358974365
2025-04-26,53.57234432234433
2025-04-27,60.49725274725276
2025-04-28,55.64285714285715
2025-04-29,55.64285714285715
2025-04-30,63.9945054945055
2025-05-01,70.95421245421247
2025-05-02,57.03479853479854
2025-05-03,54.25091575091576
2025-05-04,61.210622710622715
2025-05-05,66.06501831501832
2025-05-06,69.56227106227107
2025-05-07,70.2408424908425
2025-05-08,55.64285714285715
2025-05-09,57.03479853479854
2025-05-10,61.210622710622715
2025-05-11,68.17032967032968
2025-05-12,69.56227106227107
2025-05-13,69.56227106227107
2025-05-14,75.80860805860806
2025-05-15,74.1904761904762
2025-05-16,65.63003663003664
2025-05-17,51.36263736263737
2025-05-18,62.77655677655679
2025-05-19,62.77655677655679
2025-05-20,52.7893772893773
2025-05-21,49.935897435897445
2025-05-22,55.64285714285715
2025-05-23,47.08241758241759
2025-05-24,49.935897435897445
2025-05-25,61.34981684981686
2025-05-26,47.08241758241759
2025-05-27,55.64285714285715
2025-05-28,51.36263736263737
2025-05-29,55.64285714285715
2025-05-30,51.36263736263737
2025-05-31,61.34981684981686
2025-06-01,75.61721611721613
2025-06-02,52.7893772893773
2025-06-03,52.7893772893773
2025-06-04,52.7893772893773
2025-06-05,59.923076923076934
2025-06-06,64.20329670329672
2025-06-07,59.923076923076934
2025-06-08,89.8846153846154
2025-06-09,82.75091575091577
2025-06-10,62.77655677655679
2025-06-11,82.75091575091577
2025-06-12,57.06959706959708
2025-06-13,55.64285714285715
2025-06-14,67.05677655677657
2025-06-15,92.73809523809526
2025-06-16,55.64285714285715
2025-06-17,54.216117216117226
2025-06-18,47.08241758241759
2025-06-19,79.89743589743591
2025-06-20,88.45787545787547
2025-06-21,64.20329670329672
2025-06-22,59.923076923076934
2025-06-23,67.05677655677657
2025-06-24,126.9798534798535
2025-06-25,82.75091575091577
2025-06-26,59.923076923076934
2025-06-27,62.77655677655679
2025-06-28,64.20329670329672
2025-06-29,109.85897435897438
2025-06-30,68.4835164835165
2025-07-01,51.36263736263737
2025-07-02,48.50915750915752
2025-07-03,49.935897435897445
2025-07-04,48.50915750915752
2025-07-05,54.216117216117226
2025-07-06,72.76373626373628
2025-07-07,48.50915750915752
2025-07-08,51.36263736263737
2025-07-09,61.34981684981686
2025-07-10,68.4835164835165
2025-07-11,52.7893772893773
2025-07-12,57.06959706959708
2025-07-13,98.44505494505496
2025-07-14,52.7893772893773
2025-07-15,47.08241758241759
2025-07-16,57.06959706959708
2025-07-17,68.4835164835165
2025-07-18,47.08241758241759
2025-07-19,77.04395604395606
2025-07-20,136.967032967033
2025-07-21,72.76373626373628
2025-07-22,71.33699633699635
2025-07-23,75.61721611721613
2025-07-24,71.33699633699635
2025-07-25,67.05677655677657
2025-07-26,87.03113553113555
2025-07-27,77.04395604395606
2025-07-28,81.32417582417584
2025-07-29,81.32417582417584
2025-07-30,89.8846153846154
2025-07-31,91.31135531135533
2025-08-01,59.923076923076934
2025-08-02,55.64285714285715
2025-08-03,88.45787545787547
2025-08-04,54.216117216117226
2025-08-05,52.7893772893773
2025-08-06,54.216117216117226
2025-08-07,59.923076923076934
2025-08-08,52.7893772893773
2025-08-09,55.64285714285715
2025-08-10,65.63003663003664
2025-08-11,58.49633699633701
2025-08-12,48.50915750915752
2025-08-13,45.655677655677664
2025-08-14,44.22893772893774
2025-08-15,45.655677655677664
2025-08-16,51.36263736263737
2025-08-17,59.923076923076934
2025-08-18,39.948717948717956
2025-08-19,42.80219780219781
2025-08-20,54.216117216117226
2025-08-21,59.923076923076934
2025-08-22,42.80219780219781
2025-08-23,52.7893772893773
2025-08-24,49.935897435897445
2025-08-25,38.52197802197803
2025-08-26,42.80219780219781
2025-08-27,51.36263736263737
2025-08-28,64.20329670329672
2025-08-29,54.216117216117226
2025-08-30,47.08241758241759
2025-08-31,62.77655677655679
2025-09-01,78.47069597069599
2025-09-02,45.655677655677664
2025-09-03,49.935897435897445
2025-09-04,67.05677655677657
2025-09-05,124.12637362637365
2025-09-06,74.1904761904762
2025-09-07,57.06959706959708
2025-09-08,51.36263736263737
2025-09-09,54.216117216117226
2025-09-10,52.7893772893773
2025-09-11,45.655677655677664
2025-09-12,48.50915750915752
2025-09-13,45.655677655677664
2025-09-14,52.7893772893773
2025-09-15,48.50915750915752
2025-09-16,48.50915750915752
2025-09-17,54.216117216117226
2025-09-18,54.216117216117226
2025-09-19,49.935897435897445
2025-09-20,47.08241758241759
2025-09-21,49.935897435897445
2025-09-22,64.20329670329672
2025-09-23,54.216117216117226
2025-09-24,57.06959706959708
2025-09-25,69.91025641025642
2025-09-26,58.49633699633701
2025-09-27,48.50915750915752
2025-09-28,45.655677655677664
2025-09-29,51.36263736263737
2025-09-30,48.50915750915752
2025-10-01,51.36263736263737
2025-10-02,42.80219780219781
2025-10-03,49.935897435897445
2025-10-04,39.948717948717956
2025-10-05,47.08241758241759
2025-10-06,45.655677655677664
2025-10-07,48.50915750915752
2025-10-08,48.50915750915752
2025-10-09,52.7893772893773
2025-10-10,48.50915750915752
2025-10-11,48.50915750915752
2025-10-12,62.77655677655679
2025-10-13,44.22893772893774
2025-10-14,49.935897435897445
2025-10-15,55.64285714285715
2025-10-16,49.935897435897445
2025-10-17,45.655677655677664
2025-10-18,49.935897435897445
2025-10-19,74.1904761904762
2025-10-20,49.935897435897445
2025-10-21,44.22893772893774
2025-10-22,39.948717948717956
2025-10-23,65.63003663003664
2025-10-24,61.34981684981686
2025-10-25,68.4835164835165
2025-10-26,49.935897435897445
2025-10-27,58.49633699633701
2025-10-28,51.36263736263737
2025-10-29,47.08241758241759
2025-10-30,59.923076923076934
2025-10-31,45.655677655677664
2025-11-01,48.50915750915752
2025-11-02,54.216117216117226
2025-11-03,44.22893772893774
2025-11-04,41.37545787545788
2025-11-05,44.22893772893774
2025-11-06,48.50915750915752
2025-11-07,52.7893772893773
2025-11-08,49.935897435897445
2025-11-09,72.76373626373628
2025-11-10,62.77655677655679
2025-11-11,65.63003663003664
2025-11-12,62.77655677655679
2025-11-13,59.923076923076934
2025-11-14,64.20329670329672
2025-11-15,51.36263736263737
2025-11-16,51.36263736263737
2025-11-17,49.935897435897445
2025-11-18,47.08241758241759
2025-11-19,57.06959706959708
2025-11-20,62.77655677655679
2025-11-21,59.923076923076934
2025-11-22,51.36263736263737
2025-11-23,62.77655677655679
2025-11-24,75.61721611721613
2025-11-25,59.923076923076934
2025-11-26,52.7893772893773
2025-11-27,52.7893772893773
2025-11-28,55.64285714285715
2025-11-29,61.34981684981686
2025-11-30,92.73809523809526
2025-12-01,62.77655677655679
2025-12-02,58.49633699633701
2025-12-03,52.7893772893773
2025-12-04,58.49633699633701
2025-12-05,71.33699633699635
2025-12-06,142.6739926739927
2025-12-07,122.69963369963372
2025-12-08,81.32417582417584
2025-12-09,82.75091575091577
2025-12-10,75.61721611721613
2025-12-11,72.9113300492611
2025-12-12,76.674971580144
2025-12-13,126.80766073007453
2025-12-14,127.61942655046104
2025-12-15,94.16483516483518
2025-12-16,81.25037893141342
2025-12-17,81.25037893141342
2025-12-18,75.96160161677403
2025-12-19,63.04714538335229
2025-12-20,61.52200959959582
2025-12-21,56.94660224832639
2025-12-22,47.08241758241759
2025-12-23,50.132689149930535
2025-12-24,53.89633068081345
2025-12-25,56.94660224832639
2025-12-26,50.8460591133005
2025-12-27,53.182960717443486
2025-12-28,48.60755336617406
2025-12-29,47.08241758241759
2025-12-30,47.08241758241759
2025-12-31,44.03214601490464
2026-01-01,44.03214601490464
2026-01-02,44.03214601490464
2026-01-03,48.60755336617406
2026-01-04,44.03214601490464
2026-01-05,39.45673866363522
2026-01-06,44.84391183529115
2026-01-07,53.182960717443486
2026-01-08,59.99687381583934
2026-01-09,54.70809650119996
2026-01-10,53.57654414550967
2026-01-11,58.44713906782873
2026-01-12,55.20007578628269
2026-01-13,61.69420234937477
2026-01-14,53.57654414550967
2026-01-15,51.95301250473665
2026-01-16,45.45888594164457
2026-01-17,47.08241758241759
2026-01-18,47.08241758241759
2026-01-19,40.58829101932551
2026-01-20,50.329480863963624
2026-01-21,50.329480863963624
2026-01-22,51.95301250473665
2026-01-23,50.329480863963624
2026-01-24,47.08241758241759
2026-01-25,45.45888594164457
2026-01-26,40.58829101932551
2026-01-27,40.58829101932551
2026-01-28,43.83535430087154
2026-01-29,42.21182266009853
2026-01-30,43.83535430087154
2026-01-31,47.08241758241759
2026-02-01,50.329480863963624
2026-02-02,47.08241758241759
2026-02-03,51.95301250473665
2026-02-04,53.57654414550967
2026-02-05,61.69420234937477
2026-02-06,48.70594922319061
2026-02-07,48.70594922319061
2026-02-08,61.69420234937477
2026-02-09,51.95301250473665
2026-02-10,48.70594922319061
2026-02-11,48.70594922319061
2026-02-12,50.329480863963624
2026-02-13,53.57654414550967
2026-02-14,48.70594922319061
2026-02-15,48.70594922319061
2026-02-16,53.57654414550967
2026-02-17,60.07067070860175
2026-02-18,50.329480863963624
2026-02-19,47.08241758241759
2026-02-20,48.70594922319061
2026-02-21,66.56479727169383
2026-02-22,71.43539219401289
2026-02-23,50.329480863963624
2026-02-24,50.329480863963624
2026-02-25,55.20007578628269
2026-02-26,58.44713906782873
2026-02-27,64.94126563092081
2026-02-28,55.20007578628269
2026-03-01,50.329480863963624
2026-03-02,76.30598711633195
2026-03-03,55.20007578628269
2026-03-04,53.57654414550967
2026-03-05,69.81186055323987
2026-03-06,105.52955665024632
2026-03-07,87.67070860174309
2026-03-08,81.17658203865102
2026-03-09,55.20007578628269
2026-03-10,51.95301250473665
2026-03-11,51.95301250473665
2026-03-12,53.57654414550967
2026-03-13,45.45888594164457
2026-03-14,61.69420234937477
2026-03-15,64.94126563092081
2026-03-16,42.21182266009853
2026-03-17,48.70594922319061
2026-03-18,55.20007578628269
2026-03-19,81.17658203865102
2026-03-20,58.44713906782873
2026-03-21,58.44713906782873
2026-03-22,66.56479727169383
2026-03-23,53.57654414550967
2026-03-24,47.08241758241759
2026-03-25,47.08241758241759
2026-03-26,47.08241758241759
2026-03-27,50.329480863963624
2026-03-28,48.70594922319061
2026-03-29,50.329480863963624
2026-03-30,43.83535430087154
2026-03-31,50.329480863963624
2026-04-01,68.18832891246686
2026-04-02,74.68245547555892
2026-04-03,74.68245547555892
2026-04-04,68.18832891246686
2026-04-05,73.05892383478592
2026-04-06,55.20007578628269
2026-04-07,60.07067070860175
2026-04-08,56.823607427055705
2026-04-09,60.07067070860175
2026-04-10,56.823607427055705
2026-04-11,60.07067070860175
2026-04-12,64.94126563092081
2026-04-13,51.95301250473665
2026-04-14,56.823607427055705
2026-04-15,60.07067070860175
2026-04-16,68.18832891246686
2026-04-17,77.92951875710497
2026-04-18,92.54130352406216
2026-04-19,81.17658203865102
2026-04-20,60.07067070860175
2026-04-21,61.69420234937477
2026-04-22,61.69420234937477
2026-04-23,69.81186055323987
2026-04-24,51.95301250473665
2026-04-25,56.823607427055705
2026-04-26,61.69420234937477
2026-04-27,50.329480863963624
2026-04-28,51.95301250473665
2026-04-29,51.95301250473665
2026-04-30,53.57654414550967
2026-05-01,51.95301250473665
2026-05-02,56.823607427055705
2026-05-03,76.30598711633195
2026-05-04,56.823607427055705
2026-05-05,53.57654414550967
2026-05-06,56.823607427055705
2026-05-07,58.44713906782873
2026-05-08,55.20007578628269
2026-05-09,76.30598711633195
2026-05-10,77.92951875710497
2026-05-11,63.31773399014779
2026-05-12,64.94126563092081
2026-05-13,64.94126563092081
2026-05-14,95.78836680560819
2026-05-15,71.43539219401289
2026-05-16,76.30598711633195
2026-05-17,84.42364532019705
2026-05-18,92.54130352406216
2026-05-19,87.67070860174309
2026-05-20,81.17658203865102
2026-05-21,81.17658203865102
2026-05-22,95.78836680560819
2026-05-23,89.29424024251611
2026-05-24,97.41189844638122
2026-05-25,162.35316407730204
2026-05-26,103.9060250094733
2026-05-27,87.67070860174309
2026-05-28,89.29424024251611
2026-05-29,97.41189844638122
2026-05-30,105.52955665024632
2026-05-31,102.28249336870027
