Time,SP500,NASDAQ100,DOWJONES,RUSSELL2000
2022-01-03,36585.05859375,4796.56005859375,16501.76953125,2272.56005859375
2022-01-04,36799.6484375,4793.5400390625,16279.73046875,2268.8701171875
2022-01-05,36407.109375,4700.580078125,15771.7802734375,2194.0
2022-01-06,36236.46875,4696.0498046875,15765.3603515625,2206.3701171875
2022-01-07,36231.66015625,4677.02978515625,15592.1904296875,2179.81005859375
2022-01-10,36068.87109375,4670.2900390625,15614.4296875,2171.14990234375
2022-01-11,36252.01953125,4713.06982421875,15844.1201171875,2194.0
2022-01-12,36290.3203125,4726.35009765625,15905.099609375,2176.06005859375
2022-01-13,36113.62109375,4659.02978515625,15495.6201171875,2159.43994140625
2022-01-14,35911.80859375,4662.85009765625,15611.58984375,2162.4599609375
2022-01-18,35368.46875,4577.10986328125,15210.759765625,2096.22998046875
2022-01-19,35028.6484375,4532.759765625,15047.83984375,2062.780029296875
2022-01-20,34715.390625,4482.72998046875,14846.4599609375,2024.0400390625
2022-01-21,34265.37109375,4397.93994140625,14438.400390625,1987.9200439453125
2022-01-24,34364.5,4410.1298828125,14509.580078125,2033.510009765625
2022-01-25,34297.73046875,4356.4501953125,14149.1201171875,2004.030029296875
2022-01-26,34168.08984375,4349.93017578125,14172.759765625,1976.4599609375
2022-01-27,34160.78125,4326.509765625,14003.1103515625,1931.2900390625
2022-01-28,34725.46875,4431.85009765625,14454.6103515625,1968.510009765625
2022-01-31,35131.859375,4515.5498046875,14930.0498046875,2028.449951171875
2022-02-01,35405.23828125,4546.5400390625,15019.6796875,2050.739990234375
2022-02-02,35629.328125,4589.3798828125,15139.740234375,2029.52001953125
2022-02-03,35111.16015625,4477.43994140625,14501.1103515625,1991.030029296875
2022-02-04,35089.73828125,4500.52978515625,14694.349609375,2002.3599853515625
2022-02-07,35091.12890625,4483.8701171875,14571.25,2012.5999755859375
2022-02-08,35462.78125,4521.5400390625,14747.0302734375,2045.3699951171875
2022-02-09,35768.05859375,4587.18017578125,15056.9599609375,2083.5
2022-02-10,35241.58984375,4504.080078125,14705.6396484375,2051.159912109375
2022-02-11,34738.05859375,4418.64013671875,14253.83984375,2030.1500244140625
2022-02-14,34566.171875,4401.669921875,14268.58984375,2020.7900390625
2022-02-15,34988.83984375,4471.06982421875,14620.8203125,2076.4599609375
2022-02-16,34934.26953125,4475.009765625,14603.6396484375,2079.31005859375
2022-02-17,34312.03125,4380.259765625,14171.740234375,2028.0899658203125
2022-02-18,34079.1796875,4348.8701171875,14009.5400390625,2009.3299560546875
2022-02-22,33596.609375,4304.759765625,13870.5302734375,1980.1700439453125
2022-02-23,33131.76171875,4225.5,13509.4296875,1944.0899658203125
2022-02-24,33223.828125,4288.7001953125,13974.669921875,1996.010009765625
2022-02-25,34058.75,4384.64990234375,14189.16015625,2040.9300537109375
2022-02-28,33892.6015625,4373.93994140625,14237.8095703125,2048.090087890625
2022-03-01,33294.94921875,4306.259765625,14005.990234375,2008.510009765625
2022-03-02,33891.3515625,4386.5400390625,14243.6904296875,2058.8701171875
2022-03-03,33794.66015625,4363.490234375,14035.2099609375,2032.4100341796875
2022-03-04,33614.80078125,4328.8701171875,13837.830078125,2000.9000244140625
2022-03-07,32817.37890625,4201.08984375,13319.3798828125,1951.3299560546875
2022-03-08,32632.640625,4170.7001953125,13267.6103515625,1963.010009765625
2022-03-09,33286.25,4277.8798828125,13742.2001953125,2016.2900390625
2022-03-10,33174.0703125,4259.52001953125,13591.0,2011.6700439453125
2022-03-11,32944.19140625,4204.31005859375,13301.830078125,1979.6700439453125
2022-03-14,32945.23828125,4173.10986328125,13046.6396484375,1941.719970703125
2022-03-15,33544.33984375,4262.4501953125,13458.5595703125,1968.969970703125
2022-03-16,34063.1015625,4357.85986328125,13956.7900390625,2030.719970703125
2022-03-17,34480.76171875,4411.669921875,14118.599609375,2065.02001953125
2022-03-18,34754.9296875,4463.1201171875,14420.080078125,2086.139892578125
2022-03-21,34552.98828125,4461.18017578125,14376.08984375,2065.93994140625
2022-03-22,34807.4609375,4511.60986328125,14654.330078125,2088.340087890625
2022-03-23,34358.5,4456.240234375,14447.5498046875,2052.2099609375
2022-03-24,34707.94140625,4520.16015625,14765.6904296875,2075.43994140625
2022-03-25,34861.23828125,4543.06005859375,14754.3095703125,2077.97998046875
2022-03-28,34955.890625,4575.52001953125,14987.400390625,2078.06005859375
2022-03-29,35294.19140625,4631.60009765625,15239.3203125,2133.10009765625
2022-03-30,35228.80859375,4602.4501953125,15071.5498046875,2091.070068359375
2022-03-31,34678.3515625,4530.41015625,14838.490234375,2070.1298828125
2022-04-01,34818.26953125,4545.85986328125,14861.2099609375,2091.110107421875
2022-04-04,34921.87890625,4582.64013671875,15159.580078125,2095.43994140625
2022-04-05,34641.1796875,4525.1201171875,14820.6396484375,2046.0400390625
2022-04-06,34496.51171875,4481.14990234375,14498.8896484375,2016.93994140625
2022-04-07,34583.5703125,4500.2099609375,14531.8095703125,2009.800048828125
2022-04-08,34721.12109375,4488.27978515625,14327.259765625,1994.56005859375
2022-04-11,34308.078125,4412.52978515625,13990.2099609375,1980.3199462890625
2022-04-12,34220.359375,4397.4501953125,13940.240234375,1986.93994140625
2022-04-13,34564.58984375,4446.58984375,14217.2900390625,2025.0999755859375
2022-04-14,34451.23046875,4392.58984375,13893.2099609375,2004.97998046875
2022-04-18,34411.69140625,4391.68994140625,13910.759765625,1990.1300048828125
2022-04-19,34911.19921875,4462.2099609375,14210.259765625,2030.77001953125
2022-04-20,35160.7890625,4459.4501953125,13998.5302734375,2038.18994140625
2022-04-21,34792.76171875,4393.66015625,13720.4501953125,1991.4599609375
2022-04-22,33811.3984375,4271.77978515625,13356.8701171875,1940.6600341796875
2022-04-25,34049.4609375,4296.1201171875,13533.2197265625,1954.199951171875
2022-04-26,33240.1796875,4175.2001953125,13009.7099609375,1890.469970703125
2022-04-27,33301.9296875,4183.9599609375,13003.3603515625,1884.0400390625
2022-04-28,33916.390625,4287.5,13456.0595703125,1917.93994140625
2022-04-29,32977.2109375,4131.93017578125,12854.7998046875,1864.0999755859375
2022-05-02,33061.5,4155.3798828125,13075.849609375,1882.9100341796875
2022-05-03,33128.7890625,4175.47998046875,13089.900390625,1898.8599853515625
2022-05-04,34061.05859375,4300.169921875,13535.7099609375,1949.9200439453125
2022-05-05,32997.96875,4146.8701171875,12850.5498046875,1871.1500244140625
2022-05-06,32899.37109375,4123.33984375,12693.5302734375,1839.56005859375
2022-05-09,32245.69921875,3991.239990234375,12187.7197265625,1762.0799560546875
2022-05-10,32160.740234375,4001.050048828125,12345.8603515625,1761.7900390625
2022-05-11,31834.109375,3935.179931640625,11967.5595703125,1718.1400146484375
2022-05-12,31730.30078125,3930.080078125,11945.5,1739.3800048828125
2022-05-13,32196.66015625,4023.889892578125,12387.400390625,1792.6700439453125
2022-05-16,32223.419921875,4008.010009765625,12243.580078125,1783.4300537109375
2022-05-17,32654.58984375,4088.85009765625,12564.099609375,1840.300048828125
2022-05-18,31490.0703125,3923.679931640625,11928.3095703125,1774.8499755859375
2022-05-19,31253.130859375,3900.7900390625,11875.6298828125,1776.219970703125
2022-05-20,31261.900390625,3901.360107421875,11835.6201171875,1773.27001953125
2022-05-23,31880.240234375,3973.75,12034.2802734375,1792.760009765625
2022-05-24,31928.619140625,3941.47998046875,11769.83984375,1764.8299560546875
2022-05-25,32120.279296875,3978.72998046875,11943.9296875,1799.1600341796875
2022-05-26,32637.189453125,4057.840087890625,12276.7900390625,1838.239990234375
2022-05-27,33212.9609375,4158.240234375,12681.419921875,1887.9000244140625
2022-05-31,32990.12109375,4132.14990234375,12642.099609375,1864.0400390625
2022-06-01,32813.23046875,4101.22998046875,12548.3603515625,1854.8199462890625
2022-06-02,33248.28125,4176.81982421875,12892.8896484375,1897.6700439453125
2022-06-03,32899.69921875,4108.5400390625,12548.0302734375,1883.050048828125
2022-06-06,32915.78125,4121.43017578125,12599.6298828125,1889.8900146484375
2022-06-07,33180.140625,4160.68017578125,12711.6796875,1919.56005859375
2022-06-08,32910.8984375,4115.77001953125,12615.1298828125,1891.010009765625
2022-06-09,32272.7890625,4017.820068359375,12269.7802734375,1850.8599853515625
2022-06-10,31392.7890625,3900.860107421875,11832.8203125,1800.280029296875
2022-06-13,30516.740234375,3749.6298828125,11288.3203125,1714.5899658203125
2022-06-14,30364.830078125,3735.47998046875,11311.6904296875,1707.8299560546875
2022-06-15,30668.529296875,3789.989990234375,11593.76953125,1731.1400146484375
2022-06-16,29927.0703125,3666.77001953125,11127.5703125,1649.8399658203125
2022-06-17,29888.779296875,3674.840087890625,11265.990234375,1665.68994140625
2022-06-21,30530.25,3764.7900390625,11546.759765625,1694.030029296875
2022-06-22,30483.130859375,3759.889892578125,11527.7099609375,1690.280029296875
2022-06-23,30677.359375,3795.72998046875,11697.6796875,1711.6700439453125
2022-06-24,31500.6796875,3911.739990234375,12105.849609375,1765.739990234375
2022-06-27,31438.259765625,3900.110107421875,12008.240234375,1771.739990234375
2022-06-28,30946.990234375,3821.550048828125,11637.76953125,1738.8399658203125
2022-06-29,31029.310546875,3818.830078125,11658.259765625,1719.3699951171875
2022-06-30,30775.4296875,3785.3798828125,11503.7197265625,1707.989990234375
2022-07-01,31097.259765625,3825.330078125,11585.6796875,1727.760009765625
2022-07-05,30967.8203125,3831.389892578125,11779.900390625,1741.3299560546875
2022-07-06,31037.6796875,3845.080078125,11852.58984375,1727.550048828125
2022-07-07,31384.55078125,3902.6201171875,12109.0498046875,1769.5999755859375
2022-07-08,31338.150390625,3899.3798828125,12125.6904296875,1769.3599853515625
2022-07-11,31173.83984375,3854.429931640625,11860.2802734375,1732.010009765625
2022-07-12,30981.330078125,3818.800048828125,11744.990234375,1728.1800537109375
2022-07-13,30772.7890625,3801.780029296875,11728.5302734375,1726.0400390625
2022-07-14,30630.169921875,3790.3798828125,11768.400390625,1707.510009765625
2022-07-15,31288.259765625,3863.159912109375,11983.6201171875,1744.3699951171875
2022-07-18,31072.609375,3830.85009765625,11877.5,1738.4200439453125
2022-07-19,31827.05078125,3936.68994140625,12249.419921875,1799.3199462890625
2022-07-20,31874.83984375,3959.89990234375,12439.6796875,1827.949951171875
2022-07-21,32036.900390625,3998.949951171875,12619.41015625,1836.68994140625
2022-07-22,31899.2890625,3961.6298828125,12396.4697265625,1806.8800048828125
2022-07-25,31990.0390625,3966.840087890625,12328.41015625,1817.77001953125
2022-07-26,31761.5390625,3921.050048828125,12086.900390625,1805.25
2022-07-27,32197.58984375,4023.610107421875,12601.4697265625,1848.3399658203125
2022-07-28,32529.630859375,4072.429931640625,12717.8701171875,1873.030029296875
2022-07-29,32845.12890625,4130.2900390625,12947.9697265625,1885.22998046875
2022-08-01,32798.3984375,4118.6298828125,12940.7802734375,1883.31005859375
2022-08-02,32396.169921875,4091.18994140625,12901.599609375,1882.449951171875
2022-08-03,32812.5,4155.169921875,13253.259765625,1908.9300537109375
2022-08-04,32726.8203125,4151.93994140625,13311.0400390625,1906.4599609375
2022-08-05,32803.46875,4145.18994140625,13207.6904296875,1921.8199462890625
2022-08-08,32832.5390625,4140.06005859375,13159.16015625,1941.2099609375
2022-08-09,32774.41015625,4122.47021484375,13008.169921875,1912.8900146484375
2022-08-10,33309.51171875,4210.240234375,13378.3203125,1969.25
2022-08-11,33336.671875,4207.27001953125,13291.990234375,1975.260009765625
2022-08-12,33761.05078125,4280.14990234375,13565.8701171875,2016.6199951171875
2022-08-15,33912.44140625,4297.14013671875,13667.1796875,2021.3499755859375
2022-08-16,34152.01171875,4305.2001953125,13635.2099609375,2020.530029296875
2022-08-17,33980.3203125,4274.0400390625,13470.8603515625,1987.31005859375
2022-08-18,33999.0390625,4283.740234375,13505.990234375,2000.72998046875
2022-08-19,33706.73828125,4228.47998046875,13242.900390625,1957.3499755859375
2022-08-22,33063.609375,4137.990234375,12890.5400390625,1915.739990234375
2022-08-23,32909.58984375,4128.72998046875,12881.7900390625,1919.1400146484375
2022-08-24,32969.23046875,4140.77001953125,12917.8603515625,1935.2900390625
