date,n_methods_agree,is_shock_rolling_vol,is_shock_drawdown,is_shock_garch,is_shock_jump
2022-02-01,1,False,True,False,False
2022-02-24,1,False,False,True,False
2022-03-08,1,False,False,True,False
2022-03-09,1,False,False,True,False
2022-03-17,1,False,True,False,False
2022-04-27,1,False,False,True,False
2022-04-28,2,True,False,True,False
2022-04-29,1,True,False,False,False
2022-05-02,2,True,False,True,False
2022-05-03,1,False,False,True,False
2022-05-04,2,True,False,True,False
2022-05-05,1,True,False,False,False
2022-05-06,1,False,False,True,False
2022-05-09,2,False,True,True,False
2022-05-10,1,False,False,True,False
2022-05-11,1,False,False,True,False
2022-05-12,1,False,False,True,False
2022-05-19,1,False,False,True,False
2022-05-27,1,False,True,False,False
2022-06-10,1,False,True,False,False
2022-06-13,1,False,True,False,False
2022-06-14,1,False,True,False,False
2022-07-29,1,False,True,False,False
2022-08-22,1,False,False,True,False
2022-08-26,1,False,False,True,False
2022-08-30,1,False,True,False,False
2022-09-13,2,True,False,True,False
2022-09-15,1,False,True,False,False
2022-10-05,1,False,True,False,False
2022-10-25,1,False,True,False,False
2022-11-10,1,False,False,True,False
2022-11-14,1,False,True,False,False
2022-11-30,1,False,False,True,False
2023-04-25,1,False,False,True,False
2023-08-16,1,False,False,True,False
2023-08-17,1,False,False,True,False
2023-08-18,1,False,False,True,False
2023-08-21,1,False,False,True,False
2023-08-25,1,False,False,True,False
2023-08-28,1,False,False,True,False
2023-08-29,1,True,False,False,False
2023-09-22,1,False,False,True,False
2023-09-25,1,False,False,True,False
2023-09-26,1,False,False,True,False
2023-09-27,1,False,False,True,False
2023-09-28,1,False,False,True,False
2023-10-04,1,False,False,True,False
2023-10-26,1,False,False,True,False
2023-10-27,1,False,False,True,False
2023-10-30,1,False,False,True,False
2023-12-20,1,False,False,True,False
2024-01-31,1,False,False,True,False
2024-02-14,1,False,False,True,False
2024-02-15,1,False,False,True,False
2024-02-22,1,False,False,True,False
2024-04-15,1,False,False,True,False
2024-04-16,1,False,False,True,False
2024-04-17,1,False,False,True,False
2024-04-18,1,False,False,True,False
2024-04-19,1,False,False,True,False
2024-04-22,1,False,False,True,False
2024-05-01,1,False,False,True,False
2024-07-17,1,False,False,True,False
2024-07-24,2,True,False,True,False
2024-07-25,2,True,False,True,False
2024-07-26,2,True,False,True,False
2024-07-29,1,False,False,True,False
2024-07-30,1,False,False,True,False
2024-07-31,1,False,False,True,False
2024-08-02,2,True,False,True,False
2024-08-05,3,True,True,True,False
2024-08-06,2,True,False,True,False
2024-08-07,1,False,False,True,False
2024-08-08,2,True,False,True,False
2024-08-09,2,True,False,True,False
2024-08-12,1,False,False,True,False
2024-09-03,1,False,False,True,False
2024-10-31,1,False,False,True,False
2024-11-06,2,True,False,True,False
2024-12-18,3,True,False,True,True
2024-12-19,2,True,False,True,False
2024-12-20,2,True,False,True,False
2024-12-23,2,True,False,True,False
2024-12-24,2,True,False,True,False
2024-12-26,1,False,False,True,False
2024-12-30,1,False,False,True,False
2024-12-31,1,False,False,True,False
2025-02-21,1,False,False,True,False
2025-03-07,1,False,False,True,False
2025-03-11,1,False,False,True,False
2025-03-12,1,False,False,True,False
2025-03-13,1,False,False,True,False
2025-03-14,2,True,False,True,False
2025-04-03,2,True,False,True,False
2025-04-04,4,True,True,True,True
2025-04-07,3,True,True,True,False
2025-04-08,3,True,True,True,False
2025-04-09,3,True,True,True,False
2025-04-10,2,True,False,True,False
2025-04-11,3,True,True,True,False
2025-04-14,2,True,False,True,False
2025-04-15,2,True,False,True,False
2025-04-24,1,False,True,False,False
2025-08-01,1,False,False,True,False
2025-10-10,3,True,False,True,True
2025-10-13,2,True,False,True,False
2025-10-14,2,True,False,True,False
2025-10-15,2,True,False,True,False
2025-10-16,2,True,False,True,False
2025-10-17,1,False,False,True,False
2025-10-20,1,False,False,True,False
2026-01-20,1,False,False,True,False
2026-03-13,1,False,False,True,False
2026-03-19,1,False,False,True,False
2026-03-23,1,False,False,True,False
2026-03-24,1,False,False,True,False
2026-03-27,1,False,False,True,False
2026-03-30,1,False,False,True,False
2026-03-31,2,True,False,True,False
2026-04-01,2,True,False,True,False
