Time,amazon_stock
2024-10-03,10.00140395906189
2024-10-04,11.11267106562432
2024-10-05,4.074646057395585
2024-10-06,3.3338013196872964
2024-10-07,11.483093434478466
2024-10-08,10.371826327916033
2024-10-09,10.371826327916033
2024-10-10,10.00140395906189
2024-10-11,10.371826327916033
2024-10-12,4.074646057395585
2024-10-13,3.3338013196872964
2024-10-14,10.00140395906189
2024-10-15,10.742248696770178
2024-10-16,10.00140395906189
2024-10-17,11.483093434478466
2024-10-18,10.371826327916033
2024-10-19,3.7042236885414406
2024-10-20,3.3338013196872964
2024-10-21,9.630981590207744
2024-10-22,10.371826327916033
2024-10-23,9.630981590207744
2024-10-24,10.742248696770178
2024-10-25,10.742248696770178
2024-10-26,4.074646057395585
2024-10-27,2.9633789508331523
2024-10-28,10.742248696770178
2024-10-29,11.483093434478466
2024-10-30,13.705627647603329
2024-10-31,20.373230286977922
2024-11-01,23.70703160666522
2024-11-02,6.667602639374593
2024-11-03,4.074646057395585
2024-11-04,13.335205278749186
2024-11-05,12.594360541040897
2024-11-06,18.15069607385306
2024-11-07,20.373230286977922
2024-11-08,18.15069607385306
2024-11-09,6.667602639374593
2024-11-10,4.445068426249728
2024-11-11,14.816894754165762
2024-11-12,14.446472385311617
2024-11-13,17.039428967290625
2024-11-14,17.40985133614477
2024-11-15,16.669006598436482
2024-11-16,5.926757901666305
2024-11-17,4.074646057395585
2024-11-18,13.705627647603329
2024-11-19,14.076050016457474
2024-11-20,14.076050016457474
2024-11-21,14.816894754165762
2024-11-22,12.96478290989504
2024-11-23,5.185913163958016
2024-11-24,3.7042236885414406
2024-11-25,13.335205278749186
2024-11-26,14.076050016457474
2024-11-27,12.594360541040897
2024-11-28,5.185913163958016
2024-11-29,11.483093434478466
2024-11-30,5.185913163958016
2024-12-01,4.074646057395585
2024-12-02,13.335205278749186
2024-12-03,14.076050016457474
2024-12-04,17.40985133614477
2024-12-05,15.928161860728194
2024-12-06,17.40985133614477
2024-12-07,6.667602639374593
2024-12-08,4.445068426249728
2024-12-09,15.187317123019906
2024-12-10,15.187317123019906
2024-12-11,16.669006598436482
2024-12-12,15.928161860728194
2024-12-13,13.705627647603329
2024-12-14,5.55633553281216
2024-12-15,4.074646057395585
2024-12-16,14.446472385311617
2024-12-17,15.557739491874049
2024-12-18,17.40985133614477
2024-12-19,18.15069607385306
2024-12-20,15.557739491874049
2024-12-21,5.55633553281216
2024-12-22,4.074646057395585
2024-12-23,12.594360541040897
2024-12-24,11.85351580333261
2024-12-25,5.185913163958016
2024-12-26,12.223938172186752
2024-12-27,11.85351580333261
2024-12-28,4.445068426249728
2024-12-29,3.7042236885414406
2024-12-30,11.11267106562432
2024-12-31,11.11267106562432
2025-01-01,4.445068426249728
2025-01-02,12.594360541040897
2025-01-03,12.223938172186752
2025-01-04,5.55633553281216
2025-01-05,4.445068426249728
2025-01-06,12.594360541040897
2025-01-07,12.96478290989504
2025-01-08,11.85351580333261
2025-01-09,8.519714483645313
2025-01-10,10.742248696770178
2025-01-11,4.815490795103872
2025-01-12,3.7042236885414406
2025-01-13,10.371826327916033
2025-01-14,10.742248696770178
2025-01-15,12.223938172186752
2025-01-16,12.223938172186752
2025-01-17,11.483093434478466
2025-01-18,5.185913163958016
2025-01-19,4.074646057395585
2025-01-20,6.297180270520449
2025-01-21,14.816894754165762
2025-01-22,16.29858422958234
2025-01-23,16.29858422958234
2025-01-24,12.96478290989504
2025-01-25,5.926757901666305
2025-01-26,4.074646057395585
2025-01-27,16.669006598436482
2025-01-28,17.40985133614477
2025-01-29,15.928161860728194
2025-01-30,15.187317123019906
2025-01-31,14.816894754165762
2025-02-01,6.297180270520449
2025-02-02,5.185913163958016
2025-02-03,16.669006598436482
2025-02-04,16.669006598436482
2025-02-05,16.29858422958234
2025-02-06,25.559143450935938
2025-02-07,23.70703160666522
2025-02-08,7.038025008228737
2025-02-09,4.445068426249728
2025-02-10,13.335205278749186
2025-02-11,12.594360541040897
2025-02-12,12.96478290989504
2025-02-13,12.594360541040897
2025-02-14,11.85351580333261
2025-02-15,5.185913163958016
2025-02-16,4.074646057395585
2025-02-17,6.667602639374593
2025-02-18,13.705627647603329
2025-02-19,11.85351580333261
2025-02-20,13.335205278749186
2025-02-21,14.446472385311617
2025-02-22,5.55633553281216
2025-02-23,4.074646057395585
2025-02-24,13.705627647603329
2025-02-25,13.705627647603329
2025-02-26,14.446472385311617
2025-02-27,14.076050016457474
2025-02-28,14.816894754165762
2025-03-01,5.926757901666305
2025-03-02,4.074646057395585
2025-03-03,14.076050016457474
2025-03-04,17.40985133614477
2025-03-05,15.187317123019906
2025-03-06,15.557739491874049
2025-03-07,15.557739491874049
2025-03-08,6.297180270520449
2025-03-09,4.445068426249728
2025-03-10,18.891540811561345
2025-03-11,21.484497393540355
2025-03-12,18.15069607385306
2025-03-13,16.669006598436482
2025-03-14,16.29858422958234
2025-03-15,5.926757901666305
2025-03-16,4.445068426249728
2025-03-17,13.705627647603329
2025-03-18,14.446472385311617
2025-03-19,14.446472385311617
2025-03-20,13.705627647603329
2025-03-21,11.85351580333261
2025-03-22,5.185913163958016
2025-03-23,4.074646057395585
2025-03-24,12.96478290989504
2025-03-25,13.705627647603329
2025-03-26,12.96478290989504
2025-03-27,11.85351580333261
2025-03-28,12.594360541040897
2025-03-29,5.926757901666305
2025-03-30,4.445068426249728
2025-03-31,15.187317123019906
2025-04-01,12.594360541040897
2025-04-02,15.928161860728194
2025-04-03,28.892944770623235
2025-04-04,32.96759082801882
2025-04-05,12.594360541040897
2025-04-06,8.890136852499456
2025-04-07,33.70843556572711
2025-04-08,27.7816776640608
2025-04-09,37.042236885414404
2025-04-10,27.040832926352515
2025-04-11,21.8549197623945
2025-04-12,7.038025008228737
2025-04-13,5.55633553281216
2025-04-14,18.15069607385306
2025-04-15,16.77359138034766
2025-04-16,16.53917226698296
2025-04-17,15.934330784764107
2025-04-18,9.738292175762702
2025-04-19,4.566725346771926
2025-04-20,4.147095048980148
2025-04-21,17.378432862566513
2025-04-22,17.378432862566513
2025-04-23,18.822534940368918
2025-04-24,16.77359138034766
2025-04-25,15.329489302545255
2025-04-26,5.171566828990776
2025-04-27,4.147095048980148
2025-04-28,13.88538722474285
2025-04-29,22.54999969155729
2025-04-30,17.79806316035829
2025-05-01,24.41373206715147
2025-05-02,21.105897613754884
2025-05-03,6.615668906793182
2025-05-04,4.751936531198998
2025-05-05,13.046126629159293
2025-05-06,13.650968111378143
2025-05-07,13.650968111378143
2025-05-08,14.070598409169921
2025-05-09,13.231337813586364
2025-05-10,4.566725346771926
2025-05-11,3.7274647511883696
2025-05-12,23.808890584932623
2025-05-13,21.105897613754884
2025-05-14,17.79806316035829
2025-05-15,15.940499708800019
2025-05-16,14.533985028611783
2025-05-17,5.1572204940235356
2025-05-18,4.219544040564711
2025-05-19,14.533985028611783
2025-05-20,12.658632121694133
2025-05-21,13.596308575152957
2025-05-22,13.127470348423545
2025-05-23,11.252117441505895
2025-05-24,4.219544040564711
2025-05-25,3.281867587105886
2025-05-26,3.7507058138352987
2025-05-27,14.533985028611783
2025-05-28,14.06514680188237
2025-05-29,15.940499708800019
2025-05-30,11.720955668235309
2025-05-31,4.219544040564711
2025-06-01,3.281867587105886
2025-06-02,11.720955668235309
2025-06-03,12.658632121694133
2025-06-04,11.720955668235309
2025-06-05,14.06514680188237
2025-06-06,14.533985028611783
2025-06-07,5.6260587207529476
2025-06-08,4.219544040564711
2025-06-09,14.533985028611783
2025-06-10,14.06514680188237
2025-06-11,14.06514680188237
2025-06-12,13.596308575152957
2025-06-13,11.720955668235309
2025-06-14,4.6883822672941236
2025-06-15,3.7507058138352987
2025-06-16,13.127470348423545
2025-06-17,13.127470348423545
2025-06-18,12.658632121694133
2025-06-19,7.501411627670597
2025-06-20,10.783279214776483
2025-06-21,4.6883822672941236
2025-06-22,3.281867587105886
2025-06-23,12.658632121694133
2025-06-24,13.127470348423545
2025-06-25,12.18979389496472
2025-06-26,14.06514680188237
2025-06-27,15.002823255341195
2025-06-28,6.09489694748236
2025-06-29,5.1572204940235356
2025-06-30,15.471661482070607
2025-07-01,14.533985028611783
2025-07-02,13.596308575152957
2025-07-03,13.596308575152957
2025-07-04,6.09489694748236
2025-07-05,4.6883822672941236
2025-07-06,5.6260587207529476
2025-07-07,14.533985028611783
2025-07-08,15.940499708800019
2025-07-09,16.878176162258843
2025-07-10,15.471661482070607
2025-07-11,15.471661482070607
2025-07-12,6.09489694748236
2025-07-13,5.1572204940235356
2025-07-14,14.533985028611783
2025-07-15,14.533985028611783
2025-07-16,14.06514680188237
2025-07-17,19.691205522635318
2025-07-18,14.533985028611783
2025-07-19,11.720955668235309
2025-07-20,11.252117441505895
2025-07-21,20.160043749364732
2025-07-22,17.81585261571767
2025-07-23,17.81585261571767
2025-07-24,17.81585261571767
2025-07-25,17.347014388988256
2025-07-26,7.501411627670597
2025-07-27,8.439088081129421
2025-07-28,18.28469084244708
2025-07-29,22.50423488301179
2025-07-30,28.59913183049415
2025-07-31,46.883822672941236
2025-08-01,36.56938168489416
2025-08-02,8.439088081129421
2025-08-03,6.09489694748236
2025-08-04,21.097720202823556
2025-08-05,19.691205522635318
2025-08-06,20.160043749364732
2025-08-07,20.160043749364732
2025-08-08,18.28469084244708
2025-08-09,8.439088081129421
2025-08-10,7.501411627670597
2025-08-11,16.878176162258843
2025-08-12,15.471661482070607
2025-08-13,15.002823255341195
2025-08-14,16.878176162258843
2025-08-15,15.940499708800019
2025-08-16,6.09489694748236
2025-08-17,5.1572204940235356
2025-08-18,13.596308575152957
2025-08-19,13.596308575152957
2025-08-20,13.596308575152957
2025-08-21,12.658632121694133
2025-08-22,14.06514680188237
2025-08-23,6.09489694748236
2025-08-24,5.1572204940235356
2025-08-25,12.18979389496472
2025-08-26,12.658632121694133
2025-08-27,13.127470348423545
2025-08-28,12.658632121694133
2025-08-29,11.252117441505895
2025-08-30,4.6883822672941236
2025-08-31,4.6883822672941236
2025-09-01,5.1572204940235356
2025-09-02,12.658632121694133
2025-09-03,13.127470348423545
2025-09-04,15.940499708800019
2025-09-05,14.06514680188237
2025-09-06,5.1572204940235356
2025-09-07,4.219544040564711
2025-09-08,13.596308575152957
2025-09-09,13.596308575152957
2025-09-10,15.002823255341195
2025-09-11,12.18979389496472
2025-09-12,10.783279214776483
2025-09-13,4.219544040564711
2025-09-14,3.281867587105886
2025-09-15,12.658632121694133
2025-09-16,13.127470348423545
2025-09-17,13.596308575152957
2025-09-18,14.06514680188237
2025-09-19,15.002823255341195
2025-09-20,6.563735174211772
2025-09-21,5.1572204940235356
2025-09-22,16.409337935529432
2025-09-23,17.81585261571767
2025-09-24,16.878176162258843
2025-09-25,17.347014388988256
2025-09-26,16.409337935529432
2025-09-27,7.032573400941185
2025-09-28,5.1572204940235356
2025-09-29,14.533985028611783
2025-09-30,14.533985028611783
2025-10-01,15.471661482070607
2025-10-02,16.409337935529432
2025-10-03,14.533985028611783
2025-10-04,4.6883822672941236
2025-10-05,3.7507058138352987
2025-10-06,13.127470348423545
2025-10-07,18.753529069176494
2025-10-08,15.471661482070607
2025-10-09,14.533985028611783
2025-10-10,15.471661482070607
2025-10-11,7.032573400941185
2025-10-12,4.219544040564711
2025-10-13,15.002823255341195
2025-10-14,14.06514680188237
2025-10-15,15.002823255341195
2025-10-16,14.06514680188237
2025-10-17,13.596308575152957
2025-10-18,4.6883822672941236
2025-10-19,4.219544040564711
2025-10-20,32.818675871058865
2025-10-21,22.03539665628238
2025-10-22,15.002823255341195
2025-10-23,14.533985028611783
2025-10-24,14.533985028611783
2025-10-25,4.6883822672941236
2025-10-26,5.1572204940235356
2025-10-27,17.81585261571767
2025-10-28,23.441911336470618
2025-10-29,22.973073109741204
2025-10-30,34.2251905512471
2025-10-31,36.56938168489416
2025-11-01,12.18979389496472
2025-11-02,8.439088081129421
2025-11-03,30.943322964141213
2025-11-04,24.37958778992944
2025-11-05,20.628881976094142
2025-11-06,17.81585261571767
2025-11-07,18.28469084244708
2025-11-08,8.439088081129421
2025-11-09,6.563735174211772
2025-11-10,18.28469084244708
2025-11-11,16.878176162258843
2025-11-12,16.878176162258843
2025-11-13,17.81585261571767
2025-11-14,17.81585261571767
2025-11-15,7.501411627670597
2025-11-16,6.09489694748236
2025-11-17,16.409337935529432
2025-11-18,19.691205522635318
2025-11-19,20.628881976094142
2025-11-20,21.566558429552966
2025-11-21,19.222367295905904
2025-11-22,7.970249854400009
2025-11-23,7.501411627670597
2025-11-24,18.28469084244708
2025-11-25,19.222367295905904
2025-11-26,18.28469084244708
2025-11-27,10.314440988047071
2025-11-28,17.347014388988256
2025-11-29,9.376764534588247
2025-11-30,8.907926307858835
2025-12-01,19.222367295905904
2025-12-02,20.628881976094142
2025-12-03,18.28469084244708
2025-12-04,18.753529069176494
2025-12-05,16.878176162258843
2025-12-06,8.907926307858835
2025-12-07,7.970249854400009
2025-12-08,17.347014388988256
2025-12-09,17.81585261571767
2025-12-10,16.878176162258843
2025-12-11,16.878176162258843
2025-12-12,15.371196147771446
2025-12-13,7.802807630568076
2025-12-14,6.262339171314293
2025-12-15,14.701427252443715
2025-12-16,14.065146801882369
2025-12-17,15.572126816369765
2025-12-18,17.51445661282019
2025-12-19,15.572126816369765
2025-12-20,7.5683885172033705
2025-12-21,6.697688953277318
2025-12-22,14.500496583845393
2025-12-23,14.065146801882369
2025-12-24,11.687467223468921
2025-12-25,6.496758284678998
2025-12-26,12.323747674030265
2025-12-27,6.496758284678998
2025-12-28,6.061408502715974
2025-12-29,12.558166787394972
2025-12-30,12.122817005431948
2025-12-31,11.252117441505895
2026-01-01,6.496758284678998
2026-01-02,14.500496583845393
2026-01-03,8.003738299166395
2026-01-04,6.496758284678998
2026-01-05,15.572126816369765
2026-01-06,17.748875726184895
2026-01-07,17.748875726184895
2026-01-08,15.136777034406741
2026-01-09,15.136777034406741
2026-01-10,7.233504069539503
2026-01-11,6.429781395146225
2026-01-12,14.868869476275647
2026-01-13,14.467008139079006
2026-01-14,14.065146801882367
2026-01-15,14.467008139079006
2026-01-16,13.663285464685728
2026-01-17,7.233504069539503
2026-01-18,6.429781395146225
2026-01-19,8.439088081129421
2026-01-20,15.672592150668924
2026-01-21,17.28003749945548
2026-01-22,16.07445348786556
2026-01-23,14.868869476275647
2026-01-24,7.233504069539503
2026-01-25,6.429781395146225
2026-01-26,15.270730813472285
2026-01-27,17.28003749945548
2026-01-28,22.102373545815148
2026-01-29,20.89678953422523
2026-01-30,18.08376017384876
2026-01-31,9.242810755522699
2026-02-01,9.242810755522699
2026-02-02,16.878176162258843
2026-02-03,17.68189883665212
2026-02-04,18.08376017384876
2026-02-05,33.35449098732104
2026-02-06,40.18613371966391
2026-02-07,13.26142412748909
2026-02-08,8.03722674393278
2026-02-09,18.485621511045398
2026-02-10,19.289344185438676
2026-02-11,18.485621511045398
2026-02-12,21.29865087142187
2026-02-13,22.102373545815148
2026-02-14,10.046533429915977
2026-02-15,8.03722674393278
2026-02-16,10.850256104309254
2026-02-17,18.485621511045398
2026-02-18,18.485621511045398
2026-02-19,16.476314825062204
2026-02-20,18.485621511045398
2026-02-21,9.644672092719338
2026-02-22,8.03722674393278
2026-02-23,19.289344185438676
2026-02-24,17.68189883665212
2026-02-25,16.476314825062204
2026-02-26,16.878176162258843
2026-02-27,16.476314825062204
2026-02-28,7.635365406736143
2026-03-01,7.233504069539503
2026-03-02,20.89678953422523
2026-03-03,19.691205522635315
2026-03-04,18.485621511045398
2026-03-05,21.29865087142187
2026-03-06,17.68189883665212
2026-03-07,8.03722674393278
2026-03-08,7.635365406736143
2026-03-09,17.28003749945548
2026-03-10,16.07445348786556
2026-03-11,15.270730813472285
2026-03-12,14.467008139079006
2026-03-13,13.663285464685728
2026-03-14,7.635365406736143
2026-03-15,10.850256104309254
2026-03-16,16.07445348786556
2026-03-17,18.08376017384876
2026-03-18,18.08376017384876
2026-03-19,20.093066859831954
2026-03-20,16.476314825062204
2026-03-21,9.242810755522699
2026-03-22,6.831642732342864
2026-03-23,15.672592150668924
2026-03-24,13.663285464685728
2026-03-25,14.868869476275647
2026-03-26,14.065146801882367
2026-03-27,15.270730813472285
2026-03-28,8.03722674393278
2026-03-29,7.233504069539503
2026-03-30,15.270730813472285
2026-03-31,16.878176162258843
2026-04-01,15.672592150668924
2026-04-02,15.270730813472285
2026-04-03,9.644672092719338
2026-04-04,5.6260587207529476
2026-04-05,5.6260587207529476
2026-04-06,14.065146801882367
2026-04-07,14.065146801882367
2026-04-08,18.08376017384876
2026-04-09,20.494928197028592
2026-04-10,19.289344185438676
2026-04-11,8.439088081129421
2026-04-12,7.635365406736143
2026-04-13,16.476314825062204
2026-04-14,20.494928197028592
2026-04-15,20.093066859831954
2026-04-16,17.68189883665212
2026-04-17,23.709818894601707
2026-04-18,8.439088081129421
2026-04-19,7.233504069539503
2026-04-20,16.878176162258843
2026-04-21,19.691205522635315
2026-04-22,19.289344185438676
2026-04-23,18.485621511045398
2026-04-24,20.89678953422523
2026-04-25,9.242810755522699
2026-04-26,8.03722674393278
2026-04-27,18.08376017384876
2026-04-28,17.28003749945548
2026-04-29,26.924709592174818
2026-04-30,27.728432266568095
2026-05-01,22.50423488301179
2026-05-02,10.046533429915977
2026-05-03,7.233504069539503
2026-05-04,16.878176162258843
2026-05-05,20.494928197028592
2026-05-06,20.093066859831954
2026-05-07,18.887482848242037
2026-05-08,17.68189883665212
2026-05-09,8.03722674393278
2026-05-10,6.429781395146225
2026-05-11,17.28003749945548
2026-05-12,17.28003749945548
2026-05-13,18.08376017384876
2026-05-14,18.08376017384876
2026-05-15,16.878176162258843
2026-05-16,8.03722674393278
2026-05-17,7.233504069539503
2026-05-18,16.878176162258843
2026-05-19,16.07445348786556
2026-05-20,16.07445348786556
2026-05-21,16.07445348786556
2026-05-22,18.485621511045398
2026-05-23,10.850256104309254
2026-05-24,7.233504069539503
2026-05-25,8.03722674393278
2026-05-26,17.28003749945548
2026-05-27,18.887482848242037
2026-05-28,20.494928197028592
2026-05-29,21.29865087142187
2026-05-30,9.644672092719338
2026-05-31,9.242810755522699
