Time,alan_jackson
2024-09-23,18.88561437569634
2024-09-24,18.88561437569634
2024-09-25,28.32842156354451
2024-09-26,25.180819167595118
2024-09-27,28.32842156354451
2024-09-28,40.91883114734207
2024-09-29,47.214035939240844
2024-09-30,40.91883114734207
2024-10-01,37.77122875139268
2024-10-02,37.77122875139268
2024-10-03,31.476023959493897
2024-10-04,34.623626355443285
2024-10-05,34.623626355443285
2024-10-06,34.623626355443285
2024-10-07,34.623626355443285
2024-10-08,18.88561437569634
2024-10-09,22.033216771645726
2024-10-10,25.180819167595118
2024-10-11,34.623626355443285
2024-10-12,31.476023959493897
2024-10-13,31.476023959493897
2024-10-14,18.88561437569634
2024-10-15,22.033216771645726
2024-10-16,18.88561437569634
2024-10-17,28.32842156354451
2024-10-18,22.033216771645726
2024-10-19,31.476023959493897
2024-10-20,31.476023959493897
2024-10-21,18.88561437569634
2024-10-22,22.033216771645726
2024-10-23,22.033216771645726
2024-10-24,28.32842156354451
2024-10-25,31.476023959493897
2024-10-26,44.06643354329145
2024-10-27,40.91883114734207
2024-10-28,22.033216771645726
2024-10-29,18.88561437569634
2024-10-30,22.033216771645726
2024-10-31,22.033216771645726
2024-11-01,22.033216771645726
2024-11-02,25.180819167595118
2024-11-03,25.180819167595118
2024-11-04,15.738011979746949
2024-11-05,15.738011979746949
2024-11-06,12.590409583797559
2024-11-07,15.738011979746949
2024-11-08,22.033216771645726
2024-11-09,22.033216771645726
2024-11-10,28.32842156354451
2024-11-11,18.88561437569634
2024-11-12,18.88561437569634
2024-11-13,22.033216771645726
2024-11-14,18.88561437569634
2024-11-15,25.180819167595118
2024-11-16,28.32842156354451
2024-11-17,53.50924073113963
2024-11-18,31.476023959493897
2024-11-19,56.65684312708902
2024-11-20,50.361638335190236
2024-11-21,50.361638335190236
2024-11-22,44.06643354329145
2024-11-23,44.06643354329145
2024-11-24,34.623626355443285
2024-11-25,22.033216771645726
2024-11-26,18.88561437569634
2024-11-27,25.180819167595118
2024-11-28,31.476023959493897
2024-11-29,25.180819167595118
2024-11-30,25.180819167595118
2024-12-01,22.033216771645726
2024-12-02,18.88561437569634
2024-12-03,18.88561437569634
2024-12-04,22.033216771645726
2024-12-05,18.88561437569634
2024-12-06,22.033216771645726
2024-12-07,25.180819167595118
2024-12-08,25.180819167595118
2024-12-09,15.738011979746949
2024-12-10,22.033216771645726
2024-12-11,18.88561437569634
2024-12-12,15.738011979746949
2024-12-13,18.88561437569634
2024-12-14,28.32842156354451
2024-12-15,31.476023959493897
2024-12-16,18.88561437569634
2024-12-17,15.738011979746949
2024-12-18,18.88561437569634
2024-12-19,22.033216771645726
2024-12-20,25.180819167595118
2024-12-21,28.32842156354451
2024-12-22,31.476023959493897
2024-12-23,22.033216771645726
2024-12-24,34.623626355443285
2024-12-25,37.77122875139268
2024-12-26,22.033216771645726
2024-12-27,25.180819167595118
2024-12-28,25.180819167595118
2024-12-29,22.033216771645726
2024-12-30,18.88561437569634
2024-12-31,22.033216771645726
2025-01-01,34.623626355443285
2025-01-02,22.033216771645726
2025-01-03,18.88561437569634
2025-01-04,25.180819167595118
2025-01-05,25.180819167595118
2025-01-06,15.738011979746949
2025-01-07,18.88561437569634
2025-01-08,18.88561437569634
2025-01-09,22.033216771645726
2025-01-10,47.214035939240844
2025-01-11,59.8044455230384
2025-01-12,66.09965031493718
2025-01-13,44.06643354329145
2025-01-14,40.91883114734207
2025-01-15,31.476023959493897
2025-01-16,31.476023959493897
2025-01-17,31.476023959493897
2025-01-18,50.361638335190236
2025-01-19,53.50924073113963
2025-01-20,25.180819167595118
2025-01-21,22.033216771645726
2025-01-22,22.033216771645726
2025-01-23,22.033216771645726
2025-01-24,22.033216771645726
2025-01-25,31.476023959493897
2025-01-26,31.476023959493897
2025-01-27,18.88561437569634
2025-01-28,22.033216771645726
2025-01-29,15.738011979746949
2025-01-30,22.033216771645726
2025-01-31,22.033216771645726
2025-02-01,28.32842156354451
2025-02-02,31.476023959493897
2025-02-03,18.88561437569634
2025-02-04,37.77122875139268
2025-02-05,31.476023959493897
2025-02-06,31.476023959493897
2025-02-07,25.180819167595118
2025-02-08,34.623626355443285
2025-02-09,34.623626355443285
2025-02-10,18.88561437569634
2025-02-11,22.033216771645726
2025-02-12,22.033216771645726
2025-02-13,25.180819167595118
2025-02-14,28.32842156354451
2025-02-15,40.91883114734207
2025-02-16,47.214035939240844
2025-02-17,25.180819167595118
2025-02-18,31.476023959493897
2025-02-19,28.32842156354451
2025-02-20,25.180819167595118
2025-02-21,28.32842156354451
2025-02-22,28.32842156354451
2025-02-23,34.623626355443285
2025-02-24,25.180819167595118
2025-02-25,22.033216771645726
2025-02-26,18.88561437569634
2025-02-27,22.033216771645726
2025-02-28,22.033216771645726
2025-03-01,28.32842156354451
2025-03-02,31.476023959493897
2025-03-03,22.033216771645726
2025-03-04,25.180819167595118
2025-03-05,22.033216771645726
2025-03-06,22.033216771645726
2025-03-07,37.77122875139268
2025-03-08,50.361638335190236
2025-03-09,31.476023959493897
2025-03-10,22.033216771645726
2025-03-11,34.623626355443285
2025-03-12,37.77122875139268
2025-03-13,34.623626355443285
2025-03-14,28.32842156354451
2025-03-15,34.623626355443285
2025-03-16,34.623626355443285
2025-03-17,22.033216771645726
2025-03-18,22.033216771645726
2025-03-19,22.033216771645726
2025-03-20,314.760239594939
2025-03-21,81.83766229468414
2025-03-22,75.54245750278535
2025-03-23,62.952047918987795
2025-03-24,40.91883114734207
2025-03-25,34.623626355443285
2025-03-26,34.623626355443285
2025-03-27,34.623626355443285
2025-03-28,34.623626355443285
2025-03-29,37.77122875139268
2025-03-30,44.06643354329145
2025-03-31,28.32842156354451
2025-04-01,25.180819167595118
2025-04-02,25.180819167595118
2025-04-03,44.06643354329145
2025-04-04,34.623626355443285
2025-04-05,44.06643354329145
2025-04-06,66.09965031493718
2025-04-07,47.214035939240844
2025-04-08,44.06643354329145
2025-04-09,37.77122875139268
2025-04-10,34.623626355443285
2025-04-11,31.476023959493897
2025-04-12,37.77122875139268
2025-04-13,37.77122875139268
2025-04-14,22.033216771645726
2025-04-15,18.764552745082902
2025-04-16,25.907188951275746
2025-04-17,25.907188951275746
2025-04-18,28.81266808599826
2025-04-19,31.718147220720773
2025-04-20,40.434584624888316
2025-04-21,24.575511014527926
2025-04-22,37.529105490165804
2025-04-23,40.434584624888316
2025-04-24,47.577220831081156
2025-04-25,40.434584624888316
2025-04-26,59.19913736997121
2025-04-27,66.34177357616406
2025-04-28,34.623626355443285
2025-04-29,37.529105490165804
2025-04-30,34.623626355443285
2025-05-01,34.623626355443285
2025-05-02,35.9553042921911
2025-05-03,40.434584624888316
2025-05-04,40.434584624888316
2025-05-05,28.81266808599826
2025-05-06,34.623626355443285
2025-05-07,40.434584624888316
2025-05-08,38.86078342691361
2025-05-09,265.36709430465623
2025-05-10,183.16624711813176
2025-05-11,128.44639008085778
2025-05-12,63.43629444144155
2025-05-13,53.38817910052619
2025-05-14,44.671741696358644
2025-05-15,50.60376159641711
2025-05-16,50.60376159641711
2025-05-17,69.24725271088657
2025-05-18,95.88081144584294
2025-05-19,109.19759081332113
2025-05-20,79.90067620486911
2025-05-21,63.92054096389529
2025-05-22,50.60376159641711
2025-05-23,50.60376159641711
2025-05-24,69.24725271088657
2025-05-25,58.59382921690402
2025-05-26,63.92054096389529
2025-05-27,53.26711746991275
2025-05-28,55.93047334340838
2025-05-29,53.26711746991275
2025-05-30,47.94040572292147
2025-05-31,63.92054096389529
2025-06-01,61.25718509039966
2025-06-02,50.60376159641711
2025-06-03,55.93047334340838
2025-06-04,47.94040572292147
2025-06-05,39.95033810243456
2025-06-06,37.286982228938925
2025-06-07,47.94040572292147
2025-06-08,47.94040572292147
2025-06-09,37.286982228938925
2025-06-10,31.960270481947646
2025-06-11,34.623626355443285
2025-06-12,39.95033810243456
2025-06-13,58.59382921690402
2025-06-14,58.59382921690402
2025-06-15,55.93047334340838
2025-06-16,37.286982228938925
2025-06-17,39.95033810243456
2025-06-18,61.25718509039966
2025-06-19,98.54416731933858
2025-06-20,79.90067620486911
2025-06-21,71.9106085843822
2025-06-22,47.94040572292147
2025-06-23,47.94040572292147
2025-06-24,42.6136939759302
2025-06-25,42.6136939759302
2025-06-26,42.6136939759302
2025-06-27,47.94040572292147
2025-06-28,47.94040572292147
2025-06-29,39.95033810243456
2025-06-30,34.623626355443285
2025-07-01,26.633558734956374
2025-07-02,29.29691460845201
2025-07-03,31.960270481947646
2025-07-04,42.6136939759302
2025-07-05,50.60376159641711
2025-07-06,61.25718509039966
2025-07-07,34.623626355443285
2025-07-08,31.960270481947646
2025-07-09,29.29691460845201
2025-07-10,31.960270481947646
2025-07-11,31.960270481947646
2025-07-12,37.286982228938925
2025-07-13,31.960270481947646
2025-07-14,31.960270481947646
2025-07-15,31.960270481947646
2025-07-16,31.960270481947646
2025-07-17,26.633558734956374
2025-07-18,29.29691460845201
2025-07-19,37.286982228938925
2025-07-20,37.286982228938925
2025-07-21,26.633558734956374
2025-07-22,23.970202861460734
2025-07-23,26.633558734956374
2025-07-24,37.286982228938925
2025-07-25,34.623626355443285
2025-07-26,37.286982228938925
2025-07-27,34.623626355443285
2025-07-28,23.970202861460734
2025-07-29,21.3068469879651
2025-07-30,29.29691460845201
2025-07-31,29.29691460845201
2025-08-01,29.29691460845201
2025-08-02,37.286982228938925
2025-08-03,31.960270481947646
2025-08-04,23.970202861460734
2025-08-05,29.29691460845201
2025-08-06,29.29691460845201
2025-08-07,31.960270481947646
2025-08-08,55.93047334340838
2025-08-09,87.89074382535603
2025-08-10,77.23732033137348
2025-08-11,42.6136939759302
2025-08-12,34.623626355443285
2025-08-13,26.633558734956374
2025-08-14,26.633558734956374
2025-08-15,29.29691460845201
2025-08-16,39.95033810243456
2025-08-17,42.6136939759302
2025-08-18,26.633558734956374
2025-08-19,23.970202861460734
2025-08-20,23.970202861460734
2025-08-21,34.623626355443285
2025-08-22,26.633558734956374
2025-08-23,29.29691460845201
2025-08-24,34.623626355443285
2025-08-25,26.633558734956374
2025-08-26,23.970202861460734
2025-08-27,21.3068469879651
2025-08-28,29.29691460845201
2025-08-29,37.286982228938925
2025-08-30,37.286982228938925
2025-08-31,31.960270481947646
2025-09-01,29.29691460845201
2025-09-02,18.643491114469462
2025-09-03,21.3068469879651
2025-09-04,23.970202861460734
2025-09-05,26.633558734956374
2025-09-06,23.970202861460734
2025-09-07,29.29691460845201
2025-09-08,21.3068469879651
2025-09-09,21.3068469879651
2025-09-10,21.3068469879651
2025-09-11,37.286982228938925
2025-09-12,31.960270481947646
2025-09-13,26.633558734956374
2025-09-14,26.633558734956374
2025-09-15,18.643491114469462
2025-09-16,95.88081144584294
2025-09-17,26.633558734956374
2025-09-18,23.970202861460734
2025-09-19,23.970202861460734
2025-09-20,34.623626355443285
2025-09-21,29.29691460845201
2025-09-22,26.633558734956374
2025-09-23,23.970202861460734
2025-09-24,21.3068469879651
2025-09-25,18.643491114469462
2025-09-26,21.3068469879651
2025-09-27,26.633558734956374
2025-09-28,26.633558734956374
2025-09-29,21.3068469879651
2025-09-30,18.643491114469462
2025-10-01,15.980135240973823
2025-10-02,18.643491114469462
2025-10-03,18.643491114469462
2025-10-04,29.29691460845201
2025-10-05,29.29691460845201
2025-10-06,21.3068469879651
2025-10-07,18.643491114469462
2025-10-08,127.84108192779058
2025-10-09,258.34551972907684
2025-10-10,138.49450542177314
2025-10-11,117.18765843380804
2025-10-12,109.19759081332113
2025-10-13,66.58389683739094
2025-10-14,69.24725271088657
2025-10-15,191.76162289168587
2025-10-16,71.9106085843822
2025-10-17,66.58389683739094
2025-10-18,61.25718509039966
2025-10-19,39.95033810243456
2025-10-20,31.960270481947646
2025-10-21,26.633558734956374
2025-10-22,29.29691460845201
2025-10-23,29.29691460845201
2025-10-24,31.960270481947646
2025-10-25,39.95033810243456
2025-10-26,34.623626355443285
2025-10-27,26.633558734956374
2025-10-28,26.633558734956374
2025-10-29,23.970202861460734
2025-10-30,29.29691460845201
2025-10-31,34.623626355443285
2025-11-01,29.29691460845201
2025-11-02,31.960270481947646
2025-11-03,26.633558734956374
2025-11-04,23.970202861460734
2025-11-05,23.970202861460734
2025-11-06,26.633558734956374
2025-11-07,29.29691460845201
2025-11-08,34.623626355443285
2025-11-09,39.95033810243456
2025-11-10,26.633558734956374
2025-11-11,18.643491114469462
2025-11-12,23.970202861460734
2025-11-13,26.633558734956374
2025-11-14,26.633558734956374
2025-11-15,26.633558734956374
2025-11-16,34.623626355443285
2025-11-17,21.3068469879651
2025-11-18,21.3068469879651
2025-11-19,23.970202861460734
2025-11-20,39.95033810243456
2025-11-21,34.623626355443285
2025-11-22,42.6136939759302
2025-11-23,39.95033810243456
2025-11-24,26.633558734956374
2025-11-25,23.970202861460734
2025-11-26,26.633558734956374
2025-11-27,31.960270481947646
2025-11-28,26.633558734956374
2025-11-29,26.633558734956374
2025-11-30,31.960270481947646
2025-12-01,21.3068469879651
2025-12-02,23.970202861460734
2025-12-03,23.970202861460734
2025-12-04,23.970202861460734
2025-12-05,29.29691460845201
2025-12-06,34.623626355443285
2025-12-07,31.960270481947646
2025-12-08,23.970202861460734
2025-12-09,23.970202861460734
2025-12-10,23.970202861460734
2025-12-11,29.450918179368426
2025-12-12,27.061921608681864
2025-12-13,35.286229954680294
2025-12-14,31.839914750054987
2025-12-15,24.6729250379953
2025-12-16,98.96605945479027
2025-12-17,114.35735751284841
2025-12-18,74.29313441679497
2025-12-19,42.45321966673998
2025-12-20,45.89953487136529
2025-12-21,37.67522652536686
2025-12-22,34.22891132074155
2025-12-23,31.839914750054987
2025-12-24,39.006904462114676
2025-12-25,48.288531442051855
2025-12-26,37.67522652536686
2025-12-27,40.064223096053425
2025-12-28,29.450918179368426
2025-12-29,26.00460297474312
2025-12-30,21.22660983336999
2025-12-31,28.39359954542968
2026-01-01,42.45321966673998
2026-01-02,24.6729250379953
2026-01-03,23.615606404056557
2026-01-04,27.061921608681864
2026-01-05,21.22660983336999
2026-01-06,23.615606404056557
2026-01-07,91.79906974273058
2026-01-08,95.51974425016496
2026-01-09,50.67752801273842
2026-01-10,40.178108089672286
2026-01-11,31.719559018162332
2026-01-12,25.375647214529863
2026-01-13,27.490284482407354
2026-01-14,27.490284482407354
2026-01-15,29.60492175028484
2026-01-16,25.375647214529863
2026-01-17,29.60492175028484
2026-01-18,27.490284482407354
2026-01-19,21.14637267877489
2026-01-20,21.14637267877489
2026-01-21,21.14637267877489
2026-01-22,21.14637267877489
2026-01-23,23.261009946652376
2026-01-24,29.60492175028484
2026-01-25,25.375647214529863
2026-01-26,19.031735410897397
2026-01-27,19.031735410897397
2026-01-28,21.14637267877489
2026-01-29,25.375647214529863
2026-01-30,23.261009946652376
2026-01-31,27.490284482407354
2026-02-01,27.490284482407354
2026-02-02,19.031735410897397
2026-02-03,19.031735410897397
2026-02-04,21.14637267877489
2026-02-05,21.14637267877489
2026-02-06,25.375647214529863
2026-02-07,25.375647214529863
2026-02-08,27.490284482407354
2026-02-09,21.14637267877489
2026-02-10,14.80246087514242
2026-02-11,19.031735410897397
2026-02-12,19.031735410897397
2026-02-13,23.261009946652376
2026-02-14,25.375647214529863
2026-02-15,25.375647214529863
2026-02-16,23.261009946652376
2026-02-17,23.261009946652376
2026-02-18,23.261009946652376
2026-02-19,21.14637267877489
2026-02-20,23.261009946652376
2026-02-21,23.261009946652376
2026-02-22,25.375647214529863
2026-02-23,25.375647214529863
2026-02-24,23.261009946652376
2026-02-25,23.261009946652376
2026-02-26,21.14637267877489
2026-02-27,27.490284482407354
2026-02-28,25.375647214529863
2026-03-01,29.60492175028484
2026-03-02,21.14637267877489
2026-03-03,21.14637267877489
2026-03-04,16.91709814301991
2026-03-05,19.031735410897397
2026-03-06,31.719559018162332
2026-03-07,31.719559018162332
2026-03-08,38.063470821794795
2026-03-09,31.719559018162332
2026-03-10,29.60492175028484
2026-03-11,21.14637267877489
2026-03-12,23.261009946652376
2026-03-13,21.14637267877489
2026-03-14,29.60492175028484
2026-03-15,31.719559018162332
2026-03-16,40.178108089672286
2026-03-17,27.490284482407354
2026-03-18,25.375647214529863
2026-03-19,25.375647214529863
2026-03-20,25.375647214529863
2026-03-21,31.719559018162332
2026-03-22,31.719559018162332
2026-03-23,25.375647214529863
2026-03-24,40.178108089672286
2026-03-25,33.83419628603982
2026-03-26,31.719559018162332
2026-03-27,27.490284482407354
2026-03-28,33.83419628603982
2026-03-29,35.94883355391731
2026-03-30,23.261009946652376
2026-03-31,23.261009946652376
2026-04-01,23.261009946652376
2026-04-02,27.490284482407354
2026-04-03,27.490284482407354
2026-04-04,38.063470821794795
2026-04-05,48.63665716118224
2026-04-06,27.490284482407354
2026-04-07,27.490284482407354
2026-04-08,25.375647214529863
2026-04-09,21.14637267877489
2026-04-10,44.40738262542726
2026-04-11,211.46372678774887
2026-04-12,154.36852055505668
2026-04-13,33.83419628603982
2026-04-14,23.261009946652376
2026-04-15,23.261009946652376
2026-04-16,27.490284482407354
2026-04-17,27.490284482407354
2026-04-18,31.719559018162332
2026-04-19,31.719559018162332
2026-04-20,23.261009946652376
2026-04-21,25.375647214529863
2026-04-22,29.60492175028484
2026-04-23,23.261009946652376
2026-04-24,23.261009946652376
2026-04-25,31.719559018162332
2026-04-26,35.94883355391731
2026-04-27,21.14637267877489
2026-04-28,23.261009946652376
2026-04-29,23.261009946652376
2026-04-30,25.375647214529863
2026-05-01,21.14637267877489
2026-05-02,29.60492175028484
2026-05-03,33.83419628603982
2026-05-04,23.261009946652376
2026-05-05,25.375647214529863
2026-05-06,29.60492175028484
2026-05-07,23.261009946652376
2026-05-08,25.375647214529863
2026-05-09,29.60492175028484
2026-05-10,33.83419628603982
2026-05-11,25.375647214529863
2026-05-12,21.14637267877489
2026-05-13,23.261009946652376
2026-05-14,25.375647214529863
2026-05-15,31.719559018162332
2026-05-16,44.40738262542726
2026-05-17,48.63665716118224
2026-05-18,35.94883355391731
2026-05-19,27.490284482407354
2026-05-20,27.490284482407354
2026-05-21,31.719559018162332
2026-05-22,35.94883355391731
2026-05-23,38.063470821794795
2026-05-24,40.178108089672286
2026-05-25,80.35621617934457
2026-05-26,38.063470821794795
2026-05-27,48.63665716118224
2026-05-28,48.63665716118224
2026-05-29,42.29274535754978
2026-05-30,46.52201989330475
2026-05-31,52.86593169693722
