Time,elections
2022-09-04,5.0
2022-09-05,6.5
2022-09-06,20.0
2022-09-07,20.5
2022-09-08,17.5
2022-09-09,17.0
2022-09-10,4.5
2022-09-11,5.5
2022-09-12,19.0
2022-09-13,20.5
2022-09-14,21.5
2022-09-15,19.0
2022-09-16,17.5
2022-09-17,5.5
2022-09-18,5.5
2022-09-19,19.0
2022-09-20,25.0
2022-09-21,21.0
2022-09-22,20.5
2022-09-23,20.0
2022-09-24,18.0
2022-09-25,23.0
2022-09-26,26.0
2022-09-27,22.0
2022-09-28,19.0
2022-09-29,19.0
2022-09-30,19.0
2022-10-01,19.0
2022-10-02,19.0
2022-10-03,19.0
2022-10-04,19.0
2022-10-05,19.0
2022-10-06,19.0
2022-10-07,19.0
2022-10-08,19.0
2022-10-09,19.0
2022-10-10,19.0
2022-10-11,19.0
2022-10-12,19.0
2022-10-13,19.0
2022-10-14,19.0
2022-10-15,19.0
2022-10-16,19.0
2022-10-17,19.0
2022-10-18,38.0
2022-10-19,38.0
2022-10-20,38.0
2022-10-21,19.0
2022-10-22,19.0
2022-10-23,19.0
2022-10-24,38.0
2022-10-25,38.0
2022-10-26,38.0
2022-10-27,38.0
2022-10-28,38.0
2022-10-29,38.0
2022-10-30,38.0
2022-10-31,57.0
2022-11-01,57.0
2022-11-02,57.0
2022-11-03,57.0
2022-11-04,57.0
2022-11-05,38.0
2022-11-06,57.0
2022-11-07,114.0
2022-11-08,361.0
2022-11-09,1900.0
2022-11-10,608.0
2022-11-11,342.0
2022-11-12,285.0
2022-11-13,266.0
2022-11-14,171.0
2022-11-15,152.0
2022-11-16,114.0
2022-11-17,95.0
2022-11-18,57.0
2022-11-19,38.0
2022-11-20,19.0
2022-11-21,19.0
2022-11-22,19.0
2022-11-23,19.0
2022-11-24,19.0
2022-11-25,19.0
2022-11-26,19.0
2022-11-27,19.0
2022-11-28,19.0
2022-11-29,19.0
2022-11-30,19.0
2022-12-01,19.0
2022-12-02,19.0
2022-12-03,19.0
2022-12-04,19.0
2022-12-05,19.0
2022-12-06,19.0
2022-12-07,57.0
2022-12-08,19.0
2022-12-09,19.0
2022-12-10,0.0
2022-12-11,0.0
2022-12-12,19.0
2022-12-13,19.0
2022-12-14,19.0
2022-12-15,19.0
2022-12-16,0.0
2022-12-17,0.0
2022-12-18,0.0
2022-12-19,0.0
2022-12-20,0.0
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,0.0
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,0.0
2023-01-10,0.0
2023-01-11,0.0
2023-01-12,0.0
2023-01-13,0.0
2023-01-14,0.0
2023-01-15,0.0
2023-01-16,0.0
2023-01-17,0.0
2023-01-18,0.0
2023-01-19,0.0
2023-01-20,0.0
2023-01-21,0.0
2023-01-22,0.0
2023-01-23,0.0
2023-01-24,0.0
2023-01-25,0.0
2023-01-26,0.0
2023-01-27,0.0
2023-01-28,0.0
2023-01-29,0.0
2023-01-30,0.0
2023-01-31,0.0
2023-02-01,0.0
2023-02-02,0.0
2023-02-03,0.0
2023-02-04,0.0
2023-02-05,0.0
2023-02-06,0.0
2023-02-07,0.0
2023-02-08,0.0
2023-02-09,0.0
2023-02-10,0.0
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,0.0
2023-02-14,0.0
2023-02-15,0.0
2023-02-16,0.0
2023-02-17,0.0
2023-02-18,0.0
2023-02-19,0.0
2023-02-20,0.0
2023-02-21,19.0
2023-02-22,19.0
2023-02-23,0.0
2023-02-24,0.0
2023-02-25,0.0
2023-02-26,0.0
2023-02-27,19.0
2023-02-28,19.0
2023-03-01,19.0
2023-03-02,19.0
2023-03-03,19.0
2023-03-04,0.0
2023-03-05,0.0
2023-03-06,19.0
2023-03-07,19.0
2023-03-08,19.0
2023-03-09,0.0
2023-03-10,0.0
2023-03-11,0.0
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,0.0
2023-03-15,0.0
2023-03-16,0.0
2023-03-17,0.0
2023-03-18,0.0
2023-03-19,0.0
2023-03-20,0.0
2023-03-21,19.0
2023-03-22,0.0
2023-03-23,0.0
2023-03-24,0.0
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,0.0
2023-03-28,0.0
2023-03-29,19.0
2023-03-30,0.0
2023-03-31,0.0
2023-04-01,0.0
2023-04-02,0.0
2023-04-03,19.0
2023-04-04,19.0
2023-04-05,38.0
2023-04-06,19.0
2023-04-07,0.0
2023-04-08,0.0
2023-04-09,0.0
2023-04-10,0.0
2023-04-11,0.0
2023-04-12,0.0
2023-04-13,0.0
2023-04-14,0.0
2023-04-15,0.0
2023-04-16,0.0
2023-04-17,0.0
2023-04-18,0.0
2023-04-19,0.0
2023-04-20,0.0
2023-04-21,0.0
2023-04-22,0.0
2023-04-23,0.0
2023-04-24,19.0
2023-04-25,19.0
2023-04-26,19.0
2023-04-27,16.625
2023-04-28,7.125
2023-04-29,4.75
2023-04-30,4.75
2023-05-01,21.375
2023-05-02,26.125
2023-05-03,26.125
2023-05-04,19.0
2023-05-05,19.0
2023-05-06,19.0
2023-05-07,26.125
2023-05-08,19.0
2023-05-09,19.0
2023-05-10,19.0
2023-05-11,19.0
2023-05-12,16.625
2023-05-13,19.0
2023-05-14,30.875
2023-05-15,28.5
2023-05-16,26.125
2023-05-17,47.5
2023-05-18,19.0
2023-05-19,16.625
2023-05-20,4.75
2023-05-21,4.75
2023-05-22,7.125
2023-05-23,7.125
2023-05-24,4.75
2023-05-25,4.75
2023-05-26,9.5
2023-05-27,4.75
2023-05-28,14.25
2023-05-29,9.5
2023-05-30,9.5
2023-05-31,9.5
2023-06-01,9.5
2023-06-02,9.5
2023-06-03,4.75
2023-06-04,4.75
2023-06-05,9.5
2023-06-06,14.25
2023-06-07,14.25
2023-06-08,9.5
2023-06-09,9.5
2023-06-10,4.75
2023-06-11,9.5
2023-06-12,9.5
2023-06-13,9.5
2023-06-14,9.5
2023-06-15,9.5
2023-06-16,9.5
2023-06-17,4.75
2023-06-18,4.75
2023-06-19,9.5
2023-06-20,19.0
2023-06-21,19.0
2023-06-22,9.5
2023-06-23,9.5
2023-06-24,9.5
2023-06-25,9.5
2023-06-26,14.25
2023-06-27,19.0
2023-06-28,19.0
2023-06-29,9.5
2023-06-30,9.5
2023-07-01,4.75
2023-07-02,4.75
2023-07-03,9.5
2023-07-04,4.75
2023-07-05,9.5
2023-07-06,9.5
2023-07-07,9.5
2023-07-08,4.75
2023-07-09,9.5
2023-07-10,9.5
2023-07-11,9.5
2023-07-12,9.5
2023-07-13,9.5
2023-07-14,9.5
2023-07-15,9.5
2023-07-16,4.75
2023-07-17,9.5
2023-07-18,9.5
2023-07-19,9.5
2023-07-20,9.5
2023-07-21,9.5
2023-07-22,9.5
2023-07-23,14.25
2023-07-24,14.25
2023-07-25,9.5
2023-07-26,9.5
2023-07-27,9.5
2023-07-28,9.5
2023-07-29,9.5
2023-07-30,9.5
2023-07-31,9.5
2023-08-01,14.25
2023-08-02,19.0
2023-08-03,14.25
2023-08-04,14.25
2023-08-05,9.5
2023-08-06,9.5
2023-08-07,14.25
2023-08-08,23.75
2023-08-09,28.5
2023-08-10,9.5
2023-08-11,9.5
2023-08-12,4.75
2023-08-13,9.5
2023-08-14,14.25
2023-08-15,9.5
2023-08-16,9.5
2023-08-17,9.5
2023-08-18,9.5
2023-08-19,4.75
2023-08-20,9.5
2023-08-21,19.0
2023-08-22,14.25
2023-08-23,14.25
2023-08-24,14.25
2023-08-25,14.25
2023-08-26,9.5
2023-08-27,9.5
2023-08-28,14.25
2023-08-29,14.25
2023-08-30,9.5
2023-08-31,9.5
2023-09-01,9.5
2023-09-02,9.5
2023-09-03,9.5
2023-09-04,9.5
2023-09-05,9.5
2023-09-06,14.25
2023-09-07,14.25
2023-09-08,9.5
2023-09-09,9.5
2023-09-10,9.5
2023-09-11,14.25
2023-09-12,14.25
2023-09-13,14.25
2023-09-14,14.25
2023-09-15,9.5
2023-09-16,9.5
2023-09-17,9.5
2023-09-18,14.25
2023-09-19,14.25
2023-09-20,14.25
2023-09-21,14.25
2023-09-22,14.25
2023-09-23,9.5
2023-09-24,9.5
2023-09-25,14.25
2023-09-26,14.25
2023-09-27,14.25
2023-09-28,19.0
2023-09-29,14.25
2023-09-30,9.5
2023-10-01,14.25
2023-10-02,19.0
2023-10-03,19.0
2023-10-04,19.0
2023-10-05,19.0
2023-10-06,14.25
2023-10-07,9.5
2023-10-08,9.5
2023-10-09,23.75
2023-10-10,23.75
2023-10-11,23.75
2023-10-12,19.0
2023-10-13,19.0
2023-10-14,14.25
2023-10-15,33.25
2023-10-16,33.25
2023-10-17,28.5
2023-10-18,23.75
2023-10-19,23.75
2023-10-20,19.0
2023-10-21,14.25
2023-10-22,23.75
2023-10-23,42.75
2023-10-24,28.5
2023-10-25,23.75
2023-10-26,23.75
2023-10-27,23.75
2023-10-28,19.0
2023-10-29,19.0
2023-10-30,33.25
2023-10-31,33.25
2023-11-01,33.25
2023-11-02,38.0
2023-11-03,38.0
2023-11-04,33.25
2023-11-05,38.0
2023-11-06,99.75
2023-11-07,270.75
2023-11-08,475.0
2023-11-09,66.5
2023-11-10,38.0
2023-11-11,19.0
2023-11-12,19.0
2023-11-13,23.75
2023-11-14,23.75
2023-11-15,19.0
2023-11-16,19.0
2023-11-17,19.0
2023-11-18,9.5
2023-11-19,23.75
2023-11-20,28.5
2023-11-21,14.25
2023-11-22,19.0
2023-11-23,14.25
2023-11-24,9.5
2023-11-25,9.5
2023-11-26,9.5
2023-11-27,14.25
2023-11-28,19.0
2023-11-29,19.0
2023-11-30,23.75
2023-12-01,19.0
2023-12-02,14.25
2023-12-03,80.75
2023-12-04,23.75
2023-12-05,19.0
2023-12-06,19.0
2023-12-07,14.25
2023-12-08,14.25
2023-12-09,9.5
2023-12-10,9.5
2023-12-11,14.25
2023-12-12,14.25
2023-12-13,14.25
2023-12-14,14.25
2023-12-15,14.25
2023-12-16,4.75
2023-12-17,4.75
2023-12-18,9.5
2023-12-19,9.5
2023-12-20,14.25
2023-12-21,14.25
2023-12-22,9.5
2023-12-23,5.9375
2023-12-24,4.75
2023-12-25,4.75
2023-12-26,5.9375
2023-12-27,8.3125
2023-12-28,8.3125
2023-12-29,9.5
2023-12-30,5.9375
2023-12-31,5.9375
2024-01-01,5.9375
2024-01-02,9.5
2024-01-03,13.0625
2024-01-04,10.6875
2024-01-05,14.25
2024-01-06,9.5
2024-01-07,9.5
2024-01-08,14.25
2024-01-09,14.25
2024-01-10,17.8125
2024-01-11,15.4375
2024-01-12,15.4375
2024-01-13,10.6875
2024-01-14,10.6875
2024-01-15,10.6875
2024-01-16,24.9375
2024-01-17,19.0
2024-01-18,19.0
2024-01-19,15.4375
2024-01-20,10.6875
2024-01-21,11.875
2024-01-22,21.375
2024-01-23,26.125
2024-01-24,45.125
2024-01-25,21.375
2024-01-26,16.625
2024-01-27,11.875
2024-01-28,11.875
2024-01-29,16.625
2024-01-30,19.0
2024-01-31,19.0
2024-02-01,16.625
2024-02-02,16.625
2024-02-03,11.875
2024-02-04,16.625
2024-02-05,23.75
2024-02-06,21.375
2024-02-07,23.75
2024-02-08,23.75
2024-02-09,26.125
2024-02-10,16.625
2024-02-11,14.25
2024-02-12,19.0
2024-02-13,23.75
2024-02-14,28.5
2024-02-15,23.75
2024-02-16,21.375
2024-02-17,16.625
2024-02-18,16.625
2024-02-19,21.375
2024-02-20,30.875
2024-02-21,28.5
2024-02-22,23.75
2024-02-23,23.75
2024-02-24,19.0
2024-02-25,26.125
2024-02-26,28.5
2024-02-27,33.25
2024-02-28,33.25
2024-02-29,26.125
2024-03-01,26.125
2024-03-02,21.375
2024-03-03,21.375
2024-03-04,47.5
2024-03-05,90.25
2024-03-06,149.625
2024-03-07,42.75
2024-03-08,26.125
2024-03-09,19.0
2024-03-10,16.625
2024-03-11,23.75
2024-03-12,28.5
2024-03-13,33.25
2024-03-14,23.75
2024-03-15,21.375
2024-03-16,19.0
2024-03-17,23.75
2024-03-18,35.625
2024-03-19,54.625
2024-03-20,64.125
2024-03-21,23.75
2024-03-22,16.625
2024-03-23,11.875
2024-03-24,14.25
2024-03-25,21.375
2024-03-26,19.0
2024-03-27,16.625
2024-03-28,16.625
2024-03-29,11.875
2024-03-30,9.5
2024-03-31,11.875
2024-04-01,21.375
2024-04-02,28.5
2024-04-03,33.25
2024-04-04,19.0
2024-04-05,14.25
2024-04-06,9.5
2024-04-07,9.5
2024-04-08,16.625
2024-04-09,19.0
2024-04-10,19.0
2024-04-11,19.0
2024-04-12,16.625
2024-04-13,11.875
2024-04-14,11.875
2024-04-15,21.375
2024-04-16,19.0
2024-04-17,23.75
2024-04-18,26.125
2024-04-19,23.75
2024-04-20,14.25
2024-04-21,14.25
2024-04-22,23.75
2024-04-23,28.5
2024-04-24,33.25
2024-04-25,23.75
2024-04-26,19.0
2024-04-27,11.875
2024-04-28,11.875
2024-04-29,21.375
2024-04-30,21.375
2024-05-01,19.0
2024-05-02,21.375
2024-05-03,21.375
2024-05-04,19.0
2024-05-05,26.125
2024-05-06,23.75
2024-05-07,26.125
2024-05-08,26.125
2024-05-09,21.375
2024-05-10,19.0
2024-05-11,14.25
2024-05-12,14.25
2024-05-13,33.25
2024-05-14,33.25
2024-05-15,42.75
2024-05-16,21.375
2024-05-17,16.625
2024-05-18,11.875
2024-05-19,11.875
2024-05-20,23.75
2024-05-21,33.25
2024-05-22,54.625
2024-05-23,21.375
2024-05-24,16.625
2024-05-25,11.875
2024-05-26,9.5
2024-05-27,11.875
2024-05-28,21.375
2024-05-29,30.875
2024-05-30,26.125
2024-05-31,23.75
2024-06-01,26.125
2024-06-02,42.75
2024-06-03,95.0
2024-06-04,237.5
2024-06-05,66.5
2024-06-06,30.875
2024-06-07,23.75
2024-06-08,19.0
2024-06-09,42.75
2024-06-10,52.25
2024-06-11,40.375
2024-06-12,33.25
2024-06-13,21.375
2024-06-14,19.0
2024-06-15,14.25
2024-06-16,14.25
2024-06-17,19.0
2024-06-18,23.75
2024-06-19,23.75
2024-06-20,16.625
2024-06-21,14.25
2024-06-22,11.875
2024-06-23,11.875
2024-06-24,16.625
2024-06-25,23.75
2024-06-26,35.625
2024-06-27,19.0
2024-06-28,23.75
2024-06-29,14.25
2024-06-30,30.875
2024-07-01,30.875
2024-07-02,21.375
2024-07-03,19.0
2024-07-04,30.875
2024-07-05,38.0
2024-07-06,21.375
2024-07-07,61.75
2024-07-08,54.625
2024-07-09,26.125
2024-07-10,19.0
2024-07-11,19.0
2024-07-12,14.25
2024-07-13,11.875
2024-07-14,16.625
2024-07-15,19.0
2024-07-16,19.0
2024-07-17,16.625
2024-07-18,16.625
2024-07-19,19.0
2024-07-20,11.875
2024-07-21,28.5
2024-07-22,30.875
2024-07-23,26.125
2024-07-24,23.75
2024-07-25,23.75
2024-07-26,19.0
2024-07-27,19.0
2024-07-28,54.625
2024-07-29,159.125
2024-07-30,57.0
2024-07-31,40.375
2024-08-01,28.5
2024-08-02,26.125
2024-08-03,16.625
2024-08-04,19.0
2024-08-05,21.375
2024-08-06,33.25
2024-08-07,52.25
2024-08-08,23.75
2024-08-09,21.375
2024-08-10,16.625
2024-08-11,19.0
2024-08-12,23.75
2024-08-13,26.125
2024-08-14,30.875
2024-08-15,19.0
2024-08-16,19.0
2024-08-17,14.25
2024-08-18,7.125
2024-08-19,23.75
2024-08-20,35.625
2024-08-21,43.9375
2024-08-22,23.75
2024-08-23,23.75
2024-08-24,24.9375
2024-08-25,7.125
2024-08-26,9.5
2024-08-27,10.6875
2024-08-28,10.6875
2024-08-29,9.5
2024-08-30,8.3125
2024-08-31,5.9375
2024-09-01,8.3125
2024-09-02,8.3125
2024-09-03,23.75
2024-09-04,23.75
2024-09-05,10.6875
2024-09-06,9.5
2024-09-07,7.125
2024-09-08,7.125
2024-09-09,23.75
2024-09-10,24.9375
2024-09-11,28.5
2024-09-12,26.125
2024-09-13,23.75
2024-09-14,9.5
2024-09-15,8.3125
2024-09-16,23.75
2024-09-17,23.75
2024-09-18,23.75
2024-09-19,23.75
2024-09-20,23.75
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,23.75
2024-09-24,23.75
2024-09-25,23.75
2024-09-26,23.75
2024-09-27,23.75
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,23.75
2024-10-01,23.75
2024-10-02,23.75
2024-10-03,23.75
2024-10-04,23.75
2024-10-05,23.75
2024-10-06,23.75
2024-10-07,23.75
2024-10-08,23.75
2024-10-09,23.75
2024-10-10,23.75
2024-10-11,23.75
2024-10-12,23.75
2024-10-13,23.75
2024-10-14,23.75
2024-10-15,23.75
2024-10-16,23.75
2024-10-17,23.75
2024-10-18,23.75
2024-10-19,23.75
2024-10-20,23.75
2024-10-21,23.75
2024-10-22,23.75
2024-10-23,23.75
2024-10-24,23.75
2024-10-25,23.75
2024-10-26,23.75
2024-10-27,23.75
2024-10-28,47.5
2024-10-29,47.5
2024-10-30,47.5
2024-10-31,47.5
2024-11-01,47.5
2024-11-02,47.5
2024-11-03,47.5
2024-11-04,95.0
2024-11-05,356.25
2024-11-06,2375.0
2024-11-07,356.25
2024-11-08,213.75
2024-11-09,166.25
2024-11-10,142.5
2024-11-11,95.0
2024-11-12,95.0
2024-11-13,71.25
2024-11-14,47.5
2024-11-15,23.75
2024-11-16,23.75
2024-11-17,23.75
2024-11-18,23.75
2024-11-19,23.75
2024-11-20,23.75
2024-11-21,23.75
2024-11-22,23.75
2024-11-23,23.75
2024-11-24,23.75
2024-11-25,23.75
2024-11-26,23.75
2024-11-27,23.75
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,23.75
2024-12-03,23.75
2024-12-04,23.75
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,0.0
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,0.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,23.75
2025-02-19,23.75
2025-02-20,23.75
2025-02-21,23.75
2025-02-22,23.75
2025-02-23,71.25
2025-02-24,47.5
2025-02-25,23.75
2025-02-26,23.75
2025-02-27,23.75
2025-02-28,23.75
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,23.75
2025-03-04,23.75
2025-03-05,23.75
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,23.75
2025-03-11,23.75
2025-03-12,23.75
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,23.75
2025-03-27,23.75
2025-03-28,23.75
2025-03-29,23.75
2025-03-30,23.75
2025-03-31,23.75
2025-04-01,47.5
2025-04-02,95.0
2025-04-03,23.75
2025-04-04,0.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,0.0
2025-04-08,0.0
2025-04-09,23.75
2025-04-10,0.0
2025-04-11,0.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,23.75
2025-04-15,7.916666666666666
2025-04-16,7.916666666666666
2025-04-17,7.916666666666666
2025-04-18,7.916666666666666
2025-04-19,3.958333333333333
2025-04-20,3.958333333333333
2025-04-21,7.916666666666666
2025-04-22,7.916666666666666
2025-04-23,7.916666666666666
2025-04-24,7.916666666666666
2025-04-25,7.916666666666666
2025-04-26,3.958333333333333
2025-04-27,7.916666666666666
2025-04-28,35.625
2025-04-29,87.08333333333333
2025-04-30,23.75
2025-05-01,19.791666666666664
2025-05-02,23.75
2025-05-03,23.75
2025-05-04,27.708333333333332
2025-05-05,23.75
2025-05-06,27.708333333333332
2025-05-07,23.75
2025-05-08,7.916666666666666
2025-05-09,7.916666666666666
2025-05-10,3.958333333333333
2025-05-11,3.958333333333333
2025-05-12,7.916666666666666
2025-05-13,7.916666666666666
2025-05-14,7.916666666666666
2025-05-15,15.833333333333332
2025-05-16,7.916666666666666
2025-05-17,7.916666666666666
2025-05-18,15.833333333333332
2025-05-19,23.75
2025-05-20,23.75
2025-05-21,23.75
2025-05-22,15.833333333333332
2025-05-23,7.916666666666666
2025-05-24,7.916666666666666
2025-05-25,15.833333333333332
2025-05-26,15.833333333333332
2025-05-27,15.833333333333332
2025-05-28,15.833333333333332
2025-05-29,7.916666666666666
2025-05-30,7.916666666666666
2025-05-31,7.916666666666666
2025-06-01,15.833333333333332
2025-06-02,23.75
2025-06-03,15.833333333333332
2025-06-04,15.833333333333332
2025-06-05,15.833333333333332
2025-06-06,7.916666666666666
