Time,wingstop
2022-07-08,35.0
2022-07-09,40.0
2022-07-10,46.0
2022-07-11,32.0
2022-07-12,29.0
2022-07-13,31.0
2022-07-14,33.0
2022-07-15,38.0
2022-07-16,41.0
2022-07-17,43.0
2022-07-18,34.0
2022-07-19,31.0
2022-07-20,30.0
2022-07-21,34.0
2022-07-22,36.0
2022-07-23,45.0
2022-07-24,41.0
2022-07-25,32.0
2022-07-26,32.0
2022-07-27,32.0
2022-07-28,33.0
2022-07-29,61.0
2022-07-30,54.0
2022-07-31,41.0
2022-08-01,30.0
2022-08-02,28.0
2022-08-03,31.0
2022-08-04,29.0
2022-08-05,36.0
2022-08-06,39.0
2022-08-07,40.0
2022-08-08,30.0
2022-08-09,28.0
2022-08-10,28.0
2022-08-11,29.0
2022-08-12,34.0
2022-08-13,45.0
2022-08-14,43.0
2022-08-15,31.0
2022-08-16,29.0
2022-08-17,29.0
2022-08-18,31.0
2022-08-19,34.0
2022-08-20,42.0
2022-08-21,42.0
2022-08-22,27.0
2022-08-23,25.0
2022-08-24,26.0
2022-08-25,27.0
2022-08-26,31.0
2022-08-27,40.0
2022-08-28,47.0
2022-08-29,26.788888888888888
2022-08-30,38.42222222222222
2022-08-31,64.19999999999999
2022-09-01,57.12222222222222
2022-09-02,58.13333333333333
2022-09-03,71.27777777777777
2022-09-04,62.67777777777778
2022-09-05,55.099999999999994
2022-09-06,35.888888888888886
2022-09-07,33.36666666666667
2022-09-08,35.888888888888886
2022-09-09,38.42222222222222
2022-09-10,51.05555555555556
2022-09-11,55.099999999999994
2022-09-12,31.84444444444444
2022-09-13,29.822222222222223
2022-09-14,28.81111111111111
2022-09-15,31.84444444444444
2022-09-16,38.42222222222222
2022-09-17,46.0
2022-09-18,51.05555555555556
2022-09-19,29.822222222222223
2022-09-20,27.299999999999997
2022-09-21,25.77777777777778
2022-09-22,27.799999999999997
2022-09-23,38.92222222222222
2022-09-24,42.96666666666667
2022-09-25,46.0
2022-09-26,27.299999999999997
2022-09-27,27.799999999999997
2022-09-28,26.577777777777776
2022-09-29,32.71111111111111
2022-09-30,34.75555555555555
2022-10-01,38.84444444444444
2022-10-02,41.91111111111111
2022-10-03,26.577777777777776
2022-10-04,24.53333333333333
2022-10-05,26.577777777777776
2022-10-06,27.599999999999998
2022-10-07,32.71111111111111
2022-10-08,42.93333333333333
2022-10-09,43.95555555555555
2022-10-10,30.666666666666664
2022-10-11,26.577777777777776
2022-10-12,25.555555555555554
2022-10-13,30.666666666666664
2022-10-14,37.82222222222222
2022-10-15,42.93333333333333
2022-10-16,46.0
2022-10-17,27.599999999999998
2022-10-18,24.53333333333333
2022-10-19,25.555555555555554
2022-10-20,28.62222222222222
2022-10-21,32.71111111111111
2022-10-22,44.977777777777774
2022-10-23,40.888888888888886
2022-10-24,26.577777777777776
2022-10-25,23.51111111111111
2022-10-26,24.53333333333333
2022-10-27,26.577777777777776
2022-10-28,31.688888888888886
2022-10-29,41.91111111111111
2022-10-30,42.93333333333333
2022-10-31,28.62222222222222
2022-11-01,27.599999999999998
2022-11-02,24.53333333333333
2022-11-03,27.599999999999998
2022-11-04,31.688888888888886
2022-11-05,41.91111111111111
2022-11-06,44.977777777777774
2022-11-07,25.555555555555554
2022-11-08,23.51111111111111
2022-11-09,27.599999999999998
2022-11-10,31.688888888888886
2022-11-11,32.71111111111111
2022-11-12,38.84444444444444
2022-11-13,39.86666666666666
2022-11-14,27.599999999999998
2022-11-15,26.577777777777776
2022-11-16,25.555555555555554
2022-11-17,26.577777777777776
2022-11-18,31.688888888888886
2022-11-19,41.91111111111111
2022-11-20,39.86666666666666
2022-11-21,29.644444444444442
2022-11-22,25.555555555555554
2022-11-23,29.644444444444442
2022-11-24,27.599999999999998
2022-11-25,17.377777777777776
2022-11-26,35.77777777777777
2022-11-27,35.77777777777777
2022-11-28,26.577777777777776
2022-11-29,23.51111111111111
2022-11-30,25.555555555555554
2022-12-01,26.577777777777776
2022-12-02,31.688888888888886
2022-12-03,42.93333333333333
2022-12-04,43.95555555555555
2022-12-05,28.62222222222222
2022-12-06,27.599999999999998
2022-12-07,27.599999999999998
2022-12-08,30.666666666666664
2022-12-09,33.733333333333334
2022-12-10,42.93333333333333
2022-12-11,44.977777777777774
2022-12-12,31.688888888888886
2022-12-13,28.62222222222222
2022-12-14,28.62222222222222
2022-12-15,31.688888888888886
2022-12-16,34.75555555555555
2022-12-17,43.95555555555555
2022-12-18,42.93333333333333
2022-12-19,33.733333333333334
2022-12-20,31.688888888888886
2022-12-21,31.688888888888886
2022-12-22,33.733333333333334
2022-12-23,39.86666666666666
2022-12-24,44.977777777777774
2022-12-25,31.688888888888886
2022-12-26,32.71111111111111
2022-12-27,36.8
2022-12-28,36.8
2022-12-29,40.888888888888886
2022-12-30,43.95555555555555
2022-12-31,52.133333333333326
2023-01-01,48.04444444444444
2023-01-02,41.91111111111111
2023-01-03,29.644444444444442
2023-01-04,30.666666666666664
2023-01-05,30.666666666666664
2023-01-06,34.75555555555555
2023-01-07,43.95555555555555
2023-01-08,46.0
2023-01-09,32.71111111111111
2023-01-10,30.666666666666664
2023-01-11,29.644444444444442
2023-01-12,27.599999999999998
2023-01-13,32.71111111111111
2023-01-14,46.0
2023-01-15,43.95555555555555
2023-01-16,37.82222222222222
2023-01-17,28.62222222222222
2023-01-18,25.555555555555554
2023-01-19,25.555555555555554
2023-01-20,31.688888888888886
2023-01-21,46.0
2023-01-22,49.06666666666666
2023-01-23,33.733333333333334
2023-01-24,25.555555555555554
2023-01-25,26.577777777777776
2023-01-26,27.599999999999998
2023-01-27,33.733333333333334
2023-01-28,42.93333333333333
2023-01-29,46.0
2023-01-30,28.62222222222222
2023-01-31,25.555555555555554
2023-02-01,27.599999999999998
2023-02-02,28.62222222222222
2023-02-03,32.71111111111111
2023-02-04,43.95555555555555
2023-02-05,41.91111111111111
2023-02-06,28.62222222222222
2023-02-07,28.62222222222222
2023-02-08,31.688888888888886
2023-02-09,29.644444444444442
2023-02-10,35.77777777777777
2023-02-11,48.04444444444444
2023-02-12,102.22222222222221
2023-02-13,28.62222222222222
2023-02-14,28.62222222222222
2023-02-15,29.644444444444442
2023-02-16,26.577777777777776
2023-02-17,31.688888888888886
2023-02-18,40.888888888888886
2023-02-19,43.95555555555555
2023-02-20,33.733333333333334
2023-02-21,26.577777777777776
2023-02-22,26.577777777777776
2023-02-23,27.599999999999998
2023-02-24,33.733333333333334
2023-02-25,44.977777777777774
2023-02-26,43.95555555555555
2023-02-27,28.62222222222222
2023-02-28,25.555555555555554
2023-03-01,29.644444444444442
2023-03-02,28.62222222222222
2023-03-03,30.666666666666664
2023-03-04,38.84444444444444
2023-03-05,41.91111111111111
2023-03-06,27.599999999999998
2023-03-07,25.555555555555554
2023-03-08,25.555555555555554
2023-03-09,27.599999999999998
2023-03-10,33.733333333333334
2023-03-11,42.93333333333333
2023-03-12,42.93333333333333
2023-03-13,32.71111111111111
2023-03-14,38.84444444444444
2023-03-15,39.86666666666666
2023-03-16,42.93333333333333
2023-03-17,46.0
2023-03-18,48.04444444444444
2023-03-19,50.08888888888889
2023-03-20,33.733333333333334
2023-03-21,30.666666666666664
2023-03-22,33.733333333333334
2023-03-23,34.75555555555555
2023-03-24,37.82222222222222
2023-03-25,44.977777777777774
2023-03-26,44.977777777777774
2023-03-27,33.733333333333334
2023-03-28,29.644444444444442
2023-03-29,27.599999999999998
2023-03-30,31.688888888888886
2023-03-31,34.75555555555555
2023-04-01,46.0
2023-04-02,44.977777777777774
2023-04-03,29.644444444444442
2023-04-04,27.599999999999998
2023-04-05,29.644444444444442
2023-04-06,30.666666666666664
2023-04-07,33.733333333333334
2023-04-08,40.888888888888886
2023-04-09,38.84444444444444
2023-04-10,29.644444444444442
2023-04-11,25.555555555555554
2023-04-12,26.577777777777776
2023-04-13,28.62222222222222
2023-04-14,33.733333333333334
2023-04-15,39.86666666666666
2023-04-16,40.888888888888886
2023-04-17,26.577777777777776
2023-04-18,24.53333333333333
2023-04-19,28.62222222222222
2023-04-20,44.977777777777774
2023-04-21,52.133333333333326
2023-04-22,51.11111111111111
2023-04-23,51.11111111111111
2023-04-24,30.666666666666664
2023-04-25,28.62222222222222
2023-04-26,29.242249352571214
2023-04-27,31.194795905783693
2023-04-28,33.61250462449131
2023-04-29,39.935306449623866
2023-04-30,41.88785300283635
2023-05-01,27.754864964853862
2023-05-02,25.80231841164138
2023-05-03,27.754864964853862
2023-05-04,27.754864964853862
2023-05-05,33.61250462449131
2023-05-06,40.446417560734986
2023-05-07,41.42269083734122
2023-05-08,27.754864964853862
2023-05-09,25.337156246146254
2023-05-10,29.707411518066344
2023-05-11,29.707411518066344
2023-05-12,32.63623134788506
2023-05-13,40.91157972623011
2023-05-14,43.84039955604882
2023-05-15,29.707411518066344
2023-05-16,27.289702799358736
2023-05-17,29.242249352571214
2023-05-18,32.63623134788506
2023-05-19,36.03021334319891
2023-05-20,40.446417560734986
2023-05-21,40.91157972623011
2023-05-22,32.63623134788506
2023-05-23,27.754864964853862
2023-05-24,28.7311382414601
2023-05-25,30.68368479467258
2023-05-26,31.63102725366876
2023-05-27,39.07362190159082
2023-05-28,37.21297323961031
2023-05-29,36.28264890862005
2023-05-30,25.118756936736954
2023-05-31,26.04908126772721
2023-06-01,26.97940559871747
2023-06-02,30.7007029226785
2023-06-03,36.28264890862005
2023-06-04,38.14329757060056
2023-06-05,27.909729929707726
2023-06-06,26.04908126772721
2023-06-07,27.909729929707726
2023-06-08,29.770378591688242
2023-06-09,33.491675915649274
2023-06-10,38.14329757060056
2023-06-11,41.86459489456159
2023-06-12,29.770378591688242
2023-06-13,29.770378591688242
2023-06-14,28.840054260697986
2023-06-15,28.840054260697986
2023-06-16,34.42200024663953
2023-06-17,40.93427056357133
2023-06-18,40.00394623258108
2023-06-19,33.491675915649274
2023-06-20,26.04908126772721
2023-06-21,29.770378591688242
2023-06-22,31.63102725366876
2023-06-23,35.35232457762979
2023-06-24,38.14329757060056
2023-06-25,43.725243556542104
2023-06-26,29.770378591688242
2023-06-27,30.7007029226785
2023-06-28,28.840054260697986
2023-06-29,32.561351584659015
2023-06-30,36.28264890862005
2023-07-01,41.86459489456159
2023-07-02,40.00394623258108
2023-07-03,36.28264890862005
2023-07-04,37.21297323961031
2023-07-05,28.840054260697986
2023-07-06,30.7007029226785
2023-07-07,34.42200024663953
2023-07-08,40.93427056357133
2023-07-09,45.58589221852262
2023-07-10,31.63102725366876
2023-07-11,28.840054260697986
2023-07-12,27.909729929707726
2023-07-13,30.7007029226785
2023-07-14,36.28264890862005
2023-07-15,43.725243556542104
2023-07-16,45.58589221852262
2023-07-17,34.42200024663953
2023-07-18,31.63102725366876
2023-07-19,35.35232457762979
2023-07-20,33.491675915649274
2023-07-21,38.14329757060056
2023-07-22,47.446540880503136
2023-07-23,41.86459489456159
2023-07-24,33.491675915649274
2023-07-25,30.7007029226785
2023-07-26,30.7007029226785
2023-07-27,31.63102725366876
2023-07-28,39.07362190159082
2023-07-29,75.35627081021086
2023-07-30,58.610432852386225
2023-07-31,34.42200024663953
2023-08-01,32.561351584659015
2023-08-02,31.63102725366876
2023-08-03,34.42200024663953
2023-08-04,39.07362190159082
2023-08-05,45.58589221852262
2023-08-06,43.725243556542104
2023-08-07,34.42200024663953
2023-08-08,32.561351584659015
2023-08-09,29.770378591688242
2023-08-10,33.491675915649274
2023-08-11,39.07362190159082
2023-08-12,49.30718954248365
2023-08-13,45.58589221852262
2023-08-14,35.35232457762979
2023-08-15,31.63102725366876
2023-08-16,33.491675915649274
2023-08-17,31.63102725366876
2023-08-18,35.35232457762979
2023-08-19,42.79491922555185
2023-08-20,43.725243556542104
2023-08-21,31.63102725366876
2023-08-22,29.770378591688242
2023-08-23,29.770378591688242
2023-08-24,33.491675915649274
2023-08-25,36.28264890862005
2023-08-26,43.725243556542104
2023-08-27,45.58589221852262
2023-08-28,31.63102725366876
2023-08-29,28.840054260697986
2023-08-30,29.770378591688242
2023-08-31,31.63102725366876
2023-09-01,39.07362190159082
2023-09-02,45.58589221852262
2023-09-03,46.516216549512876
2023-09-04,46.516216549512876
2023-09-05,31.63102725366876
2023-09-06,28.840054260697986
2023-09-07,32.561351584659015
2023-09-08,36.28264890862005
2023-09-09,47.446540880503136
2023-09-10,52.09816253545442
2023-09-11,31.63102725366876
2023-09-12,27.909729929707726
2023-09-13,29.770378591688242
2023-09-14,34.42200024663953
2023-09-15,36.28264890862005
2023-09-16,45.58589221852262
2023-09-17,48.376865211493396
2023-09-18,30.7007029226785
2023-09-19,28.840054260697986
2023-09-20,29.770378591688242
2023-09-21,34.42200024663953
2023-09-22,39.07362190159082
2023-09-23,50.23751387347391
2023-09-24,48.376865211493396
2023-09-25,35.35232457762979
2023-09-26,31.63102725366876
2023-09-27,30.7007029226785
2023-09-28,32.561351584659015
2023-09-29,40.00394623258108
2023-09-30,47.446540880503136
2023-10-01,51.16783820446417
2023-10-02,31.63102725366876
2023-10-03,27.909729929707726
2023-10-04,31.63102725366876
2023-10-05,32.561351584659015
2023-10-06,39.07362190159082
2023-10-07,48.376865211493396
2023-10-08,48.376865211493396
2023-10-09,35.35232457762979
2023-10-10,29.770378591688242
2023-10-11,30.7007029226785
2023-10-12,33.491675915649274
2023-10-13,37.21297323961031
2023-10-14,48.376865211493396
2023-10-15,48.376865211493396
2023-10-16,31.63102725366876
2023-10-17,29.770378591688242
2023-10-18,29.770378591688242
2023-10-19,32.561351584659015
2023-10-20,40.00394623258108
2023-10-21,47.446540880503136
2023-10-22,47.446540880503136
2023-10-23,31.63102725366876
2023-10-24,27.909729929707726
2023-10-25,28.840054260697986
2023-10-26,30.7007029226785
2023-10-27,37.21297323961031
2023-10-28,45.58589221852262
2023-10-29,45.58589221852262
2023-10-30,33.491675915649274
2023-10-31,29.770378591688242
2023-11-01,34.42200024663953
2023-11-02,31.63102725366876
2023-11-03,38.14329757060056
2023-11-04,50.23751387347391
2023-11-05,50.23751387347391
2023-11-06,32.561351584659015
2023-11-07,32.561351584659015
2023-11-08,32.561351584659015
2023-11-09,37.21297323961031
2023-11-10,40.00394623258108
2023-11-11,53.02848686644468
2023-11-12,51.16783820446417
2023-11-13,32.561351584659015
2023-11-14,29.770378591688242
2023-11-15,30.7007029226785
2023-11-16,30.7007029226785
2023-11-17,38.14329757060056
2023-11-18,46.516216549512876
2023-11-19,46.516216549512876
2023-11-20,37.21297323961031
2023-11-21,34.42200024663953
2023-11-22,38.14329757060056
2023-11-23,33.491675915649274
2023-11-24,24.188432605746698
2023-11-25,45.58589221852262
2023-11-26,48.376865211493396
2023-11-27,28.840054260697986
2023-11-28,27.909729929707726
2023-11-29,29.770378591688242
2023-11-30,35.35232457762979
2023-12-01,40.93427056357133
2023-12-02,52.09816253545442
2023-12-03,49.30718954248365
2023-12-04,34.42200024663953
2023-12-05,31.63102725366876
2023-12-06,34.42200024663953
2023-12-07,34.42200024663953
2023-12-08,40.00394623258108
2023-12-09,53.02848686644468
2023-12-10,61.401405845357
2023-12-11,35.35232457762979
2023-12-12,30.7007029226785
2023-12-13,34.42200024663953
2023-12-14,40.00394623258108
2023-12-15,43.725243556542104
2023-12-16,53.02848686644468
2023-12-17,56.74978419040571
2023-12-18,36.28264890862005
2023-12-19,35.35232457762979
2023-12-20,38.14329757060056
2023-12-21,43.725243556542104
2023-12-22,46.582404659810784
2023-12-23,52.990471762202944
2023-12-24,47.67795321409116
2023-12-25,43.29575899696964
2023-12-26,37.983240448857856
2023-12-27,42.83059683147451
2023-12-28,41.73504827719413
2023-12-29,47.67795321409116
2023-12-30,51.429761042427444
2023-12-31,93.16480931962157
2024-01-01,59.39853886459511
2024-01-02,42.83059683147451
2024-01-03,41.73504827719413
2024-01-04,37.518078283362726
2024-01-05,39.07878900313824
2024-01-06,51.429761042427444
2024-01-07,52.990471762202944
2024-01-08,40.174337557418625
2024-01-09,31.575173346465693
2024-01-10,31.575173346465693
2024-01-11,35.326981174801965
2024-01-12,37.983240448857856
2024-01-13,54.08602031648333
2024-01-14,56.742279590539226
2024-01-15,42.83059683147451
2024-01-16,34.23143262052158
2024-01-17,33.1358840662412
2024-01-18,33.76627045502646
2024-01-19,42.83059683147451
2024-01-20,59.39853886459511
2024-01-21,59.256320545813736
2024-01-22,37.82318332711515
2024-01-23,32.78009221683313
2024-01-24,32.78009221683313
2024-01-25,32.78009221683313
2024-01-26,40.34472888225616
2024-01-27,51.69168388039071
2024-01-28,65.56018443366627
2024-01-29,37.82318332711515
2024-01-30,32.78009221683313
2024-01-31,34.040864994403634
2024-02-01,35.30163777197414
2024-02-02,40.34472888225616
2024-02-03,52.952456657961214
2024-02-04,55.474002213102224
2024-02-05,34.040864994403634
2024-02-06,32.78009221683313
2024-02-07,34.040864994403634
2024-02-08,36.56241054954465
2024-02-09,44.127047214967675
2024-02-10,64.29941165609576
2024-02-11,126.07727775705051
2024-02-12,39.083956104685655
2024-02-13,34.040864994403634
2024-02-14,45.387819992538184
2024-02-15,47.909365547679194
2024-02-16,46.64859277010869
2024-02-17,61.77786610095475
2024-02-18,64.29941165609576
2024-02-19,45.387819992538184
2024-02-20,37.82318332711515
2024-02-21,40.34472888225616
2024-02-22,40.34472888225616
2024-02-23,46.64859277010869
2024-02-24,57.995547768243235
2024-02-25,57.995547768243235
2024-02-26,40.34472888225616
2024-02-27,37.82318332711515
2024-02-28,35.30163777197414
2024-02-29,39.083956104685655
2024-03-01,40.34472888225616
2024-03-02,54.213229435531716
2024-03-03,55.474002213102224
2024-03-04,37.82318332711515
2024-03-05,34.040864994403634
2024-03-06,37.82318332711515
2024-03-07,35.30163777197414
2024-03-08,44.127047214967675
2024-03-09,56.73477499067273
2024-03-10,59.256320545813736
2024-03-11,37.82318332711515
2024-03-12,40.34472888225616
2024-03-13,36.56241054954465
2024-03-14,35.30163777197414
2024-03-15,41.60550165982667
2024-03-16,54.213229435531716
2024-03-17,56.73477499067273
2024-03-18,37.82318332711515
2024-03-19,34.040864994403634
2024-03-20,39.083956104685655
2024-03-21,37.82318332711515
2024-03-22,42.86627443739717
2024-03-23,54.213229435531716
2024-03-24,52.952456657961214
2024-03-25,36.56241054954465
2024-03-26,36.56241054954465
2024-03-27,39.083956104685655
2024-03-28,37.82318332711515
2024-03-29,45.387819992538184
2024-03-30,54.213229435531716
2024-03-31,54.213229435531716
2024-04-01,40.34472888225616
2024-04-02,39.083956104685655
2024-04-03,37.82318332711515
2024-04-04,39.083956104685655
2024-04-05,42.86627443739717
2024-04-06,55.474002213102224
2024-04-07,54.213229435531716
2024-04-08,36.56241054954465
2024-04-09,39.083956104685655
2024-04-10,36.56241054954465
2024-04-11,39.083956104685655
2024-04-12,40.34472888225616
2024-04-13,54.213229435531716
2024-04-14,52.952456657961214
2024-04-15,35.30163777197414
2024-04-16,37.82318332711515
2024-04-17,37.82318332711515
2024-04-18,41.60550165982667
2024-04-19,46.64859277010869
2024-04-20,74.3855938766598
2024-04-21,70.60327554394829
2024-04-22,39.083956104685655
2024-04-23,36.56241054954465
2024-04-24,39.083956104685655
2024-04-25,42.86627443739717
2024-04-26,47.909365547679194
2024-04-27,61.77786610095475
2024-04-28,59.256320545813736
2024-04-29,40.34472888225616
2024-04-30,39.083956104685655
2024-05-01,39.083956104685655
2024-05-02,41.60550165982667
2024-05-03,50.430911102820204
2024-05-04,56.73477499067273
2024-05-05,57.995547768243235
2024-05-06,37.82318332711515
2024-05-07,37.82318332711515
2024-05-08,37.82318332711515
2024-05-09,39.083956104685655
2024-05-10,45.387819992538184
2024-05-11,56.73477499067273
2024-05-12,55.474002213102224
2024-05-13,39.083956104685655
2024-05-14,39.083956104685655
2024-05-15,39.083956104685655
2024-05-16,39.083956104685655
2024-05-17,45.387819992538184
2024-05-18,54.213229435531716
2024-05-19,54.213229435531716
2024-05-20,39.083956104685655
2024-05-21,36.56241054954465
2024-05-22,40.34472888225616
2024-05-23,44.127047214967675
2024-05-24,47.909365547679194
2024-05-25,56.73477499067273
2024-05-26,55.474002213102224
2024-05-27,54.213229435531716
2024-05-28,37.82318332711515
2024-05-29,41.60550165982667
2024-05-30,40.34472888225616
2024-05-31,46.64859277010869
2024-06-01,51.69168388039071
2024-06-02,57.995547768243235
2024-06-03,41.60550165982667
2024-06-04,40.34472888225616
2024-06-05,42.86627443739717
2024-06-06,45.387819992538184
2024-06-07,49.170138325249695
2024-06-08,57.995547768243235
2024-06-09,55.474002213102224
2024-06-10,44.127047214967675
2024-06-11,41.60550165982667
2024-06-12,42.86627443739717
2024-06-13,46.64859277010869
2024-06-14,49.170138325249695
2024-06-15,56.73477499067273
2024-06-16,56.73477499067273
2024-06-17,42.86627443739717
2024-06-18,40.34472888225616
2024-06-19,44.127047214967675
2024-06-20,42.86627443739717
2024-06-21,49.170138325249695
2024-06-22,55.474002213102224
2024-06-23,52.952456657961214
2024-06-24,42.86627443739717
2024-06-25,40.34472888225616
2024-06-26,42.86627443739717
2024-06-27,47.909365547679194
2024-06-28,51.69168388039071
2024-06-29,59.256320545813736
2024-06-30,56.73477499067273
2024-07-01,46.64859277010869
2024-07-02,41.60550165982667
2024-07-03,45.387819992538184
2024-07-04,59.256320545813736
2024-07-05,50.430911102820204
2024-07-06,50.430911102820204
2024-07-07,52.952456657961214
2024-07-08,42.86627443739717
2024-07-09,41.60550165982667
2024-07-10,44.127047214967675
2024-07-11,42.86627443739717
2024-07-12,51.69168388039071
2024-07-13,55.474002213102224
2024-07-14,56.73477499067273
2024-07-15,45.387819992538184
2024-07-16,40.34472888225616
2024-07-17,51.69168388039071
2024-07-18,44.127047214967675
2024-07-19,52.952456657961214
2024-07-20,56.73477499067273
2024-07-21,55.474002213102224
2024-07-22,42.86627443739717
2024-07-23,42.86627443739717
2024-07-24,46.64859277010869
2024-07-25,50.430911102820204
2024-07-26,52.952456657961214
2024-07-27,60.517093323384245
2024-07-28,63.038638878525255
2024-07-29,124.81650497948
2024-07-30,92.03641276264688
2024-07-31,49.170138325249695
2024-08-01,47.909365547679194
2024-08-02,52.952456657961214
2024-08-03,56.73477499067273
2024-08-04,60.517093323384245
2024-08-05,41.60550165982667
2024-08-06,39.083956104685655
2024-08-07,42.86627443739717
2024-08-08,44.127047214967675
2024-08-09,46.64859277010869
2024-08-10,56.73477499067273
2024-08-11,55.474002213102224
2024-08-12,40.34472888225616
2024-08-13,35.30163777197414
2024-08-14,37.82318332711515
2024-08-15,41.60550165982667
2024-08-16,46.64859277010869
2024-08-17,56.73477499067273
2024-08-18,54.01634323254689
2024-08-19,40.21152397341183
2024-08-20,37.80565636542511
2024-08-21,37.80565636542511
2024-08-22,40.21152397341183
2024-08-23,45.59580660459338
2024-08-24,59.400625863728436
2024-08-25,58.197692059735076
2024-08-26,41.41445777740519
2024-08-27,37.80565636542511
2024-08-28,37.80565636542511
2024-08-29,42.61739158139855
2024-08-30,51.61047562456017
2024-08-31,65.41529488369522
2024-09-01,59.400625863728436
2024-09-02,56.994758255741715
2024-09-03,35.39978875743839
2024-09-04,37.175269976639854
2024-09-05,37.175269976639854
2024-09-06,43.18993899660666
2024-09-07,63.581974690916624
2024-09-08,70.79957751487677
2024-09-09,37.80565636542511
2024-09-10,37.80565636542511
2024-09-11,35.39978875743839
2024-09-12,44.39287280060002
2024-09-13,46.79874040858674
2024-09-14,61.80649347171516
2024-09-15,75.61131273085022
2024-09-16,39.00859016941847
2024-09-17,40.078319064567495
2024-09-18,37.78812940373506
2024-09-19,38.933224234151275
2024-09-20,44.65869838623235
2024-09-21,56.10964669039449
2024-09-22,66.41550016414041
2024-09-23,41.22341389498371
2024-09-24,35.49793974290264
2024-09-25,38.933224234151275
