Time,southwest
2023-12-22,52
2023-12-23,51
2023-12-24,46
2023-12-25,53
2023-12-26,73
2023-12-27,69
2023-12-28,61
2023-12-29,57
2023-12-30,49
2023-12-31,44
2024-01-01,47
2024-01-02,61
2024-01-03,66
2024-01-04,64
2024-01-05,58
2024-01-06,58
2024-01-07,59
2024-01-08,66
2024-01-09,74
2024-01-10,71
2024-01-11,70
2024-01-12,72
2024-01-13,51
2024-01-14,55
2024-01-15,61
2024-01-16,70
2024-01-17,68
2024-01-18,58
2024-01-19,59
2024-01-20,50
2024-01-21,48
2024-01-22,58
2024-01-23,60
2024-01-24,60
2024-01-25,59
2024-01-26,54
2024-01-27,48
2024-01-28,49
2024-01-29,54
2024-01-30,56
2024-01-31,53
2024-02-01,57
2024-02-02,58
2024-02-03,50
2024-02-04,56
2024-02-05,57
2024-02-06,59
2024-02-07,59
2024-02-08,60
2024-02-09,57
2024-02-10,51
2024-02-11,48
2024-02-12,50
2024-02-13,61
2024-02-14,54
2024-02-15,59
2024-02-16,56
2024-02-17,55
2024-02-18,54
2024-02-19,63
2024-02-20,62
2024-02-21,64
2024-02-22,58
2024-02-23,57
2024-02-24,51
2024-02-25,49
2024-02-26,60
2024-02-27,64
2024-02-28,62
2024-02-29,65
2024-03-01,60
2024-03-02,56
2024-03-03,56
2024-03-04,62
2024-03-05,59
2024-03-06,61
2024-03-07,62
2024-03-08,63
2024-03-09,63
2024-03-10,77
2024-03-11,70
2024-03-12,74
2024-03-13,71
2024-03-14,67
2024-03-15,62
2024-03-16,57
2024-03-17,59
2024-03-18,60
2024-03-19,62
2024-03-20,60
2024-03-21,61
2024-03-22,60
2024-03-23,54
2024-03-24,56
2024-03-25,62
2024-03-26,62
2024-03-27,63
2024-03-28,61
2024-03-29,54
2024-03-30,46
2024-03-31,46
2024-04-01,61
2024-04-02,62
2024-04-03,62
2024-04-04,64
2024-04-05,57
2024-04-06,47
2024-04-07,55
2024-04-08,62
2024-04-09,64
2024-04-10,66
2024-04-11,64
2024-04-12,61
2024-04-13,48
2024-04-14,50
2024-04-15,55
2024-04-16,61
2024-04-17,57
2024-04-18,58
2024-04-19,54
2024-04-20,47
2024-04-21,58
2024-04-22,59
2024-04-23,57
2024-04-24,56
2024-04-25,65
2024-04-26,60
2024-04-27,53
2024-04-28,54
2024-04-29,61
2024-04-30,60
2024-05-01,57
2024-05-02,59
2024-05-03,57
2024-05-04,49
2024-05-05,51
2024-05-06,59
2024-05-07,61
2024-05-08,55
2024-05-09,58
2024-05-10,60
2024-05-11,47
2024-05-12,48
2024-05-13,59
2024-05-14,61
2024-05-15,60
2024-05-16,61
2024-05-17,58
2024-05-18,51
2024-05-19,50
2024-05-20,58
2024-05-21,61
2024-05-22,60
2024-05-23,57
2024-05-24,57
2024-05-25,52
2024-05-26,47
2024-05-27,55
2024-05-28,63
2024-05-29,63
2024-05-30,63
2024-05-31,63
2024-06-01,54
2024-06-02,57
2024-06-03,59
2024-06-04,59
2024-06-05,62
2024-06-06,60
2024-06-07,62
2024-06-08,54
2024-06-09,54
2024-06-10,64
2024-06-11,83
2024-06-12,77
2024-06-13,78
2024-06-14,71
2024-06-15,67
2024-06-16,64
2024-06-17,71
2024-06-18,69
2024-06-19,72
2024-06-20,68
2024-06-21,67
2024-06-22,56
2024-06-23,56
2024-06-24,60
2024-06-25,61
2024-06-26,59
2024-06-27,62
2024-06-28,53
2024-06-29,52
2024-06-30,51
2024-07-01,57
2024-07-02,54
2024-07-03,59
2024-07-04,50
2024-07-05,50
2024-07-06,49
2024-07-07,55
2024-07-08,59
2024-07-09,61
2024-07-10,58
2024-07-11,61
2024-07-12,57
2024-07-13,48
2024-07-14,50
2024-07-15,57
2024-07-16,59
2024-07-17,61
2024-07-18,61
2024-07-19,83
2024-07-20,69
2024-07-21,61
2024-07-22,71
2024-07-23,68
2024-07-24,63
2024-07-25,100
2024-07-26,65
2024-07-27,52
2024-07-28,51
2024-07-29,60
2024-07-30,57
2024-07-31,55
2024-08-01,54
2024-08-02,53
2024-08-03,51
2024-08-04,57
2024-08-05,57
2024-08-06,55
2024-08-07,58
2024-08-08,54
2024-08-09,55
2024-08-10,43
2024-08-11,49
2024-08-12,57
2024-08-13,54
2024-08-14,56
2024-08-15,55
2024-08-16,50
2024-08-17,45
2024-08-18,48
2024-08-19,52
2024-08-20,54
2024-08-21,51
2024-08-22,54
2024-08-23,52
2024-08-24,46
2024-08-25,49
2024-08-26,55
2024-08-27,54
2024-08-28,51
2024-08-29,50
2024-08-30,52
2024-08-31,45
2024-09-01,38
2024-09-02,47
2024-09-03,52
2024-09-04,55
2024-09-05,54
2024-09-06,50
2024-09-07,41
2024-09-08,43
2024-09-09,54
2024-09-10,51
2024-09-11,46
2024-09-12,50
2024-09-13,49
2024-09-14,41
2024-09-15,43
2024-09-16,51
