Time,games
2022-04-18,44.0
2022-04-19,47.0
2022-04-20,48.0
2022-04-21,51.0
2022-04-22,53.0
2022-04-23,44.0
2022-04-24,44.0
2022-04-25,47.0
2022-04-26,52.0
2022-04-27,52.0
2022-04-28,52.0
2022-04-29,58.0
2022-04-30,41.0
2022-05-01,42.0
2022-05-02,49.0
2022-05-03,54.0
2022-05-04,56.0
2022-05-05,56.0
2022-05-06,61.0
2022-05-07,45.0
2022-05-08,45.0
2022-05-09,50.0
2022-05-10,54.0
2022-05-11,55.0
2022-05-12,58.0
2022-05-13,59.0
2022-05-14,44.0
2022-05-15,45.0
2022-05-16,52.0
2022-05-17,56.0
2022-05-18,53.0
2022-05-19,58.0
2022-05-20,58.0
2022-05-21,41.0
2022-05-22,44.0
2022-05-23,51.0
2022-05-24,54.0
2022-05-25,52.0
2022-05-26,49.0
2022-05-27,49.0
2022-05-28,40.0
2022-05-29,38.0
2022-05-30,38.0
2022-05-31,38.0
2022-06-01,41.0
2022-06-02,40.0
2022-06-03,42.0
2022-06-04,37.0
2022-06-05,41.0
2022-06-06,39.0
2022-06-07,38.0
2022-06-08,38.0
2022-06-09,41.0
2022-06-10,39.0
2022-06-11,38.0
2022-06-12,38.0
2022-06-13,38.0
2022-06-14,39.0
2022-06-15,35.0
2022-06-16,36.0
2022-06-17,37.0
2022-06-18,32.0
2022-06-19,33.0
2022-06-20,30.0
2022-06-21,32.0
2022-06-22,33.0
2022-06-23,32.0
2022-06-24,33.0
2022-06-25,34.0
2022-06-26,35.0
2022-06-27,31.0
2022-06-28,30.0
2022-06-29,31.0
2022-06-30,29.0
2022-07-01,29.0
2022-07-02,31.0
2022-07-03,32.0
2022-07-04,32.0
2022-07-05,29.0
2022-07-06,29.0
2022-07-07,30.0
2022-07-08,31.0
2022-07-09,34.0
2022-07-10,32.0
2022-07-11,28.0
2022-07-12,29.0
2022-07-13,30.0
2022-07-14,29.0
2022-07-15,31.0
2022-07-16,33.0
2022-07-17,34.0
2022-07-18,28.0
2022-07-19,30.0
2022-07-20,29.0
2022-07-21,28.0
2022-07-22,28.0
2022-07-23,32.0
2022-07-24,35.0
2022-07-25,30.0
2022-07-26,29.0
2022-07-27,30.0
2022-07-28,30.0
2022-07-29,30.0
2022-07-30,32.0
2022-07-31,34.0
2022-08-01,30.0
2022-08-02,30.0
2022-08-03,33.0
2022-08-04,33.0
2022-08-05,35.0
2022-08-06,39.0
2022-08-07,42.0
2022-08-08,32.0
2022-08-09,32.0
2022-08-10,34.0
2022-08-11,36.0
2022-08-12,37.0
2022-08-13,41.0
2022-08-14,44.0
2022-08-15,33.0
2022-08-16,37.0
2022-08-17,36.0
2022-08-18,39.0
2022-08-19,43.0
2022-08-20,41.0
2022-08-21,41.0
2022-08-22,38.0
2022-08-23,42.0
2022-08-24,41.0
2022-08-25,44.0
2022-08-26,49.0
2022-08-27,44.0
2022-08-28,44.0
2022-08-29,40.75359048009848
2022-08-30,42.84837915469841
2022-08-31,42.34837915469841
2022-09-01,47.037956503898236
2022-09-02,50.18013951579812
2022-09-03,41.800984817398444
2022-09-04,48.08535084119819
2022-09-05,38.65880180549857
2022-09-06,41.300984817398444
2022-09-07,47.037956503898236
2022-09-08,49.132745178498155
2022-09-09,58.01189987689783
2022-09-10,43.89577349199836
2022-09-11,73.67542059909725
2022-09-12,49.632745178498155
2022-09-13,49.132745178498155
2022-09-14,47.537956503898236
2022-09-15,51.72753385309807
2022-09-16,61.1540828887977
2022-09-17,45.99056216659828
2022-09-18,68.43844891259747
2022-09-19,52.27492819039803
2022-09-20,50.68013951579812
2022-09-21,49.132745178498155
2022-09-22,51.72753385309807
2022-09-23,55.91711120229791
2022-09-24,43.89577349199836
2022-09-25,68.98584324989741
2022-09-26,50.18013951579812
2022-09-27,48.08535084119819
2022-09-28,47.07591300779647
2022-09-29,49.26549035699631
2022-09-30,56.92901107919574
2022-10-01,42.696758309396806
2022-10-02,63.49774312679524
2022-10-03,50.36027903159623
2022-10-04,48.17070168239639
2022-10-05,47.07591300779647
2022-10-06,49.26549035699631
2022-10-07,56.92901107919574
2022-10-08,42.696758309396806
2022-10-09,65.68732047599508
2022-10-10,47.07591300779647
2022-10-11,50.36027903159623
2022-10-12,47.07591300779647
2022-10-13,47.07591300779647
2022-10-14,54.7394337299959
2022-10-15,45.981124333196554
2022-10-16,67.87689782519492
2022-10-17,53.64464505539598
2022-10-18,53.64464505539598
2022-10-19,51.45506770619615
2022-10-20,54.7394337299959
2022-10-21,55.83422240459582
2022-10-22,48.17070168239639
2022-10-23,66.782109150595
2022-10-24,50.36027903159623
2022-10-25,48.17070168239639
2022-10-26,49.26549035699631
2022-10-27,51.45506770619615
2022-10-28,54.7394337299959
2022-10-29,42.696758309396806
2022-10-30,60.213377102995494
2022-10-31,48.17070168239639
2022-11-01,48.17070168239639
2022-11-02,49.26549035699631
2022-11-03,52.549856380796065
2022-11-04,60.213377102995494
2022-11-05,44.886335658596636
2022-11-06,56.92901107919574
2022-11-07,49.26549035699631
2022-11-08,43.791546983996724
2022-11-09,42.696758309396806
2022-11-10,49.26549035699631
2022-11-11,49.26549035699631
2022-11-12,42.696758309396806
2022-11-13,60.213377102995494
2022-11-14,51.45506770619615
2022-11-15,50.36027903159623
2022-11-16,48.17070168239639
2022-11-17,52.549856380796065
2022-11-18,60.213377102995494
2022-11-19,45.981124333196554
2022-11-20,64.59253180139517
2022-11-21,56.92901107919574
2022-11-22,55.83422240459582
2022-11-23,50.36027903159623
2022-11-24,78.8247845711941
2022-11-25,66.782109150595
2022-11-26,53.64464505539598
2022-11-27,66.782109150595
2022-11-28,56.92901107919574
2022-11-29,53.64464505539598
2022-11-30,54.7394337299959
2022-12-01,56.92901107919574
2022-12-02,61.308165777595406
2022-12-03,55.83422240459582
2022-12-04,76.63520722199426
2022-12-05,67.87689782519492
2022-12-06,59.118588428395576
2022-12-07,55.83422240459582
2022-12-08,58.02379975379566
2022-12-09,67.87689782519492
2022-12-10,54.7394337299959
2022-12-11,64.59253180139517
2022-12-12,62.402954452195324
2022-12-13,58.02379975379566
2022-12-14,61.308165777595406
2022-12-15,60.213377102995494
2022-12-16,66.782109150595
2022-12-17,66.782109150595
2022-12-18,71.16126384899466
2022-12-19,56.92901107919574
2022-12-20,53.64464505539598
2022-12-21,50.36027903159623
2022-12-22,49.26549035699631
2022-12-23,52.549856380796065
2022-12-24,71.16126384899466
2022-12-25,96.34140336479278
2022-12-26,68.97168649979484
2022-12-27,51.45506770619615
2022-12-28,47.07591300779647
2022-12-29,49.26549035699631
2022-12-30,51.45506770619615
2022-12-31,63.49774312679524
2023-01-01,74.44562987279443
2023-01-02,51.45506770619615
2023-01-03,45.981124333196554
2023-01-04,41.60196963479689
2023-01-05,44.886335658596636
2023-01-06,52.549856380796065
2023-01-07,60.213377102995494
2023-01-08,68.97168649979484
2023-01-09,53.64464505539598
2023-01-10,49.26549035699631
2023-01-11,48.17070168239639
2023-01-12,53.64464505539598
2023-01-13,59.118588428395576
2023-01-14,70.06647517439475
2023-01-15,93.05703734099303
2023-01-16,62.402954452195324
2023-01-17,58.02379975379566
2023-01-18,48.17070168239639
2023-01-19,50.36027903159623
2023-01-20,54.7394337299959
2023-01-21,81.01436192039394
2023-01-22,109.4788674599918
2023-01-23,62.402954452195324
2023-01-24,50.36027903159623
2023-01-25,49.26549035699631
2023-01-26,53.64464505539598
2023-01-27,58.02379975379566
2023-01-28,59.118588428395576
2023-01-29,96.34140336479278
2023-01-30,63.49774312679524
2023-01-31,49.26549035699631
2023-02-01,47.07591300779647
2023-02-02,50.36027903159623
2023-02-03,54.7394337299959
2023-02-04,42.696758309396806
2023-02-05,45.981124333196554
2023-02-06,47.07591300779647
2023-02-07,50.36027903159623
2023-02-08,52.549856380796065
2023-02-09,50.36027903159623
2023-02-10,54.7394337299959
2023-02-11,43.791546983996724
2023-02-12,42.696758309396806
2023-02-13,43.791546983996724
2023-02-14,45.981124333196554
2023-02-15,48.17070168239639
2023-02-16,52.549856380796065
2023-02-17,50.36027903159623
2023-02-18,39.41239228559705
2023-02-19,37.222814936397214
2023-02-20,35.03323758719738
2023-02-21,40.50718096019697
2023-02-22,42.696758309396806
2023-02-23,44.886335658596636
2023-02-24,54.7394337299959
2023-02-25,41.60196963479689
2023-02-26,42.696758309396806
2023-02-27,47.07591300779647
2023-02-28,43.791546983996724
2023-03-01,47.07591300779647
2023-03-02,50.36027903159623
2023-03-03,53.64464505539598
2023-03-04,44.886335658596636
2023-03-05,45.981124333196554
2023-03-06,48.17070168239639
2023-03-07,49.26549035699631
2023-03-08,51.45506770619615
2023-03-09,54.7394337299959
2023-03-10,59.118588428395576
2023-03-11,45.981124333196554
2023-03-12,50.36027903159623
2023-03-13,44.886335658596636
2023-03-14,47.07591300779647
2023-03-15,53.64464505539598
2023-03-16,55.83422240459582
2023-03-17,54.7394337299959
2023-03-18,48.17070168239639
2023-03-19,51.45506770619615
2023-03-20,48.17070168239639
2023-03-21,47.07591300779647
2023-03-22,49.26549035699631
2023-03-23,53.64464505539598
2023-03-24,58.02379975379566
2023-03-25,50.36027903159623
2023-03-26,52.549856380796065
2023-03-27,47.07591300779647
2023-03-28,50.36027903159623
2023-03-29,47.07591300779647
2023-03-30,51.45506770619615
2023-03-31,50.36027903159623
2023-04-01,47.07591300779647
2023-04-02,45.981124333196554
2023-04-03,42.696758309396806
2023-04-04,44.886335658596636
2023-04-05,45.981124333196554
2023-04-06,47.07591300779647
2023-04-07,38.31760361099713
2023-04-08,40.50718096019697
2023-04-09,40.50718096019697
2023-04-10,37.222814936397214
2023-04-11,40.50718096019697
2023-04-12,45.981124333196554
2023-04-13,49.26549035699631
2023-04-14,50.36027903159623
2023-04-15,45.981124333196554
2023-04-16,47.07591300779647
2023-04-17,43.791546983996724
2023-04-18,51.45506770619615
2023-04-19,54.7394337299959
2023-04-20,55.83422240459582
2023-04-21,55.83422240459582
2023-04-22,51.45506770619615
2023-04-23,52.549856380796065
2023-04-24,48.17070168239639
2023-04-25,51.45506770619615
2023-04-26,54.7394337299959
2023-04-27,58.486979577664854
2023-04-28,60.83095020148775
2023-04-29,49.89709920772704
2023-04-30,51.69367549424997
2023-05-01,49.195311595804014
2023-05-02,54.7394337299959
2023-05-03,56.536010016518844
2023-05-04,59.03437391496482
2023-05-05,60.83095020148775
2023-05-06,47.398735309281065
2023-05-07,49.195311595804014
2023-05-08,53.49025178077292
2023-05-09,53.49025178077292
2023-05-10,55.98861567921889
2023-05-11,59.03437391496482
2023-05-12,63.32931409993372
2023-05-13,50.99188788232695
2023-05-14,47.398735309281065
2023-05-15,49.195311595804014
2023-05-16,50.99188788232695
2023-05-17,54.7394337299959
2023-05-18,55.98861567921889
2023-05-19,60.2835558641878
2023-05-20,44.9003714108351
2023-05-21,44.9003714108351
2023-05-22,50.444493545026994
2023-05-23,51.69367549424997
2023-05-24,49.195311595804014
2023-05-25,46.14955336005808
2023-05-26,46.31798238691961
2023-05-27,39.300106267689365
2023-05-28,40.70368149153541
2023-05-29,37.89653104384332
2023-05-30,42.10725671538147
2023-05-31,39.300106267689365
2023-06-01,37.89653104384332
2023-06-02,40.70368149153541
2023-06-03,35.08938059615122
2023-06-04,37.89653104384332
2023-06-05,37.89653104384332
2023-06-06,37.89653104384332
2023-06-07,39.300106267689365
2023-06-08,40.70368149153541
2023-06-09,35.08938059615122
2023-06-10,39.300106267689365
2023-06-11,36.49295581999727
2023-06-12,35.08938059615122
2023-06-13,35.08938059615122
2023-06-14,35.08938059615122
2023-06-15,32.28223014845912
2023-06-16,30.878654924613073
2023-06-17,29.475079700767026
2023-06-18,32.28223014845912
2023-06-19,29.475079700767026
2023-06-20,30.878654924613073
2023-06-21,30.878654924613073
2023-06-22,28.07150447692098
2023-06-23,29.475079700767026
2023-06-24,32.28223014845912
2023-06-25,33.68580537230517
2023-06-26,28.07150447692098
2023-06-27,28.07150447692098
2023-06-28,29.475079700767026
2023-06-29,32.28223014845912
2023-06-30,29.475079700767026
2023-07-01,30.878654924613073
2023-07-02,35.08938059615122
2023-07-03,32.28223014845912
2023-07-04,32.28223014845912
2023-07-05,28.07150447692098
2023-07-06,29.475079700767026
2023-07-07,29.475079700767026
2023-07-08,33.68580537230517
2023-07-09,35.08938059615122
2023-07-10,28.07150447692098
2023-07-11,28.07150447692098
2023-07-12,28.07150447692098
2023-07-13,28.07150447692098
2023-07-14,29.475079700767026
2023-07-15,33.68580537230517
2023-07-16,33.68580537230517
2023-07-17,28.07150447692098
2023-07-18,28.07150447692098
2023-07-19,28.07150447692098
2023-07-20,29.475079700767026
2023-07-21,29.475079700767026
2023-07-22,32.28223014845912
2023-07-23,33.68580537230517
2023-07-24,28.07150447692098
2023-07-25,28.07150447692098
2023-07-26,29.475079700767026
2023-07-27,30.878654924613073
2023-07-28,29.475079700767026
2023-07-29,33.68580537230517
2023-07-30,32.28223014845912
2023-07-31,29.475079700767026
2023-08-01,29.475079700767026
2023-08-02,29.475079700767026
2023-08-03,32.28223014845912
2023-08-04,33.68580537230517
2023-08-05,35.08938059615122
2023-08-06,37.89653104384332
2023-08-07,32.28223014845912
2023-08-08,29.475079700767026
2023-08-09,32.28223014845912
2023-08-10,33.68580537230517
2023-08-11,36.49295581999727
2023-08-12,39.300106267689365
2023-08-13,39.300106267689365
2023-08-14,33.68580537230517
2023-08-15,33.68580537230517
2023-08-16,36.49295581999727
2023-08-17,40.70368149153541
2023-08-18,43.510831939227515
2023-08-19,37.89653104384332
2023-08-20,40.70368149153541
2023-08-21,37.89653104384332
2023-08-22,40.70368149153541
2023-08-23,39.300106267689365
2023-08-24,43.510831939227515
2023-08-25,47.72155761076566
2023-08-26,40.70368149153541
2023-08-27,42.10725671538147
2023-08-28,40.70368149153541
2023-08-29,43.510831939227515
2023-08-30,43.510831939227515
2023-08-31,46.31798238691961
2023-09-01,51.93228328230381
2023-09-02,42.10725671538147
2023-09-03,44.91440716307356
2023-09-04,39.300106267689365
2023-09-05,40.70368149153541
2023-09-06,46.31798238691961
2023-09-07,51.93228328230381
2023-09-08,60.3537346253801
2023-09-09,44.91440716307356
2023-09-10,68.7751859684564
2023-09-11,51.93228328230381
2023-09-12,50.52870805845776
2023-09-13,49.12513283461171
2023-09-14,51.93228328230381
2023-09-15,58.95015940153405
2023-09-16,44.91440716307356
2023-09-17,67.37161074461034
2023-09-18,54.7394337299959
2023-09-19,51.93228328230381
2023-09-20,49.12513283461171
2023-09-21,51.93228328230381
2023-09-22,63.160885073072194
2023-09-23,44.91440716307356
2023-09-24,72.98591163999454
2023-09-25,54.7394337299959
2023-09-26,51.93228328230381
2023-09-27,46.31798238691961
2023-09-28,53.335858506149854
2023-09-29,60.3537346253801
2023-09-30,43.510831939227515
2023-10-01,72.98591163999454
2023-10-02,54.7394337299959
2023-10-03,49.12513283461171
2023-10-04,50.52870805845776
2023-10-05,54.7394337299959
2023-10-06,58.95015940153405
2023-10-07,46.31798238691961
2023-10-08,70.17876119230245
2023-10-09,51.93228328230381
2023-10-10,49.12513283461171
2023-10-11,47.72155761076566
2023-10-12,50.52870805845776
2023-10-13,56.14300895384196
2023-10-14,43.510831939227515
2023-10-15,71.5823364161485
2023-10-16,51.93228328230381
2023-10-17,51.93228328230381
2023-10-18,44.91440716307356
2023-10-19,50.52870805845776
2023-10-20,58.95015940153405
2023-10-21,46.31798238691961
2023-10-22,71.5823364161485
2023-10-23,53.335858506149854
2023-10-24,54.7394337299959
2023-10-25,53.335858506149854
2023-10-26,54.7394337299959
2023-10-27,60.3537346253801
2023-10-28,46.31798238691961
2023-10-29,68.7751859684564
2023-10-30,57.546584177688004
2023-10-31,53.335858506149854
2023-11-01,51.93228328230381
2023-11-02,57.546584177688004
2023-11-03,64.56446029691824
2023-11-04,51.93228328230381
2023-11-05,78.60021253537873
2023-11-06,60.3537346253801
2023-11-07,54.7394337299959
2023-11-08,53.335858506149854
2023-11-09,58.95015940153405
2023-11-10,56.14300895384196
2023-11-11,54.7394337299959
2023-11-12,72.98591163999454
2023-11-13,60.3537346253801
2023-11-14,54.7394337299959
2023-11-15,58.95015940153405
2023-11-16,61.75730984922615
2023-11-17,74.38948686384059
2023-11-18,67.37161074461034
2023-11-19,85.61808865460898
2023-11-20,65.96803552076429
2023-11-21,71.5823364161485
2023-11-22,61.75730984922615
2023-11-23,101.05741611691552
2023-11-24,85.61808865460898
2023-11-25,72.98591163999454
2023-11-26,91.23238954999317
2023-11-27,67.37161074461034
2023-11-28,60.3537346253801
2023-11-29,60.3537346253801
2023-11-30,61.75730984922615
2023-12-01,72.98591163999454
2023-12-02,67.37161074461034
2023-12-03,98.25026566922342
2023-12-04,75.79306208768664
2023-12-05,64.56446029691824
2023-12-06,61.75730984922615
2023-12-07,63.160885073072194
2023-12-08,71.5823364161485
2023-12-09,61.75730984922615
2023-12-10,82.81093820691689
2023-12-11,68.7751859684564
2023-12-12,61.75730984922615
2023-12-13,63.160885073072194
2023-12-14,65.96803552076429
2023-12-15,75.79306208768664
2023-12-16,72.98591163999454
2023-12-17,87.02166387845503
2023-12-18,65.96803552076429
2023-12-19,68.7751859684564
2023-12-20,63.160885073072194
2023-12-21,64.56446029691824
2023-12-22,63.23538396764836
2023-12-23,79.75461102566035
2023-12-24,98.44794855285639
2023-12-25,119.28102273252901
2023-12-26,76.87871294455326
2023-12-27,56.04563876488065
2023-12-28,57.4835878054342
2023-12-29,66.11128204875544
2023-12-30,79.05282341373731
2023-12-31,100.58768520533296
2024-01-01,89.82025430953514
2024-01-02,55.343851152957626
2024-01-03,45.97999548100586
2024-01-04,49.592054990743456
2024-01-05,53.16974068377357
2024-01-06,70.42512917041607
2024-01-07,91.25820335008868
2024-01-08,63.23538396764836
2024-01-09,50.29384260266648
2024-01-10,50.29384260266648
2024-01-11,57.4835878054342
2024-01-12,60.35948588654128
2024-01-13,100.58768520533296
2024-01-14,140.11409691220163
2024-01-15,92.69615239064223
2024-01-16,68.98718012986254
2024-01-17,52.467953071850545
2024-01-18,56.04563876488065
2024-01-19,60.35948588654128
2024-01-20,100.58768520533296
2024-01-21,147.23228572610353
2024-01-22,75.08846572031281
2024-01-23,54.47594571865831
2024-01-24,55.94826857591934
2024-01-25,57.420591433180384
2024-01-26,61.837560004963485
2024-01-27,67.72685143400763
2024-01-28,114.84118286636077
2024-01-29,69.19917429126866
2024-01-30,48.58665428961417
2024-01-31,50.0589771468752
2024-02-01,53.003622861397275
2024-02-02,54.47594571865831
2024-02-03,42.697362860570024
2024-02-04,45.6420085750921
2024-02-05,45.6420085750921
2024-02-06,50.0589771468752
2024-02-07,48.58665428961417
2024-02-08,51.53130000413624
2024-02-09,54.47594571865831
2024-02-10,44.169685717831065
2024-02-11,42.697362860570024
2024-02-12,44.169685717831065
2024-02-13,45.6420085750921
2024-02-14,47.11433143235313
2024-02-15,51.53130000413624
2024-02-16,51.53130000413624
2024-02-17,39.75271714604796
2024-02-18,38.28039428878692
2024-02-19,36.80807143152588
2024-02-20,42.697362860570024
2024-02-21,42.697362860570024
2024-02-22,47.11433143235313
2024-02-23,54.47594571865831
2024-02-24,42.697362860570024
2024-02-25,39.75271714604796
2024-02-26,44.169685717831065
2024-02-27,47.11433143235313
2024-02-28,48.58665428961417
2024-02-29,48.58665428961417
2024-03-01,57.420591433180384
2024-03-02,39.75271714604796
2024-03-03,39.75271714604796
2024-03-04,44.169685717831065
2024-03-05,48.58665428961417
2024-03-06,50.0589771468752
2024-03-07,54.47594571865831
2024-03-08,55.94826857591934
2024-03-09,42.697362860570024
2024-03-10,42.697362860570024
2024-03-11,42.697362860570024
2024-03-12,44.169685717831065
2024-03-13,47.11433143235313
2024-03-14,47.11433143235313
2024-03-15,48.58665428961417
2024-03-16,39.75271714604796
2024-03-17,42.697362860570024
2024-03-18,45.6420085750921
2024-03-19,50.0589771468752
2024-03-20,48.58665428961417
2024-03-21,57.420591433180384
2024-03-22,57.420591433180384
2024-03-23,45.6420085750921
2024-03-24,47.11433143235313
2024-03-25,44.169685717831065
2024-03-26,45.6420085750921
2024-03-27,48.58665428961417
2024-03-28,53.003622861397275
2024-03-29,44.169685717831065
2024-03-30,44.169685717831065
2024-03-31,47.11433143235313
2024-04-01,42.697362860570024
2024-04-02,45.6420085750921
2024-04-03,44.169685717831065
2024-04-04,45.6420085750921
2024-04-05,51.53130000413624
2024-04-06,45.6420085750921
2024-04-07,44.169685717831065
2024-04-08,41.22504000330899
2024-04-09,48.58665428961417
2024-04-10,47.11433143235313
2024-04-11,50.0589771468752
2024-04-12,53.003622861397275
2024-04-13,39.75271714604796
2024-04-14,41.22504000330899
2024-04-15,45.6420085750921
2024-04-16,48.58665428961417
2024-04-17,51.53130000413624
2024-04-18,53.003622861397275
2024-04-19,54.47594571865831
2024-04-20,45.6420085750921
2024-04-21,50.0589771468752
2024-04-22,51.53130000413624
2024-04-23,50.0589771468752
2024-04-24,51.53130000413624
2024-04-25,53.003622861397275
2024-04-26,55.94826857591934
2024-04-27,44.169685717831065
2024-04-28,48.58665428961417
2024-04-29,50.0589771468752
2024-04-30,54.47594571865831
2024-05-01,54.47594571865831
2024-05-02,54.47594571865831
2024-05-03,58.89291429044142
2024-05-04,44.169685717831065
2024-05-05,45.6420085750921
2024-05-06,48.58665428961417
2024-05-07,53.003622861397275
2024-05-08,53.003622861397275
2024-05-09,55.94826857591934
2024-05-10,60.36523714770245
2024-05-11,42.697362860570024
2024-05-12,42.697362860570024
2024-05-13,53.003622861397275
2024-05-14,55.94826857591934
2024-05-15,58.89291429044142
2024-05-16,63.30988286222452
2024-05-17,63.30988286222452
2024-05-18,48.58665428961417
2024-05-19,50.0589771468752
2024-05-20,55.94826857591934
2024-05-21,51.53130000413624
2024-05-22,53.003622861397275
2024-05-23,54.47594571865831
2024-05-24,48.58665428961417
2024-05-25,44.169685717831065
2024-05-26,42.697362860570024
2024-05-27,44.169685717831065
2024-05-28,42.697362860570024
2024-05-29,45.6420085750921
2024-05-30,42.697362860570024
2024-05-31,41.22504000330899
2024-06-01,38.28039428878692
2024-06-02,36.80807143152588
2024-06-03,36.80807143152588
2024-06-04,36.80807143152588
2024-06-05,38.28039428878692
2024-06-06,42.697362860570024
2024-06-07,45.6420085750921
2024-06-08,39.75271714604796
2024-06-09,44.169685717831065
2024-06-10,39.75271714604796
2024-06-11,38.28039428878692
2024-06-12,36.80807143152588
2024-06-13,38.28039428878692
2024-06-14,35.33574857426485
2024-06-15,41.22504000330899
2024-06-16,39.75271714604796
2024-06-17,33.863425717003814
2024-06-18,36.80807143152588
2024-06-19,33.863425717003814
2024-06-20,33.863425717003814
2024-06-21,35.33574857426485
2024-06-22,38.28039428878692
2024-06-23,39.75271714604796
2024-06-24,32.39110285974278
2024-06-25,33.863425717003814
2024-06-26,32.39110285974278
2024-06-27,30.918780002481743
2024-06-28,30.918780002481743
2024-06-29,36.80807143152588
2024-06-30,36.80807143152588
2024-07-01,30.918780002481743
2024-07-02,29.44645714522071
2024-07-03,32.39110285974278
2024-07-04,35.33574857426485
2024-07-05,33.863425717003814
2024-07-06,39.75271714604796
2024-07-07,36.80807143152588
2024-07-08,30.918780002481743
2024-07-09,30.918780002481743
2024-07-10,32.39110285974278
2024-07-11,32.39110285974278
2024-07-12,29.44645714522071
2024-07-13,33.863425717003814
2024-07-14,35.33574857426485
2024-07-15,29.44645714522071
2024-07-16,27.97413428795967
2024-07-17,30.918780002481743
2024-07-18,27.97413428795967
2024-07-19,27.97413428795967
2024-07-20,33.863425717003814
2024-07-21,33.863425717003814
2024-07-22,26.501811430698638
2024-07-23,27.97413428795967
2024-07-24,30.918780002481743
2024-07-25,30.918780002481743
2024-07-26,32.39110285974278
2024-07-27,39.75271714604796
2024-07-28,41.22504000330899
2024-07-29,32.39110285974278
2024-07-30,33.863425717003814
2024-07-31,35.33574857426485
2024-08-01,33.863425717003814
2024-08-02,36.80807143152588
2024-08-03,39.75271714604796
2024-08-04,42.697362860570024
2024-08-05,33.863425717003814
2024-08-06,35.33574857426485
2024-08-07,36.80807143152588
2024-08-08,44.169685717831065
2024-08-09,42.697362860570024
2024-08-10,53.003622861397275
2024-08-11,53.003622861397275
2024-08-12,36.80807143152588
2024-08-13,35.33574857426485
2024-08-14,36.80807143152588
2024-08-15,39.75271714604796
2024-08-16,48.58665428961417
2024-08-17,45.6420085750921
2024-08-18,48.33165711683398
2024-08-19,40.773699978193186
2024-08-20,44.572312832747144
2024-08-21,46.82006568910582
2024-08-22,46.82006568910582
2024-08-23,55.15345282684426
2024-08-24,52.130269971387946
2024-08-25,49.843248544562144
2024-08-26,46.82006568910582
2024-08-27,49.10708711593162
2024-08-28,51.35483997229031
2024-08-29,57.401205683202946
2024-08-30,63.44757139411558
2024-08-31,49.10708711593162
2024-09-01,53.6418613991161
2024-09-02,43.796882833649505
2024-09-03,46.82006568910582
2024-09-04,52.86643140001846
2024-09-05,61.93597996638742
2024-09-06,76.27646424457137
2024-09-07,61.93597996638742
2024-09-08,91.39237852185298
2024-09-09,61.93597996638742
2024-09-10,58.912797110931095
2024-09-11,51.35483997229031
2024-09-12,60.42438853865926
2024-09-13,70.23009853365873
2024-09-14,50.61867854365978
2024-09-15,82.32282995548401
2024-09-16,60.42438853865926
2024-09-17,62.03439992781135
2024-09-18,55.830959935030215
2024-09-19,62.03439992781135
2024-09-20,71.33955991698305
2024-09-21,49.62751994224908
2024-09-22,93.05159989171702
2024-09-23,65.13611992420192
