Time,ups
2022-04-16,61.0
2022-04-17,36.0
2022-04-18,72.0
2022-04-19,76.0
2022-04-20,71.0
2022-04-21,70.0
2022-04-22,69.0
2022-04-23,59.0
2022-04-24,44.0
2022-04-25,72.0
2022-04-26,74.0
2022-04-27,73.0
2022-04-28,72.0
2022-04-29,68.0
2022-04-30,61.0
2022-05-01,44.0
2022-05-02,68.0
2022-05-03,70.0
2022-05-04,73.0
2022-05-05,75.0
2022-05-06,70.0
2022-05-07,60.0
2022-05-08,43.0
2022-05-09,70.0
2022-05-10,79.0
2022-05-11,70.0
2022-05-12,78.0
2022-05-13,67.0
2022-05-14,63.0
2022-05-15,46.0
2022-05-16,73.0
2022-05-17,77.0
2022-05-18,76.0
2022-05-19,77.0
2022-05-20,72.0
2022-05-21,66.0
2022-05-22,47.0
2022-05-23,81.0
2022-05-24,83.0
2022-05-25,80.0
2022-05-26,83.0
2022-05-27,79.0
2022-05-28,67.0
2022-05-29,46.0
2022-05-30,53.0
2022-05-31,88.0
2022-06-01,84.0
2022-06-02,80.0
2022-06-03,82.0
2022-06-04,70.0
2022-06-05,50.0
2022-06-06,82.0
2022-06-07,83.0
2022-06-08,88.0
2022-06-09,83.0
2022-06-10,83.0
2022-06-11,68.0
2022-06-12,46.0
2022-06-13,81.0
2022-06-14,87.0
2022-06-15,88.0
2022-06-16,83.0
2022-06-17,79.0
2022-06-18,70.0
2022-06-19,48.0
2022-06-20,91.0
2022-06-21,88.0
2022-06-22,87.0
2022-06-23,86.0
2022-06-24,82.0
2022-06-25,71.0
2022-06-26,50.0
2022-06-27,82.0
2022-06-28,87.0
2022-06-29,87.0
2022-06-30,83.0
2022-07-01,81.0
2022-07-02,67.0
2022-07-03,49.0
2022-07-04,42.0
2022-07-05,81.0
2022-07-06,85.0
2022-07-07,91.0
2022-07-08,85.0
2022-07-09,71.0
2022-07-10,53.0
2022-07-11,85.0
2022-07-12,89.0
2022-07-13,88.0
2022-07-14,87.0
2022-07-15,82.0
2022-07-16,76.0
2022-07-17,56.0
2022-07-18,92.0
2022-07-19,92.0
2022-07-20,92.0
2022-07-21,86.0
2022-07-22,85.0
2022-07-23,71.0
2022-07-24,52.0
2022-07-25,90.0
2022-07-26,91.0
2022-07-27,87.0
2022-07-28,84.0
2022-07-29,84.0
2022-07-30,70.0
2022-07-31,51.0
2022-08-01,85.0
2022-08-02,87.0
2022-08-03,85.0
2022-08-04,85.0
2022-08-05,84.0
2022-08-06,72.0
2022-08-07,54.0
2022-08-08,84.0
2022-08-09,89.0
2022-08-10,87.0
2022-08-11,83.0
2022-08-12,77.0
2022-08-13,66.0
2022-08-14,51.0
2022-08-15,83.0
2022-08-16,85.0
2022-08-17,86.0
2022-08-18,78.0
2022-08-19,81.0
2022-08-20,66.0
2022-08-21,50.0
2022-08-22,82.0
2022-08-23,81.0
2022-08-24,80.0
2022-08-25,81.0
2022-08-26,78.0
2022-08-27,70.0
2022-08-28,52.0
2022-08-29,80.68181818181819
2022-08-30,82.86363636363637
2022-08-31,80.18181818181819
2022-09-01,78.0
2022-09-02,75.31818181818181
2022-09-03,67.18181818181819
2022-09-04,49.81818181818182
2022-09-05,53.09090909090909
2022-09-06,83.95454545454545
2022-09-07,83.95454545454545
2022-09-08,82.36363636363637
2022-09-09,76.9090909090909
2022-09-10,68.77272727272728
2022-09-11,48.727272727272734
2022-09-12,79.0909090909091
2022-09-13,82.36363636363637
2022-09-14,82.86363636363637
2022-09-15,83.45454545454545
2022-09-16,81.77272727272728
2022-09-17,68.77272727272728
2022-09-18,48.227272727272734
2022-09-19,79.5909090909091
2022-09-20,86.13636363636364
2022-09-21,82.36363636363637
2022-09-22,79.0909090909091
2022-09-23,79.0909090909091
2022-09-24,65.0
2022-09-25,47.13636363636364
2022-09-26,79.0909090909091
2022-09-27,80.68181818181819
2022-09-28,79.18181818181819
2022-09-29,72.0909090909091
2022-09-30,78.0
2022-10-01,65.0
2022-10-02,48.45454545454546
2022-10-03,78.0
2022-10-04,85.0909090909091
2022-10-05,82.72727272727273
2022-10-06,81.54545454545455
2022-10-07,85.0909090909091
2022-10-08,69.72727272727273
2022-10-09,49.63636363636364
2022-10-10,87.45454545454545
2022-10-11,85.0909090909091
2022-10-12,81.54545454545455
2022-10-13,83.9090909090909
2022-10-14,75.63636363636364
2022-10-15,68.54545454545455
2022-10-16,49.63636363636364
2022-10-17,83.9090909090909
2022-10-18,83.9090909090909
2022-10-19,82.72727272727273
2022-10-20,82.72727272727273
2022-10-21,79.18181818181819
2022-10-22,68.54545454545455
2022-10-23,49.63636363636364
2022-10-24,80.36363636363637
2022-10-25,85.0909090909091
2022-10-26,92.18181818181819
2022-10-27,80.36363636363637
2022-10-28,78.0
2022-10-29,66.18181818181819
2022-10-30,49.63636363636364
2022-10-31,74.45454545454545
2022-11-01,76.81818181818183
2022-11-02,78.0
2022-11-03,79.18181818181819
2022-11-04,74.45454545454545
2022-11-05,63.81818181818182
2022-11-06,48.45454545454546
2022-11-07,74.45454545454545
2022-11-08,80.36363636363637
2022-11-09,74.45454545454545
2022-11-10,79.18181818181819
2022-11-11,81.54545454545455
2022-11-12,66.18181818181819
2022-11-13,53.18181818181819
2022-11-14,78.0
2022-11-15,80.36363636363637
2022-11-16,80.36363636363637
2022-11-17,80.36363636363637
2022-11-18,81.54545454545455
2022-11-19,66.18181818181819
2022-11-20,53.18181818181819
2022-11-21,80.36363636363637
2022-11-22,88.63636363636364
2022-11-23,88.63636363636364
2022-11-24,41.36363636363637
2022-11-25,66.18181818181819
2022-11-26,68.54545454545455
2022-11-27,57.909090909090914
2022-11-28,81.54545454545455
2022-11-29,89.81818181818183
2022-11-30,92.18181818181819
2022-12-01,95.72727272727273
2022-12-02,86.27272727272728
2022-12-03,81.54545454545455
2022-12-04,62.63636363636364
2022-12-05,89.81818181818183
2022-12-06,95.72727272727273
2022-12-07,98.0909090909091
2022-12-08,95.72727272727273
2022-12-09,91.0
2022-12-10,85.0909090909091
2022-12-11,67.36363636363637
2022-12-12,92.18181818181819
2022-12-13,101.63636363636364
2022-12-14,101.63636363636364
2022-12-15,101.63636363636364
2022-12-16,102.81818181818183
2022-12-17,102.81818181818183
2022-12-18,74.45454545454545
2022-12-19,118.18181818181819
2022-12-20,113.45454545454547
2022-12-21,115.81818181818183
2022-12-22,105.18181818181819
2022-12-23,96.90909090909092
2022-12-24,76.81818181818183
2022-12-25,36.63636363636364
2022-12-26,88.63636363636364
2022-12-27,99.27272727272728
2022-12-28,98.0909090909091
2022-12-29,95.72727272727273
2022-12-30,89.81818181818183
2022-12-31,78.0
2023-01-01,42.54545454545455
2023-01-02,91.0
2023-01-03,89.81818181818183
2023-01-04,94.54545454545455
2023-01-05,89.81818181818183
2023-01-06,88.63636363636364
2023-01-07,80.36363636363637
2023-01-08,62.63636363636364
2023-01-09,82.72727272727273
2023-01-10,88.63636363636364
2023-01-11,80.36363636363637
2023-01-12,78.0
2023-01-13,79.18181818181819
2023-01-14,75.63636363636364
2023-01-15,57.909090909090914
2023-01-16,91.0
2023-01-17,83.9090909090909
2023-01-18,79.18181818181819
2023-01-19,75.63636363636364
2023-01-20,75.63636363636364
2023-01-21,70.9090909090909
2023-01-22,52.0
2023-01-23,74.45454545454545
2023-01-24,78.0
2023-01-25,73.27272727272728
2023-01-26,74.45454545454545
2023-01-27,73.27272727272728
2023-01-28,72.0909090909091
2023-01-29,54.36363636363637
2023-01-30,73.27272727272728
2023-01-31,82.72727272727273
2023-02-01,83.9090909090909
2023-02-02,75.63636363636364
2023-02-03,78.0
2023-02-04,70.9090909090909
2023-02-05,55.54545454545455
2023-02-06,75.63636363636364
2023-02-07,82.72727272727273
2023-02-08,80.36363636363637
2023-02-09,76.81818181818183
2023-02-10,76.81818181818183
2023-02-11,69.72727272727273
2023-02-12,48.45454545454546
2023-02-13,68.54545454545455
2023-02-14,76.81818181818183
2023-02-15,75.63636363636364
2023-02-16,72.0909090909091
2023-02-17,74.45454545454545
2023-02-18,68.54545454545455
2023-02-19,49.63636363636364
2023-02-20,82.72727272727273
2023-02-21,76.81818181818183
2023-02-22,79.18181818181819
2023-02-23,72.0909090909091
2023-02-24,75.63636363636364
2023-02-25,67.36363636363637
2023-02-26,52.0
2023-02-27,76.81818181818183
2023-02-28,78.0
2023-03-01,79.18181818181819
2023-03-02,81.54545454545455
2023-03-03,73.27272727272728
2023-03-04,62.63636363636364
2023-03-05,52.0
2023-03-06,75.63636363636364
2023-03-07,81.54545454545455
2023-03-08,79.18181818181819
2023-03-09,75.63636363636364
2023-03-10,74.45454545454545
2023-03-11,66.18181818181819
2023-03-12,52.0
2023-03-13,81.54545454545455
2023-03-14,81.54545454545455
2023-03-15,78.0
2023-03-16,76.81818181818183
2023-03-17,73.27272727272728
2023-03-18,65.0
2023-03-19,52.0
2023-03-20,79.18181818181819
2023-03-21,79.18181818181819
2023-03-22,75.63636363636364
2023-03-23,74.45454545454545
2023-03-24,74.45454545454545
2023-03-25,65.0
2023-03-26,48.45454545454546
2023-03-27,75.63636363636364
2023-03-28,75.63636363636364
2023-03-29,76.81818181818183
2023-03-30,73.27272727272728
2023-03-31,70.9090909090909
2023-04-01,66.18181818181819
2023-04-02,50.81818181818182
2023-04-03,75.63636363636364
2023-04-04,75.63636363636364
2023-04-05,75.63636363636364
2023-04-06,75.63636363636364
2023-04-07,78.0
2023-04-08,63.81818181818182
2023-04-09,37.81818181818182
2023-04-10,78.0
2023-04-11,79.18181818181819
2023-04-12,76.81818181818183
2023-04-13,74.45454545454545
2023-04-14,72.0909090909091
2023-04-15,65.0
2023-04-16,50.81818181818182
2023-04-17,70.9090909090909
2023-04-18,75.63636363636364
2023-04-19,74.45454545454545
2023-04-20,74.45454545454545
2023-04-21,72.0909090909091
2023-04-22,68.54545454545455
2023-04-23,49.63636363636364
2023-04-24,72.0909090909091
2023-04-25,81.54545454545455
2023-04-26,79.16391184573004
2023-04-27,73.29958677685951
2023-04-28,70.9538567493113
2023-04-29,66.26239669421489
2023-04-30,49.2603305785124
2023-05-01,75.64531680440771
2023-05-02,75.64531680440771
2023-05-03,74.47245179063361
2023-05-04,72.12672176308541
2023-05-05,66.85330578512398
2023-05-06,62.74380165289257
2023-05-07,48.669421487603316
2023-05-08,72.12672176308541
2023-05-09,77.99104683195593
2023-05-10,76.81818181818183
2023-05-11,76.81818181818183
2023-05-12,75.64531680440771
2023-05-13,66.85330578512398
2023-05-14,43.396005509641874
2023-05-15,76.81818181818183
2023-05-16,80.33677685950414
2023-05-17,74.47245179063361
2023-05-18,76.81818181818183
2023-05-19,75.0633608815427
2023-05-20,66.85330578512398
2023-05-21,51.015151515151516
2023-05-22,80.33677685950414
2023-05-23,82.68250688705234
2023-05-24,79.16391184573004
2023-05-25,79.16391184573004
2023-05-26,74.49035812672177
2023-05-27,65.17906336088156
2023-05-28,47.72038567493114
2023-05-29,52.376033057851245
2023-05-30,80.30991735537191
2023-05-31,82.63774104683196
2023-06-01,82.63774104683196
2023-06-02,77.98209366391185
2023-06-03,68.67079889807164
2023-06-04,53.53994490358127
2023-06-05,79.14600550964188
2023-06-06,80.30991735537191
2023-06-07,84.96556473829202
2023-06-08,80.30991735537191
2023-06-09,79.14600550964188
2023-06-10,65.17906336088156
2023-06-11,52.376033057851245
2023-06-12,80.30991735537191
2023-06-13,82.63774104683196
2023-06-14,81.47382920110194
2023-06-15,80.30991735537191
2023-06-16,80.30991735537191
2023-06-17,72.16253443526172
2023-06-18,57.03168044077136
2023-06-19,84.96556473829202
2023-06-20,84.96556473829202
2023-06-21,86.12947658402204
2023-06-22,77.98209366391185
2023-06-23,76.81818181818183
2023-06-24,69.83471074380166
2023-06-25,51.21212121212122
2023-06-26,79.14600550964188
2023-06-27,83.80165289256199
2023-06-28,82.63774104683196
2023-06-29,83.80165289256199
2023-06-30,84.96556473829202
2023-07-01,72.16253443526172
2023-07-02,54.7038567493113
2023-07-03,84.96556473829202
2023-07-04,53.53994490358127
2023-07-05,90.78512396694217
2023-07-06,93.11294765840222
2023-07-07,94.27685950413225
2023-07-08,77.98209366391185
2023-07-09,55.867768595041326
2023-07-10,80.30991735537191
2023-07-11,90.78512396694217
2023-07-12,84.96556473829202
2023-07-13,86.12947658402204
2023-07-14,86.12947658402204
2023-07-15,76.81818181818183
2023-07-16,55.867768595041326
2023-07-17,94.27685950413225
2023-07-18,93.11294765840222
2023-07-19,95.44077134986227
2023-07-20,87.29338842975208
2023-07-21,83.80165289256199
2023-07-22,70.99862258953169
2023-07-23,58.19559228650139
2023-07-24,97.76859504132233
2023-07-25,116.39118457300277
2023-07-26,100.09641873278238
2023-07-27,91.9490358126722
2023-07-28,82.63774104683196
2023-07-29,75.6542699724518
2023-07-30,48.884297520661164
2023-07-31,80.30991735537191
2023-08-01,82.63774104683196
2023-08-02,80.30991735537191
2023-08-03,81.47382920110194
2023-08-04,76.81818181818183
2023-08-05,73.32644628099175
2023-08-06,54.7038567493113
2023-08-07,82.63774104683196
2023-08-08,90.78512396694217
2023-08-09,100.09641873278238
2023-08-10,103.58815426997246
2023-08-11,94.27685950413225
2023-08-12,80.30991735537191
2023-08-13,59.359504132231415
2023-08-14,90.78512396694217
2023-08-15,88.45730027548211
2023-08-16,87.29338842975208
2023-08-17,88.45730027548211
2023-08-18,82.63774104683196
2023-08-19,73.32644628099175
2023-08-20,54.7038567493113
2023-08-21,80.30991735537191
2023-08-22,87.29338842975208
2023-08-23,87.29338842975208
2023-08-24,75.6542699724518
2023-08-25,73.32644628099175
2023-08-26,66.34297520661158
2023-08-27,51.21212121212122
2023-08-28,75.6542699724518
2023-08-29,77.98209366391185
2023-08-30,76.81818181818183
2023-08-31,76.81818181818183
2023-09-01,73.32644628099175
2023-09-02,65.17906336088156
2023-09-03,47.72038567493114
2023-09-04,57.03168044077136
2023-09-05,82.63774104683196
2023-09-06,86.12947658402204
2023-09-07,76.81818181818183
2023-09-08,73.32644628099175
2023-09-09,65.17906336088156
2023-09-10,47.72038567493114
2023-09-11,70.99862258953169
2023-09-12,73.32644628099175
2023-09-13,75.6542699724518
2023-09-14,73.32644628099175
2023-09-15,69.83471074380166
2023-09-16,61.68732782369147
2023-09-17,46.55647382920111
2023-09-18,72.16253443526172
2023-09-19,76.81818181818183
2023-09-20,81.47382920110194
2023-09-21,70.99862258953169
2023-09-22,77.98209366391185
2023-09-23,66.34297520661158
2023-09-24,48.884297520661164
2023-09-25,74.49035812672177
2023-09-26,73.32644628099175
2023-09-27,74.49035812672177
2023-09-28,74.49035812672177
2023-09-29,72.16253443526172
2023-09-30,64.01515151515153
2023-10-01,48.884297520661164
2023-10-02,70.99862258953169
2023-10-03,74.49035812672177
2023-10-04,73.32644628099175
2023-10-05,70.99862258953169
2023-10-06,75.6542699724518
2023-10-07,60.52341597796144
2023-10-08,47.72038567493114
2023-10-09,79.14600550964188
2023-10-10,73.32644628099175
2023-10-11,75.6542699724518
2023-10-12,73.32644628099175
2023-10-13,68.67079889807164
2023-10-14,64.01515151515153
2023-10-15,51.21212121212122
2023-10-16,77.98209366391185
2023-10-17,80.30991735537191
2023-10-18,77.98209366391185
2023-10-19,74.49035812672177
2023-10-20,74.49035812672177
2023-10-21,65.17906336088156
2023-10-22,48.884297520661164
2023-10-23,74.49035812672177
2023-10-24,72.16253443526172
2023-10-25,73.32644628099175
2023-10-26,72.16253443526172
2023-10-27,66.34297520661158
2023-10-28,61.68732782369147
2023-10-29,45.39256198347108
2023-10-30,73.32644628099175
2023-10-31,69.83471074380166
2023-11-01,67.50688705234161
2023-11-02,69.83471074380166
2023-11-03,69.83471074380166
2023-11-04,66.34297520661158
2023-11-05,48.884297520661164
2023-11-06,72.16253443526172
2023-11-07,76.81818181818183
2023-11-08,74.49035812672177
2023-11-09,73.32644628099175
2023-11-10,74.49035812672177
2023-11-11,65.17906336088156
2023-11-12,50.04820936639119
2023-11-13,74.49035812672177
2023-11-14,79.14600550964188
2023-11-15,73.32644628099175
2023-11-16,73.32644628099175
2023-11-17,68.67079889807164
2023-11-18,66.34297520661158
2023-11-19,52.376033057851245
2023-11-20,73.32644628099175
2023-11-21,81.47382920110194
2023-11-22,83.80165289256199
2023-11-23,39.57300275482094
2023-11-24,64.01515151515153
2023-11-25,65.17906336088156
2023-11-26,58.19559228650139
2023-11-27,82.63774104683196
2023-11-28,86.12947658402204
2023-11-29,87.29338842975208
2023-11-30,84.96556473829202
2023-12-01,81.47382920110194
2023-12-02,80.30991735537191
2023-12-03,60.52341597796144
2023-12-04,83.80165289256199
2023-12-05,90.78512396694217
2023-12-06,84.96556473829202
2023-12-07,82.63774104683196
2023-12-08,81.47382920110194
2023-12-09,76.81818181818183
2023-12-10,61.68732782369147
2023-12-11,83.80165289256199
2023-12-12,88.45730027548211
2023-12-13,84.96556473829202
2023-12-14,86.12947658402204
2023-12-15,87.29338842975208
2023-12-16,84.96556473829202
2023-12-17,66.34297520661158
2023-12-18,88.45730027548211
2023-12-19,96.6046831955923
2023-12-20,115.22727272727275
2023-12-21,95.44077134986227
2023-12-22,91.99358090908784
2023-12-23,82.73602722589254
2023-12-24,47.790105598896474
2023-12-25,27.772661049585857
2023-12-26,78.1072503842949
2023-12-27,81.69388067300002
2023-12-28,82.73602722589254
2023-12-29,80.19154349007997
2023-12-30,80.19154349007997
2023-12-31,54.50317554627918
2024-01-01,52.418882440494116
2024-01-02,80.19154349007997
2024-01-03,84.2383644088126
2024-01-04,81.2336900429725
2024-01-05,80.19154349007997
2024-01-06,77.06510383140238
2024-01-07,59.59214301790434
2024-01-08,73.01828291266975
2024-01-09,73.47847354269726
2024-01-10,77.06510383140238
2024-01-11,75.56276664848232
2024-01-12,70.93398980688468
2024-01-13,66.76540359531457
2024-01-14,57.04765928209176
2024-01-15,72.43632698980474
2024-01-16,75.56276664848232
2024-01-17,83.77817377878509
2024-01-18,81.2336900429725
2024-01-19,74.5206200955898
2024-01-20,71.97613635977723
2024-01-21,55.22287560330209
2024-01-22,77.31202584462292
2024-01-23,78.23240710467796
2024-01-24,78.23240710467796
2024-01-25,71.78973828429272
2024-01-26,69.94897576418265
2024-01-27,69.94897576418265
2024-01-28,52.46173182313699
2024-01-29,69.94897576418265
2024-01-30,90.19736348539341
2024-01-31,90.19736348539341
2024-02-01,77.31202584462292
2024-02-02,68.10821324407257
2024-02-03,66.26745072396251
2024-02-04,52.46173182313699
2024-02-05,64.42668820385244
2024-02-06,69.94897576418265
2024-02-07,70.86935702423769
2024-02-08,67.18783198401755
2024-02-09,65.34706946390747
2024-02-10,61.66554442368734
2024-02-11,46.01906300275174
2024-02-12,57.98401938346719
2024-02-13,65.34706946390747
2024-02-14,66.26745072396251
2024-02-15,64.42668820385244
2024-02-16,63.506306943797405
2024-02-17,61.66554442368734
2024-02-18,46.01906300275174
2024-02-19,72.71011954434775
2024-02-20,67.18783198401755
2024-02-21,67.18783198401755
2024-02-22,65.34706946390747
2024-02-23,64.42668820385244
2024-02-24,58.90440064352223
2024-02-25,46.939444262806774
2024-02-26,64.42668820385244
2024-02-27,63.506306943797405
2024-02-28,66.26745072396251
2024-02-29,62.58592568374237
2024-03-01,63.506306943797405
2024-03-02,64.42668820385244
2024-03-03,50.62096930302692
2024-03-04,64.42668820385244
2024-03-05,69.02859450412761
2024-03-06,67.18783198401755
2024-03-07,64.42668820385244
2024-03-08,63.506306943797405
2024-03-09,59.82478190357727
2024-03-10,43.25791922258664
2024-03-11,64.42668820385244
2024-03-12,69.02859450412761
2024-03-13,66.26745072396251
2024-03-14,67.18783198401755
2024-03-15,63.506306943797405
2024-03-16,60.7451631636323
2024-03-17,46.939444262806774
2024-03-18,66.26745072396251
2024-03-19,68.10821324407257
2024-03-20,69.94897576418265
2024-03-21,61.66554442368734
2024-03-22,66.26745072396251
2024-03-23,60.7451631636323
2024-03-24,47.85982552286181
2024-03-25,67.18783198401755
2024-03-26,69.02859450412761
2024-03-27,68.10821324407257
2024-03-28,67.18783198401755
2024-03-29,69.02859450412761
2024-03-30,56.143256863357124
2024-03-31,34.05410662203629
2024-04-01,67.18783198401755
2024-04-02,69.02859450412761
2024-04-03,65.34706946390747
2024-04-04,64.42668820385244
2024-04-05,65.34706946390747
2024-04-06,61.66554442368734
2024-04-07,46.01906300275174
2024-04-08,58.90440064352223
2024-04-09,66.26745072396251
2024-04-10,67.18783198401755
2024-04-11,63.506306943797405
2024-04-12,61.66554442368734
2024-04-13,59.82478190357727
2024-04-14,49.70058804297188
2024-04-15,67.18783198401755
2024-04-16,70.86935702423769
2024-04-17,64.42668820385244
2024-04-18,66.26745072396251
2024-04-19,69.02859450412761
2024-04-20,63.506306943797405
2024-04-21,48.78020678291685
2024-04-22,66.26745072396251
2024-04-23,68.10821324407257
2024-04-24,66.26745072396251
2024-04-25,64.42668820385244
2024-04-26,60.7451631636323
2024-04-27,58.90440064352223
2024-04-28,46.939444262806774
2024-04-29,67.18783198401755
2024-04-30,68.10821324407257
2024-05-01,67.18783198401755
2024-05-02,65.34706946390747
2024-05-03,66.26745072396251
2024-05-04,58.90440064352223
2024-05-05,48.78020678291685
2024-05-06,68.10821324407257
2024-05-07,69.02859450412761
2024-05-08,69.02859450412761
2024-05-09,66.26745072396251
2024-05-10,66.26745072396251
2024-05-11,59.82478190357727
2024-05-12,40.49677544242153
2024-05-13,68.10821324407257
2024-05-14,68.10821324407257
2024-05-15,67.18783198401755
2024-05-16,65.34706946390747
2024-05-17,69.02859450412761
2024-05-18,61.66554442368734
2024-05-19,48.78020678291685
2024-05-20,66.26745072396251
2024-05-21,69.94897576418265
2024-05-22,69.94897576418265
2024-05-23,69.02859450412761
2024-05-24,70.86935702423769
2024-05-25,59.82478190357727
2024-05-26,46.939444262806774
2024-05-27,49.70058804297188
2024-05-28,76.39164458456789
2024-05-29,74.55088206445782
2024-05-30,75.47126332451286
2024-05-31,72.71011954434775
2024-06-01,63.506306943797405
2024-06-02,50.62096930302692
2024-06-03,72.71011954434775
2024-06-04,74.55088206445782
2024-06-05,72.71011954434775
2024-06-06,68.10821324407257
2024-06-07,68.10821324407257
2024-06-08,62.58592568374237
2024-06-09,46.939444262806774
2024-06-10,72.71011954434775
2024-06-11,74.55088206445782
2024-06-12,71.78973828429272
2024-06-13,72.71011954434775
2024-06-14,71.78973828429272
2024-06-15,59.82478190357727
2024-06-16,46.01906300275174
2024-06-17,72.71011954434775
2024-06-18,73.63050080440279
2024-06-19,79.152788364733
2024-06-20,68.10821324407257
2024-06-21,69.02859450412761
2024-06-22,59.82478190357727
2024-06-23,46.939444262806774
2024-06-24,70.86935702423769
2024-06-25,74.55088206445782
2024-06-26,66.26745072396251
2024-06-27,71.78973828429272
2024-06-28,67.18783198401755
2024-06-29,62.58592568374237
2024-06-30,46.01906300275174
2024-07-01,69.94897576418265
2024-07-02,74.55088206445782
2024-07-03,71.78973828429272
2024-07-04,47.85982552286181
2024-07-05,66.26745072396251
2024-07-06,59.82478190357727
2024-07-07,47.85982552286181
2024-07-08,74.55088206445782
2024-07-09,71.78973828429272
2024-07-10,72.71011954434775
2024-07-11,70.86935702423769
2024-07-12,68.10821324407257
2024-07-13,57.06363812341216
2024-07-14,43.25791922258664
2024-07-15,69.02859450412761
2024-07-16,70.86935702423769
2024-07-17,72.71011954434775
2024-07-18,70.86935702423769
2024-07-19,73.63050080440279
2024-07-20,66.26745072396251
2024-07-21,49.70058804297188
2024-07-22,74.55088206445782
2024-07-23,78.23240710467796
2024-07-24,75.47126332451286
2024-07-25,73.63050080440279
2024-07-26,69.94897576418265
2024-07-27,58.90440064352223
2024-07-28,49.70058804297188
2024-07-29,67.18783198401755
2024-07-30,69.94897576418265
2024-07-31,69.02859450412761
2024-08-01,66.26745072396251
2024-08-02,69.02859450412761
2024-08-03,57.98401938346719
2024-08-04,49.70058804297188
2024-08-05,72.71011954434775
2024-08-06,71.78973828429272
2024-08-07,74.55088206445782
2024-08-08,68.10821324407257
2024-08-09,68.10821324407257
2024-08-10,58.90440064352223
2024-08-11,49.70058804297188
2024-08-12,73.63050080440279
2024-08-13,76.39164458456789
2024-08-14,76.39164458456789
2024-08-15,69.94897576418265
2024-08-16,69.94897576418265
2024-08-17,64.42668820385244
2024-08-18,49.10980277469331
2024-08-19,70.88179460883302
2024-08-20,74.12800418821632
2024-08-21,69.95519455648031
2024-08-22,70.88179460883302
2024-08-23,68.1019944517749
2024-08-24,59.76259398060057
2024-08-25,48.64339335236812
2024-08-26,69.0285945041276
2024-08-27,72.2748040835109
2024-08-28,69.95519455648031
2024-08-29,68.1019944517749
2024-08-30,67.1753943994222
2024-08-31,61.15560345527846
2024-09-01,47.71679330001542
2024-09-02,51.88960293175142
2024-09-03,69.95519455648031
2024-09-04,72.73499471353841
2024-09-05,68.1019944517749
2024-09-06,66.71520376939469
2024-09-07,61.61579408530598
2024-09-08,45.86359319531001
2024-09-09,69.0285945041276
2024-09-10,69.95519455648031
2024-09-11,67.1753943994222
2024-09-12,68.1019944517749
2024-09-13,69.0285945041276
2024-09-14,56.52260319351494
2024-09-15,44.0103930906046
2024-09-16,64.86200366468927
2024-09-17,68.09577565947723
2024-09-18,71.82705103807872
2024-09-19,65.29731912552612
2024-09-20,71.82705103807872
2024-09-21,60.63322490227424
2024-09-22,44.775304543217906
2024-09-23,62.49886259157499
2024-09-24,66.23013797017649
2024-09-25,65.29731912552612
2024-09-26,67.16295681482686
2024-09-27,59.70040605762387
2024-09-28,56.901949523672755
2024-09-29,45.70812338786828
