Time,monthly_gt
2021-12-26,40
2022-01-02,37
2022-01-09,36
2022-01-16,35
2022-01-23,49
2022-01-30,52
2022-02-06,59
2022-02-13,53
2022-02-20,51
2022-02-27,53
2022-03-06,50
2022-03-13,51
2022-03-20,50
2022-03-27,55
2022-04-03,55
2022-04-10,60
2022-04-17,43
2022-04-24,35
2022-05-01,35
2022-05-08,34
2022-05-15,31
2022-05-22,28
2022-05-29,26
2022-06-05,29
2022-06-12,27
2022-06-19,27
2022-06-26,28
2022-07-03,24
2022-07-10,30
2022-07-17,32
2022-07-24,30
2022-07-31,30
2022-08-07,31
2022-08-14,31
2022-08-21,35
2022-08-28,31
2022-09-04,29
2022-09-11,34
2022-09-18,33
2022-09-25,35
2022-10-02,38
2022-10-09,40
2022-10-16,38
2022-10-23,37
2022-10-30,38
2022-11-06,38
2022-11-13,44
2022-11-20,29
2022-11-27,47
2022-12-04,42
2022-12-11,46
2022-12-18,36
2022-12-25,42
2023-01-01,36
2023-01-08,41
2023-01-15,39
2023-01-22,47
2023-01-29,53
2023-02-05,52
2023-02-12,52
2023-02-19,48
2023-02-26,48
2023-03-05,46
2023-03-12,49
2023-03-19,48
2023-03-26,50
2023-04-02,55
2023-04-09,52
2023-04-16,46
2023-04-23,33
2023-04-30,36
2023-05-07,33
2023-05-14,31
2023-05-21,32
2023-05-28,27
2023-06-04,29
2023-06-11,30
2023-06-18,30
2023-06-25,32
2023-07-02,26
2023-07-09,30
2023-07-16,31
2023-07-23,31
2023-07-30,29
2023-08-06,30
2023-08-13,29
2023-08-20,31
2023-08-27,31
2023-09-03,32
2023-09-10,37
2023-09-17,37
2023-09-24,37
2023-10-01,38
2023-10-08,40
2023-10-15,39
2023-10-22,38
2023-10-29,38
2023-11-05,39
2023-11-12,41
2023-11-19,26
2023-11-26,44
2023-12-03,45
2023-12-10,51
2023-12-17,40
2023-12-24,35
2023-12-31,35
2024-01-07,38
2024-01-14,38
2024-01-21,44
2024-01-28,56
2024-02-04,51
2024-02-11,49
2024-02-18,49
2024-02-25,50
2024-03-03,48
2024-03-10,50
2024-03-17,48
2024-03-24,51
2024-03-31,49
2024-04-07,53
2024-04-14,52
2024-04-21,35
2024-04-28,36
2024-05-05,37
2024-05-12,33
2024-05-19,32
2024-05-26,28
2024-06-02,32
2024-06-09,32
2024-06-16,28
2024-06-23,31
2024-06-30,25
2024-07-07,33
2024-07-14,30
2024-07-21,31
2024-07-28,29
2024-08-04,32
2024-08-11,33
2024-08-18,35
2024-08-25,33
2024-09-01,32
2024-09-08,38
2024-09-15,39
2024-09-22,38
2024-09-29,42
2024-10-06,43
2024-10-13,41
2024-10-20,40
2024-10-27,39
2024-11-03,39
2024-11-10,46
2024-11-17,44
2024-11-24,32
2024-12-01,49
2024-12-08,51
2024-12-15,47
2024-12-22,31
2024-12-29,39
2025-01-05,41
2025-01-12,42
2025-01-19,43
2025-01-26,50
2025-02-02,56
2025-02-09,56
2025-02-16,63
2025-02-23,55
2025-03-02,54
2025-03-09,51
2025-03-16,54
2025-03-23,52
2025-03-30,52
2025-04-06,55
2025-04-13,48
2025-04-20,37
2025-04-27,39
2025-05-04,40
2025-05-11,39
2025-05-18,35
2025-05-25,32
2025-06-01,38
2025-06-08,36
2025-06-15,38
2025-06-22,38
2025-06-29,43
2025-07-06,51
2025-07-13,48
2025-07-20,47
2025-07-27,49
2025-08-03,47
2025-08-10,46
2025-08-17,43
2025-08-24,44
2025-08-31,42
2025-09-07,44
2025-09-14,54
2025-09-21,54
2025-09-28,51
2025-10-05,56
2025-10-12,47
2025-10-19,51
2025-10-26,55
2025-11-02,60
2025-11-09,64
2025-11-16,58
2025-11-23,47
2025-11-30,67
2025-12-07,66
2025-12-14,60
2025-12-21,56
2025-12-28,56
2026-01-04,53
2026-01-11,54
2026-01-18,60
2026-01-25,66
2026-02-01,100
2026-02-08,81
2026-02-15,96
2026-02-22,90
2026-03-01,69
2026-03-08,77
2026-03-15,77
2026-03-22,69
2026-03-29,73
2026-04-05,75
2026-04-12,92
2026-04-19,63
2026-04-26,61
2026-05-03,63
2026-05-10,56
2026-05-17,53
2026-05-24,56
2026-05-31,56
