Time,chase_bank
2024-09-23,48.14733882874941
2024-09-24,46.45795851896873
2024-09-25,45.613268364078394
2024-09-26,44.76857820918805
2024-09-27,49.83671913853009
2024-09-28,48.992028983639756
2024-09-29,30.40884557605226
2024-09-30,48.14733882874941
2024-10-01,53.215479758091455
2024-10-02,49.83671913853009
2024-10-03,51.526099448310774
2024-10-04,51.526099448310774
2024-10-05,50.68140929342044
2024-10-06,27.87477511138124
2024-10-07,49.83671913853009
2024-10-08,42.23450774451703
2024-10-09,43.07919789940737
2024-10-10,43.07919789940737
2024-10-11,51.526099448310774
2024-10-12,48.992028983639756
2024-10-13,30.40884557605226
2024-10-14,55.74955022276248
2024-10-15,48.14733882874941
2024-10-16,44.76857820918805
2024-10-17,49.83671913853009
2024-10-18,49.83671913853009
2024-10-19,48.14733882874941
2024-10-20,24.496014491819878
2024-10-21,45.613268364078394
2024-10-22,46.45795851896873
2024-10-23,43.07919789940737
2024-10-24,42.23450774451703
2024-10-25,48.992028983639756
2024-10-26,46.45795851896873
2024-10-27,27.0300849564909
2024-10-28,43.07919789940737
2024-10-29,43.92388805429771
2024-10-30,47.302648673859075
2024-10-31,42.23450774451703
2024-11-01,55.74955022276248
2024-11-02,52.37078960320112
2024-11-03,31.253535730942602
2024-11-04,47.302648673859075
2024-11-05,40.54512743473635
2024-11-06,32.098225885832946
2024-11-07,42.23450774451703
2024-11-08,46.45795851896873
2024-11-09,48.992028983639756
2024-11-10,28.71946526627158
2024-11-11,48.992028983639756
2024-11-12,52.37078960320112
2024-11-13,48.14733882874941
2024-11-14,46.45795851896873
2024-11-15,48.14733882874941
2024-11-16,47.302648673859075
2024-11-17,26.18539480160056
2024-11-18,43.07919789940737
2024-11-19,43.92388805429771
2024-11-20,44.76857820918805
2024-11-21,46.45795851896873
2024-11-22,45.613268364078394
2024-11-23,46.45795851896873
2024-11-24,27.0300849564909
2024-11-25,48.14733882874941
2024-11-26,50.68140929342044
2024-11-27,53.215479758091455
2024-11-28,28.71946526627158
2024-11-29,54.90486006787214
2024-11-30,46.45795851896873
2024-12-01,32.098225885832946
2024-12-02,47.302648673859075
2024-12-03,47.302648673859075
2024-12-04,43.92388805429771
2024-12-05,43.92388805429771
2024-12-06,48.14733882874941
2024-12-07,46.45795851896873
2024-12-08,27.87477511138124
2024-12-09,42.23450774451703
2024-12-10,45.613268364078394
2024-12-11,41.38981758962669
2024-12-12,49.83671913853009
2024-12-13,50.68140929342044
2024-12-14,51.526099448310774
2024-12-15,26.18539480160056
2024-12-16,47.302648673859075
2024-12-17,43.92388805429771
2024-12-18,44.76857820918805
2024-12-19,45.613268364078394
2024-12-20,53.215479758091455
2024-12-21,50.68140929342044
2024-12-22,30.40884557605226
2024-12-23,59.12831084232384
2024-12-24,60.81769115210452
2024-12-25,24.496014491819878
2024-12-26,52.37078960320112
2024-12-27,59.12831084232384
2024-12-28,49.83671913853009
2024-12-29,30.40884557605226
2024-12-30,58.283620687433505
2024-12-31,66.73052223633691
2025-01-01,38.85574712495567
2025-01-02,50.68140929342044
2025-01-03,59.973000997214186
2025-01-04,54.0601699129818
2025-01-05,30.40884557605226
2025-01-06,46.45795851896873
2025-01-07,52.37078960320112
2025-01-08,49.83671913853009
2025-01-09,46.45795851896873
2025-01-10,48.14733882874941
2025-01-11,49.83671913853009
2025-01-12,28.71946526627158
2025-01-13,48.14733882874941
2025-01-14,44.76857820918805
2025-01-15,45.613268364078394
2025-01-16,44.76857820918805
2025-01-17,50.68140929342044
2025-01-18,47.302648673859075
2025-01-19,28.71946526627158
2025-01-20,40.54512743473635
2025-01-21,42.23450774451703
2025-01-22,43.92388805429771
2025-01-23,41.38981758962669
2025-01-24,48.14733882874941
2025-01-25,50.68140929342044
2025-01-26,30.40884557605226
2025-01-27,45.613268364078394
2025-01-28,46.45795851896873
2025-01-29,43.92388805429771
2025-01-30,44.76857820918805
2025-01-31,47.302648673859075
2025-02-01,55.74955022276248
2025-02-02,33.78760619561363
2025-02-03,46.45795851896873
2025-02-04,48.992028983639756
2025-02-05,44.76857820918805
2025-02-06,43.92388805429771
2025-02-07,48.14733882874941
2025-02-08,48.14733882874941
2025-02-09,27.0300849564909
2025-02-10,40.54512743473635
2025-02-11,42.23450774451703
2025-02-12,43.07919789940737
2025-02-13,43.07919789940737
2025-02-14,48.14733882874941
2025-02-15,48.14733882874941
2025-02-16,29.56415542116192
2025-02-17,50.68140929342044
2025-02-18,48.14733882874941
2025-02-19,46.45795851896873
2025-02-20,47.302648673859075
2025-02-21,47.302648673859075
2025-02-22,53.215479758091455
2025-02-23,30.40884557605226
2025-02-24,47.302648673859075
2025-02-25,46.45795851896873
2025-02-26,48.14733882874941
2025-02-27,43.07919789940737
2025-02-28,52.37078960320112
2025-03-01,63.35176161677555
2025-03-02,34.632296350503964
2025-03-03,51.526099448310774
2025-03-04,48.14733882874941
2025-03-05,46.45795851896873
2025-03-06,44.76857820918805
2025-03-07,48.14733882874941
2025-03-08,55.74955022276248
2025-03-09,29.56415542116192
2025-03-10,43.07919789940737
2025-03-11,46.45795851896873
2025-03-12,46.45795851896873
2025-03-13,46.45795851896873
2025-03-14,47.302648673859075
2025-03-15,48.14733882874941
2025-03-16,27.87477511138124
2025-03-17,42.23450774451703
2025-03-18,44.76857820918805
2025-03-19,48.14733882874941
2025-03-20,43.07919789940737
2025-03-21,48.992028983639756
2025-03-22,48.14733882874941
2025-03-23,29.56415542116192
2025-03-24,45.613268364078394
2025-03-25,44.76857820918805
2025-03-26,44.76857820918805
2025-03-27,44.76857820918805
2025-03-28,48.992028983639756
2025-03-29,52.37078960320112
2025-03-30,29.56415542116192
2025-03-31,48.992028983639756
2025-04-01,45.613268364078394
2025-04-02,45.613268364078394
2025-04-03,45.613268364078394
2025-04-04,51.526099448310774
2025-04-05,51.526099448310774
2025-04-06,30.40884557605226
2025-04-07,45.613268364078394
2025-04-08,45.613268364078394
2025-04-09,48.14733882874941
2025-04-10,45.613268364078394
2025-04-11,48.992028983639756
2025-04-12,48.14733882874941
2025-04-13,31.253535730942602
2025-04-14,48.14733882874941
2025-04-15,48.92899240491659
2025-04-16,48.185160775983306
2025-04-17,46.37601096662863
2025-04-18,53.29112365255925
2025-04-19,45.632179337695334
2025-04-20,22.976832944591727
2025-04-21,44.888347708762055
2025-04-22,43.823029528340655
2025-04-23,42.757711347919255
2025-04-24,41.27004809005268
2025-04-25,44.888347708762055
2025-04-26,47.44132914705003
2025-04-27,25.208327831391582
2025-04-28,43.07919789940737
2025-04-29,43.07919789940737
2025-04-30,43.07919789940737
2025-05-01,52.54729202362596
2025-05-02,49.67282403384988
2025-05-03,54.03495528149253
2025-05-04,31.058122336900805
2025-05-05,47.44132914705003
2025-05-06,43.07919789940737
2025-05-07,42.33536627047408
2025-05-08,41.27004809005268
2025-05-09,46.37601096662863
2025-05-10,44.14451607982877
2025-05-11,24.464496202458296
2025-05-12,43.07919789940737
2025-05-13,43.07919789940737
2025-05-14,45.31069278620723
2025-05-15,43.7221710023836
2025-05-16,44.365144105359825
2025-05-17,45.65109031131228
2025-05-18,28.29081653095409
2025-05-19,45.00811720833605
2025-05-20,44.365144105359825
2025-05-21,45.00811720833605
2025-05-22,44.365144105359825
2025-05-23,48.2229827232172
2025-05-24,46.294063414288516
2025-05-25,25.718924119049174
2025-05-26,31.505682045835236
2025-05-27,52.080821341074575
2025-05-28,49.508928929169656
2025-05-29,50.79487513512212
2025-05-30,54.009740650003266
2025-05-31,50.79487513512212
2025-06-01,33.43460135476393
2025-06-02,50.79487513512212
2025-06-03,50.79487513512212
2025-06-04,44.365144105359825
2025-06-05,48.86595582619343
2025-06-06,51.43784823809835
2025-06-07,46.294063414288516
2025-06-08,27.64784342797786
2025-06-09,44.365144105359825
2025-06-10,46.937036517264744
2025-06-11,43.7221710023836
2025-06-12,45.65109031131228
2025-06-13,51.43784823809835
2025-06-14,48.2229827232172
2025-06-15,25.075951016072946
2025-06-16,48.2229827232172
2025-06-17,47.58000962024097
2025-06-18,46.294063414288516
2025-06-19,48.2229827232172
2025-06-20,52.7237944440508
2025-06-21,47.58000962024097
2025-06-22,25.718924119049174
2025-06-23,52.7237944440508
2025-06-24,46.294063414288516
2025-06-25,43.07919789940737
2025-06-26,47.58000962024097
2025-06-27,52.7237944440508
2025-06-28,48.2229827232172
2025-06-29,29.57676273690655
2025-06-30,50.79487513512212
2025-07-01,56.58163306190818
2025-07-02,54.652713752979494
2025-07-03,59.796498576789325
2025-07-04,39.86433238452622
2025-07-05,50.79487513512212
2025-07-06,28.93378963393032
2025-07-07,53.36676754702704
2025-07-08,48.86595582619343
2025-07-09,54.009740650003266
2025-07-10,47.58000962024097
2025-07-11,49.508928929169656
2025-07-12,52.080821341074575
2025-07-13,30.21973583988278
2025-07-14,54.652713752979494
2025-07-15,50.79487513512212
2025-07-16,51.43784823809835
2025-07-17,50.15190203214589
2025-07-18,51.43784823809835
2025-07-19,49.508928929169656
2025-07-20,30.21973583988278
2025-07-21,50.15190203214589
2025-07-22,46.937036517264744
2025-07-23,50.15190203214589
2025-07-24,45.65109031131228
2025-07-25,54.009740650003266
2025-07-26,46.937036517264744
2025-07-27,30.86270894285901
2025-07-28,52.7237944440508
2025-07-29,52.080821341074575
2025-07-30,50.15190203214589
2025-07-31,52.080821341074575
2025-08-01,63.01136409167047
2025-08-02,55.93865995893195
2025-08-03,32.148655148811464
2025-08-04,53.36676754702704
2025-08-05,50.79487513512212
2025-08-06,48.2229827232172
2025-08-07,50.79487513512212
2025-08-08,59.1535254738131
2025-08-09,48.86595582619343
2025-08-10,30.86270894285901
2025-08-11,48.2229827232172
2025-08-12,46.937036517264744
2025-08-13,48.2229827232172
2025-08-14,46.937036517264744
2025-08-15,55.29568685595572
2025-08-16,50.15190203214589
2025-08-17,28.93378963393032
2025-08-18,49.508928929169656
2025-08-19,48.2229827232172
2025-08-20,49.508928929169656
2025-08-21,43.7221710023836
2025-08-22,47.58000962024097
2025-08-23,46.937036517264744
2025-08-24,27.004870325001633
2025-08-25,46.294063414288516
2025-08-26,46.294063414288516
2025-08-27,46.294063414288516
2025-08-28,46.294063414288516
2025-08-29,55.93865995893195
2025-08-30,49.508928929169656
2025-08-31,30.21973583988278
2025-09-01,38.57838617857376
2025-09-02,54.652713752979494
2025-09-03,52.7237944440508
2025-09-04,51.43784823809835
2025-09-05,55.29568685595572
2025-09-06,50.79487513512212
2025-09-07,28.29081653095409
2025-09-08,48.86595582619343
2025-09-09,45.00811720833605
2025-09-10,43.07919789940737
2025-09-11,45.65109031131228
2025-09-12,43.7221710023836
2025-09-13,46.294063414288516
2025-09-14,27.004870325001633
2025-09-15,43.7221710023836
2025-09-16,45.65109031131228
2025-09-17,43.07919789940737
2025-09-18,43.07919789940737
2025-09-19,46.937036517264744
2025-09-20,45.65109031131228
2025-09-21,28.29081653095409
2025-09-22,45.65109031131228
2025-09-23,44.365144105359825
2025-09-24,43.07919789940737
2025-09-25,42.436224796431134
2025-09-26,48.2229827232172
2025-09-27,45.65109031131228
2025-09-28,27.004870325001633
2025-09-29,46.294063414288516
2025-09-30,59.796498576789325
2025-10-01,48.86595582619343
2025-10-02,48.2229827232172
2025-10-03,46.937036517264744
2025-10-04,52.7237944440508
2025-10-05,30.86270894285901
2025-10-06,46.294063414288516
2025-10-07,45.65109031131228
2025-10-08,45.00811720833605
2025-10-09,44.365144105359825
2025-10-10,52.080821341074575
2025-10-11,45.65109031131228
2025-10-12,27.004870325001633
2025-10-13,52.080821341074575
2025-10-14,48.86595582619343
2025-10-15,48.86595582619343
2025-10-16,43.7221710023836
2025-10-17,49.508928929169656
2025-10-18,44.365144105359825
2025-10-19,27.004870325001633
2025-10-20,46.937036517264744
2025-10-21,43.7221710023836
2025-10-22,43.7221710023836
2025-10-23,45.00811720833605
2025-10-24,47.58000962024097
2025-10-25,43.7221710023836
2025-10-26,26.3618972220254
2025-10-27,42.436224796431134
2025-10-28,42.436224796431134
2025-10-29,42.436224796431134
2025-10-30,42.436224796431134
2025-10-31,48.86595582619343
2025-11-01,56.58163306190818
2025-11-02,34.077574457740155
2025-11-03,48.2229827232172
2025-11-04,45.00811720833605
2025-11-05,44.365144105359825
2025-11-06,46.294063414288516
2025-11-07,48.86595582619343
2025-11-08,52.7237944440508
2025-11-09,27.64784342797786
2025-11-10,46.937036517264744
2025-11-11,46.937036517264744
2025-11-12,51.43784823809835
2025-11-13,45.00811720833605
2025-11-14,48.2229827232172
2025-11-15,47.58000962024097
2025-11-16,28.29081653095409
2025-11-17,43.07919789940737
2025-11-18,43.07919789940737
2025-11-19,45.65109031131228
2025-11-20,42.436224796431134
2025-11-21,48.2229827232172
2025-11-22,43.7221710023836
2025-11-23,25.075951016072946
2025-11-24,43.7221710023836
2025-11-25,43.7221710023836
2025-11-26,52.7237944440508
2025-11-27,27.64784342797786
2025-11-28,52.080821341074575
2025-11-29,43.07919789940737
2025-11-30,28.29081653095409
2025-12-01,49.508928929169656
2025-12-02,48.86595582619343
2025-12-03,43.7221710023836
2025-12-04,44.365144105359825
2025-12-05,45.65109031131228
2025-12-06,55.93865995893195
2025-12-07,28.29081653095409
2025-12-08,43.7221710023836
2025-12-09,46.294063414288516
2025-12-10,45.00811720833605
2025-12-11,42.436224796431134
2025-12-12,49.508928929169656
2025-12-13,46.294063414288516
2025-12-14,27.64784342797786
2025-12-15,45.65109031131228
2025-12-16,42.436224796431134
2025-12-17,43.7221710023836
2025-12-18,45.00811720833605
2025-12-19,46.294063414288516
2025-12-20,46.294063414288516
2025-12-21,27.969329979465975
2025-12-22,51.43784823809835
2025-12-23,56.58163306190818
2025-12-24,56.58163306190818
2025-12-25,25.718924119049174
2025-12-26,53.36676754702704
2025-12-27,47.58000962024097
2025-12-28,28.29081653095409
2025-12-29,53.36676754702704
2025-12-30,55.29568685595572
2025-12-31,64.29731029762293
2026-01-01,39.22135928154999
2026-01-02,55.93865995893195
2026-01-03,52.7237944440508
2026-01-04,30.21973583988278
2026-01-05,45.00811720833605
2026-01-06,49.508928929169656
2026-01-07,46.294063414288516
2026-01-08,45.00811720833605
2026-01-09,46.294063414288516
2026-01-10,49.508928929169656
2026-01-11,36.649466869645074
2026-01-12,45.00811720833605
2026-01-13,45.00811720833605
2026-01-14,45.65109031131228
2026-01-15,45.00811720833605
2026-01-16,46.294063414288516
2026-01-17,47.58000962024097
2026-01-18,27.64784342797786
2026-01-19,41.15027859047868
2026-01-20,43.7221710023836
2026-01-21,44.365144105359825
2026-01-22,44.365144105359825
2026-01-23,48.86595582619343
2026-01-24,43.7221710023836
2026-01-25,25.075951016072946
2026-01-26,46.294063414288516
2026-01-27,48.2229827232172
2026-01-28,43.7221710023836
2026-01-29,41.793251693454906
2026-01-30,47.58000962024097
2026-01-31,50.15190203214589
2026-02-01,32.7916282517877
2026-02-02,46.294063414288516
2026-02-03,48.2229827232172
2026-02-04,45.00811720833605
2026-02-05,41.793251693454906
2026-02-06,46.937036517264744
2026-02-07,45.00811720833605
2026-02-08,25.075951016072946
2026-02-09,39.22135928154999
2026-02-10,43.07919789940737
2026-02-11,45.00811720833605
2026-02-12,43.7221710023836
2026-02-13,50.15190203214589
2026-02-14,45.65109031131228
2026-02-15,28.93378963393032
2026-02-16,43.07919789940737
2026-02-17,45.65109031131228
2026-02-18,43.7221710023836
2026-02-19,45.00811720833605
2026-02-20,47.58000962024097
2026-02-21,50.15190203214589
2026-02-22,29.57676273690655
2026-02-23,45.00811720833605
2026-02-24,49.508928929169656
2026-02-25,47.58000962024097
2026-02-26,49.508928929169656
2026-02-27,55.93865995893195
2026-02-28,63.01136409167047
2026-03-01,44.365144105359825
2026-03-02,55.93865995893195
2026-03-03,55.29568685595572
2026-03-04,56.58163306190818
2026-03-05,48.86595582619343
2026-03-06,51.43784823809835
2026-03-07,51.43784823809835
2026-03-08,30.86270894285901
2026-03-09,49.508928929169656
2026-03-10,45.65109031131228
2026-03-11,45.00811720833605
2026-03-12,46.294063414288516
2026-03-13,48.86595582619343
2026-03-14,49.508928929169656
2026-03-15,32.148655148811464
2026-03-16,47.58000962024097
2026-03-17,45.65109031131228
2026-03-18,45.65109031131228
2026-03-19,45.65109031131228
2026-03-20,47.58000962024097
2026-03-21,48.86595582619343
2026-03-22,28.93378963393032
2026-03-23,46.294063414288516
2026-03-24,46.294063414288516
2026-03-25,46.294063414288516
2026-03-26,43.07919789940737
2026-03-27,46.294063414288516
2026-03-28,47.58000962024097
2026-03-29,32.148655148811464
2026-03-30,45.65109031131228
2026-03-31,46.937036517264744
2026-04-01,55.93865995893195
2026-04-02,48.2229827232172
2026-04-03,64.29731029762293
2026-04-04,49.508928929169656
2026-04-05,27.64784342797786
2026-04-06,46.937036517264744
2026-04-07,45.00811720833605
2026-04-08,47.58000962024097
2026-04-09,49.508928929169656
2026-04-10,52.080821341074575
2026-04-11,45.00811720833605
2026-04-12,30.86270894285901
2026-04-13,43.7221710023836
2026-04-14,48.2229827232172
2026-04-15,46.294063414288516
2026-04-16,46.937036517264744
2026-04-17,56.58163306190818
2026-04-18,46.294063414288516
2026-04-19,32.7916282517877
2026-04-20,48.2229827232172
2026-04-21,46.294063414288516
2026-04-22,45.00811720833605
2026-04-23,48.86595582619343
2026-04-24,45.65109031131228
2026-04-25,43.7221710023836
2026-04-26,29.57676273690655
2026-04-27,50.79487513512212
2026-04-28,44.365144105359825
2026-04-29,42.436224796431134
2026-04-30,48.2229827232172
2026-05-01,58.51055237083687
2026-05-02,54.009740650003266
2026-05-03,32.148655148811464
2026-05-04,47.58000962024097
2026-05-05,53.36676754702704
2026-05-06,50.79487513512212
2026-05-07,46.294063414288516
2026-05-08,47.58000962024097
2026-05-09,45.65109031131228
2026-05-10,27.64784342797786
2026-05-11,46.294063414288516
2026-05-12,43.7221710023836
2026-05-13,43.7221710023836
2026-05-14,48.86595582619343
2026-05-15,51.43784823809835
2026-05-16,46.294063414288516
2026-05-17,28.93378963393032
2026-05-18,45.65109031131228
2026-05-19,46.937036517264744
2026-05-20,46.937036517264744
2026-05-21,47.58000962024097
2026-05-22,52.080821341074575
2026-05-23,50.15190203214589
2026-05-24,30.86270894285901
2026-05-25,36.00649376666884
2026-05-26,49.508928929169656
2026-05-27,50.15190203214589
2026-05-28,54.009740650003266
2026-05-29,50.79487513512212
2026-05-30,48.2229827232172
2026-05-31,33.43460135476393
