Time,chase_bank
2022-12-17,61.3539771627637
2022-12-18,32.33520418037546
2022-12-19,54.72111476678924
2022-12-20,58.03754596477647
2022-12-21,56.379330365782856
2022-12-22,60.52486936326689
2022-12-23,74.6197019547126
2022-12-24,57.20843816527966
2022-12-25,24.8732339849042
2022-12-26,63.841300561254116
2022-12-27,61.3539771627637
2022-12-28,62.1830849622605
2022-12-29,62.1830849622605
2022-12-30,81.25256435068705
2022-12-31,67.98683955873815
2023-01-01,37.3098509773563
2023-01-02,73.7905941552158
2023-01-03,68.81594735823495
2023-01-04,67.98683955873815
2023-01-05,56.379330365782856
2023-01-06,61.3539771627637
2023-01-07,61.3539771627637
2023-01-08,35.651635378362684
2023-01-09,55.550222566286045
2023-01-10,53.89200696729243
2023-01-11,54.72111476678924
2023-01-12,51.404683568802014
2023-01-13,65.49951616024772
2023-01-14,62.1830849622605
2023-01-15,36.480743177859495
2023-01-16,48.917360170311596
2023-01-17,62.1830849622605
2023-01-18,57.20843816527966
2023-01-19,55.550222566286045
2023-01-20,62.1830849622605
2023-01-21,63.841300561254116
2023-01-22,36.480743177859495
2023-01-23,55.550222566286045
2023-01-24,54.72111476678924
2023-01-25,53.89200696729243
2023-01-26,51.404683568802014
2023-01-27,67.98683955873815
2023-01-28,61.3539771627637
2023-01-29,35.651635378362684
2023-01-30,53.06289916779563
2023-01-31,56.379330365782856
2023-02-01,63.841300561254116
2023-02-02,62.1830849622605
2023-02-03,70.47416295722857
2023-02-04,74.6197019547126
2023-02-05,38.96806657634991
2023-02-06,56.379330365782856
2023-02-07,53.89200696729243
2023-02-08,48.917360170311596
2023-02-09,54.72111476678924
2023-02-10,61.3539771627637
2023-02-11,60.52486936326689
2023-02-12,34.82252757886588
2023-02-13,49.7464679698084
2023-02-14,50.57557576930521
2023-02-15,55.550222566286045
2023-02-16,54.72111476678924
2023-02-17,64.67040836075093
2023-02-18,62.1830849622605
2023-02-19,36.480743177859495
2023-02-20,57.20843816527966
2023-02-21,63.012192761757305
2023-02-22,58.03754596477647
2023-02-23,60.52486936326689
2023-02-24,64.67040836075093
2023-02-25,63.012192761757305
2023-02-26,37.3098509773563
2023-02-27,58.03754596477647
2023-02-28,63.841300561254116
2023-03-01,64.67040836075093
2023-03-02,63.012192761757305
2023-03-03,68.81594735823495
2023-03-04,63.841300561254116
2023-03-05,38.13895877685311
2023-03-06,58.03754596477647
2023-03-07,57.20843816527966
2023-03-08,57.20843816527966
2023-03-09,55.550222566286045
2023-03-10,72.13237855622218
2023-03-11,75.4488097542094
2023-03-12,46.43003677182117
2023-03-13,77.93613315269982
2023-03-14,76.27791755370622
2023-03-15,72.13237855622218
2023-03-16,70.47416295722857
2023-03-17,70.47416295722857
2023-03-18,61.3539771627637
2023-03-19,39.79717437584672
2023-03-20,63.012192761757305
2023-03-21,62.1830849622605
2023-03-22,55.550222566286045
2023-03-23,57.20843816527966
2023-03-24,67.15773175924134
2023-03-25,60.52486936326689
2023-03-26,40.626282175343526
2023-03-27,56.379330365782856
2023-03-28,58.03754596477647
2023-03-29,53.89200696729243
2023-03-30,58.03754596477647
2023-03-31,71.30327075672537
2023-04-01,68.81594735823495
2023-04-02,41.45538997484034
2023-04-03,66.32862395974453
2023-04-04,62.1830849622605
2023-04-05,63.841300561254116
2023-04-06,64.67040836075093
2023-04-07,82.91077994968067
2023-04-08,59.695761563770084
2023-04-09,33.99341977936908
2023-04-10,63.841300561254116
2023-04-11,58.86665376427327
2023-04-12,53.06289916779563
2023-04-13,56.379330365782856
2023-04-14,68.81594735823495
2023-04-15,58.86665376427327
2023-04-16,37.3098509773563
2023-04-17,64.67040836075093
2023-04-18,61.3539771627637
2023-04-19,56.379330365782856
2023-04-20,56.379330365782856
2023-04-21,61.3539771627637
2023-04-22,56.379330365782856
2023-04-23,37.3098509773563
2023-04-24,57.20843816527966
2023-04-25,53.89200696729243
2023-04-26,54.87186163942502
2023-04-27,53.125710364727205
2023-04-28,62.68557453771311
2023-04-29,67.92402836180658
2023-04-30,37.45431673029893
2023-05-01,75.78170909794676
2023-05-02,69.6701796365044
2023-05-03,66.63639882470926
2023-05-04,62.27102063796471
2023-05-05,67.05095272445766
2023-05-06,58.778718088569065
2023-05-07,36.99579499269842
2023-05-08,57.03256681387125
2023-05-09,54.87186163942502
2023-05-10,53.998786002076116
2023-05-11,53.125710364727205
2023-05-12,60.52486936326689
2023-05-13,59.23723982616957
2023-05-14,33.08893854355438
2023-05-15,60.52486936326689
2023-05-16,58.778718088569065
2023-05-17,53.125710364727205
2023-05-18,55.74493727677394
2023-05-19,65.30480144975985
2023-05-20,61.3979450006158
2023-05-21,36.99579499269842
2023-05-22,56.15949117652234
2023-05-23,55.74493727677394
2023-05-24,57.90564245122016
2023-05-25,58.778718088569065
2023-05-26,77.03165191688514
2023-05-27,60.52486936326689
2023-05-28,34.84765205763851
2023-05-29,43.10104333444763
2023-05-30,64.19304326407094
2023-05-31,67.861217164875
2023-06-01,77.94869539208615
2023-06-02,91.70434752010135
2023-06-03,74.28052149128209
2023-06-04,40.349912908844594
2023-06-05,68.77826064007601
2023-06-06,65.11008673927196
2023-06-07,63.27599978886993
2023-06-08,60.52486936326689
2023-06-09,74.28052149128209
2023-06-10,68.77826064007601
2023-06-11,37.59878248324155
2023-06-12,60.52486936326689
2023-06-13,57.77373893766385
2023-06-14,56.85669546246284
2023-06-15,65.11008673927196
2023-06-16,71.52939106567905
2023-06-17,63.27599978886993
2023-06-18,37.59878248324155
2023-06-19,73.36347801608107
2023-06-20,69.69530411527703
2023-06-21,65.11008673927196
2023-06-22,58.69078241286486
2023-06-23,71.52939106567905
2023-06-24,57.77373893766385
2023-06-25,37.59878248324155
2023-06-26,60.52486936326689
2023-06-27,64.19304326407094
2023-06-28,61.4419128384679
2023-06-29,60.52486936326689
2023-06-30,84.36799971849324
2023-07-01,82.53391276809121
2023-07-02,46.76921723525169
2023-07-03,89.87026056969933
2023-07-04,47.6862607104527
2023-07-05,68.77826064007601
2023-07-06,68.77826064007601
2023-07-07,74.28052149128209
2023-07-08,70.61234759047804
2023-07-09,37.59878248324155
2023-07-10,61.4419128384679
2023-07-11,60.52486936326689
2023-07-12,59.607825888065875
2023-07-13,61.4419128384679
2023-07-14,70.61234759047804
2023-07-15,60.52486936326689
2023-07-16,37.59878248324155
2023-07-17,61.4419128384679
2023-07-18,58.69078241286486
2023-07-19,58.69078241286486
2023-07-20,58.69078241286486
2023-07-21,67.861217164875
2023-07-22,59.607825888065875
2023-07-23,37.59878248324155
2023-07-24,58.69078241286486
2023-07-25,77.03165191688514
2023-07-26,66.94417368967399
2023-07-27,57.77373893766385
2023-07-28,64.19304326407094
2023-07-29,58.69078241286486
2023-07-30,37.59878248324155
2023-07-31,63.27599978886993
2023-08-01,74.28052149128209
2023-08-02,61.4419128384679
2023-08-03,61.4419128384679
2023-08-04,77.94869539208615
2023-08-05,62.35895631366892
2023-08-06,42.18399985924662
2023-08-07,63.27599978886993
2023-08-08,63.27599978886993
2023-08-09,56.85669546246284
2023-08-10,56.85669546246284
2023-08-11,63.27599978886993
2023-08-12,61.4419128384679
2023-08-13,36.68173900804054
2023-08-14,60.52486936326689
2023-08-15,60.52486936326689
2023-08-16,58.69078241286486
2023-08-17,58.69078241286486
2023-08-18,65.11008673927196
2023-08-19,58.69078241286486
2023-08-20,37.59878248324155
2023-08-21,61.4419128384679
2023-08-22,54.105565036859794
2023-08-23,55.022608512060806
2023-08-24,52.27147808645777
2023-08-25,61.4419128384679
2023-08-26,57.77373893766385
2023-08-27,35.764695532839525
2023-08-28,55.939651987261826
2023-08-29,56.85669546246284
2023-08-30,50.437391136055744
2023-08-31,59.607825888065875
2023-09-01,77.03165191688514
2023-09-02,66.02713021447298
2023-09-03,44.93513028484966
2023-09-04,44.01808680964865
2023-09-05,65.11008673927196
2023-09-06,61.4419128384679
2023-09-07,54.105565036859794
2023-09-08,64.19304326407094
2023-09-09,57.77373893766385
2023-09-10,35.764695532839525
2023-09-11,56.85669546246284
2023-09-12,54.105565036859794
2023-09-13,49.520347660854725
2023-09-14,52.27147808645777
2023-09-15,61.4419128384679
2023-09-16,58.69078241286486
2023-09-17,33.9306085824375
2023-09-18,51.35443461125676
2023-09-19,56.85669546246284
2023-09-20,54.105565036859794
2023-09-21,52.27147808645777
2023-09-22,56.85669546246284
2023-09-23,52.27147808645777
2023-09-24,33.9306085824375
2023-09-25,53.18852156165878
2023-09-26,51.35443461125676
2023-09-27,49.520347660854725
2023-09-28,49.520347660854725
2023-09-29,64.19304326407094
2023-09-30,62.35895631366892
2023-10-01,37.59878248324155
2023-10-02,67.861217164875
2023-10-03,63.27599978886993
2023-10-04,59.607825888065875
2023-10-05,54.105565036859794
2023-10-06,60.52486936326689
2023-10-07,61.4419128384679
2023-10-08,36.68173900804054
2023-10-09,62.35895631366892
2023-10-10,55.022608512060806
2023-10-11,50.437391136055744
2023-10-12,51.35443461125676
2023-10-13,58.69078241286486
2023-10-14,55.022608512060806
2023-10-15,36.68173900804054
2023-10-16,56.85669546246284
2023-10-17,52.27147808645777
2023-10-18,48.60330418565371
2023-10-19,55.939651987261826
2023-10-20,60.52486936326689
2023-10-21,54.105565036859794
2023-10-22,33.9306085824375
2023-10-23,49.520347660854725
2023-10-24,49.520347660854725
2023-10-25,49.520347660854725
2023-10-26,47.6862607104527
2023-10-27,55.022608512060806
2023-10-28,47.6862607104527
2023-10-29,30.262434681633444
2023-10-30,46.76921723525169
2023-10-31,50.437391136055744
2023-11-01,57.77373893766385
2023-11-02,53.18852156165878
2023-11-03,67.861217164875
2023-11-04,59.607825888065875
2023-11-05,35.764695532839525
2023-11-06,54.105565036859794
2023-11-07,54.105565036859794
2023-11-08,54.105565036859794
2023-11-09,51.35443461125676
2023-11-10,71.52939106567905
2023-11-11,57.77373893766385
2023-11-12,32.09652163203547
2023-11-13,48.60330418565371
2023-11-14,45.852173760050675
2023-11-15,51.35443461125676
2023-11-16,46.76921723525169
2023-11-17,51.35443461125676
2023-11-18,50.437391136055744
2023-11-19,29.34539120643243
2023-11-20,47.6862607104527
2023-11-21,49.520347660854725
2023-11-22,54.105565036859794
2023-11-23,33.9306085824375
2023-11-24,57.77373893766385
2023-11-25,47.6862607104527
2023-11-26,32.09652163203547
2023-11-27,52.27147808645777
2023-11-28,53.18852156165878
2023-11-29,53.18852156165878
2023-11-30,55.022608512060806
2023-12-01,63.27599978886993
2023-12-02,63.27599978886993
2023-12-03,34.84765205763851
2023-12-04,52.27147808645777
2023-12-05,55.022608512060806
2023-12-06,50.437391136055744
2023-12-07,49.520347660854725
2023-12-08,55.022608512060806
2023-12-09,55.939651987261826
2023-12-10,33.9306085824375
2023-12-11,49.520347660854725
2023-12-12,48.60330418565371
2023-12-13,49.520347660854725
2023-12-14,48.60330418565371
2023-12-15,55.939651987261826
2023-12-16,58.69078241286486
2023-12-17,32.09652163203547
2023-12-18,48.60330418565371
2023-12-19,52.27147808645777
2023-12-20,56.85669546246284
2023-12-21,53.18852156165878
2023-12-22,62.433013887777065
2023-12-23,58.48720155014918
2023-12-24,31.216506943888533
2023-12-25,24.62809416112362
2023-12-26,55.84460110501215
2023-12-27,58.48720155014918
2023-12-28,58.90954662759435
2023-12-29,69.47994840814248
2023-12-30,62.433013887777065
2023-12-31,33.85910738902557
2024-01-01,40.44752017179047
2024-01-02,59.79041344264003
2024-01-03,65.07561433291409
2024-01-04,56.72546792005783
2024-01-05,61.129801995286215
2024-01-06,53.20200065987512
2024-01-07,32.55589549653472
2024-01-08,47.916799769601056
2024-01-09,48.797666584646734
2024-01-10,51.44026702978377
2024-01-11,50.13705513729292
2024-01-12,55.84460110501215
2024-01-13,53.20200065987512
2024-01-14,31.216506943888533
2024-01-15,43.0901206169275
2024-01-16,48.797666584646734
2024-01-17,46.613587877110206
2024-01-18,49.25618832224724
2024-01-19,52.32113384482945
2024-01-20,54.082867474920796
2024-01-21,31.253535730942602
2024-01-22,47.302648673859075
2024-01-23,48.14733882874941
2024-01-24,50.68140929342044
2024-01-25,50.68140929342044
2024-01-26,55.74955022276248
2024-01-27,51.526099448310774
2024-01-28,29.56415542116192
2024-01-29,46.45795851896873
2024-01-30,48.14733882874941
2024-01-31,51.526099448310774
2024-02-01,54.90486006787214
2024-02-02,68.41990254611758
2024-02-03,57.43893053254316
2024-02-04,35.47698650539431
2024-02-05,46.45795851896873
2024-02-06,48.992028983639756
2024-02-07,45.613268364078394
2024-02-08,45.613268364078394
2024-02-09,52.37078960320112
2024-02-10,54.90486006787214
2024-02-11,32.94291604072328
2024-02-12,44.76857820918805
2024-02-13,46.45795851896873
2024-02-14,46.45795851896873
2024-02-15,48.14733882874941
2024-02-16,55.74955022276248
2024-02-17,54.0601699129818
2024-02-18,33.78760619561363
2024-02-19,50.68140929342044
2024-02-20,52.37078960320112
2024-02-21,53.215479758091455
2024-02-22,49.83671913853009
2024-02-23,53.215479758091455
2024-02-24,55.74955022276248
2024-02-25,32.098225885832946
2024-02-26,48.14733882874941
2024-02-27,47.302648673859075
2024-02-28,47.302648673859075
2024-02-29,54.90486006787214
2024-03-01,60.81769115210452
2024-03-02,60.81769115210452
2024-03-03,34.632296350503964
2024-03-04,53.215479758091455
2024-03-05,51.526099448310774
2024-03-06,51.526099448310774
2024-03-07,49.83671913853009
2024-03-08,56.594240377652824
2024-03-09,48.992028983639756
2024-03-10,32.098225885832946
2024-03-11,48.992028983639756
2024-03-12,48.992028983639756
2024-03-13,48.992028983639756
2024-03-14,43.07919789940737
2024-03-15,50.68140929342044
2024-03-16,50.68140929342044
2024-03-17,33.78760619561363
2024-03-18,48.14733882874941
2024-03-19,48.992028983639756
2024-03-20,45.613268364078394
2024-03-21,49.83671913853009
2024-03-22,49.83671913853009
2024-03-23,48.992028983639756
2024-03-24,31.253535730942602
2024-03-25,48.14733882874941
2024-03-26,44.76857820918805
2024-03-27,48.14733882874941
2024-03-28,53.215479758091455
2024-03-29,66.73052223633691
2024-03-30,57.43893053254316
2024-03-31,28.71946526627158
2024-04-01,59.973000997214186
2024-04-02,52.37078960320112
2024-04-03,48.14733882874941
2024-04-04,53.215479758091455
2024-04-05,54.90486006787214
2024-04-06,51.526099448310774
2024-04-07,31.253535730942602
2024-04-08,44.76857820918805
2024-04-09,49.83671913853009
2024-04-10,49.83671913853009
2024-04-11,43.92388805429771
2024-04-12,52.37078960320112
2024-04-13,53.215479758091455
2024-04-14,32.94291604072328
2024-04-15,48.992028983639756
2024-04-16,52.37078960320112
2024-04-17,49.83671913853009
2024-04-18,48.992028983639756
2024-04-19,57.43893053254316
2024-04-20,48.14733882874941
2024-04-21,30.40884557605226
2024-04-22,48.14733882874941
2024-04-23,43.92388805429771
2024-04-24,70.95397301078862
2024-04-25,59.973000997214186
2024-04-26,63.35176161677555
2024-04-27,53.215479758091455
2024-04-28,29.56415542116192
2024-04-29,50.68140929342044
2024-04-30,50.68140929342044
2024-05-01,50.68140929342044
2024-05-02,48.992028983639756
2024-05-03,56.594240377652824
2024-05-04,53.215479758091455
2024-05-05,31.253535730942602
2024-05-06,48.14733882874941
2024-05-07,43.92388805429771
2024-05-08,47.302648673859075
2024-05-09,47.302648673859075
2024-05-10,50.68140929342044
2024-05-11,52.37078960320112
2024-05-12,26.18539480160056
2024-05-13,47.302648673859075
2024-05-14,50.68140929342044
2024-05-15,47.302648673859075
2024-05-16,49.83671913853009
2024-05-17,58.283620687433505
2024-05-18,51.526099448310774
2024-05-19,28.71946526627158
2024-05-20,50.68140929342044
2024-05-21,49.83671913853009
2024-05-22,49.83671913853009
2024-05-23,44.76857820918805
2024-05-24,51.526099448310774
2024-05-25,54.0601699129818
2024-05-26,27.87477511138124
2024-05-27,33.78760619561363
2024-05-28,56.594240377652824
2024-05-29,60.81769115210452
2024-05-30,54.90486006787214
2024-05-31,59.12831084232384
2024-06-01,63.35176161677555
2024-06-02,36.321676660284645
2024-06-03,55.74955022276248
2024-06-04,54.90486006787214
2024-06-05,53.215479758091455
2024-06-06,54.0601699129818
2024-06-07,59.973000997214186
2024-06-08,53.215479758091455
2024-06-09,31.253535730942602
2024-06-10,54.0601699129818
2024-06-11,52.37078960320112
2024-06-12,48.992028983639756
2024-06-13,48.992028983639756
2024-06-14,59.12831084232384
2024-06-15,57.43893053254316
2024-06-16,30.40884557605226
2024-06-17,53.215479758091455
2024-06-18,52.37078960320112
2024-06-19,59.973000997214186
2024-06-20,54.0601699129818
2024-06-21,59.12831084232384
2024-06-22,54.0601699129818
2024-06-23,30.40884557605226
2024-06-24,51.526099448310774
2024-06-25,51.526099448310774
2024-06-26,48.992028983639756
2024-06-27,48.992028983639756
2024-06-28,56.594240377652824
2024-06-29,54.0601699129818
2024-06-30,33.78760619561363
2024-07-01,65.88583208144657
2024-07-02,57.43893053254316
2024-07-03,60.81769115210452
2024-07-04,42.23450774451703
2024-07-05,63.35176161677555
2024-07-06,59.973000997214186
2024-07-07,54.90486006787214
2024-07-08,65.04114192655622
2024-07-09,52.37078960320112
2024-07-10,48.992028983639756
2024-07-11,53.215479758091455
2024-07-12,57.43893053254316
2024-07-13,52.37078960320112
2024-07-14,28.71946526627158
2024-07-15,53.215479758091455
2024-07-16,51.526099448310774
2024-07-17,50.68140929342044
2024-07-18,53.215479758091455
2024-07-19,62.507071461885204
2024-07-20,64.19645177166589
2024-07-21,32.098225885832946
2024-07-22,52.37078960320112
2024-07-23,51.526099448310774
2024-07-24,52.37078960320112
2024-07-25,50.68140929342044
2024-07-26,54.0601699129818
2024-07-27,52.37078960320112
2024-07-28,31.253535730942602
2024-07-29,54.0601699129818
2024-07-30,54.0601699129818
2024-07-31,52.37078960320112
2024-08-01,54.0601699129818
2024-08-02,59.12831084232384
2024-08-03,58.283620687433505
2024-08-04,32.098225885832946
2024-08-05,58.283620687433505
2024-08-06,50.68140929342044
2024-08-07,50.68140929342044
2024-08-08,50.68140929342044
2024-08-09,56.594240377652824
2024-08-10,51.526099448310774
2024-08-11,32.098225885832946
2024-08-12,55.74955022276248
2024-08-13,54.0601699129818
2024-08-14,49.83671913853009
2024-08-15,53.215479758091455
2024-08-16,55.74955022276248
2024-08-17,50.68140929342044
2024-08-18,32.94291604072328
2024-08-19,49.83671913853009
2024-08-20,47.302648673859075
2024-08-21,48.992028983639756
2024-08-22,50.68140929342044
2024-08-23,53.215479758091455
2024-08-24,51.526099448310774
2024-08-25,32.098225885832946
2024-08-26,49.83671913853009
2024-08-27,50.68140929342044
2024-08-28,46.45795851896873
2024-08-29,45.613268364078394
2024-08-30,77.71149424991134
2024-08-31,84.46901548903406
2024-09-01,68.41990254611758
2024-09-02,58.283620687433505
2024-09-03,71.79866316567895
2024-09-04,69.26459270100793
2024-09-05,59.12831084232384
2024-09-06,55.74955022276248
2024-09-07,55.74955022276248
2024-09-08,34.632296350503964
2024-09-09,50.68140929342044
2024-09-10,50.68140929342044
2024-09-11,54.0601699129818
2024-09-12,52.37078960320112
2024-09-13,57.43893053254316
2024-09-14,54.0601699129818
2024-09-15,31.253535730942602
2024-09-16,46.45795851896873
2024-09-17,51.526099448310774
2024-09-18,50.68140929342044
2024-09-19,46.45795851896873
2024-09-20,51.526099448310774
2024-09-21,51.526099448310774
2024-09-22,28.71946526627158
