Time,jimmy_garoppolo
2023-01-28,3.235955056179776
2023-01-29,23.19101123595506
2023-01-30,9.707865168539328
2023-01-31,4.853932584269664
2023-02-01,4.853932584269664
2023-02-02,5.9325842696629225
2023-02-03,4.3146067415730345
2023-02-04,3.235955056179776
2023-02-05,2.6966292134831464
2023-02-06,2.1573033707865172
2023-02-07,1.617977528089888
2023-02-08,2.1573033707865172
2023-02-09,2.1573033707865172
2023-02-10,2.1573033707865172
2023-02-11,1.617977528089888
2023-02-12,3.235955056179776
2023-02-13,4.3146067415730345
2023-02-14,2.1573033707865172
2023-02-15,1.617977528089888
2023-02-16,2.1573033707865172
2023-02-17,1.617977528089888
2023-02-18,1.617977528089888
2023-02-19,1.0786516853932586
2023-02-20,1.0786516853932586
2023-02-21,1.617977528089888
2023-02-22,1.0786516853932586
2023-02-23,1.0786516853932586
2023-02-24,1.0786516853932586
2023-02-25,1.0786516853932586
2023-02-26,2.1573033707865172
2023-02-27,2.6966292134831464
2023-02-28,1.617977528089888
2023-03-01,1.617977528089888
2023-03-02,1.0786516853932586
2023-03-03,1.0786516853932586
2023-03-04,1.0786516853932586
2023-03-05,1.0786516853932586
2023-03-06,3.235955056179776
2023-03-07,3.7752808988764053
2023-03-08,3.235955056179776
2023-03-09,2.1573033707865172
2023-03-10,3.235955056179776
2023-03-11,2.1573033707865172
2023-03-12,2.1573033707865172
2023-03-13,35.0561797752809
2023-03-14,24.26966292134832
2023-03-15,8.08988764044944
2023-03-16,5.9325842696629225
2023-03-17,13.483146067415733
2023-03-18,10.786516853932586
2023-03-19,6.471910112359552
2023-03-20,6.471910112359552
2023-03-21,9.168539325842698
2023-03-22,10.247191011235957
2023-03-23,7.011235955056181
2023-03-24,3.235955056179776
2023-03-25,2.1573033707865172
2023-03-26,2.1573033707865172
2023-03-27,1.617977528089888
2023-03-28,1.617977528089888
2023-03-29,1.617977528089888
2023-03-30,1.0786516853932586
2023-03-31,1.0786516853932586
2023-04-01,1.0786516853932586
2023-04-02,1.0786516853932586
2023-04-03,0.5393258426966293
2023-04-04,1.0786516853932586
2023-04-05,1.0786516853932586
2023-04-06,0.5393258426966293
2023-04-07,1.0786516853932586
2023-04-08,1.0786516853932586
2023-04-09,1.0786516853932586
2023-04-10,1.0786516853932586
2023-04-11,1.0786516853932586
2023-04-12,0.5393258426966293
2023-04-13,0.5393258426966293
2023-04-14,1.0786516853932586
2023-04-15,1.0786516853932586
2023-04-16,0.5393258426966293
2023-04-17,0.5393258426966293
2023-04-18,0.5393258426966293
2023-04-19,1.0786516853932586
2023-04-20,0.5393258426966293
2023-04-21,1.0786516853932586
2023-04-22,1.0786516853932586
2023-04-23,1.0786516853932586
2023-04-24,1.0786516853932586
2023-04-25,1.0786516853932586
2023-04-26,1.0786516853932586
2023-04-27,1.3483146067415732
2023-04-28,2.9662921348314613
2023-04-29,1.8876404494382026
2023-04-30,1.0786516853932586
2023-05-01,1.0786516853932586
2023-05-02,0.5393258426966293
2023-05-03,0.808988764044944
2023-05-04,0.808988764044944
2023-05-05,1.0786516853932586
2023-05-06,0.808988764044944
2023-05-07,0.5393258426966293
2023-05-08,0.5393258426966293
2023-05-09,0.5393258426966293
2023-05-10,0.5393258426966293
2023-05-11,0.808988764044944
2023-05-12,1.3483146067415732
2023-05-13,1.0786516853932586
2023-05-14,0.808988764044944
2023-05-15,0.5393258426966293
2023-05-16,0.808988764044944
2023-05-17,1.0786516853932586
2023-05-18,1.0786516853932586
2023-05-19,0.5393258426966293
2023-05-20,1.0786516853932586
2023-05-21,0.5393258426966293
2023-05-22,0.5393258426966293
2023-05-23,0.808988764044944
2023-05-24,1.0786516853932586
2023-05-25,1.8876404494382026
2023-05-26,3.235955056179776
2023-05-27,1.0786516853932586
2023-05-28,5.393258426966293
2023-05-29,9.168539325842698
2023-05-30,5.393258426966293
2023-05-31,6.471910112359552
2023-06-01,5.9325842696629225
2023-06-02,1.617977528089888
2023-06-03,1.617977528089888
2023-06-04,1.0786516853932586
2023-06-05,1.0786516853932586
2023-06-06,2.1573033707865172
2023-06-07,1.617977528089888
2023-06-08,1.617977528089888
2023-06-09,1.0786516853932586
2023-06-10,1.0786516853932586
2023-06-11,1.0786516853932586
2023-06-12,0.5393258426966293
2023-06-13,1.0786516853932586
2023-06-14,1.0786516853932586
2023-06-15,1.0786516853932586
2023-06-16,1.0786516853932586
2023-06-17,0.5393258426966293
2023-06-18,1.0786516853932586
2023-06-19,1.0786516853932586
2023-06-20,1.0786516853932586
2023-06-21,0.5393258426966293
2023-06-22,0.5393258426966293
2023-06-23,0.5393258426966293
2023-06-24,0.5393258426966293
2023-06-25,0.5393258426966293
2023-06-26,1.0786516853932586
2023-06-27,1.0786516853932586
2023-06-28,1.0786516853932586
2023-06-29,1.0786516853932586
2023-06-30,0.5393258426966293
2023-07-01,1.0786516853932586
2023-07-02,0.5393258426966293
2023-07-03,0.5393258426966293
2023-07-04,0.5393258426966293
2023-07-05,0.5393258426966293
2023-07-06,0.5393258426966293
2023-07-07,0.5393258426966293
2023-07-08,0.5393258426966293
2023-07-09,1.0786516853932586
2023-07-10,1.0786516853932586
2023-07-11,0.5393258426966293
2023-07-12,0.5393258426966293
2023-07-13,1.0786516853932586
2023-07-14,1.0786516853932586
2023-07-15,1.0786516853932586
2023-07-16,1.0786516853932586
2023-07-17,1.0786516853932586
2023-07-18,1.0786516853932586
2023-07-19,1.0786516853932586
2023-07-20,1.0786516853932586
2023-07-21,1.0786516853932586
2023-07-22,1.617977528089888
2023-07-23,4.853932584269664
2023-07-24,2.6966292134831464
2023-07-25,1.617977528089888
2023-07-26,1.617977528089888
2023-07-27,1.617977528089888
2023-07-28,1.0786516853932586
2023-07-29,1.617977528089888
2023-07-30,1.617977528089888
2023-07-31,1.0786516853932586
2023-08-01,1.0786516853932586
2023-08-02,1.617977528089888
2023-08-03,1.617977528089888
2023-08-04,1.617977528089888
2023-08-05,2.1573033707865172
2023-08-06,9.707865168539328
2023-08-07,4.3146067415730345
2023-08-08,1.617977528089888
2023-08-09,1.617977528089888
2023-08-10,2.1573033707865172
2023-08-11,2.6966292134831464
2023-08-12,2.6966292134831464
2023-08-13,7.011235955056181
2023-08-14,3.235955056179776
2023-08-15,1.617977528089888
2023-08-16,1.617977528089888
2023-08-17,1.617977528089888
2023-08-18,1.617977528089888
2023-08-19,2.1573033707865172
2023-08-20,4.853932584269664
2023-08-21,2.6966292134831464
2023-08-22,1.617977528089888
2023-08-23,1.617977528089888
2023-08-24,2.1573033707865172
2023-08-25,2.1573033707865172
2023-08-26,4.853932584269664
2023-08-27,4.3146067415730345
2023-08-28,3.7752808988764053
2023-08-29,2.6966292134831464
2023-08-30,2.6966292134831464
2023-08-31,3.7752808988764053
2023-09-01,9.168539325842698
2023-09-02,3.7752808988764053
2023-09-03,2.1573033707865172
2023-09-04,2.1573033707865172
2023-09-05,1.617977528089888
2023-09-06,2.6966292134831464
2023-09-07,2.6966292134831464
2023-09-08,3.235955056179776
2023-09-09,2.6966292134831464
2023-09-10,21.033707865168545
2023-09-11,8.08988764044944
2023-09-12,5.393258426966293
2023-09-13,3.235955056179776
2023-09-14,3.235955056179776
2023-09-15,2.6966292134831464
2023-09-16,2.6966292134831464
2023-09-17,12.404494382022474
2023-09-18,4.853932584269664
2023-09-19,10.247191011235957
2023-09-20,7.5505617977528106
2023-09-21,6.471910112359552
2023-09-22,6.471910112359552
2023-09-23,2.6966292134831464
2023-09-24,8.629213483146069
2023-09-25,53.93258426966293
2023-09-26,20.494382022471914
2023-09-27,16.17977528089888
2023-09-28,5.9325842696629225
2023-09-29,5.393258426966293
2023-09-30,7.5505617977528106
2023-10-01,17.258426966292138
2023-10-02,4.853932584269664
2023-10-03,3.7752808988764053
2023-10-04,3.7752808988764053
2023-10-05,4.853932584269664
2023-10-06,3.7752808988764053
2023-10-07,2.6966292134831464
2023-10-08,5.393258426966293
2023-10-09,24.26966292134832
2023-10-10,25.88764044943821
2023-10-11,2.6966292134831464
2023-10-12,2.1573033707865172
2023-10-13,3.235955056179776
2023-10-14,3.235955056179776
2023-10-15,24.808988764044948
2023-10-16,26.426966292134836
2023-10-17,10.247191011235957
2023-10-18,5.9325842696629225
2023-10-19,5.393258426966293
2023-10-20,4.3146067415730345
2023-10-21,3.7752808988764053
2023-10-22,8.629213483146069
2023-10-23,3.235955056179776
2023-10-24,3.7752808988764053
2023-10-25,2.6966292134831464
2023-10-26,2.6966292134831464
2023-10-27,2.1573033707865172
2023-10-28,2.1573033707865172
2023-10-29,4.853932584269664
2023-10-30,10.786516853932586
2023-10-31,19.955056179775283
2023-11-01,12.404494382022474
2023-11-02,7.5505617977528106
2023-11-03,5.9325842696629225
2023-11-04,3.235955056179776
2023-11-05,7.011235955056181
2023-11-06,6.471910112359552
2023-11-07,2.6966292134831464
2023-11-08,2.1573033707865172
2023-11-09,1.617977528089888
2023-11-10,2.1573033707865172
2023-11-11,1.617977528089888
2023-11-12,3.235955056179776
2023-11-13,23.73033707865169
2023-11-14,3.235955056179776
2023-11-15,2.1573033707865172
2023-11-16,1.617977528089888
2023-11-17,2.1573033707865172
2023-11-18,2.1573033707865172
2023-11-19,4.853932584269664
2023-11-20,3.235955056179776
2023-11-21,1.617977528089888
2023-11-22,1.617977528089888
2023-11-23,2.1573033707865172
2023-11-24,3.7752808988764053
2023-11-25,1.617977528089888
2023-11-26,5.393258426966293
2023-11-27,3.235955056179776
2023-11-28,2.1573033707865172
2023-11-29,1.0786516853932586
2023-11-30,1.0786516853932586
2023-12-01,1.0786516853932586
2023-12-02,1.0786516853932586
2023-12-03,2.6966292134831464
2023-12-04,2.6966292134831464
2023-12-05,1.0786516853932586
2023-12-06,1.0786516853932586
2023-12-07,1.0786516853932586
2023-12-08,1.617977528089888
2023-12-09,1.0786516853932586
2023-12-10,2.6966292134831464
2023-12-11,2.6966292134831464
2023-12-12,1.617977528089888
2023-12-13,1.617977528089888
2023-12-14,2.1573033707865172
2023-12-15,9.168539325842698
2023-12-16,1.617977528089888
2023-12-17,2.1573033707865172
2023-12-18,2.1573033707865172
2023-12-19,1.0786516853932586
2023-12-20,1.0786516853932586
2023-12-21,1.0786516853932586
2023-12-22,1.617977528089888
2023-12-23,1.617977528089888
2023-12-24,1.617977528089888
2023-12-25,9.078651685393261
2023-12-26,4.9438202247191025
2023-12-27,1.5280898876404498
2023-12-28,0.9887640449438204
2023-12-29,1.7078651685393262
2023-12-30,2.0674157303370793
2023-12-31,3.235955056179776
2024-01-01,2.2471910112359557
2024-01-02,1.7078651685393262
2024-01-03,0.9887640449438204
2024-01-04,0.9887640449438204
2024-01-05,1.7078651685393262
2024-01-06,3.235955056179776
2024-01-07,3.7752808988764057
2024-01-08,2.1573033707865177
2024-01-09,1.5280898876404498
2024-01-10,1.0786516853932588
2024-01-11,1.0786516853932588
2024-01-12,1.0786516853932588
2024-01-13,1.0786516853932588
2024-01-14,1.7078651685393262
2024-01-15,1.5280898876404498
2024-01-16,1.5280898876404498
2024-01-17,1.1685393258426968
2024-01-18,1.0786516853932588
2024-01-19,0.9887640449438204
2024-01-20,2.0674157303370793
2024-01-21,6.471910112359552
2024-01-22,1.977528089887641
2024-01-23,1.4382022471910116
2024-01-24,2.337078651685394
2024-01-25,1.617977528089888
2024-01-26,1.2584269662921352
2024-01-27,1.4382022471910116
2024-01-28,3.235955056179776
2024-01-29,9.707865168539328
2024-01-30,2.8764044943820233
2024-01-31,2.1573033707865177
2024-02-01,1.977528089887641
2024-02-02,1.977528089887641
2024-02-03,1.7977528089887644
2024-02-04,1.617977528089888
2024-02-05,1.2584269662921352
2024-02-06,1.4382022471910116
2024-02-07,1.4382022471910116
2024-02-08,1.4382022471910116
2024-02-09,1.617977528089888
2024-02-10,2.8764044943820233
2024-02-11,9.348314606741576
2024-02-12,10.247191011235959
2024-02-13,2.696629213483147
2024-02-14,1.4382022471910116
2024-02-15,1.2584269662921352
2024-02-16,17.977528089887645
2024-02-17,15.640449438202252
2024-02-18,4.853932584269664
2024-02-19,2.337078651685394
2024-02-20,1.7977528089887644
2024-02-21,1.2584269662921352
2024-02-22,1.2584269662921352
2024-02-23,1.0786516853932588
2024-02-24,0.7191011235955058
2024-02-25,0.8988764044943822
2024-02-26,0.8988764044943822
2024-02-27,0.7191011235955058
2024-02-28,0.5393258426966294
2024-02-29,0.5393258426966294
2024-03-01,0.7191011235955058
2024-03-02,0.7191011235955058
2024-03-03,0.7191011235955058
2024-03-04,0.7191011235955058
2024-03-05,0.8988764044943822
2024-03-06,0.7191011235955058
2024-03-07,0.7191011235955058
2024-03-08,1.0786516853932588
2024-03-09,1.977528089887641
2024-03-10,1.617977528089888
2024-03-11,2.696629213483147
2024-03-12,3.595505617977529
2024-03-13,4.494382022471911
2024-03-14,3.955056179775282
2024-03-15,7.730337078651687
2024-03-16,9.1685393258427
2024-03-17,4.494382022471911
2024-03-18,2.696629213483147
2024-03-19,2.696629213483147
2024-03-20,5.033707865168541
2024-03-21,1.2584269662921352
2024-03-22,1.0786516853932588
2024-03-23,1.2584269662921352
2024-03-24,0.8988764044943822
2024-03-25,0.7191011235955058
2024-03-26,0.8988764044943822
2024-03-27,0.5393258426966294
2024-03-28,0.5393258426966294
2024-03-29,0.7191011235955058
2024-03-30,0.7191011235955058
2024-03-31,0.8988764044943822
2024-04-01,0.3595505617977529
2024-04-02,0.7191011235955058
2024-04-03,0.8988764044943822
2024-04-04,0.7191011235955058
2024-04-05,0.7191011235955058
2024-04-06,0.5393258426966294
2024-04-07,0.5393258426966294
2024-04-08,0.3595505617977529
2024-04-09,0.3595505617977529
2024-04-10,0.5393258426966294
2024-04-11,0.5393258426966294
2024-04-12,0.3595505617977529
2024-04-13,0.7191011235955058
2024-04-14,0.5393258426966294
2024-04-15,0.3595505617977529
2024-04-16,0.5393258426966294
2024-04-17,0.3595505617977529
2024-04-18,0.3595505617977529
2024-04-19,0.5393258426966294
2024-04-20,0.3595505617977529
2024-04-21,0.5393258426966294
2024-04-22,0.5393258426966294
2024-04-23,0.5393258426966294
2024-04-24,0.7191011235955058
2024-04-25,0.7191011235955058
2024-04-26,3.0561797752808997
2024-04-27,1.617977528089888
2024-04-28,1.0786516853932588
2024-04-29,1.0786516853932588
2024-04-30,1.0786516853932588
2024-05-01,0.7191011235955058
2024-05-02,0.7191011235955058
2024-05-03,0.7191011235955058
2024-05-04,0.7191011235955058
2024-05-05,0.5393258426966294
2024-05-06,1.4382022471910116
2024-05-07,1.0786516853932588
2024-05-08,0.7191011235955058
2024-05-09,0.8988764044943822
2024-05-10,0.7191011235955058
2024-05-11,0.8988764044943822
2024-05-12,0.7191011235955058
2024-05-13,0.7191011235955058
2024-05-14,0.5393258426966294
2024-05-15,0.5393258426966294
2024-05-16,0.7191011235955058
2024-05-17,0.3595505617977529
2024-05-18,0.7191011235955058
2024-05-19,0.5393258426966294
2024-05-20,0.3595505617977529
2024-05-21,0.5393258426966294
2024-05-22,0.5393258426966294
2024-05-23,0.5393258426966294
2024-05-24,0.5393258426966294
2024-05-25,0.7191011235955058
2024-05-26,0.5393258426966294
2024-05-27,0.3595505617977529
2024-05-28,0.8988764044943822
2024-05-29,0.8988764044943822
2024-05-30,0.5393258426966294
2024-05-31,0.5393258426966294
2024-06-01,0.5393258426966294
2024-06-02,0.8988764044943822
2024-06-03,0.8988764044943822
2024-06-04,0.3595505617977529
2024-06-05,0.5393258426966294
2024-06-06,0.7191011235955058
2024-06-07,0.3595505617977529
2024-06-08,0.5393258426966294
2024-06-09,0.17977528089887646
2024-06-10,0.3595505617977529
2024-06-11,0.5393258426966294
2024-06-12,0.5393258426966294
2024-06-13,0.5393258426966294
2024-06-14,0.3595505617977529
2024-06-15,0.3595505617977529
2024-06-16,0.7191011235955058
2024-06-17,0.3595505617977529
2024-06-18,0.3595505617977529
2024-06-19,0.3595505617977529
2024-06-20,0.5393258426966294
2024-06-21,0.5393258426966294
2024-06-22,0.5393258426966294
2024-06-23,0.7191011235955058
2024-06-24,0.5393258426966294
2024-06-25,0.5393258426966294
2024-06-26,0.5393258426966294
2024-06-27,0.3595505617977529
2024-06-28,0.17977528089887646
2024-06-29,0.3595505617977529
2024-06-30,0.7191011235955058
2024-07-01,0.0
2024-07-02,0.5393258426966294
2024-07-03,0.5393258426966294
2024-07-04,0.5393258426966294
2024-07-05,0.3595505617977529
2024-07-06,0.5393258426966294
2024-07-07,0.3595505617977529
2024-07-08,0.3595505617977529
2024-07-09,0.3595505617977529
2024-07-10,0.8988764044943822
2024-07-11,2.337078651685394
2024-07-12,2.5168539325842705
2024-07-13,3.595505617977529
2024-07-14,2.337078651685394
2024-07-15,1.7977528089887644
2024-07-16,1.2584269662921352
2024-07-17,1.617977528089888
2024-07-18,1.2584269662921352
2024-07-19,1.0786516853932588
2024-07-20,0.8988764044943822
2024-07-21,0.8988764044943822
2024-07-22,1.0786516853932588
2024-07-23,0.8988764044943822
2024-07-24,0.8988764044943822
2024-07-25,0.8988764044943822
2024-07-26,1.2584269662921352
2024-07-27,1.0786516853932588
2024-07-28,0.8988764044943822
2024-07-29,0.7191011235955058
2024-07-30,1.0786516853932588
2024-07-31,0.8988764044943822
2024-08-01,0.8988764044943822
2024-08-02,0.8988764044943822
2024-08-03,1.0786516853932588
2024-08-04,1.0786516853932588
2024-08-05,0.7191011235955058
2024-08-06,1.2584269662921352
2024-08-07,1.4382022471910116
2024-08-08,0.8988764044943822
2024-08-09,1.0786516853932588
2024-08-10,1.7977528089887644
2024-08-11,4.674157303370788
2024-08-12,2.337078651685394
2024-08-13,1.2584269662921352
2024-08-14,1.617977528089888
2024-08-15,1.4382022471910116
2024-08-16,1.0786516853932588
2024-08-17,1.0786516853932588
2024-08-18,5.755970567676315
2024-08-19,2.988739345108569
2024-08-20,0.8667666186666537
2024-08-21,1.0818527840419307
