query,n_rows,min_date,max_date,missing_values,min_value,max_value,mean_value,std_value,n_zero_values
pbs_kids,1612,2022-01-01,2026-05-31,0,15.068460388450589,115.91123375731223,44.36986100416103,22.999716010908415,0
