Time,freddie_freeman
2022-06-29,25.0
2022-06-30,26.0
2022-07-01,11.0
2022-07-02,8.0
2022-07-03,7.0
2022-07-04,4.0
2022-07-05,3.0
2022-07-06,3.0
2022-07-07,3.0
2022-07-08,2.0
2022-07-09,3.0
2022-07-10,4.0
2022-07-11,4.0
2022-07-12,2.0
2022-07-13,3.0
2022-07-14,3.0
2022-07-15,5.0
2022-07-16,4.0
2022-07-17,4.0
2022-07-18,4.0
2022-07-19,4.0
2022-07-20,3.0
2022-07-21,1.0
2022-07-22,3.0
2022-07-23,3.0
2022-07-24,4.0
2022-07-25,2.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,2.0
2022-07-31,3.0
2022-08-01,2.0
2022-08-02,3.0
2022-08-03,2.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,2.0
2022-08-07,2.0
2022-08-08,2.0
2022-08-09,1.0
2022-08-10,2.0
2022-08-11,3.0
2022-08-12,1.0
2022-08-13,2.0
2022-08-14,2.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,2.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,2.0
2022-08-21,3.0
2022-08-22,2.0
2022-08-23,2.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,1.0
2022-08-27,2.0
2022-08-28,2.0
2022-08-29,1.0714285714285714
2022-08-30,1.1785714285714284
2022-08-31,1.1785714285714284
2022-09-01,1.8571428571428572
2022-09-02,0.9285714285714286
2022-09-03,1.0714285714285714
2022-09-04,2.142857142857143
2022-09-05,1.8214285714285714
2022-09-06,1.2142857142857142
2022-09-07,1.9285714285714284
2022-09-08,1.1428571428571428
2022-09-09,0.8928571428571428
2022-09-10,1.8571428571428572
2022-09-11,2.892857142857143
2022-09-12,1.1785714285714284
2022-09-13,1.2142857142857142
2022-09-14,1.9642857142857142
2022-09-15,0.9642857142857142
2022-09-16,1.0
2022-09-17,1.9285714285714284
2022-09-18,1.9642857142857142
2022-09-19,1.9285714285714284
2022-09-20,1.2142857142857142
2022-09-21,1.1428571428571428
2022-09-22,1.0
2022-09-23,1.0357142857142856
2022-09-24,1.8214285714285714
2022-09-25,3.0
2022-09-26,1.0714285714285714
2022-09-27,0.8928571428571428
2022-09-28,1.4285714285714284
2022-09-29,1.7142857142857142
2022-09-30,1.357142857142857
2022-10-01,2.071428571428571
2022-10-02,2.2857142857142856
2022-10-03,2.4285714285714284
2022-10-04,1.5
2022-10-05,5.071428571428571
2022-10-06,3.0
2022-10-07,1.2857142857142856
2022-10-08,0.7857142857142857
2022-10-09,1.0
2022-10-10,1.0
2022-10-11,1.5714285714285714
2022-10-12,2.714285714285714
2022-10-13,4.428571428571428
2022-10-14,1.5714285714285714
2022-10-15,4.857142857142857
2022-10-16,5.285714285714286
2022-10-17,1.1428571428571428
2022-10-18,0.8571428571428571
2022-10-19,0.5
2022-10-20,0.5
2022-10-21,0.42857142857142855
2022-10-22,0.42857142857142855
2022-10-23,0.42857142857142855
2022-10-24,0.5714285714285714
2022-10-25,0.3571428571428571
2022-10-26,0.42857142857142855
2022-10-27,0.5
2022-10-28,0.5
2022-10-29,0.5
2022-10-30,0.5714285714285714
2022-10-31,0.5
2022-11-01,0.5714285714285714
2022-11-02,0.21428571428571427
2022-11-03,0.2857142857142857
2022-11-04,0.3571428571428571
2022-11-05,0.3571428571428571
2022-11-06,0.6428571428571428
2022-11-07,0.2857142857142857
2022-11-08,0.2857142857142857
2022-11-09,0.21428571428571427
2022-11-10,0.3571428571428571
2022-11-11,0.42857142857142855
2022-11-12,0.42857142857142855
2022-11-13,0.6428571428571428
2022-11-14,0.2857142857142857
2022-11-15,0.42857142857142855
2022-11-16,0.2857142857142857
2022-11-17,0.42857142857142855
2022-11-18,0.2857142857142857
2022-11-19,0.0
2022-11-20,0.3571428571428571
2022-11-21,0.2857142857142857
2022-11-22,0.2857142857142857
2022-11-23,0.2857142857142857
2022-11-24,0.5
2022-11-25,0.2857142857142857
2022-11-26,0.2857142857142857
2022-11-27,0.3571428571428571
2022-11-28,0.2857142857142857
2022-11-29,0.2857142857142857
2022-11-30,0.2857142857142857
2022-12-01,0.2857142857142857
2022-12-02,0.0
2022-12-03,0.42857142857142855
2022-12-04,0.3571428571428571
2022-12-05,0.3571428571428571
2022-12-06,0.3571428571428571
2022-12-07,0.7857142857142857
2022-12-08,0.5
2022-12-09,0.42857142857142855
2022-12-10,0.0
2022-12-11,0.3571428571428571
2022-12-12,0.5
2022-12-13,0.5
2022-12-14,0.5
2022-12-15,0.42857142857142855
2022-12-16,0.2857142857142857
2022-12-17,0.5
2022-12-18,0.9285714285714285
2022-12-19,0.5
2022-12-20,0.5714285714285714
2022-12-21,0.5
2022-12-22,0.2857142857142857
2022-12-23,0.2857142857142857
2022-12-24,0.21428571428571427
2022-12-25,0.3571428571428571
2022-12-26,0.42857142857142855
2022-12-27,0.2857142857142857
2022-12-28,0.21428571428571427
2022-12-29,0.42857142857142855
2022-12-30,0.3571428571428571
2022-12-31,0.3571428571428571
2023-01-01,0.21428571428571427
2023-01-02,0.3571428571428571
2023-01-03,0.2857142857142857
2023-01-04,0.2857142857142857
2023-01-05,0.2857142857142857
2023-01-06,0.5
2023-01-07,0.42857142857142855
2023-01-08,0.42857142857142855
2023-01-09,0.21428571428571427
2023-01-10,0.21428571428571427
2023-01-11,0.21428571428571427
2023-01-12,0.21428571428571427
2023-01-13,0.2857142857142857
2023-01-14,0.3571428571428571
2023-01-15,0.2857142857142857
2023-01-16,0.2857142857142857
2023-01-17,0.2857142857142857
2023-01-18,0.21428571428571427
2023-01-19,0.2857142857142857
2023-01-20,0.21428571428571427
2023-01-21,0.5
2023-01-22,0.42857142857142855
2023-01-23,0.0
2023-01-24,0.21428571428571427
2023-01-25,0.21428571428571427
2023-01-26,0.42857142857142855
2023-01-27,0.3571428571428571
2023-01-28,0.2857142857142857
2023-01-29,0.42857142857142855
2023-01-30,0.14285714285714285
2023-01-31,0.2857142857142857
2023-02-01,0.3571428571428571
2023-02-02,0.2857142857142857
2023-02-03,0.2857142857142857
2023-02-04,0.5
2023-02-05,0.3571428571428571
2023-02-06,0.2857142857142857
2023-02-07,0.3571428571428571
2023-02-08,0.42857142857142855
2023-02-09,0.42857142857142855
2023-02-10,1.9285714285714284
2023-02-11,0.7857142857142857
2023-02-12,0.6428571428571428
2023-02-13,0.21428571428571427
2023-02-14,0.2857142857142857
2023-02-15,0.2857142857142857
2023-02-16,0.42857142857142855
2023-02-17,0.3571428571428571
2023-02-18,0.3571428571428571
2023-02-19,0.3571428571428571
2023-02-20,0.3571428571428571
2023-02-21,0.2857142857142857
2023-02-22,0.2857142857142857
2023-02-23,0.2857142857142857
2023-02-24,0.5
2023-02-25,0.7142857142857142
2023-02-26,0.5714285714285714
2023-02-27,0.5
2023-02-28,0.21428571428571427
2023-03-01,0.3571428571428571
2023-03-02,0.42857142857142855
2023-03-03,0.42857142857142855
2023-03-04,0.3571428571428571
2023-03-05,0.8571428571428571
2023-03-06,0.6428571428571428
2023-03-07,0.6428571428571428
2023-03-08,1.857142857142857
2023-03-09,1.357142857142857
2023-03-10,1.0
2023-03-11,1.357142857142857
2023-03-12,4.5
2023-03-13,3.142857142857143
2023-03-14,7.142857142857142
2023-03-15,4.0
2023-03-16,3.642857142857143
2023-03-17,2.357142857142857
2023-03-18,3.9285714285714284
2023-03-19,3.7857142857142856
2023-03-20,1.7142857142857142
2023-03-21,1.2857142857142856
2023-03-22,1.1428571428571428
2023-03-23,1.0
2023-03-24,0.7142857142857142
2023-03-25,0.7142857142857142
2023-03-26,0.5
2023-03-27,0.7857142857142857
2023-03-28,0.5714285714285714
2023-03-29,0.7142857142857142
2023-03-30,1.0
2023-03-31,1.5714285714285714
2023-04-01,1.6428571428571428
2023-04-02,2.5
2023-04-03,0.7857142857142857
2023-04-04,1.5
2023-04-05,1.2142857142857142
2023-04-06,1.0
2023-04-07,1.6428571428571428
2023-04-08,1.2142857142857142
2023-04-09,1.5714285714285714
2023-04-10,0.9285714285714285
2023-04-11,1.357142857142857
2023-04-12,0.9285714285714285
2023-04-13,1.357142857142857
2023-04-14,0.6428571428571428
2023-04-15,1.4285714285714284
2023-04-16,1.5714285714285714
2023-04-17,0.9285714285714285
2023-04-18,1.7857142857142856
2023-04-19,1.5714285714285714
2023-04-20,0.6428571428571428
2023-04-21,1.2857142857142856
2023-04-22,1.0
2023-04-23,0.9285714285714285
2023-04-24,0.7142857142857142
2023-04-25,0.7142857142857142
2023-04-26,0.6595519864750633
2023-04-27,1.198858833474218
2023-04-28,0.4256128486897717
2023-04-29,1.1631445477599323
2023-04-30,1.007185122569738
2023-05-01,0.7732459847844462
2023-05-02,1.085164835164835
2023-05-03,1.2768385460693152
2023-05-04,0.695266272189349
2023-05-05,0.503592561284869
2023-05-06,1.007185122569738
2023-05-07,1.780431107354184
2023-05-08,1.2768385460693152
2023-05-09,0.7375316990701605
2023-05-10,1.4327979712595096
2023-05-11,0.695266272189349
2023-05-12,0.5815722738799661
2023-05-13,1.780431107354184
2023-05-14,1.7024513947590867
2023-05-15,0.6595519864750633
2023-05-16,1.2768385460693152
2023-05-17,1.120879120879121
2023-05-18,1.007185122569738
2023-05-19,2.865595942519019
2023-05-20,1.9363905325443784
2023-05-21,1.9363905325443784
2023-05-22,1.81614539306847
2023-05-23,3.908495350803043
2023-05-24,2.014370245139476
2023-05-25,1.81614539306847
2023-05-26,1.1834319526627217
2023-05-27,1.7751479289940826
2023-05-28,1.5215553677092135
2023-05-29,1.0989010989010988
2023-05-30,1.4370245139475906
2023-05-31,2.7895181741335584
2023-06-01,2.1978021978021975
2023-06-02,1.6906170752324594
2023-06-03,3.212172442941673
2023-06-04,2.3668639053254434
2023-06-05,1.0143702451394758
2023-06-06,1.0143702451394758
2023-06-07,2.0287404902789516
2023-06-08,1.6060862214708365
2023-06-09,1.0989010989010988
2023-06-10,2.0287404902789516
2023-06-11,1.9442096365173285
2023-06-12,1.2679628064243447
2023-06-13,1.1834319526627217
2023-06-14,1.3524936601859676
2023-06-15,1.3524936601859676
2023-06-16,1.8596787827557055
2023-06-17,1.7751479289940826
2023-06-18,1.8596787827557055
2023-06-19,0.5917159763313609
2023-06-20,0.8453085376162297
2023-06-21,1.6906170752324594
2023-06-22,1.7751479289940826
2023-06-23,0.8453085376162297
2023-06-24,2.3668639053254434
2023-06-25,2.3668639053254434
2023-06-26,8.453085376162297
2023-06-27,2.620456466610312
2023-06-28,1.7751479289940826
2023-06-29,1.5215553677092135
2023-06-30,2.1978021978021975
2023-07-01,2.451394759087066
2023-07-02,1.7751479289940826
2023-07-03,0.8453085376162297
2023-07-04,1.8596787827557055
2023-07-05,1.0143702451394758
2023-07-06,1.7751479289940826
2023-07-07,2.0287404902789516
2023-07-08,1.8596787827557055
2023-07-09,2.2823330515638203
2023-07-10,1.0989010989010988
2023-07-11,3.043110735418427
2023-07-12,3.550295857988165
2023-07-13,1.3524936601859676
2023-07-14,1.7751479289940826
2023-07-15,1.3524936601859676
2023-07-16,1.8596787827557055
2023-07-17,1.0989010989010988
2023-07-18,1.6906170752324594
2023-07-19,2.0287404902789516
2023-07-20,0.7607776838546068
2023-07-21,0.6762468300929838
2023-07-22,3.9729501267962797
2023-07-23,2.7895181741335584
2023-07-24,1.6060862214708365
2023-07-25,1.9442096365173285
2023-07-26,2.1978021978021975
2023-07-27,0.9298393913778528
2023-07-28,1.1834319526627217
2023-07-29,2.1978021978021975
2023-07-30,2.0287404902789516
2023-07-31,1.0989010989010988
2023-08-01,1.0143702451394758
2023-08-02,1.8596787827557055
2023-08-03,2.7049873203719352
2023-08-04,4.733727810650887
2023-08-05,2.7895181741335584
2023-08-06,3.296703296703296
2023-08-07,5.071851225697379
2023-08-08,2.1978021978021975
2023-08-09,2.7895181741335584
2023-08-10,2.620456466610312
2023-08-11,2.7895181741335584
2023-08-12,3.634826711749788
2023-08-13,3.888419273034657
2023-08-14,1.9442096365173285
2023-08-15,1.6906170752324594
2023-08-16,2.1978021978021975
2023-08-17,4.142011834319526
2023-08-18,1.9442096365173285
2023-08-19,2.451394759087066
2023-08-20,2.1978021978021975
2023-08-21,1.1834319526627217
2023-08-22,1.5215553677092135
2023-08-23,1.2679628064243447
2023-08-24,1.6060862214708365
2023-08-25,1.5215553677092135
2023-08-26,3.381234150464919
2023-08-27,2.451394759087066
2023-08-28,1.6060862214708365
2023-08-29,2.620456466610312
2023-08-30,2.1978021978021975
2023-08-31,3.465765004226542
2023-09-01,3.381234150464919
2023-09-02,3.12764158918005
2023-09-03,3.296703296703296
2023-09-04,1.0989010989010988
2023-09-05,0.9298393913778528
2023-09-06,1.0989010989010988
2023-09-07,0.9298393913778528
2023-09-08,1.6060862214708365
2023-09-09,2.7895181741335584
2023-09-10,1.7751479289940826
2023-09-11,1.0143702451394758
2023-09-12,1.8596787827557055
2023-09-13,4.9873203719357555
2023-09-14,2.2823330515638203
2023-09-15,1.1834319526627217
2023-09-16,2.1132713440405744
2023-09-17,2.1132713440405744
2023-09-18,0.8453085376162297
2023-09-19,1.6060862214708365
2023-09-20,1.9442096365173285
2023-09-21,1.8596787827557055
2023-09-22,1.4370245139475906
2023-09-23,2.7049873203719352
2023-09-24,2.0287404902789516
2023-09-25,1.2679628064243447
2023-09-26,1.3524936601859676
2023-09-27,1.9442096365173285
2023-09-28,2.451394759087066
2023-09-29,1.3524936601859676
2023-09-30,2.7049873203719352
2023-10-01,1.7751479289940826
2023-10-02,1.0989010989010988
2023-10-03,1.6060862214708365
2023-10-04,0.9298393913778528
2023-10-05,0.9298393913778528
2023-10-06,0.6762468300929838
2023-10-07,1.0989010989010988
2023-10-08,1.8596787827557055
2023-10-09,1.0989010989010988
2023-10-10,3.12764158918005
2023-10-11,1.2679628064243447
2023-10-12,3.212172442941673
2023-10-13,1.2679628064243447
2023-10-14,0.5071851225697379
2023-10-15,0.42265426880811485
2023-10-16,0.25359256128486896
2023-10-17,0.25359256128486896
2023-10-18,0.3381234150464919
2023-10-19,0.5917159763313609
2023-10-20,0.42265426880811485
2023-10-21,0.25359256128486896
2023-10-22,0.25359256128486896
2023-10-23,0.3381234150464919
2023-10-24,0.3381234150464919
2023-10-25,0.3381234150464919
2023-10-26,0.25359256128486896
2023-10-27,0.8453085376162297
2023-10-28,1.3524936601859676
2023-10-29,0.5071851225697379
2023-10-30,0.3381234150464919
2023-10-31,0.25359256128486896
2023-11-01,0.6762468300929838
2023-11-02,0.5917159763313609
2023-11-03,0.42265426880811485
2023-11-04,0.25359256128486896
2023-11-05,0.3381234150464919
2023-11-06,0.3381234150464919
2023-11-07,0.42265426880811485
2023-11-08,0.3381234150464919
2023-11-09,0.42265426880811485
2023-11-10,0.42265426880811485
2023-11-11,0.0
2023-11-12,0.5071851225697379
2023-11-13,0.42265426880811485
2023-11-14,0.3381234150464919
2023-11-15,0.0
2023-11-16,0.42265426880811485
2023-11-17,0.3381234150464919
2023-11-18,0.42265426880811485
2023-11-19,0.25359256128486896
2023-11-20,0.42265426880811485
2023-11-21,0.25359256128486896
2023-11-22,0.3381234150464919
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.25359256128486896
2023-11-26,0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,0.16906170752324595
2023-11-30,0.25359256128486896
2023-12-01,0.0
2023-12-02,0.25359256128486896
2023-12-03,0.0
2023-12-04,0.25359256128486896
2023-12-05,0.25359256128486896
2023-12-06,0.3381234150464919
2023-12-07,0.0
2023-12-08,0.5071851225697379
2023-12-09,2.7895181741335584
2023-12-10,2.1132713440405744
2023-12-11,1.0989010989010988
2023-12-12,1.0143702451394758
2023-12-13,0.7607776838546068
2023-12-14,0.5071851225697379
2023-12-15,0.6762468300929838
2023-12-16,0.42265426880811485
2023-12-17,0.5071851225697379
2023-12-18,0.42265426880811485
2023-12-19,0.25359256128486896
2023-12-20,0.5071851225697379
2023-12-21,0.42265426880811485
2023-12-22,1.1834319526627217
2023-12-23,0.7185122569737953
2023-12-24,0.3381234150464919
2023-12-25,0.3803888419273034
2023-12-26,0.29585798816568043
2023-12-27,0.3381234150464919
2023-12-28,0.3381234150464919
2023-12-29,0.29585798816568043
2023-12-30,0.3381234150464919
2023-12-31,0.29585798816568043
2024-01-01,0.29585798816568043
2024-01-02,0.29585798816568043
2024-01-03,0.29585798816568043
2024-01-04,0.4226542688081149
2024-01-05,0.29585798816568043
2024-01-06,0.29585798816568043
2024-01-07,0.3803888419273034
2024-01-08,0.7607776838546068
2024-01-09,0.7185122569737953
2024-01-10,0.7185122569737953
2024-01-11,0.0
2024-01-12,0.0
2024-01-13,0.3803888419273034
2024-01-14,0.3381234150464919
2024-01-15,0.3803888419273034
2024-01-16,0.29585798816568043
2024-01-17,0.3803888419273034
2024-01-18,0.4226542688081149
2024-01-19,0.3803888419273034
2024-01-20,0.0
2024-01-21,0.0
2024-01-22,0.3381234150464919
2024-01-23,0.3381234150464919
2024-01-24,0.3381234150464919
2024-01-25,0.3381234150464919
2024-01-26,0.3381234150464919
2024-01-27,0.0
2024-01-28,0.3381234150464919
2024-01-29,0.3381234150464919
2024-01-30,0.0
2024-01-31,0.3381234150464919
2024-02-01,0.3381234150464919
2024-02-02,0.3381234150464919
2024-02-03,0.3381234150464919
2024-02-04,0.3381234150464919
2024-02-05,0.3381234150464919
2024-02-06,0.3381234150464919
2024-02-07,0.3381234150464919
2024-02-08,0.3381234150464919
2024-02-09,0.3381234150464919
2024-02-10,0.3381234150464919
2024-02-11,0.3381234150464919
2024-02-12,0.0
2024-02-13,0.3381234150464919
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.3381234150464919
2024-02-17,0.3381234150464919
2024-02-18,0.3381234150464919
2024-02-19,0.3381234150464919
2024-02-20,0.3381234150464919
2024-02-21,0.3381234150464919
2024-02-22,0.6762468300929838
2024-02-23,0.6762468300929838
2024-02-24,0.3381234150464919
2024-02-25,0.3381234150464919
2024-02-26,0.3381234150464919
2024-02-27,0.3381234150464919
2024-02-28,0.3381234150464919
2024-02-29,0.3381234150464919
2024-03-01,0.3381234150464919
2024-03-02,0.6762468300929838
2024-03-03,0.3381234150464919
2024-03-04,0.6762468300929838
2024-03-05,0.3381234150464919
2024-03-06,0.3381234150464919
2024-03-07,0.3381234150464919
2024-03-08,0.3381234150464919
2024-03-09,0.3381234150464919
2024-03-10,0.3381234150464919
2024-03-11,0.3381234150464919
2024-03-12,0.3381234150464919
2024-03-13,0.3381234150464919
2024-03-14,0.3381234150464919
2024-03-15,0.3381234150464919
2024-03-16,0.3381234150464919
2024-03-17,0.6762468300929838
2024-03-18,0.3381234150464919
2024-03-19,1.0143702451394758
2024-03-20,1.6906170752324594
2024-03-21,1.0143702451394758
2024-03-22,0.6762468300929838
2024-03-23,0.3381234150464919
2024-03-24,0.6762468300929838
2024-03-25,0.3381234150464919
2024-03-26,0.6762468300929838
2024-03-27,1.0143702451394758
2024-03-28,2.0287404902789516
2024-03-29,1.3524936601859676
2024-03-30,2.0287404902789516
2024-03-31,2.3668639053254434
2024-04-01,2.0287404902789516
2024-04-02,1.6906170752324594
2024-04-03,1.3524936601859676
2024-04-04,1.3524936601859676
2024-04-05,1.3524936601859676
2024-04-06,1.0143702451394758
2024-04-07,1.3524936601859676
2024-04-08,0.6762468300929838
2024-04-09,0.6762468300929838
2024-04-10,1.0143702451394758
2024-04-11,0.6762468300929838
2024-04-12,0.3381234150464919
2024-04-13,1.3524936601859676
2024-04-14,2.3668639053254434
2024-04-15,1.6906170752324594
2024-04-16,1.0143702451394758
2024-04-17,1.3524936601859676
2024-04-18,0.6762468300929838
2024-04-19,0.3381234150464919
2024-04-20,1.6906170752324594
2024-04-21,1.3524936601859676
2024-04-22,0.6762468300929838
2024-04-23,0.6762468300929838
2024-04-24,1.0143702451394758
2024-04-25,1.3524936601859676
2024-04-26,1.0143702451394758
2024-04-27,1.6906170752324594
2024-04-28,1.6906170752324594
2024-04-29,0.6762468300929838
2024-04-30,0.6762468300929838
2024-05-01,0.6762468300929838
2024-05-02,1.0143702451394758
2024-05-03,0.6762468300929838
2024-05-04,1.6906170752324594
2024-05-05,1.6906170752324594
2024-05-06,0.6762468300929838
2024-05-07,1.0143702451394758
2024-05-08,1.0143702451394758
2024-05-09,1.0143702451394758
2024-05-10,0.3381234150464919
2024-05-11,0.6762468300929838
2024-05-12,1.3524936601859676
2024-05-13,0.3381234150464919
2024-05-14,1.0143702451394758
2024-05-15,0.6762468300929838
2024-05-16,0.6762468300929838
2024-05-17,0.6762468300929838
2024-05-18,1.0143702451394758
2024-05-19,1.3524936601859676
2024-05-20,0.6762468300929838
2024-05-21,2.0287404902789516
2024-05-22,1.0143702451394758
2024-05-23,0.6762468300929838
2024-05-24,0.6762468300929838
2024-05-25,1.0143702451394758
2024-05-26,1.0143702451394758
2024-05-27,0.6762468300929838
2024-05-28,1.0143702451394758
2024-05-29,1.0143702451394758
2024-05-30,0.3381234150464919
2024-05-31,0.6762468300929838
2024-06-01,1.3524936601859676
2024-06-02,1.6906170752324594
2024-06-03,0.6762468300929838
2024-06-04,0.6762468300929838
2024-06-05,0.6762468300929838
2024-06-06,1.0143702451394758
2024-06-07,1.3524936601859676
2024-06-08,2.0287404902789516
2024-06-09,2.7049873203719352
2024-06-10,1.3524936601859676
2024-06-11,0.6762468300929838
2024-06-12,1.3524936601859676
2024-06-13,0.6762468300929838
2024-06-14,1.0143702451394758
2024-06-15,1.0143702451394758
2024-06-16,1.3524936601859676
2024-06-17,0.6762468300929838
2024-06-18,1.3524936601859676
2024-06-19,1.0143702451394758
2024-06-20,1.0143702451394758
2024-06-21,0.6762468300929838
2024-06-22,1.3524936601859676
2024-06-23,1.3524936601859676
2024-06-24,0.6762468300929838
2024-06-25,1.0143702451394758
2024-06-26,1.3524936601859676
2024-06-27,0.3381234150464919
2024-06-28,0.6762468300929838
2024-06-29,1.3524936601859676
2024-06-30,1.6906170752324594
2024-07-01,0.6762468300929838
2024-07-02,0.6762468300929838
2024-07-03,1.3524936601859676
2024-07-04,1.6906170752324594
2024-07-05,1.3524936601859676
2024-07-06,2.3668639053254434
2024-07-07,1.6906170752324594
2024-07-08,0.6762468300929838
2024-07-09,1.0143702451394758
2024-07-10,1.3524936601859676
2024-07-11,1.3524936601859676
2024-07-12,1.0143702451394758
2024-07-13,1.3524936601859676
2024-07-14,0.6762468300929838
2024-07-15,0.3381234150464919
2024-07-16,1.0143702451394758
2024-07-17,1.3524936601859676
2024-07-18,0.6762468300929838
2024-07-19,0.6762468300929838
2024-07-20,2.3668639053254434
2024-07-21,3.043110735418427
2024-07-22,1.3524936601859676
2024-07-23,1.0143702451394758
2024-07-24,1.0143702451394758
2024-07-25,2.0287404902789516
2024-07-26,2.7049873203719352
2024-07-27,12.172442941673708
2024-07-28,12.848689771766692
2024-07-29,6.762468300929838
2024-07-30,4.057480980557903
2024-07-31,4.395604395604395
2024-08-01,3.381234150464919
2024-08-02,7.10059171597633
2024-08-03,4.733727810650887
2024-08-04,4.057480980557903
2024-08-05,4.395604395604395
2024-08-06,33.81234150464919
2024-08-07,8.453085376162297
2024-08-08,4.733727810650887
2024-08-09,2.0287404902789516
2024-08-10,2.7049873203719352
2024-08-11,2.0287404902789516
2024-08-12,1.3524936601859676
2024-08-13,1.3524936601859676
2024-08-14,1.3524936601859676
2024-08-15,1.6906170752324594
2024-08-16,1.0143702451394758
2024-08-17,1.6906170752324594
2024-08-18,3.3812341504649193
2024-08-19,1.3524936601859676
2024-08-20,1.1834319526627217
2024-08-21,1.1834319526627217
2024-08-22,1.0143702451394758
2024-08-23,0.8453085376162298
2024-08-24,1.0143702451394758
2024-08-25,1.3524936601859676
2024-08-26,0.8453085376162298
2024-08-27,1.0143702451394758
2024-08-28,2.1978021978021975
