Time,freddie_freeman
2024-08-29,2.1978021978021975
2024-08-30,1.3524936601859676
2024-08-31,1.3524936601859676
2024-09-01,1.3524936601859676
2024-09-02,1.1834319526627217
2024-09-03,1.0143702451394758
2024-09-04,1.0143702451394758
2024-09-05,0.8453085376162298
2024-09-06,0.16906170752324595
2024-09-07,0.8453085376162298
2024-09-08,0.8453085376162298
2024-09-09,0.16906170752324595
2024-09-10,1.0143702451394758
2024-09-11,1.0143702451394758
2024-09-12,0.8453085376162298
2024-09-13,0.8453085376162298
2024-09-14,2.0287404902789516
2024-09-15,1.0143702451394758
2024-09-16,1.0143702451394758
2024-09-17,1.0143702451394758
2024-09-18,1.0143702451394758
2024-09-19,1.0143702451394758
2024-09-20,1.0143702451394758
2024-09-21,1.0143702451394758
2024-09-22,1.0143702451394758
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,1.0143702451394758
2024-09-26,1.0143702451394758
2024-09-27,5.07185122569738
2024-09-28,2.0287404902789516
2024-09-29,1.0143702451394758
2024-09-30,1.0143702451394758
2024-10-01,1.0143702451394758
2024-10-02,1.0143702451394758
2024-10-03,1.0143702451394758
2024-10-04,1.0143702451394758
2024-10-05,2.0287404902789516
2024-10-06,3.0431107354184275
2024-10-07,3.0431107354184275
2024-10-08,1.0143702451394758
2024-10-09,3.0431107354184275
2024-10-10,3.0431107354184275
2024-10-11,2.0287404902789516
2024-10-12,4.057480980557903
2024-10-13,1.0143702451394758
2024-10-14,5.07185122569738
2024-10-15,0.0
2024-10-16,1.0143702451394758
2024-10-17,2.0287404902789516
2024-10-18,3.0431107354184275
2024-10-19,1.0143702451394758
2024-10-20,1.0143702451394758
2024-10-21,4.057480980557903
2024-10-22,1.0143702451394758
2024-10-23,1.0143702451394758
2024-10-24,1.0143702451394758
2024-10-25,2.0287404902789516
2024-10-26,101.43702451394758
2024-10-27,32.459847844463226
2024-10-28,8.114961961115807
2024-10-29,43.61792054099746
2024-10-30,51.73288250211327
2024-10-31,61.87658495350802
2024-11-01,15.215553677092137
2024-11-02,9.129332206255283
2024-11-03,5.07185122569738
2024-11-04,3.0431107354184275
2024-11-05,3.0431107354184275
2024-11-06,1.0143702451394758
2024-11-07,2.0287404902789516
2024-11-08,2.0287404902789516
2024-11-09,3.0431107354184275
2024-11-10,2.0287404902789516
2024-11-11,1.0143702451394758
2024-11-12,1.0143702451394758
2024-11-13,1.0143702451394758
2024-11-14,1.0143702451394758
2024-11-15,1.0143702451394758
2024-11-16,1.0143702451394758
2024-11-17,1.0143702451394758
2024-11-18,1.0143702451394758
2024-11-19,1.0143702451394758
2024-11-20,1.0143702451394758
2024-11-21,1.0143702451394758
2024-11-22,1.0143702451394758
2024-11-23,1.0143702451394758
2024-11-24,1.0143702451394758
2024-11-25,1.0143702451394758
2024-11-26,1.0143702451394758
2024-11-27,1.0143702451394758
2024-11-28,1.0143702451394758
2024-11-29,1.0143702451394758
2024-11-30,1.0143702451394758
2024-12-01,1.0143702451394758
2024-12-02,1.0143702451394758
2024-12-03,1.0143702451394758
2024-12-04,1.0143702451394758
2024-12-05,1.0143702451394758
2024-12-06,1.0143702451394758
2024-12-07,1.0143702451394758
2024-12-08,1.0143702451394758
2024-12-09,1.0143702451394758
2024-12-10,1.0143702451394758
2024-12-11,1.0143702451394758
2024-12-12,1.0143702451394758
2024-12-13,1.0143702451394758
2024-12-14,1.0143702451394758
2024-12-15,1.0143702451394758
2024-12-16,1.0143702451394758
2024-12-17,1.0143702451394758
2024-12-18,1.0143702451394758
2024-12-19,1.0143702451394758
2024-12-20,1.0143702451394758
2024-12-21,1.0143702451394758
2024-12-22,1.0143702451394758
2024-12-23,0.0
2024-12-24,1.0143702451394758
2024-12-25,1.0143702451394758
2024-12-26,1.0143702451394758
2024-12-27,0.0
2024-12-28,1.0143702451394758
2024-12-29,1.0143702451394758
2024-12-30,0.0
2024-12-31,1.0143702451394758
2025-01-01,1.0143702451394758
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,1.0143702451394758
2025-01-12,1.0143702451394758
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,1.0143702451394758
2025-01-18,0.0
2025-01-19,1.0143702451394758
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,1.0143702451394758
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,1.0143702451394758
2025-02-20,0.0
2025-02-21,1.0143702451394758
2025-02-22,0.0
2025-02-23,1.0143702451394758
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,1.0143702451394758
2025-03-01,1.0143702451394758
2025-03-02,1.0143702451394758
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,1.0143702451394758
2025-03-07,1.0143702451394758
2025-03-08,1.0143702451394758
2025-03-09,0.0
2025-03-10,1.0143702451394758
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,1.0143702451394758
2025-03-16,1.0143702451394758
2025-03-17,0.0
2025-03-18,3.0431107354184275
2025-03-19,1.0143702451394758
2025-03-20,1.0143702451394758
2025-03-21,1.0143702451394758
2025-03-22,1.0143702451394758
2025-03-23,1.0143702451394758
2025-03-24,1.0143702451394758
2025-03-25,1.0143702451394758
2025-03-26,1.0143702451394758
2025-03-27,2.0287404902789516
2025-03-28,2.0287404902789516
2025-03-29,3.0431107354184275
2025-03-30,2.0287404902789516
2025-03-31,1.0143702451394758
2025-04-01,4.057480980557903
2025-04-02,2.0287404902789516
2025-04-03,2.0287404902789516
2025-04-04,2.0287404902789516
2025-04-05,2.0287404902789516
2025-04-06,2.0287404902789516
2025-04-07,2.0287404902789516
2025-04-08,2.0287404902789516
2025-04-09,1.0143702451394758
2025-04-10,1.0143702451394758
2025-04-11,1.0143702451394758
2025-04-12,3.0431107354184275
2025-04-13,2.0287404902789516
2025-04-14,1.0143702451394758
2025-04-15,1.2874699265231808
2025-04-16,1.1314129657324923
2025-04-17,1.7946550490929187
2025-04-18,0.9753560049418037
2025-04-19,1.1314129657324923
2025-04-20,1.1314129657324923
2025-04-21,0.9753560049418037
2025-04-22,0.1560569607906886
2025-04-23,0.9753560049418037
2025-04-24,0.8192990441511151
2025-04-25,0.3121139215813772
2025-04-26,1.1314129657324923
2025-04-27,1.1314129657324923
2025-04-28,0.9753560049418037
2025-04-29,0.9753560049418037
2025-04-30,1.1314129657324923
2025-05-01,0.9753560049418037
2025-05-02,0.9753560049418037
2025-05-03,1.1314129657324923
2025-05-04,2.2628259314649846
2025-05-05,1.2874699265231808
2025-05-06,2.1067689706742962
2025-05-07,1.9507120098836075
2025-05-08,1.7946550490929187
2025-05-09,1.1314129657324923
2025-05-10,1.9507120098836075
2025-05-11,2.2628259314649846
2025-05-12,2.1067689706742962
2025-05-13,0.9753560049418037
2025-05-14,1.1314129657324923
2025-05-15,1.5605696079068858
2025-05-16,1.872683529488263
2025-05-17,1.5605696079068858
2025-05-18,2.4969113726510175
2025-05-19,1.2484556863255087
2025-05-20,1.5605696079068858
2025-05-21,1.872683529488263
2025-05-22,1.5605696079068858
2025-05-23,0.9363417647441316
2025-05-24,1.5605696079068858
2025-05-25,1.5605696079068858
2025-05-26,1.872683529488263
2025-05-27,1.5605696079068858
2025-05-28,1.2484556863255087
2025-05-29,0.9363417647441316
2025-05-30,1.2484556863255087
2025-05-31,4.057480980557903
2025-06-01,3.1211392158137716
2025-06-02,2.1847974510696404
2025-06-03,1.872683529488263
2025-06-04,2.8090252942323946
2025-06-05,1.872683529488263
2025-06-06,1.2484556863255087
2025-06-07,1.5605696079068858
2025-06-08,1.5605696079068858
2025-06-09,0.9363417647441316
2025-06-10,1.5605696079068858
2025-06-11,1.5605696079068858
2025-06-12,0.9363417647441316
2025-06-13,0.9363417647441316
2025-06-14,1.2484556863255087
2025-06-15,1.872683529488263
2025-06-16,1.5605696079068858
2025-06-17,1.5605696079068858
2025-06-18,1.2484556863255087
2025-06-19,1.2484556863255087
2025-06-20,1.2484556863255087
2025-06-21,1.5605696079068858
2025-06-22,1.5605696079068858
2025-06-23,0.9363417647441316
2025-06-24,0.9363417647441316
2025-06-25,1.2484556863255087
2025-06-26,1.5605696079068858
2025-06-27,0.9363417647441316
2025-06-28,2.1847974510696404
2025-06-29,1.5605696079068858
2025-06-30,0.9363417647441316
2025-07-01,0.6242278431627544
2025-07-02,1.2484556863255087
2025-07-03,2.1847974510696404
2025-07-04,1.872683529488263
2025-07-05,1.2484556863255087
2025-07-06,1.872683529488263
2025-07-07,0.9363417647441316
2025-07-08,1.2484556863255087
2025-07-09,1.2484556863255087
2025-07-10,0.6242278431627544
2025-07-11,0.6242278431627544
2025-07-12,1.5605696079068858
2025-07-13,1.5605696079068858
2025-07-14,0.9363417647441316
2025-07-15,2.1847974510696404
2025-07-16,5.3059366668834125
2025-07-17,2.1847974510696404
2025-07-18,3.1211392158137716
2025-07-19,2.1847974510696404
2025-07-20,3.1211392158137716
2025-07-21,3.433253137395149
2025-07-22,1.872683529488263
2025-07-23,1.5605696079068858
2025-07-24,1.2484556863255087
2025-07-25,1.2484556863255087
2025-07-26,1.872683529488263
2025-07-27,1.5605696079068858
2025-07-28,0.9363417647441316
2025-07-29,0.9363417647441316
2025-07-30,0.9363417647441316
2025-07-31,1.2484556863255087
2025-08-01,0.9363417647441316
2025-08-02,1.872683529488263
2025-08-03,1.2484556863255087
2025-08-04,0.9363417647441316
2025-08-05,1.5605696079068858
2025-08-06,1.872683529488263
2025-08-07,0.6242278431627544
2025-08-08,0.6242278431627544
2025-08-09,0.9363417647441316
2025-08-10,1.5605696079068858
2025-08-11,0.9363417647441316
2025-08-12,1.2484556863255087
2025-08-13,0.9363417647441316
2025-08-14,1.2484556863255087
2025-08-15,0.6242278431627544
2025-08-16,0.9363417647441316
2025-08-17,1.872683529488263
2025-08-18,0.6242278431627544
2025-08-19,0.9363417647441316
2025-08-20,0.9363417647441316
2025-08-21,1.2484556863255087
2025-08-22,0.9363417647441316
2025-08-23,1.2484556863255087
2025-08-24,1.5605696079068858
2025-08-25,0.9363417647441316
2025-08-26,0.9363417647441316
2025-08-27,0.9363417647441316
2025-08-28,1.2484556863255087
2025-08-29,0.6242278431627544
2025-08-30,0.9363417647441316
2025-08-31,1.2484556863255087
2025-09-01,0.6242278431627544
2025-09-02,0.6242278431627544
2025-09-03,0.9363417647441316
2025-09-04,0.6242278431627544
2025-09-05,0.6242278431627544
2025-09-06,0.9363417647441316
2025-09-07,0.9363417647441316
2025-09-08,0.3121139215813772
2025-09-09,0.6242278431627544
2025-09-10,0.9363417647441316
2025-09-11,0.9363417647441316
2025-09-12,0.6242278431627544
2025-09-13,0.9363417647441316
2025-09-14,1.2484556863255087
2025-09-15,0.6242278431627544
2025-09-16,0.9363417647441316
2025-09-17,0.9363417647441316
2025-09-18,1.872683529488263
2025-09-19,0.9363417647441316
2025-09-20,1.2484556863255087
2025-09-21,1.2484556863255087
2025-09-22,0.6242278431627544
2025-09-23,0.6242278431627544
2025-09-24,0.6242278431627544
2025-09-25,1.872683529488263
2025-09-26,1.2484556863255087
2025-09-27,0.9363417647441316
2025-09-28,1.5605696079068858
2025-09-29,1.2484556863255087
2025-09-30,1.2484556863255087
2025-10-01,4.057480980557903
2025-10-02,3.433253137395149
2025-10-03,0.6242278431627544
2025-10-04,1.2484556863255087
2025-10-05,1.2484556863255087
2025-10-06,1.2484556863255087
2025-10-07,1.872683529488263
2025-10-08,1.2484556863255087
2025-10-09,2.4969113726510175
2025-10-10,1.872683529488263
2025-10-11,0.9363417647441316
2025-10-12,0.6242278431627544
2025-10-13,0.9363417647441316
2025-10-14,5.3059366668834125
2025-10-15,2.8090252942323946
2025-10-16,1.5605696079068858
2025-10-17,2.4969113726510175
2025-10-18,4.993822745302035
2025-10-19,1.2484556863255087
2025-10-20,0.9363417647441316
2025-10-21,1.5605696079068858
2025-10-22,1.2484556863255087
2025-10-23,1.5605696079068858
2025-10-24,2.8090252942323946
2025-10-25,11.548215098510957
2025-10-26,5.618050588464789
2025-10-27,1.2484556863255087
2025-10-28,31.21139215813772
2025-10-29,9.98764549060407
2025-10-30,7.178620196371675
2025-10-31,2.1847974510696404
2025-11-01,6.866506274790298
2025-11-02,29.96293647181221
2025-11-03,4.681708823720657
2025-11-04,2.8090252942323946
2025-11-05,2.8090252942323946
2025-11-06,1.872683529488263
2025-11-07,1.5605696079068858
2025-11-08,1.872683529488263
2025-11-09,0.9363417647441316
2025-11-10,0.9363417647441316
2025-11-11,0.9363417647441316
2025-11-12,0.6242278431627544
2025-11-13,0.9363417647441316
2025-11-14,2.4969113726510175
2025-11-15,1.2484556863255087
2025-11-16,0.9363417647441316
2025-11-17,0.6242278431627544
2025-11-18,0.3121139215813772
2025-11-19,0.6242278431627544
2025-11-20,0.6242278431627544
2025-11-21,0.6242278431627544
2025-11-22,0.6242278431627544
2025-11-23,0.6242278431627544
2025-11-24,0.6242278431627544
2025-11-25,0.6242278431627544
2025-11-26,0.3121139215813772
2025-11-27,0.6242278431627544
2025-11-28,0.6242278431627544
2025-11-29,0.6242278431627544
2025-11-30,0.3121139215813772
2025-12-01,0.3121139215813772
2025-12-02,0.3121139215813772
2025-12-03,0.3121139215813772
2025-12-04,0.3121139215813772
2025-12-05,0.6242278431627544
2025-12-06,1.2484556863255087
2025-12-07,0.9363417647441316
2025-12-08,0.6242278431627544
2025-12-09,0.6242278431627544
2025-12-10,0.6242278431627544
2025-12-11,0.6242278431627544
2025-12-12,0.6609471280546811
2025-12-13,0.5875085582708277
2025-12-14,0.3580130276962856
2025-12-15,0.3580130276962856
2025-12-16,0.33965338525032224
2025-12-17,0.39473231258821234
2025-12-18,0.3029341003583955
2025-12-19,0.32129374280435885
2025-12-20,0.5875085582708277
2025-12-21,0.39473231258821234
2025-12-22,0.32129374280435885
2025-12-23,0.33965338525032224
2025-12-24,0.5875085582708277
2025-12-25,0.6242278431627544
2025-12-26,0.5507892733789009
2025-12-27,0.5691489158248644
2025-12-28,0.37637267014224896
2025-12-29,0.33965338525032224
2025-12-30,0.3580130276962856
2025-12-31,0.32129374280435885
2026-01-01,0.32129374280435885
2026-01-02,0.3029341003583955
2026-01-03,0.5507892733789009
2026-01-04,0.3029341003583955
2026-01-05,0.2845744579124322
2026-01-06,0.2845744579124322
2026-01-07,0.3580130276962856
2026-01-08,0.3029341003583955
2026-01-09,0.3029341003583955
2026-01-10,0.40391213381119406
2026-01-11,1.1015785467578019
2026-01-12,0.5140699884869743
2026-01-13,0.33047356402734057
2026-01-14,0.4406314187031208
2026-01-15,0.33047356402734057
2026-01-16,1.1382978316497288
2026-01-17,0.5875085582708277
2026-01-18,0.5875085582708277
2026-01-19,0.5507892733789009
2026-01-20,0.40391213381119406
2026-01-21,0.4406314187031208
2026-01-22,0.5507892733789009
2026-01-23,0.4406314187031208
2026-01-24,0.4406314187031208
2026-01-25,0.3671928489192673
2026-01-26,0.40391213381119406
2026-01-27,0.40391213381119406
2026-01-28,0.4406314187031208
2026-01-29,0.5507892733789009
2026-01-30,0.4406314187031208
2026-01-31,0.8812628374062416
2026-02-01,0.8078242676223881
2026-02-02,0.6242278431627545
2026-02-03,0.4773507035950475
2026-02-04,0.5507892733789009
2026-02-05,0.3671928489192673
2026-02-06,0.6242278431627545
2026-02-07,0.40391213381119406
2026-02-08,0.4406314187031208
2026-02-09,0.40391213381119406
2026-02-10,0.4773507035950475
2026-02-11,0.4406314187031208
2026-02-12,0.29375427913541385
2026-02-13,0.5140699884869743
2026-02-14,0.4773507035950475
2026-02-15,0.40391213381119406
2026-02-16,0.40391213381119406
2026-02-17,0.33047356402734057
2026-02-18,0.29375427913541385
2026-02-19,0.5875085582708277
2026-02-20,1.1382978316497288
2026-02-21,0.6242278431627545
2026-02-22,0.5507892733789009
2026-02-23,1.0648592618658752
2026-02-24,0.8445435525143148
2026-02-25,0.4406314187031208
2026-02-26,0.5507892733789009
2026-02-27,0.5140699884869743
2026-02-28,0.5507892733789009
2026-03-01,0.4406314187031208
2026-03-02,0.4406314187031208
2026-03-03,0.6242278431627545
2026-03-04,0.4773507035950475
2026-03-05,0.5140699884869743
2026-03-06,0.5140699884869743
2026-03-07,1.0648592618658752
2026-03-08,0.7343856978385346
2026-03-09,0.5140699884869743
2026-03-10,0.7711049827304614
2026-03-11,0.5875085582708277
2026-03-12,0.5875085582708277
2026-03-13,0.6242278431627545
2026-03-14,1.248455686325509
2026-03-15,0.7711049827304614
2026-03-16,1.3218942561093623
2026-03-17,0.5140699884869743
2026-03-18,0.9179821222981683
2026-03-19,0.3671928489192673
2026-03-20,0.5140699884869743
2026-03-21,0.5507892733789009
2026-03-22,0.5507892733789009
2026-03-23,0.7711049827304614
2026-03-24,0.5507892733789009
2026-03-25,0.6242278431627545
2026-03-26,0.8812628374062416
2026-03-27,2.166437808623677
2026-03-28,1.652367820136703
2026-03-29,2.166437808623677
2026-03-30,0.954701407190095
2026-03-31,1.4320521107851425
2026-04-01,1.2851749712174356
2026-04-02,1.3953328258932158
2026-04-03,1.2851749712174356
2026-04-04,1.90940281438019
2026-04-05,1.6890871050286296
2026-04-06,1.3218942561093623
2026-04-07,2.166437808623677
2026-04-08,1.248455686325509
2026-04-09,0.6976664129466079
2026-04-10,0.8812628374062416
2026-04-11,1.5789292503528494
2026-04-12,1.7258063899205565
2026-04-13,0.7711049827304614
2026-04-14,1.4687713956770692
2026-04-15,0.9179821222981683
2026-04-16,1.211736401433582
2026-04-17,0.7343856978385346
2026-04-18,1.6156485352447763
2026-04-19,3.6719284891926733
2026-04-20,3.304735640273406
2026-04-21,3.2312970704895525
2026-04-22,2.2765956632994575
2026-04-23,1.7258063899205565
2026-04-24,0.9914206920820218
2026-04-25,1.652367820136703
2026-04-26,1.7258063899205565
2026-04-27,0.8812628374062416
2026-04-28,1.1382978316497288
2026-04-29,1.0648592618658752
2026-04-30,1.0648592618658752
2026-05-01,0.6976664129466079
2026-05-02,1.1382978316497288
2026-05-03,1.3586135410012892
2026-05-04,0.7343856978385346
2026-05-05,1.248455686325509
2026-05-06,1.3586135410012892
2026-05-07,0.6609471280546811
2026-05-08,0.5140699884869743
2026-05-09,2.1297185237317504
2026-05-10,2.350034233083311
2026-05-11,0.6242278431627545
2026-05-12,1.0648592618658752
2026-05-13,0.8812628374062416
2026-05-14,1.0648592618658752
2026-05-15,0.9914206920820218
2026-05-16,0.954701407190095
2026-05-17,1.4687713956770692
2026-05-18,0.8078242676223881
2026-05-19,0.7343856978385346
2026-05-20,3.3414549251653325
2026-05-21,1.9828413841640435
2026-05-22,0.8812628374062416
2026-05-23,1.0281399769739485
2026-05-24,1.652367820136703
2026-05-25,0.8078242676223881
2026-05-26,1.7258063899205565
2026-05-27,3.451612779841113
2026-05-28,2.056279953947897
2026-05-29,0.8078242676223881
2026-05-30,2.0195606690559704
2026-05-31,2.166437808623677
