Time,breaking_news
2024-09-27,44.76721936602626
2024-09-28,38.75371228700781
2024-09-29,34.0765401144379
2024-09-30,38.08554483378353
2024-10-01,50.112558991820435
2024-10-02,44.76721936602626
2024-10-03,42.09454955312917
2024-10-04,39.42187974023208
2024-10-05,34.74470756766217
2024-10-06,35.412875020886446
2024-10-07,38.08554483378353
2024-10-08,39.42187974023208
2024-10-09,39.42187974023208
2024-10-10,42.09454955312917
2024-10-11,35.412875020886446
2024-10-12,34.0765401144379
2024-10-13,32.07203775476508
2024-10-14,34.74470756766217
2024-10-15,36.08104247411072
2024-10-16,34.74470756766217
2024-10-17,37.41737738055926
2024-10-18,34.0765401144379
2024-10-19,31.40387030154081
2024-10-20,33.408372661213626
2024-10-21,35.412875020886446
2024-10-22,35.412875020886446
2024-10-23,36.74920992733499
2024-10-24,35.412875020886446
2024-10-25,36.08104247411072
2024-10-26,34.0765401144379
2024-10-27,33.408372661213626
2024-10-28,36.74920992733499
2024-10-29,34.74470756766217
2024-10-30,33.408372661213626
2024-10-31,36.74920992733499
2024-11-01,36.74920992733499
2024-11-02,33.408372661213626
2024-11-03,34.74470756766217
2024-11-04,38.08554483378353
2024-11-05,49.444391538596165
2024-11-06,52.785228804717526
2024-11-07,39.42187974023208
2024-11-08,36.74920992733499
2024-11-09,34.0765401144379
2024-11-10,33.408372661213626
2024-11-11,34.0765401144379
2024-11-12,36.08104247411072
2024-11-13,36.08104247411072
2024-11-14,33.408372661213626
2024-11-15,32.07203775476508
2024-11-16,28.73120048864372
2024-11-17,29.39936794186799
2024-11-18,33.408372661213626
2024-11-19,34.74470756766217
2024-11-20,36.74920992733499
2024-11-21,36.74920992733499
2024-11-22,33.408372661213626
2024-11-23,28.063033035419444
2024-11-24,27.394865582195173
2024-11-25,30.067535395092264
2024-11-26,30.735702848316535
2024-11-27,30.735702848316535
2024-11-28,27.394865582195173
2024-11-29,28.73120048864372
2024-11-30,25.390363222522357
2024-12-01,27.394865582195173
2024-12-02,28.063033035419444
2024-12-03,30.735702848316535
2024-12-04,34.0765401144379
2024-12-05,36.74920992733499
2024-12-06,32.740205207989355
2024-12-07,28.73120048864372
2024-12-08,34.74470756766217
2024-12-09,37.41737738055926
2024-12-10,34.74470756766217
2024-12-11,32.07203775476508
2024-12-12,32.740205207989355
2024-12-13,32.07203775476508
2024-12-14,29.39936794186799
2024-12-15,31.40387030154081
2024-12-16,39.42187974023208
2024-12-17,37.41737738055926
2024-12-18,34.0765401144379
2024-12-19,32.740205207989355
2024-12-20,37.41737738055926
2024-12-21,31.40387030154081
2024-12-22,31.40387030154081
2024-12-23,31.40387030154081
2024-12-24,32.07203775476508
2024-12-25,30.067535395092264
2024-12-26,33.408372661213626
2024-12-27,33.408372661213626
2024-12-28,28.73120048864372
2024-12-29,30.735702848316535
2024-12-30,32.740205207989355
2024-12-31,31.40387030154081
2025-01-01,47.43988917892335
2025-01-02,52.785228804717526
2025-01-03,38.75371228700781
2025-01-04,32.07203775476508
2025-01-05,32.07203775476508
2025-01-06,34.74470756766217
2025-01-07,34.0765401144379
2025-01-08,39.42187974023208
2025-01-09,40.09004719345635
2025-01-10,38.75371228700781
2025-01-11,34.0765401144379
2025-01-12,33.408372661213626
2025-01-13,34.74470756766217
2025-01-14,36.08104247411072
2025-01-15,35.412875020886446
2025-01-16,34.0765401144379
2025-01-17,32.740205207989355
2025-01-18,31.40387030154081
2025-01-19,30.067535395092264
2025-01-20,40.75821464668062
2025-01-21,41.4263820999049
2025-01-22,39.42187974023208
2025-01-23,37.41737738055926
2025-01-24,35.412875020886446
2025-01-25,34.0765401144379
2025-01-26,31.40387030154081
2025-01-27,37.41737738055926
2025-01-28,40.09004719345635
2025-01-29,40.75821464668062
2025-01-30,66.81674532242725
2025-01-31,42.09454955312917
2025-02-01,50.112558991820435
2025-02-02,42.09454955312917
2025-02-03,43.43088445957771
2025-02-04,38.75371228700781
2025-02-05,42.09454955312917
2025-02-06,40.09004719345635
2025-02-07,38.08554483378353
2025-02-08,34.0765401144379
2025-02-09,34.0765401144379
2025-02-10,36.08104247411072
2025-02-11,37.41737738055926
2025-02-12,36.08104247411072
2025-02-13,37.41737738055926
2025-02-14,35.412875020886446
2025-02-15,32.07203775476508
2025-02-16,33.408372661213626
2025-02-17,38.08554483378353
2025-02-18,36.74920992733499
2025-02-19,38.08554483378353
2025-02-20,38.08554483378353
2025-02-21,34.74470756766217
2025-02-22,32.740205207989355
2025-02-23,34.74470756766217
2025-02-24,36.08104247411072
2025-02-25,37.41737738055926
2025-02-26,36.74920992733499
2025-02-27,38.08554483378353
2025-02-28,42.09454955312917
2025-03-01,40.09004719345635
2025-03-02,34.74470756766217
2025-03-03,36.08104247411072
2025-03-04,39.42187974023208
2025-03-05,39.42187974023208
2025-03-06,36.08104247411072
2025-03-07,33.408372661213626
2025-03-08,31.40387030154081
2025-03-09,32.07203775476508
2025-03-10,36.74920992733499
2025-03-11,36.74920992733499
2025-03-12,36.74920992733499
2025-03-13,38.08554483378353
2025-03-14,38.08554483378353
2025-03-15,32.740205207989355
2025-03-16,34.74470756766217
2025-03-17,34.74470756766217
2025-03-18,35.412875020886446
2025-03-19,38.75371228700781
2025-03-20,34.0765401144379
2025-03-21,32.740205207989355
2025-03-22,28.063033035419444
2025-03-23,28.73120048864372
2025-03-24,30.735702848316535
2025-03-25,34.0765401144379
2025-03-26,33.408372661213626
2025-03-27,33.408372661213626
2025-03-28,33.408372661213626
2025-03-29,31.40387030154081
2025-03-30,32.740205207989355
2025-03-31,32.740205207989355
2025-04-01,33.408372661213626
2025-04-02,36.08104247411072
2025-04-03,35.412875020886446
2025-04-04,35.412875020886446
2025-04-05,31.40387030154081
2025-04-06,30.067535395092264
2025-04-07,36.08104247411072
2025-04-08,34.74470756766217
2025-04-09,40.09004719345635
2025-04-10,37.41737738055926
2025-04-11,37.41737738055926
2025-04-12,29.39936794186799
2025-04-13,29.39936794186799
2025-04-14,36.08104247411072
2025-04-15,36.730171399175966
2025-04-16,34.082724604476816
2025-04-17,38.387978523137676
2025-04-18,34.082724604476816
2025-04-19,30.11155441242809
2025-04-20,29.121914741690652
2025-04-21,38.05389479652554
2025-04-22,34.082724604476816
2025-04-23,33.09308493373938
2025-04-24,31.769361536389802
2025-04-25,31.435277809777666
2025-04-26,27.464107617728942
2025-04-27,30.11155441242809
2025-04-28,31.769361536389802
2025-04-29,34.082724604476816
2025-04-30,31.435277809777666
2025-05-01,33.09308493373938
2025-05-02,31.435277809777666
2025-05-03,27.464107617728942
2025-05-04,27.464107617728942
2025-05-05,31.769361536389802
2025-05-06,33.09308493373938
2025-05-07,35.40644800182639
2025-05-08,37.0642551257881
2025-05-09,31.435277809777666
2025-05-10,29.121914741690652
2025-05-11,28.787831015078517
2025-05-12,31.769361536389802
2025-05-13,31.435277809777666
2025-05-14,29.121914741690652
2025-05-15,31.466685318014527
2025-05-16,30.15557342976392
2025-05-17,30.15557342976392
2025-05-18,32.77779720626513
2025-05-19,35.40002098276634
2025-05-20,36.71113287101694
2025-05-21,31.466685318014527
2025-05-22,36.71113287101694
2025-05-23,31.466685318014527
2025-05-24,26.222237765012103
2025-05-25,27.53334965326271
2025-05-26,28.844461541513315
2025-05-27,34.088909094515735
2025-05-28,32.77779720626513
2025-05-29,34.088909094515735
2025-05-30,30.15557342976392
2025-05-31,26.222237765012103
2025-06-01,32.77779720626513
2025-06-02,34.088909094515735
2025-06-03,34.088909094515735
2025-06-04,31.466685318014527
2025-06-05,34.088909094515735
2025-06-06,34.088909094515735
2025-06-07,28.844461541513315
2025-06-08,35.40002098276634
2025-06-09,39.33335664751816
2025-06-10,38.02224475926755
2025-06-11,36.71113287101694
2025-06-12,40.64446853576876
2025-06-13,60.31114685952784
2025-06-14,57.68892308302663
2025-06-15,56.37781119477602
2025-06-16,45.88891608877118
2025-06-17,49.822251753523
2025-06-18,52.44447553002421
2025-06-19,49.822251753523
2025-06-20,44.577804200520575
2025-06-21,40.64446853576876
2025-06-22,131.1111888250605
2025-06-23,74.7333776302845
2025-06-24,59.00003497127724
2025-06-25,45.88891608877118
2025-06-26,41.95558042401937
2025-06-27,43.266692312269974
2025-06-28,38.02224475926755
2025-06-29,40.64446853576876
2025-06-30,47.20002797702179
2025-07-01,41.95558042401937
2025-07-02,43.266692312269974
2025-07-03,48.51113986527239
2025-07-04,45.88891608877118
2025-07-05,52.44447553002421
2025-07-06,44.577804200520575
2025-07-07,40.64446853576876
2025-07-08,38.02224475926755
2025-07-09,39.33335664751816
2025-07-10,38.02224475926755
2025-07-11,38.02224475926755
2025-07-12,35.40002098276634
2025-07-13,38.02224475926755
2025-07-14,39.33335664751816
2025-07-15,39.33335664751816
2025-07-16,39.33335664751816
2025-07-17,44.577804200520575
2025-07-18,41.95558042401937
2025-07-19,38.02224475926755
2025-07-20,39.33335664751816
2025-07-21,39.33335664751816
2025-07-22,38.02224475926755
2025-07-23,38.02224475926755
2025-07-24,40.64446853576876
2025-07-25,38.02224475926755
2025-07-26,36.71113287101694
2025-07-27,36.71113287101694
2025-07-28,39.33335664751816
2025-07-29,41.95558042401937
2025-07-30,48.51113986527239
2025-07-31,40.64446853576876
2025-08-01,41.95558042401937
2025-08-02,35.40002098276634
2025-08-03,35.40002098276634
2025-08-04,36.71113287101694
2025-08-05,38.02224475926755
2025-08-06,39.33335664751816
2025-08-07,38.02224475926755
2025-08-08,35.40002098276634
2025-08-09,32.77779720626513
2025-08-10,35.40002098276634
2025-08-11,38.02224475926755
2025-08-12,36.71113287101694
2025-08-13,38.02224475926755
2025-08-14,36.71113287101694
2025-08-15,38.02224475926755
2025-08-16,39.33335664751816
2025-08-17,41.95558042401937
2025-08-18,41.95558042401937
2025-08-19,40.64446853576876
2025-08-20,38.02224475926755
2025-08-21,36.71113287101694
2025-08-22,43.266692312269974
2025-08-23,36.71113287101694
2025-08-24,36.71113287101694
2025-08-25,36.71113287101694
2025-08-26,35.40002098276634
2025-08-27,45.88891608877118
2025-08-28,39.33335664751816
2025-08-29,34.088909094515735
2025-08-30,40.64446853576876
2025-08-31,39.33335664751816
2025-09-01,40.64446853576876
2025-09-02,40.64446853576876
2025-09-03,41.95558042401937
2025-09-04,36.71113287101694
2025-09-05,35.40002098276634
2025-09-06,34.088909094515735
2025-09-07,32.77779720626513
2025-09-08,36.71113287101694
2025-09-09,39.33335664751816
2025-09-10,60.31114685952784
2025-09-11,53.755587418274814
2025-09-12,53.755587418274814
2025-09-13,34.088909094515735
2025-09-14,30.15557342976392
2025-09-15,32.77779720626513
2025-09-16,34.088909094515735
2025-09-17,35.40002098276634
2025-09-18,34.088909094515735
2025-09-19,34.088909094515735
2025-09-20,30.15557342976392
2025-09-21,30.15557342976392
2025-09-22,36.71113287101694
2025-09-23,35.40002098276634
2025-09-24,36.71113287101694
2025-09-25,34.088909094515735
2025-09-26,35.40002098276634
2025-09-27,28.844461541513315
2025-09-28,35.40002098276634
2025-09-29,35.40002098276634
2025-09-30,38.02224475926755
2025-10-01,38.02224475926755
2025-10-02,35.40002098276634
2025-10-03,36.71113287101694
2025-10-04,28.844461541513315
2025-10-05,30.15557342976392
2025-10-06,31.466685318014527
2025-10-07,34.088909094515735
2025-10-08,32.77779720626513
2025-10-09,36.71113287101694
2025-10-10,35.40002098276634
2025-10-11,28.844461541513315
2025-10-12,31.466685318014527
2025-10-13,35.40002098276634
2025-10-14,32.77779720626513
2025-10-15,34.088909094515735
2025-10-16,31.466685318014527
2025-10-17,30.15557342976392
2025-10-18,30.15557342976392
2025-10-19,30.15557342976392
2025-10-20,32.77779720626513
2025-10-21,30.15557342976392
2025-10-22,31.466685318014527
2025-10-23,32.77779720626513
2025-10-24,31.466685318014527
2025-10-25,26.222237765012103
2025-10-26,27.53334965326271
2025-10-27,30.15557342976392
2025-10-28,32.77779720626513
2025-10-29,31.466685318014527
2025-10-30,31.466685318014527
2025-10-31,32.77779720626513
2025-11-01,32.77779720626513
2025-11-02,28.844461541513315
2025-11-03,32.77779720626513
2025-11-04,36.71113287101694
2025-11-05,39.33335664751816
2025-11-06,35.40002098276634
2025-11-07,35.40002098276634
2025-11-08,31.466685318014527
2025-11-09,28.844461541513315
2025-11-10,38.02224475926755
2025-11-11,31.466685318014527
2025-11-12,34.088909094515735
2025-11-13,35.40002098276634
2025-11-14,30.15557342976392
2025-11-15,28.844461541513315
2025-11-16,28.844461541513315
2025-11-17,30.15557342976392
2025-11-18,32.77779720626513
2025-11-19,32.77779720626513
2025-11-20,32.77779720626513
2025-11-21,32.77779720626513
2025-11-22,28.844461541513315
2025-11-23,28.844461541513315
2025-11-24,32.77779720626513
2025-11-25,31.466685318014527
2025-11-26,31.466685318014527
2025-11-27,28.844461541513315
2025-11-28,27.53334965326271
2025-11-29,27.53334965326271
2025-11-30,28.844461541513315
2025-12-01,28.844461541513315
2025-12-02,30.15557342976392
2025-12-03,30.15557342976392
2025-12-04,30.15557342976392
2025-12-05,27.53334965326271
2025-12-06,26.222237765012103
2025-12-07,26.222237765012103
2025-12-08,28.844461541513315
2025-12-09,28.844461541513315
2025-12-10,30.15557342976392
2025-12-11,28.680572555481987
2025-12-12,27.53334965326271
2025-12-13,29.172239513575967
2025-12-14,30.97501835992055
2025-12-15,35.40002098276634
2025-12-16,31.466685318014527
2025-12-17,32.6139082202338
2025-12-18,32.6139082202338
2025-12-19,35.40002098276634
2025-12-20,27.53334965326271
2025-12-21,25.23890384882415
2025-12-22,30.319462415795247
2025-12-23,29.172239513575967
2025-12-24,27.53334965326271
2025-12-25,26.38612675104343
2025-12-26,29.82779545770127
2025-12-27,27.53334965326271
2025-12-28,26.38612675104343
2025-12-29,29.172239513575967
2025-12-30,28.025016611356687
2025-12-31,30.319462415795247
2026-01-01,34.252798080547066
2026-01-02,27.53334965326271
2026-01-03,48.34725087924107
2026-01-04,32.6139082202338
2026-01-05,31.466685318014527
2026-01-06,32.6139082202338
2026-01-07,37.0389108430796
2026-01-08,38.186133745298875
2026-01-09,35.89168794086032
2026-01-10,30.483351401826575
2026-01-11,30.483351401826575
2026-01-12,35.40002098276634
2026-01-13,34.41668706657839
2026-01-14,35.40002098276634
2026-01-15,41.30002447989406
2026-01-16,32.45001923420248
2026-01-17,30.483351401826575
2026-01-18,28.516683569450663
2026-01-19,32.45001923420248
2026-01-20,33.43335315039043
2026-01-21,36.383354898954295
2026-01-22,33.43335315039043
2026-01-23,31.466685318014527
2026-01-24,36.383354898954295
2026-01-25,35.40002098276634
2026-01-26,33.43335315039043
2026-01-27,35.40002098276634
2026-01-28,31.466685318014527
2026-01-29,31.466685318014527
2026-01-30,35.40002098276634
2026-01-31,33.43335315039043
2026-02-01,32.45001923420248
2026-02-02,33.43335315039043
2026-02-03,36.383354898954295
2026-02-04,36.383354898954295
2026-02-05,40.31669056370611
2026-02-06,37.366688815142254
2026-02-07,40.31669056370611
2026-02-08,41.30002447989406
2026-02-09,42.28335839608202
2026-02-10,49.166695809397694
2026-02-11,58.016701055089285
2026-02-12,48.18336189320974
2026-02-13,48.18336189320974
2026-02-14,55.06669930652542
2026-02-15,47.20002797702179
2026-02-16,47.20002797702179
2026-02-17,42.28335839608202
2026-02-18,41.30002447989406
2026-02-19,49.166695809397694
2026-02-20,41.30002447989406
2026-02-21,39.33335664751816
2026-02-22,39.33335664751816
2026-02-23,44.250026228457926
2026-02-24,43.266692312269974
2026-02-25,41.30002447989406
2026-02-26,41.30002447989406
2026-02-27,42.28335839608202
2026-02-28,59.98336888746519
2026-03-01,49.166695809397694
2026-03-02,48.18336189320974
2026-03-03,46.21669406083384
2026-03-04,43.266692312269974
2026-03-05,46.21669406083384
2026-03-06,40.31669056370611
2026-03-07,39.33335664751816
2026-03-08,38.350022731330206
2026-03-09,44.250026228457926
2026-03-10,40.31669056370611
2026-03-11,40.31669056370611
2026-03-12,41.30002447989406
2026-03-13,41.30002447989406
2026-03-14,39.33335664751816
2026-03-15,36.383354898954295
2026-03-16,37.366688815142254
2026-03-17,38.350022731330206
2026-03-18,37.366688815142254
2026-03-19,38.350022731330206
2026-03-20,36.383354898954295
2026-03-21,36.383354898954295
2026-03-22,35.40002098276634
2026-03-23,39.33335664751816
2026-03-24,39.33335664751816
2026-03-25,72.76670979790859
2026-03-26,51.133363641773606
2026-03-27,78.66671329503632
2026-03-28,90.46672028929177
2026-03-29,95.38338987023154
2026-03-30,98.33339161879539
2026-03-31,46.21669406083384
2026-04-01,34.41668706657839
2026-04-02,36.383354898954295
2026-04-03,35.40002098276634
2026-04-04,36.383354898954295
2026-04-05,37.366688815142254
2026-04-06,37.366688815142254
2026-04-07,55.06669930652542
2026-04-08,44.250026228457926
2026-04-09,40.31669056370611
2026-04-10,34.41668706657839
2026-04-11,31.466685318014527
2026-04-12,36.383354898954295
2026-04-13,34.41668706657839
2026-04-14,34.41668706657839
2026-04-15,33.43335315039043
2026-04-16,33.43335315039043
2026-04-17,36.383354898954295
2026-04-18,31.466685318014527
2026-04-19,32.45001923420248
2026-04-20,33.43335315039043
2026-04-21,34.41668706657839
2026-04-22,31.466685318014527
2026-04-23,32.45001923420248
2026-04-24,29.50001748563862
2026-04-25,28.516683569450663
2026-04-26,57.033367138901326
2026-04-27,31.466685318014527
2026-04-28,31.466685318014527
2026-04-29,29.50001748563862
2026-04-30,30.483351401826575
2026-05-01,29.50001748563862
2026-05-02,26.55001573707476
2026-05-03,28.516683569450663
2026-05-04,30.483351401826575
2026-05-05,35.40002098276634
2026-05-06,35.40002098276634
2026-05-07,33.43335315039043
2026-05-08,33.43335315039043
2026-05-09,33.43335315039043
2026-05-10,30.483351401826575
2026-05-11,33.43335315039043
2026-05-12,34.41668706657839
2026-05-13,33.43335315039043
2026-05-14,33.43335315039043
2026-05-15,30.483351401826575
2026-05-16,25.566681820886803
2026-05-17,26.55001573707476
2026-05-18,29.50001748563862
2026-05-19,29.50001748563862
2026-05-20,29.50001748563862
2026-05-21,29.50001748563862
2026-05-22,30.483351401826575
2026-05-23,37.366688815142254
2026-05-24,36.383354898954295
2026-05-25,30.483351401826575
2026-05-26,29.50001748563862
2026-05-27,29.50001748563862
2026-05-28,28.516683569450663
2026-05-29,29.50001748563862
2026-05-30,28.516683569450663
2026-05-31,27.53334965326271
