Time,drive
2025-12-11,73
2025-12-12,75
2025-12-13,73
2025-12-14,72
2025-12-15,76
2025-12-16,74
2025-12-17,74
2025-12-18,74
2025-12-19,75
2025-12-20,69
2025-12-21,64
2025-12-22,70
2025-12-23,71
2025-12-24,62
2025-12-25,56
2025-12-26,65
2025-12-27,68
2025-12-28,63
2025-12-29,70
2025-12-30,69
2025-12-31,66
2026-01-01,59
2026-01-02,68
2026-01-03,64
2026-01-04,64
2026-01-05,74
2026-01-06,73
2026-01-07,73
2026-01-08,75
2026-01-09,74
2026-01-10,67
2026-01-11,61
2026-01-12,71
2026-01-13,74
2026-01-14,73
2026-01-15,73
2026-01-16,74
2026-01-17,70
2026-01-18,63
2026-01-19,68
2026-01-20,72
2026-01-21,76
2026-01-22,75
2026-01-23,73
2026-01-24,67
2026-01-25,76
2026-01-26,82
2026-01-27,88
2026-01-28,79
2026-01-29,77
2026-01-30,74
2026-01-31,72
2026-02-01,71
2026-02-02,73
2026-02-03,77
2026-02-04,75
2026-02-05,75
2026-02-06,76
2026-02-07,71
2026-02-08,65
2026-02-09,70
2026-02-10,76
2026-02-11,75
2026-02-12,75
2026-02-13,81
2026-02-14,70
2026-02-15,69
2026-02-16,77
2026-02-17,79
2026-02-18,79
2026-02-19,77
2026-02-20,77
2026-02-21,73
2026-02-22,67
2026-02-23,80
2026-02-24,78
2026-02-25,75
2026-02-26,78
2026-02-27,83
2026-02-28,68
2026-03-01,66
2026-03-02,80
2026-03-03,78
2026-03-04,80
2026-03-05,80
2026-03-06,77
2026-03-07,71
2026-03-08,72
2026-03-09,81
2026-03-10,78
2026-03-11,83
2026-03-12,75
2026-03-13,76
2026-03-14,76
2026-03-15,73
2026-03-16,80
2026-03-17,78
2026-03-18,77
2026-03-19,79
2026-03-20,81
2026-03-21,78
2026-03-22,74
2026-03-23,83
2026-03-24,85
2026-03-25,83
2026-03-26,83
2026-03-27,86
2026-03-28,77
2026-03-29,77
2026-03-30,82
2026-03-31,85
2026-04-01,88
2026-04-02,88
2026-04-03,88
2026-04-04,83
2026-04-05,79
2026-04-06,90
2026-04-07,88
2026-04-08,92
2026-04-09,89
2026-04-10,97
2026-04-11,87
2026-04-12,87
2026-04-13,92
2026-04-14,94
2026-04-15,94
2026-04-16,98
2026-04-17,95
2026-04-18,89
2026-04-19,82
2026-04-20,85
2026-04-21,91
2026-04-22,88
2026-04-23,88
2026-04-24,84
2026-04-25,79
2026-04-26,80
2026-04-27,90
2026-04-28,87
2026-04-29,84
2026-04-30,91
2026-05-01,85
2026-05-02,81
2026-05-03,81
2026-05-04,88
2026-05-05,85
2026-05-06,87
2026-05-07,85
2026-05-08,87
2026-05-09,83
2026-05-10,76
2026-05-11,85
2026-05-12,86
2026-05-13,91
2026-05-14,94
2026-05-15,96
2026-05-16,90
2026-05-17,88
2026-05-18,92
2026-05-19,90
2026-05-20,91
2026-05-21,93
2026-05-22,93
2026-05-23,87
2026-05-24,86
2026-05-25,80
2026-05-26,89
2026-05-27,87
2026-05-28,94
2026-05-29,100
2026-05-30,91
2026-05-31,90
