Time,drive
2022-08-29,96
2022-08-30,100
2022-08-31,96
2022-09-01,99
2022-09-02,90
2022-09-03,80
2022-09-04,77
2022-09-05,81
2022-09-06,93
2022-09-07,89
2022-09-08,89
2022-09-09,91
2022-09-10,79
2022-09-11,69
2022-09-12,94
2022-09-13,90
2022-09-14,95
2022-09-15,95
2022-09-16,95
2022-09-17,84
2022-09-18,72
2022-09-19,91
2022-09-20,91
2022-09-21,89
2022-09-22,91
2022-09-23,87
2022-09-24,75
2022-09-25,69
2022-09-26,86
2022-09-27,90
2022-09-28,88
2022-09-29,90
2022-09-30,88
2022-10-01,73
2022-10-02,69
2022-10-03,92
2022-10-04,90
2022-10-05,85
2022-10-06,89
2022-10-07,88
2022-10-08,75
2022-10-09,69
2022-10-10,89
2022-10-11,95
2022-10-12,87
2022-10-13,85
2022-10-14,82
2022-10-15,69
2022-10-16,69
2022-10-17,86
2022-10-18,86
2022-10-19,87
2022-10-20,89
2022-10-21,87
2022-10-22,73
2022-10-23,70
2022-10-24,89
2022-10-25,88
2022-10-26,88
2022-10-27,88
2022-10-28,87
2022-10-29,71
2022-10-30,67
2022-10-31,87
2022-11-01,86
2022-11-02,84
2022-11-03,84
2022-11-04,85
2022-11-05,76
2022-11-06,62
2022-11-07,83
2022-11-08,79
2022-11-09,74
2022-11-10,82
2022-11-11,77
2022-11-12,66
2022-11-13,64
2022-11-14,82
2022-11-15,83
2022-11-16,80
2022-11-17,82
2022-11-18,79
2022-11-19,68
2022-11-20,63
2022-11-21,76
2022-11-22,75
2022-11-23,69
2022-11-24,54
2022-11-25,60
2022-11-26,64
2022-11-27,63
2022-11-28,76
2022-11-29,81
2022-11-30,79
2022-12-01,80
2022-12-02,77
2022-12-03,68
2022-12-04,66
2022-12-05,80
2022-12-06,83
2022-12-07,82
2022-12-08,83
2022-12-09,79
2022-12-10,71
2022-12-11,67
2022-12-12,86
2022-12-13,77
2022-12-14,79
2022-12-15,85
2022-12-16,78
2022-12-17,73
2022-12-18,64
2022-12-19,76
2022-12-20,81
2022-12-21,76
2022-12-22,69
2022-12-23,72
2022-12-24,61
2022-12-25,57
2022-12-26,67
2022-12-27,78
2022-12-28,78
2022-12-29,75
2022-12-30,72
2022-12-31,62
2023-01-01,59
2023-01-02,67
2023-01-03,78
2023-01-04,77
2023-01-05,82
2023-01-06,84
2023-01-07,71
2023-01-08,65
2023-01-09,79
2023-01-10,80
2023-01-11,80
2023-01-12,79
2023-01-13,78
2023-01-14,69
2023-01-15,61
2023-01-16,69
2023-01-17,82
2023-01-18,83
2023-01-19,82
2023-01-20,83
2023-01-21,70
2023-01-22,65
2023-01-23,85
2023-01-24,82
2023-01-25,78
2023-01-26,81
2023-01-27,79
2023-01-28,70
2023-01-29,67
2023-01-30,82
2023-01-31,84
2023-02-01,84
2023-02-02,85
2023-02-03,86
2023-02-04,73
2023-02-05,70
2023-02-06,88
2023-02-07,90
2023-02-08,83
2023-02-09,83
2023-02-10,80
2023-02-11,73
2023-02-12,64
2023-02-13,77
2023-02-14,80
2023-02-15,84
2023-02-16,85
2023-02-17,88
2023-02-18,72
2023-02-19,71
2023-02-20,79
2023-02-21,85
2023-02-22,88
2023-02-23,84
2023-02-24,86
2023-02-25,76
2023-02-26,72
2023-02-27,85
2023-02-28,85
2023-03-01,86
2023-03-02,84
2023-03-03,81
2023-03-04,72
2023-03-05,71
2023-03-06,83
2023-03-07,84
2023-03-08,88
2023-03-09,83
2023-03-10,87
2023-03-11,71
2023-03-12,70
2023-03-13,81
2023-03-14,80
2023-03-15,82
2023-03-16,83
2023-03-17,82
2023-03-18,73
2023-03-19,70
2023-03-20,87
2023-03-21,84
2023-03-22,84
2023-03-23,87
2023-03-24,90
2023-03-25,77
2023-03-26,70
2023-03-27,85
2023-03-28,83
2023-03-29,86
2023-03-30,83
2023-03-31,80
2023-04-01,74
2023-04-02,74
2023-04-03,87
2023-04-04,83
2023-04-05,81
2023-04-06,85
2023-04-07,81
2023-04-08,73
2023-04-09,66
2023-04-10,84
2023-04-11,88
2023-04-12,84
2023-04-13,87
2023-04-14,90
2023-04-15,76
2023-04-16,74
2023-04-17,86
2023-04-18,87
2023-04-19,84
2023-04-20,86
2023-04-21,84
2023-04-22,79
2023-04-23,74
2023-04-24,85
2023-04-25,85
2023-04-26,85
2023-04-27,86
2023-04-28,81
2023-04-29,78
2023-04-30,71
2023-05-01,88
2023-05-02,88
2023-05-03,83
2023-05-04,84
2023-05-05,83
2023-05-06,78
2023-05-07,72
2023-05-08,89
2023-05-09,82
2023-05-10,85
2023-05-11,84
2023-05-12,87
2023-05-13,81
2023-05-14,72
2023-05-15,87
2023-05-16,89
2023-05-17,86
2023-05-18,86
2023-05-19,87
2023-05-20,80
2023-05-21,75
2023-05-22,90
2023-05-23,88
2023-05-24,82
2023-05-25,86
