Time,lady_gaga
2024-11-25,15.5070126227209
2024-11-26,17.722300140252457
2024-11-27,17.722300140252457
2024-11-28,19.937587657784015
2024-11-29,19.937587657784015
2024-11-30,17.722300140252457
2024-12-01,17.722300140252457
2024-12-02,13.291725105189343
2024-12-03,13.291725105189343
2024-12-04,13.291725105189343
2024-12-05,15.5070126227209
2024-12-06,15.5070126227209
2024-12-07,19.937587657784015
2024-12-08,17.722300140252457
2024-12-09,15.5070126227209
2024-12-10,15.5070126227209
2024-12-11,15.5070126227209
2024-12-12,15.5070126227209
2024-12-13,17.722300140252457
2024-12-14,31.0140252454418
2024-12-15,31.0140252454418
2024-12-16,22.15287517531557
2024-12-17,22.15287517531557
2024-12-18,22.15287517531557
2024-12-19,19.937587657784015
2024-12-20,19.937587657784015
2024-12-21,24.36816269284713
2024-12-22,24.36816269284713
2024-12-23,19.937587657784015
2024-12-24,22.15287517531557
2024-12-25,24.36816269284713
2024-12-26,19.937587657784015
2024-12-27,19.937587657784015
2024-12-28,22.15287517531557
2024-12-29,22.15287517531557
2024-12-30,19.937587657784015
2024-12-31,19.937587657784015
2025-01-01,26.583450210378686
2025-01-02,17.722300140252457
2025-01-03,15.5070126227209
2025-01-04,19.937587657784015
2025-01-05,22.15287517531557
2025-01-06,15.5070126227209
2025-01-07,19.937587657784015
2025-01-08,19.937587657784015
2025-01-09,19.937587657784015
2025-01-10,17.722300140252457
2025-01-11,22.15287517531557
2025-01-12,22.15287517531557
2025-01-13,15.5070126227209
2025-01-14,15.5070126227209
2025-01-15,17.722300140252457
2025-01-16,17.722300140252457
2025-01-17,19.937587657784015
2025-01-18,22.15287517531557
2025-01-19,19.937587657784015
2025-01-20,17.722300140252457
2025-01-21,17.722300140252457
2025-01-22,19.937587657784015
2025-01-23,17.722300140252457
2025-01-24,19.937587657784015
2025-01-25,22.15287517531557
2025-01-26,24.36816269284713
2025-01-27,31.0140252454418
2025-01-28,24.36816269284713
2025-01-29,24.36816269284713
2025-01-30,19.937587657784015
2025-01-31,28.798737727910243
2025-02-01,31.0140252454418
2025-02-02,35.444600280504915
2025-02-03,221.52875175315572
2025-02-04,70.88920056100983
2025-02-05,55.38218793828893
2025-02-06,53.16690042075737
2025-02-07,64.24333800841515
2025-02-08,55.38218793828893
2025-02-09,172.79242636746147
2025-02-10,112.97966339410942
2025-02-11,44.30575035063114
2025-02-12,37.65988779803647
2025-02-13,35.444600280504915
2025-02-14,44.30575035063114
2025-02-15,53.16690042075737
2025-02-16,48.73632538569426
2025-02-17,37.65988779803647
2025-02-18,31.0140252454418
2025-02-19,31.0140252454418
2025-02-20,31.0140252454418
2025-02-21,31.0140252454418
2025-02-22,35.444600280504915
2025-02-23,33.22931276297336
2025-02-24,24.36816269284713
2025-02-25,24.36816269284713
2025-02-26,24.36816269284713
2025-02-27,22.15287517531557
2025-02-28,24.36816269284713
2025-03-01,31.0140252454418
2025-03-02,33.22931276297336
2025-03-03,35.444600280504915
2025-03-04,26.583450210378686
2025-03-05,28.798737727910243
2025-03-06,37.65988779803647
2025-03-07,93.0420757363254
2025-03-08,86.39621318373074
2025-03-09,175.00771388499302
2025-03-10,84.18092566619917
2025-03-11,64.24333800841515
2025-03-12,57.597475455820486
2025-03-13,46.5210378681627
2025-03-14,44.30575035063114
2025-03-15,48.73632538569426
2025-03-16,48.73632538569426
2025-03-17,35.444600280504915
2025-03-18,39.87517531556803
2025-03-19,33.22931276297336
2025-03-20,28.798737727910243
2025-03-21,26.583450210378686
2025-03-22,33.22931276297336
2025-03-23,35.444600280504915
2025-03-24,24.36816269284713
2025-03-25,24.36816269284713
2025-03-26,57.597475455820486
2025-03-27,44.30575035063114
2025-03-28,46.5210378681627
2025-03-29,46.5210378681627
2025-03-30,48.73632538569426
2025-03-31,48.73632538569426
2025-04-01,44.30575035063114
2025-04-02,44.30575035063114
2025-04-03,42.090462833099586
2025-04-04,31.0140252454418
2025-04-05,31.0140252454418
2025-04-06,28.798737727910243
2025-04-07,22.15287517531557
2025-04-08,19.937587657784015
2025-04-09,19.937587657784015
2025-04-10,22.15287517531557
2025-04-11,28.798737727910243
2025-04-12,126.27138849929875
2025-04-13,90.82678821879384
2025-04-14,55.38218793828893
2025-04-15,46.30665520517577
2025-04-16,39.76798398407457
2025-04-17,37.58842691037417
2025-04-18,41.94754105777497
2025-04-19,79.53596796814914
2025-04-20,53.91723974121161
2025-04-21,35.40886983667376
2025-04-22,39.76798398407457
2025-04-23,35.40886983667376
2025-04-24,35.944826494141076
2025-04-25,33.22931276297336
2025-04-26,33.22931276297336
2025-04-27,41.94754105777497
2025-04-28,33.22931276297336
2025-04-29,32.69335610550604
2025-04-30,26.69064154187215
2025-05-01,23.975127810704436
2025-05-02,24.511084468171745
2025-05-03,34.87291317920645
2025-05-04,90.96970999411846
2025-05-05,69.17413925711443
2025-05-06,48.48621227887618
2025-05-07,35.944826494141076
2025-05-08,29.406155273039865
2025-05-09,27.226598199339463
2025-05-10,31.049755689272956
2025-05-11,33.22931276297336
2025-05-12,23.975127810704436
2025-05-13,22.331527394471344
2025-05-14,22.331527394471344
2025-05-15,21.43826629869249
2025-05-16,23.58209292856174
2025-05-17,25.725919558430988
2025-05-18,27.869746188300237
2025-05-19,22.510179613627116
2025-05-20,21.43826629869249
2025-05-21,23.58209292856174
2025-05-22,24.65400624349636
2025-05-23,21.43826629869249
2025-05-24,25.725919558430988
2025-05-25,27.869746188300237
2025-05-26,22.510179613627116
2025-05-27,20.366352983757864
2025-05-28,20.366352983757864
2025-05-29,20.366352983757864
2025-05-30,21.43826629869249
2025-05-31,25.725919558430988
2025-06-01,45.02035922725423
2025-06-02,25.725919558430988
2025-06-03,21.43826629869249
2025-06-04,21.43826629869249
2025-06-05,21.43826629869249
2025-06-06,22.510179613627116
2025-06-07,23.58209292856174
2025-06-08,23.58209292856174
2025-06-09,19.29443966882324
2025-06-10,17.150613038953992
2025-06-11,18.222526353888618
2025-06-12,18.222526353888618
2025-06-13,20.366352983757864
2025-06-14,18.222526353888618
2025-06-15,19.29443966882324
2025-06-16,16.078699724019366
2025-06-17,16.078699724019366
2025-06-18,16.078699724019366
2025-06-19,20.366352983757864
2025-06-20,19.29443966882324
2025-06-21,20.366352983757864
2025-06-22,19.29443966882324
2025-06-23,15.006786409084743
2025-06-24,16.078699724019366
2025-06-25,17.150613038953992
2025-06-26,18.222526353888618
2025-06-27,19.29443966882324
2025-06-28,22.510179613627116
2025-06-29,21.43826629869249
2025-06-30,18.222526353888618
2025-07-01,16.078699724019366
2025-07-02,16.078699724019366
2025-07-03,17.150613038953992
2025-07-04,20.366352983757864
2025-07-05,18.222526353888618
2025-07-06,22.510179613627116
2025-07-07,16.078699724019366
2025-07-08,20.366352983757864
2025-07-09,27.869746188300237
2025-07-10,28.94165950323486
2025-07-11,27.869746188300237
2025-07-12,31.085486133104112
2025-07-13,32.15739944803873
2025-07-14,26.797832873365614
2025-07-15,27.869746188300237
2025-07-16,30.013572818169486
2025-07-17,50.37992580192735
2025-07-18,38.58887933764648
2025-07-19,48.236099172058104
2025-07-20,45.02035922725423
2025-07-21,31.085486133104112
2025-07-22,33.22931276297336
2025-07-23,39.66079265258111
2025-07-24,37.516966022711856
2025-07-25,37.516966022711856
2025-07-26,37.516966022711856
2025-07-27,37.516966022711856
2025-07-28,28.94165950323486
2025-07-29,37.516966022711856
2025-07-30,36.445052707777236
2025-07-31,31.085486133104112
2025-08-01,30.013572818169486
2025-08-02,37.516966022711856
2025-08-03,37.516966022711856
2025-08-04,24.65400624349636
2025-08-05,28.94165950323486
2025-08-06,33.22931276297336
2025-08-07,43.948445912319606
2025-08-08,41.80461928245035
2025-08-09,42.87653259738498
2025-08-10,42.87653259738498
2025-08-11,28.94165950323486
2025-08-12,25.725919558430988
2025-08-13,24.65400624349636
2025-08-14,23.58209292856174
2025-08-15,23.58209292856174
2025-08-16,43.948445912319606
2025-08-17,38.58887933764648
2025-08-18,26.797832873365614
2025-08-19,25.725919558430988
2025-08-20,23.58209292856174
2025-08-21,26.797832873365614
2025-08-22,31.085486133104112
2025-08-23,54.66757906166585
2025-08-24,49.30801248699272
2025-08-25,31.085486133104112
2025-08-26,31.085486133104112
2025-08-27,34.301226077907984
2025-08-28,30.013572818169486
2025-08-29,30.013572818169486
2025-08-30,32.15739944803873
2025-08-31,37.516966022711856
2025-09-01,40.73270596751573
2025-09-02,31.085486133104112
2025-09-03,47.16418585712348
2025-09-04,64.31479889607746
2025-09-05,48.236099172058104
2025-09-06,66.45862552594672
2025-09-07,63.24288558114284
2025-09-08,107.19133149346246
2025-09-09,71.81819210061984
2025-09-10,64.31479889607746
2025-09-11,47.16418585712348
2025-09-12,55.739492376600474
2025-09-13,41.80461928245035
2025-09-14,39.66079265258111
2025-09-15,40.73270596751573
2025-09-16,33.22931276297336
2025-09-17,30.013572818169486
2025-09-18,31.085486133104112
2025-09-19,27.869746188300237
2025-09-20,28.94165950323486
2025-09-21,24.65400624349636
2025-09-22,21.43826629869249
2025-09-23,20.366352983757864
2025-09-24,20.366352983757864
2025-09-25,19.29443966882324
2025-09-26,20.366352983757864
2025-09-27,30.013572818169486
2025-09-28,25.725919558430988
2025-09-29,20.366352983757864
2025-09-30,19.29443966882324
2025-10-01,19.29443966882324
2025-10-02,20.366352983757864
2025-10-03,36.445052707777236
2025-10-04,35.37313939284261
2025-10-05,26.797832873365614
2025-10-06,20.366352983757864
2025-10-07,18.222526353888618
2025-10-08,20.366352983757864
2025-10-09,19.29443966882324
2025-10-10,20.366352983757864
2025-10-11,23.58209292856174
2025-10-12,24.65400624349636
2025-10-13,19.29443966882324
2025-10-14,17.150613038953992
2025-10-15,18.222526353888618
2025-10-16,18.222526353888618
2025-10-17,18.222526353888618
2025-10-18,22.510179613627116
2025-10-19,21.43826629869249
2025-10-20,16.078699724019366
2025-10-21,18.222526353888618
2025-10-22,18.222526353888618
2025-10-23,16.078699724019366
2025-10-24,19.29443966882324
2025-10-25,20.366352983757864
2025-10-26,23.58209292856174
2025-10-27,17.150613038953992
2025-10-28,18.222526353888618
2025-10-29,18.222526353888618
2025-10-30,18.222526353888618
2025-10-31,23.58209292856174
2025-11-01,27.869746188300237
2025-11-02,23.58209292856174
2025-11-03,17.150613038953992
2025-11-04,15.006786409084743
2025-11-05,15.006786409084743
2025-11-06,17.150613038953992
2025-11-07,19.29443966882324
2025-11-08,22.510179613627116
2025-11-09,20.366352983757864
2025-11-10,15.006786409084743
2025-11-11,16.078699724019366
2025-11-12,15.006786409084743
2025-11-13,19.29443966882324
2025-11-14,23.58209292856174
2025-11-15,21.43826629869249
2025-11-16,21.43826629869249
2025-11-17,15.006786409084743
2025-11-18,16.078699724019366
2025-11-19,15.006786409084743
2025-11-20,15.006786409084743
2025-11-21,16.078699724019366
2025-11-22,19.29443966882324
2025-11-23,19.29443966882324
2025-11-24,15.006786409084743
2025-11-25,13.934873094150118
2025-11-26,17.150613038953992
2025-11-27,18.222526353888618
2025-11-28,16.078699724019366
2025-11-29,17.150613038953992
2025-11-30,17.150613038953992
2025-12-01,12.862959779215494
2025-12-02,16.078699724019366
2025-12-03,17.150613038953992
2025-12-04,17.150613038953992
2025-12-05,16.078699724019366
2025-12-06,18.222526353888618
2025-12-07,18.222526353888618
2025-12-08,13.934873094150118
2025-12-09,17.150613038953992
2025-12-10,15.006786409084743
2025-12-11,15.542743066552056
2025-12-12,17.150613038953992
2025-12-13,25.189962900963675
2025-12-14,23.58209292856174
2025-12-15,16.61465638148668
2025-12-16,16.078699724019366
2025-12-17,16.61465638148668
2025-12-18,17.150613038953992
2025-12-19,16.078699724019366
2025-12-20,17.686569696421305
2025-12-21,17.150613038953992
2025-12-22,16.61465638148668
2025-12-23,16.078699724019366
2025-12-24,17.150613038953992
2025-12-25,18.222526353888618
2025-12-26,17.686569696421305
2025-12-27,17.150613038953992
2025-12-28,17.686569696421305
2025-12-29,16.61465638148668
2025-12-30,17.150613038953992
2025-12-31,18.222526353888618
2026-01-01,25.189962900963675
2026-01-02,16.61465638148668
2026-01-03,17.150613038953992
2026-01-04,24.65400624349636
2026-01-05,17.686569696421305
2026-01-06,16.61465638148668
2026-01-07,17.150613038953992
2026-01-08,18.222526353888618
2026-01-09,18.222526353888618
2026-01-10,25.725919558430988
2026-01-11,17.150613038953992
2026-01-12,17.150613038953992
2026-01-13,17.150613038953992
2026-01-14,17.150613038953992
2026-01-15,17.150613038953992
2026-01-16,17.150613038953992
2026-01-17,17.150613038953992
2026-01-18,17.150613038953992
2026-01-19,17.150613038953992
2026-01-20,17.150613038953992
2026-01-21,17.150613038953992
2026-01-22,17.150613038953992
2026-01-23,17.150613038953992
2026-01-24,17.150613038953992
2026-01-25,17.150613038953992
2026-01-26,17.150613038953992
2026-01-27,17.150613038953992
2026-01-28,25.725919558430988
2026-01-29,25.725919558430988
2026-01-30,25.725919558430988
2026-01-31,25.725919558430988
2026-02-01,34.301226077907984
2026-02-02,205.8073564674479
2026-02-03,60.02714563633897
2026-02-04,34.301226077907984
2026-02-05,34.301226077907984
2026-02-06,25.725919558430988
2026-02-07,34.301226077907984
2026-02-08,34.301226077907984
2026-02-09,857.5306519476997
2026-02-10,154.35551735058593
2026-02-11,77.17775867529296
2026-02-12,60.02714563633897
2026-02-13,42.87653259738498
2026-02-14,51.451839116861976
2026-02-15,51.451839116861976
2026-02-16,42.87653259738498
2026-02-17,25.725919558430988
2026-02-18,25.725919558430988
2026-02-19,34.301226077907984
2026-02-20,34.301226077907984
2026-02-21,34.301226077907984
2026-02-22,34.301226077907984
2026-02-23,25.725919558430988
2026-02-24,25.725919558430988
2026-02-25,17.150613038953992
2026-02-26,25.725919558430988
2026-02-27,25.725919558430988
2026-02-28,25.725919558430988
2026-03-01,34.301226077907984
2026-03-02,25.725919558430988
2026-03-03,25.725919558430988
2026-03-04,25.725919558430988
2026-03-05,25.725919558430988
2026-03-06,25.725919558430988
2026-03-07,25.725919558430988
2026-03-08,34.301226077907984
2026-03-09,25.725919558430988
2026-03-10,25.725919558430988
2026-03-11,17.150613038953992
2026-03-12,17.150613038953992
2026-03-13,25.725919558430988
2026-03-14,25.725919558430988
2026-03-15,25.725919558430988
2026-03-16,17.150613038953992
2026-03-17,17.150613038953992
2026-03-18,17.150613038953992
2026-03-19,25.725919558430988
2026-03-20,25.725919558430988
2026-03-21,25.725919558430988
2026-03-22,25.725919558430988
2026-03-23,25.725919558430988
2026-03-24,25.725919558430988
2026-03-25,25.725919558430988
2026-03-26,17.150613038953992
2026-03-27,25.725919558430988
2026-03-28,34.301226077907984
2026-03-29,34.301226077907984
2026-03-30,25.725919558430988
2026-03-31,25.725919558430988
2026-04-01,17.150613038953992
2026-04-02,17.150613038953992
2026-04-03,25.725919558430988
2026-04-04,25.725919558430988
2026-04-05,25.725919558430988
2026-04-06,25.725919558430988
2026-04-07,51.451839116861976
2026-04-08,25.725919558430988
2026-04-09,25.725919558430988
2026-04-10,42.87653259738498
2026-04-11,34.301226077907984
2026-04-12,34.301226077907984
2026-04-13,25.725919558430988
2026-04-14,25.725919558430988
2026-04-15,25.725919558430988
2026-04-16,25.725919558430988
2026-04-17,25.725919558430988
2026-04-18,25.725919558430988
2026-04-19,25.725919558430988
2026-04-20,17.150613038953992
2026-04-21,17.150613038953992
2026-04-22,17.150613038953992
2026-04-23,17.150613038953992
2026-04-24,17.150613038953992
2026-04-25,25.725919558430988
2026-04-26,17.150613038953992
2026-04-27,17.150613038953992
2026-04-28,17.150613038953992
2026-04-29,17.150613038953992
2026-04-30,17.150613038953992
2026-05-01,17.150613038953992
2026-05-02,25.725919558430988
2026-05-03,25.725919558430988
2026-05-04,17.150613038953992
2026-05-05,34.301226077907984
2026-05-06,25.725919558430988
2026-05-07,17.150613038953992
2026-05-08,17.150613038953992
2026-05-09,25.725919558430988
2026-05-10,25.725919558430988
2026-05-11,17.150613038953992
2026-05-12,17.150613038953992
2026-05-13,17.150613038953992
2026-05-14,17.150613038953992
2026-05-15,25.725919558430988
2026-05-16,25.725919558430988
2026-05-17,25.725919558430988
2026-05-18,17.150613038953992
2026-05-19,17.150613038953992
2026-05-20,17.150613038953992
2026-05-21,17.150613038953992
2026-05-22,17.150613038953992
2026-05-23,25.725919558430988
2026-05-24,25.725919558430988
2026-05-25,17.150613038953992
2026-05-26,17.150613038953992
2026-05-27,17.150613038953992
2026-05-28,17.150613038953992
2026-05-29,17.150613038953992
2026-05-30,17.150613038953992
2026-05-31,17.150613038953992
