Time,usps
2022-04-21,54.0
2022-04-22,51.0
2022-04-23,45.0
2022-04-24,30.0
2022-04-25,60.0
2022-04-26,54.0
2022-04-27,51.0
2022-04-28,52.0
2022-04-29,51.0
2022-04-30,44.0
2022-05-01,31.0
2022-05-02,53.0
2022-05-03,54.0
2022-05-04,54.0
2022-05-05,55.0
2022-05-06,58.0
2022-05-07,50.0
2022-05-08,31.0
2022-05-09,57.0
2022-05-10,53.0
2022-05-11,52.0
2022-05-12,59.0
2022-05-13,56.0
2022-05-14,50.0
2022-05-15,31.0
2022-05-16,54.0
2022-05-17,64.0
2022-05-18,60.0
2022-05-19,60.0
2022-05-20,57.0
2022-05-21,50.0
2022-05-22,33.0
2022-05-23,61.0
2022-05-24,60.0
2022-05-25,56.0
2022-05-26,58.0
2022-05-27,59.0
2022-05-28,49.0
2022-05-29,30.0
2022-05-30,36.0
2022-05-31,60.0
2022-06-01,58.0
2022-06-02,59.0
2022-06-03,60.0
2022-06-04,53.0
2022-06-05,35.0
2022-06-06,61.0
2022-06-07,61.0
2022-06-08,58.0
2022-06-09,60.0
2022-06-10,59.0
2022-06-11,49.0
2022-06-12,32.0
2022-06-13,60.0
2022-06-14,59.0
2022-06-15,59.0
2022-06-16,62.0
2022-06-17,63.0
2022-06-18,52.0
2022-06-19,35.0
2022-06-20,65.0
2022-06-21,69.0
2022-06-22,63.0
2022-06-23,64.0
2022-06-24,64.0
2022-06-25,51.0
2022-06-26,34.0
2022-06-27,64.0
2022-06-28,61.0
2022-06-29,61.0
2022-06-30,60.0
2022-07-01,56.0
2022-07-02,50.0
2022-07-03,30.0
2022-07-04,32.0
2022-07-05,64.0
2022-07-06,60.0
2022-07-07,61.0
2022-07-08,64.0
2022-07-09,53.0
2022-07-10,35.0
2022-07-11,66.0
2022-07-12,59.0
2022-07-13,62.0
2022-07-14,62.0
2022-07-15,62.0
2022-07-16,52.0
2022-07-17,36.0
2022-07-18,66.0
2022-07-19,66.0
2022-07-20,63.0
2022-07-21,62.0
2022-07-22,61.0
2022-07-23,54.0
2022-07-24,33.0
2022-07-25,63.0
2022-07-26,60.0
2022-07-27,61.0
2022-07-28,63.0
2022-07-29,62.0
2022-07-30,51.0
2022-07-31,34.0
2022-08-01,62.0
2022-08-02,61.0
2022-08-03,61.0
2022-08-04,60.0
2022-08-05,58.0
2022-08-06,48.0
2022-08-07,34.0
2022-08-08,61.0
2022-08-09,63.0
2022-08-10,61.0
2022-08-11,59.0
2022-08-12,57.0
2022-08-13,48.0
2022-08-14,33.0
2022-08-15,58.0
2022-08-16,59.0
2022-08-17,58.0
2022-08-18,57.0
2022-08-19,54.0
2022-08-20,48.0
2022-08-21,31.0
2022-08-22,56.0
2022-08-23,59.0
2022-08-24,58.0
2022-08-25,58.0
2022-08-26,56.0
2022-08-27,48.0
2022-08-28,35.0
2022-08-29,61.0
2022-08-30,56.43220338983051
2022-08-31,61.0
2022-09-01,57.449152542372886
2022-09-02,54.898305084745765
2022-09-03,45.74576271186441
2022-09-04,25.923728813559322
2022-09-05,34.05932203389831
2022-09-06,58.96610169491526
2022-09-07,56.43220338983051
2022-09-08,53.88135593220339
2022-09-09,55.41525423728814
2022-09-10,47.779661016949156
2022-09-11,31.00847457627119
2022-09-12,61.51694915254238
2022-09-13,56.93220338983051
2022-09-14,55.41525423728814
2022-09-15,54.898305084745765
2022-09-16,51.347457627118644
2022-09-17,47.279661016949156
2022-09-18,27.95762711864407
2022-09-19,54.898305084745765
2022-09-20,55.41525423728814
2022-09-21,49.3135593220339
2022-09-22,52.864406779661024
2022-09-23,51.847457627118644
2022-09-24,46.26271186440678
2022-09-25,28.974576271186443
2022-09-26,51.347457627118644
2022-09-27,50.83050847457628
2022-09-28,53.76271186440679
2022-09-29,50.66101694915255
2022-09-30,51.694915254237294
2022-10-01,45.49152542372882
2022-10-02,27.91525423728814
2022-10-03,51.694915254237294
2022-10-04,55.83050847457628
2022-10-05,54.79661016949153
2022-10-06,53.76271186440679
2022-10-07,54.79661016949153
2022-10-08,46.525423728813564
2022-10-09,29.98305084745763
2022-10-10,58.93220338983052
2022-10-11,62.033898305084755
2022-10-12,53.76271186440679
2022-10-13,56.864406779661024
2022-10-14,57.89830508474577
2022-10-15,47.55932203389831
2022-10-16,29.98305084745763
2022-10-17,56.864406779661024
2022-10-18,53.76271186440679
2022-10-19,56.864406779661024
2022-10-20,55.83050847457628
2022-10-21,52.72881355932204
2022-10-22,47.55932203389831
2022-10-23,28.949152542372886
2022-10-24,56.864406779661024
2022-10-25,54.79661016949153
2022-10-26,56.864406779661024
2022-10-27,56.864406779661024
2022-10-28,51.694915254237294
2022-10-29,47.55932203389831
2022-10-30,27.91525423728814
2022-10-31,51.694915254237294
2022-11-01,49.62711864406781
2022-11-02,51.694915254237294
2022-11-03,51.694915254237294
2022-11-04,50.66101694915255
2022-11-05,44.457627118644076
2022-11-06,27.91525423728814
2022-11-07,49.62711864406781
2022-11-08,50.66101694915255
2022-11-09,47.55932203389831
2022-11-10,50.66101694915255
2022-11-11,52.72881355932204
2022-11-12,49.62711864406781
2022-11-13,31.016949152542377
2022-11-14,53.76271186440679
2022-11-15,54.79661016949153
2022-11-16,55.83050847457628
2022-11-17,61.00000000000001
2022-11-18,57.89830508474577
2022-11-19,53.76271186440679
2022-11-20,33.08474576271187
2022-11-21,58.93220338983052
2022-11-22,58.93220338983052
2022-11-23,57.89830508474577
2022-11-24,28.949152542372886
2022-11-25,52.72881355932204
2022-11-26,46.525423728813564
2022-11-27,34.118644067796616
2022-11-28,57.89830508474577
2022-11-29,62.033898305084755
2022-11-30,62.033898305084755
2022-12-01,68.23728813559323
2022-12-02,71.33898305084746
2022-12-03,64.10169491525424
2022-12-04,45.49152542372882
2022-12-05,73.40677966101696
2022-12-06,75.47457627118645
2022-12-07,74.4406779661017
2022-12-08,76.5084745762712
2022-12-09,71.33898305084746
2022-12-10,70.30508474576273
2022-12-11,48.59322033898306
2022-12-12,79.61016949152544
2022-12-13,79.61016949152544
2022-12-14,81.67796610169492
2022-12-15,86.84745762711866
2022-12-16,103.38983050847459
2022-12-17,99.25423728813561
2022-12-18,59.96610169491526
2022-12-19,101.3220338983051
2022-12-20,99.25423728813561
2022-12-21,94.08474576271188
2022-12-22,93.05084745762713
2022-12-23,86.84745762711866
2022-12-24,72.37288135593221
2022-12-25,35.15254237288136
2022-12-26,70.30508474576273
2022-12-27,76.5084745762712
2022-12-28,77.54237288135594
2022-12-29,74.4406779661017
2022-12-30,70.30508474576273
2022-12-31,58.93220338983052
2023-01-01,32.05084745762712
2023-01-02,69.27118644067798
2023-01-03,66.16949152542374
2023-01-04,66.16949152542374
2023-01-05,62.033898305084755
2023-01-06,67.20338983050848
2023-01-07,61.00000000000001
2023-01-08,38.2542372881356
2023-01-09,61.00000000000001
2023-01-10,62.033898305084755
2023-01-11,62.033898305084755
2023-01-12,62.033898305084755
2023-01-13,61.00000000000001
2023-01-14,55.83050847457628
2023-01-15,34.118644067796616
2023-01-16,55.83050847457628
2023-01-17,64.10169491525424
2023-01-18,61.00000000000001
2023-01-19,59.96610169491526
2023-01-20,56.864406779661024
2023-01-21,51.694915254237294
2023-01-22,31.016949152542377
2023-01-23,57.89830508474577
2023-01-24,57.89830508474577
2023-01-25,53.76271186440679
2023-01-26,54.79661016949153
2023-01-27,54.79661016949153
2023-01-28,47.55932203389831
2023-01-29,28.949152542372886
2023-01-30,52.72881355932204
2023-01-31,55.83050847457628
2023-02-01,54.79661016949153
2023-02-02,55.83050847457628
2023-02-03,59.96610169491526
2023-02-04,56.864406779661024
2023-02-05,35.15254237288136
2023-02-06,65.13559322033899
2023-02-07,61.00000000000001
2023-02-08,58.93220338983052
2023-02-09,57.89830508474577
2023-02-10,58.93220338983052
2023-02-11,54.79661016949153
2023-02-12,32.05084745762712
2023-02-13,56.864406779661024
2023-02-14,55.83050847457628
2023-02-15,56.864406779661024
2023-02-16,55.83050847457628
2023-02-17,58.93220338983052
2023-02-18,48.59322033898306
2023-02-19,32.05084745762712
2023-02-20,51.694915254237294
2023-02-21,59.96610169491526
2023-02-22,56.864406779661024
2023-02-23,55.83050847457628
2023-02-24,59.96610169491526
2023-02-25,53.76271186440679
2023-02-26,35.15254237288136
2023-02-27,57.89830508474577
2023-02-28,58.93220338983052
2023-03-01,59.96610169491526
2023-03-02,59.96610169491526
2023-03-03,56.864406779661024
2023-03-04,52.72881355932204
2023-03-05,34.118644067796616
2023-03-06,63.0677966101695
2023-03-07,58.93220338983052
2023-03-08,66.16949152542374
2023-03-09,59.96610169491526
2023-03-10,55.83050847457628
2023-03-11,51.694915254237294
2023-03-12,32.05084745762712
2023-03-13,61.00000000000001
2023-03-14,56.864406779661024
2023-03-15,61.00000000000001
2023-03-16,57.89830508474577
2023-03-17,56.864406779661024
2023-03-18,50.66101694915255
2023-03-19,33.08474576271187
2023-03-20,57.89830508474577
2023-03-21,55.83050847457628
2023-03-22,55.83050847457628
2023-03-23,58.93220338983052
2023-03-24,59.96610169491526
2023-03-25,48.59322033898306
2023-03-26,31.016949152542377
2023-03-27,62.033898305084755
2023-03-28,55.83050847457628
2023-03-29,58.93220338983052
2023-03-30,56.864406779661024
2023-03-31,54.79661016949153
2023-04-01,49.62711864406781
2023-04-02,32.05084745762712
2023-04-03,57.89830508474577
2023-04-04,58.93220338983052
2023-04-05,59.96610169491526
2023-04-06,63.0677966101695
2023-04-07,63.0677966101695
2023-04-08,51.694915254237294
2023-04-09,29.98305084745763
2023-04-10,63.0677966101695
2023-04-11,63.0677966101695
2023-04-12,56.864406779661024
2023-04-13,55.83050847457628
2023-04-14,56.864406779661024
2023-04-15,52.72881355932204
2023-04-16,32.05084745762712
2023-04-17,61.00000000000001
2023-04-18,57.89830508474577
2023-04-19,53.76271186440679
2023-04-20,53.76271186440679
2023-04-21,52.72881355932204
2023-04-22,49.62711864406781
2023-04-23,31.016949152542377
2023-04-24,54.79661016949153
2023-04-25,52.72881355932204
2023-04-26,54.79661016949153
2023-04-27,53.78151001540833
2023-04-28,52.76640986132512
2023-04-29,48.7060092449923
2023-04-30,30.951155624036986
2023-05-01,55.81171032357474
2023-05-02,53.78151001540833
2023-05-03,55.81171032357474
2023-05-04,53.78151001540833
2023-05-05,52.76640986132512
2023-05-06,47.690909090909095
2023-05-07,29.419106317411405
2023-05-08,58.85701078582436
2023-05-09,56.82681047765794
2023-05-10,56.82681047765794
2023-05-11,58.34006163328198
2023-05-12,55.29476117103236
2023-05-13,51.751309707241916
2023-05-14,29.93605546995378
2023-05-15,55.81171032357474
2023-05-16,54.79661016949153
2023-05-17,55.81171032357474
2023-05-18,53.78151001540833
2023-05-19,54.79661016949153
2023-05-20,49.72110939907551
2023-05-21,33.479506933744226
2023-05-22,60.37026194144839
2023-05-23,55.81171032357474
2023-05-24,55.81171032357474
2023-05-25,58.85701078582436
2023-05-26,53.80030816640986
2023-05-27,44.833590138674886
2023-05-28,26.90015408320493
2023-05-29,33.87426810477658
2023-05-30,58.78181818181819
2023-05-31,56.789214175654855
2023-06-01,57.78551617873652
2023-06-02,57.78551617873652
2023-06-03,51.80770416024654
2023-06-04,31.881664098613253
2023-06-05,61.77072419106318
2023-06-06,56.789214175654855
2023-06-07,57.78551617873652
2023-06-08,57.78551617873652
2023-06-09,57.78551617873652
2023-06-10,49.81510015408321
2023-06-11,31.881664098613253
2023-06-12,60.774422187981514
2023-06-13,57.78551617873652
2023-06-14,62.76702619414484
2023-06-15,62.76702619414484
2023-06-16,61.77072419106318
2023-06-17,51.80770416024654
2023-06-18,31.881664098613253
2023-06-19,62.76702619414484
2023-06-20,66.7522342064715
2023-06-21,62.76702619414484
2023-06-22,58.78181818181819
2023-06-23,62.76702619414484
2023-06-24,50.81140215716487
2023-06-25,32.877966101694916
2023-06-26,63.76332819722651
2023-06-27,64.75963020030817
2023-06-28,60.774422187981514
2023-06-29,59.77812018489985
2023-06-30,58.78181818181819
2023-07-01,49.81510015408321
2023-07-02,34.87057010785825
2023-07-03,62.76702619414484
2023-07-04,34.87057010785825
2023-07-05,58.78181818181819
2023-07-06,57.78551617873652
2023-07-07,59.77812018489985
2023-07-08,53.80030816640986
2023-07-09,34.87057010785825
2023-07-10,63.76332819722651
2023-07-11,58.78181818181819
2023-07-12,56.789214175654855
2023-07-13,60.774422187981514
2023-07-14,57.78551617873652
2023-07-15,52.804006163328204
2023-07-16,31.881664098613253
2023-07-17,57.78551617873652
2023-07-18,57.78551617873652
2023-07-19,59.77812018489985
2023-07-20,57.78551617873652
2023-07-21,55.792912172573196
2023-07-22,48.818798151001545
2023-07-23,32.877966101694916
2023-07-24,62.76702619414484
2023-07-25,57.78551617873652
2023-07-26,55.792912172573196
2023-07-27,55.792912172573196
2023-07-28,56.789214175654855
2023-07-29,50.81140215716487
2023-07-30,32.877966101694916
2023-07-31,62.76702619414484
2023-08-01,58.78181818181819
2023-08-02,57.78551617873652
2023-08-03,56.789214175654855
2023-08-04,56.789214175654855
2023-08-05,49.81510015408321
2023-08-06,31.881664098613253
2023-08-07,58.78181818181819
2023-08-08,59.77812018489985
2023-08-09,58.78181818181819
2023-08-10,58.78181818181819
2023-08-11,56.789214175654855
2023-08-12,49.81510015408321
2023-08-13,32.877966101694916
2023-08-14,60.774422187981514
2023-08-15,58.78181818181819
2023-08-16,52.804006163328204
2023-08-17,58.78181818181819
2023-08-18,57.78551617873652
2023-08-19,49.81510015408321
2023-08-20,29.889060092449924
2023-08-21,58.78181818181819
2023-08-22,57.78551617873652
2023-08-23,58.78181818181819
2023-08-24,54.79661016949153
2023-08-25,52.804006163328204
2023-08-26,46.82619414483822
2023-08-27,30.88536209553159
2023-08-28,59.77812018489985
2023-08-29,63.76332819722651
2023-08-30,57.78551617873652
2023-08-31,55.792912172573196
2023-09-01,54.79661016949153
2023-09-02,43.83728813559323
2023-09-03,28.89275808936826
2023-09-04,34.87057010785825
2023-09-05,56.789214175654855
2023-09-06,51.80770416024654
2023-09-07,52.804006163328204
2023-09-08,53.80030816640986
2023-09-09,48.818798151001545
2023-09-10,30.88536209553159
2023-09-11,58.78181818181819
2023-09-12,54.79661016949153
2023-09-13,56.789214175654855
2023-09-14,53.80030816640986
2023-09-15,53.80030816640986
2023-09-16,46.82619414483822
2023-09-17,28.89275808936826
2023-09-18,54.79661016949153
2023-09-19,51.80770416024654
2023-09-20,52.804006163328204
2023-09-21,53.80030816640986
2023-09-22,51.80770416024654
2023-09-23,46.82619414483822
2023-09-24,28.89275808936826
2023-09-25,62.76702619414484
2023-09-26,55.792912172573196
2023-09-27,53.80030816640986
2023-09-28,55.792912172573196
2023-09-29,51.80770416024654
2023-09-30,45.82989214175655
2023-10-01,29.889060092449924
2023-10-02,53.80030816640986
2023-10-03,52.804006163328204
2023-10-04,54.79661016949153
2023-10-05,56.789214175654855
2023-10-06,52.804006163328204
2023-10-07,46.82619414483822
2023-10-08,28.89275808936826
2023-10-09,56.789214175654855
2023-10-10,66.7522342064715
2023-10-11,58.78181818181819
2023-10-12,55.792912172573196
2023-10-13,55.792912172573196
2023-10-14,47.82249614791988
2023-10-15,31.881664098613253
2023-10-16,71.73374422187982
2023-10-17,60.774422187981514
2023-10-18,59.77812018489985
2023-10-19,58.78181818181819
2023-10-20,54.79661016949153
2023-10-21,48.818798151001545
2023-10-22,31.881664098613253
2023-10-23,58.78181818181819
2023-10-24,55.792912172573196
2023-10-25,59.77812018489985
2023-10-26,54.79661016949153
2023-10-27,51.80770416024654
2023-10-28,47.82249614791988
2023-10-29,28.89275808936826
2023-10-30,56.789214175654855
2023-10-31,49.81510015408321
2023-11-01,50.81140215716487
2023-11-02,50.81140215716487
2023-11-03,49.81510015408321
2023-11-04,44.833590138674886
2023-11-05,29.889060092449924
2023-11-06,57.78551617873652
2023-11-07,57.78551617873652
2023-11-08,55.792912172573196
2023-11-09,57.78551617873652
2023-11-10,60.774422187981514
2023-11-11,48.818798151001545
2023-11-12,32.877966101694916
2023-11-13,64.75963020030817
2023-11-14,68.74483821263483
2023-11-15,62.76702619414484
2023-11-16,60.774422187981514
2023-11-17,60.774422187981514
2023-11-18,57.78551617873652
2023-11-19,34.87057010785825
2023-11-20,66.7522342064715
2023-11-21,61.77072419106318
2023-11-22,61.77072419106318
2023-11-23,32.877966101694916
2023-11-24,55.792912172573196
2023-11-25,51.80770416024654
2023-11-26,35.86687211093991
2023-11-27,64.75963020030817
2023-11-28,66.7522342064715
2023-11-29,66.7522342064715
2023-11-30,69.7411402157165
2023-12-01,82.69306625577812
2023-12-02,72.73004622496148
2023-12-03,46.82619414483822
2023-12-04,81.69676425269647
2023-12-05,82.69306625577812
2023-12-06,78.70785824345147
2023-12-07,76.71525423728814
2023-12-08,76.71525423728814
2023-12-09,72.73004622496148
2023-12-10,53.80030816640986
2023-12-11,84.68567026194145
2023-12-12,82.69306625577812
2023-12-13,81.69676425269647
2023-12-14,82.69306625577812
2023-12-15,88.6708782742681
2023-12-16,89.66718027734977
2023-12-17,57.78551617873652
2023-12-18,94.64869029275809
2023-12-19,99.63020030816642
2023-12-20,95.64499229583976
2023-12-21,95.64499229583976
2023-12-22,97.75158202662564
2023-12-23,81.95192058187249
2023-12-24,49.86326985360989
2023-12-25,30.113693047668434
2023-12-26,68.62536781925428
2023-12-27,66.65041013866013
2023-12-28,64.17730145652516
2023-12-29,67.6378889789572
2023-12-30,56.775621735689406
2023-12-31,35.54923825069463
2024-01-01,35.051087249153795
2024-01-02,70.10217449830759
2024-01-03,64.67545245806599
2024-01-04,61.713015937174774
2024-01-05,63.189822616228085
2024-01-06,59.73805825658062
2024-01-07,36.03856608945087
2024-01-08,64.67545245806599
2024-01-09,62.700494777471846
2024-01-10,63.189822616228085
2024-01-11,62.20234377593101
2024-01-12,61.713015937174774
2024-01-13,59.73805825658062
2024-01-14,36.03856608945087
2024-01-15,53.81318521479818
2024-01-16,67.13973797741637
2024-01-17,68.12721681771345
2024-01-18,66.65041013866013
2024-01-19,66.1522591371193
2024-01-20,63.68797361776892
2024-01-21,39.146227100499274
2024-01-22,69.48455310338622
2024-01-23,65.56993039333629
2024-01-24,66.54858607084877
2024-01-25,66.54858607084877
2024-01-26,59.6979963282614
2024-01-27,54.80471794069899
2024-01-28,33.274293035424385
2024-01-29,58.71934065074892
2024-01-30,59.6979963282614
2024-01-31,56.762029295723956
2024-02-01,54.80471794069899
2024-02-02,54.80471794069899
2024-02-03,50.89009523064906
2024-02-04,32.29563735791191
2024-02-05,55.78337361821147
2024-02-06,52.84740658567402
2024-02-07,54.80471794069899
2024-02-08,56.762029295723956
2024-02-09,57.740684973236434
2024-02-10,51.868750908161545
2024-02-11,31.316981680399422
2024-02-12,49.91143955313658
2024-02-13,54.80471794069899
2024-02-14,52.84740658567402
2024-02-15,52.84740658567402
2024-02-16,53.82606226318651
2024-02-17,46.97547252059913
2024-02-18,30.33832600288694
2024-02-19,49.91143955313658
2024-02-20,60.67665200577388
2024-02-21,51.868750908161545
2024-02-22,53.82606226318651
2024-02-23,52.84740658567402
2024-02-24,50.89009523064906
2024-02-25,32.29563735791191
2024-02-26,58.71934065074892
2024-02-27,54.80471794069899
2024-02-28,52.84740658567402
2024-02-29,51.868750908161545
2024-03-01,52.84740658567402
2024-03-02,52.84740658567402
2024-03-03,33.274293035424385
2024-03-04,60.67665200577388
2024-03-05,53.82606226318651
2024-03-06,56.762029295723956
2024-03-07,53.82606226318651
2024-03-08,55.78337361821147
2024-03-09,49.91143955313658
2024-03-10,31.316981680399422
2024-03-11,57.740684973236434
2024-03-12,56.762029295723956
2024-03-13,54.80471794069899
2024-03-14,64.59127471582381
2024-03-15,55.78337361821147
2024-03-16,48.9327838756241
2024-03-17,33.274293035424385
2024-03-18,55.78337361821147
2024-03-19,55.78337361821147
2024-03-20,50.89009523064906
2024-03-21,54.80471794069899
2024-03-22,54.80471794069899
2024-03-23,47.95412819811162
2024-03-24,31.316981680399422
2024-03-25,58.71934065074892
2024-03-26,56.762029295723956
2024-03-27,57.740684973236434
2024-03-28,59.6979963282614
2024-03-29,60.67665200577388
2024-03-30,48.9327838756241
2024-03-31,28.381014647861978
2024-04-01,59.6979963282614
2024-04-02,59.6979963282614
2024-04-03,54.80471794069899
2024-04-04,51.868750908161545
2024-04-05,52.84740658567402
2024-04-06,45.01816116557417
2024-04-07,30.33832600288694
2024-04-08,49.91143955313658
2024-04-09,53.82606226318651
2024-04-10,54.80471794069899
2024-04-11,52.84740658567402
2024-04-12,56.762029295723956
2024-04-13,46.97547252059913
2024-04-14,31.316981680399422
2024-04-15,61.65530768328636
2024-04-16,58.71934065074892
2024-04-17,51.868750908161545
2024-04-18,53.82606226318651
2024-04-19,52.84740658567402
2024-04-20,46.97547252059913
2024-04-21,30.33832600288694
2024-04-22,57.740684973236434
2024-04-23,55.78337361821147
2024-04-24,52.84740658567402
2024-04-25,51.868750908161545
2024-04-26,50.89009523064906
2024-04-27,46.97547252059913
2024-04-28,30.33832600288694
2024-04-29,54.80471794069899
2024-04-30,52.84740658567402
2024-05-01,49.91143955313658
2024-05-02,50.89009523064906
2024-05-03,51.868750908161545
2024-05-04,44.039505488061685
2024-05-05,30.33832600288694
2024-05-06,57.740684973236434
2024-05-07,54.80471794069899
2024-05-08,54.80471794069899
2024-05-09,54.80471794069899
2024-05-10,55.78337361821147
2024-05-11,48.9327838756241
2024-05-12,31.316981680399422
2024-05-13,57.740684973236434
2024-05-14,56.762029295723956
2024-05-15,53.82606226318651
2024-05-16,50.89009523064906
2024-05-17,51.868750908161545
2024-05-18,45.01816116557417
2024-05-19,30.33832600288694
2024-05-20,54.80471794069899
2024-05-21,54.80471794069899
2024-05-22,53.82606226318651
2024-05-23,52.84740658567402
2024-05-24,52.84740658567402
2024-05-25,44.039505488061685
2024-05-26,27.402358970349496
2024-05-27,33.274293035424385
2024-05-28,58.71934065074892
2024-05-29,58.71934065074892
2024-05-30,55.78337361821147
2024-05-31,51.868750908161545
2024-06-01,47.95412819811162
2024-06-02,30.33832600288694
2024-06-03,57.740684973236434
2024-06-04,55.78337361821147
2024-06-05,54.80471794069899
2024-06-06,54.80471794069899
2024-06-07,53.82606226318651
2024-06-08,47.95412819811162
2024-06-09,30.33832600288694
2024-06-10,57.740684973236434
2024-06-11,57.740684973236434
2024-06-12,56.762029295723956
2024-06-13,56.762029295723956
2024-06-14,52.84740658567402
2024-06-15,44.039505488061685
2024-06-16,29.35967032537446
2024-06-17,57.740684973236434
2024-06-18,58.71934065074892
2024-06-19,58.71934065074892
2024-06-20,57.740684973236434
2024-06-21,56.762029295723956
2024-06-22,47.95412819811162
2024-06-23,29.35967032537446
2024-06-24,59.6979963282614
2024-06-25,57.740684973236434
2024-06-26,56.762029295723956
2024-06-27,56.762029295723956
2024-06-28,55.78337361821147
2024-06-29,47.95412819811162
2024-06-30,29.35967032537446
2024-07-01,60.67665200577388
2024-07-02,57.740684973236434
2024-07-03,55.78337361821147
2024-07-04,35.23160439044935
2024-07-05,54.80471794069899
2024-07-06,44.039505488061685
2024-07-07,28.381014647861978
2024-07-08,55.78337361821147
2024-07-09,53.82606226318651
2024-07-10,54.80471794069899
2024-07-11,53.82606226318651
2024-07-12,54.80471794069899
2024-07-13,45.99681684308665
2024-07-14,28.381014647861978
2024-07-15,57.740684973236434
2024-07-16,56.762029295723956
2024-07-17,54.80471794069899
2024-07-18,54.80471794069899
2024-07-19,56.762029295723956
2024-07-20,47.95412819811162
2024-07-21,29.35967032537446
2024-07-22,57.740684973236434
2024-07-23,60.67665200577388
2024-07-24,56.762029295723956
2024-07-25,56.762029295723956
2024-07-26,56.762029295723956
2024-07-27,45.99681684308665
2024-07-28,28.381014647861978
2024-07-29,55.78337361821147
2024-07-30,56.762029295723956
2024-07-31,53.82606226318651
2024-08-01,52.84740658567402
2024-08-02,54.80471794069899
2024-08-03,45.99681684308665
2024-08-04,30.33832600288694
2024-08-05,53.82606226318651
2024-08-06,52.84740658567402
2024-08-07,57.740684973236434
2024-08-08,51.868750908161545
2024-08-09,54.80471794069899
2024-08-10,45.01816116557417
2024-08-11,30.33832600288694
2024-08-12,64.59127471582381
2024-08-13,57.740684973236434
2024-08-14,52.84740658567402
2024-08-15,49.91143955313658
2024-08-16,52.84740658567402
2024-08-17,45.01816116557417
2024-08-18,29.35967032537446
2024-08-19,54.80471794069899
2024-08-20,53.33673442443026
2024-08-21,53.33673442443026
2024-08-22,53.82606226318651
2024-08-23,52.84740658567402
2024-08-24,45.99681684308665
2024-08-25,30.33832600288694
2024-08-26,55.29404577945523
2024-08-27,53.33673442443026
2024-08-28,51.379423069405306
2024-08-29,50.40076739189282
2024-08-30,52.35807874691778
2024-08-31,42.08219413303672
2024-09-01,27.402358970349496
2024-09-02,32.29563735791191
2024-09-03,55.78337361821147
2024-09-04,51.868750908161545
2024-09-05,49.91143955313658
2024-09-06,49.91143955313658
2024-09-07,45.99681684308665
2024-09-08,28.381014647861978
2024-09-09,54.80471794069899
2024-09-10,50.40076739189282
2024-09-11,49.91143955313658
2024-09-12,52.84740658567402
2024-09-13,49.422111714380335
2024-09-14,44.039505488061685
2024-09-15,26.913031131593254
2024-09-16,59.6979963282614
2024-09-17,49.91143955313658
2024-09-18,50.89009523064906
2024-09-19,47.95412819811162
2024-09-20,48.9327838756241
2024-09-21,46.97547252059913
2024-09-22,28.381014647861978
2024-09-23,51.868750908161545
