Time,espn
2022-07-29,24.0
2022-07-30,30.0
2022-07-31,35.0
2022-08-01,26.0
2022-08-02,32.0
2022-08-03,28.0
2022-08-04,28.0
2022-08-05,29.0
2022-08-06,33.0
2022-08-07,35.0
2022-08-08,24.0
2022-08-09,26.0
2022-08-10,32.0
2022-08-11,31.0
2022-08-12,29.0
2022-08-13,39.0
2022-08-14,41.0
2022-08-15,27.0
2022-08-16,26.0
2022-08-17,31.0
2022-08-18,33.0
2022-08-19,32.0
2022-08-20,42.0
2022-08-21,48.0
2022-08-22,32.0
2022-08-23,32.0
2022-08-24,31.0
2022-08-25,32.0
2022-08-26,33.0
2022-08-27,51.0
2022-08-28,64.0
2022-08-29,37.0
2022-08-30,41.0
2022-08-31,39.0
2022-09-01,49.0
2022-09-02,49.0
2022-09-03,89.0
2022-09-04,77.0
2022-09-05,56.0
2022-09-06,51.0
2022-09-07,50.0
2022-09-08,46.0
2022-09-09,43.0
2022-09-10,83.0
2022-09-11,100.0
2022-09-12,48.0
2022-09-13,45.0
2022-09-14,35.0
2022-09-15,34.0
2022-09-16,39.0
2022-09-17,73.0
2022-09-18,96.0
2022-09-19,46.0
2022-09-20,43.0
2022-09-21,32.0
2022-09-22,36.0
2022-09-23,40.0
2022-09-24,74.0
2022-09-25,85.0
2022-09-26,41.0
2022-09-27,39.0
2022-09-28,31.0
2022-09-29,33.0
2022-09-30,39.0
2022-10-01,76.0
2022-10-02,94.0
2022-10-03,42.0
2022-10-04,44.0
2022-10-05,34.0
2022-10-06,30.0
2022-10-07,45.0
2022-10-08,73.0
2022-10-09,95.0
2022-10-10,44.0
2022-10-11,49.0
2022-10-12,35.0
2022-10-13,38.0
2022-10-14,42.0
2022-10-15,68.0
2022-10-16,88.0
2022-10-17,45.0
2022-10-18,48.0
2022-10-19,39.0
2022-10-20,41.0
2022-10-21,48.0
2022-10-22,72.0
2022-10-23,84.0
2022-10-24,44.0
2022-10-25,39.0
2022-10-26,31.0
2022-10-27,34.0
2022-10-28,38.0
2022-10-29,68.0
2022-10-30,92.0
2022-10-31,41.0
2022-11-01,44.0
2022-11-02,37.0
2022-11-03,38.0
2022-11-04,41.0
2022-11-05,64.0
2022-11-06,77.0
2022-11-07,40.0
2022-11-08,42.0
2022-11-09,28.0
2022-11-10,32.0
2022-11-11,34.0
2022-11-12,59.0
2022-11-13,80.0
2022-11-14,41.0
2022-11-15,38.0
2022-11-16,34.0
2022-11-17,33.0
2022-11-18,36.0
2022-11-19,65.0
2022-11-20,75.0
2022-11-21,48.0
2022-11-22,45.0
2022-11-23,38.0
2022-11-24,52.0
2022-11-25,52.0
2022-11-26,67.0
2022-11-27,73.0
2022-11-28,45.0
2022-11-29,45.0
2022-11-30,36.0
2022-12-01,35.0
2022-12-02,37.0
2022-12-03,64.0
2022-12-04,77.0
2022-12-05,45.0
2022-12-06,43.0
2022-12-07,32.0
2022-12-08,34.0
2022-12-09,39.0
2022-12-10,43.0
2022-12-11,63.0
2022-12-12,40.0
2022-12-13,40.0
2022-12-14,32.0
2022-12-15,29.0
2022-12-16,36.0
2022-12-17,51.0
2022-12-18,67.0
2022-12-19,40.0
2022-12-20,37.0
2022-12-21,35.0
2022-12-22,35.0
2022-12-23,37.0
2022-12-24,53.0
2022-12-25,56.0
2022-12-26,40.0
2022-12-27,38.0
2022-12-28,37.0
2022-12-29,42.0
2022-12-30,49.0
2022-12-31,68.0
2023-01-01,82.0
2023-01-02,50.0
2023-01-03,86.0
2023-01-04,38.0
2023-01-05,35.0
2023-01-06,35.0
2023-01-07,46.0
2023-01-08,69.0
2023-01-09,49.0
2023-01-10,56.0
2023-01-11,29.0
2023-01-12,30.0
2023-01-13,29.0
2023-01-14,43.0
2023-01-15,66.0
2023-01-16,47.0
2023-01-17,47.0
2023-01-18,29.0
2023-01-19,29.0
2023-01-20,29.0
2023-01-21,47.0
2023-01-22,63.0
2023-01-23,35.0
2023-01-24,27.0
2023-01-25,28.0
2023-01-26,28.0
2023-01-27,28.0
2023-01-28,34.0
2023-01-29,51.0
2023-01-30,35.0
2023-01-31,25.0
2023-02-01,29.0
2023-02-02,25.0
2023-02-03,27.0
2023-02-04,34.0
2023-02-05,39.0
2023-02-06,25.0
2023-02-07,26.0
2023-02-08,28.0
2023-02-09,37.0
2023-02-10,30.0
2023-02-11,37.0
2023-02-12,49.0
2023-02-13,40.0
2023-02-14,26.0
2023-02-15,26.0
2023-02-16,30.0
2023-02-17,30.0
2023-02-18,33.0
2023-02-19,33.0
2023-02-20,25.0
2023-02-21,21.0
2023-02-22,23.0
2023-02-23,23.0
2023-02-24,27.0
2023-02-25,36.0
2023-02-26,43.0
2023-02-27,27.0
2023-02-28,25.0
2023-03-01,30.0
2023-03-02,31.0
2023-03-03,29.0
2023-03-04,40.0
2023-03-05,46.0
2023-03-06,28.0
2023-03-07,29.0
2023-03-08,30.0
2023-03-09,38.0
2023-03-10,39.0
2023-03-11,45.0
2023-03-12,51.0
2023-03-13,46.0
2023-03-14,51.0
2023-03-15,53.0
2023-03-16,84.0
2023-03-17,67.0
2023-03-18,67.0
2023-03-19,64.0
2023-03-20,44.0
2023-03-21,32.0
2023-03-22,32.0
2023-03-23,36.0
2023-03-24,44.0
2023-03-25,52.0
2023-03-26,56.0
2023-03-27,31.0
2023-03-28,30.0
2023-03-29,29.0
2023-03-30,38.0
2023-03-31,34.0
2023-04-01,48.0
2023-04-02,58.0
2023-04-03,32.0
2023-04-04,34.0
2023-04-05,35.0
2023-04-06,36.0
2023-04-07,36.0
2023-04-08,43.0
2023-04-09,48.0
2023-04-10,28.0
2023-04-11,28.0
2023-04-12,35.0
2023-04-13,31.0
2023-04-14,27.0
2023-04-15,44.0
2023-04-16,47.0
2023-04-17,33.0
2023-04-18,35.0
2023-04-19,38.0
2023-04-20,33.0
2023-04-21,36.0
2023-04-22,48.0
2023-04-23,56.0
2023-04-24,33.0
2023-04-25,36.0
2023-04-26,38.02203324313877
2023-04-27,44.78295322767684
2023-04-28,56.76130653266331
2023-04-29,65.10919984538074
2023-04-30,51.04387321221492
2023-05-01,30.717626594511017
2023-05-02,34.39157325086973
2023-05-03,36.978546579049095
2023-05-04,31.761113258600695
2023-05-05,31.761113258600695
2023-05-06,46.8699265558562
2023-05-07,52.0873598763046
2023-05-08,29.174139930421337
2023-05-09,35.43505991495941
2023-05-10,33.348086586780056
2023-05-11,36.978546579049095
2023-05-12,38.02203324313877
2023-05-13,48.956899884035565
2023-05-14,42.69597989949749
2023-05-15,26.5436799381523
2023-05-16,29.174139930421337
2023-05-17,38.02203324313877
2023-05-18,35.93505991495941
2023-05-19,41.1524932354078
2023-05-20,44.78295322767684
2023-05-21,52.0873598763046
2023-05-22,30.217626594511017
2023-05-23,36.978546579049095
2023-05-24,32.80459992269037
2023-05-25,28.130653266331656
2023-05-26,32.60919984538075
2023-05-27,34.783146501739466
2023-05-28,42.391959798994975
2023-05-29,29.348279860842673
2023-05-30,34.783146501739466
2023-05-31,26.0873598763046
2023-06-01,26.0873598763046
2023-06-02,32.60919984538075
2023-06-03,39.1310398144569
2023-06-04,41.304986470815614
2023-06-05,35.87011982991883
2023-06-06,26.0873598763046
2023-06-07,27.174333204483958
2023-06-08,32.60919984538075
2023-06-09,27.174333204483958
2023-06-10,39.1310398144569
2023-06-11,36.95709315809818
2023-06-12,25.000386548125242
2023-06-13,31.522226517201393
2023-06-14,26.0873598763046
2023-06-15,25.000386548125242
2023-06-16,28.261306532663315
2023-06-17,31.522226517201393
2023-06-18,33.696173173560105
2023-06-19,26.0873598763046
2023-06-20,25.000386548125242
2023-06-21,29.348279860842673
2023-06-22,31.522226517201393
2023-06-23,33.696173173560105
2023-06-24,30.435253189022035
2023-06-25,35.87011982991883
2023-06-26,21.739466563587165
2023-06-27,25.000386548125242
2023-06-28,23.913413219945884
2023-06-29,26.0873598763046
2023-06-30,39.1310398144569
2023-07-01,52.1747197526092
2023-07-02,42.391959798994975
2023-07-03,33.696173173560105
2023-07-04,40.21801314263626
2023-07-05,30.435253189022035
2023-07-06,32.60919984538075
2023-07-07,30.435253189022035
2023-07-08,35.87011982991883
2023-07-09,36.95709315809818
2023-07-10,23.913413219945884
2023-07-11,23.913413219945884
2023-07-12,22.826439891766526
2023-07-13,21.739466563587165
2023-07-14,21.739466563587165
2023-07-15,27.174333204483958
2023-07-16,34.783146501739466
2023-07-17,22.826439891766526
2023-07-18,22.826439891766526
2023-07-19,25.000386548125242
2023-07-20,25.000386548125242
2023-07-21,25.000386548125242
2023-07-22,30.435253189022035
2023-07-23,30.435253189022035
2023-07-24,23.913413219945884
2023-07-25,27.174333204483958
2023-07-26,28.261306532663315
2023-07-27,28.261306532663315
2023-07-28,25.000386548125242
2023-07-29,32.60919984538075
2023-07-30,38.04406648627754
2023-07-31,25.000386548125242
2023-08-01,29.348279860842673
2023-08-02,28.261306532663315
2023-08-03,30.435253189022035
2023-08-04,30.435253189022035
2023-08-05,34.783146501739466
2023-08-06,41.304986470815614
2023-08-07,26.0873598763046
2023-08-08,28.261306532663315
2023-08-09,28.261306532663315
2023-08-10,30.435253189022035
2023-08-11,29.348279860842673
2023-08-12,40.21801314263626
2023-08-13,41.304986470815614
2023-08-14,28.261306532663315
2023-08-15,29.348279860842673
2023-08-16,31.522226517201393
2023-08-17,30.435253189022035
2023-08-18,31.522226517201393
2023-08-19,39.1310398144569
2023-08-20,47.82682643989177
2023-08-21,29.348279860842673
2023-08-22,31.522226517201393
2023-08-23,33.696173173560105
2023-08-24,34.783146501739466
2023-08-25,32.60919984538075
2023-08-26,51.08774642442984
2023-08-27,55.43563973714728
2023-08-28,38.04406648627754
2023-08-29,36.95709315809818
2023-08-30,40.21801314263626
2023-08-31,40.21801314263626
2023-09-01,66.30537301894086
2023-09-02,97.82759953614224
2023-09-03,80.43602628527252
2023-09-04,60.87050637804407
2023-09-05,58.69655972168535
2023-09-06,53.26169308078856
2023-09-07,52.1747197526092
2023-09-08,54.348666408967915
2023-09-09,95.65365287978354
2023-09-10,108.69733281793583
2023-09-11,52.1747197526092
2023-09-12,57.60958639350599
2023-09-13,35.87011982991883
2023-09-14,36.95709315809818
2023-09-15,41.304986470815614
2023-09-16,71.74023965983766
2023-09-17,104.3494395052184
2023-09-18,44.56590645535369
2023-09-19,46.73985311171241
2023-09-20,34.783146501739466
2023-09-21,33.696173173560105
2023-09-22,40.21801314263626
2023-09-23,73.91418631619636
2023-09-24,89.13181291070738
2023-09-25,44.56590645535369
2023-09-26,43.47893312717433
2023-09-27,35.87011982991883
2023-09-28,35.87011982991883
2023-09-29,41.304986470815614
2023-09-30,68.47931967529958
2023-10-01,96.74062620796289
2023-10-02,40.21801314263626
2023-10-03,41.304986470815614
2023-10-04,35.87011982991883
2023-10-05,34.783146501739466
2023-10-06,36.95709315809818
2023-10-07,66.30537301894086
2023-10-08,86.95786625434866
2023-10-09,45.65287978353305
2023-10-10,43.47893312717433
2023-10-11,33.696173173560105
2023-10-12,38.04406648627754
2023-10-13,40.21801314263626
2023-10-14,68.47931967529958
2023-10-15,79.34905295709316
2023-10-16,42.391959798994975
2023-10-17,41.304986470815614
2023-10-18,33.696173173560105
2023-10-19,35.87011982991883
2023-10-20,40.21801314263626
2023-10-21,60.87050637804407
2023-10-22,80.43602628527252
2023-10-23,46.73985311171241
2023-10-24,47.82682643989177
2023-10-25,40.21801314263626
2023-10-26,36.95709315809818
2023-10-27,38.04406648627754
2023-10-28,68.47931967529958
2023-10-29,78.2620796289138
2023-10-30,38.04406648627754
2023-10-31,45.65287978353305
2023-11-01,39.1310398144569
2023-11-02,38.04406648627754
2023-11-03,38.04406648627754
2023-11-04,61.957479706223424
2023-11-05,84.78391959798995
2023-11-06,42.391959798994975
2023-11-07,41.304986470815614
2023-11-08,32.60919984538075
2023-11-09,33.696173173560105
2023-11-10,38.04406648627754
2023-11-11,63.044453034402785
2023-11-12,84.78391959798995
2023-11-13,43.47893312717433
2023-11-14,43.47893312717433
2023-11-15,42.391959798994975
2023-11-16,38.04406648627754
2023-11-17,44.56590645535369
2023-11-18,66.30537301894086
2023-11-19,82.60997294163123
2023-11-20,44.56590645535369
2023-11-21,51.08774642442984
2023-11-22,38.04406648627754
2023-11-23,55.43563973714728
2023-11-24,57.60958639350599
2023-11-25,67.39234634712021
2023-11-26,75.00115964437572
2023-11-27,42.391959798994975
2023-11-28,38.04406648627754
2023-11-29,34.783146501739466
2023-11-30,32.60919984538075
2023-12-01,41.304986470815614
2023-12-02,64.13142636258215
2023-12-03,93.47970622342481
2023-12-04,46.73985311171241
2023-12-05,39.1310398144569
2023-12-06,32.60919984538075
2023-12-07,33.696173173560105
2023-12-08,33.696173173560105
2023-12-09,42.391959798994975
2023-12-10,65.2183996907615
2023-12-11,44.56590645535369
2023-12-12,41.304986470815614
2023-12-13,31.522226517201393
2023-12-14,30.435253189022035
2023-12-15,38.04406648627754
2023-12-16,51.08774642442984
2023-12-17,71.74023965983766
2023-12-18,38.04406648627754
2023-12-19,40.21801314263626
2023-12-20,34.783146501739466
2023-12-21,34.783146501739466
2023-12-22,39.49298033724404
2023-12-23,47.73972460366018
2023-12-24,63.14623980831309
2023-12-25,60.21616283147782
2023-12-26,49.693109254883694
2023-12-27,34.719799711752856
2023-12-28,39.05977467572196
2023-12-29,47.73972460366018
2023-12-30,57.39636685721015
2023-12-31,77.14285702583217
2024-01-01,72.80288206186306
2024-01-02,64.12293213392485
2024-01-03,35.696492037364614
2024-01-04,30.37982474778375
2024-01-05,30.813030409305828
2024-01-06,44.809647626824905
2024-01-07,68.46290709789395
2024-01-08,49.14962259079401
2024-01-09,55.44298220598664
2024-01-10,35.696492037364614
2024-01-11,38.0830823501102
2024-01-12,37.10639002449845
2024-01-13,51.103007242017526
2024-01-14,67.4862147722822
2024-01-15,56.41967453159839
2024-01-16,47.196237939570494
2024-01-17,31.789722734917582
2024-01-18,31.35651707339551
2024-01-19,29.403132422171993
2024-01-20,53.05639189324104
2024-01-21,73.64496245875327
2024-01-22,38.12209821394287
2024-01-23,29.45798498350131
2024-01-24,31.19080762958962
2024-01-25,31.19080762958962
2024-01-26,29.45798498350131
2024-01-27,35.5228642448104
2024-01-28,46.786211444384435
2024-01-29,35.5228642448104
2024-01-30,24.25951704523637
2024-01-31,24.25951704523637
2024-02-01,24.25951704523637
2024-02-02,23.393105722192217
2024-02-03,28.59157366045715
2024-02-04,33.79004159872209
2024-02-05,21.6602830761039
2024-02-06,21.6602830761039
2024-02-07,25.125928368280526
2024-02-08,27.725162337412996
2024-02-09,26.858751014368842
2024-02-10,32.057218952633775
2024-02-11,38.12209821394287
2024-02-12,37.255686890898716
2024-02-13,22.52669439914806
2024-02-14,24.25951704523637
2024-02-15,25.992339691324684
2024-02-16,24.25951704523637
2024-02-17,28.59157366045715
2024-02-18,29.45798498350131
2024-02-19,22.52669439914806
2024-02-20,19.927460430015593
2024-02-21,21.6602830761039
2024-02-22,20.793871753059747
2024-02-23,23.393105722192217
2024-02-24,28.59157366045715
2024-02-25,32.057218952633775
2024-02-26,21.6602830761039
2024-02-27,21.6602830761039
2024-02-28,25.125928368280526
2024-02-29,23.393105722192217
2024-03-01,23.393105722192217
2024-03-02,32.057218952633775
2024-03-03,32.92363027567794
2024-03-04,24.25951704523637
2024-03-05,24.25951704523637
2024-03-06,25.125928368280526
2024-03-07,25.125928368280526
2024-03-08,26.858751014368842
2024-03-09,34.656452921766245
2024-03-10,41.587743506119494
2024-03-11,31.19080762958962
2024-03-12,31.19080762958962
2024-03-13,30.324396306545466
2024-03-14,32.92363027567794
2024-03-15,34.656452921766245
2024-03-16,38.12209821394287
2024-03-17,46.786211444384435
2024-03-18,44.186977475251965
2024-03-19,43.3205661522078
2024-03-20,45.91980012134027
2024-03-21,79.70984172006237
2024-03-22,65.84726055135587
2024-03-23,59.78238129004677
2024-03-24,57.1831473209143
2024-03-25,42.45415482916365
2024-03-26,31.19080762958962
2024-03-27,26.858751014368842
2024-03-28,37.255686890898716
2024-03-29,45.91980012134027
2024-03-30,53.717502028737684
2024-03-31,56.31673599787015
2024-04-01,40.72133218307534
2024-04-02,41.587743506119494
2024-04-03,32.057218952633775
2024-04-04,28.59157366045715
2024-04-05,32.92363027567794
2024-04-06,51.118268059605214
2024-04-07,54.58391335178184
2024-04-08,27.725162337412996
2024-04-09,38.12209821394287
2024-04-10,28.59157366045715
2024-04-11,32.92363027567794
2024-04-12,31.19080762958962
2024-04-13,38.988509536987024
2024-04-14,40.72133218307534
2024-04-15,25.125928368280526
2024-04-16,27.725162337412996
2024-04-17,32.057218952633775
2024-04-18,25.992339691324684
2024-04-19,23.393105722192217
2024-04-20,38.988509536987024
2024-04-21,45.91980012134027
2024-04-22,25.992339691324684
2024-04-23,29.45798498350131
2024-04-24,31.19080762958962
2024-04-25,33.79004159872209
2024-04-26,49.3854454135169
2024-04-27,55.45032467482599
2024-04-28,40.72133218307534
2024-04-29,25.992339691324684
2024-04-30,29.45798498350131
2024-05-01,28.59157366045715
2024-05-02,27.725162337412996
2024-05-03,28.59157366045715
2024-05-04,36.389275567854554
2024-05-05,39.854920860031186
2024-05-06,22.52669439914806
2024-05-07,27.725162337412996
2024-05-08,28.59157366045715
2024-05-09,26.858751014368842
2024-05-10,28.59157366045715
2024-05-11,37.255686890898716
2024-05-12,36.389275567854554
2024-05-13,25.992339691324684
2024-05-14,27.725162337412996
2024-05-15,31.19080762958962
2024-05-16,32.92363027567794
2024-05-17,38.988509536987024
2024-05-18,39.854920860031186
2024-05-19,44.186977475251965
2024-05-20,25.992339691324684
2024-05-21,24.25951704523637
2024-05-22,29.45798498350131
2024-05-23,29.45798498350131
2024-05-24,25.992339691324684
2024-05-25,36.389275567854554
2024-05-26,37.255686890898716
2024-05-27,31.19080762958962
2024-05-28,25.125928368280526
2024-05-29,28.59157366045715
2024-05-30,24.25951704523637
2024-05-31,29.45798498350131
2024-06-01,33.79004159872209
2024-06-02,36.389275567854554
2024-06-03,25.125928368280526
2024-06-04,22.52669439914806
2024-06-05,22.52669439914806
2024-06-06,25.125928368280526
2024-06-07,32.057218952633775
2024-06-08,29.45798498350131
2024-06-09,35.5228642448104
2024-06-10,28.59157366045715
2024-06-11,22.52669439914806
2024-06-12,24.25951704523637
2024-06-13,32.057218952633775
2024-06-14,25.992339691324684
2024-06-15,33.79004159872209
2024-06-16,32.92363027567794
2024-06-17,26.858751014368842
2024-06-18,29.45798498350131
2024-06-19,28.59157366045715
2024-06-20,24.25951704523637
2024-06-21,21.6602830761039
2024-06-22,28.59157366045715
2024-06-23,33.79004159872209
2024-06-24,22.52669439914806
2024-06-25,27.725162337412996
2024-06-26,25.125928368280526
2024-06-27,33.79004159872209
2024-06-28,23.393105722192217
2024-06-29,27.725162337412996
2024-06-30,31.19080762958962
2024-07-01,25.125928368280526
2024-07-02,22.52669439914806
2024-07-03,24.25951704523637
2024-07-04,25.992339691324684
2024-07-05,24.25951704523637
2024-07-06,31.19080762958962
2024-07-07,28.59157366045715
2024-07-08,20.793871753059747
2024-07-09,22.52669439914806
2024-07-10,25.125928368280526
2024-07-11,25.125928368280526
2024-07-12,22.52669439914806
2024-07-13,25.992339691324684
2024-07-14,29.45798498350131
2024-07-15,20.793871753059747
2024-07-16,19.927460430015593
2024-07-17,20.793871753059747
2024-07-18,21.6602830761039
2024-07-19,21.6602830761039
2024-07-20,25.992339691324684
2024-07-21,27.725162337412996
2024-07-22,19.061049106971435
2024-07-23,19.927460430015593
2024-07-24,21.6602830761039
2024-07-25,22.52669439914806
2024-07-26,19.927460430015593
2024-07-27,25.125928368280526
2024-07-28,30.324396306545466
2024-07-29,21.6602830761039
2024-07-30,26.858751014368842
2024-07-31,28.59157366045715
2024-08-01,22.52669439914806
2024-08-02,25.992339691324684
2024-08-03,28.59157366045715
2024-08-04,29.45798498350131
2024-08-05,21.6602830761039
2024-08-06,25.125928368280526
2024-08-07,25.125928368280526
2024-08-08,30.324396306545466
2024-08-09,26.858751014368842
2024-08-10,35.5228642448104
2024-08-11,33.79004159872209
2024-08-12,22.52669439914806
2024-08-13,24.25951704523637
2024-08-14,25.125928368280526
2024-08-15,29.45798498350131
2024-08-16,27.725162337412996
2024-08-17,33.79004159872209
2024-08-18,38.988509536987024
2024-08-19,25.992339691324684
2024-08-20,26.858751014368842
2024-08-21,28.59157366045715
2024-08-22,30.324396306545466
2024-08-23,30.324396306545466
2024-08-24,50.25185673656105
2024-08-25,51.118268059605214
2024-08-26,37.255686890898716
2024-08-27,38.12209821394287
2024-08-28,38.12209821394287
2024-08-29,41.587743506119494
2024-08-30,50.25185673656105
2024-08-31,74.51137378179743
2024-09-01,70.17931716657665
2024-09-02,64.11443790526755
2024-09-03,53.717502028737684
2024-09-04,48.51903409047274
2024-09-05,50.25185673656105
2024-09-06,45.91980012134027
2024-09-07,83.17548701223899
2024-09-08,86.6411323044156
2024-09-09,45.91980012134027
2024-09-10,45.05338879829612
2024-09-11,32.057218952633775
2024-09-12,39.854920860031186
2024-09-13,42.45415482916365
2024-09-14,64.11443790526755
2024-09-15,77.1106077509299
2024-09-16,39.854920860031186
2024-09-17,43.3205661522078
2024-09-18,31.19080762958962
2024-09-19,30.324396306545466
2024-09-20,33.79004159872209
2024-09-21,54.58391335178184
2024-09-22,69.31290584353249
2024-09-23,38.988509536987024
2024-09-24,35.5228642448104
2024-09-25,29.45798498350131
2024-09-26,29.45798498350131
2024-09-27,33.79004159872209
2024-09-28,54.58391335178184
2024-09-29,70.17931716657665
2024-09-30,39.854920860031186
2024-10-01,40.72133218307534
2024-10-02,33.79004159872209
2024-10-03,31.19080762958962
2024-10-04,33.79004159872209
2024-10-05,53.717502028737684
2024-10-06,72.77855113570911
2024-10-07,38.988509536987024
2024-10-08,40.72133218307534
2024-10-09,31.19080762958962
2024-10-10,34.656452921766245
2024-10-11,35.5228642448104
2024-10-12,55.45032467482599
2024-10-13,65.84726055135587
2024-10-14,39.854920860031186
2024-10-15,39.854920860031186
2024-10-16,30.324396306545466
2024-10-17,32.057218952633775
2024-10-18,34.656452921766245
2024-10-19,54.58391335178184
2024-10-20,64.11443790526755
2024-10-21,38.988509536987024
2024-10-22,37.255686890898716
2024-10-23,32.057218952633775
2024-10-24,31.19080762958962
2024-10-25,32.92363027567794
2024-10-26,60.64879261309093
2024-10-27,64.11443790526755
2024-10-28,34.656452921766245
2024-10-29,38.12209821394287
2024-10-30,32.057218952633775
2024-10-31,35.5228642448104
2024-11-01,29.45798498350131
2024-11-02,46.786211444384435
2024-11-03,56.31673599787015
2024-11-04,33.79004159872209
2024-11-05,34.656452921766245
2024-11-06,18.194637783927277
2024-11-07,26.858751014368842
2024-11-08,29.45798498350131
2024-11-09,43.3205661522078
2024-11-10,59.78238129004677
2024-11-11,32.92363027567794
2024-11-12,29.45798498350131
2024-11-13,25.992339691324684
2024-11-14,26.858751014368842
2024-11-15,28.59157366045715
2024-11-16,48.51903409047274
2024-11-17,57.1831473209143
2024-11-18,33.79004159872209
2024-11-19,31.19080762958962
2024-11-20,26.858751014368842
2024-11-21,25.125928368280526
2024-11-22,30.324396306545466
2024-11-23,45.05338879829612
2024-11-24,54.58391335178184
2024-11-25,32.92363027567794
