Time,trump_news
2022-09-14,22.98748639825898
2022-09-15,24.16322089227421
2022-09-16,22.48748639825898
2022-09-17,20.13601741022851
2022-09-18,17.784548422198043
2022-09-19,21.311751904243742
2022-09-20,24.66322089227421
2022-09-21,33.893362350380855
2022-09-22,33.393362350380855
2022-09-23,29.366158868335148
2022-09-24,25.838955386289445
2022-09-25,21.811751904243742
2022-09-26,22.98748639825898
2022-09-27,22.48748639825898
2022-09-28,22.974972796517957
2022-09-29,21.623503808487488
2022-09-30,20.27203482045702
2022-10-01,18.92056583242655
2022-10-02,18.92056583242655
2022-10-03,20.27203482045702
2022-10-04,20.27203482045702
2022-10-05,20.27203482045702
2022-10-06,20.27203482045702
2022-10-07,18.92056583242655
2022-10-08,17.569096844396086
2022-10-09,18.92056583242655
2022-10-10,17.569096844396086
2022-10-11,17.569096844396086
2022-10-12,18.92056583242655
2022-10-13,25.67791077257889
2022-10-14,29.732317736670296
2022-10-15,20.27203482045702
2022-10-16,20.27203482045702
2022-10-17,20.27203482045702
2022-10-18,20.27203482045702
2022-10-19,21.623503808487488
2022-10-20,22.974972796517957
2022-10-21,22.974972796517957
2022-10-22,18.92056583242655
2022-10-23,18.92056583242655
2022-10-24,20.27203482045702
2022-10-25,18.92056583242655
2022-10-26,18.92056583242655
2022-10-27,17.569096844396086
2022-10-28,18.92056583242655
2022-10-29,17.569096844396086
2022-10-30,17.569096844396086
2022-10-31,18.92056583242655
2022-11-01,17.569096844396086
2022-11-02,17.569096844396086
2022-11-03,17.569096844396086
2022-11-04,18.92056583242655
2022-11-05,16.217627856365617
2022-11-06,14.866158868335148
2022-11-07,17.569096844396086
2022-11-08,21.623503808487488
2022-11-09,28.380848748639828
2022-11-10,29.732317736670296
2022-11-11,31.083786724700765
2022-11-12,28.380848748639828
2022-11-13,33.7867247007617
2022-11-14,28.380848748639828
2022-11-15,56.761697497279656
2022-11-16,132.44396082698586
2022-11-17,32.435255712731234
2022-11-18,28.380848748639828
2022-11-19,27.02937976060936
2022-11-20,25.67791077257889
2022-11-21,21.623503808487488
2022-11-22,21.623503808487488
2022-11-23,22.974972796517957
2022-11-24,20.27203482045702
2022-11-25,18.92056583242655
2022-11-26,18.92056583242655
2022-11-27,18.92056583242655
2022-11-28,18.92056583242655
2022-11-29,20.27203482045702
2022-11-30,20.27203482045702
2022-12-01,20.27203482045702
2022-12-02,20.27203482045702
2022-12-03,20.27203482045702
2022-12-04,28.380848748639828
2022-12-05,28.380848748639828
2022-12-06,33.7867247007617
2022-12-07,37.8411316648531
2022-12-08,27.02937976060936
2022-12-09,22.974972796517957
2022-12-10,20.27203482045702
2022-12-11,18.92056583242655
2022-12-12,18.92056583242655
2022-12-13,18.92056583242655
2022-12-14,20.27203482045702
2022-12-15,27.02937976060936
2022-12-16,28.380848748639828
2022-12-17,21.623503808487488
2022-12-18,20.27203482045702
2022-12-19,31.083786724700765
2022-12-20,33.7867247007617
2022-12-21,29.732317736670296
2022-12-22,27.02937976060936
2022-12-23,25.67791077257889
2022-12-24,22.974972796517957
2022-12-25,20.27203482045702
2022-12-26,22.974972796517957
2022-12-27,22.974972796517957
2022-12-28,21.623503808487488
2022-12-29,22.974972796517957
2022-12-30,22.974972796517957
2022-12-31,20.27203482045702
2023-01-01,18.92056583242655
2023-01-02,18.92056583242655
2023-01-03,20.27203482045702
2023-01-04,18.92056583242655
2023-01-05,18.92056583242655
2023-01-06,17.569096844396086
2023-01-07,16.217627856365617
2023-01-08,16.217627856365617
2023-01-09,16.217627856365617
2023-01-10,16.217627856365617
2023-01-11,13.51468988030468
2023-01-12,13.51468988030468
2023-01-13,13.51468988030468
2023-01-14,13.51468988030468
2023-01-15,12.163220892274213
2023-01-16,12.163220892274213
2023-01-17,13.51468988030468
2023-01-18,13.51468988030468
2023-01-19,13.51468988030468
2023-01-20,14.866158868335148
2023-01-21,13.51468988030468
2023-01-22,12.163220892274213
2023-01-23,12.163220892274213
2023-01-24,13.51468988030468
2023-01-25,13.51468988030468
2023-01-26,13.51468988030468
2023-01-27,13.51468988030468
2023-01-28,13.51468988030468
2023-01-29,13.51468988030468
2023-01-30,13.51468988030468
2023-01-31,13.51468988030468
2023-02-01,13.51468988030468
2023-02-02,13.51468988030468
2023-02-03,13.51468988030468
2023-02-04,13.51468988030468
2023-02-05,14.866158868335148
2023-02-06,13.51468988030468
2023-02-07,13.51468988030468
2023-02-08,13.51468988030468
2023-02-09,12.163220892274213
2023-02-10,14.866158868335148
2023-02-11,13.51468988030468
2023-02-12,13.51468988030468
2023-02-13,13.51468988030468
2023-02-14,13.51468988030468
2023-02-15,13.51468988030468
2023-02-16,16.217627856365617
2023-02-17,14.866158868335148
2023-02-18,14.866158868335148
2023-02-19,13.51468988030468
2023-02-20,13.51468988030468
2023-02-21,13.51468988030468
2023-02-22,17.569096844396086
2023-02-23,16.217627856365617
2023-02-24,13.51468988030468
2023-02-25,13.51468988030468
2023-02-26,13.51468988030468
2023-02-27,13.51468988030468
2023-02-28,13.51468988030468
2023-03-01,13.51468988030468
2023-03-02,13.51468988030468
2023-03-03,12.163220892274213
2023-03-04,13.51468988030468
2023-03-05,14.866158868335148
2023-03-06,13.51468988030468
2023-03-07,13.51468988030468
2023-03-08,13.51468988030468
2023-03-09,14.866158868335148
2023-03-10,16.217627856365617
2023-03-11,14.866158868335148
2023-03-12,14.866158868335148
2023-03-13,14.866158868335148
2023-03-14,14.866158868335148
2023-03-15,13.51468988030468
2023-03-16,14.866158868335148
2023-03-17,17.569096844396086
2023-03-18,52.70729053318825
2023-03-19,47.30141458106638
2023-03-20,45.94994559303591
2023-03-21,135.1468988030468
2023-03-22,101.3601741022851
2023-03-23,55.41022850924919
2023-03-24,43.247007616974976
2023-03-25,35.13819368879217
2023-03-26,28.380848748639828
2023-03-27,33.7867247007617
2023-03-28,28.380848748639828
2023-03-29,21.623503808487488
2023-03-30,71.6278563656148
2023-03-31,90.54842219804135
2023-04-01,41.89553862894451
2023-04-02,32.435255712731234
2023-04-03,37.8411316648531
2023-04-04,112.17192600652885
2023-04-05,66.22198041349293
2023-04-06,35.13819368879217
2023-04-07,28.380848748639828
2023-04-08,20.27203482045702
2023-04-09,20.27203482045702
2023-04-10,22.974972796517957
2023-04-11,21.623503808487488
2023-04-12,21.623503808487488
2023-04-13,20.27203482045702
2023-04-14,20.27203482045702
2023-04-15,17.569096844396086
2023-04-16,16.217627856365617
2023-04-17,17.569096844396086
2023-04-18,17.569096844396086
2023-04-19,17.569096844396086
2023-04-20,16.217627856365617
2023-04-21,16.217627856365617
2023-04-22,14.866158868335148
2023-04-23,13.51468988030468
2023-04-24,17.569096844396086
2023-04-25,18.92056583242655
2023-04-26,20.27203482045702
2023-04-27,19.8497007616975
2023-04-28,19.8497007616975
2023-04-29,16.555495103373232
2023-04-30,15.035092491838956
2023-05-01,16.555495103373232
2023-05-02,17.653563656147988
2023-05-03,20.27203482045702
2023-05-04,19.173966267682264
2023-05-05,18.751632208922743
2023-05-06,18.751632208922743
2023-05-07,18.075897714907512
2023-05-08,20.27203482045702
2023-05-09,62.336507072905334
2023-05-10,48.82181719260066
2023-05-11,33.786724700761695
2023-05-12,23.988574537540806
2023-05-13,19.173966267682264
2023-05-14,17.653563656147988
2023-05-15,17.653563656147988
2023-05-16,18.751632208922743
2023-05-17,17.231229597388467
2023-05-18,16.13316104461371
2023-05-19,16.13316104461371
2023-05-20,15.035092491838956
2023-05-21,15.035092491838956
2023-05-22,16.13316104461371
2023-05-23,18.075897714907512
2023-05-24,17.231229597388467
2023-05-25,17.653563656147988
2023-05-26,17.738030467899893
2023-05-27,16.048694232861806
2023-05-28,16.048694232861806
2023-05-29,16.893362350380848
2023-05-30,16.893362350380848
2023-05-31,17.738030467899893
2023-06-01,18.582698585418935
2023-06-02,16.893362350380848
2023-06-03,14.359357997823722
2023-06-04,16.048694232861806
2023-06-05,17.738030467899893
2023-06-06,19.427366702937977
2023-06-07,21.11670293797606
2023-06-08,31.252720348204573
2023-06-09,75.17546245919478
2023-06-10,45.61207834602829
2023-06-11,28.718715995647443
2023-06-12,30.408052230685527
2023-06-13,74.33079434167574
2023-06-14,45.61207834602829
2023-06-15,31.252720348204573
2023-06-16,28.718715995647443
2023-06-17,24.495375408052233
2023-06-18,21.961371055495103
2023-06-19,24.495375408052233
2023-06-20,29.563384113166485
2023-06-21,25.340043525571275
2023-06-22,23.65070729053319
2023-06-23,23.65070729053319
2023-06-24,21.11670293797606
2023-06-25,21.11670293797606
2023-06-26,19.427366702937977
2023-06-27,22.806039173014145
2023-06-28,20.27203482045702
2023-06-29,17.738030467899893
2023-06-30,19.427366702937977
2023-07-01,18.582698585418935
2023-07-02,18.582698585418935
2023-07-03,16.048694232861806
2023-07-04,16.893362350380848
2023-07-05,18.582698585418935
2023-07-06,18.582698585418935
2023-07-07,16.893362350380848
2023-07-08,16.048694232861806
2023-07-09,16.048694232861806
2023-07-10,17.738030467899893
2023-07-11,16.893362350380848
2023-07-12,16.893362350380848
2023-07-13,16.048694232861806
2023-07-14,16.893362350380848
2023-07-15,16.048694232861806
2023-07-16,16.048694232861806
2023-07-17,18.582698585418935
2023-07-18,24.495375408052233
2023-07-19,25.340043525571275
2023-07-20,21.961371055495103
2023-07-21,23.65070729053319
2023-07-22,19.427366702937977
2023-07-23,16.893362350380848
2023-07-24,21.11670293797606
2023-07-25,21.961371055495103
2023-07-26,19.427366702937977
2023-07-27,26.184711643090317
2023-07-28,27.02937976060936
2023-07-29,21.961371055495103
2023-07-30,20.27203482045702
2023-07-31,22.806039173014145
2023-08-01,40.54406964091404
2023-08-02,46.45674646354733
2023-08-03,45.61207834602829
2023-08-04,35.47606093579979
2023-08-05,30.408052230685527
2023-08-06,26.184711643090317
2023-08-07,32.09738846572361
2023-08-08,31.252720348204573
2023-08-09,27.02937976060936
2023-08-10,25.340043525571275
2023-08-11,25.340043525571275
2023-08-12,21.11670293797606
2023-08-13,20.27203482045702
2023-08-14,27.02937976060936
2023-08-15,60.816104461371054
2023-08-16,41.38873775843308
2023-08-17,33.786724700761695
2023-08-18,31.252720348204573
2023-08-19,23.65070729053319
2023-08-20,22.806039173014145
2023-08-21,27.8740478781284
2023-08-22,29.563384113166485
2023-08-23,30.408052230685527
2023-08-24,50.68008705114255
2023-08-25,84.46681175190425
2023-08-26,39.699401523395
2023-08-27,30.408052230685527
2023-08-28,30.408052230685527
2023-08-29,27.02937976060936
2023-08-30,23.65070729053319
2023-08-31,24.495375408052233
2023-09-01,20.27203482045702
2023-09-02,19.427366702937977
2023-09-03,19.427366702937977
2023-09-04,20.27203482045702
2023-09-05,21.11670293797606
2023-09-06,21.11670293797606
2023-09-07,19.427366702937977
2023-09-08,19.427366702937977
2023-09-09,18.582698585418935
2023-09-10,16.048694232861806
2023-09-11,18.582698585418935
2023-09-12,18.582698585418935
2023-09-13,18.582698585418935
2023-09-14,18.582698585418935
2023-09-15,16.048694232861806
2023-09-16,16.048694232861806
2023-09-17,15.204026115342764
2023-09-18,17.738030467899893
2023-09-19,18.582698585418935
2023-09-20,19.427366702937977
2023-09-21,18.582698585418935
2023-09-22,17.738030467899893
2023-09-23,15.204026115342764
2023-09-24,16.048694232861806
2023-09-25,16.893362350380848
2023-09-26,22.806039173014145
2023-09-27,31.252720348204573
2023-09-28,27.8740478781284
2023-09-29,22.806039173014145
2023-09-30,21.961371055495103
2023-10-01,20.27203482045702
2023-10-02,32.94205658324265
2023-10-03,37.16539717083787
2023-10-04,38.01006528835691
2023-10-05,30.408052230685527
2023-10-06,28.718715995647443
2023-10-07,23.65070729053319
2023-10-08,21.11670293797606
2023-10-09,23.65070729053319
2023-10-10,24.495375408052233
2023-10-11,24.495375408052233
2023-10-12,24.495375408052233
2023-10-13,23.65070729053319
2023-10-14,19.427366702937977
2023-10-15,16.893362350380848
2023-10-16,22.806039173014145
2023-10-17,19.427366702937977
2023-10-18,21.11670293797606
2023-10-19,22.806039173014145
2023-10-20,25.340043525571275
2023-10-21,21.961371055495103
2023-10-22,20.27203482045702
2023-10-23,22.806039173014145
2023-10-24,26.184711643090317
2023-10-25,27.8740478781284
2023-10-26,27.8740478781284
2023-10-27,27.02937976060936
2023-10-28,21.961371055495103
2023-10-29,19.427366702937977
2023-10-30,26.184711643090317
2023-10-31,27.02937976060936
2023-11-01,27.8740478781284
2023-11-02,24.495375408052233
2023-11-03,24.495375408052233
2023-11-04,18.582698585418935
2023-11-05,16.893362350380848
2023-11-06,33.786724700761695
2023-11-07,30.408052230685527
2023-11-08,30.408052230685527
2023-11-09,26.184711643090317
2023-11-10,21.961371055495103
2023-11-11,16.893362350380848
2023-11-12,17.738030467899893
2023-11-13,22.806039173014145
2023-11-14,23.65070729053319
2023-11-15,20.27203482045702
2023-11-16,20.27203482045702
2023-11-17,19.427366702937977
2023-11-18,16.893362350380848
2023-11-19,16.893362350380848
2023-11-20,18.582698585418935
2023-11-21,19.427366702937977
2023-11-22,18.582698585418935
2023-11-23,16.893362350380848
2023-11-24,16.048694232861806
2023-11-25,16.048694232861806
2023-11-26,16.893362350380848
2023-11-27,17.738030467899893
2023-11-28,17.738030467899893
2023-11-29,19.427366702937977
2023-11-30,17.738030467899893
2023-12-01,17.738030467899893
2023-12-02,15.204026115342764
2023-12-03,13.51468988030468
2023-12-04,16.893362350380848
2023-12-05,17.738030467899893
2023-12-06,17.738030467899893
2023-12-07,17.738030467899893
2023-12-08,16.893362350380848
2023-12-09,15.204026115342764
2023-12-10,15.204026115342764
2023-12-11,16.048694232861806
2023-12-12,17.738030467899893
2023-12-13,17.738030467899893
2023-12-14,16.893362350380848
2023-12-15,17.738030467899893
2023-12-16,15.204026115342764
2023-12-17,16.048694232861806
2023-12-18,16.893362350380848
2023-12-19,21.961371055495103
2023-12-20,41.38873775843308
2023-12-21,23.65070729053319
2023-12-22,23.86187431991295
2023-12-23,17.315696409140372
2023-12-24,16.893362350380848
2023-12-25,15.626360174102285
2023-12-26,17.73803046789989
2023-12-27,22.172538084874866
2023-12-28,17.315696409140372
2023-12-29,25.128876496191513
2023-12-30,17.315696409140372
2023-12-31,16.048694232861806
2024-01-01,16.893362350380848
2024-01-02,17.315696409140372
2024-01-03,22.172538084874866
2024-01-04,22.594872143634383
2024-01-05,22.172538084874866
2024-01-06,17.73803046789989
2024-01-07,16.048694232861806
2024-01-08,21.75020402611534
2024-01-09,24.28420837867247
2024-01-10,31.675054406964094
2024-01-11,32.09738846572361
2024-01-12,23.86187431991295
2024-01-13,23.017206202393908
2024-01-14,16.893362350380848
2024-01-15,21.75020402611534
2024-01-16,37.79889825897715
2024-01-17,25.551210554951034
2024-01-18,24.70654243743199
2024-01-19,23.86187431991295
2024-01-20,23.017206202393908
2024-01-21,24.07304134929271
2024-01-22,24.07304134929271
2024-01-23,24.07304134929271
2024-01-24,32.09738846572361
2024-01-25,24.07304134929271
2024-01-26,32.09738846572361
2024-01-27,40.121735582154514
2024-01-28,24.07304134929271
2024-01-29,24.07304134929271
2024-01-30,24.07304134929271
2024-01-31,24.07304134929271
2024-02-01,24.07304134929271
2024-02-02,24.07304134929271
2024-02-03,16.048694232861806
2024-02-04,16.048694232861806
2024-02-05,16.048694232861806
2024-02-06,24.07304134929271
2024-02-07,24.07304134929271
2024-02-08,24.07304134929271
2024-02-09,24.07304134929271
2024-02-10,16.048694232861806
2024-02-11,16.048694232861806
2024-02-12,24.07304134929271
2024-02-13,24.07304134929271
2024-02-14,24.07304134929271
2024-02-15,24.07304134929271
2024-02-16,40.121735582154514
2024-02-17,32.09738846572361
2024-02-18,32.09738846572361
2024-02-19,24.07304134929271
2024-02-20,24.07304134929271
2024-02-21,24.07304134929271
2024-02-22,24.07304134929271
2024-02-23,24.07304134929271
2024-02-24,24.07304134929271
2024-02-25,24.07304134929271
2024-02-26,24.07304134929271
2024-02-27,24.07304134929271
2024-02-28,24.07304134929271
2024-02-29,24.07304134929271
2024-03-01,24.07304134929271
2024-03-02,16.048694232861806
2024-03-03,16.048694232861806
2024-03-04,24.07304134929271
2024-03-05,24.07304134929271
2024-03-06,24.07304134929271
2024-03-07,24.07304134929271
2024-03-08,24.07304134929271
2024-03-09,16.048694232861806
2024-03-10,16.048694232861806
2024-03-11,24.07304134929271
2024-03-12,24.07304134929271
2024-03-13,24.07304134929271
2024-03-14,24.07304134929271
2024-03-15,16.048694232861806
2024-03-16,16.048694232861806
2024-03-17,16.048694232861806
2024-03-18,24.07304134929271
2024-03-19,24.07304134929271
2024-03-20,24.07304134929271
2024-03-21,24.07304134929271
2024-03-22,24.07304134929271
2024-03-23,24.07304134929271
2024-03-24,24.07304134929271
2024-03-25,48.14608269858542
2024-03-26,32.09738846572361
2024-03-27,24.07304134929271
2024-03-28,24.07304134929271
2024-03-29,24.07304134929271
2024-03-30,16.048694232861806
2024-03-31,24.07304134929271
2024-04-01,24.07304134929271
2024-04-02,24.07304134929271
2024-04-03,24.07304134929271
2024-04-04,24.07304134929271
2024-04-05,24.07304134929271
2024-04-06,16.048694232861806
2024-04-07,16.048694232861806
2024-04-08,24.07304134929271
2024-04-09,24.07304134929271
2024-04-10,24.07304134929271
2024-04-11,24.07304134929271
2024-04-12,24.07304134929271
2024-04-13,16.048694232861806
2024-04-14,24.07304134929271
2024-04-15,32.09738846572361
2024-04-16,32.09738846572361
2024-04-17,24.07304134929271
2024-04-18,32.09738846572361
2024-04-19,32.09738846572361
2024-04-20,24.07304134929271
2024-04-21,24.07304134929271
2024-04-22,32.09738846572361
2024-04-23,32.09738846572361
2024-04-24,32.09738846572361
2024-04-25,40.121735582154514
2024-04-26,32.09738846572361
2024-04-27,24.07304134929271
2024-04-28,16.048694232861806
2024-04-29,24.07304134929271
2024-04-30,32.09738846572361
2024-05-01,24.07304134929271
2024-05-02,24.07304134929271
2024-05-03,24.07304134929271
2024-05-04,16.048694232861806
2024-05-05,16.048694232861806
2024-05-06,24.07304134929271
2024-05-07,24.07304134929271
2024-05-08,24.07304134929271
2024-05-09,32.09738846572361
2024-05-10,24.07304134929271
2024-05-11,24.07304134929271
2024-05-12,16.048694232861806
2024-05-13,24.07304134929271
2024-05-14,32.09738846572361
2024-05-15,24.07304134929271
2024-05-16,24.07304134929271
2024-05-17,24.07304134929271
2024-05-18,16.048694232861806
2024-05-19,16.048694232861806
2024-05-20,24.07304134929271
2024-05-21,24.07304134929271
2024-05-22,24.07304134929271
2024-05-23,24.07304134929271
2024-05-24,24.07304134929271
2024-05-25,16.048694232861806
2024-05-26,16.048694232861806
2024-05-27,16.048694232861806
2024-05-28,40.121735582154514
2024-05-29,64.19477693144722
2024-05-30,345.0469260065288
2024-05-31,176.53563656147986
2024-06-01,48.14608269858542
2024-06-02,40.121735582154514
2024-06-03,32.09738846572361
2024-06-04,24.07304134929271
2024-06-05,24.07304134929271
2024-06-06,24.07304134929271
2024-06-07,24.07304134929271
2024-06-08,24.07304134929271
2024-06-09,24.07304134929271
2024-06-10,24.07304134929271
2024-06-11,24.07304134929271
2024-06-12,24.07304134929271
2024-06-13,24.07304134929271
2024-06-14,24.07304134929271
2024-06-15,16.048694232861806
2024-06-16,16.048694232861806
2024-06-17,24.07304134929271
2024-06-18,16.048694232861806
2024-06-19,16.048694232861806
2024-06-20,24.07304134929271
2024-06-21,24.07304134929271
2024-06-22,16.048694232861806
2024-06-23,16.048694232861806
2024-06-24,16.048694232861806
2024-06-25,24.07304134929271
2024-06-26,24.07304134929271
2024-06-27,24.07304134929271
2024-06-28,40.121735582154514
2024-06-29,16.048694232861806
2024-06-30,16.048694232861806
2024-07-01,40.121735582154514
2024-07-02,24.07304134929271
2024-07-03,24.07304134929271
2024-07-04,24.07304134929271
2024-07-05,16.048694232861806
2024-07-06,16.048694232861806
2024-07-07,16.048694232861806
2024-07-08,16.048694232861806
2024-07-09,16.048694232861806
2024-07-10,16.048694232861806
2024-07-11,16.048694232861806
2024-07-12,24.07304134929271
2024-07-13,786.3860174102285
2024-07-14,802.4347116430903
2024-07-15,136.41390097932535
2024-07-16,64.19477693144722
2024-07-17,48.14608269858542
2024-07-18,48.14608269858542
2024-07-19,56.17042981501632
2024-07-20,32.09738846572361
2024-07-21,48.14608269858542
2024-07-22,40.121735582154514
2024-07-23,40.121735582154514
2024-07-24,40.121735582154514
2024-07-25,32.09738846572361
2024-07-26,32.09738846572361
2024-07-27,32.09738846572361
2024-07-28,32.09738846572361
2024-07-29,40.121735582154514
2024-07-30,32.09738846572361
2024-07-31,32.09738846572361
2024-08-01,48.14608269858542
2024-08-02,32.09738846572361
2024-08-03,32.09738846572361
2024-08-04,32.09738846572361
2024-08-05,24.07304134929271
2024-08-06,32.09738846572361
2024-08-07,32.09738846572361
2024-08-08,48.14608269858542
2024-08-09,40.121735582154514
2024-08-10,32.09738846572361
2024-08-11,32.09738846572361
2024-08-12,32.09738846572361
2024-08-13,40.121735582154514
2024-08-14,32.09738846572361
2024-08-15,40.121735582154514
2024-08-16,32.09738846572361
2024-08-17,32.09738846572361
2024-08-18,31.09434507616975
2024-08-19,31.09434507616975
2024-08-20,38.11564880304679
2024-08-21,40.121735582154514
2024-08-22,39.11869219260065
2024-08-23,46.13999591947769
2024-08-24,38.11564880304679
2024-08-25,32.09738846572361
2024-08-26,32.09738846572361
2024-08-27,33.10043185527748
2024-08-28,32.09738846572361
2024-08-29,33.10043185527748
2024-08-30,32.09738846572361
2024-08-31,26.079128128400434
2024-09-01,30.091301686615886
2024-09-02,30.091301686615886
2024-09-03,25.07608473884657
2024-09-04,25.07608473884657
2024-09-05,30.091301686615886
2024-09-06,30.091301686615886
2024-09-07,24.07304134929271
2024-09-08,23.069997959738846
2024-09-09,24.07304134929271
2024-09-10,25.07608473884657
2024-09-11,64.19477693144722
2024-09-12,41.12477897170838
2024-09-13,38.11564880304679
2024-09-14,31.09434507616975
2024-09-15,168.51128944504896
2024-09-16,88.26781828073993
2024-09-17,36.10956202393906
2024-09-18,36.10956202393906
2024-09-19,32.09738846572361
2024-09-20,30.091301686615886
2024-09-21,28.08521490750816
2024-09-22,28.08521490750816
