Time,prime
2023-07-03,35.275862068965516
2023-07-04,35.275862068965516
2023-07-05,34.206896551724135
2023-07-06,37.41379310344827
2023-07-07,38.48275862068965
2023-07-08,42.75862068965517
2023-07-09,44.89655172413793
2023-07-10,57.72413793103448
2023-07-11,106.89655172413792
2023-07-12,82.3103448275862
2023-07-13,50.241379310344826
2023-07-14,38.48275862068965
2023-07-15,35.275862068965516
2023-07-16,35.275862068965516
2023-07-17,33.137931034482754
2023-07-18,28.86206896551724
2023-07-19,28.86206896551724
2023-07-20,30.999999999999996
2023-07-21,28.86206896551724
2023-07-22,32.068965517241374
2023-07-23,32.068965517241374
2023-07-24,28.86206896551724
2023-07-25,28.86206896551724
2023-07-26,27.79310344827586
2023-07-27,28.86206896551724
2023-07-28,30.999999999999996
2023-07-29,29.93103448275862
2023-07-30,30.999999999999996
2023-07-31,27.79310344827586
2023-08-01,27.79310344827586
2023-08-02,27.79310344827586
2023-08-03,27.79310344827586
2023-08-04,28.86206896551724
2023-08-05,29.93103448275862
2023-08-06,30.999999999999996
2023-08-07,28.86206896551724
2023-08-08,26.72413793103448
2023-08-09,26.72413793103448
2023-08-10,27.79310344827586
2023-08-11,30.999999999999996
2023-08-12,30.999999999999996
2023-08-13,32.068965517241374
2023-08-14,27.79310344827586
2023-08-15,27.79310344827586
2023-08-16,27.79310344827586
2023-08-17,27.79310344827586
2023-08-18,29.93103448275862
2023-08-19,30.999999999999996
2023-08-20,30.999999999999996
2023-08-21,28.86206896551724
2023-08-22,28.86206896551724
2023-08-23,27.79310344827586
2023-08-24,27.79310344827586
2023-08-25,27.79310344827586
2023-08-26,27.79310344827586
2023-08-27,30.999999999999996
2023-08-28,27.79310344827586
2023-08-29,27.79310344827586
2023-08-30,26.72413793103448
2023-08-31,26.72413793103448
2023-09-01,26.72413793103448
2023-09-02,30.999999999999996
2023-09-03,32.068965517241374
2023-09-04,32.068965517241374
2023-09-05,26.72413793103448
2023-09-06,26.72413793103448
2023-09-07,28.86206896551724
2023-09-08,28.86206896551724
2023-09-09,30.999999999999996
2023-09-10,30.999999999999996
2023-09-11,27.79310344827586
2023-09-12,27.79310344827586
2023-09-13,27.79310344827586
2023-09-14,30.999999999999996
2023-09-15,36.3448275862069
2023-09-16,33.137931034482754
2023-09-17,35.275862068965516
2023-09-18,29.93103448275862
2023-09-19,28.86206896551724
2023-09-20,28.86206896551724
2023-09-21,30.999999999999996
2023-09-22,37.41379310344827
2023-09-23,35.275862068965516
2023-09-24,33.137931034482754
2023-09-25,32.068965517241374
2023-09-26,29.93103448275862
2023-09-27,28.86206896551724
2023-09-28,30.999999999999996
2023-09-29,34.206896551724135
2023-09-30,32.068965517241374
2023-10-01,33.137931034482754
2023-10-02,28.86206896551724
2023-10-03,28.86206896551724
2023-10-04,28.86206896551724
2023-10-05,29.93103448275862
2023-10-06,35.275862068965516
2023-10-07,34.206896551724135
2023-10-08,35.275862068965516
2023-10-09,37.41379310344827
2023-10-10,55.58620689655172
2023-10-11,52.37931034482758
2023-10-12,42.75862068965517
2023-10-13,36.3448275862069
2023-10-14,34.206896551724135
2023-10-15,33.137931034482754
2023-10-16,29.93103448275862
2023-10-17,27.79310344827586
2023-10-18,28.86206896551724
2023-10-19,28.86206896551724
2023-10-20,32.068965517241374
2023-10-21,32.068965517241374
2023-10-22,30.999999999999996
2023-10-23,27.79310344827586
2023-10-24,27.79310344827586
2023-10-25,27.79310344827586
2023-10-26,26.72413793103448
2023-10-27,30.999999999999996
2023-10-28,27.79310344827586
2023-10-29,29.93103448275862
2023-10-30,26.72413793103448
2023-10-31,26.72413793103448
2023-11-01,27.79310344827586
2023-11-02,27.79310344827586
2023-11-03,30.999999999999996
2023-11-04,29.93103448275862
2023-11-05,28.86206896551724
2023-11-06,28.86206896551724
2023-11-07,27.79310344827586
2023-11-08,27.79310344827586
2023-11-09,29.93103448275862
2023-11-10,34.206896551724135
2023-11-11,30.999999999999996
2023-11-12,32.068965517241374
2023-11-13,28.86206896551724
2023-11-14,28.86206896551724
2023-11-15,27.79310344827586
2023-11-16,27.79310344827586
2023-11-17,34.206896551724135
2023-11-18,34.206896551724135
2023-11-19,33.137931034482754
2023-11-20,30.999999999999996
2023-11-21,30.999999999999996
2023-11-22,32.068965517241374
2023-11-23,36.3448275862069
2023-11-24,42.75862068965517
2023-11-25,38.48275862068965
2023-11-26,37.41379310344827
2023-11-27,38.48275862068965
2023-11-28,34.206896551724135
2023-11-29,30.999999999999996
2023-11-30,30.999999999999996
2023-12-01,36.3448275862069
2023-12-02,35.275862068965516
2023-12-03,34.206896551724135
2023-12-04,30.999999999999996
2023-12-05,33.137931034482754
2023-12-06,33.137931034482754
2023-12-07,32.068965517241374
2023-12-08,35.275862068965516
2023-12-09,37.41379310344827
2023-12-10,38.48275862068965
2023-12-11,36.3448275862069
2023-12-12,33.137931034482754
2023-12-13,36.3448275862069
2023-12-14,35.275862068965516
2023-12-15,40.62068965517241
2023-12-16,40.62068965517241
2023-12-17,40.62068965517241
2023-12-18,37.41379310344827
2023-12-19,36.3448275862069
2023-12-20,38.48275862068965
2023-12-21,41.68965517241379
2023-12-22,43.64266180196877
2023-12-23,47.869907134386196
2023-12-24,54.41970656280579
2023-12-25,69.42399665606024
2023-12-26,40.78562494734591
2023-12-27,37.5107252331361
2023-12-28,36.14051675534155
2023-12-29,37.5107252331361
2023-12-30,36.14051675534155
2023-12-31,36.14051675534155
2024-01-01,34.235825518926305
2024-01-02,30.008580186508887
2024-01-03,31.913271422924126
2024-01-04,30.960925804716506
2024-01-05,30.960925804716506
2024-01-06,32.33113428251106
2024-01-07,33.28347990071868
2024-01-08,29.590717326921954
2024-01-09,28.63837170871433
2024-01-10,29.590717326921954
2024-01-11,30.008580186508887
2024-01-12,30.008580186508887
2024-01-13,31.37878866430344
2024-01-14,32.33113428251106
2024-01-15,30.008580186508887
2024-01-16,27.686026090506708
2024-01-17,30.008580186508887
2024-01-18,30.008580186508887
2024-01-19,30.008580186508887
2024-01-20,32.86561704113175
2024-01-21,30.921851609433016
2024-01-22,28.41467445191142
2024-01-23,29.250400171085285
2024-01-24,27.578948732737555
2024-01-25,26.74322301356369
2024-01-26,28.41467445191142
2024-01-27,30.08612589025915
2024-01-28,30.08612589025915
2024-01-29,25.907497294389824
2024-01-30,27.578948732737555
2024-01-31,26.74322301356369
2024-02-01,25.907497294389824
2024-02-02,27.578948732737555
2024-02-03,30.08612589025915
2024-02-04,30.08612589025915
2024-02-05,26.74322301356369
2024-02-06,25.07177157521596
2024-02-07,25.07177157521596
2024-02-08,25.07177157521596
2024-02-09,25.907497294389824
2024-02-10,28.41467445191142
2024-02-11,30.08612589025915
2024-02-12,23.400320136868228
2024-02-13,25.907497294389824
2024-02-14,28.41467445191142
2024-02-15,25.907497294389824
2024-02-16,26.74322301356369
2024-02-17,28.41467445191142
2024-02-18,30.921851609433016
2024-02-19,26.74322301356369
2024-02-20,24.236045856042093
2024-02-21,25.07177157521596
2024-02-22,23.400320136868228
2024-02-23,24.236045856042093
2024-02-24,26.74322301356369
2024-02-25,27.578948732737555
2024-02-26,24.236045856042093
2024-02-27,23.400320136868228
2024-02-28,23.400320136868228
2024-02-29,23.400320136868228
2024-03-01,23.400320136868228
2024-03-02,27.578948732737555
2024-03-03,27.578948732737555
2024-03-04,24.236045856042093
2024-03-05,23.400320136868228
2024-03-06,24.236045856042093
2024-03-07,23.400320136868228
2024-03-08,23.400320136868228
2024-03-09,26.74322301356369
2024-03-10,27.578948732737555
2024-03-11,24.236045856042093
2024-03-12,23.400320136868228
2024-03-13,23.400320136868228
2024-03-14,23.400320136868228
2024-03-15,24.236045856042093
2024-03-16,27.578948732737555
2024-03-17,25.907497294389824
2024-03-18,24.236045856042093
2024-03-19,22.564594417694362
2024-03-20,25.07177157521596
2024-03-21,24.236045856042093
2024-03-22,25.07177157521596
2024-03-23,25.907497294389824
2024-03-24,27.578948732737555
2024-03-25,24.236045856042093
2024-03-26,23.400320136868228
2024-03-27,24.236045856042093
2024-03-28,24.236045856042093
2024-03-29,23.400320136868228
2024-03-30,26.74322301356369
2024-03-31,30.08612589025915
2024-04-01,24.236045856042093
2024-04-02,22.564594417694362
2024-04-03,25.07177157521596
2024-04-04,23.400320136868228
2024-04-05,25.07177157521596
2024-04-06,25.907497294389824
2024-04-07,26.74322301356369
2024-04-08,22.564594417694362
2024-04-09,23.400320136868228
2024-04-10,24.236045856042093
2024-04-11,26.74322301356369
2024-04-12,27.578948732737555
2024-04-13,27.578948732737555
2024-04-14,28.41467445191142
2024-04-15,25.07177157521596
2024-04-16,24.236045856042093
2024-04-17,25.07177157521596
2024-04-18,25.907497294389824
2024-04-19,24.236045856042093
2024-04-20,27.578948732737555
2024-04-21,30.921851609433016
2024-04-22,27.578948732737555
2024-04-23,28.41467445191142
2024-04-24,26.74322301356369
2024-04-25,25.07177157521596
2024-04-26,25.07177157521596
2024-04-27,26.74322301356369
2024-04-28,28.41467445191142
2024-04-29,25.07177157521596
2024-04-30,25.07177157521596
2024-05-01,25.07177157521596
2024-05-02,23.400320136868228
2024-05-03,25.07177157521596
2024-05-04,26.74322301356369
2024-05-05,29.250400171085285
2024-05-06,24.236045856042093
2024-05-07,23.400320136868228
2024-05-08,24.236045856042093
2024-05-09,24.236045856042093
2024-05-10,24.236045856042093
2024-05-11,25.907497294389824
2024-05-12,25.907497294389824
2024-05-13,24.236045856042093
2024-05-14,24.236045856042093
2024-05-15,27.578948732737555
2024-05-16,26.74322301356369
2024-05-17,25.907497294389824
2024-05-18,25.07177157521596
2024-05-19,26.74322301356369
2024-05-20,24.236045856042093
2024-05-21,23.400320136868228
2024-05-22,24.236045856042093
2024-05-23,23.400320136868228
2024-05-24,23.400320136868228
2024-05-25,25.07177157521596
2024-05-26,25.07177157521596
2024-05-27,25.907497294389824
2024-05-28,25.07177157521596
2024-05-29,23.400320136868228
2024-05-30,25.07177157521596
2024-05-31,23.400320136868228
2024-06-01,25.907497294389824
2024-06-02,26.74322301356369
2024-06-03,24.236045856042093
2024-06-04,24.236045856042093
2024-06-05,25.07177157521596
2024-06-06,24.236045856042093
2024-06-07,25.07177157521596
2024-06-08,26.74322301356369
2024-06-09,26.74322301356369
2024-06-10,25.907497294389824
2024-06-11,25.07177157521596
2024-06-12,24.236045856042093
2024-06-13,25.907497294389824
2024-06-14,25.907497294389824
2024-06-15,27.578948732737555
2024-06-16,27.578948732737555
2024-06-17,25.07177157521596
2024-06-18,26.74322301356369
2024-06-19,27.578948732737555
2024-06-20,25.907497294389824
2024-06-21,25.907497294389824
2024-06-22,26.74322301356369
2024-06-23,28.41467445191142
2024-06-24,26.74322301356369
2024-06-25,25.907497294389824
2024-06-26,25.07177157521596
2024-06-27,27.578948732737555
2024-06-28,25.907497294389824
2024-06-29,29.250400171085285
2024-06-30,28.41467445191142
2024-07-01,26.74322301356369
2024-07-02,26.74322301356369
2024-07-03,27.578948732737555
2024-07-04,29.250400171085285
2024-07-05,30.08612589025915
2024-07-06,30.921851609433016
2024-07-07,30.08612589025915
2024-07-08,28.41467445191142
2024-07-09,29.250400171085285
2024-07-10,27.578948732737555
2024-07-11,29.250400171085285
2024-07-12,31.75757732860688
2024-07-13,31.75757732860688
2024-07-14,33.42902876695461
2024-07-15,41.78628595869326
2024-07-16,83.57257191738653
2024-07-17,70.20096041060468
2024-07-18,43.457737397040994
2024-07-19,27.578948732737555
2024-07-20,28.41467445191142
2024-07-21,28.41467445191142
2024-07-22,25.907497294389824
2024-07-23,24.236045856042093
2024-07-24,25.07177157521596
2024-07-25,25.07177157521596
2024-07-26,24.236045856042093
2024-07-27,25.07177157521596
2024-07-28,26.74322301356369
2024-07-29,24.236045856042093
2024-07-30,23.400320136868228
2024-07-31,23.400320136868228
2024-08-01,23.400320136868228
2024-08-02,23.400320136868228
2024-08-03,24.236045856042093
2024-08-04,25.907497294389824
2024-08-05,23.400320136868228
2024-08-06,23.400320136868228
2024-08-07,23.400320136868228
2024-08-08,23.400320136868228
2024-08-09,23.400320136868228
2024-08-10,25.07177157521596
2024-08-11,25.07177157521596
2024-08-12,23.400320136868228
2024-08-13,22.564594417694362
2024-08-14,23.400320136868228
2024-08-15,24.236045856042093
2024-08-16,23.400320136868228
2024-08-17,26.74322301356369
2024-08-18,24.92429056594998
2024-08-19,22.638334922327353
2024-08-20,23.40032013686823
2024-08-21,23.40032013686823
2024-08-22,23.40032013686823
2024-08-23,23.056197781914285
2024-08-24,24.162305351409106
2024-08-25,26.448260995031738
2024-08-26,24.92429056594998
2024-08-27,23.40032013686823
2024-08-28,23.40032013686823
2024-08-29,23.40032013686823
2024-08-30,24.162305351409106
2024-08-31,23.40032013686823
2024-09-01,26.792383349985684
2024-09-02,26.448260995031738
2024-09-03,22.294212567373407
2024-09-04,23.40032013686823
2024-09-05,23.40032013686823
2024-09-06,23.40032013686823
2024-09-07,24.92429056594998
2024-09-08,26.030398135444806
2024-09-09,22.638334922327353
2024-09-10,22.638334922327353
2024-09-11,21.114364493245596
2024-09-12,26.030398135444806
2024-09-13,29.078338993608313
2024-09-14,25.68627578049086
2024-09-15,25.268412920903927
2024-09-16,22.638334922327353
2024-09-17,24.08856484677612
2024-09-18,25.465054266591896
2024-09-19,24.08856484677612
2024-09-20,29.59452252603923
2024-09-21,26.841543686407675
2024-09-22,28.218033106223455
2024-09-23,24.08856484677612
