Time,google_slides
2022-04-06,80.0
2022-04-07,70.0
2022-04-08,67.0
2022-04-09,18.0
2022-04-10,24.0
2022-04-11,80.0
2022-04-12,76.0
2022-04-13,72.0
2022-04-14,68.0
2022-04-15,30.0
2022-04-16,16.0
2022-04-17,20.0
2022-04-18,70.0
2022-04-19,83.0
2022-04-20,82.0
2022-04-21,81.0
2022-04-22,69.0
2022-04-23,22.0
2022-04-24,29.0
2022-04-25,99.0
2022-04-26,99.0
2022-04-27,93.0
2022-04-28,91.0
2022-04-29,75.0
2022-04-30,21.0
2022-05-01,31.0
2022-05-02,90.0
2022-05-03,90.0
2022-05-04,89.0
2022-05-05,87.0
2022-05-06,78.0
2022-05-07,19.0
2022-05-08,21.0
2022-05-09,94.0
2022-05-10,94.0
2022-05-11,97.0
2022-05-12,98.0
2022-05-13,87.0
2022-05-14,16.0
2022-05-15,21.0
2022-05-16,92.0
2022-05-17,100.0
2022-05-18,94.0
2022-05-19,98.0
2022-05-20,78.0
2022-05-21,17.0
2022-05-22,20.0
2022-05-23,82.0
2022-05-24,83.0
2022-05-25,68.0
2022-05-26,64.0
2022-05-27,43.0
2022-05-28,11.0
2022-05-29,11.0
2022-05-30,16.0
2022-05-31,60.0
2022-06-01,54.0
2022-06-02,49.0
2022-06-03,40.0
2022-06-04,11.0
2022-06-05,14.0
2022-06-06,42.0
2022-06-07,41.0
2022-06-08,36.0
2022-06-09,35.0
2022-06-10,30.0
2022-06-11,9.0
2022-06-12,11.0
2022-06-13,33.0
2022-06-14,26.0
2022-06-15,23.0
2022-06-16,21.0
2022-06-17,15.0
2022-06-18,8.0
2022-06-19,9.0
2022-06-20,13.0
2022-06-21,18.0
2022-06-22,17.0
2022-06-23,16.0
2022-06-24,12.0
2022-06-25,7.0
2022-06-26,8.0
2022-06-27,13.0
2022-06-28,14.0
2022-06-29,14.0
2022-06-30,13.0
2022-07-01,10.0
2022-07-02,6.0
2022-07-03,6.0
2022-07-04,7.0
2022-07-05,11.0
2022-07-06,14.0
2022-07-07,14.0
2022-07-08,11.0
2022-07-09,7.0
2022-07-10,7.0
2022-07-11,14.0
2022-07-12,15.0
2022-07-13,15.0
2022-07-14,14.0
2022-07-15,11.0
2022-07-16,7.0
2022-07-17,7.0
2022-07-18,14.0
2022-07-19,16.0
2022-07-20,16.0
2022-07-21,15.0
2022-07-22,12.0
2022-07-23,7.0
2022-07-24,8.0
2022-07-25,16.0
2022-07-26,18.0
2022-07-27,17.0
2022-07-28,16.0
2022-07-29,14.0
2022-07-30,8.0
2022-07-31,8.0
2022-08-01,16.0
2022-08-02,18.0
2022-08-03,19.0
2022-08-04,20.0
2022-08-05,19.0
2022-08-06,8.0
2022-08-07,11.0
2022-08-08,21.0
2022-08-09,24.0
2022-08-10,26.0
2022-08-11,30.0
2022-08-12,29.0
2022-08-13,10.0
2022-08-14,12.0
2022-08-15,32.0
2022-08-16,39.0
2022-08-17,39.0
2022-08-18,42.0
2022-08-19,42.0
2022-08-20,13.0
2022-08-21,15.0
2022-08-22,43.0
2022-08-23,47.0
2022-08-24,57.0
2022-08-25,59.0
2022-08-26,49.0
2022-08-27,13.0
2022-08-28,18.0
2022-08-29,59.10916158856902
2022-08-30,61.006408909434754
2022-08-31,62.903656230300484
2022-09-01,64.30090355116621
2022-09-02,45.879806682076065
2022-09-03,11.332107585627233
2022-09-04,12.280731246060096
2022-09-05,18.921096869090146
2022-09-06,64.30090355116621
2022-09-07,67.1467745324648
2022-09-08,68.09539819289768
2022-09-09,63.35227989073335
2022-09-10,15.126602227358688
2022-09-11,19.869720529523008
2022-09-12,70.94126917419626
2022-09-13,70.94126917419626
2022-09-14,78.97888211809203
2022-09-15,77.08163479722631
2022-09-16,68.09539819289768
2022-09-17,14.677978566925825
2022-09-18,19.869720529523008
2022-09-19,69.99264551376339
2022-09-20,69.99264551376339
2022-09-21,74.23576381592773
2022-09-22,74.23576381592773
2022-09-23,63.35227989073335
2022-09-24,14.677978566925825
2022-09-25,19.869720529523008
2022-09-26,62.903656230300484
2022-09-27,70.94126917419626
2022-09-28,72.67703299012398
2022-09-29,69.9852910275268
2022-09-30,61.91006513973524
2022-10-01,15.253204454717379
2022-10-02,21.533935700777477
2022-10-03,69.9852910275268
2022-10-04,74.47152763185544
2022-10-05,65.49905442319815
2022-10-06,73.5742803109897
2022-10-07,57.4238285354066
2022-10-08,14.35595713385165
2022-10-09,17.94494641731456
2022-10-10,54.732086572809415
2022-10-11,69.08804370666107
2022-10-12,62.80731246060097
2022-10-13,69.08804370666107
2022-10-14,54.732086572809415
2022-10-15,15.253204454717379
2022-10-16,20.636688379911746
2022-10-17,68.19079638579534
2022-10-18,69.9852910275268
2022-10-19,73.5742803109897
2022-10-20,64.60180710233243
2022-10-21,55.629333893675145
2022-10-22,14.35595713385165
2022-10-23,20.636688379911746
2022-10-24,70.88253834839252
2022-10-25,69.9852910275268
2022-10-26,73.5742803109897
2022-10-27,75.36877495272117
2022-10-28,60.115570498003784
2022-10-29,14.35595713385165
2022-10-30,19.73944105904602
2022-10-31,62.80731246060097
2022-11-01,67.2935490649296
2022-11-02,69.08804370666107
2022-11-03,73.5742803109897
2022-11-04,64.60180710233243
2022-11-05,17.94494641731456
2022-11-06,21.533935700777477
2022-11-07,69.08804370666107
2022-11-08,61.91006513973524
2022-11-09,67.2935490649296
2022-11-10,68.19079638579534
2022-11-11,37.684387476360584
2022-11-12,17.94494641731456
2022-11-13,25.122924984240388
2022-11-14,82.54675351964698
2022-11-15,83.44400084051271
2022-11-16,78.95776423618408
2022-11-17,79.8550115570498
2022-11-18,61.91006513973524
2022-11-19,18.842193738180292
2022-11-20,19.73944105904602
2022-11-21,49.348602647615046
2022-11-22,39.47888211809204
2022-11-23,21.533935700777477
2022-11-24,11.664215171254465
2022-11-25,13.458709812985921
2022-11-26,15.253204454717379
2022-11-27,24.225677663374658
2022-11-28,75.36877495272117
2022-11-29,87.03299012397562
2022-11-30,80.75225887791554
2022-12-01,84.34124816137845
2022-12-02,70.88253834839252
2022-12-03,22.431183021643204
2022-12-04,28.7119142677033
2022-12-05,88.82748476570708
2022-12-06,89.72473208657281
2022-12-07,86.1357428031099
2022-12-08,88.82748476570708
2022-12-09,73.5742803109897
2022-12-10,21.533935700777477
2022-12-11,25.122924984240388
2022-12-12,87.03299012397562
2022-12-13,79.8550115570498
2022-12-14,70.88253834839252
2022-12-15,63.7045597814667
2022-12-16,44.86236604328641
2022-12-17,14.35595713385165
2022-12-18,13.458709812985921
2022-12-19,42.17062408068922
2022-12-20,35.88989283462912
2022-12-21,26.917419625971842
2022-12-22,19.73944105904602
2022-12-23,10.766967850388738
2022-12-24,6.280731246060097
2022-12-25,6.280731246060097
2022-12-26,6.280731246060097
2022-12-27,7.177978566925825
2022-12-28,8.075225887791554
2022-12-29,7.177978566925825
2022-12-30,8.075225887791554
2022-12-31,6.280731246060097
2023-01-01,6.280731246060097
2023-01-02,13.458709812985921
2023-01-03,32.300903551166215
2023-01-04,38.58163479722631
2023-01-05,46.65686068501786
2023-01-06,45.75961336415213
2023-01-07,11.664215171254465
2023-01-08,14.35595713385165
2023-01-09,59.21832317713805
2023-01-10,64.60180710233243
2023-01-11,65.49905442319815
2023-01-12,64.60180710233243
2023-01-13,54.732086572809415
2023-01-14,11.664215171254465
2023-01-15,11.664215171254465
2023-01-16,17.94494641731456
2023-01-17,63.7045597814667
2023-01-18,64.60180710233243
2023-01-19,66.39630174406388
2023-01-20,59.21832317713805
2023-01-21,14.35595713385165
2023-01-22,15.253204454717379
2023-01-23,59.21832317713805
2023-01-24,64.60180710233243
2023-01-25,61.91006513973524
2023-01-26,62.80731246060097
2023-01-27,55.629333893675145
2023-01-28,14.35595713385165
2023-01-29,17.047699096448834
2023-01-30,61.91006513973524
2023-01-31,64.60180710233243
2023-02-01,61.91006513973524
2023-02-02,62.80731246060097
2023-02-03,55.629333893675145
2023-02-04,15.253204454717379
2023-02-05,17.94494641731456
2023-02-06,66.39630174406388
2023-02-07,71.77978566925825
2023-02-08,68.19079638579534
2023-02-09,67.2935490649296
2023-02-10,61.012817818869514
2023-02-11,16.150451775583107
2023-02-12,17.94494641731456
2023-02-13,61.012817818869514
2023-02-14,67.2935490649296
2023-02-15,69.9852910275268
2023-02-16,63.7045597814667
2023-02-17,44.86236604328641
2023-02-18,14.35595713385165
2023-02-19,15.253204454717379
2023-02-20,26.917419625971842
2023-02-21,59.21832317713805
2023-02-22,61.012817818869514
2023-02-23,59.21832317713805
2023-02-24,52.04034461021223
2023-02-25,16.150451775583107
2023-02-26,20.636688379911746
2023-02-27,69.08804370666107
2023-02-28,65.49905442319815
2023-03-01,66.39630174406388
2023-03-02,69.9852910275268
2023-03-03,52.93759193107796
2023-03-04,15.253204454717379
2023-03-05,18.842193738180292
2023-03-06,66.39630174406388
2023-03-07,64.60180710233243
2023-03-08,63.7045597814667
2023-03-09,66.39630174406388
2023-03-10,49.348602647615046
2023-03-11,13.458709812985921
2023-03-12,16.150451775583107
2023-03-13,48.451355326749315
2023-03-14,51.1430972893465
2023-03-15,51.1430972893465
2023-03-16,48.451355326749315
2023-03-17,44.86236604328641
2023-03-18,13.458709812985921
2023-03-19,17.94494641731456
2023-03-20,58.32107585627233
2023-03-21,61.012817818869514
2023-03-22,57.4238285354066
2023-03-23,59.21832317713805
2023-03-24,48.451355326749315
2023-03-25,14.35595713385165
2023-03-26,18.842193738180292
2023-03-27,58.32107585627233
2023-03-28,61.91006513973524
2023-03-29,58.32107585627233
2023-03-30,56.52658121454087
2023-03-31,39.47888211809204
2023-04-01,14.35595713385165
2023-04-02,17.047699096448834
2023-04-03,52.04034461021223
2023-04-04,49.348602647615046
2023-04-05,47.55410800588359
2023-04-06,41.27337675982349
2023-04-07,23.32843034250893
2023-04-08,11.664215171254465
2023-04-09,14.35595713385165
2023-04-10,45.75961336415213
2023-04-11,59.21832317713805
2023-04-12,58.32107585627233
2023-04-13,59.21832317713805
2023-04-14,46.65686068501786
2023-04-15,16.150451775583107
2023-04-16,22.431183021643204
2023-04-17,73.5742803109897
2023-04-18,69.08804370666107
2023-04-19,71.77978566925825
2023-04-20,70.88253834839252
2023-04-21,52.04034461021223
2023-04-22,17.94494641731456
2023-04-23,25.122924984240388
2023-04-24,74.47152763185544
2023-04-25,76.26602227358688
2023-04-26,72.57975959726679
2023-04-27,70.50073261002481
2023-04-28,58.3111030320835
2023-04-29,17.19023376831687
2023-04-30,23.08808527955815
2023-05-01,76.34388701629197
2023-05-02,72.57975959726679
2023-05-03,70.89465916548356
2023-05-04,71.73720938137518
2023-05-05,62.91778066700031
2023-05-06,15.505133336533646
2023-05-07,19.717884415991705
2023-05-08,76.34388701629197
2023-05-09,76.34388701629197
2023-05-10,75.94996046083322
2023-05-11,77.63506089261645
2023-05-12,66.28798153056675
2023-05-13,15.111206781074898
2023-05-14,17.19023376831687
2023-05-15,78.87153766396682
2023-05-16,74.26486002905001
2023-05-17,76.34388701629197
2023-05-18,69.20955873370033
2023-05-19,62.075230451108695
2023-05-20,15.505133336533646
2023-05-21,17.19023376831687
2023-05-22,65.44543131467515
2023-05-23,63.76033088289192
2023-05-24,58.3111030320835
2023-05-25,50.33422453360025
2023-05-26,34.66553688036981
2023-05-27,10.242090441927441
2023-05-28,9.454237331009946
2023-05-29,14.18135599651492
2023-05-30,44.907627322297245
2023-05-31,40.968361767709766
2023-06-01,37.81694932403978
2023-06-02,31.514124436699824
2023-06-03,11.029943552844937
2023-06-04,12.605649774679929
2023-06-05,37.029096213122294
2023-06-06,32.30197754761732
2023-06-07,30.726271325782328
2023-06-08,28.36271199302984
2023-06-09,23.635593327524866
2023-06-10,8.666384220092452
2023-06-11,11.029943552844937
2023-06-12,25.211299549359858
2023-06-13,22.84774021660737
2023-06-14,21.27203399477238
2023-06-15,18.90847466201989
2023-06-16,14.18135599651492
2023-06-17,7.09067799825746
2023-06-18,7.878531109174956
2023-06-19,11.029943552844937
2023-06-20,15.757062218349912
2023-06-21,14.969209107432416
2023-06-22,13.393502885597425
2023-06-23,11.817796663762433
2023-06-24,7.09067799825746
2023-06-25,7.878531109174956
2023-06-26,14.18135599651492
2023-06-27,14.18135599651492
2023-06-28,13.393502885597425
2023-06-29,12.605649774679929
2023-06-30,11.029943552844937
2023-07-01,6.302824887339964
2023-07-02,6.302824887339964
2023-07-03,8.666384220092452
2023-07-04,6.302824887339964
2023-07-05,11.029943552844937
2023-07-06,12.605649774679929
2023-07-07,11.029943552844937
2023-07-08,7.878531109174956
2023-07-09,7.878531109174956
2023-07-10,12.605649774679929
2023-07-11,12.605649774679929
2023-07-12,12.605649774679929
2023-07-13,12.605649774679929
2023-07-14,11.817796663762433
2023-07-15,7.09067799825746
2023-07-16,7.878531109174956
2023-07-17,14.18135599651492
2023-07-18,12.605649774679929
2023-07-19,12.605649774679929
2023-07-20,11.817796663762433
2023-07-21,10.242090441927441
2023-07-22,6.302824887339964
2023-07-23,7.09067799825746
2023-07-24,12.605649774679929
2023-07-25,13.393502885597425
2023-07-26,13.393502885597425
2023-07-27,12.605649774679929
2023-07-28,11.029943552844937
2023-07-29,7.09067799825746
2023-07-30,7.878531109174956
2023-07-31,13.393502885597425
2023-08-01,14.969209107432416
2023-08-02,15.757062218349912
2023-08-03,16.544915329267408
2023-08-04,14.969209107432416
2023-08-05,7.09067799825746
2023-08-06,8.666384220092452
2023-08-07,18.1206215511024
2023-08-08,19.696327772937387
2023-08-09,21.27203399477238
2023-08-10,23.635593327524866
2023-08-11,22.84774021660737
2023-08-12,8.666384220092452
2023-08-13,10.242090441927441
2023-08-14,27.574858882112345
2023-08-15,31.514124436699824
2023-08-16,35.4533899912873
2023-08-17,36.2412431022048
2023-08-18,34.66553688036981
2023-08-19,10.242090441927441
2023-08-20,13.393502885597425
2023-08-21,33.87768376945231
2023-08-22,40.18050865679227
2023-08-23,42.54406798954476
2023-08-24,44.907627322297245
2023-08-25,37.029096213122294
2023-08-26,10.242090441927441
2023-08-27,14.18135599651492
2023-08-28,43.33192110046225
2023-08-29,48.05903976596723
2023-08-30,49.63474598780222
2023-08-31,52.7861584314722
2023-09-01,39.392655545874774
2023-09-02,9.454237331009946
2023-09-03,10.242090441927441
2023-09-04,15.757062218349912
2023-09-05,50.422599098719715
2023-09-06,54.361864653307194
2023-09-07,58.30113020789467
2023-09-08,55.14971776422469
2023-09-09,12.605649774679929
2023-09-10,15.757062218349912
2023-09-11,58.30113020789467
2023-09-12,57.51327709697718
2023-09-13,61.452542651564656
2023-09-14,59.876836429729664
2023-09-15,48.05903976596723
2023-09-16,12.605649774679929
2023-09-17,17.332768440184903
2023-09-18,56.72542398605968
2023-09-19,59.876836429729664
2023-09-20,58.30113020789467
2023-09-21,61.452542651564656
2023-09-22,47.27118665504973
2023-09-23,13.393502885597425
2023-09-24,16.544915329267408
2023-09-25,48.84689287688472
2023-09-26,60.66468954064716
2023-09-27,56.72542398605968
2023-09-28,62.24039576248215
2023-09-29,48.84689287688472
2023-09-30,13.393502885597425
2023-10-01,17.332768440184903
2023-10-02,57.51327709697718
2023-10-03,59.876836429729664
2023-10-04,59.08898331881217
2023-10-05,57.51327709697718
2023-10-06,43.33192110046225
2023-10-07,12.605649774679929
2023-10-08,14.18135599651492
2023-10-09,43.33192110046225
2023-10-10,51.21045220963721
2023-10-11,48.84689287688472
2023-10-12,54.361864653307194
2023-10-13,41.75621487862726
2023-10-14,12.605649774679929
2023-10-15,17.332768440184903
2023-10-16,52.7861584314722
2023-10-17,58.30113020789467
2023-10-18,56.72542398605968
2023-10-19,53.5740115423897
2023-10-20,44.11977421137975
2023-10-21,11.817796663762433
2023-10-22,17.332768440184903
2023-10-23,51.21045220963721
2023-10-24,52.7861584314722
2023-10-25,55.14971776422469
2023-10-26,53.5740115423897
2023-10-27,44.907627322297245
2023-10-28,11.817796663762433
2023-10-29,16.544915329267408
2023-10-30,55.14971776422469
2023-10-31,51.21045220963721
2023-11-01,54.361864653307194
2023-11-02,55.937570875142185
2023-11-03,44.11977421137975
2023-11-04,14.18135599651492
2023-11-05,18.90847466201989
2023-11-06,52.7861584314722
2023-11-07,52.7861584314722
2023-11-08,56.72542398605968
2023-11-09,52.7861584314722
2023-11-10,32.30197754761732
2023-11-11,14.969209107432416
2023-11-12,18.90847466201989
2023-11-13,55.14971776422469
2023-11-14,59.08898331881217
2023-11-15,63.816101984317136
2023-11-16,58.30113020789467
2023-11-17,46.483333544132236
2023-11-18,14.969209107432416
2023-11-19,16.544915329267408
2023-11-20,35.4533899912873
2023-11-21,33.089830658534815
2023-11-22,18.1206215511024
2023-11-23,11.029943552844937
2023-11-24,11.029943552844937
2023-11-25,12.605649774679929
2023-11-26,18.1206215511024
2023-11-27,58.30113020789467
2023-11-28,64.60395509523464
2023-11-29,66.96751442798713
2023-11-30,64.60395509523464
2023-12-01,55.14971776422469
2023-12-02,18.90847466201989
2023-12-03,25.211299549359858
2023-12-04,72.4824862044096
2023-12-05,71.6946330934921
2023-12-06,71.6946330934921
2023-12-07,68.54322064982212
2023-12-08,64.60395509523464
2023-12-09,21.27203399477238
2023-12-10,25.211299549359858
2023-12-11,70.11892687165711
2023-12-12,69.33107376073961
2023-12-13,64.60395509523464
2023-12-14,52.7861584314722
2023-12-15,44.11977421137975
2023-12-16,11.817796663762433
2023-12-17,13.393502885597425
2023-12-18,37.029096213122294
2023-12-19,33.089830658534815
2023-12-20,32.30197754761732
2023-12-21,22.059887105689874
2023-12-22,12.619392708556385
2023-12-23,6.172379662512618
2023-12-24,5.503819723522721
2023-12-25,4.835259784532825
2023-12-26,6.172379662512618
2023-12-27,6.172379662512618
2023-12-28,6.447013046043766
2023-12-29,6.447013046043766
2023-12-30,5.7784531070538705
2023-12-31,6.172379662512618
2024-01-01,6.447013046043766
2024-01-02,16.511459170568166
2024-01-03,25.51341880064392
2024-01-04,31.01723852416664
2024-01-05,28.187658556603502
2024-01-06,8.727326246544605
2024-01-07,11.007639447045442
2024-01-08,36.246424864158215
2024-01-09,35.57786492516831
2024-01-10,41.08168464869104
2024-01-11,39.4699313871801
2024-01-12,34.90930498617842
2024-01-13,9.3958861855345
2024-01-14,8.452692863013457
2024-01-15,13.28795264754628
2024-01-16,31.411165079625388
2024-01-17,41.75024458768093
2024-01-18,41.08168464869104
2024-01-19,34.63467160264727
2024-01-20,11.007639447045442
2024-01-21,12.083868875370543
2024-01-22,37.89940692729852
2024-01-23,40.645740762610004
2024-01-24,42.84280783085919
2024-01-25,41.7442742967346
2024-01-26,40.645740762610004
2024-01-27,12.083868875370543
2024-01-28,13.182402409495136
2024-01-29,42.2935410637969
2024-01-30,46.687675200295274
2024-01-31,47.23694196735757
2024-02-01,49.98327580266906
2024-02-02,43.94134136498379
2024-02-03,12.083868875370543
2024-02-04,14.830202710682029
2024-02-05,46.687675200295274
2024-02-06,43.39207459792149
2024-02-07,49.43400903560676
2024-02-08,47.23694196735757
2024-02-09,40.645740762610004
2024-02-10,13.731669176557434
2024-02-11,15.379469477744326
2024-02-12,39.54720722848541
2024-02-13,45.03987489910838
2024-02-14,44.490608132046084
2024-02-15,50.53254256973136
2024-02-16,35.70233985904933
2024-02-17,13.182402409495136
2024-02-18,13.182402409495136
2024-02-19,23.06920421661649
2024-02-20,42.84280783085919
2024-02-21,44.490608132046084
2024-02-22,46.687675200295274
2024-02-23,39.54720722848541
2024-02-24,13.731669176557434
2024-02-25,16.47800301186892
2024-02-26,51.081809336793654
2024-02-27,49.98327580266906
2024-02-28,49.43400903560676
2024-02-29,49.98327580266906
2024-03-01,42.84280783085919
2024-03-02,13.182402409495136
2024-03-03,15.928736244806624
2024-03-04,45.03987489910838
2024-03-05,46.13840843323298
2024-03-06,43.94134136498379
2024-03-07,46.13840843323298
2024-03-08,36.251606626111624
2024-03-09,12.63313564243284
2024-03-10,13.731669176557434
2024-03-11,37.89940692729852
2024-03-12,36.251606626111624
2024-03-13,38.448673694360814
2024-03-14,37.89940692729852
2024-03-15,31.857472489613247
2024-03-16,10.985335341245948
2024-03-17,13.182402409495136
2024-03-18,41.1950075296723
2024-03-19,43.39207459792149
2024-03-20,44.490608132046084
2024-03-21,38.99794046142311
2024-03-22,34.05453955786244
2024-03-23,11.534602108308246
2024-03-24,14.280935943619731
2024-03-25,35.70233985904933
2024-03-26,37.89940692729852
2024-03-27,36.251606626111624
2024-03-28,34.05453955786244
2024-03-29,18.125803313055812
2024-03-30,9.886801807121353
2024-03-31,10.43606857418365
2024-04-01,29.660405421364057
2024-04-02,37.89940692729852
2024-04-03,37.35014016023622
2024-04-04,35.70233985904933
2024-04-05,31.857472489613247
2024-04-06,11.534602108308246
2024-04-07,14.280935943619731
2024-04-08,35.70233985904933
2024-04-09,44.490608132046084
2024-04-10,43.39207459792149
2024-04-11,43.39207459792149
2024-04-12,36.251606626111624
2024-04-13,13.182402409495136
2024-04-14,15.928736244806624
2024-04-15,47.23694196735757
2024-04-16,47.78620873441987
2024-04-17,51.63107610385595
2024-04-18,49.98327580266906
2024-04-19,42.2935410637969
2024-04-20,14.830202710682029
2024-04-21,19.773603614242706
2024-04-22,49.98327580266906
2024-04-23,52.18034287091825
2024-04-24,49.98327580266906
2024-04-25,50.53254256973136
2024-04-26,41.7442742967346
2024-04-27,13.731669176557434
2024-04-28,18.67507008011811
2024-04-29,52.18034287091825
2024-04-30,51.081809336793654
2024-05-01,52.729609637980545
2024-05-02,50.53254256973136
2024-05-03,42.84280783085919
2024-05-04,12.63313564243284
2024-05-05,17.02726977893122
2024-05-06,53.278876405042844
2024-05-07,53.278876405042844
2024-05-08,51.63107610385595
2024-05-09,52.18034287091825
2024-05-10,43.94134136498379
2024-05-11,12.083868875370543
2024-05-12,13.731669176557434
2024-05-13,54.926676706229735
2024-05-14,53.278876405042844
2024-05-15,53.82814317210514
2024-05-16,49.98327580266906
2024-05-17,40.09647399554771
2024-05-18,12.63313564243284
2024-05-19,14.830202710682029
2024-05-20,46.13840843323298
2024-05-21,43.39207459792149
2024-05-22,40.645740762610004
2024-05-23,38.448673694360814
2024-05-24,32.95600602373784
2024-05-25,9.337535040059056
2024-05-26,8.23900150593446
2024-05-27,10.985335341245948
2024-05-28,36.80087339317392
2024-05-29,35.15307309198703
2024-05-30,33.50527279080014
2024-05-31,28.561871887239462
2024-06-01,9.337535040059056
2024-06-02,10.43606857418365
2024-06-03,30.209672188426357
2024-06-04,28.012605120177167
2024-06-05,26.91407158605257
2024-06-06,25.815538051927977
2024-06-07,19.773603614242706
2024-06-08,7.689734738872163
2024-06-09,8.788268272996758
2024-06-10,21.421403915429597
2024-06-11,19.224336847180407
2024-06-12,18.125803313055812
2024-06-13,15.379469477744326
2024-06-14,11.534602108308246
2024-06-15,6.591201204747568
2024-06-16,6.591201204747568
2024-06-17,12.083868875370543
2024-06-18,12.63313564243284
2024-06-19,8.788268272996758
2024-06-20,11.534602108308246
2024-06-21,9.886801807121353
2024-06-22,6.0419344376852715
2024-06-23,6.591201204747568
2024-06-24,10.985335341245948
2024-06-25,12.083868875370543
2024-06-26,10.985335341245948
2024-06-27,10.985335341245948
2024-06-28,8.788268272996758
2024-06-29,6.0419344376852715
2024-06-30,6.0419344376852715
2024-07-01,10.43606857418365
2024-07-02,9.886801807121353
2024-07-03,9.337535040059056
2024-07-04,4.394134136498379
2024-07-05,6.0419344376852715
2024-07-06,5.492667670622974
2024-07-07,6.0419344376852715
2024-07-08,11.534602108308246
2024-07-09,10.985335341245948
2024-07-10,12.083868875370543
2024-07-11,10.985335341245948
2024-07-12,9.886801807121353
2024-07-13,6.0419344376852715
2024-07-14,6.591201204747568
2024-07-15,10.985335341245948
2024-07-16,11.534602108308246
2024-07-17,13.182402409495136
2024-07-18,12.63313564243284
2024-07-19,9.886801807121353
2024-07-20,6.0419344376852715
2024-07-21,6.591201204747568
2024-07-22,12.083868875370543
2024-07-23,13.731669176557434
2024-07-24,13.731669176557434
2024-07-25,12.63313564243284
2024-07-26,10.43606857418365
2024-07-27,6.0419344376852715
2024-07-28,7.140467971809866
2024-07-29,12.63313564243284
2024-07-30,14.280935943619731
2024-07-31,13.731669176557434
2024-08-01,13.731669176557434
2024-08-02,12.083868875370543
2024-08-03,7.140467971809866
2024-08-04,8.23900150593446
2024-08-05,15.379469477744326
2024-08-06,16.47800301186892
2024-08-07,17.576536545993516
2024-08-08,19.224336847180407
2024-08-09,18.125803313055812
2024-08-10,8.23900150593446
2024-08-11,10.985335341245948
2024-08-12,21.421403915429597
2024-08-13,25.26627128486568
2024-08-14,26.91407158605257
2024-08-15,30.209672188426357
2024-08-16,30.209672188426357
2024-08-17,9.337535040059056
2024-08-18,12.027326708172954
2024-08-19,30.81548112268624
2024-08-20,33.44873062360255
2024-08-21,35.80734674098771
2024-08-22,36.397000770333996
2024-08-23,34.038384652948835
2024-08-24,11.752693324641804
2024-08-25,13.796288796211822
2024-08-26,37.261288183211434
2024-08-27,40.20955832994289
2024-08-28,44.886403302429216
2024-08-29,41.66349977216662
2024-08-30,34.62803868229513
2024-08-31,9.394077207256643
2024-09-01,9.983731236602935
2024-09-02,14.07092217974297
2024-09-03,37.261288183211434
2024-09-04,42.25315380151291
2024-09-05,43.43246186020548
2024-09-06,39.304883654781456
2024-09-07,12.616980737519242
2024-09-08,15.83988426778184
2024-09-09,42.84280783085919
2024-09-10,42.84280783085919
2024-09-11,39.619904300596595
2024-09-12,47.24501941981437
2024-09-13,39.304883654781456
2024-09-14,12.342347353988092
2024-09-15,14.975596854904401
2024-09-16,43.70709524373663
2024-09-17,45.36297299738032
2024-09-18,44.102890414119756
2024-09-19,45.36297299738032
2024-09-20,39.69260137270778
2024-09-21,13.230867124235926
