Time,docs
2024-09-23,74.25713631335553
2024-09-24,72.71011264016063
2024-09-25,67.29552978397845
2024-09-26,71.16308896696572
2024-09-27,57.23987590821156
2024-09-28,26.29940244431342
2024-09-29,31.713985300495594
2024-09-30,72.71011264016063
2024-10-01,68.0690416205759
2024-10-02,71.16308896696572
2024-10-03,68.84255345717337
2024-10-04,59.560411418003916
2024-10-05,27.072914280910872
2024-10-06,30.166961627300687
2024-10-07,69.61606529377082
2024-10-08,67.29552978397845
2024-10-09,68.84255345717337
2024-10-10,68.0690416205759
2024-10-11,54.145828561821745
2024-10-12,25.525890607715965
2024-10-13,27.846426117508326
2024-10-14,57.23987590821156
2024-10-15,69.61606529377082
2024-10-16,67.29552978397845
2024-10-17,68.84255345717337
2024-10-18,54.919340398419195
2024-10-19,25.525890607715965
2024-10-20,28.61993795410578
2024-10-21,72.71011264016063
2024-10-22,77.35118365974535
2024-10-23,72.71011264016063
2024-10-24,74.25713631335553
2024-10-25,59.560411418003916
2024-10-26,24.75237877111851
2024-10-27,30.94047346389814
2024-10-28,71.93660080356318
2024-10-29,73.48362447675808
2024-10-30,70.38957713036827
2024-10-31,64.97499427418609
2024-11-01,54.919340398419195
2024-11-02,23.978866934521058
2024-11-03,27.846426117508326
2024-11-04,66.522017947381
2024-11-05,54.919340398419195
2024-11-06,49.50475754223702
2024-11-07,64.20148243758864
2024-11-08,59.560411418003916
2024-11-09,26.29940244431342
2024-11-10,27.846426117508326
2024-11-11,58.786899581406466
2024-11-12,72.71011264016063
2024-11-13,68.0690416205759
2024-11-14,70.38957713036827
2024-11-15,62.65445876439373
2024-11-16,24.75237877111851
2024-11-17,30.94047346389814
2024-11-18,72.71011264016063
2024-11-19,75.03064814995298
2024-11-20,71.16308896696572
2024-11-21,71.16308896696572
2024-11-22,59.560411418003916
2024-11-23,26.29940244431342
2024-11-24,27.846426117508326
2024-11-25,53.37231672522429
2024-11-26,47.184222032444666
2024-11-27,31.713985300495594
2024-11-28,17.017260405143976
2024-11-29,19.337795914936336
2024-11-30,22.43184326132615
2024-12-01,30.166961627300687
2024-12-02,69.61606529377082
2024-12-03,72.71011264016063
2024-12-04,75.03064814995298
2024-12-05,70.38957713036827
2024-12-06,64.20148243758864
2024-12-07,30.94047346389814
2024-12-08,34.80803264688541
2024-12-09,74.25713631335553
2024-12-10,74.25713631335553
2024-12-11,69.61606529377082
2024-12-12,68.84255345717337
2024-12-13,58.01338774480901
2024-12-14,28.61993795410578
2024-12-15,26.29940244431342
2024-12-16,58.786899581406466
2024-12-17,56.4663640716141
2024-12-18,54.919340398419195
2024-12-19,46.41071019584721
2024-12-20,34.80803264688541
2024-12-21,14.696724895351617
2024-12-22,13.923213058754163
2024-12-23,15.47023673194907
2024-12-24,13.923213058754163
2024-12-25,11.602677548961802
2024-12-26,13.923213058754163
2024-12-27,14.696724895351617
2024-12-28,13.923213058754163
2024-12-29,13.14970122215671
2024-12-30,17.79077224174143
2024-12-31,14.696724895351617
2025-01-01,13.923213058754163
2025-01-02,25.525890607715965
2025-01-03,24.75237877111851
2025-01-04,16.243748568546522
2025-01-05,17.017260405143976
2025-01-06,37.90207999327522
2025-01-07,47.184222032444666
2025-01-08,47.957733869042116
2025-01-09,47.184222032444666
2025-01-10,43.316662849457394
2025-01-11,19.337795914936336
2025-01-12,21.658331424728697
2025-01-13,58.01338774480901
2025-01-14,58.786899581406466
2025-01-15,61.88094692779628
2025-01-16,61.88094692779628
2025-01-17,53.37231672522429
2025-01-18,21.658331424728697
2025-01-19,20.11130775153379
2025-01-20,30.166961627300687
2025-01-21,54.145828561821745
2025-01-22,58.786899581406466
2025-01-23,60.33392325460137
2025-01-24,57.23987590821156
2025-01-25,24.75237877111851
2025-01-26,27.846426117508326
2025-01-27,65.74850611078355
2025-01-28,68.0690416205759
2025-01-29,70.38957713036827
2025-01-30,67.29552978397845
2025-01-31,59.560411418003916
2025-02-01,26.29940244431342
2025-02-02,29.393449790703233
2025-02-03,68.0690416205759
2025-02-04,69.61606529377082
2025-02-05,67.29552978397845
2025-02-06,65.74850611078355
2025-02-07,58.786899581406466
2025-02-08,27.846426117508326
2025-02-09,28.61993795410578
2025-02-10,64.20148243758864
2025-02-11,68.0690416205759
2025-02-12,64.97499427418609
2025-02-13,64.97499427418609
2025-02-14,48.73124570563957
2025-02-15,23.978866934521058
2025-02-16,28.61993795410578
2025-02-17,43.316662849457394
2025-02-18,63.42797060099119
2025-02-19,62.65445876439373
2025-02-20,61.10743509119882
2025-02-21,58.786899581406466
2025-02-22,26.29940244431342
2025-02-23,31.713985300495594
2025-02-24,69.61606529377082
2025-02-25,68.0690416205759
2025-02-26,68.0690416205759
2025-02-27,71.16308896696572
2025-02-28,65.74850611078355
2025-03-01,27.072914280910872
2025-03-02,30.94047346389814
2025-03-03,69.61606529377082
2025-03-04,70.38957713036827
2025-03-05,64.20148243758864
2025-03-06,68.0690416205759
2025-03-07,54.919340398419195
2025-03-08,25.525890607715965
2025-03-09,27.846426117508326
2025-03-10,58.786899581406466
2025-03-11,61.88094692779628
2025-03-12,61.88094692779628
2025-03-13,60.33392325460137
2025-03-14,51.05178121543193
2025-03-15,24.75237877111851
2025-03-16,26.29940244431342
2025-03-17,58.786899581406466
2025-03-18,54.919340398419195
2025-03-19,59.560411418003916
2025-03-20,56.4663640716141
2025-03-21,46.41071019584721
2025-03-22,20.884819588131244
2025-03-23,27.846426117508326
2025-03-24,58.01338774480901
2025-03-25,61.88094692779628
2025-03-26,59.560411418003916
2025-03-27,58.786899581406466
2025-03-28,51.05178121543193
2025-03-29,23.205355097923604
2025-03-30,28.61993795410578
2025-03-31,58.786899581406466
2025-04-01,61.10743509119882
2025-04-02,58.01338774480901
2025-04-03,60.33392325460137
2025-04-04,52.59880488862684
2025-04-05,24.75237877111851
2025-04-06,29.393449790703233
2025-04-07,63.42797060099119
2025-04-08,61.88094692779628
2025-04-09,61.88094692779628
2025-04-10,62.65445876439373
2025-04-11,51.82529305202938
2025-04-12,24.75237877111851
2025-04-13,26.29940244431342
2025-04-14,61.10743509119882
2025-04-15,60.470425343412685
2025-04-16,57.23987590821156
2025-04-17,55.237845272312256
2025-04-18,37.08306746040732
2025-04-19,21.772083165404794
2025-04-20,24.581751160104368
2025-04-21,56.43223854941127
2025-04-22,62.08570006101325
2025-04-23,62.08570006101325
2025-04-24,63.28009333811226
2025-04-25,51.58641439660958
2025-04-26,25.389388518904646
2025-04-27,29.427575312906058
2025-04-28,68.93355484971423
2025-04-29,67.31828013211367
2025-04-30,63.28009333811226
2025-05-01,63.70097477861381
2025-05-02,57.23987590821156
2025-05-03,26.19702587770493
2025-05-04,29.427575312906058
2025-05-05,61.278062702212964
2025-05-06,60.85718126171141
2025-05-07,60.049543902911125
2025-05-08,58.855150625812115
2025-05-09,50.77877703780929
2025-05-10,23.387357883005357
2025-05-11,23.387357883005357
2025-05-12,59.24190654411085
2025-05-13,57.23987590821156
2025-05-14,55.62460119061099
2025-05-15,55.556350146205325
2025-05-16,46.29695845517111
2025-05-17,18.51878338206844
2025-05-18,21.885834906080888
2025-05-19,50.50577286018666
2025-05-20,48.82224709818044
2025-05-21,47.138721336174214
2025-05-22,43.771669812161775
2025-05-23,36.19580388313378
2025-05-24,15.99349473905911
2025-05-25,15.99349473905911
2025-05-26,20.202309144074665
2025-05-27,42.92990693115866
2025-05-28,42.92990693115866
2025-05-29,43.771669812161775
2025-05-30,37.03756676413688
2025-05-31,17.677020501065332
2025-06-01,19.360546263071555
2025-06-02,40.40461828814933
2025-06-03,39.562855407146216
2025-06-04,37.03756676413688
2025-06-05,34.51227812112755
2025-06-06,31.14522659711511
2025-06-07,15.99349473905911
2025-06-08,17.677020501065332
2025-06-09,34.51227812112755
2025-06-10,33.670515240124445
2025-06-11,32.82875235912133
2025-06-12,31.14522659711511
2025-06-13,26.936412192099553
2025-06-14,15.151731858056
2025-06-15,16.835257620062222
2025-06-16,27.778175073102663
2025-06-17,28.619937954105776
2025-06-18,26.936412192099553
2025-06-19,21.044072025077774
2025-06-20,22.727597787083997
2025-06-21,14.309968977052888
2025-06-22,17.677020501065332
2025-06-23,26.936412192099553
2025-06-24,27.778175073102663
2025-06-25,25.25288643009333
2025-06-26,26.094649311096443
2025-06-27,22.727597787083997
2025-06-28,15.151731858056
2025-06-29,15.99349473905911
2025-06-30,25.25288643009333
2025-07-01,26.936412192099553
2025-07-02,26.936412192099553
2025-07-03,24.41112354909022
2025-07-04,15.151731858056
2025-07-05,13.468206096049776
2025-07-06,16.835257620062222
2025-07-07,28.619937954105776
2025-07-08,28.619937954105776
2025-07-09,30.303463716112
2025-07-10,27.778175073102663
2025-07-11,26.936412192099553
2025-07-12,14.309968977052888
2025-07-13,16.835257620062222
2025-07-14,30.303463716112
2025-07-15,30.303463716112
2025-07-16,28.619937954105776
2025-07-17,27.778175073102663
2025-07-18,24.41112354909022
2025-07-19,15.99349473905911
2025-07-20,16.835257620062222
2025-07-21,29.461700835108886
2025-07-22,27.778175073102663
2025-07-23,27.778175073102663
2025-07-24,27.778175073102663
2025-07-25,25.25288643009333
2025-07-26,16.835257620062222
2025-07-27,17.677020501065332
2025-07-28,28.619937954105776
2025-07-29,29.461700835108886
2025-07-30,31.14522659711511
2025-07-31,30.303463716112
2025-08-01,26.936412192099553
2025-08-02,15.99349473905911
2025-08-03,17.677020501065332
2025-08-04,29.461700835108886
2025-08-05,31.14522659711511
2025-08-06,33.670515240124445
2025-08-07,31.98698947811822
2025-08-08,31.14522659711511
2025-08-09,20.202309144074665
2025-08-10,21.885834906080888
2025-08-11,36.19580388313378
2025-08-12,34.51227812112755
2025-08-13,36.19580388313378
2025-08-14,37.03756676413688
2025-08-15,36.19580388313378
2025-08-16,16.835257620062222
2025-08-17,17.677020501065332
2025-08-18,43.771669812161775
2025-08-19,44.61343269316488
2025-08-20,47.138721336174214
2025-08-21,47.138721336174214
2025-08-22,43.771669812161775
2025-08-23,18.51878338206844
2025-08-24,22.727597787083997
2025-08-25,58.08163878921466
2025-08-26,59.765164551220884
2025-08-27,63.97397895623644
2025-08-28,62.29045319423022
2025-08-29,49.664009979183554
2025-08-30,21.044072025077774
2025-08-31,23.569360668087107
2025-09-01,30.303463716112
2025-09-02,64.81574183723954
2025-09-03,69.86631912325822
2025-09-04,67.34103048024889
2025-09-05,59.765164551220884
2025-09-06,26.094649311096443
2025-09-07,31.14522659711511
2025-09-08,72.39160776626755
2025-09-09,71.54984488526443
2025-09-10,67.34103048024889
2025-09-11,69.86631912325822
2025-09-12,58.08163878921466
2025-09-13,24.41112354909022
2025-09-14,30.303463716112
2025-09-15,71.54984488526443
2025-09-16,71.54984488526443
2025-09-17,69.86631912325822
2025-09-18,68.182793361252
2025-09-19,59.765164551220884
2025-09-20,26.094649311096443
2025-09-21,30.303463716112
2025-09-22,70.70808200426133
2025-09-23,68.182793361252
2025-09-24,73.23337064727066
2025-09-25,70.70808200426133
2025-09-26,60.606927432224
2025-09-27,27.778175073102663
2025-09-28,31.14522659711511
2025-09-29,73.23337064727066
2025-09-30,74.91689640927689
2025-10-01,70.70808200426133
2025-10-02,66.49926759924577
2025-10-03,61.448690313227104
2025-10-04,25.25288643009333
2025-10-05,31.14522659711511
2025-10-06,74.07513352827377
2025-10-07,72.39160776626755
2025-10-08,70.70808200426133
2025-10-09,69.86631912325822
2025-10-10,53.872824384199106
2025-10-11,25.25288643009333
2025-10-12,28.619937954105776
2025-10-13,58.08163878921466
2025-10-14,70.70808200426133
2025-10-15,66.49926759924577
2025-10-16,69.0245562422551
2025-10-17,58.92340167021777
2025-10-18,26.094649311096443
2025-10-19,32.82875235912133
2025-10-20,72.39160776626755
2025-10-21,71.54984488526443
2025-10-22,73.23337064727066
2025-10-23,72.39160776626755
2025-10-24,59.765164551220884
2025-10-25,26.094649311096443
2025-10-26,33.670515240124445
2025-10-27,74.91689640927689
2025-10-28,75.75865929028
2025-10-29,74.07513352827377
2025-10-30,77.44218505228622
2025-10-31,58.08163878921466
2025-11-01,27.778175073102663
2025-11-02,33.670515240124445
2025-11-03,74.07513352827377
2025-11-04,69.86631912325822
2025-11-05,71.54984488526443
2025-11-06,74.91689640927689
2025-11-07,64.81574183723954
2025-11-08,31.98698947811822
2025-11-09,34.51227812112755
2025-11-10,71.54984488526443
2025-11-11,62.29045319423022
2025-11-12,84.1762881003111
2025-11-13,74.07513352827377
2025-11-14,62.29045319423022
2025-11-15,31.14522659711511
2025-11-16,33.670515240124445
2025-11-17,77.44218505228622
2025-11-18,65.65750471824266
2025-11-19,63.97397895623644
2025-11-20,64.81574183723954
2025-11-21,52.18929862219289
2025-11-22,26.094649311096443
2025-11-23,26.094649311096443
2025-11-24,48.82224709818044
2025-11-25,42.08814405015555
2025-11-26,31.14522659711511
2025-11-27,17.677020501065332
2025-11-28,19.360546263071555
2025-11-29,22.727597787083997
2025-11-30,30.303463716112
2025-12-01,64.81574183723954
2025-12-02,67.34103048024889
2025-12-03,63.13221607523333
2025-12-04,67.34103048024889
2025-12-05,53.03106150319599
2025-12-06,29.461700835108886
2025-12-07,31.14522659711511
2025-12-08,64.81574183723954
2025-12-09,61.448690313227104
2025-12-10,60.606927432224
2025-12-11,59.18660881629299
2025-12-12,53.326232067960134
2025-12-13,26.873556754230844
2025-12-14,26.873556754230844
2025-12-15,55.17171772242919
2025-12-16,49.89418230706073
2025-12-17,49.31134097409634
2025-12-18,44.45468699922942
2025-12-19,34.15853771653121
2025-12-20,17.58113024499858
2025-12-21,16.156526031031074
2025-12-22,25.44895254026334
2025-12-23,19.005734458966085
2025-12-24,16.156526031031074
2025-12-25,11.720753496665719
2025-12-26,14.149080484099175
2025-12-27,13.72819904359762
2025-12-28,14.149080484099175
2025-12-29,18.58485301846453
2025-12-30,18.58485301846453
2025-12-31,16.156526031031074
2026-01-01,14.149080484099175
2026-01-02,17.58113024499858
2026-01-03,17.160248804497023
2026-01-04,17.160248804497023
2026-01-05,35.16226048999716
2026-01-06,41.60547857129441
2026-01-07,44.45468699922942
2026-01-08,44.03380555872786
2026-01-09,43.03008278526192
2026-01-10,18.650922654860615
2026-01-11,22.14797065264698
2026-01-12,50.1243546349379
2026-01-13,54.787085298653054
2026-01-14,52.45571996679548
2026-01-15,53.62140263272427
2026-01-16,47.792989303080326
2026-01-17,23.313653318575767
2026-01-18,20.98228798671819
2026-01-19,31.473431980077287
2026-01-20,53.62140263272427
2026-01-21,58.28413329643942
2026-01-22,55.952767964581845
2026-01-23,50.1243546349379
2026-01-24,26.810701316362135
2026-01-25,27.976383982290923
2026-01-26,46.627306637151534
2026-01-27,54.787085298653054
2026-01-28,54.787085298653054
2026-01-29,61.78118129422579
2026-01-30,54.787085298653054
2026-01-31,31.473431980077287
2026-02-01,34.970479977863654
2026-02-02,61.78118129422579
2026-02-03,59.44981596236821
2026-02-04,61.78118129422579
2026-02-05,62.94686396015457
2026-02-06,53.62140263272427
2026-02-07,27.976383982290923
2026-02-08,27.976383982290923
2026-02-09,51.29003730086669
2026-02-10,64.11254662608336
2026-02-11,62.94686396015457
2026-02-12,59.44981596236821
2026-02-13,48.95867196900912
2026-02-14,27.976383982290923
2026-02-15,30.3077493141485
2026-02-16,45.46162397122275
2026-02-17,53.62140263272427
2026-02-18,57.11845063051064
2026-02-19,55.952767964581845
2026-02-20,52.45571996679548
2026-02-21,32.63911464600608
2026-02-22,32.63911464600608
2026-02-23,62.94686396015457
2026-02-24,62.94686396015457
2026-02-25,64.11254662608336
2026-02-26,64.11254662608336
2026-02-27,55.952767964581845
2026-02-28,30.3077493141485
2026-03-01,32.63911464600608
2026-03-02,67.60959462386973
2026-03-03,66.44391195794094
2026-03-04,64.11254662608336
2026-03-05,68.77527728979852
2026-03-06,78.10073861722883
2026-03-07,50.1243546349379
2026-03-08,48.95867196900912
2026-03-09,86.26051727873035
2026-03-10,87.42619994465913
2026-03-11,81.5977866150152
2026-03-12,82.76346928094398
2026-03-13,74.60369061944246
2026-03-14,52.45571996679548
2026-03-15,53.62140263272427
2026-03-16,83.92915194687276
2026-03-17,82.76346928094398
2026-03-18,81.5977866150152
2026-03-19,86.26051727873035
2026-03-20,80.4321039490864
2026-03-21,52.45571996679548
2026-03-22,55.952767964581845
2026-03-23,87.42619994465913
2026-03-24,86.26051727873035
2026-03-25,92.08893060837428
2026-03-26,96.75166127208944
2026-03-27,89.75756527651671
2026-03-28,66.44391195794094
2026-03-29,75.76937328537124
2026-03-30,93.25461327430307
2026-03-31,96.75166127208944
2026-04-01,97.91734393801823
2026-04-02,88.59188261058792
2026-04-03,71.10664262165609
2026-04-04,52.45571996679548
2026-04-05,59.44981596236821
2026-04-06,85.09483461280156
2026-04-07,99.08302660394702
2026-04-08,114.23690126102127
2026-04-09,114.23690126102127
2026-04-10,89.75756527651671
2026-04-11,58.28413329643942
2026-04-12,58.28413329643942
2026-04-13,89.75756527651671
2026-04-14,96.75166127208944
2026-04-15,90.9232479424455
2026-04-16,95.58597860616065
2026-04-17,89.75756527651671
2026-04-18,58.28413329643942
2026-04-19,59.44981596236821
2026-04-20,92.08893060837428
2026-04-21,99.08302660394702
2026-04-22,96.75166127208944
2026-04-23,101.41439193580459
2026-04-24,82.76346928094398
2026-04-25,60.615498628297
2026-04-26,73.43800795351368
2026-04-27,92.08893060837428
2026-04-28,92.08893060837428
2026-04-29,88.59188261058792
2026-04-30,85.09483461280156
2026-05-01,75.76937328537124
2026-05-02,61.78118129422579
2026-05-03,66.44391195794094
2026-05-04,88.59188261058792
2026-05-05,83.92915194687276
2026-05-06,85.09483461280156
2026-05-07,85.09483461280156
2026-05-08,83.92915194687276
2026-05-09,45.46162397122275
2026-05-10,51.29003730086669
2026-05-11,79.26642128315761
2026-05-12,83.92915194687276
2026-05-13,88.59188261058792
2026-05-14,89.75756527651671
2026-05-15,76.93505595130004
2026-05-16,69.94095995572731
2026-05-17,72.27232528758488
2026-05-18,83.92915194687276
2026-05-19,87.42619994465913
2026-05-20,96.75166127208944
2026-05-21,82.76346928094398
2026-05-22,83.92915194687276
2026-05-23,76.93505595130004
2026-05-24,86.26051727873035
2026-05-25,93.25461327430307
2026-05-26,103.74575726766217
2026-05-27,99.08302660394702
2026-05-28,102.58007460173339
2026-05-29,90.9232479424455
2026-05-30,94.42029594023187
2026-05-31,116.56826659287884
