Time,olympics_2024
2022-08-26,2.0
2022-08-27,2.0
2022-08-28,3.0
2022-08-29,1.96
2022-08-30,1.96
2022-08-31,2.04
2022-09-01,2.04
2022-09-02,1.88
2022-09-03,1.96
2022-09-04,2.2800000000000002
2022-09-05,1.96
2022-09-06,1.96
2022-09-07,1.96
2022-09-08,2.12
2022-09-09,2.04
2022-09-10,1.22
2022-09-11,3.1799999999999997
2022-09-12,1.96
2022-09-13,1.96
2022-09-14,2.12
2022-09-15,2.12
2022-09-16,1.22
2022-09-17,2.04
2022-09-18,3.1
2022-09-19,2.7800000000000002
2022-09-20,2.12
2022-09-21,1.96
2022-09-22,1.96
2022-09-23,1.88
2022-09-24,1.8
2022-09-25,2.04
2022-09-26,2.7800000000000002
2022-09-27,2.12
2022-09-28,2.72
2022-09-29,2.4
2022-09-30,2.24
2022-10-01,1.6
2022-10-02,2.88
2022-10-03,0.96
2022-10-04,2.08
2022-10-05,2.24
2022-10-06,2.56
2022-10-07,2.56
2022-10-08,3.84
2022-10-09,5.28
2022-10-10,3.52
2022-10-11,2.56
2022-10-12,2.88
2022-10-13,2.72
2022-10-14,2.56
2022-10-15,2.24
2022-10-16,2.88
2022-10-17,1.92
2022-10-18,3.36
2022-10-19,2.08
2022-10-20,2.08
2022-10-21,2.24
2022-10-22,2.72
2022-10-23,4.16
2022-10-24,2.24
2022-10-25,2.4
2022-10-26,2.08
2022-10-27,1.92
2022-10-28,1.92
2022-10-29,2.08
2022-10-30,3.36
2022-10-31,1.92
2022-11-01,1.44
2022-11-02,2.72
2022-11-03,2.72
2022-11-04,3.04
2022-11-05,4.64
2022-11-06,2.72
2022-11-07,2.24
2022-11-08,1.76
2022-11-09,2.24
2022-11-10,1.76
2022-11-11,2.24
2022-11-12,2.56
2022-11-13,3.84
2022-11-14,3.68
2022-11-15,3.68
2022-11-16,5.12
2022-11-17,3.84
2022-11-18,4.8
2022-11-19,4.16
2022-11-20,6.08
2022-11-21,7.04
2022-11-22,7.5200000000000005
2022-11-23,6.24
2022-11-24,10.24
2022-11-25,10.72
2022-11-26,7.68
2022-11-27,9.120000000000001
2022-11-28,7.04
2022-11-29,7.84
2022-11-30,6.5600000000000005
2022-12-01,6.24
2022-12-02,4.96
2022-12-03,10.24
2022-12-04,7.84
2022-12-05,5.12
2022-12-06,5.12
2022-12-07,3.84
2022-12-08,3.36
2022-12-09,5.44
2022-12-10,9.44
2022-12-11,5.44
2022-12-12,3.84
2022-12-13,4.16
2022-12-14,4.96
2022-12-15,5.12
2022-12-16,5.44
2022-12-17,5.28
2022-12-18,16.0
2022-12-19,7.68
2022-12-20,6.08
2022-12-21,4.64
2022-12-22,3.68
2022-12-23,5.6000000000000005
2022-12-24,4.32
2022-12-25,5.76
2022-12-26,4.96
2022-12-27,4.96
2022-12-28,4.96
2022-12-29,5.12
2022-12-30,3.68
2022-12-31,4.16
2023-01-01,5.12
2023-01-02,4.96
2023-01-03,3.68
2023-01-04,3.84
2023-01-05,3.84
2023-01-06,2.72
2023-01-07,4.96
2023-01-08,5.12
2023-01-09,4.96
2023-01-10,3.84
2023-01-11,4.32
2023-01-12,2.88
2023-01-13,3.52
2023-01-14,4.8
2023-01-15,8.64
2023-01-16,9.92
2023-01-17,6.08
2023-01-18,5.44
2023-01-19,4.96
2023-01-20,3.84
2023-01-21,7.2
2023-01-22,5.92
2023-01-23,4.64
2023-01-24,4.0
2023-01-25,4.64
2023-01-26,4.96
2023-01-27,5.92
2023-01-28,11.040000000000001
2023-01-29,11.040000000000001
2023-01-30,7.04
2023-01-31,4.32
2023-02-01,4.16
2023-02-02,4.0
2023-02-03,5.28
2023-02-04,7.36
2023-02-05,6.4
2023-02-06,4.32
2023-02-07,3.84
2023-02-08,4.32
2023-02-09,3.84
2023-02-10,4.8
2023-02-11,6.88
2023-02-12,6.5600000000000005
2023-02-13,6.88
2023-02-14,3.84
2023-02-15,6.4
2023-02-16,4.96
2023-02-17,4.32
2023-02-18,8.0
2023-02-19,8.96
2023-02-20,7.36
2023-02-21,6.72
2023-02-22,6.72
2023-02-23,6.4
2023-02-24,5.76
2023-02-25,7.5200000000000005
2023-02-26,9.44
2023-02-27,7.84
2023-02-28,7.5200000000000005
2023-03-01,7.2
2023-03-02,6.24
2023-03-03,5.76
2023-03-04,6.08
2023-03-05,8.32
2023-03-06,5.76
2023-03-07,4.16
2023-03-08,4.16
2023-03-09,4.48
2023-03-10,4.8
2023-03-11,5.28
2023-03-12,6.72
2023-03-13,4.16
2023-03-14,5.12
2023-03-15,5.12
2023-03-16,5.44
2023-03-17,4.32
2023-03-18,6.5600000000000005
2023-03-19,8.32
2023-03-20,6.24
2023-03-21,4.64
2023-03-22,6.88
2023-03-23,4.48
2023-03-24,4.96
2023-03-25,6.24
2023-03-26,7.04
2023-03-27,5.44
2023-03-28,4.8
2023-03-29,4.16
2023-03-30,4.16
2023-03-31,3.68
2023-04-01,5.6000000000000005
2023-04-02,6.5600000000000005
2023-04-03,5.44
2023-04-04,4.8
2023-04-05,4.8
2023-04-06,3.36
2023-04-07,4.64
2023-04-08,4.32
2023-04-09,8.48
2023-04-10,5.12
2023-04-11,4.48
2023-04-12,4.0
2023-04-13,4.48
2023-04-14,4.96
2023-04-15,7.04
2023-04-16,6.24
2023-04-17,4.16
2023-04-18,4.16
2023-04-19,5.28
2023-04-20,3.52
2023-04-21,3.84
2023-04-22,4.8
2023-04-23,6.24
2023-04-24,4.96
2023-04-25,4.0
2023-04-26,4.303880597014926
2023-04-27,3.7576119402985078
2023-04-28,2.9713432835820894
2023-04-29,4.383880597014926
2023-04-30,5.556417910447761
2023-05-01,4.143880597014926
2023-05-02,4.930149253731344
2023-05-03,4.143880597014926
2023-05-04,3.1313432835820896
2023-05-05,3.0513432835820895
2023-05-06,5.396417910447761
2023-05-07,5.316417910447761
2023-05-08,4.930149253731344
2023-05-09,5.556417910447761
2023-05-10,5.476417910447761
2023-05-11,7.275223880597016
2023-05-12,9.700298507462687
2023-05-13,9.620298507462687
2023-05-14,9.234029850746268
2023-05-15,7.821492537313434
2023-05-16,6.808955223880597
2023-05-17,4.930149253731344
2023-05-18,5.556417910447761
2023-05-19,4.383880597014926
2023-05-20,5.476417910447761
2023-05-21,7.195223880597016
2023-05-22,6.022686567164179
2023-05-23,6.182686567164179
2023-05-24,5.556417910447761
2023-05-25,5.476417910447761
2023-05-26,4.2877611940298515
2023-05-27,6.125373134328359
2023-05-28,6.737910447761195
2023-05-29,7.962985074626867
2023-05-30,6.737910447761195
2023-05-31,4.900298507462687
2023-06-01,4.2877611940298515
2023-06-02,6.737910447761195
2023-06-03,7.350447761194031
2023-06-04,7.962985074626867
2023-06-05,9.800597014925374
2023-06-06,8.575522388059703
2023-06-07,20.826268656716422
2023-06-08,18.988656716417914
2023-06-09,10.413134328358211
2023-06-10,11.025671641791046
2023-06-11,11.638208955223883
2023-06-12,8.575522388059703
2023-06-13,7.350447761194031
2023-06-14,7.962985074626867
2023-06-15,7.350447761194031
2023-06-16,7.962985074626867
2023-06-17,11.025671641791046
2023-06-18,10.413134328358211
2023-06-19,8.575522388059703
2023-06-20,47.16537313432836
2023-06-21,14.088358208955226
2023-06-22,9.188059701492538
2023-06-23,7.962985074626867
2023-06-24,11.638208955223883
2023-06-25,9.800597014925374
2023-06-26,8.575522388059703
2023-06-27,9.188059701492538
2023-06-28,9.188059701492538
2023-06-29,8.575522388059703
2023-06-30,8.575522388059703
2023-07-01,11.025671641791046
2023-07-02,15.313432835820898
2023-07-03,9.800597014925374
2023-07-04,10.413134328358211
2023-07-05,9.188059701492538
2023-07-06,9.188059701492538
2023-07-07,9.800597014925374
2023-07-08,12.250746268656718
2023-07-09,14.088358208955226
2023-07-10,13.47582089552239
2023-07-11,9.800597014925374
2023-07-12,7.962985074626867
2023-07-13,9.800597014925374
2023-07-14,12.250746268656718
2023-07-15,13.47582089552239
2023-07-16,17.76358208955224
2023-07-17,11.638208955223883
2023-07-18,10.413134328358211
2023-07-19,8.575522388059703
2023-07-20,8.575522388059703
2023-07-21,10.413134328358211
2023-07-22,16.53850746268657
2023-07-23,17.151044776119406
2023-07-24,11.638208955223883
2023-07-25,14.088358208955226
2023-07-26,20.826268656716422
2023-07-27,17.151044776119406
2023-07-28,11.638208955223883
2023-07-29,12.863283582089554
2023-07-30,15.925970149253734
2023-07-31,12.250746268656718
2023-08-01,9.800597014925374
2023-08-02,7.962985074626867
2023-08-03,9.800597014925374
2023-08-04,12.863283582089554
2023-08-05,13.47582089552239
2023-08-06,30.626865671641795
2023-08-07,17.151044776119406
2023-08-08,14.088358208955226
2023-08-09,11.638208955223883
2023-08-10,10.413134328358211
2023-08-11,9.800597014925374
2023-08-12,12.863283582089554
2023-08-13,15.313432835820898
2023-08-14,9.188059701492538
2023-08-15,8.575522388059703
2023-08-16,9.188059701492538
2023-08-17,9.188059701492538
2023-08-18,8.575522388059703
2023-08-19,13.47582089552239
2023-08-20,19.60119402985075
2023-08-21,14.088358208955226
2023-08-22,15.925970149253734
2023-08-23,12.863283582089554
2023-08-24,11.638208955223883
2023-08-25,11.638208955223883
2023-08-26,18.376119402985076
2023-08-27,30.01432835820896
2023-08-28,25.114029850746274
2023-08-29,11.638208955223883
2023-08-30,12.250746268656718
2023-08-31,10.413134328358211
2023-09-01,9.188059701492538
2023-09-02,12.250746268656718
2023-09-03,14.088358208955226
2023-09-04,12.250746268656718
2023-09-05,9.800597014925374
2023-09-06,9.188059701492538
2023-09-07,7.962985074626867
2023-09-08,18.376119402985076
2023-09-09,14.700895522388063
2023-09-10,13.47582089552239
2023-09-11,23.8889552238806
2023-09-12,13.47582089552239
2023-09-13,12.250746268656718
2023-09-14,11.025671641791046
2023-09-15,7.962985074626867
2023-09-16,9.188059701492538
2023-09-17,12.250746268656718
2023-09-18,12.863283582089554
2023-09-19,9.800597014925374
2023-09-20,9.188059701492538
2023-09-21,7.962985074626867
2023-09-22,9.800597014925374
2023-09-23,8.575522388059703
2023-09-24,12.863283582089554
2023-09-25,14.088358208955226
2023-09-26,9.188059701492538
2023-09-27,7.962985074626867
2023-09-28,7.962985074626867
2023-09-29,9.800597014925374
2023-09-30,11.638208955223883
2023-10-01,13.47582089552239
2023-10-02,14.700895522388063
2023-10-03,15.313432835820898
2023-10-04,14.088358208955226
2023-10-05,18.988656716417914
2023-10-06,16.53850746268657
2023-10-07,13.47582089552239
2023-10-08,14.088358208955226
2023-10-09,22.051343283582092
2023-10-10,12.863283582089554
2023-10-11,10.413134328358211
2023-10-12,9.188059701492538
2023-10-13,8.575522388059703
2023-10-14,11.638208955223883
2023-10-15,11.025671641791046
2023-10-16,16.53850746268657
2023-10-17,15.925970149253734
2023-10-18,12.863283582089554
2023-10-19,11.025671641791046
2023-10-20,12.250746268656718
2023-10-21,11.638208955223883
2023-10-22,17.76358208955224
2023-10-23,17.76358208955224
2023-10-24,10.413134328358211
2023-10-25,9.800597014925374
2023-10-26,9.800597014925374
2023-10-27,9.800597014925374
2023-10-28,10.413134328358211
2023-10-29,11.638208955223883
2023-10-30,17.151044776119406
2023-10-31,9.188059701492538
2023-11-01,9.188059701492538
2023-11-02,9.800597014925374
2023-11-03,7.350447761194031
2023-11-04,9.800597014925374
2023-11-05,12.250746268656718
2023-11-06,12.863283582089554
2023-11-07,9.188059701492538
2023-11-08,8.575522388059703
2023-11-09,8.575522388059703
2023-11-10,9.188059701492538
2023-11-11,8.575522388059703
2023-11-12,12.863283582089554
2023-11-13,14.700895522388063
2023-11-14,11.638208955223883
2023-11-15,8.575522388059703
2023-11-16,9.800597014925374
2023-11-17,10.413134328358211
2023-11-18,10.413134328358211
2023-11-19,13.47582089552239
2023-11-20,14.088358208955226
2023-11-21,10.413134328358211
2023-11-22,9.800597014925374
2023-11-23,24.501492537313435
2023-11-24,18.988656716417914
2023-11-25,13.47582089552239
2023-11-26,17.151044776119406
2023-11-27,11.638208955223883
2023-11-28,11.025671641791046
2023-11-29,12.250746268656718
2023-11-30,12.863283582089554
2023-12-01,9.188059701492538
2023-12-02,14.088358208955226
2023-12-03,15.313432835820898
2023-12-04,22.051343283582092
2023-12-05,11.638208955223883
2023-12-06,12.863283582089554
2023-12-07,12.863283582089554
2023-12-08,10.413134328358211
2023-12-09,13.47582089552239
2023-12-10,17.151044776119406
2023-12-11,22.051343283582092
2023-12-12,12.863283582089554
2023-12-13,12.863283582089554
2023-12-14,11.025671641791046
2023-12-15,11.638208955223883
2023-12-16,11.638208955223883
2023-12-17,14.700895522388063
2023-12-18,17.76358208955224
2023-12-19,11.025671641791046
2023-12-20,12.250746268656718
2023-12-21,13.47582089552239
2023-12-22,6.125373134328359
2023-12-23,9.188059701492538
2023-12-24,9.494328358208957
2023-12-25,8.88179104477612
2023-12-26,8.88179104477612
2023-12-27,9.494328358208957
2023-12-28,9.494328358208957
2023-12-29,9.188059701492538
2023-12-30,11.9444776119403
2023-12-31,12.250746268656718
2024-01-01,31.126865671641795
2024-01-02,16.53850746268657
2024-01-03,15.313432835820898
2024-01-04,12.557014925373137
2024-01-05,13.169552238805972
2024-01-06,14.700895522388063
2024-01-07,15.313432835820898
2024-01-08,23.58268656716418
2024-01-09,12.863283582089554
2024-01-10,11.331940298507464
2024-01-11,11.331940298507464
2024-01-12,11.331940298507464
2024-01-13,22.051343283582092
2024-01-14,25.72656716417911
2024-01-15,23.58268656716418
2024-01-16,10.719402985074629
2024-01-17,13.782089552238808
2024-01-18,11.638208955223883
2024-01-19,15.313432835820898
2024-01-20,17.151044776119406
2024-01-21,1.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.0
2024-01-25,0.0
2024-01-26,0.0
2024-01-27,1.0
2024-01-28,0.0
2024-01-29,0.0
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,0.0
2024-02-02,0.0
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.0
2024-02-06,0.0
2024-02-07,0.0
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,0.0
2024-02-15,0.0
2024-02-16,0.0
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.0
2024-02-20,0.0
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,0.0
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,0.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-22,0.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,0.0
2024-04-16,1.0
2024-04-17,1.0
2024-04-18,1.0
2024-04-19,0.0
2024-04-20,1.0
2024-04-21,1.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,0.0
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,1.0
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,1.0
2024-05-27,1.0
2024-05-28,0.0
2024-05-29,1.0
2024-05-30,1.0
2024-05-31,1.0
2024-06-01,1.0
2024-06-02,1.0
2024-06-03,1.0
2024-06-04,1.0
2024-06-05,1.0
2024-06-06,1.0
2024-06-07,1.0
2024-06-08,1.0
2024-06-09,1.0
2024-06-10,1.0
2024-06-11,1.0
2024-06-12,1.0
2024-06-13,1.0
2024-06-14,1.0
2024-06-15,1.0
2024-06-16,1.0
2024-06-17,1.0
2024-06-18,1.0
2024-06-19,1.0
2024-06-20,1.0
2024-06-21,1.0
2024-06-22,2.0
2024-06-23,2.0
2024-06-24,2.0
2024-06-25,2.0
2024-06-26,1.0
2024-06-27,1.0
2024-06-28,1.0
2024-06-29,2.0
2024-06-30,2.0
2024-07-01,2.0
2024-07-02,2.0
2024-07-03,1.0
2024-07-04,2.0
2024-07-05,2.0
2024-07-06,2.0
2024-07-07,2.0
2024-07-08,2.0
2024-07-09,2.0
2024-07-10,2.0
2024-07-11,2.0
2024-07-12,2.0
2024-07-13,2.0
2024-07-14,2.0
2024-07-15,2.0
2024-07-16,2.0
2024-07-17,2.0
2024-07-18,2.0
2024-07-19,2.0
2024-07-20,4.0
2024-07-21,4.0
2024-07-22,4.0
2024-07-23,4.0
2024-07-24,7.0
2024-07-25,9.0
2024-07-26,24.0
2024-07-27,42.0
2024-07-28,41.0
2024-07-29,31.0
2024-07-30,31.0
2024-07-31,23.0
2024-08-01,24.0
2024-08-02,25.0
2024-08-03,51.0
2024-08-04,53.0
2024-08-05,27.0
2024-08-06,23.0
2024-08-07,21.0
2024-08-08,24.0
2024-08-09,61.0
2024-08-10,100.0
2024-08-11,53.0
2024-08-12,12.0
2024-08-13,4.0
2024-08-14,3.0
2024-08-15,2.0
2024-08-16,2.0
2024-08-17,2.0
2024-08-18,1.6235955056179776
2024-08-19,1.2865168539325842
2024-08-20,1.1629213483146068
2024-08-21,1.1067415730337078
2024-08-22,1.0280898876404494
2024-08-23,0.9719101123595506
2024-08-24,1.0393258426966292
2024-08-25,1.0280898876404494
2024-08-26,0.949438202247191
2024-08-27,0.3707865168539326
2024-08-28,0.9719101123595506
2024-08-29,0.949438202247191
2024-08-30,0.949438202247191
2024-08-31,0.9606741573033708
2024-09-01,1.0168539325842696
2024-09-02,0.9382022471910112
2024-09-03,0.3932584269662921
2024-09-04,0.9269662921348314
2024-09-05,1.050561797752809
2024-09-06,0.9831460674157303
2024-09-07,0.3595505617977528
2024-09-08,0.4044943820224719
2024-09-09,0.2584269662921348
2024-09-10,0.2247191011235955
2024-09-11,0.1797752808988764
2024-09-12,0.21348314606741572
2024-09-13,0.16853932584269662
2024-09-14,0.19101123595505617
2024-09-15,0.19101123595505617
2024-09-16,0.16853932584269662
2024-09-17,0.3595505617977528
2024-09-18,0.4044943820224719
2024-09-19,0.33707865168539325
2024-09-20,0.29213483146067415
2024-09-21,0.3146067415730337
2024-09-22,0.29213483146067415
2024-09-23,0.29213483146067415
2024-09-24,0.42696629213483145
2024-09-25,0.3146067415730337
2024-09-26,0.2696629213483146
2024-09-27,0.2696629213483146
2024-09-28,0.2696629213483146
2024-09-29,0.2696629213483146
2024-09-30,0.24719101123595505
2024-10-01,0.24719101123595505
2024-10-02,0.2247191011235955
2024-10-03,0.24719101123595505
2024-10-04,0.24719101123595505
2024-10-05,0.2247191011235955
2024-10-06,0.24719101123595505
2024-10-07,0.24719101123595505
2024-10-08,0.20224719101123595
2024-10-09,0.2247191011235955
2024-10-10,0.2247191011235955
2024-10-11,0.20224719101123595
2024-10-12,0.2696629213483146
2024-10-13,0.29213483146067415
2024-10-14,0.24719101123595505
2024-10-15,0.20224719101123595
2024-10-16,0.2247191011235955
2024-10-17,0.24719101123595505
2024-10-18,0.20224719101123595
2024-10-19,0.20224719101123595
2024-10-20,0.2247191011235955
2024-10-21,0.2247191011235955
2024-10-22,0.2247191011235955
2024-10-23,0.24719101123595505
2024-10-24,0.1797752808988764
2024-10-25,0.1797752808988764
2024-10-26,0.2247191011235955
2024-10-27,0.24719101123595505
2024-10-28,0.2247191011235955
2024-10-29,0.20224719101123595
2024-10-30,0.1797752808988764
2024-10-31,0.2247191011235955
2024-11-01,0.20224719101123595
2024-11-02,0.20224719101123595
2024-11-03,0.2247191011235955
2024-11-04,0.20224719101123595
2024-11-05,0.1797752808988764
2024-11-06,0.20224719101123595
2024-11-07,0.2247191011235955
2024-11-08,0.20224719101123595
2024-11-09,0.2247191011235955
2024-11-10,0.2247191011235955
2024-11-11,0.1797752808988764
2024-11-12,0.1797752808988764
2024-11-13,0.651685393258427
2024-11-14,0.2696629213483146
2024-11-15,0.1797752808988764
2024-11-16,0.24719101123595505
2024-11-17,0.2247191011235955
2024-11-18,0.2247191011235955
2024-11-19,0.1797752808988764
2024-11-20,0.2247191011235955
2024-11-21,0.1797752808988764
2024-11-22,0.1348314606741573
2024-11-23,0.15730337078651685
2024-11-24,0.2247191011235955
2024-11-25,0.1348314606741573
2024-11-26,0.1348314606741573
2024-11-27,0.15730337078651685
2024-11-28,0.1797752808988764
2024-11-29,0.15730337078651685
2024-11-30,0.15730337078651685
2024-12-01,0.15730337078651685
2024-12-02,0.1348314606741573
2024-12-03,0.15730337078651685
2024-12-04,0.1348314606741573
2024-12-05,0.1348314606741573
2024-12-06,0.15730337078651685
2024-12-07,0.2247191011235955
2024-12-08,0.1797752808988764
2024-12-09,0.1348314606741573
2024-12-10,0.1348314606741573
2024-12-11,0.1348314606741573
2024-12-12,0.15730337078651685
2024-12-13,0.1348314606741573
2024-12-14,0.15730337078651685
2024-12-15,0.15730337078651685
2024-12-16,0.15730337078651685
2024-12-17,0.15730337078651685
2024-12-18,0.11235955056179775
2024-12-19,0.15730337078651685
2024-12-20,0.15730337078651685
2024-12-21,0.1348314606741573
2024-12-22,0.15730337078651685
2024-12-23,0.11235955056179775
2024-12-24,0.1348314606741573
2024-12-25,0.1348314606741573
2024-12-26,0.1348314606741573
2024-12-27,0.15730337078651685
2024-12-28,0.15730337078651685
2024-12-29,0.15730337078651685
2024-12-30,0.1348314606741573
2024-12-31,0.1348314606741573
2025-01-01,0.1797752808988764
2025-01-02,0.1348314606741573
2025-01-03,0.1348314606741573
2025-01-04,0.0898876404494382
2025-01-05,0.11235955056179775
