Time,fire
2022-07-06,19.94162812986725
2022-07-07,18.817148683245094
2022-07-08,19.574298265808338
2022-07-09,21.837849812700448
2022-07-10,24.855632411426246
2022-07-11,22.60117981327923
2022-07-12,22.229557992265086
2022-07-13,21.10404847597367
2022-07-14,19.978023924847626
2022-07-15,19.228514025664698
2022-07-16,20.74135392542641
2022-07-17,20.746075078077165
2022-07-18,20.37350902653287
2022-07-19,22.64238260004947
2022-07-20,20.760238536029437
2022-07-21,19.63232552384309
2022-07-22,20.392050280579475
2022-07-23,22.285267593544013
2022-07-24,25.690552254018318
2022-07-25,23.42906084646472
2022-07-26,21.544513286549755
2022-07-27,20.03716709169074
2022-07-28,19.66357097047719
2022-07-29,17.776877432084607
2022-07-30,21.56408461026562
2022-07-31,24.97460545822531
2022-08-01,23.466315032836143
2022-08-02,23.093062268179008
2022-08-03,20.4476740427193
2022-08-04,21.58854876491045
2022-08-05,18.941615434946854
2022-08-06,20.08266183541621
2022-08-07,19.329203335834467
2022-08-08,19.712670958045056
2022-08-09,18.95878326276779
2022-08-10,17.825290706539636
2022-08-11,18.58801983314469
2022-08-12,19.730525498978825
2022-08-13,19.734989134212267
2022-08-14,20.878267352298348
2022-08-15,18.984535004499186
2022-08-16,19.748380039912597
2022-08-17,19.372981296777844
2022-08-18,18.617462657857587
2022-08-19,19.00170283232012
2022-08-20,19.386114685060857
2022-08-21,20.53110968592903
2022-08-22,19.394870277249534
2022-08-23,18.638493246938232
2022-08-24,17.501309607728583
2022-08-25,18.646905482570485
2022-08-26,18.27047666976648
2022-08-27,19.797480027480464
2022-08-28,21.705976707205625
2022-08-29,20.568192194022245
2022-08-30,18.66793607165113
2022-08-31,19.815334568414233
2022-09-01,23.250147892740543
2022-09-02,21.730440861850454
2022-09-03,22.87929862397834
2022-09-04,20.596004075092157
2022-09-05,21.363626032626172
2022-09-06,27.092120441670325
2022-09-07,25.189890019099806
2022-09-08,29.77656547542266
2022-09-09,34.74713774965163
2022-09-10,38.192251770670495
2022-09-11,29.414643477127342
2022-09-12,25.98240532697417
2022-09-13,22.930802107441135
2022-09-14,22.17142070726117
2022-09-15,20.64699252372033
2022-09-16,19.88675273214931
2022-09-17,19.891216367382754
2022-09-18,21.42611692589437
2022-09-19,19.90014363784964
2022-09-20,18.75626454578983
2022-09-21,21.057671153027094
2022-09-22,20.29648713092593
2022-09-23,18.768882899238214
2022-09-24,19.156213282708514
2022-09-25,18.77729513487047
2022-09-26,18.01490936482184
2022-09-27,18.018943804359758
2022-09-28,18.02297824389768
2022-09-29,18.027012683435597
2022-09-30,17.26376852199592
2022-10-01,18.035081562511436
2022-10-02,19.19054893835038
2022-10-03,19.19484089530561
2022-10-04,18.047184881125194
2022-10-05,18.819356313031754
2022-10-06,19.20771676617131
2022-10-07,18.827768548664015
2022-10-08,20.369278720886683
2022-10-09,21.52706375348145
2022-10-10,21.916368437151156
2022-10-11,20.767510675023274
2022-10-12,19.23346850790271
2022-10-13,20.00727088345226
2022-10-14,19.242052421813174
2022-10-15,20.016198153919145
2022-10-16,21.175699969296005
2022-10-17,21.950618253653918
2022-10-18,20.414773464612153
2022-10-19,20.034052694852917
2022-10-20,19.653160246815467
2022-10-21,20.042979965319798
2022-10-22,20.04744360055324
2022-10-23,19.66629363509848
2022-10-24,19.284971991365506
2022-10-25,18.903478669354325
2022-10-26,20.065298141487013
2022-10-27,18.525933947741958
2022-10-28,19.30213981918644
2022-10-29,19.692560411664505
2022-10-30,18.92450925843497
2022-10-31,17.76981443484797
2022-11-01,16.61460457642634
2022-11-02,16.61829565940784
2022-11-03,17.395102404826055
2022-11-04,17.785608836443227
2022-11-05,18.56301645583517
2022-11-06,17.793506037240853
2022-11-07,17.02365226209012
2022-11-08,16.640442157296842
2022-11-09,17.03120610633133
2022-11-10,17.80930043883611
2022-11-11,18.20049358356612
2022-11-12,19.366519173514938
2022-11-13,18.20856246264196
2022-11-14,18.987601025676895
2022-11-15,19.76698294526825
2022-11-16,17.832992041229
2022-11-17,19.00021937912528
2022-11-18,19.780116333551263
2022-11-19,19.7844941296456
2022-11-20,20.176889022323074
2022-11-21,17.85273504322307
2022-11-22,19.021249968205925
2022-11-23,18.24890685802115
2022-11-24,18.252941297559072
2022-11-25,19.42231461393297
2022-11-26,18.649542308052673
2022-11-27,19.819516498400304
2022-11-28,19.046486675102695
2022-11-29,18.273113495248666
2022-11-30,18.277147934786587
2022-12-01,18.281182374324505
2022-12-02,17.89616964761003
2022-12-03,17.900118248008845
2022-12-04,17.904066848407663
2022-12-05,17.129406081467064
2022-12-06,17.911964049205288
2022-12-07,17.52643628765619
2022-12-08,18.30942345108994
2022-12-09,17.144513769949484
2022-12-10,19.486693968261466
2022-12-11,18.321526769703695
2022-12-12,17.93565565159818
2022-12-13,17.939604251996993
2022-12-14,17.553475616474156
2022-12-15,17.55733837773387
2022-12-16,17.561201138993578
2022-12-17,18.345733406931213
2022-12-18,18.34976784646913
2022-12-19,19.525321580858567
2022-12-20,19.139021267057522
2022-12-21,18.36187116508289
2022-12-22,17.97514165558632
2022-12-23,19.542489408679497
2022-12-24,19.54678136563473
2022-12-25,20.33311625549356
2022-12-26,20.337579890727003
2022-12-27,19.95085038123044
2022-12-28,19.563949193455663
2022-12-29,19.959605973419112
2022-12-30,18.398181120924164
2022-12-31,19.576825064321362
2023-01-01,19.189494680851062
2023-01-02,18.805008902717578
2023-01-03,16.068707584695716
2023-01-04,18.42721365173288
2023-01-05,18.041984481693973
2023-01-06,18.441189419554803
2023-01-07,19.625720535601875
2023-01-08,19.240491365562967
2023-01-09,17.676529536339274
2023-01-10,17.290259617632774
2023-01-11,17.689910590636856
2023-01-12,17.69660111778565
2023-01-13,18.09669812593299
2023-01-14,20.071313128361
2023-01-15,18.11037653699274
2023-01-16,17.72336322638082
2023-01-17,18.912057337098254
2023-01-18,17.34259440777444
2023-01-19,18.926330461682344
2023-01-20,19.722361483306656
2023-01-21,22.491966758691387
2023-01-22,20.921463080699986
2023-01-23,19.744663240469297
2023-01-24,20.54218104590445
2023-01-25,18.969149835434614
2023-01-26,19.766964997631938
2023-01-27,19.77439891668615
2023-01-28,20.968742805884784
2023-01-29,20.97662276008225
2023-01-30,20.984502714279717
2023-01-31,20.200217284761067
2023-02-01,19.811568511957216
2023-02-02,19.026242333770973
2023-02-03,19.429907623064334
2023-02-04,21.02390248526705
2023-02-05,21.82543460699148
2023-02-06,19.45176334508372
2023-02-07,20.6504189073338
2023-02-08,19.069061707523243
2023-02-09,19.07619826981529
2023-02-10,18.685765356438434
2023-02-11,20.68134401059933
2023-02-12,21.086942118846782
2023-02-13,17.11466696492269
2023-02-14,19.908209459661997
2023-02-15,19.915643378716208
2023-02-16,20.72000038968124
2023-02-17,21.126341889834116
2023-02-18,20.336704038596427
2023-02-19,20.344286636031725
2023-02-20,19.154700455027786
2023-02-21,19.561041955180663
2023-02-22,18.370266347128048
2023-02-23,19.17611014190392
2023-02-24,19.582897677200048
2023-02-25,20.389782220643514
2023-02-26,19.597468158546306
2023-02-27,18.804559382924765
2023-02-28,16.81031883419363
2023-03-01,19.218929515656193
2023-03-02,19.226066077948236
2023-03-03,19.233202640240282
2023-03-04,21.645381602848868
2023-03-05,21.252421156993577
2023-03-06,19.25461232711642
2023-03-07,19.261748889408462
2023-03-08,20.47319079243179
2023-03-09,19.67760580595073
2023-03-10,18.479693635606072
2023-03-11,19.69217628729699
2023-03-12,18.49337204666583
2023-03-13,17.695854241230673
2023-03-14,18.10472327386198
2023-03-15,18.111413801010773
2023-03-16,18.9233534094111
2023-03-17,17.722021636301506
2023-03-18,18.534407279845087
2023-03-19,19.750458212682027
2023-03-20,19.35452419920505
2023-03-21,19.765028694028285
2023-03-22,19.36879732378914
2023-03-23,20.586929753961257
2023-03-24,20.190698383722115
2023-03-25,20.19813230277633
2023-03-26,20.205566221830544
2023-03-27,19.404480135249365
2023-03-28,19.00720801634263
2023-03-29,18.205081181093863
2023-03-30,19.4258898221255
2023-03-31,20.24273581710161
2023-04-01,20.65517313087894
2023-04-02,19.44729950900164
2023-04-03,18.64383456832311
2023-04-04,19.867022063452094
2023-04-05,20.279905412372678
2023-04-06,19.881592544798355
2023-04-07,18.265295925432994
2023-04-08,20.30220716953532
2023-04-09,19.49725544504595
2023-04-10,19.91073350749087
2023-04-11,21.137489283765877
2023-04-12,23.991692557987566
2023-04-13,22.780101976583154
2023-04-14,21.567619324892235
2023-04-15,21.575499279089705
2023-04-16,21.17614566284779
2023-04-17,19.146965694561846
2023-04-18,19.561484505674358
2023-04-19,19.160941462383768
2023-04-20,18.760101062331014
2023-04-21,20.398848117240096
2023-04-22,22.855035880649627
2023-04-23,23.679910508204287
2023-04-24,21.646418866866902
2023-04-25,19.61144044171867
2023-04-26,18.871605322105136
2023-04-27,18.33566127369019
2023-04-28,17.594813603033064
2023-04-29,19.09678303600241
2023-04-30,19.103722214926464
2023-05-01,19.110661393850517
2023-05-02,18.36899855551779
2023-05-03,18.375666011883315
2023-05-04,18.382333468248834
2023-05-05,18.594030154454348
2023-05-06,19.8950461959617
2023-05-07,19.697079189223214
2023-05-08,17.864023188514555
2023-05-09,18.415670750076437
2023-05-10,18.422338206441957
2023-05-11,20.47667295867498
2023-05-12,19.73276200068344
2023-05-13,19.945522506339813
2023-05-14,19.9527334078224
2023-05-15,19.959944309304987
2023-05-16,21.060273555068157
2023-05-17,20.521122667778446
2023-05-18,24.634237143154827
2023-05-19,23.136684483471832
2023-05-20,22.80382659226132
2023-05-21,22.058285298918584
2023-05-22,20.0104206196831
2023-05-23,20.565572376881917
2023-05-24,19.270262509103755
2023-05-25,21.876454963288303
2023-05-26,20.51655917872973
2023-05-27,22.57633601231434
2023-05-28,23.26883441069343
2023-05-29,22.592577843737615
2023-05-30,21.230959440694754
2023-05-31,20.553472431964444
2023-06-01,21.246216918698433
2023-06-02,21.253845657700275
2023-06-03,23.31903643509264
2023-06-04,23.32740343915918
2023-06-05,21.2767318747058
2023-06-06,28.83687567018455
2023-06-07,42.583978705418964
2023-06-08,32.980053819423986
2023-06-09,23.369238459491857
2023-06-10,21.314875569715007
2023-06-11,24.073795187260956
2023-06-12,21.33013304771869
2023-06-13,19.961131994028882
2023-06-14,19.96826855632093
2023-06-15,20.664212191668593
2023-06-16,19.98254168090502
2023-06-17,19.989678243197062
2023-06-18,21.375905481729735
2023-06-19,20.003951367781156
2023-06-20,21.39116295973342
2023-06-21,22.089075301920268
2023-06-22,20.02536105465729
2023-06-23,19.34172183705453
2023-06-24,20.039634179241382
2023-06-25,22.120574611347227
2023-06-26,22.128449438703967
2023-06-27,24.211604666003897
2023-06-28,28.372255088441097
2023-06-29,24.921083160870957
2023-06-30,24.237443943268197
2023-07-01,24.93880152242362
2023-07-02,25.64065127828884
2023-07-03,25.64975654742007
2023-07-04,31.20672383094077
2023-07-05,30.524068966757607
2023-07-06,25.67707235481376
2023-07-07,22.2150725396281
2023-07-08,22.917414472203117
2023-07-09,22.230822194341577
2023-07-10,21.543737739770247
2023-07-11,22.24657184905506
2023-07-12,22.2544466764118
2023-07-13,21.566623956775768
2023-07-14,20.878309060429945
2023-07-15,22.974260882184577
2023-07-16,23.678817609953676
2023-07-17,22.29382081319549
2023-07-18,21.604767651784975
2023-07-19,22.309570467908973
2023-07-20,20.922604964311603
2023-07-21,20.92998761495855
2023-07-22,22.33319494997919
2023-07-23,22.341069777335928
2023-07-24,22.34894460469267
2023-07-25,21.658168824797865
2023-07-26,22.36469425940615
2023-07-27,21.67342630280155
2023-07-28,19.582888424854673
2023-07-29,21.68868378080523
2023-07-30,21.696312519807073
2023-07-31,21.70394125880891
2023-08-01,23.812689675018248
2023-08-02,21.719198736812597
2023-08-03,21.726827475814435
2023-08-04,20.332233233215227
2023-08-05,24.547515270439813
2023-08-06,23.152921027840605
2023-08-07,22.45919218768702
2023-08-08,21.062875326603525
2023-08-09,56.18735460600126
2023-08-10,70.25880209299139
2023-08-11,50.60405586850645
2023-08-12,42.8878920560223
2023-08-13,42.90290344567109
2023-08-14,36.58576346617432
2023-08-15,34.487104672515805
2023-08-16,33.09103389978721
2023-08-17,32.39828941305322
2023-08-18,30.29593929407124
2023-08-19,40.17376051906781
2023-08-20,38.07264084186032
2023-08-21,31.03297968468689
2023-08-22,26.810561085170256
2023-08-23,25.40833810356921
2023-08-24,24.005130768548568
2023-08-25,24.0134977726151
2023-08-26,23.315339342073354
2023-08-27,25.443774826674538
2023-08-28,22.624563562178547
2023-08-29,21.217910990189335
2023-08-30,24.762842580975658
2023-08-31,21.23267629148322
2023-09-01,21.24005894213016
2023-09-02,21.955689645869676
2023-09-03,21.963318384871517
2023-09-04,21.970947123873362
2023-09-05,20.560603226560673
2023-09-06,19.14927497582839
2023-09-07,19.155919361410643
2023-09-08,19.872288330214847
2023-09-09,20.589149475728853
2023-09-10,20.5962860380209
2023-09-11,20.603422600312943
2023-09-12,19.189141289321885
2023-09-13,19.906740699900585
2023-09-14,20.62483228718908
2023-09-15,19.92052164777488
2023-09-16,20.639105411773166
2023-09-17,20.646241974065212
2023-09-18,19.22900760281538
2023-09-19,22.797809764026816
2023-09-20,23.51836223486429
2023-09-21,22.100635686904663
2023-09-22,19.968754965334906
2023-09-23,19.975645439272053
2023-09-24,19.9825359132092
2023-09-25,19.275518301891122
2023-09-26,19.28216268747337
2023-09-27,18.574406811090597
2023-09-28,20.010097808957788
2023-09-29,17.87231096687048
2023-09-30,22.169294337921233
2023-10-01,22.89230769230769
2023-10-02,22.885054194624495
2023-10-03,22.162869425161883
2023-10-04,21.441137999304473
2023-10-05,21.434337845226473
2023-10-06,20.71328643477686
2023-10-07,20.706712952501466
2023-10-08,22.84153320852532
2023-10-09,20.693565987950677
2023-10-10,20.686992505675278
2023-10-11,20.68041902339988
2023-10-12,22.099627992236517
2023-10-13,20.66727205884909
2023-10-14,27.785077396081864
2023-10-15,21.366336304446513
2023-10-16,19.223582535331666
2023-10-17,19.92922026320449
2023-10-18,19.922873452731693
2023-10-19,19.916526642258898
2023-10-20,19.9101798317861
2023-10-21,20.61468420064592
2023-10-22,21.31873522590054
2023-10-23,19.180741564640293
2023-10-24,19.174621425970095
2023-10-25,20.588390271544334
2023-10-26,19.162381148629702
2023-10-27,19.865752158476525
2023-10-28,18.44087639457489
2023-10-29,18.434982927707292
2023-10-30,20.555522860167354
2023-10-31,22.67470276181181
2023-11-01,20.542375895616562
2023-11-02,21.243933531042586
2023-11-03,19.821324485166947
2023-11-04,20.522655448790374
2023-11-05,21.223533068808596
2023-11-06,19.80228405374856
2023-11-07,20.502935001964186
2023-11-08,21.20313260657461
2023-11-09,20.48978803741339
2023-11-10,19.776896811857373
2023-11-11,20.4766410728626
2023-11-12,23.293525189288886
2023-11-13,26.108595931294374
2023-11-14,23.983975906387517
2023-11-15,22.56590029656388
2023-11-16,22.558646798880684
2023-11-17,21.141931219872642
2023-11-18,21.135131065794646
2023-11-19,22.536886305831096
2023-11-20,21.121530757638656
2023-11-21,21.818554957012683
2023-11-22,20.40433276783324
2023-11-23,21.101130295404666
2023-11-24,21.09433014132667
2023-11-25,22.493365319731918
2023-11-26,21.783420827609703
2023-11-27,18.966536711183412
2023-11-28,20.364891874180863
2023-11-29,20.358318391905467
2023-11-30,18.948176295172825
2023-12-01,19.64361379192865
2023-12-02,20.33859794507928
2023-12-03,18.929815879162238
2023-12-04,18.92369574049204
2023-12-05,19.618226550037466
2023-12-06,19.61187973956467
2023-12-07,19.605532929091872
2023-12-08,20.299157051426903
2023-12-09,20.99232783015673
2023-12-10,21.685045265281357
2023-12-11,18.880854769800663
2023-12-12,19.573798876727892
2023-12-13,20.26628964004992
2023-12-14,20.259716157774523
2023-12-15,20.951526905688752
2023-12-16,20.944726751610755
2023-12-17,20.937926597532762
2023-12-18,19.535718013891113
2023-12-19,19.529371203418318
2023-12-20,22.312027877652024
2023-12-21,20.21370178184675
2023-12-22,18.283361212580676
2023-12-23,20.200554817295956
2023-12-24,19.40680964879787
2023-12-25,20.974323301277963
2023-12-26,20.96749358131267
2023-12-27,19.82642880391516
2023-12-28,19.03382192207795
2023-12-29,19.813508511166965
2023-12-30,19.368906181284867
2023-12-31,19.800588218418774
2024-01-01,22.844024235700687
2024-01-02,21.138542280626734
2024-01-03,20.912855821590334
2024-01-04,22.25601840761021
2024-01-05,20.899196381659753
2024-01-06,21.11093759718838
2024-01-07,20.101952583165016
2024-01-08,20.09537910088962
2024-01-09,19.52409031824088
2024-01-10,19.299416490844358
2024-01-11,18.94696720049914
2024-01-12,18.940763291814942
2024-01-13,19.280464757087856
2024-01-14,21.61951959670701
2024-01-15,20.830899182006835
2024-01-16,19.261513023331354
2024-01-17,21.38047674808481
2024-01-18,21.591175766086263
2024-01-19,20.80358030214567
2024-01-20,21.321921051427356
2024-01-21,21.74991720794507
2024-01-22,23.48219388799652
2024-01-23,22.170339569667227
2024-01-24,21.293912300862623
2024-01-25,21.28691011322144
2024-01-26,19.54277258471656
2024-01-27,19.53634200422976
2024-01-28,18.661915360465496
2024-01-29,18.65577058355589
2024-01-30,19.08333803470782
2024-01-31,19.944189008555504
2024-02-01,19.93761552628011
2024-02-02,18.631191475917447
2024-02-03,18.62504669900784
2024-02-04,19.91789507945392
2024-02-05,17.747047510528684
2024-02-06,19.03932428382038
2024-02-07,19.033036605122177
2024-02-08,18.59432281445979
2024-02-09,19.885027668076937
2024-02-10,19.878454185801544
2024-02-11,18.575888483730964
2024-02-12,17.274180192391956
2024-02-13,18.563598929911745
2024-02-14,19.420591555467347
2024-02-15,19.84558677442456
2024-02-16,19.407730394493747
2024-02-17,21.12585979747423
2024-02-18,18.96387213944192
2024-02-19,20.250147037612606
2024-02-20,20.674141944049648
2024-02-21,18.945009103347303
2024-02-22,19.79957239849679
2024-02-23,19.792998916221393
2024-02-24,22.367263534025906
2024-02-25,25.799806893483392
2024-02-26,24.931525026628734
2024-02-27,24.06381476692846
2024-02-28,26.203652647728454
2024-02-29,24.47723494100943
2024-03-01,22.751960448599167
2024-03-02,23.60266539545657
2024-03-03,22.736812859008037
2024-03-04,20.15611766071672
2024-03-05,20.578111942113424
2024-03-06,19.285549365244535
2024-03-07,18.85069392287423
2024-03-08,18.844406244176025
2024-03-09,18.838118565477817
2024-03-10,19.25982704329733
2024-03-11,20.5369562269979
2024-03-12,19.24696588232373
2024-03-13,19.240535301836932
2024-03-14,18.379255622623457
2024-03-15,17.94582919813911
2024-03-16,20.92979854352111
2024-03-17,20.495800511882376
2024-03-18,19.63523534161188
2024-03-19,19.201951818916125
2024-03-20,19.62208837706109
2024-03-21,19.189090657942522
2024-03-22,20.03522274756487
2024-03-23,18.750091063702946
2024-03-24,19.169798916482122
2024-03-25,19.163368335995322
2024-03-26,19.15693775550852
2024-03-27,18.724940348910128
2024-03-28,18.293228745888925
2024-03-29,17.86180294644491
2024-03-30,18.706077312815513
2024-03-31,18.699789634117305
2024-04-01,19.11835427258772
2024-04-02,19.111923692100916
2024-04-03,17.831793570839842
2024-04-04,18.674638919324487
2024-04-05,19.51691266065475
2024-04-06,19.510339178379354
2024-04-07,19.503765696103958
2024-04-08,17.377932190586325
2024-04-09,19.06690962869331
2024-04-10,18.636912847135257
2024-04-11,19.054048467719713
2024-04-12,19.04761788723291
2024-04-13,19.464324802451582
2024-04-14,19.457751320176182
2024-04-15,19.451177837900786
2024-04-16,19.86731314596507
2024-04-17,18.59289909624782
2024-04-18,19.431457391074602
2024-04-19,28.71504577822491
2024-04-20,28.283191273415113
2024-04-21,23.209685476818752
2024-04-22,20.670717600797342
2024-04-23,19.820298457517133
2024-04-24,19.392016497422222
2024-04-25,19.385443015146826
2024-04-26,20.22142907777888
2024-04-27,19.793432921261164
2024-04-28,20.628704474950244
2024-04-29,19.359149086045242
2024-04-30,18.931867438470498
2024-05-01,19.346002121494447
2024-05-02,19.759851000941204
2024-05-03,20.17341407681077
2024-05-04,20.16655479095818
2024-05-05,19.73970184874923
2024-05-06,19.313134710117467
2024-05-07,18.46714552228372
2024-05-08,18.460857843585515
2024-05-09,18.87399221408929
2024-05-10,18.448282486189104
2024-05-11,20.11853978999007
2024-05-12,19.692687160301286
2024-05-13,20.104821218284894
2024-05-14,19.679254392173302
2024-05-15,20.50966728505013
2024-05-16,19.247399887363507
2024-05-17,20.077384074874548
2024-05-18,20.488660722126586
2024-05-19,20.06366550316937
2024-05-20,18.803255828734486
2024-05-21,18.379118020508848
2024-05-22,18.372830341810644
2024-05-23,19.618806935597377
2024-05-24,19.194812029160335
2024-05-25,20.85678102922276
2024-05-26,20.01565050220126
2024-05-27,21.259340667370466
2024-05-28,19.585225015277416
2024-05-29,19.161944617783355
2024-05-30,19.98821335879091
2024-05-31,19.981354072938323
2024-06-01,19.974494787085735
2024-06-02,25.37553678281713
2024-06-03,21.20832472884185
2024-06-04,19.538210326829475
2024-06-05,19.531493942765483
2024-06-06,19.52477755870149
2024-06-07,19.933339071970213
2024-06-08,20.756749777205858
2024-06-09,20.74960468777608
2024-06-10,20.327610406379378
2024-06-11,20.735314508916524
2024-06-12,20.728169419486747
2024-06-13,19.47776287025355
2024-06-14,19.8853240710021
2024-06-15,21.120868834221362
2024-06-16,26.90946578029792
2024-06-17,28.141723802379484
2024-06-18,30.61424234670395
2024-06-19,28.122289159130485
2024-06-20,23.56494992261531
2024-06-21,22.31697270378824
2024-06-22,22.30925600720408
2024-06-23,23.127522248050283
2024-06-24,21.055276913255994
2024-06-25,23.11151724772758
2024-06-26,23.516077510915625
2024-06-27,21.85825266272247
2024-06-28,20.61384798861029
2024-06-29,21.430971015147733
2024-06-30,23.07150474692082
2024-07-01,23.47535050116589
2024-07-02,23.055499746598116
2024-07-03,26.751559303899814
2024-07-04,32.91356392325059
2024-07-05,31.668301838406833
2024-07-06,25.079158473269917
2024-07-07,25.481432307840432
2024-07-08,25.061724455061256
2024-07-09,22.588777205371002
2024-07-10,22.170355468689184
2024-07-11,22.573058008625488
2024-07-12,23.385751079716467
2024-07-13,23.37760567776652
2024-07-14,22.13948868235254
2024-07-15,20.902229097670137
2024-07-16,21.714350561606736
2024-07-17,21.29721494102228
2024-07-18,21.28978404801531
2024-07-19,21.282353155008337
2024-07-20,24.957120345809297
2024-07-21,26.175373992608492
2024-07-22,23.304297060216992
2024-07-23,22.887447243209728
2024-07-24,22.062321716510933
2024-07-25,28.180884192128655
2024-07-26,31.845505355939324
2024-07-27,35.09942147965235
2024-07-28,29.375273240232385
2024-07-29,29.77283131577925
2024-07-30,30.985511792823214
2024-07-31,30.5670900561414
2024-08-01,25.667352834477256
2024-08-02,24.843799227453015
2024-08-03,23.613684732200387
2024-08-04,22.384427647679335
2024-08-05,21.56287466569543
2024-08-06,20.74189329086591
2024-08-07,22.767409740789446
2024-08-08,22.35298925418831
2024-08-09,22.751404740466743
2024-08-10,22.337270057442794
2024-08-11,21.517431896922037
2024-08-12,23.539089998553496
2024-08-13,21.0965808298341
2024-08-14,21.089149936827127
2024-08-15,21.081719043820158
2024-08-16,20.66901337868217
2024-08-17,21.877120998491073
2024-08-18,22.071898786183827
2024-08-19,19.9555373743031
2024-08-20,19.948493506973577
2024-08-21,21.441693948966385
2024-08-22,20.136614453014253
2024-08-23,19.523087445374152
2024-08-24,21.21690678566856
2024-08-25,23.111517697259124
2024-08-26,19.50238454875137
2024-08-27,19.899186435666913
2024-08-28,19.89214256833739
2024-08-29,19.481681652128586
2024-08-30,19.474780686587657
2024-08-31,18.376065931686902
2024-09-01,21.35838220621517
2024-09-02,21.17087674332621
2024-09-03,21.588386698902458
2024-09-04,20.10526247814988
2024-09-05,21.212842869929585
2024-09-06,21.63115218029828
2024-09-07,22.049994393861933
2024-09-08,34.395679003119604
2024-09-09,34.01319633046231
2024-09-10,39.964343377904264
2024-09-11,37.87783575472105
2024-09-12,28.95557752411989
2024-09-13,25.352761354147717
2024-09-14,23.45567986578531
