Time,ncedcloud
2022-06-24,3.0
2022-06-25,2.0
2022-06-26,2.0
2022-06-27,7.0
2022-06-28,6.0
2022-06-29,5.0
2022-06-30,4.0
2022-07-01,2.0
2022-07-02,2.0
2022-07-03,2.0
2022-07-04,2.0
2022-07-05,3.0
2022-07-06,12.0
2022-07-07,14.0
2022-07-08,14.0
2022-07-09,10.0
2022-07-10,8.0
2022-07-11,9.0
2022-07-12,7.0
2022-07-13,6.0
2022-07-14,7.0
2022-07-15,5.0
2022-07-16,3.0
2022-07-17,4.0
2022-07-18,7.0
2022-07-19,8.0
2022-07-20,7.0
2022-07-21,7.0
2022-07-22,5.0
2022-07-23,3.0
2022-07-24,4.0
2022-07-25,7.0
2022-07-26,7.0
2022-07-27,7.0
2022-07-28,8.0
2022-07-29,6.0
2022-07-30,4.0
2022-07-31,6.0
2022-08-01,10.0
2022-08-02,12.0
2022-08-03,12.0
2022-08-04,11.0
2022-08-05,11.0
2022-08-06,9.0
2022-08-07,8.0
2022-08-08,16.0
2022-08-09,16.0
2022-08-10,16.0
2022-08-11,19.0
2022-08-12,16.0
2022-08-13,8.0
2022-08-14,8.0
2022-08-15,23.0
2022-08-16,23.0
2022-08-17,27.0
2022-08-18,28.0
2022-08-19,24.0
2022-08-20,12.0
2022-08-21,14.0
2022-08-22,39.0
2022-08-23,40.0
2022-08-24,40.0
2022-08-25,37.0
2022-08-26,31.0
2022-08-27,13.0
2022-08-28,20.0
2022-08-29,62.798780487804876
2022-08-30,55.58536585365854
2022-08-31,60.23780487804878
2022-09-01,61.76829268292683
2022-09-02,62.798780487804876
2022-09-03,8.24390243902439
2022-09-04,8.24390243902439
2022-09-05,12.865853658536587
2022-09-06,78.2560975609756
2022-09-07,79.78658536585365
2022-09-08,77.22560975609755
2022-09-09,80.8170731707317
2022-09-10,10.304878048780488
2022-09-11,13.396341463414634
2022-09-12,94.71341463414635
2022-09-13,87.0
2022-09-14,94.71341463414635
2022-09-15,93.1829268292683
2022-09-16,92.15243902439025
2022-09-17,12.365853658536587
2022-09-18,16.98780487804878
2022-09-19,91.6219512195122
2022-09-20,93.1829268292683
2022-09-21,85.96951219512195
2022-09-22,93.1829268292683
2022-09-23,91.1219512195122
2022-09-24,10.804878048780488
2022-09-25,13.896341463414634
2022-09-26,78.2560975609756
2022-09-27,99.8658536585366
2022-09-28,87.0
2022-09-29,87.0
2022-09-30,49.86585365853659
2022-10-01,12.731707317073171
2022-10-02,14.853658536585368
2022-10-03,98.67073170731707
2022-10-04,97.60975609756098
2022-10-05,64.71951219512195
2022-10-06,98.67073170731707
2022-10-07,89.1219512195122
2022-10-08,12.731707317073171
2022-10-09,13.792682926829269
2022-10-10,96.54878048780488
2022-10-11,90.1829268292683
2022-10-12,80.63414634146342
2022-10-13,92.3048780487805
2022-10-14,77.45121951219512
2022-10-15,11.670731707317074
2022-10-16,14.853658536585368
2022-10-17,93.3658536585366
2022-10-18,82.75609756097562
2022-10-19,87.0
2022-10-20,99.73170731707317
2022-10-21,88.0609756097561
2022-10-22,11.670731707317074
2022-10-23,15.914634146341465
2022-10-24,106.09756097560977
2022-10-25,84.8780487804878
2022-10-26,87.0
2022-10-27,99.73170731707317
2022-10-28,77.45121951219512
2022-10-29,12.731707317073171
2022-10-30,12.731707317073171
2022-10-31,57.29268292682927
2022-11-01,94.42682926829269
2022-11-02,80.63414634146342
2022-11-03,80.63414634146342
2022-11-04,80.63414634146342
2022-11-05,8.487804878048781
2022-11-06,11.670731707317074
2022-11-07,80.63414634146342
2022-11-08,43.5
2022-11-09,78.51219512195122
2022-11-10,74.26829268292683
2022-11-11,9.548780487804878
2022-11-12,7.426829268292684
2022-11-13,11.670731707317074
2022-11-14,88.0609756097561
2022-11-15,80.63414634146342
2022-11-16,89.1219512195122
2022-11-17,91.2439024390244
2022-11-18,83.81707317073172
2022-11-19,11.670731707317074
2022-11-20,13.792682926829269
2022-11-21,84.8780487804878
2022-11-22,71.08536585365854
2022-11-23,10.609756097560975
2022-11-24,5.304878048780488
2022-11-25,6.365853658536586
2022-11-26,7.426829268292684
2022-11-27,10.609756097560975
2022-11-28,82.75609756097562
2022-11-29,79.57317073170732
2022-11-30,77.45121951219512
2022-12-01,78.51219512195122
2022-12-02,79.57317073170732
2022-12-03,9.548780487804878
2022-12-04,11.670731707317074
2022-12-05,89.1219512195122
2022-12-06,85.9390243902439
2022-12-07,79.57317073170732
2022-12-08,87.0
2022-12-09,76.39024390243902
2022-12-10,9.548780487804878
2022-12-11,12.731707317073171
2022-12-12,85.9390243902439
2022-12-13,84.8780487804878
2022-12-14,87.0
2022-12-15,75.32926829268293
2022-12-16,68.96341463414635
2022-12-17,10.609756097560975
2022-12-18,10.609756097560975
2022-12-19,48.80487804878049
2022-12-20,31.82926829268293
2022-12-21,15.914634146341465
2022-12-22,7.426829268292684
2022-12-23,5.304878048780488
2022-12-24,4.2439024390243905
2022-12-25,4.2439024390243905
2022-12-26,5.304878048780488
2022-12-27,4.2439024390243905
2022-12-28,5.304878048780488
2022-12-29,4.2439024390243905
2022-12-30,4.2439024390243905
2022-12-31,4.2439024390243905
2023-01-01,5.304878048780488
2023-01-02,14.853658536585368
2023-01-03,48.80487804878049
2023-01-04,71.08536585365854
2023-01-05,71.08536585365854
2023-01-06,73.20731707317074
2023-01-07,8.487804878048781
2023-01-08,11.670731707317074
2023-01-09,82.75609756097562
2023-01-10,82.75609756097562
2023-01-11,82.75609756097562
2023-01-12,83.81707317073172
2023-01-13,79.57317073170732
2023-01-14,11.670731707317074
2023-01-15,9.548780487804878
2023-01-16,12.731707317073171
2023-01-17,87.0
2023-01-18,87.0
2023-01-19,79.57317073170732
2023-01-20,76.39024390243902
2023-01-21,14.853658536585368
2023-01-22,13.792682926829269
2023-01-23,78.51219512195122
2023-01-24,79.57317073170732
2023-01-25,73.20731707317074
2023-01-26,79.57317073170732
2023-01-27,71.08536585365854
2023-01-28,12.731707317073171
2023-01-29,13.792682926829269
2023-01-30,83.81707317073172
2023-01-31,78.51219512195122
2023-02-01,72.14634146341464
2023-02-02,79.57317073170732
2023-02-03,81.69512195121952
2023-02-04,9.548780487804878
2023-02-05,9.548780487804878
2023-02-06,84.8780487804878
2023-02-07,81.69512195121952
2023-02-08,70.02439024390245
2023-02-09,77.45121951219512
2023-02-10,76.39024390243902
2023-02-11,8.487804878048781
2023-02-12,10.609756097560975
2023-02-13,72.14634146341464
2023-02-14,74.26829268292683
2023-02-15,79.57317073170732
2023-02-16,81.69512195121952
2023-02-17,80.63414634146342
2023-02-18,9.548780487804878
2023-02-19,9.548780487804878
2023-02-20,40.31707317073171
2023-02-21,84.8780487804878
2023-02-22,74.26829268292683
2023-02-23,73.20731707317074
2023-02-24,79.57317073170732
2023-02-25,9.548780487804878
2023-02-26,11.670731707317074
2023-02-27,85.9390243902439
2023-02-28,72.14634146341464
2023-03-01,76.39024390243902
2023-03-02,76.39024390243902
2023-03-03,75.32926829268293
2023-03-04,9.548780487804878
2023-03-05,10.609756097560975
2023-03-06,79.57317073170732
2023-03-07,64.71951219512195
2023-03-08,73.20731707317074
2023-03-09,73.20731707317074
2023-03-10,70.02439024390245
2023-03-11,8.487804878048781
2023-03-12,11.670731707317074
2023-03-13,67.90243902439025
2023-03-14,65.78048780487805
2023-03-15,68.96341463414635
2023-03-16,71.08536585365854
2023-03-17,65.78048780487805
2023-03-18,9.548780487804878
2023-03-19,11.670731707317074
2023-03-20,90.1829268292683
2023-03-21,73.20731707317074
2023-03-22,78.51219512195122
2023-03-23,71.08536585365854
2023-03-24,81.69512195121952
2023-03-25,9.548780487804878
2023-03-26,12.731707317073171
2023-03-27,67.90243902439025
2023-03-28,77.45121951219512
2023-03-29,75.32926829268293
2023-03-30,72.14634146341464
2023-03-31,62.59756097560976
2023-04-01,8.487804878048781
2023-04-02,10.609756097560975
2023-04-03,75.32926829268293
2023-04-04,70.02439024390245
2023-04-05,85.9390243902439
2023-04-06,58.35365853658537
2023-04-07,8.487804878048781
2023-04-08,6.365853658536586
2023-04-09,4.2439024390243905
2023-04-10,9.548780487804878
2023-04-11,19.097560975609756
2023-04-12,21.21951219512195
2023-04-13,19.097560975609756
2023-04-14,21.21951219512195
2023-04-15,4.2439024390243905
2023-04-16,8.487804878048781
2023-04-17,68.96341463414635
2023-04-18,64.71951219512195
2023-04-19,66.84146341463415
2023-04-20,66.84146341463415
2023-04-21,63.65853658536586
2023-04-22,8.487804878048781
2023-04-23,8.487804878048781
2023-04-24,72.14634146341464
2023-04-25,68.96341463414635
2023-04-26,66.89175040185552
2023-04-27,65.50303134839956
2023-04-28,64.97254354352151
2023-04-29,7.575455252746931
2023-04-30,9.494662111080936
2023-05-01,72.54799879626844
2023-05-02,70.19967631364548
2023-05-03,67.85135383102252
2023-05-04,66.89175040185552
2023-05-05,59.31629514910858
2023-05-06,7.575455252746931
2023-05-07,9.494662111080936
2023-05-08,79.26522280043746
2023-05-09,68.81095726018953
2023-05-10,70.73016411852353
2023-05-11,66.89175040185552
2023-05-12,63.58382449006555
2023-05-13,7.575455252746931
2023-05-14,9.494662111080936
2023-05-15,78.30561937127045
2023-05-16,70.19967631364548
2023-05-17,67.85135383102252
2023-05-18,68.81095726018953
2023-05-19,64.97254354352151
2023-05-20,10.45426554024794
2023-05-21,10.883381164536894
2023-05-22,68.28046945531148
2023-05-23,64.97254354352151
2023-05-24,62.195105436609595
2023-05-25,59.31629514910858
2023-05-26,54.068568660408246
2023-05-27,11.157006231512813
2023-05-28,9.440543734356995
2023-05-29,15.448162474402356
2023-05-30,62.65088114618733
2023-05-31,48.919181168940796
2023-06-01,48.919181168940796
2023-06-02,45.48625617462916
2023-06-03,11.157006231512813
2023-06-04,12.87346872866863
2023-06-05,36.90394368885007
2023-06-06,32.61278744596053
2023-06-07,29.179862451648894
2023-06-08,26.60516870591517
2023-06-09,20.59754996586981
2023-06-10,8.582312485779086
2023-06-11,7.724081237201178
2023-06-12,11.157006231512813
2023-06-13,8.582312485779086
2023-06-14,8.582312485779086
2023-06-15,6.865849988623269
2023-06-16,5.1493874914674524
2023-06-17,4.291156242889543
2023-06-18,3.4329249943116347
2023-06-19,6.865849988623269
2023-06-20,6.007618740045361
2023-06-21,6.007618740045361
2023-06-22,6.007618740045361
2023-06-23,5.1493874914674524
2023-06-24,3.4329249943116347
2023-06-25,4.291156242889543
2023-06-26,6.007618740045361
2023-06-27,5.1493874914674524
2023-06-28,4.291156242889543
2023-06-29,4.291156242889543
2023-06-30,2.5746937457337262
2023-07-01,2.5746937457337262
2023-07-02,2.5746937457337262
2023-07-03,2.5746937457337262
2023-07-04,2.5746937457337262
2023-07-05,4.291156242889543
2023-07-06,4.291156242889543
2023-07-07,3.4329249943116347
2023-07-08,2.5746937457337262
2023-07-09,3.4329249943116347
2023-07-10,6.007618740045361
2023-07-11,6.865849988623269
2023-07-12,12.015237480090722
2023-07-13,8.582312485779086
2023-07-14,5.1493874914674524
2023-07-15,4.291156242889543
2023-07-16,2.5746937457337262
2023-07-17,6.865849988623269
2023-07-18,6.865849988623269
2023-07-19,6.007618740045361
2023-07-20,6.007618740045361
2023-07-21,5.1493874914674524
2023-07-22,3.4329249943116347
2023-07-23,4.291156242889543
2023-07-24,6.007618740045361
2023-07-25,6.007618740045361
2023-07-26,6.865849988623269
2023-07-27,6.865849988623269
2023-07-28,6.865849988623269
2023-07-29,4.291156242889543
2023-07-30,4.291156242889543
2023-07-31,8.582312485779086
2023-08-01,12.015237480090722
2023-08-02,11.157006231512813
2023-08-03,12.87346872866863
2023-08-04,12.015237480090722
2023-08-05,7.724081237201178
2023-08-06,7.724081237201178
2023-08-07,15.448162474402356
2023-08-08,16.306393722980264
2023-08-09,16.306393722980264
2023-08-10,17.164624971558172
2023-08-11,14.589931225824447
2023-08-12,7.724081237201178
2023-08-13,9.440543734356995
2023-08-14,23.172243711603535
2023-08-15,22.314012463025627
2023-08-16,27.463399954493077
2023-08-17,28.321631203070986
2023-08-18,25.74693745733726
2023-08-19,9.440543734356995
2023-08-20,10.298774982934905
2023-08-21,32.61278744596053
2023-08-22,33.47101869453844
2023-08-23,35.18748119169425
2023-08-24,31.75455619738262
2023-08-25,28.321631203070986
2023-08-26,9.440543734356995
2023-08-27,15.448162474402356
2023-08-28,54.068568660408246
2023-08-29,48.06094992036289
2023-08-30,48.919181168940796
2023-08-31,37.76217493742798
2023-09-01,52.35210616325243
2023-09-02,6.865849988623269
2023-09-03,6.007618740045361
2023-09-04,10.298774982934905
2023-09-05,62.65088114618733
2023-09-06,63.50911239476524
2023-09-07,64.36734364334315
2023-09-08,69.5167311348106
2023-09-09,9.440543734356995
2023-09-10,12.015237480090722
2023-09-11,78.09904362058968
2023-09-12,69.5167311348106
2023-09-13,74.66611862627805
2023-09-14,72.09142488054432
2023-09-15,72.09142488054432
2023-09-16,9.440543734356995
2023-09-17,12.015237480090722
2023-09-18,76.38258112343387
2023-09-19,75.52434987485596
2023-09-20,72.94965612912223
2023-09-21,79.8155061177455
2023-09-22,71.23319363196642
2023-09-23,11.157006231512813
2023-09-24,12.015237480090722
2023-09-25,62.65088114618733
2023-09-26,74.66611862627805
2023-09-27,72.94965612912223
2023-09-28,76.38258112343387
2023-09-29,71.23319363196642
2023-09-30,10.298774982934905
2023-10-01,13.731699977246539
2023-10-02,85.82312485779087
2023-10-03,74.66611862627805
2023-10-04,75.52434987485596
2023-10-05,74.66611862627805
2023-10-06,77.24081237201177
2023-10-07,9.440543734356995
2023-10-08,12.015237480090722
2023-10-09,74.66611862627805
2023-10-10,70.3749623833885
2023-10-11,72.94965612912223
2023-10-12,71.23319363196642
2023-10-13,68.65849988623269
2023-10-14,10.298774982934905
2023-10-15,12.015237480090722
2023-10-16,76.38258112343387
2023-10-17,73.80788737770014
2023-10-18,70.3749623833885
2023-10-19,75.52434987485596
2023-10-20,70.3749623833885
2023-10-21,11.157006231512813
2023-10-22,12.87346872866863
2023-10-23,77.24081237201177
2023-10-24,72.09142488054432
2023-10-25,72.94965612912223
2023-10-26,72.09142488054432
2023-10-27,79.8155061177455
2023-10-28,9.440543734356995
2023-10-29,12.015237480090722
2023-10-30,73.80788737770014
2023-10-31,64.36734364334315
2023-11-01,73.80788737770014
2023-11-02,70.3749623833885
2023-11-03,63.50911239476524
2023-11-04,10.298774982934905
2023-11-05,11.157006231512813
2023-11-06,70.3749623833885
2023-11-07,54.926799908986155
2023-11-08,68.65849988623269
2023-11-09,61.79264989760942
2023-11-10,9.440543734356995
2023-11-11,6.865849988623269
2023-11-12,9.440543734356995
2023-11-13,78.95727486916759
2023-11-14,62.65088114618733
2023-11-15,68.65849988623269
2023-11-16,70.3749623833885
2023-11-17,69.5167311348106
2023-11-18,8.582312485779086
2023-11-19,10.298774982934905
2023-11-20,72.94965612912223
2023-11-21,57.50149365471988
2023-11-22,8.582312485779086
2023-11-23,5.1493874914674524
2023-11-24,5.1493874914674524
2023-11-25,5.1493874914674524
2023-11-26,8.582312485779086
2023-11-27,70.3749623833885
2023-11-28,62.65088114618733
2023-11-29,64.36734364334315
2023-11-30,64.36734364334315
2023-12-01,66.94203738907687
2023-12-02,7.724081237201178
2023-12-03,10.298774982934905
2023-12-04,73.80788737770014
2023-12-05,83.24843111205715
2023-12-06,78.95727486916759
2023-12-07,58.35972490329779
2023-12-08,50.63564366609661
2023-12-09,9.440543734356995
2023-12-10,11.157006231512813
2023-12-11,54.068568660408246
2023-12-12,44.62802492605125
2023-12-13,43.769793677473345
2023-12-14,38.62040618600589
2023-12-15,36.04571244027216
2023-12-16,9.440543734356995
2023-12-17,10.298774982934905
2023-12-18,32.61278744596053
2023-12-19,28.321631203070986
2023-12-20,18.02285622013608
2023-12-21,10.298774982934905
2023-12-22,5.98896153898932
2023-12-23,4.5336998566180835
2023-12-24,3.5075537985358007
2023-12-25,3.5075537985358007
2023-12-26,4.5336998566180835
2023-12-27,3.5075537985358007
2023-12-28,3.5075537985358007
2023-12-29,3.5075537985358007
2023-12-30,4.235184639721419
2023-12-31,3.209038581639137
2024-01-01,5.98896153898932
2024-01-02,13.731699977246539
2024-01-03,41.19509993173962
2024-01-04,44.70265373027542
2024-01-05,41.49361514863628
2024-01-06,7.74273843825722
2024-01-07,9.198000120628457
2024-01-08,53.90065385090388
2024-01-09,22.929700097875
2024-01-10,46.15791541264666
2024-01-11,53.173023009718264
2024-01-12,53.173023009718264
2024-01-13,8.768884496339503
2024-01-14,6.716592380174938
2024-01-15,10.22414617871074
2024-01-16,51.71776132734702
2024-01-17,51.41924611045036
2024-01-18,50.39310005236808
2024-01-19,51.41924611045036
2024-01-20,13.004069136060922
2024-01-21,11.940608675866557
2024-01-22,46.56837383587958
2024-01-23,53.13570860760618
2024-01-24,54.92679990898616
2024-01-25,51.941647740019526
2024-01-26,54.92679990898616
2024-01-27,8.35842607310659
2024-01-28,8.955456506899917
2024-01-29,54.32976947519283
2024-01-30,51.941647740019526
2024-01-31,50.74758687243287
2024-02-01,48.359465137259555
2024-02-02,50.15055643863954
2024-02-03,8.35842607310659
2024-02-04,8.35842607310659
2024-02-05,54.92679990898616
2024-02-06,51.3446173062262
2024-02-07,50.15055643863954
2024-02-08,51.941647740019526
2024-02-09,45.97134340208625
2024-02-10,6.567334771726607
2024-02-11,7.761395639313262
2024-02-12,43.583221666912934
2024-02-13,49.55352600484621
2024-02-14,47.762434703466226
2024-02-15,51.3446173062262
2024-02-16,48.95649557105288
2024-02-17,5.373273904139951
2024-02-18,7.761395639313262
2024-02-19,34.62776516001302
2024-02-20,55.52383034277949
2024-02-21,53.73273904139951
2024-02-22,50.74758687243287
2024-02-23,49.55352600484621
2024-02-24,7.1643652055199345
2024-02-25,8.35842607310659
2024-02-26,55.52383034277949
2024-02-27,42.986191233119605
2024-02-28,50.15055643863954
2024-02-29,47.762434703466226
2024-03-01,48.95649557105288
2024-03-02,7.761395639313262
2024-03-03,8.35842607310659
2024-03-04,51.3446173062262
2024-03-05,35.82182602759967
2024-03-06,50.74758687243287
2024-03-07,47.165404269672905
2024-03-08,45.97134340208625
2024-03-09,7.761395639313262
2024-03-10,8.955456506899917
2024-03-11,52.538678173812855
2024-03-12,48.359465137259555
2024-03-13,51.3446173062262
2024-03-14,50.74758687243287
2024-03-15,44.77728253449959
2024-03-16,8.955456506899917
2024-03-17,8.35842607310659
2024-03-18,55.52383034277949
2024-03-19,53.13570860760618
2024-03-20,50.74758687243287
2024-03-21,50.15055643863954
2024-03-22,53.13570860760618
2024-03-23,7.761395639313262
2024-03-24,8.35842607310659
2024-03-25,41.79213036553295
2024-03-26,36.418856461393
2024-03-27,42.986191233119605
2024-03-28,35.22479559380634
2024-03-29,6.567334771726607
2024-03-30,5.373273904139951
2024-03-31,4.776243470346623
2024-04-01,7.761395639313262
2024-04-02,21.493095616559803
2024-04-03,18.507943447593163
2024-04-04,19.70200431517982
2024-04-05,19.70200431517982
2024-04-06,4.179213036553295
2024-04-07,5.970304337933278
2024-04-08,47.165404269672905
2024-04-09,47.762434703466226
2024-04-10,46.56837383587958
2024-04-11,44.77728253449959
2024-04-12,47.165404269672905
2024-04-13,5.970304337933278
2024-04-14,7.1643652055199345
2024-04-15,56.71789121036615
2024-04-16,48.359465137259555
2024-04-17,48.95649557105288
2024-04-18,50.15055643863954
2024-04-19,45.97134340208625
2024-04-20,6.567334771726607
2024-04-21,7.761395639313262
2024-04-22,56.71789121036615
2024-04-23,50.15055643863954
2024-04-24,48.95649557105288
2024-04-25,47.165404269672905
2024-04-26,42.38916079932628
2024-04-27,6.567334771726607
2024-04-28,7.761395639313262
2024-04-29,54.32976947519283
2024-04-30,52.538678173812855
2024-05-01,48.95649557105288
2024-05-02,47.762434703466226
2024-05-03,46.56837383587958
2024-05-04,7.1643652055199345
2024-05-05,7.1643652055199345
2024-05-06,58.50898251174613
2024-05-07,51.941647740019526
2024-05-08,54.32976947519283
2024-05-09,47.762434703466226
2024-05-10,45.97134340208625
2024-05-11,6.567334771726607
2024-05-12,7.1643652055199345
2024-05-13,58.50898251174613
2024-05-14,49.55352600484621
2024-05-15,51.3446173062262
2024-05-16,46.56837383587958
2024-05-17,48.359465137259555
2024-05-18,8.35842607310659
2024-05-19,9.552486940693246
2024-05-20,51.3446173062262
2024-05-21,44.77728253449959
2024-05-22,44.77728253449959
2024-05-23,42.38916079932628
2024-05-24,35.22479559380634
2024-05-25,9.552486940693246
2024-05-26,7.761395639313262
2024-05-27,8.35842607310659
2024-05-28,41.19509993173963
2024-05-29,33.43370429242636
2024-05-30,32.836673858633034
2024-05-31,29.851521689666395
2024-06-01,10.746547808279901
2024-06-02,8.955456506899917
2024-06-03,22.68715648414646
2024-06-04,19.104973881386492
2024-06-05,19.70200431517982
2024-06-06,19.104973881386492
2024-06-07,15.522791278626524
2024-06-08,7.761395639313262
2024-06-09,5.970304337933278
2024-06-10,10.149517374486575
2024-06-11,8.35842607310659
2024-06-12,6.567334771726607
2024-06-13,5.970304337933278
2024-06-14,4.776243470346623
2024-06-15,4.179213036553295
2024-06-16,3.5821826027599672
2024-06-17,5.373273904139951
2024-06-18,4.179213036553295
2024-06-19,3.5821826027599672
2024-06-20,3.5821826027599672
2024-06-21,2.985152168966639
2024-06-22,2.985152168966639
2024-06-23,3.5821826027599672
2024-06-24,4.776243470346623
2024-06-25,5.373273904139951
2024-06-26,3.5821826027599672
2024-06-27,3.5821826027599672
2024-06-28,2.3881217351733115
2024-06-29,2.3881217351733115
2024-06-30,1.7910913013799836
2024-07-01,4.776243470346623
2024-07-02,3.5821826027599672
2024-07-03,2.3881217351733115
2024-07-04,2.3881217351733115
2024-07-05,4.179213036553295
2024-07-06,4.179213036553295
2024-07-07,4.179213036553295
2024-07-08,5.373273904139951
2024-07-09,5.373273904139951
2024-07-10,4.776243470346623
2024-07-11,4.179213036553295
2024-07-12,4.179213036553295
2024-07-13,2.985152168966639
2024-07-14,2.985152168966639
2024-07-15,3.5821826027599672
2024-07-16,3.5821826027599672
2024-07-17,4.776243470346623
2024-07-18,16.119821712419853
2024-07-19,8.955456506899917
2024-07-20,4.776243470346623
2024-07-21,4.179213036553295
2024-07-22,5.373273904139951
2024-07-23,7.1643652055199345
2024-07-24,8.35842607310659
2024-07-25,6.567334771726607
2024-07-26,5.970304337933278
2024-07-27,5.970304337933278
2024-07-28,5.373273904139951
2024-07-29,7.1643652055199345
2024-07-30,8.35842607310659
2024-07-31,8.955456506899917
2024-08-01,10.149517374486575
2024-08-02,10.149517374486575
2024-08-03,7.761395639313262
2024-08-04,7.1643652055199345
2024-08-05,12.537639109659885
2024-08-06,13.73169997724654
2024-08-07,14.925760844833198
2024-08-08,13.134669543453214
2024-08-09,13.134669543453214
2024-08-10,8.35842607310659
2024-08-11,8.35842607310659
2024-08-12,20.29903474897315
2024-08-13,20.29903474897315
2024-08-14,19.70200431517982
2024-08-15,22.68715648414646
2024-08-16,24.47824778552644
2024-08-17,9.552486940693246
2024-08-18,10.149517374486575
2024-08-19,29.851521689666395
2024-08-20,34.03073472621969
2024-08-21,29.254491255873067
2024-08-22,26.866369520699756
2024-08-23,23.881217351733113
2024-08-24,10.149517374486575
2024-08-25,14.328730411039869
2024-08-26,47.165404269672905
2024-08-27,38.80697819656631
2024-08-28,39.40400863035964
2024-08-29,40.00103906415297
2024-08-30,42.38916079932628
2024-08-31,6.567334771726607
2024-09-01,5.373273904139951
2024-09-02,8.955456506899917
2024-09-03,48.359465137259555
2024-09-04,50.15055643863954
2024-09-05,46.56837383587958
2024-09-06,50.15055643863954
2024-09-07,8.35842607310659
2024-09-08,8.35842607310659
2024-09-09,57.314921644159476
2024-09-10,50.15055643863954
2024-09-11,51.941647740019526
2024-09-12,57.911952077952805
2024-09-13,53.73273904139951
2024-09-14,8.35842607310659
2024-09-15,10.149517374486575
2024-09-16,59.70304337933279
2024-09-17,48.95649557105288
2024-09-18,59.10601294553946
2024-09-19,57.314921644159476
2024-09-20,53.73273904139951
2024-09-21,8.35842607310659
