Time,michelle_yeoh
2024-10-26,0.37076648841354726
2024-10-27,0.4634581105169341
2024-10-28,0.27807486631016043
2024-10-29,0.0
2024-10-30,0.32442067736185387
2024-10-31,0.27807486631016043
2024-11-01,0.37076648841354726
2024-11-02,0.4634581105169341
2024-11-03,0.4634581105169341
2024-11-04,0.37076648841354726
2024-11-05,0.27807486631016043
2024-11-06,0.18538324420677363
2024-11-07,0.27807486631016043
2024-11-08,0.27807486631016043
2024-11-09,0.32442067736185387
2024-11-10,1.483065953654189
2024-11-11,0.6488413547237077
2024-11-12,0.7415329768270945
2024-11-13,0.6024955436720143
2024-11-14,0.41711229946524064
2024-11-15,0.5098039215686275
2024-11-16,0.23172905525846704
2024-11-17,0.6024955436720143
2024-11-18,1.251336898395722
2024-11-19,1.8538324420677363
2024-11-20,1.6684491978609626
2024-11-21,1.019607843137255
2024-11-22,1.4367201426024956
2024-11-23,2.502673796791444
2024-11-24,2.2245989304812834
2024-11-25,1.7611408199643495
2024-11-26,2.03921568627451
2024-11-27,2.2245989304812834
2024-11-28,2.6417112299465244
2024-11-29,2.4563279857397506
2024-11-30,4.171122994652406
2024-12-01,4.402852049910874
2024-12-02,2.5490196078431375
2024-12-03,1.807486631016043
2024-12-04,1.483065953654189
2024-12-05,1.1122994652406417
2024-12-06,1.3440285204991087
2024-12-07,1.6221033868092694
2024-12-08,1.8538324420677363
2024-12-09,1.019607843137255
2024-12-10,0.787878787878788
2024-12-11,0.9269162210338682
2024-12-12,0.8342245989304813
2024-12-13,1.0659536541889483
2024-12-14,1.2976827094474155
2024-12-15,0.9732620320855615
2024-12-16,0.8805704099821747
2024-12-17,1.019607843137255
2024-12-18,1.019607843137255
2024-12-19,0.8342245989304813
2024-12-20,0.8342245989304813
2024-12-21,1.019607843137255
2024-12-22,1.2049910873440286
2024-12-23,1.1122994652406417
2024-12-24,1.251336898395722
2024-12-25,1.1586452762923352
2024-12-26,0.9269162210338682
2024-12-27,1.251336898395722
2024-12-28,1.1122994652406417
2024-12-29,1.251336898395722
2024-12-30,1.6684491978609626
2024-12-31,1.483065953654189
2025-01-01,2.6417112299465244
2025-01-02,1.9001782531194298
2025-01-03,1.6221033868092694
2025-01-04,2.3172905525846703
2025-01-05,2.4563279857397506
2025-01-06,3.893048128342246
2025-01-07,1.575757575757576
2025-01-08,1.1122994652406417
2025-01-09,1.251336898395722
2025-01-10,0.9732620320855615
2025-01-11,1.4367201426024956
2025-01-12,1.807486631016043
2025-01-13,0.8805704099821747
2025-01-14,1.251336898395722
2025-01-15,1.0659536541889483
2025-01-16,0.8805704099821747
2025-01-17,0.787878787878788
2025-01-18,1.8538324420677363
2025-01-19,1.9928698752228164
2025-01-20,1.714795008912656
2025-01-21,1.1586452762923352
2025-01-22,3.429590017825312
2025-01-23,4.171122994652406
2025-01-24,4.310160427807487
2025-01-25,4.634581105169341
2025-01-26,3.3832442067736186
2025-01-27,1.807486631016043
2025-01-28,1.6684491978609626
2025-01-29,1.6684491978609626
2025-01-30,1.2976827094474155
2025-01-31,0.787878787878788
2025-02-01,1.1122994652406417
2025-02-02,1.6684491978609626
2025-02-03,0.9732620320855615
2025-02-04,0.8342245989304813
2025-02-05,0.787878787878788
2025-02-06,0.5098039215686275
2025-02-07,0.6951871657754011
2025-02-08,1.1586452762923352
2025-02-09,1.0659536541889483
2025-02-10,0.5561497326203209
2025-02-11,0.4634581105169341
2025-02-12,0.5561497326203209
2025-02-13,0.23172905525846704
2025-02-14,0.32442067736185387
2025-02-15,0.8342245989304813
2025-02-16,0.8805704099821747
2025-02-17,0.5561497326203209
2025-02-18,0.37076648841354726
2025-02-19,0.6024955436720143
2025-02-20,0.37076648841354726
2025-02-21,0.37076648841354726
2025-02-22,0.5561497326203209
2025-02-23,0.8342245989304813
2025-02-24,0.9269162210338682
2025-02-25,0.6951871657754011
2025-02-26,0.7415329768270945
2025-02-27,0.37076648841354726
2025-02-28,0.41711229946524064
2025-03-01,0.6488413547237077
2025-03-02,1.483065953654189
2025-03-03,1.483065953654189
2025-03-04,0.9732620320855615
2025-03-05,0.6951871657754011
2025-03-06,0.6488413547237077
2025-03-07,0.6024955436720143
2025-03-08,0.6951871657754011
2025-03-09,1.2049910873440286
2025-03-10,0.7415329768270945
2025-03-11,0.5561497326203209
2025-03-12,0.4634581105169341
2025-03-13,0.5561497326203209
2025-03-14,0.6488413547237077
2025-03-15,0.787878787878788
2025-03-16,0.5561497326203209
2025-03-17,0.4634581105169341
2025-03-18,0.5098039215686275
2025-03-19,0.5098039215686275
2025-03-20,0.32442067736185387
2025-03-21,0.5561497326203209
2025-03-22,0.9732620320855615
2025-03-23,1.019607843137255
2025-03-24,0.4634581105169341
2025-03-25,0.5561497326203209
2025-03-26,0.5098039215686275
2025-03-27,0.4634581105169341
2025-03-28,0.6951871657754011
2025-03-29,0.32442067736185387
2025-03-30,0.8342245989304813
2025-03-31,0.4634581105169341
2025-04-01,0.27807486631016043
2025-04-02,0.37076648841354726
2025-04-03,0.18538324420677363
2025-04-04,0.4634581105169341
2025-04-05,0.5098039215686275
2025-04-06,0.5561497326203209
2025-04-07,0.4634581105169341
2025-04-08,0.37076648841354726
2025-04-09,0.32442067736185387
2025-04-10,0.23172905525846704
2025-04-11,0.27807486631016043
2025-04-12,0.6951871657754011
2025-04-13,0.6951871657754011
2025-04-14,0.27807486631016043
2025-04-15,0.32801895461742014
2025-04-16,0.21949491258954176
2025-04-17,0.2402209895816034
2025-04-18,0.2841199720995118
2025-04-19,0.37191793713532845
2025-04-20,0.4158169196532368
2025-04-21,0.4158169196532368
2025-04-22,0.2841199720995118
2025-04-23,0.2841199720995118
2025-04-24,0.32801895461742014
2025-04-25,0.3072928776253585
2025-04-26,0.45971590217114516
2025-04-27,0.4158169196532368
2025-04-28,0.32801895461742014
2025-04-29,0.32801895461742014
2025-04-30,0.2841199720995118
2025-05-01,0.2841199720995118
2025-05-02,0.2402209895816034
2025-05-03,0.5914128497248703
2025-05-04,0.6353118322427787
2025-05-05,0.21949491258954176
2025-05-06,0.37191793713532845
2025-05-07,0.32801895461742014
2025-05-08,0.2633938951074501
2025-05-09,0.3950908426611751
2025-05-10,0.5036148846890536
2025-05-11,0.5036148846890536
2025-05-12,0.4158169196532368
2025-05-13,0.2841199720995118
2025-05-14,0.4158169196532368
2025-05-15,0.33161723187298636
2025-05-16,0.24871292390473976
2025-05-17,0.4974258478094795
2025-05-18,0.41452153984123297
2025-05-19,0.33161723187298636
2025-05-20,0.24871292390473976
2025-05-21,0.33161723187298636
2025-05-22,0.33161723187298636
2025-05-23,0.2901650778888631
2025-05-24,0.33161723187298636
2025-05-25,0.33161723187298636
2025-05-26,0.41452153984123297
2025-05-27,0.24871292390473976
2025-05-28,0.24871292390473976
2025-05-29,0.37306938585710964
2025-05-30,0.33161723187298636
2025-05-31,0.33161723187298636
2025-06-01,0.37306938585710964
2025-06-02,0.33161723187298636
2025-06-03,0.24871292390473976
2025-06-04,0.33161723187298636
2025-06-05,0.4974258478094795
2025-06-06,0.41452153984123297
2025-06-07,0.4974258478094795
2025-06-08,0.45597369382535624
2025-06-09,0.2901650778888631
2025-06-10,0.37306938585710964
2025-06-11,0.20726076992061648
2025-06-12,0.20726076992061648
2025-06-13,0.0
2025-06-14,0.33161723187298636
2025-06-15,0.41452153984123297
2025-06-16,0.24871292390473976
2025-06-17,0.20726076992061648
2025-06-18,0.20726076992061648
2025-06-19,0.20726076992061648
2025-06-20,0.33161723187298636
2025-06-21,0.2901650778888631
2025-06-22,0.0
2025-06-23,0.24871292390473976
2025-06-24,0.24871292390473976
2025-06-25,0.20726076992061648
2025-06-26,0.20726076992061648
2025-06-27,0.20726076992061648
2025-06-28,0.2901650778888631
2025-06-29,0.2901650778888631
2025-06-30,0.24871292390473976
2025-07-01,0.20726076992061648
2025-07-02,0.0
2025-07-03,0.20726076992061648
2025-07-04,0.4974258478094795
2025-07-05,0.24871292390473976
2025-07-06,0.2901650778888631
2025-07-07,0.20726076992061648
2025-07-08,0.41452153984123297
2025-07-09,0.24871292390473976
2025-07-10,0.33161723187298636
2025-07-11,0.20726076992061648
2025-07-12,0.37306938585710964
2025-07-13,0.45597369382535624
2025-07-14,0.33161723187298636
2025-07-15,0.5388780017936028
2025-07-16,0.33161723187298636
2025-07-17,0.5388780017936028
2025-07-18,0.37306938585710964
2025-07-19,0.45597369382535624
2025-07-20,0.5388780017936028
2025-07-21,0.37306938585710964
2025-07-22,0.20726076992061648
2025-07-23,0.2901650778888631
2025-07-24,0.24871292390473976
2025-07-25,0.0
2025-07-26,0.2901650778888631
2025-07-27,0.7461387717142193
2025-07-28,0.0
2025-07-29,0.7875909256983427
2025-07-30,0.5803301557777262
2025-07-31,0.41452153984123297
2025-08-01,0.33161723187298636
2025-08-02,0.37306938585710964
2025-08-03,0.45597369382535624
2025-08-04,0.33161723187298636
2025-08-05,0.20726076992061648
2025-08-06,0.6632344637459727
2025-08-07,0.4974258478094795
2025-08-08,0.45597369382535624
2025-08-09,0.45597369382535624
2025-08-10,0.41452153984123297
2025-08-11,0.2901650778888631
2025-08-12,0.16580861593649318
2025-08-13,0.0
2025-08-14,0.0
2025-08-15,0.20726076992061648
2025-08-16,0.5803301557777262
2025-08-17,0.37306938585710964
2025-08-18,0.5388780017936028
2025-08-19,0.33161723187298636
2025-08-20,0.20726076992061648
2025-08-21,0.33161723187298636
2025-08-22,0.37306938585710964
2025-08-23,0.45597369382535624
2025-08-24,0.6217823097618494
2025-08-25,0.2901650778888631
2025-08-26,0.37306938585710964
2025-08-27,0.24871292390473976
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.2901650778888631
2025-08-31,0.33161723187298636
2025-09-01,0.37306938585710964
2025-09-02,0.33161723187298636
2025-09-03,0.20726076992061648
2025-09-04,0.24871292390473976
2025-09-05,0.2901650778888631
2025-09-06,0.33161723187298636
2025-09-07,0.2901650778888631
2025-09-08,0.0
2025-09-09,0.0
2025-09-10,0.20726076992061648
2025-09-11,0.16580861593649318
2025-09-12,0.0
2025-09-13,0.33161723187298636
2025-09-14,0.6217823097618494
2025-09-15,0.24871292390473976
2025-09-16,0.20726076992061648
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,0.24871292390473976
2025-09-20,0.2901650778888631
2025-09-21,0.41452153984123297
2025-09-22,0.24871292390473976
2025-09-23,0.0
2025-09-24,0.20726076992061648
2025-09-25,0.24871292390473976
2025-09-26,0.37306938585710964
2025-09-27,0.0
2025-09-28,0.33161723187298636
2025-09-29,0.20726076992061648
2025-09-30,0.16580861593649318
2025-10-01,0.33161723187298636
2025-10-02,0.0
2025-10-03,0.0
2025-10-04,0.24871292390473976
2025-10-05,0.33161723187298636
2025-10-06,0.24871292390473976
2025-10-07,0.0
2025-10-08,0.20726076992061648
2025-10-09,0.37306938585710964
2025-10-10,0.20726076992061648
2025-10-11,0.33161723187298636
2025-10-12,0.2901650778888631
2025-10-13,0.0
2025-10-14,0.0
2025-10-15,0.33161723187298636
2025-10-16,0.33161723187298636
2025-10-17,0.20726076992061648
2025-10-18,0.2901650778888631
2025-10-19,0.41452153984123297
2025-10-20,0.20726076992061648
2025-10-21,0.20726076992061648
2025-10-22,0.8704952336665892
2025-10-23,0.41452153984123297
2025-10-24,0.0
2025-10-25,0.4974258478094795
2025-10-26,0.41452153984123297
2025-10-27,0.33161723187298636
2025-10-28,0.2901650778888631
2025-10-29,0.24871292390473976
2025-10-30,0.0
2025-10-31,0.24871292390473976
2025-11-01,0.37306938585710964
2025-11-02,0.5388780017936028
2025-11-03,0.37306938585710964
2025-11-04,0.33161723187298636
2025-11-05,0.24871292390473976
2025-11-06,0.37306938585710964
2025-11-07,1.119208157571329
2025-11-08,1.5751818513966853
2025-11-09,1.243564619523699
2025-11-10,1.119208157571329
2025-11-11,1.0777560035872056
2025-11-12,0.7875909256983427
2025-11-13,1.0363038496030823
2025-11-14,1.6166340053808086
2025-11-15,1.2850167735078222
2025-11-16,1.3264689274919454
2025-11-17,1.6995383133490551
2025-11-18,2.114059853190288
2025-11-19,3.0260072408410004
2025-11-20,3.481980934666357
2025-11-21,3.3161723187298637
2025-11-22,4.103763244428206
2025-11-23,4.103763244428206
2025-11-24,3.5648852426346034
2025-11-25,3.3161723187298637
2025-11-26,4.145215398412329
2025-11-27,3.7721460125552198
2025-11-28,4.062311090444083
2025-11-29,3.233268010761617
2025-11-30,3.3161723187298637
2025-12-01,2.114059853190288
2025-12-02,1.5751818513966853
2025-12-03,1.3679210814760687
2025-12-04,1.4508253894443153
2025-12-05,1.2021124655395756
2025-12-06,1.4508253894443153
2025-12-07,1.3679210814760687
2025-12-08,1.119208157571329
2025-12-09,0.8704952336665892
2025-12-10,0.5388780017936028
2025-12-11,0.8408865522493583
2025-12-12,0.6128997053366801
2025-12-13,1.0333429814613593
2025-12-14,0.8616126292414199
2025-12-15,0.6128997053366801
2025-12-16,0.6691562000294189
2025-12-17,0.4974258478094795
2025-12-18,0.7076474858718191
2025-12-19,0.6898822770214805
2025-12-20,1.1103255531461595
2025-12-21,1.1103255531461595
2025-12-22,0.8231213433990197
2025-12-23,0.9178691239341586
2025-12-24,0.9001039150838201
2025-12-25,1.054069058453421
2025-12-26,0.8231213433990197
2025-12-27,0.7076474858718191
2025-12-28,0.7076474858718191
2025-12-29,0.5921736283446185
2025-12-30,0.7076474858718191
2025-12-31,0.9563604097765588
2026-01-01,1.2435646195236987
2026-01-02,0.4974258478094795
2026-01-03,0.7283735628638808
2026-01-04,0.766864848706281
2026-01-05,0.4974258478094795
2026-01-06,0.4589345619670793
2026-01-07,0.4974258478094795
2026-01-08,0.4589345619670793
2026-01-09,0.4974258478094795
2026-01-10,0.8527300248162506
2026-01-11,0.7461387717142193
2026-01-12,0.994851695618959
2026-01-13,0.5329562655101566
2026-01-14,0.3553041770067711
2026-01-15,0.6040171009115108
2026-01-16,0.3908345947074482
2026-01-17,0.4974258478094795
2026-01-18,0.319773759306094
2026-01-19,0.319773759306094
2026-01-20,0.4263650124081253
2026-01-21,0.4618954301088024
2026-01-22,0.319773759306094
2026-01-23,0.3553041770067711
2026-01-24,0.639547518612188
2026-01-25,0.6040171009115108
2026-01-26,0.7106083540135422
2026-01-27,0.4974258478094795
2026-01-28,0.4263650124081253
2026-01-29,0.4263650124081253
2026-01-30,0.3553041770067711
2026-01-31,0.4618954301088024
2026-02-01,0.4618954301088024
2026-02-02,0.4618954301088024
2026-02-03,0.28424334160541687
2026-02-04,0.319773759306094
2026-02-05,0.4263650124081253
2026-02-06,3.553041770067711
2026-02-07,1.1369733664216675
2026-02-08,1.2080342018230217
2026-02-09,0.4263650124081253
2026-02-10,0.4618954301088024
2026-02-11,0.5329562655101566
2026-02-12,0.4263650124081253
2026-02-13,1.0303821133196363
2026-02-14,1.5633383788297928
2026-02-15,0.7816691894148964
2026-02-16,0.7461387717142193
2026-02-17,0.6750779363128651
2026-02-18,0.7816691894148964
2026-02-19,1.8475817204352096
2026-02-20,1.1369733664216675
2026-02-21,1.2435646195236987
2026-02-22,0.9593212779182819
2026-02-23,0.4618954301088024
2026-02-24,0.3908345947074482
2026-02-25,0.6040171009115108
2026-02-26,0.4974258478094795
2026-02-27,0.4974258478094795
2026-02-28,0.4974258478094795
2026-03-01,0.24871292390473976
2026-03-02,0.3908345947074482
2026-03-03,0.21318250620406265
2026-03-04,0.319773759306094
2026-03-05,0.4974258478094795
2026-03-06,0.24871292390473976
2026-03-07,0.3553041770067711
2026-03-08,0.4974258478094795
2026-03-09,0.7461387717142193
2026-03-10,0.4974258478094795
2026-03-11,0.4263650124081253
2026-03-12,0.3553041770067711
2026-03-13,0.4263650124081253
2026-03-14,0.4618954301088024
2026-03-15,0.5684866832108337
2026-03-16,0.4618954301088024
2026-03-17,0.24871292390473976
2026-03-18,0.4263650124081253
2026-03-19,0.28424334160541687
2026-03-20,0.3908345947074482
2026-03-21,0.5684866832108337
2026-03-22,0.5684866832108337
2026-03-23,0.319773759306094
2026-03-24,0.319773759306094
2026-03-25,0.319773759306094
2026-03-26,0.3553041770067711
2026-03-27,0.3553041770067711
2026-03-28,0.4263650124081253
2026-03-29,0.5329562655101566
2026-03-30,0.24871292390473976
2026-03-31,0.28424334160541687
2026-04-01,0.28424334160541687
2026-04-02,0.28424334160541687
2026-04-03,0.4618954301088024
2026-04-04,0.4618954301088024
2026-04-05,0.5684866832108337
2026-04-06,0.4618954301088024
2026-04-07,0.3908345947074482
2026-04-08,0.3908345947074482
2026-04-09,0.28424334160541687
2026-04-10,0.4618954301088024
2026-04-11,0.4263650124081253
2026-04-12,0.4618954301088024
2026-04-13,0.319773759306094
2026-04-14,0.21318250620406265
2026-04-15,0.319773759306094
2026-04-16,0.319773759306094
2026-04-17,0.3908345947074482
2026-04-18,0.6750779363128651
2026-04-19,0.3908345947074482
2026-04-20,1.279095037224376
2026-04-21,1.1369733664216675
2026-04-22,0.4974258478094795
2026-04-23,0.3908345947074482
2026-04-24,0.0
2026-04-25,0.319773759306094
2026-04-26,0.7816691894148964
2026-04-27,0.4974258478094795
2026-04-28,0.3553041770067711
2026-04-29,0.3908345947074482
2026-04-30,0.28424334160541687
2026-05-01,0.24871292390473976
2026-05-02,0.4618954301088024
2026-05-03,0.639547518612188
2026-05-04,0.28424334160541687
2026-05-05,0.4263650124081253
2026-05-06,0.319773759306094
2026-05-07,0.28424334160541687
2026-05-08,0.319773759306094
2026-05-09,0.24871292390473976
2026-05-10,0.5329562655101566
2026-05-11,0.3908345947074482
2026-05-12,0.24871292390473976
2026-05-13,0.21318250620406265
2026-05-14,0.319773759306094
2026-05-15,0.28424334160541687
2026-05-16,0.0
2026-05-17,0.3553041770067711
2026-05-18,0.24871292390473976
2026-05-19,0.28424334160541687
2026-05-20,0.21318250620406265
2026-05-21,0.28424334160541687
2026-05-22,0.3908345947074482
2026-05-23,0.28424334160541687
2026-05-24,0.4263650124081253
2026-05-25,0.319773759306094
2026-05-26,0.28424334160541687
2026-05-27,0.24871292390473976
2026-05-28,0.319773759306094
2026-05-29,0.319773759306094
2026-05-30,0.3553041770067711
2026-05-31,0.4263650124081253
