Time,ian
2023-12-22,32
2023-12-23,49
2023-12-24,40
2023-12-25,35
2023-12-26,35
2023-12-27,35
2023-12-28,35
2023-12-29,37
2023-12-30,37
2023-12-31,37
2024-01-01,70
2024-01-02,100
2024-01-03,70
2024-01-04,49
2024-01-05,42
2024-01-06,38
2024-01-07,39
2024-01-08,39
2024-01-09,37
2024-01-10,37
2024-01-11,41
2024-01-12,42
2024-01-13,40
2024-01-14,37
2024-01-15,35
2024-01-16,37
2024-01-17,42
2024-01-18,43
2024-01-19,43
2024-01-20,45
2024-01-21,43
2024-01-22,39
2024-01-23,38
2024-01-24,40
2024-01-25,41
2024-01-26,40
2024-01-27,39
2024-01-28,39
2024-01-29,35
2024-01-30,37
2024-01-31,36
2024-02-01,37
2024-02-02,37
2024-02-03,39
2024-02-04,38
2024-02-05,38
2024-02-06,35
2024-02-07,36
2024-02-08,36
2024-02-09,40
2024-02-10,38
2024-02-11,38
2024-02-12,35
2024-02-13,41
2024-02-14,82
2024-02-15,68
2024-02-16,47
2024-02-17,58
2024-02-18,92
2024-02-19,45
2024-02-20,44
2024-02-21,41
2024-02-22,42
2024-02-23,48
2024-02-24,50
2024-02-25,50
2024-02-26,45
2024-02-27,42
2024-02-28,40
2024-02-29,36
2024-03-01,39
2024-03-02,41
2024-03-03,44
2024-03-04,40
2024-03-05,39
2024-03-06,38
2024-03-07,38
2024-03-08,38
2024-03-09,39
2024-03-10,43
2024-03-11,46
2024-03-12,46
2024-03-13,45
2024-03-14,50
2024-03-15,44
2024-03-16,42
2024-03-17,40
2024-03-18,38
2024-03-19,39
2024-03-20,39
2024-03-21,37
2024-03-22,38
2024-03-23,39
2024-03-24,46
2024-03-25,41
2024-03-26,40
2024-03-27,38
2024-03-28,38
2024-03-29,40
2024-03-30,40
2024-03-31,50
2024-04-01,41
2024-04-02,38
2024-04-03,41
2024-04-04,39
2024-04-05,40
2024-04-06,39
2024-04-07,39
2024-04-08,36
2024-04-09,37
2024-04-10,42
2024-04-11,39
2024-04-12,38
2024-04-13,35
2024-04-14,42
2024-04-15,36
2024-04-16,38
2024-04-17,48
2024-04-18,51
2024-04-19,35
2024-04-20,36
2024-04-21,43
2024-04-22,39
2024-04-23,38
2024-04-24,41
2024-04-25,45
2024-04-26,47
2024-04-27,50
2024-04-28,52
2024-04-29,55
2024-04-30,46
2024-05-01,43
2024-05-02,43
2024-05-03,41
2024-05-04,41
2024-05-05,42
2024-05-06,40
2024-05-07,53
2024-05-08,57
2024-05-09,47
2024-05-10,39
2024-05-11,36
2024-05-12,40
2024-05-13,39
2024-05-14,41
2024-05-15,41
2024-05-16,39
2024-05-17,45
2024-05-18,44
2024-05-19,47
2024-05-20,46
2024-05-21,41
2024-05-22,42
2024-05-23,41
2024-05-24,39
2024-05-25,42
2024-05-26,40
2024-05-27,40
2024-05-28,39
2024-05-29,39
2024-05-30,38
2024-05-31,38
2024-06-01,40
2024-06-02,41
2024-06-03,38
2024-06-04,39
2024-06-05,40
2024-06-06,39
2024-06-07,38
2024-06-08,41
2024-06-09,44
2024-06-10,39
2024-06-11,40
2024-06-12,44
2024-06-13,40
2024-06-14,39
2024-06-15,44
2024-06-16,44
2024-06-17,49
2024-06-18,59
2024-06-19,47
2024-06-20,41
2024-06-21,41
2024-06-22,42
2024-06-23,45
2024-06-24,42
2024-06-25,39
2024-06-26,39
2024-06-27,46
2024-06-28,46
2024-06-29,51
2024-06-30,87
2024-07-01,47
2024-07-02,48
2024-07-03,45
2024-07-04,42
2024-07-05,38
2024-07-06,40
2024-07-07,42
2024-07-08,39
2024-07-09,41
2024-07-10,41
2024-07-11,39
2024-07-12,36
2024-07-13,36
2024-07-14,39
2024-07-15,47
2024-07-16,37
2024-07-17,39
2024-07-18,40
2024-07-19,38
2024-07-20,41
2024-07-21,39
2024-07-22,38
2024-07-23,37
2024-07-24,39
2024-07-25,39
2024-07-26,42
2024-07-27,40
2024-07-28,46
2024-07-29,42
2024-07-30,41
2024-07-31,37
2024-08-01,39
2024-08-02,39
2024-08-03,40
2024-08-04,44
2024-08-05,42
2024-08-06,38
2024-08-07,40
2024-08-08,39
2024-08-09,39
2024-08-10,43
2024-08-11,44
2024-08-12,40
2024-08-13,40
2024-08-14,44
2024-08-15,44
2024-08-16,45
2024-08-17,49
2024-08-18,49
2024-08-19,46
2024-08-20,53
2024-08-21,54
2024-08-22,45
2024-08-23,51
2024-08-24,46
2024-08-25,47
2024-08-26,43
2024-08-27,44
2024-08-28,56
2024-08-29,45
2024-08-30,38
2024-08-31,42
2024-09-01,45
2024-09-02,48
2024-09-03,45
2024-09-04,43
2024-09-05,39
2024-09-06,39
2024-09-07,43
2024-09-08,41
2024-09-09,37
2024-09-10,37
2024-09-11,36
2024-09-12,36
2024-09-13,39
2024-09-14,40
2024-09-15,38
2024-09-16,37
