Time,batman
2022-07-04,8.0
2022-07-05,6.0
2022-07-06,6.0
2022-07-07,6.0
2022-07-08,6.0
2022-07-09,8.0
2022-07-10,9.0
2022-07-11,6.0
2022-07-12,5.0
2022-07-13,5.0
2022-07-14,5.0
2022-07-15,5.0
2022-07-16,6.0
2022-07-17,9.0
2022-07-18,6.0
2022-07-19,5.0
2022-07-20,6.0
2022-07-21,5.0
2022-07-22,6.0
2022-07-23,6.0
2022-07-24,7.0
2022-07-25,5.0
2022-07-26,5.0
2022-07-27,5.0
2022-07-28,6.0
2022-07-29,7.0
2022-07-30,6.0
2022-07-31,7.0
2022-08-01,5.0
2022-08-02,5.0
2022-08-03,5.0
2022-08-04,5.0
2022-08-05,5.0
2022-08-06,6.0
2022-08-07,8.0
2022-08-08,5.0
2022-08-09,5.0
2022-08-10,5.0
2022-08-11,5.0
2022-08-12,5.0
2022-08-13,5.0
2022-08-14,6.0
2022-08-15,5.0
2022-08-16,4.0
2022-08-17,5.0
2022-08-18,5.0
2022-08-19,5.0
2022-08-20,6.0
2022-08-21,6.0
2022-08-22,5.0
2022-08-23,5.0
2022-08-24,4.0
2022-08-25,5.0
2022-08-26,4.0
2022-08-27,5.0
2022-08-28,6.0
2022-08-29,4.0
2022-08-30,4.0
2022-08-31,4.0
2022-09-01,4.068965517241379
2022-09-02,4.137931034482758
2022-09-03,4.775862068965518
2022-09-04,5.120689655172414
2022-09-05,5.758620689655173
2022-09-06,4.206896551724138
2022-09-07,4.0
2022-09-08,3.862068965517241
2022-09-09,4.068965517241379
2022-09-10,4.844827586206897
2022-09-11,5.120689655172414
2022-09-12,4.0
2022-09-13,4.0
2022-09-14,4.0
2022-09-15,4.137931034482758
2022-09-16,4.775862068965518
2022-09-17,7.086206896551724
2022-09-18,6.879310344827586
2022-09-19,4.137931034482758
2022-09-20,4.137931034482758
2022-09-21,4.706896551724138
2022-09-22,4.137931034482758
2022-09-23,4.0
2022-09-24,4.775862068965518
2022-09-25,5.189655172413794
2022-09-26,4.0
2022-09-27,3.862068965517241
2022-09-28,3.7241379310344827
2022-09-29,3.862068965517241
2022-09-30,4.137931034482759
2022-10-01,4.551724137931035
2022-10-02,5.379310344827586
2022-10-03,3.862068965517241
2022-10-04,4.0
2022-10-05,4.137931034482759
2022-10-06,4.137931034482759
2022-10-07,4.137931034482759
2022-10-08,4.9655172413793105
2022-10-09,5.1034482758620685
2022-10-10,4.689655172413793
2022-10-11,4.275862068965517
2022-10-12,4.137931034482759
2022-10-13,4.137931034482759
2022-10-14,4.137931034482759
2022-10-15,4.689655172413793
2022-10-16,5.241379310344827
2022-10-17,4.689655172413793
2022-10-18,4.413793103448276
2022-10-19,4.551724137931035
2022-10-20,4.689655172413793
2022-10-21,4.9655172413793105
2022-10-22,6.482758620689655
2022-10-23,7.0344827586206895
2022-10-24,5.655172413793103
2022-10-25,4.827586206896552
2022-10-26,5.241379310344827
2022-10-27,5.241379310344827
2022-10-28,5.379310344827586
2022-10-29,6.896551724137931
2022-10-30,7.586206896551724
2022-10-31,7.586206896551724
2022-11-01,5.379310344827586
2022-11-02,4.0
2022-11-03,4.275862068965517
2022-11-04,4.275862068965517
2022-11-05,4.827586206896552
2022-11-06,4.827586206896552
2022-11-07,3.7241379310344827
2022-11-08,3.586206896551724
2022-11-09,3.4482758620689653
2022-11-10,3.586206896551724
2022-11-11,9.10344827586207
2022-11-12,10.206896551724137
2022-11-13,7.862068965517241
2022-11-14,4.9655172413793105
2022-11-15,4.551724137931035
2022-11-16,4.137931034482759
2022-11-17,4.551724137931035
2022-11-18,4.137931034482759
2022-11-19,4.9655172413793105
2022-11-20,5.1034482758620685
2022-11-21,4.275862068965517
2022-11-22,4.275862068965517
2022-11-23,4.413793103448276
2022-11-24,4.9655172413793105
2022-11-25,5.1034482758620685
2022-11-26,4.827586206896552
2022-11-27,5.241379310344827
2022-11-28,4.0
2022-11-29,4.0
2022-11-30,3.862068965517241
2022-12-01,3.862068965517241
2022-12-02,3.7241379310344827
2022-12-03,4.551724137931035
2022-12-04,4.275862068965517
2022-12-05,3.7241379310344827
2022-12-06,3.586206896551724
2022-12-07,3.862068965517241
2022-12-08,4.137931034482759
2022-12-09,4.689655172413793
2022-12-10,4.9655172413793105
2022-12-11,5.1034482758620685
2022-12-12,4.551724137931035
2022-12-13,4.0
2022-12-14,4.275862068965517
2022-12-15,4.689655172413793
2022-12-16,4.827586206896552
2022-12-17,5.517241379310345
2022-12-18,5.517241379310345
2022-12-19,4.413793103448276
2022-12-20,4.551724137931035
2022-12-21,4.551724137931035
2022-12-22,4.827586206896552
2022-12-23,4.9655172413793105
2022-12-24,5.379310344827586
2022-12-25,6.068965517241379
2022-12-26,5.379310344827586
2022-12-27,4.9655172413793105
2022-12-28,4.827586206896552
2022-12-29,4.9655172413793105
2022-12-30,4.689655172413793
2022-12-31,5.379310344827586
2023-01-01,5.655172413793103
2023-01-02,5.1034482758620685
2023-01-03,4.137931034482759
2023-01-04,4.137931034482759
2023-01-05,4.137931034482759
2023-01-06,4.275862068965517
2023-01-07,5.1034482758620685
2023-01-08,5.241379310344827
2023-01-09,4.137931034482759
2023-01-10,4.0
2023-01-11,4.0
2023-01-12,3.862068965517241
2023-01-13,4.275862068965517
2023-01-14,4.827586206896552
2023-01-15,4.827586206896552
2023-01-16,4.413793103448276
2023-01-17,4.137931034482759
2023-01-18,3.862068965517241
2023-01-19,4.413793103448276
2023-01-20,4.0
2023-01-21,4.827586206896552
2023-01-22,4.827586206896552
2023-01-23,4.137931034482759
2023-01-24,4.0
2023-01-25,4.275862068965517
2023-01-26,3.862068965517241
2023-01-27,3.7241379310344827
2023-01-28,4.689655172413793
2023-01-29,4.827586206896552
2023-01-30,4.0
2023-01-31,4.551724137931035
2023-02-01,4.689655172413793
2023-02-02,4.275862068965517
2023-02-03,4.0
2023-02-04,4.9655172413793105
2023-02-05,5.241379310344827
2023-02-06,4.0
2023-02-07,3.7241379310344827
2023-02-08,3.7241379310344827
2023-02-09,3.586206896551724
2023-02-10,4.275862068965517
2023-02-11,5.241379310344827
2023-02-12,5.379310344827586
2023-02-13,13.793103448275861
2023-02-14,5.655172413793103
2023-02-15,4.827586206896552
2023-02-16,4.551724137931035
2023-02-17,4.827586206896552
2023-02-18,5.517241379310345
2023-02-19,5.517241379310345
2023-02-20,4.689655172413793
2023-02-21,4.137931034482759
2023-02-22,4.0
2023-02-23,4.0
2023-02-24,4.137931034482759
2023-02-25,4.689655172413793
2023-02-26,5.1034482758620685
2023-02-27,4.0
2023-02-28,3.862068965517241
2023-03-01,4.0
2023-03-02,3.7241379310344827
2023-03-03,4.137931034482759
2023-03-04,5.241379310344827
2023-03-05,5.379310344827586
2023-03-06,4.137931034482759
2023-03-07,4.137931034482759
2023-03-08,4.0
2023-03-09,4.275862068965517
2023-03-10,4.413793103448276
2023-03-11,4.689655172413793
2023-03-12,5.793103448275862
2023-03-13,4.689655172413793
2023-03-14,4.137931034482759
2023-03-15,4.137931034482759
2023-03-16,4.0
2023-03-17,4.137931034482759
2023-03-18,4.827586206896552
2023-03-19,5.241379310344827
2023-03-20,4.137931034482759
2023-03-21,4.137931034482759
2023-03-22,4.0
2023-03-23,3.862068965517241
2023-03-24,4.137931034482759
2023-03-25,4.827586206896552
2023-03-26,4.9655172413793105
2023-03-27,4.0
2023-03-28,3.7241379310344827
2023-03-29,4.0
2023-03-30,4.0
2023-03-31,4.0
2023-04-01,4.827586206896552
2023-04-02,4.689655172413793
2023-04-03,4.0
2023-04-04,4.275862068965517
2023-04-05,4.137931034482759
2023-04-06,4.0
2023-04-07,4.275862068965517
2023-04-08,5.1034482758620685
2023-04-09,5.241379310344827
2023-04-10,4.275862068965517
2023-04-11,4.0
2023-04-12,4.551724137931035
2023-04-13,4.275862068965517
2023-04-14,4.275862068965517
2023-04-15,4.9655172413793105
2023-04-16,5.655172413793103
2023-04-17,4.413793103448276
2023-04-18,4.137931034482759
2023-04-19,4.0
2023-04-20,4.137931034482759
2023-04-21,4.275862068965517
2023-04-22,4.827586206896552
2023-04-23,5.655172413793103
2023-04-24,4.551724137931035
2023-04-25,4.275862068965517
2023-04-26,4.850040096230954
2023-04-27,4.681635926222935
2023-04-28,4.513231756214916
2023-04-29,5.3247794707297516
2023-04-30,5.7802726543704885
2023-05-01,3.988773055332799
2023-05-02,4.157177225340818
2023-05-03,4.038492381716118
2023-05-04,4.275862068965517
2023-05-05,4.157177225340818
2023-05-06,4.731355252606255
2023-05-07,5.6118684843624695
2023-05-08,4.513231756214916
2023-05-09,4.275862068965517
2023-05-10,4.275862068965517
2023-05-11,4.275862068965517
2023-05-12,4.275862068965517
2023-05-13,4.513231756214916
2023-05-14,5.2558139534883725
2023-05-15,4.275862068965517
2023-05-16,4.394546912590217
2023-05-17,4.226142742582197
2023-05-18,4.157177225340818
2023-05-19,4.107457898957498
2023-05-20,5.137129109863673
2023-05-21,5.087409783480353
2023-05-22,4.275862068965517
2023-05-23,3.820368885324779
2023-05-24,4.513231756214916
2023-05-25,4.562951082598236
2023-05-26,4.375300721732157
2023-05-27,5.568564554931836
2023-05-28,5.668003207698476
2023-05-29,5.071371291098637
2023-05-30,4.773055332798717
2023-05-31,4.176423416198877
2023-06-01,4.574178027265437
2023-06-02,4.474739374498797
2023-06-03,5.170809943865277
2023-06-04,6.264635124298316
2023-06-05,4.474739374498797
2023-06-06,4.971932638331997
2023-06-07,4.574178027265437
2023-06-08,4.275862068965517
2023-06-09,4.574178027265437
2023-06-10,5.270248596631917
2023-06-11,5.668003207698476
2023-06-12,4.773055332798717
2023-06-13,4.773055332798717
2023-06-14,4.872493985565357
2023-06-15,5.170809943865277
2023-06-16,6.960705693664796
2023-06-17,8.153969526864474
2023-06-18,8.949478748997594
2023-06-19,6.960705693664796
2023-06-20,5.767441860465116
2023-06-21,5.767441860465116
2023-06-22,4.971932638331997
2023-06-23,5.071371291098637
2023-06-24,6.562951082598236
2023-06-25,7.159582999198076
2023-06-26,5.369687249398557
2023-06-27,5.270248596631917
2023-06-28,4.971932638331997
2023-06-29,4.773055332798717
2023-06-30,5.071371291098637
2023-07-01,5.469125902165197
2023-07-02,6.065757818765036
2023-07-03,5.071371291098637
2023-07-04,5.767441860465116
2023-07-05,4.872493985565357
2023-07-06,4.872493985565357
2023-07-07,4.872493985565357
2023-07-08,5.966319165998396
2023-07-09,5.767441860465116
2023-07-10,4.971932638331997
2023-07-11,4.673616680032077
2023-07-12,4.375300721732157
2023-07-13,4.872493985565357
2023-07-14,4.773055332798717
2023-07-15,5.469125902165197
2023-07-16,5.668003207698476
2023-07-17,4.773055332798717
2023-07-18,5.170809943865277
2023-07-19,5.071371291098637
2023-07-20,5.071371291098637
2023-07-21,4.971932638331997
2023-07-22,6.463512429831596
2023-07-23,6.463512429831596
2023-07-24,5.369687249398557
2023-07-25,4.773055332798717
2023-07-26,5.170809943865277
2023-07-27,5.071371291098637
2023-07-28,4.971932638331997
2023-07-29,5.866880513231756
2023-07-30,5.767441860465116
2023-07-31,4.971932638331997
2023-08-01,4.673616680032077
2023-08-02,4.574178027265437
2023-08-03,4.574178027265437
2023-08-04,4.773055332798717
2023-08-05,5.469125902165197
2023-08-06,5.369687249398557
2023-08-07,4.574178027265437
2023-08-08,4.375300721732157
2023-08-09,4.076984763432237
2023-08-10,4.375300721732157
2023-08-11,4.673616680032077
2023-08-12,5.071371291098637
2023-08-13,5.568564554931836
2023-08-14,4.673616680032077
2023-08-15,4.275862068965517
2023-08-16,4.275862068965517
2023-08-17,4.076984763432237
2023-08-18,4.275862068965517
2023-08-19,5.170809943865277
2023-08-20,5.071371291098637
2023-08-21,4.375300721732157
2023-08-22,4.275862068965517
2023-08-23,4.076984763432237
2023-08-24,3.7786688051323174
2023-08-25,4.176423416198877
2023-08-26,5.369687249398557
2023-08-27,6.861267040898156
2023-08-28,4.474739374498797
2023-08-29,4.176423416198877
2023-08-30,4.275862068965517
2023-08-31,4.574178027265437
2023-09-01,4.474739374498797
2023-09-02,5.966319165998396
2023-09-03,7.656776263031275
2023-09-04,9.943865276663994
2023-09-05,5.966319165998396
2023-09-06,4.773055332798717
2023-09-07,5.469125902165197
2023-09-08,4.673616680032077
2023-09-09,5.966319165998396
2023-09-10,7.060144346431436
2023-09-11,5.071371291098637
2023-09-12,4.574178027265437
2023-09-13,4.673616680032077
2023-09-14,4.474739374498797
2023-09-15,4.971932638331997
2023-09-16,9.148356054530874
2023-09-17,8.352846832397754
2023-09-18,5.270248596631917
2023-09-19,4.673616680032077
2023-09-20,4.673616680032077
2023-09-21,4.474739374498797
2023-09-22,4.474739374498797
2023-09-23,5.767441860465116
2023-09-24,6.463512429831596
2023-09-25,4.773055332798717
2023-09-26,4.773055332798717
2023-09-27,4.673616680032077
2023-09-28,4.773055332798717
2023-09-29,4.574178027265437
2023-09-30,5.369687249398557
2023-10-01,5.568564554931836
2023-10-02,4.076984763432237
2023-10-03,4.574178027265437
2023-10-04,4.375300721732157
2023-10-05,4.474739374498797
2023-10-06,4.275862068965517
2023-10-07,5.568564554931836
2023-10-08,5.469125902165197
2023-10-09,4.574178027265437
2023-10-10,4.375300721732157
2023-10-11,4.375300721732157
2023-10-12,4.474739374498797
2023-10-13,4.375300721732157
2023-10-14,5.170809943865277
2023-10-15,5.568564554931836
2023-10-16,4.673616680032077
2023-10-17,4.275862068965517
2023-10-18,4.574178027265437
2023-10-19,4.574178027265437
2023-10-20,4.673616680032077
2023-10-21,5.866880513231756
2023-10-22,5.668003207698476
2023-10-23,4.872493985565357
2023-10-24,4.673616680032077
2023-10-25,4.574178027265437
2023-10-26,5.369687249398557
2023-10-27,5.469125902165197
2023-10-28,7.159582999198076
2023-10-29,7.457898957497995
2023-10-30,6.662389735364876
2023-10-31,7.855653568564555
2023-11-01,5.071371291098637
2023-11-02,4.375300721732157
2023-11-03,4.275862068965517
2023-11-04,4.673616680032077
2023-11-05,4.574178027265437
2023-11-06,4.275862068965517
2023-11-07,4.076984763432237
2023-11-08,3.9775461106655974
2023-11-09,4.176423416198877
2023-11-10,4.773055332798717
2023-11-11,5.270248596631917
2023-11-12,5.170809943865277
2023-11-13,3.8781074578989574
2023-11-14,3.7786688051323174
2023-11-15,4.176423416198877
2023-11-16,3.8781074578989574
2023-11-17,4.176423416198877
2023-11-18,4.773055332798717
2023-11-19,4.971932638331997
2023-11-20,3.8781074578989574
2023-11-21,4.076984763432237
2023-11-22,4.375300721732157
2023-11-23,4.773055332798717
2023-11-24,4.474739374498797
2023-11-25,4.872493985565357
2023-11-26,4.971932638331997
2023-11-27,3.9775461106655974
2023-11-28,4.275862068965517
2023-11-29,4.275862068965517
2023-11-30,4.375300721732157
2023-12-01,4.872493985565357
2023-12-02,5.767441860465116
2023-12-03,5.866880513231756
2023-12-04,4.673616680032077
2023-12-05,4.971932638331997
2023-12-06,4.574178027265437
2023-12-07,4.574178027265437
2023-12-08,5.270248596631917
2023-12-09,6.861267040898156
2023-12-10,7.060144346431436
2023-12-11,5.170809943865277
2023-12-12,4.773055332798717
2023-12-13,5.071371291098637
2023-12-14,4.673616680032077
2023-12-15,5.369687249398557
2023-12-16,6.065757818765036
2023-12-17,6.364073777064956
2023-12-18,5.469125902165197
2023-12-19,5.170809943865277
2023-12-20,5.568564554931836
2023-12-21,5.270248596631917
2023-12-22,5.742378190658753
2023-12-23,6.382026359158816
2023-12-24,6.566798064475492
2023-12-25,6.886622148725523
2023-12-26,6.154588127567122
2023-12-27,5.692658864275433
2023-12-28,5.927149895975429
2023-12-29,5.692658864275433
2023-12-30,6.794236296067185
2023-12-31,6.566798064475492
2024-01-01,6.474412211817153
2024-01-02,5.280448927367065
2024-01-03,5.372834780025402
2024-01-04,5.4652206326837405
2024-01-05,5.280448927367065
2024-01-06,6.154588127567122
2024-01-07,6.062202274908785
2024-01-08,4.591081432483682
2024-01-09,4.498695579825344
2024-01-10,4.0864856429169745
2024-01-11,4.640800758867002
2024-01-12,4.548414906208664
2024-01-13,5.372834780025402
2024-01-14,6.062202274908785
2024-01-15,5.145396548433709
2024-01-16,4.640800758867002
2024-01-17,4.7758531378003575
2024-01-18,4.363643200891988
2024-01-19,4.27125734823365
2024-01-20,5.649992338000415
2024-01-21,5.631981468302355
2024-01-22,4.437318732601855
2024-01-23,4.437318732601855
2024-01-24,4.607984837701927
2024-01-25,4.2666526275017835
2024-01-26,4.351985680051819
2024-01-27,5.205316205552176
2024-01-28,5.973313678502497
2024-01-29,4.522651785151891
2024-01-30,5.461315363202283
2024-01-31,5.205316205552176
2024-02-01,4.94931704790207
2024-02-02,5.0346501004521045
2024-02-03,6.1439797836025685
2024-02-04,7.338642519303068
2024-02-05,5.461315363202283
2024-02-06,4.778650942801998
2024-02-07,4.778650942801998
2024-02-08,4.863983995352034
2024-02-09,4.94931704790207
2024-02-10,5.717314520852391
2024-02-11,6.229312836152604
2024-02-12,4.181319574951748
2024-02-13,4.693317890251962
2024-02-14,4.778650942801998
2024-02-15,5.11998315300214
2024-02-16,5.461315363202283
2024-02-17,5.973313678502497
2024-02-18,6.741311151452819
2024-02-19,5.717314520852391
2024-02-20,5.461315363202283
2024-02-21,5.717314520852391
2024-02-22,5.3759823106522475
2024-02-23,5.0346501004521045
2024-02-24,5.887980625952462
2024-02-25,6.4853119938027115
2024-02-26,5.3759823106522475
2024-02-27,4.863983995352034
2024-02-28,4.693317890251962
2024-02-29,4.522651785151891
2024-03-01,4.778650942801998
2024-03-02,5.631981468302355
2024-03-03,6.1439797836025685
2024-03-04,4.863983995352034
2024-03-05,4.437318732601855
2024-03-06,4.522651785151891
2024-03-07,4.778650942801998
2024-03-08,5.0346501004521045
2024-03-09,5.205316205552176
2024-03-10,5.631981468302355
2024-03-11,5.631981468302355
2024-03-12,5.0346501004521045
2024-03-13,4.351985680051819
2024-03-14,4.522651785151891
2024-03-15,4.351985680051819
2024-03-16,5.461315363202283
2024-03-17,5.3759823106522475
2024-03-18,4.522651785151891
2024-03-19,4.437318732601855
2024-03-20,4.351985680051819
2024-03-21,4.2666526275017835
2024-03-22,4.351985680051819
2024-03-23,5.0346501004521045
2024-03-24,5.3759823106522475
2024-03-25,4.351985680051819
2024-03-26,4.2666526275017835
2024-03-27,4.2666526275017835
2024-03-28,4.181319574951748
2024-03-29,4.095986522401713
2024-03-30,5.11998315300214
2024-03-31,5.802647573402426
2024-04-01,4.2666526275017835
2024-04-02,4.010653469851677
2024-04-03,4.181319574951748
2024-04-04,4.010653469851677
2024-04-05,4.181319574951748
2024-04-06,4.437318732601855
2024-04-07,4.778650942801998
2024-04-08,3.75465431220157
2024-04-09,4.181319574951748
2024-04-10,4.181319574951748
2024-04-11,3.75465431220157
2024-04-12,4.351985680051819
2024-04-13,4.607984837701927
2024-04-14,5.11998315300214
2024-04-15,4.010653469851677
2024-04-16,3.75465431220157
2024-04-17,3.669321259651534
2024-04-18,3.925320417301641
2024-04-19,4.437318732601855
2024-04-20,5.546648415752319
2024-04-21,5.802647573402426
2024-04-22,4.095986522401713
2024-04-23,3.5839882071014983
2024-04-24,3.75465431220157
2024-04-25,3.669321259651534
2024-04-26,3.925320417301641
2024-04-27,4.351985680051819
2024-04-28,4.607984837701927
2024-04-29,4.181319574951748
2024-04-30,3.75465431220157
2024-05-01,4.095986522401713
2024-05-02,4.095986522401713
2024-05-03,3.75465431220157
2024-05-04,4.095986522401713
2024-05-05,4.522651785151891
2024-05-06,4.095986522401713
2024-05-07,3.669321259651534
2024-05-08,3.5839882071014983
2024-05-09,3.8399873647516056
2024-05-10,4.010653469851677
2024-05-11,4.778650942801998
2024-05-12,4.778650942801998
2024-05-13,4.351985680051819
2024-05-14,3.669321259651534
2024-05-15,3.669321259651534
2024-05-16,3.5839882071014983
2024-05-17,3.669321259651534
2024-05-18,4.181319574951748
2024-05-19,4.94931704790207
2024-05-20,3.8399873647516056
2024-05-21,3.669321259651534
2024-05-22,3.8399873647516056
2024-05-23,3.669321259651534
2024-05-24,3.8399873647516056
2024-05-25,4.437318732601855
2024-05-26,4.863983995352034
2024-05-27,5.3759823106522475
2024-05-28,3.75465431220157
2024-05-29,4.095986522401713
2024-05-30,3.925320417301641
2024-05-31,3.925320417301641
2024-06-01,4.94931704790207
2024-06-02,5.11998315300214
2024-06-03,4.181319574951748
2024-06-04,4.181319574951748
2024-06-05,4.437318732601855
2024-06-06,4.437318732601855
2024-06-07,4.095986522401713
2024-06-08,5.461315363202283
2024-06-09,5.11998315300214
2024-06-10,4.181319574951748
2024-06-11,4.181319574951748
2024-06-12,4.181319574951748
2024-06-13,4.010653469851677
2024-06-14,4.181319574951748
2024-06-15,4.693317890251962
2024-06-16,4.693317890251962
2024-06-17,4.2666526275017835
2024-06-18,3.75465431220157
2024-06-19,5.290649258102212
2024-06-20,4.437318732601855
2024-06-21,4.778650942801998
2024-06-22,5.290649258102212
2024-06-23,5.546648415752319
2024-06-24,4.522651785151891
2024-06-25,4.437318732601855
2024-06-26,4.351985680051819
2024-06-27,4.693317890251962
2024-06-28,4.437318732601855
2024-06-29,5.546648415752319
2024-06-30,6.1439797836025685
2024-07-01,4.522651785151891
2024-07-02,4.437318732601855
2024-07-03,4.607984837701927
2024-07-04,5.887980625952462
2024-07-05,4.863983995352034
2024-07-06,5.205316205552176
2024-07-07,5.717314520852391
2024-07-08,4.522651785151891
2024-07-09,4.2666526275017835
2024-07-10,4.607984837701927
2024-07-11,4.2666526275017835
2024-07-12,4.522651785151891
2024-07-13,4.607984837701927
2024-07-14,4.863983995352034
2024-07-15,4.010653469851677
2024-07-16,4.095986522401713
2024-07-17,4.437318732601855
2024-07-18,4.095986522401713
2024-07-19,4.437318732601855
2024-07-20,5.11998315300214
2024-07-21,5.290649258102212
2024-07-22,4.351985680051819
2024-07-23,4.437318732601855
2024-07-24,4.522651785151891
2024-07-25,4.522651785151891
2024-07-26,4.437318732601855
2024-07-27,5.3759823106522475
2024-07-28,5.802647573402426
2024-07-29,4.94931704790207
2024-07-30,5.0346501004521045
2024-07-31,4.693317890251962
2024-08-01,7.2533094667530325
2024-08-02,7.935973887153318
2024-08-03,8.533305255003567
2024-08-04,8.10663999225339
2024-08-05,6.399978941252676
2024-08-06,5.717314520852391
2024-08-07,5.973313678502497
2024-08-08,5.3759823106522475
2024-08-09,5.461315363202283
2024-08-10,5.802647573402426
2024-08-11,6.1439797836025685
2024-08-12,4.863983995352034
2024-08-13,4.863983995352034
2024-08-14,4.94931704790207
2024-08-15,5.0346501004521045
2024-08-16,5.461315363202283
2024-08-17,5.887980625952462
2024-08-18,7.103049091610578
2024-08-19,5.4576052304827165
2024-08-20,5.11998315300214
2024-08-21,4.880679592590084
2024-08-22,4.585724041384526
2024-08-23,5.11998315300214
2024-08-24,6.329486419580907
2024-08-25,6.6671084970614825
2024-08-26,5.359286713414197
2024-08-27,4.880679592590084
2024-08-28,5.021664635933621
2024-08-29,5.11998315300214
2024-08-30,5.316620187139179
2024-08-31,6.470471462924444
2024-09-01,6.6671084970614825
2024-09-02,6.231167902512388
2024-09-03,5.260968196345678
2024-09-04,4.585724041384526
2024-09-05,4.782361075521565
2024-09-06,4.684042558453045
2024-09-07,5.555923747551236
2024-09-08,5.696908790894773
2024-09-09,4.684042558453045
2024-09-10,4.346420480972469
2024-09-11,4.444738998040989
2024-09-12,4.825027601796583
2024-09-13,5.162649679277158
2024-09-14,5.795227307963293
2024-09-15,6.09018285916885
2024-09-16,5.555923747551236
2024-09-17,5.11998315300214
2024-09-18,5.231287134589143
2024-09-19,5.45389509776315
2024-09-20,7.568670747916208
2024-09-21,11.130398158700306
2024-09-22,10.128662324417277
2024-09-23,7.457366766329205
2024-09-24,6.233022968872171
2024-09-25,5.8991110241111615
2024-09-26,6.010415005698165
