Time,doordash
2023-12-22,34
2023-12-23,33
2023-12-24,28
2023-12-25,25
2023-12-26,31
2023-12-27,35
2023-12-28,36
2023-12-29,38
2023-12-30,36
2023-12-31,33
2024-01-01,35
2024-01-02,34
2024-01-03,33
2024-01-04,33
2024-01-05,36
2024-01-06,36
2024-01-07,32
2024-01-08,30
2024-01-09,31
2024-01-10,32
2024-01-11,32
2024-01-12,35
2024-01-13,38
2024-01-14,35
2024-01-15,33
2024-01-16,33
2024-01-17,33
2024-01-18,35
2024-01-19,40
2024-01-20,43
2024-01-21,38
2024-01-22,31
2024-01-23,32
2024-01-24,33
2024-01-25,34
2024-01-26,35
2024-01-27,37
2024-01-28,33
2024-01-29,30
2024-01-30,33
2024-01-31,32
2024-02-01,32
2024-02-02,35
2024-02-03,40
2024-02-04,39
2024-02-05,29
2024-02-06,31
2024-02-07,30
2024-02-08,30
2024-02-09,34
2024-02-10,38
2024-02-11,50
2024-02-12,100
2024-02-13,40
2024-02-14,42
2024-02-15,38
2024-02-16,37
2024-02-17,39
2024-02-18,37
2024-02-19,32
2024-02-20,28
2024-02-21,28
2024-02-22,34
2024-02-23,34
2024-02-24,38
2024-02-25,34
2024-02-26,30
2024-02-27,31
2024-02-28,30
2024-02-29,33
2024-03-01,38
2024-03-02,40
2024-03-03,34
2024-03-04,32
2024-03-05,31
2024-03-06,30
2024-03-07,30
2024-03-08,34
2024-03-09,37
2024-03-10,34
2024-03-11,28
2024-03-12,27
2024-03-13,30
2024-03-14,29
2024-03-15,31
2024-03-16,35
2024-03-17,31
2024-03-18,26
2024-03-19,28
2024-03-20,30
2024-03-21,30
2024-03-22,34
2024-03-23,35
2024-03-24,34
2024-03-25,29
2024-03-26,26
2024-03-27,33
2024-03-28,32
2024-03-29,33
2024-03-30,33
2024-03-31,29
2024-04-01,32
2024-04-02,31
2024-04-03,32
2024-04-04,34
2024-04-05,35
2024-04-06,32
2024-04-07,32
2024-04-08,27
2024-04-09,28
2024-04-10,31
2024-04-11,30
2024-04-12,34
2024-04-13,34
2024-04-14,35
2024-04-15,29
2024-04-16,28
2024-04-17,29
2024-04-18,29
2024-04-19,32
2024-04-20,31
2024-04-21,33
2024-04-22,29
2024-04-23,29
2024-04-24,28
2024-04-25,30
2024-04-26,32
2024-04-27,32
2024-04-28,34
2024-04-29,29
2024-04-30,28
2024-05-01,30
2024-05-02,30
2024-05-03,28
2024-05-04,34
2024-05-05,34
2024-05-06,28
2024-05-07,28
2024-05-08,28
2024-05-09,28
2024-05-10,31
2024-05-11,33
2024-05-12,35
2024-05-13,28
2024-05-14,26
2024-05-15,27
2024-05-16,25
2024-05-17,29
2024-05-18,32
2024-05-19,31
2024-05-20,27
2024-05-21,26
2024-05-22,27
2024-05-23,29
2024-05-24,31
2024-05-25,33
2024-05-26,31
2024-05-27,31
2024-05-28,27
2024-05-29,29
2024-05-30,31
2024-05-31,33
2024-06-01,33
2024-06-02,32
2024-06-03,29
2024-06-04,29
2024-06-05,30
2024-06-06,30
2024-06-07,33
2024-06-08,33
2024-06-09,31
2024-06-10,29
2024-06-11,29
2024-06-12,28
2024-06-13,30
2024-06-14,32
2024-06-15,32
2024-06-16,32
2024-06-17,28
2024-06-18,30
2024-06-19,30
2024-06-20,30
2024-06-21,34
2024-06-22,32
2024-06-23,32
2024-06-24,28
2024-06-25,29
2024-06-26,30
2024-06-27,31
2024-06-28,33
2024-06-29,35
2024-06-30,32
2024-07-01,30
2024-07-02,35
2024-07-03,34
2024-07-04,30
2024-07-05,30
2024-07-06,36
2024-07-07,30
2024-07-08,27
2024-07-09,31
2024-07-10,30
2024-07-11,31
2024-07-12,31
2024-07-13,43
2024-07-14,32
2024-07-15,30
2024-07-16,30
2024-07-17,30
2024-07-18,30
2024-07-19,33
2024-07-20,33
2024-07-21,32
2024-07-22,29
2024-07-23,30
2024-07-24,29
2024-07-25,32
2024-07-26,33
2024-07-27,32
2024-07-28,33
2024-07-29,28
2024-07-30,30
2024-07-31,32
2024-08-01,34
2024-08-02,37
2024-08-03,34
2024-08-04,34
2024-08-05,28
2024-08-06,29
2024-08-07,30
2024-08-08,31
2024-08-09,32
2024-08-10,32
2024-08-11,31
2024-08-12,28
2024-08-13,29
2024-08-14,29
2024-08-15,28
2024-08-16,31
2024-08-17,35
2024-08-18,33
2024-08-19,27
2024-08-20,28
2024-08-21,27
2024-08-22,29
2024-08-23,30
2024-08-24,34
2024-08-25,31
2024-08-26,26
2024-08-27,27
2024-08-28,28
2024-08-29,29
2024-08-30,33
2024-08-31,33
2024-09-01,33
2024-09-02,33
2024-09-03,26
2024-09-04,28
2024-09-05,27
2024-09-06,31
2024-09-07,30
2024-09-08,30
2024-09-09,26
2024-09-10,28
2024-09-11,26
2024-09-12,27
2024-09-13,31
2024-09-14,32
2024-09-15,30
2024-09-16,25
