Time,doordash
2022-08-29,42
2022-08-30,43
2022-08-31,43
2022-09-01,45
2022-09-02,51
2022-09-03,51
2022-09-04,51
2022-09-05,45
2022-09-06,44
2022-09-07,43
2022-09-08,44
2022-09-09,48
2022-09-10,52
2022-09-11,51
2022-09-12,44
2022-09-13,42
2022-09-14,43
2022-09-15,47
2022-09-16,54
2022-09-17,51
2022-09-18,48
2022-09-19,45
2022-09-20,44
2022-09-21,49
2022-09-22,50
2022-09-23,52
2022-09-24,52
2022-09-25,52
2022-09-26,41
2022-09-27,43
2022-09-28,43
2022-09-29,46
2022-09-30,53
2022-10-01,50
2022-10-02,55
2022-10-03,44
2022-10-04,45
2022-10-05,59
2022-10-06,48
2022-10-07,55
2022-10-08,51
2022-10-09,47
2022-10-10,43
2022-10-11,41
2022-10-12,44
2022-10-13,46
2022-10-14,50
2022-10-15,48
2022-10-16,46
2022-10-17,39
2022-10-18,41
2022-10-19,43
2022-10-20,46
2022-10-21,48
2022-10-22,50
2022-10-23,47
2022-10-24,43
2022-10-25,43
2022-10-26,44
2022-10-27,45
2022-10-28,51
2022-10-29,53
2022-10-30,50
2022-10-31,44
2022-11-01,45
2022-11-02,43
2022-11-03,52
2022-11-04,54
2022-11-05,51
2022-11-06,46
2022-11-07,40
2022-11-08,41
2022-11-09,41
2022-11-10,46
2022-11-11,52
2022-11-12,51
2022-11-13,47
2022-11-14,48
2022-11-15,49
2022-11-16,46
2022-11-17,49
2022-11-18,55
2022-11-19,57
2022-11-20,52
2022-11-21,44
2022-11-22,48
2022-11-23,48
2022-11-24,36
2022-11-25,36
2022-11-26,42
2022-11-27,45
2022-11-28,43
2022-11-29,43
2022-11-30,58
2022-12-01,60
2022-12-02,55
2022-12-03,58
2022-12-04,54
2022-12-05,48
2022-12-06,46
2022-12-07,49
2022-12-08,51
2022-12-09,52
2022-12-10,57
2022-12-11,55
2022-12-12,49
2022-12-13,51
2022-12-14,50
2022-12-15,53
2022-12-16,55
2022-12-17,57
2022-12-18,50
2022-12-19,50
2022-12-20,55
2022-12-21,53
2022-12-22,54
2022-12-23,63
2022-12-24,50
2022-12-25,42
2022-12-26,46
2022-12-27,54
2022-12-28,59
2022-12-29,61
2022-12-30,59
2022-12-31,56
2023-01-01,52
2023-01-02,53
2023-01-03,51
2023-01-04,55
2023-01-05,54
2023-01-06,58
2023-01-07,60
2023-01-08,57
2023-01-09,47
2023-01-10,52
2023-01-11,51
2023-01-12,52
2023-01-13,57
2023-01-14,66
2023-01-15,61
2023-01-16,54
2023-01-17,47
2023-01-18,50
2023-01-19,53
2023-01-20,58
2023-01-21,62
2023-01-22,62
2023-01-23,50
2023-01-24,50
2023-01-25,51
2023-01-26,55
2023-01-27,58
2023-01-28,65
2023-01-29,63
2023-01-30,55
2023-01-31,59
2023-02-01,58
2023-02-02,56
2023-02-03,58
2023-02-04,69
2023-02-05,62
2023-02-06,51
2023-02-07,52
2023-02-08,51
2023-02-09,51
2023-02-10,56
2023-02-11,59
2023-02-12,61
2023-02-13,45
2023-02-14,59
2023-02-15,57
2023-02-16,55
2023-02-17,61
2023-02-18,59
2023-02-19,61
2023-02-20,52
2023-02-21,48
2023-02-22,51
2023-02-23,54
2023-02-24,60
2023-02-25,70
2023-02-26,62
2023-02-27,54
2023-02-28,52
2023-03-01,55
2023-03-02,55
2023-03-03,60
2023-03-04,65
2023-03-05,60
2023-03-06,51
2023-03-07,52
2023-03-08,55
2023-03-09,49
2023-03-10,61
2023-03-11,63
2023-03-12,60
2023-03-13,52
2023-03-14,52
2023-03-15,56
2023-03-16,56
2023-03-17,58
2023-03-18,61
2023-03-19,57
2023-03-20,63
2023-03-21,53
2023-03-22,51
2023-03-23,57
2023-03-24,61
2023-03-25,72
2023-03-26,69
2023-03-27,51
2023-03-28,50
2023-03-29,55
2023-03-30,60
2023-03-31,100
2023-04-01,70
2023-04-02,58
2023-04-03,52
2023-04-04,52
2023-04-05,52
2023-04-06,56
2023-04-07,58
2023-04-08,54
2023-04-09,47
2023-04-10,47
2023-04-11,50
2023-04-12,50
2023-04-13,50
2023-04-14,55
2023-04-15,55
2023-04-16,57
2023-04-17,51
2023-04-18,51
2023-04-19,51
2023-04-20,49
2023-04-21,54
2023-04-22,58
2023-04-23,55
2023-04-24,47
2023-04-25,47
2023-04-26,48
2023-04-27,50
2023-04-28,56
2023-04-29,59
2023-04-30,54
2023-05-01,45
2023-05-02,48
2023-05-03,43
2023-05-04,50
2023-05-05,53
2023-05-06,55
2023-05-07,54
2023-05-08,46
2023-05-09,47
2023-05-10,44
2023-05-11,49
2023-05-12,49
2023-05-13,53
2023-05-14,59
2023-05-15,50
2023-05-16,46
2023-05-17,47
2023-05-18,47
2023-05-19,53
2023-05-20,52
2023-05-21,50
2023-05-22,45
2023-05-23,45
2023-05-24,48
2023-05-25,51
