Time,google
2022-01-01,27
2022-01-02,30
2022-01-03,38
2022-01-04,47
2022-01-05,45
2022-01-06,38
2022-01-07,42
2022-01-08,33
2022-01-09,31
2022-01-10,43
2022-01-11,45
2022-01-12,43
2022-01-13,43
2022-01-14,36
2022-01-15,32
2022-01-16,27
2022-01-17,31
2022-01-18,38
2022-01-19,40
2022-01-20,43
2022-01-21,40
2022-01-22,32
2022-01-23,31
2022-01-24,51
2022-01-25,39
2022-01-26,40
2022-01-27,42
2022-01-28,43
2022-01-29,35
2022-01-30,32
2022-01-31,44
2022-02-01,46
2022-02-02,48
2022-02-03,45
2022-02-04,44
2022-02-05,34
2022-02-06,33
2022-02-07,47
2022-02-08,46
2022-02-09,44
2022-02-10,40
2022-02-11,45
2022-02-12,35
2022-02-13,32
2022-02-14,41
2022-02-15,46
2022-02-16,47
2022-02-17,44
2022-02-18,43
2022-02-19,34
2022-02-20,34
2022-02-21,39
2022-02-22,43
2022-02-23,44
2022-02-24,44
2022-02-25,42
2022-02-26,37
2022-02-27,36
2022-02-28,46
2022-03-01,47
2022-03-02,45
2022-03-03,43
2022-03-04,43
2022-03-05,34
2022-03-06,34
2022-03-07,44
2022-03-08,44
2022-03-09,46
2022-03-10,45
2022-03-11,41
2022-03-12,34
2022-03-13,32
2022-03-14,42
2022-03-15,43
2022-03-16,42
2022-03-17,41
2022-03-18,41
2022-03-19,34
2022-03-20,33
2022-03-21,43
2022-03-22,43
2022-03-23,42
2022-03-24,44
2022-03-25,55
2022-03-26,35
2022-03-27,37
2022-03-28,58
2022-03-29,60
2022-03-30,43
2022-03-31,59
2022-04-01,57
2022-04-02,35
2022-04-03,37
2022-04-04,59
2022-04-05,59
2022-04-06,60
2022-04-07,58
2022-04-08,56
2022-04-09,36
2022-04-10,35
2022-04-11,58
2022-04-12,61
2022-04-13,56
2022-04-14,54
2022-04-15,43
2022-04-16,34
2022-04-17,34
2022-04-18,53
2022-04-19,56
2022-04-20,56
2022-04-21,60
2022-04-22,55
2022-04-23,34
2022-04-24,35
2022-04-25,62
2022-04-26,63
2022-04-27,59
2022-04-28,60
2022-04-29,53
2022-04-30,36
2022-05-01,36
2022-05-02,61
2022-05-03,59
2022-05-04,59
2022-05-05,58
2022-05-06,53
2022-05-07,35
2022-05-08,35
2022-05-09,58
2022-05-10,58
2022-05-11,59
2022-05-12,60
2022-05-13,53
2022-05-14,34
2022-05-15,34
2022-05-16,57
2022-05-17,57
2022-05-18,57
2022-05-19,58
2022-05-20,54
2022-05-21,34
2022-05-22,35
2022-05-23,56
2022-05-24,55
2022-05-25,54
2022-05-26,53
2022-05-27,48
2022-05-28,33
2022-05-29,32
2022-05-30,33
2022-05-31,55
2022-06-01,54
2022-06-02,49
2022-06-03,46
2022-06-04,33
2022-06-05,35
2022-06-06,50
2022-06-07,46
2022-06-08,47
2022-06-09,45
2022-06-10,43
2022-06-11,32
2022-06-12,33
2022-06-13,45
2022-06-14,44
2022-06-15,43
2022-06-16,43
2022-06-17,40
2022-06-18,32
2022-06-19,31
2022-06-20,37
2022-06-21,42
2022-06-22,42
2022-06-23,41
2022-06-24,38
2022-06-25,32
2022-06-26,31
2022-06-27,41
2022-06-28,40
2022-06-29,40
2022-06-30,39
2022-07-01,37
2022-07-02,32
2022-07-03,31
2022-07-04,31
2022-07-05,38
2022-07-06,41
2022-07-07,40
2022-07-08,38
2022-07-09,31
2022-07-10,31
2022-07-11,40
2022-07-12,41
2022-07-13,41
2022-07-14,40
2022-07-15,38
2022-07-16,32
2022-07-17,32
2022-07-18,41
2022-07-19,42
2022-07-20,42
2022-07-21,40
2022-07-22,38
2022-07-23,31
2022-07-24,33
2022-07-25,42
2022-07-26,42
2022-07-27,41
2022-07-28,41
2022-07-29,40
2022-07-30,31
2022-07-31,31
2022-08-01,38
2022-08-02,43
2022-08-03,40
2022-08-04,41
2022-08-05,41
2022-08-06,32
2022-08-07,31
2022-08-08,41
2022-08-09,45
2022-08-10,45
2022-08-11,45
2022-08-12,43
2022-08-13,32
2022-08-14,34
2022-08-15,47
2022-08-16,100
2022-08-17,59
2022-08-18,51
2022-08-19,48
2022-08-20,33
2022-08-21,33
2022-08-22,55
2022-08-23,54
2022-08-24,52
2022-08-25,54
2022-08-26,53
2022-08-27,34
2022-08-28,34
2022-08-29,58
2022-08-30,57
2022-08-31,57
2022-09-01,56
2022-09-02,51
2022-09-03,32
2022-09-04,32
2022-09-05,36
2022-09-06,59
2022-09-07,60
2022-09-08,57
2022-09-09,55
2022-09-10,33
2022-09-11,36
2022-09-12,59
2022-09-13,61
2022-09-14,59
2022-09-15,61
2022-09-16,58
2022-09-17,34
2022-09-18,35
2022-09-19,58
2022-09-20,62
2022-09-21,62
2022-09-22,60
2022-09-23,55
2022-09-24,33
2022-09-25,33
2022-09-26,54
2022-09-27,59
