Time,louie anderson
2023-04-26,14
2023-04-27,0
2023-04-28,24
2023-04-29,23
2023-04-30,21
2023-05-01,20
2023-05-02,17
2023-05-03,26
2023-05-04,17
2023-05-05,24
2023-05-06,21
2023-05-07,22
2023-05-08,18
2023-05-09,21
2023-05-10,25
2023-05-11,25
2023-05-12,30
2023-05-13,28
2023-05-14,35
2023-05-15,30
2023-05-16,21
2023-05-17,24
2023-05-18,23
2023-05-19,0
2023-05-20,20
2023-05-21,17
2023-05-22,24
2023-05-23,16
2023-05-24,20
2023-05-25,29
2023-05-26,41
2023-05-27,50
2023-05-28,21
2023-05-29,37
2023-05-30,29
2023-05-31,22
2023-06-01,42
2023-06-02,36
2023-06-03,51
2023-06-04,36
2023-06-05,17
2023-06-06,40
2023-06-07,32
2023-06-08,31
2023-06-09,40
2023-06-10,39
2023-06-11,21
2023-06-12,22
2023-06-13,26
2023-06-14,46
2023-06-15,27
2023-06-16,22
2023-06-17,27
2023-06-18,0
2023-06-19,27
2023-06-20,68
2023-06-21,0
2023-06-22,23
2023-06-23,59
2023-06-24,97
2023-06-25,36
2023-06-26,35
2023-06-27,28
2023-06-28,18
2023-06-29,28
2023-06-30,36
2023-07-01,65
2023-07-02,34
2023-07-03,35
2023-07-04,34
2023-07-05,30
2023-07-06,29
2023-07-07,29
2023-07-08,22
2023-07-09,26
2023-07-10,38
2023-07-11,27
2023-07-12,86
2023-07-13,44
2023-07-14,37
2023-07-15,25
2023-07-16,44
2023-07-17,36
2023-07-18,32
2023-07-19,37
2023-07-20,29
2023-07-21,18
2023-07-22,29
2023-07-23,41
2023-07-24,0
2023-07-25,17
2023-07-26,80
2023-07-27,27
2023-07-28,23
2023-07-29,27
2023-07-30,25
2023-07-31,27
2023-08-01,29
2023-08-02,29
2023-08-03,31
2023-08-04,93
2023-08-05,31
2023-08-06,30
2023-08-07,26
2023-08-08,30
2023-08-09,21
2023-08-10,19
2023-08-11,29
2023-08-12,31
2023-08-13,42
2023-08-14,28
2023-08-15,29
2023-08-16,23
2023-08-17,19
2023-08-18,23
2023-08-19,65
2023-08-20,35
2023-08-21,23
2023-08-22,31
2023-08-23,19
2023-08-24,32
2023-08-25,20
2023-08-26,19
2023-08-27,43
2023-08-28,27
2023-08-29,22
2023-08-30,17
2023-08-31,22
2023-09-01,0
2023-09-02,100
2023-09-03,27
2023-09-04,0
2023-09-05,23
2023-09-06,26
2023-09-07,23
2023-09-08,22
2023-09-09,21
2023-09-10,36
2023-09-11,15
2023-09-12,17
2023-09-13,17
2023-09-14,15
2023-09-15,27
2023-09-16,42
2023-09-17,27
2023-09-18,19
2023-09-19,26
2023-09-20,24
2023-09-21,33
2023-09-22,30
2023-09-23,0
2023-09-24,26
2023-09-25,20
2023-09-26,36
2023-09-27,20
2023-09-28,15
2023-09-29,19
2023-09-30,0
2023-10-01,23
2023-10-02,18
2023-10-03,21
2023-10-04,23
2023-10-05,20
2023-10-06,23
2023-10-07,24
2023-10-08,21
2023-10-09,15
2023-10-10,31
2023-10-11,21
2023-10-12,0
2023-10-13,0
2023-10-14,25
2023-10-15,18
2023-10-16,0
2023-10-17,17
2023-10-18,21
2023-10-19,25
2023-10-20,22
2023-10-21,21
2023-10-22,0
2023-10-23,0
2023-10-24,18
2023-10-25,23
2023-10-26,18
2023-10-27,22
2023-10-28,32
2023-10-29,24
2023-10-30,0
2023-10-31,15
2023-11-01,0
2023-11-02,22
2023-11-03,0
2023-11-04,21
2023-11-05,0
2023-11-06,17
2023-11-07,16
2023-11-08,15
2023-11-09,0
2023-11-10,28
2023-11-11,0
2023-11-12,29
2023-11-13,16
2023-11-14,26
2023-11-15,0
2023-11-16,15
2023-11-17,18
2023-11-18,23
2023-11-19,0
2023-11-20,0
2023-11-21,18
2023-11-22,0
2023-11-23,24
2023-11-24,32
2023-11-25,17
2023-11-26,20
2023-11-27,18
2023-11-28,21
2023-11-29,18
2023-11-30,15
2023-12-01,0
2023-12-02,21
2023-12-03,17
2023-12-04,17
2023-12-05,17
2023-12-06,0
2023-12-07,0
2023-12-08,17
2023-12-09,22
2023-12-10,36
2023-12-11,13
2023-12-12,14
2023-12-13,21
2023-12-14,18
2023-12-15,0
2023-12-16,23
2023-12-17,21
2023-12-18,18
2023-12-19,0
2023-12-20,19
2023-12-21,21
2023-12-22,0
2023-12-23,32
2023-12-24,29
2023-12-25,23
2023-12-26,20
2023-12-27,22
2023-12-28,0
2023-12-29,20
2023-12-30,30
2023-12-31,39
2024-01-01,21
2024-01-02,18
2024-01-03,0
2024-01-04,16
2024-01-05,31
2024-01-06,19
2024-01-07,40
2024-01-08,15
2024-01-09,22
2024-01-10,24
2024-01-11,16
2024-01-12,19
2024-01-13,24
2024-01-14,0
2024-01-15,31
2024-01-16,0
2024-01-17,0
2024-01-18,20
2024-01-19,0
2024-01-20,0
