Time,amazon.com
2023-04-26,62
2023-04-27,59
2023-04-28,58
2023-04-29,67
2023-04-30,68
2023-05-01,62
2023-05-02,63
2023-05-03,62
2023-05-04,60
2023-05-05,61
2023-05-06,65
2023-05-07,65
2023-05-08,62
2023-05-09,59
2023-05-10,63
2023-05-11,62
2023-05-12,62
2023-05-13,65
2023-05-14,66
2023-05-15,62
2023-05-16,65
2023-05-17,62
2023-05-18,62
2023-05-19,60
2023-05-20,69
2023-05-21,67
2023-05-22,58
2023-05-23,60
2023-05-24,63
2023-05-25,62
2023-05-26,56
2023-05-27,66
2023-05-28,65
2023-05-29,66
2023-05-30,61
2023-05-31,61
2023-06-01,65
2023-06-02,66
2023-06-03,69
2023-06-04,73
2023-06-05,70
2023-06-06,65
2023-06-07,62
2023-06-08,65
2023-06-09,61
2023-06-10,69
2023-06-11,67
2023-06-12,72
2023-06-13,68
2023-06-14,68
2023-06-15,68
2023-06-16,66
2023-06-17,66
2023-06-18,65
2023-06-19,70
2023-06-20,66
2023-06-21,63
2023-06-22,64
2023-06-23,67
2023-06-24,69
2023-06-25,71
2023-06-26,69
2023-06-27,72
2023-06-28,65
2023-06-29,65
2023-06-30,68
2023-07-01,72
2023-07-02,71
2023-07-03,69
2023-07-04,69
2023-07-05,69
2023-07-06,70
2023-07-07,73
2023-07-08,75
2023-07-09,73
2023-07-10,71
2023-07-11,100
2023-07-12,94
2023-07-13,75
2023-07-14,69
2023-07-15,74
2023-07-16,73
2023-07-17,73
2023-07-18,68
2023-07-19,70
2023-07-20,68
2023-07-21,68
2023-07-22,71
2023-07-23,72
2023-07-24,70
2023-07-25,70
2023-07-26,66
2023-07-27,67
2023-07-28,69
2023-07-29,69
2023-07-30,67
2023-07-31,66
2023-08-01,67
2023-08-02,67
2023-08-03,70
2023-08-04,68
2023-08-05,68
2023-08-06,69
2023-08-07,70
2023-08-08,70
2023-08-09,66
2023-08-10,66
2023-08-11,69
2023-08-12,69
2023-08-13,72
2023-08-14,67
2023-08-15,65
2023-08-16,65
2023-08-17,64
2023-08-18,65
2023-08-19,66
2023-08-20,68
2023-08-21,68
2023-08-22,68
2023-08-23,65
2023-08-24,62
2023-08-25,65
2023-08-26,67
2023-08-27,69
2023-08-28,65
2023-08-29,64
2023-08-30,66
2023-08-31,63
2023-09-01,64
2023-09-02,64
2023-09-03,67
2023-09-04,71
2023-09-05,63
2023-09-06,60
2023-09-07,60
2023-09-08,59
2023-09-09,65
2023-09-10,66
2023-09-11,62
2023-09-12,62
2023-09-13,61
2023-09-14,63
2023-09-15,66
2023-09-16,67
2023-09-17,71
2023-09-18,62
2023-09-19,65
2023-09-20,68
2023-09-21,67
2023-09-22,68
2023-09-23,68
2023-09-24,71
2023-09-25,65
2023-09-26,64
2023-09-27,62
2023-09-28,66
2023-09-29,63
2023-09-30,68
2023-10-01,74
2023-10-02,63
2023-10-03,60
2023-10-04,60
2023-10-05,61
2023-10-06,63
2023-10-07,64
2023-10-08,61
2023-10-09,64
2023-10-10,79
2023-10-11,80
2023-10-12,68
2023-10-13,65
2023-10-14,64
2023-10-15,66
2023-10-16,61
2023-10-17,62
2023-10-18,61
2023-10-19,61
2023-10-20,59
2023-10-21,65
2023-10-22,66
2023-10-23,62
2023-10-24,63
2023-10-25,60
2023-10-26,59
2023-10-27,62
2023-10-28,59
2023-10-29,59
2023-10-30,61
2023-10-31,59
2023-11-01,62
2023-11-02,61
2023-11-03,62
2023-11-04,67
2023-11-05,68
2023-11-06,61
2023-11-07,62
2023-11-08,63
2023-11-09,62
2023-11-10,68
2023-11-11,69
2023-11-12,68
2023-11-13,68
2023-11-14,63
2023-11-15,64
2023-11-16,66
2023-11-17,70
2023-11-18,71
2023-11-19,73
2023-11-20,71
2023-11-21,69
2023-11-22,71
2023-11-23,67
2023-11-24,99
2023-11-25,85
2023-11-26,84
2023-11-27,89
2023-11-28,85
2023-11-29,75
2023-11-30,70
2023-12-01,78
2023-12-02,75
2023-12-03,79
2023-12-04,76
2023-12-05,74
2023-12-06,74
2023-12-07,74
2023-12-08,76
2023-12-09,80
2023-12-10,85
2023-12-11,72
2023-12-12,74
2023-12-13,74
2023-12-14,79
2023-12-15,78
2023-12-16,86
2023-12-17,79
2023-12-18,75
2023-12-19,77
2023-12-20,77
2023-12-21,73
2023-12-22,71
2023-12-23,70
2023-12-24,59
2023-12-25,62
2023-12-26,73
2023-12-27,73
2023-12-28,68
2023-12-29,75
2023-12-30,70
2023-12-31,63
2024-01-01,57
2024-01-02,63
2024-01-03,64
2024-01-04,62
2024-01-05,63
2024-01-06,65
2024-01-07,65
2024-01-08,61
2024-01-09,59
2024-01-10,60
2024-01-11,54
2024-01-12,58
2024-01-13,59
2024-01-14,61
2024-01-15,58
2024-01-16,53
2024-01-17,60
2024-01-18,57
2024-01-19,54
2024-01-20,61
