Time,amazon.com
2025-12-11,92
2025-12-12,92
2025-12-13,98
2025-12-14,100
2025-12-15,98
2025-12-16,90
2025-12-17,97
2025-12-18,89
2025-12-19,90
2025-12-20,90
2025-12-21,94
2025-12-22,89
2025-12-23,80
2025-12-24,76
2025-12-25,72
2025-12-26,91
2025-12-27,91
2025-12-28,88
2025-12-29,85
2025-12-30,84
2025-12-31,82
2026-01-01,68
2026-01-02,79
2026-01-03,86
2026-01-04,82
2026-01-05,72
2026-01-06,78
2026-01-07,75
2026-01-08,71
2026-01-09,69
2026-01-10,87
2026-01-11,82
2026-01-12,70
2026-01-13,73
2026-01-14,67
2026-01-15,70
2026-01-16,69
2026-01-17,76
2026-01-18,72
2026-01-19,73
2026-01-20,75
2026-01-21,75
2026-01-22,70
2026-01-23,69
2026-01-24,70
2026-01-25,66
2026-01-26,71
2026-01-27,64
2026-01-28,62
2026-01-29,68
2026-01-30,71
2026-01-31,74
2026-02-01,79
2026-02-02,69
2026-02-03,69
2026-02-04,69
2026-02-05,73
2026-02-06,75
2026-02-07,73
2026-02-08,66
2026-02-09,64
2026-02-10,67
2026-02-11,67
2026-02-12,61
2026-02-13,66
2026-02-14,71
2026-02-15,64
2026-02-16,76
2026-02-17,67
2026-02-18,60
2026-02-19,66
2026-02-20,65
2026-02-21,72
2026-02-22,67
2026-02-23,65
2026-02-24,72
2026-02-25,68
2026-02-26,69
2026-02-27,74
2026-02-28,74
2026-03-01,72
2026-03-02,72
2026-03-03,72
2026-03-04,70
2026-03-05,92
2026-03-06,69
2026-03-07,74
2026-03-08,73
2026-03-09,69
2026-03-10,65
2026-03-11,74
2026-03-12,68
2026-03-13,65
2026-03-14,71
2026-03-15,70
2026-03-16,70
2026-03-17,72
2026-03-18,75
2026-03-19,70
2026-03-20,71
2026-03-21,75
2026-03-22,75
2026-03-23,73
2026-03-24,76
2026-03-25,73
2026-03-26,71
2026-03-27,72
2026-03-28,69
2026-03-29,78
2026-03-30,73
2026-03-31,68
2026-04-01,67
2026-04-02,65
2026-04-03,67
2026-04-04,66
2026-04-05,61
2026-04-06,68
2026-04-07,64
2026-04-08,68
2026-04-09,67
2026-04-10,67
2026-04-11,73
2026-04-12,69
2026-04-13,64
2026-04-14,68
2026-04-15,70
2026-04-16,72
2026-04-17,69
2026-04-18,75
2026-04-19,69
2026-04-20,64
2026-04-21,69
2026-04-22,66
2026-04-23,67
2026-04-24,62
2026-04-25,69
2026-04-26,72
2026-04-27,67
2026-04-28,64
2026-04-29,64
2026-04-30,64
2026-05-01,64
2026-05-02,66
2026-05-03,72
2026-05-04,70
2026-05-05,70
2026-05-06,69
2026-05-07,69
2026-05-08,66
2026-05-09,72
2026-05-10,66
2026-05-11,71
2026-05-12,65
2026-05-13,66
2026-05-14,71
2026-05-15,67
2026-05-16,68
2026-05-17,73
2026-05-18,72
2026-05-19,66
2026-05-20,69
2026-05-21,66
2026-05-22,68
2026-05-23,78
2026-05-24,71
2026-05-25,78
2026-05-26,68
2026-05-27,65
2026-05-28,70
2026-05-29,68
2026-05-30,70
2026-05-31,76
